step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_broken,deaths_body,cells_broken,plant_intake,meat_intake,stay,forward,left,right,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,bite_mean,bite_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,meat_per_cell,kills_young_share,meat_majority,contacts,shell_mean,open_mean,full_share,damaged_share,biters_share,mass_p10,mass_p50,mass_p90,mass_max,occupied_cells,cover,wasted,intake_per_gut,crossers,pop_none,blocked,shoves,turns_blocked,births_no_room,foot_mean,len_fwd,len_side,bite_any_mean,biters_any_share,shell_front,shell_back,shell_side,pushes,move_spent,shaded,dead,carrion,soil,matter,barren,rot,spent,flow,soil_cells,deep,air,rain,shade,trees,tree_res,res_max,tree_eaten,tree_len,fruit,fruit_stock,fruit_eaten,clones,mutations,fat_mean,fat_stock,worth,kill_gain,size_mean,density_mean,density_std,sun,cloud_std,digest_mean,digest_std,flesh_guts,dung,side_mean,side_std,size_p10,size_p50,size_p90,size_max,fat_spent,fat_over,on_fat,breed_share,breed_denied,dry,water,leached,mixed,root_stock,stored,dug,fill_mean,drinking,deaths_thirst,pool,bare,grazed,short,unpaid,move_free,deaths_wear,worn,worn_bodies,worn_deaths,age_p10,age_p50,age_p90,split,outside,born_cut,not_built,cut_break,cut_wear,cut_bodies,cornered,stalled,moved,in_band,west,learners,eta,base_share,beta,hidden,eyed,learned,memory,wchange,units,sat,under_learn,under_rest,gud_learn,gud_rest,left_learn,left_rest,pace,turned,rich,plant_rich,plant_thin,pop_rich,hunger_rich,hunger_thin,fouled,foul_mean,foul_p90,foul_free,covered,plant_std
10000,2789,1.599,2.113,13.64,68787,58078,0,8577,763,1235536,876453.9,595315.5,0.087,0.691,0.112,0.111,109,38.11,20.40,0.42,2.56,10.93,8.01,0.02,0.46,9.73,8.63,0.02,0.20,0.293,0.160,2026,0.011,0.030,0.942,0.006,0.022,155896,130251,2,0.215,0.782,0.006,2953914,0.178,3.181,0.243,72.08,55671,357,0.482,0.137,0.433,9074068,1.14,3.07,0.189,0.620,0.008,12.0,37.0,66.1,122.0,58848,0.224,0.00,0.0032,0.097,790,0.653,0.000,0.531,0.570,3.80,4.92,5.02,0.06,0.023,1.15,1.14,1.14,0.681,0.00208,83.94,37.7189,1307.60,80899.7,140122.1,0.192,29.9549,167.157,0.000,1.000,0.000,60.1,69.967,106.362,5139,31113.7,18.51,75.824,6.51,19.753,1004.7,7.242,0.134,2.00,6.4371,17953.1,0.4667,0.3210,21.10,1.779,0.121,1.5345,0.0000,0.725,0.107,0.951,0.0000,5.74,0.78,7,20,36,64,65.0754,0.0031,0.4242,0.0000,0.0000,47.1671,100.00,66.2927,215.6927,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3289,0.0000,0.0000,0.0032,0.0013,0.000002,1,0.1731,0.0129,0.0215,82,295,795,0.0000,0.0000,0.0153,0.044,3.6646,0.0094,1.1802,0.0491,0.2578,0.0486,0.0000,-0.00001,0.573,0.0088,0.338,0.071,0.02,0.006,0.000,0.000,0.0000,0.000,0.000,0.0000,0.8852,0.0000,1.4849,0.00000,0.05040,0.6656,0.6646,1.0000,1.972,0.000,1.0000,5.8078,0.0000,28.2798,0.7057,1.7555,0.3354,0.4717,3.0840
20000,2836,1.672,2.834,20.64,47595,36817,0,10518,212,645529,357958.6,306055.4,0.069,0.820,0.026,0.085,87,30.45,16.36,0.08,1.08,7.50,5.82,0.00,0.00,7.59,7.01,0.00,0.00,0.256,0.150,1908,0.032,0.041,0.917,0.004,0.038,61211,42771,1,0.477,0.523,0.000,41545,0.160,3.498,0.336,34.93,32800,315,0.474,0.183,0.341,4661894,1.02,2.56,0.198,0.583,0.000,10.0,30.0,50.0,176.6,43038,0.164,0.00,0.0017,0.103,697,0.464,0.000,0.545,0.263,3.12,4.14,4.31,0.01,0.006,1.01,1.04,1.02,0.490,0.00199,10.57,10.4908,1079.59,71826.3,140122.1,0.000,12.9297,75.897,0.000,1.000,0.000,47.3,30.298,40.900,6620,42638.0,19.14,28.788,5.04,9.202,1597.1,1.947,0.135,2.00,5.4122,15349.0,0.5982,0.4010,15.18,1.997,0.010,0.4655,0.0000,0.940,0.064,0.999,0.0000,4.87,0.73,5,15,25,67,26.0473,0.0006,0.3332,0.0000,0.0000,13.8592,100.00,81.9071,134.6575,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3289,0.0000,0.0000,0.0033,0.0013,0.000003,1,0.0566,0.0074,0.0109,61,231,696,0.0000,0.0000,0.0051,0.007,2.6076,0.0062,1.2126,0.0554,0.3810,0.0633,0.0000,-0.00048,0.047,0.0010,0.010,0.002,0.00,0.000,0.000,0.000,0.0000,0.000,0.000,0.0000,1.1569,0.0000,1.9156,0.00000,0.06031,0.7223,0.7210,1.0000,2.671,0.000,1.0000,3.6817,0.0000,7.7052,0.4594,1.2457,0.2194,0.3890,3.4142
30000,2761,1.301,2.683,29.64,148688,110128,0,38028,604,1817126,885221.1,911182.8,0.100,0.830,0.025,0.045,59,35.39,20.40,0.02,0.38,7.42,6.35,0.00,0.04,10.26,11.14,0.00,0.02,0.230,0.165,1054,0.158,0.044,0.931,0.005,0.020,217257,149056,3,0.540,0.455,0.000,1805,0.122,3.466,0.313,81.33,129487,235,0.501,0.210,0.290,16233699,1.01,1.12,0.634,0.353,0.000,20.0,32.0,50.0,242.0,48876,0.186,0.00,0.0031,0.115,715,0.563,0.000,0.436,0.334,3.25,4.21,4.24,0.00,0.003,1.01,1.01,1.01,0.590,0.00357,58.78,33.4454,601.09,68859.1,140122.1,0.000,35.9208,191.342,0.000,1.000,0.000,59.7,73.857,115.866,6332,40310.0,22.78,74.479,4.35,28.743,1873.4,8.148,0.133,2.00,7.8568,21692.6,0.6229,0.4058,17.70,1.996,0.029,1.5345,0.0000,0.957,0.074,0.995,0.0000,4.50,1.04,10,16,25,121,65.7159,0.0010,0.5013,0.0000,0.0000,53.2037,100.00,58.2720,218.0765,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3289,0.0000,0.0000,0.0035,0.0014,0.000005,3,0.1271,0.0417,0.0073,48,200,555,0.0000,0.0000,0.0014,0.002,3.3780,0.0038,1.5908,0.0080,0.3265,0.1296,0.0000,-0.00021,0.211,0.0073,0.433,0.144,0.00,0.000,0.000,0.000,0.0000,0.000,0.000,0.0000,1.1817,0.0000,2.4945,0.00000,0.03472,0.7691,0.7675,1.0000,2.532,0.000,1.0000,11.0128,0.0000,29.3489,0.5754,1.6689,0.2358,0.3867,3.3648
40000,3065,1.318,2.212,30.50,38964,35674,0,2783,157,241452,395018.7,128737.7,0.091,0.832,0.043,0.033,91,31.40,11.94,0.00,0.12,5.76,3.99,0.00,0.00,9.97,6.38,0.00,0.04,0.188,0.116,879,0.099,0.123,0.853,0.006,0.019,42820,29894,6,0.827,0.118,0.000,5382,0.294,3.243,0.255,36.91,28979,259,0.533,0.227,0.122,5956736,1.00,0.66,0.683,0.301,0.000,20.0,32.0,32.0,198.0,48231,0.184,0.00,0.0013,0.103,701,0.557,0.000,0.210,0.193,3.09,4.00,4.03,0.00,0.001,1.00,1.00,1.00,0.565,0.00102,9.63,6.4032,345.78,72615.6,140122.1,0.000,10.5283,78.977,0.000,1.000,0.000,64.7,36.821,41.138,5413,33373.1,10.36,32.009,4.36,10.060,1276.1,2.260,0.138,1.99,8.2341,25237.4,0.6912,0.3779,15.74,1.996,0.038,0.4655,0.0000,0.975,0.053,0.999,0.0000,4.18,0.64,10,16,16,99,34.6152,0.0013,0.4610,0.0000,0.0000,14.1643,100.00,79.8797,168.9077,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3289,0.0000,0.0000,0.0029,0.0013,0.000001,46,0.4099,0.0460,0.0291,88,283,833,0.0000,0.0000,0.0030,0.006,0.4741,0.0543,0.1983,0.0150,0.3617,0.0327,0.0000,-0.00006,0.060,0.0020,0.209,0.070,0.00,0.000,0.000,0.000,0.0000,0.000,0.000,0.0000,0.8714,0.0000,1.8814,0.00000,0.03651,0.7173,0.7164,1.0000,2.113,0.000,1.0000,3.5674,0.0000,5.5094,0.5348,1.5582,0.2066,0.4016,3.1806
50000,3363,1.111,1.765,31.05,95889,87006,0,7949,504,535495,962524.6,320459.0,0.048,0.879,0.055,0.018,72,33.06,11.35,0.00,0.07,6.67,4.14,0.00,0.00,9.86,4.88,0.00,0.00,0.199,0.101,1053,0.155,0.083,0.904,0.002,0.011,116226,82156,7,0.839,0.093,0.000,4008,0.276,2.935,0.203,88.34,75704,230,0.598,0.270,0.085,19831776,1.00,0.56,0.659,0.325,0.000,22.0,32.0,50.0,200.0,55591,0.212,0.00,0.0029,0.096,857,0.679,0.000,0.234,0.233,3.29,4.12,4.14,0.00,0.000,1.00,1.00,1.00,0.686,0.00156,64.76,16.9361,464.52,64706.2,140122.1,0.000,18.8939,195.389,0.000,1.000,0.000,73.5,90.613,121.161,4537,26415.1,13.51,78.233,4.17,21.953,737.1,8.632,0.135,2.00,12.0301,40457.1,0.8587,0.3870,16.53,2.000,0.000,1.5345,0.0000,0.985,0.026,1.000,0.0000,4.27,0.54,11,16,25,100,86.7307,0.0009,0.5076,0.0000,0.0000,52.7478,100.00,55.2710,239.4019,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3289,0.0000,0.0000,0.0028,0.0012,0.000002,132,1.2604,0.1154,0.0297,82,281,833,0.0000,0.0000,0.0037,0.010,0.6327,0.1764,0.4218,0.0244,0.2681,0.0508,0.0000,0.00016,0.036,0.0011,0.290,0.057,0.00,0.000,0.000,0.000,0.0000,0.000,0.000,0.0000,0.8235,0.0000,1.9418,0.00000,0.02809,0.7286,0.7277,1.0000,1.692,0.000,1.0000,8.7006,0.0000,23.5966,0.6441,1.6950,0.2659,0.4825,2.8823
60000,2755,1.437,1.761,28.70,26546,24703,0,1746,431,133342,407027.7,92700.0,0.055,0.773,0.152,0.020,106,42.78,14.99,0.00,0.00,8.79,5.37,0.00,0.00,12.60,6.77,0.00,0.00,0.203,0.102,951,0.237,0.073,0.906,0.000,0.021,26126,19581,6,0.749,0.036,0.000,0,0.000,2.901,0.201,39.20,18725,272,0.695,0.356,0.044,5463639,1.00,0.61,0.654,0.303,0.000,26.0,50.0,50.0,166.0,58932,0.225,0.00,0.0012,0.084,735,0.582,0.000,0.154,0.139,3.75,4.67,4.69,0.00,0.000,1.00,1.00,1.00,0.588,0.00104,11.84,7.9204,509.64,58052.2,140122.1,0.000,7.7595,79.228,0.000,1.000,0.000,56.9,36.282,44.536,4668,26405.7,24.05,32.756,4.54,5.511,598.5,1.566,0.136,2.00,17.0011,46838.0,0.9550,0.3883,21.39,2.000,0.000,0.4655,0.0000,0.973,0.040,1.000,0.0000,4.83,0.71,13,25,25,83,34.2875,0.0052,0.4657,0.0000,0.0000,13.9036,100.00,76.1224,181.4721,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3289,0.0000,0.0000,0.0021,0.0009,0.000001,274,1.4099,0.1201,0.0719,81,299,1447,0.0000,0.0000,0.0084,0.030,0.1515,0.2869,0.2381,0.0236,0.3430,0.0288,0.0000,0.00019,0.039,0.0010,0.073,0.017,0.00,0.000,0.000,0.000,0.0000,0.000,0.000,0.0000,0.9493,0.0000,2.1822,0.00000,0.04985,0.6797,0.6791,1.0000,1.694,0.000,1.0000,2.4703,0.0000,5.8216,0.6692,1.8107,0.2713,0.4873,2.8540
70000,3165,1.137,1.486,28.62,46293,40842,0,2443,1787,225470,894743.5,214619.1,0.032,0.803,0.159,0.006,99,42.50,13.48,0.00,0.00,8.07,4.70,0.00,0.00,13.18,6.10,0.00,0.00,0.187,0.096,1367,0.121,0.057,0.930,0.000,0.012,57078,46148,4,0.961,0.030,0.000,0,0.000,2.669,0.166,84.53,36471,243,0.952,0.417,0.023,13922446,1.00,0.65,0.556,0.392,0.000,26.0,48.0,50.0,164.0,67255,0.257,0.00,0.0021,0.083,827,0.691,0.000,0.256,0.250,3.74,4.71,4.73,0.00,0.000,1.00,1.00,1.00,0.695,0.00155,78.96,24.6938,967.82,43066.7,140122.1,2.094,16.3852,174.833,0.000,1.000,0.000,68.4,77.996,122.598,4129,21789.5,22.55,73.622,4.84,11.350,359.0,5.658,0.135,1.99,20.9658,66356.8,1.2305,0.3355,21.25,2.000,0.000,1.5345,0.0000,0.978,0.023,1.000,0.0000,4.88,0.51,13,24,25,82,74.7149,0.0114,0.5232,0.0000,0.0000,49.5547,100.00,28.1742,229.0358,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3289,0.0000,0.0000,0.0017,0.0007,0.000001,811,4.6033,0.2907,0.0918,70,320,1970,0.0000,0.0000,0.0125,0.035,0.3238,1.0375,0.7084,0.0673,0.2576,0.0362,0.0000,-0.00000,0.027,0.0007,0.073,0.016,0.00,0.000,0.000,0.000,0.0000,0.000,0.000,0.0000,0.9276,0.0000,2.2237,0.00000,0.03727,0.6317,0.6313,1.0000,1.405,0.000,1.0000,4.0842,0.0000,24.9233,0.7837,1.9587,0.3278,0.5628,2.6030
80000,2696,1.421,1.633,28.60,19689,18210,0,636,688,78694,401415.7,90214.1,0.051,0.702,0.235,0.011,119,45.36,18.41,0.00,0.00,8.14,5.32,0.00,0.00,14.54,9.31,0.00,0.00,0.183,0.102,1074,0.131,0.076,0.903,0.001,0.021,19549,14850,2,0.897,0.096,0.000,0,0.000,2.779,0.184,39.20,13865,258,1.146,0.407,0.036,4497735,1.00,0.82,0.611,0.311,0.000,28.0,50.0,50.0,244.0,61148,0.233,0.00,0.0010,0.088,638,0.571,0.000,0.173,0.147,3.89,4.81,4.85,0.00,0.000,1.00,1.00,1.00,0.574,0.00097,13.55,12.4122,565.09,56475.4,140122.1,0.000,8.9711,79.260,0.000,1.000,0.000,53.6,35.769,44.576,4471,24297.4,11.39,32.577,4.89,4.201,519.3,1.248,0.132,2.01,18.7537,50559.9,1.0151,0.3346,22.68,2.000,0.000,0.4655,0.0000,0.976,0.030,1.000,0.0000,5.04,0.84,14,25,25,122,34.1089,0.0060,0.4707,0.0000,0.0000,13.6244,100.00,71.5624,174.6333,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3289,0.0000,0.0000,0.0017,0.0008,0.000001,624,2.7145,0.1421,0.1356,85,359,3647,0.0000,0.0000,0.0147,0.039,0.1291,0.6620,0.4134,0.0319,0.3605,0.0227,0.0000,0.00000,0.049,0.0012,0.114,0.030,0.00,0.000,0.000,0.000,0.0000,0.000,0.000,0.0000,0.9504,0.0000,2.1925,0.00000,0.05286,0.6344,0.6341,1.0000,1.567,0.000,1.0000,1.8210,0.0000,5.7008,0.6971,1.8503,0.2804,0.5016,2.7396
90000,3287,1.081,1.357,29.01,41099,36187,0,1583,1527,178571,893799.6,220070.8,0.033,0.764,0.197,0.006,108,40.91,13.96,0.00,0.00,7.41,4.38,0.00,0.00,13.04,5.83,0.00,0.00,0.180,0.087,1530,0.044,0.064,0.927,0.000,0.009,49922,36438,7,0.896,0.023,0.000,0,0.000,2.575,0.148,85.03,32252,244,1.232,0.414,0.022,12701413,1.00,0.66,0.531,0.417,0.000,24.0,46.0,50.0,162.0,67228,0.256,0.00,0.0021,0.082,888,0.661,0.000,0.241,0.241,3.68,4.63,4.66,0.00,0.000,1.00,1.00,1.00,0.664,0.00152,75.61,28.6803,1452.84,38326.1,140122.1,7.872,16.6885,174.087,0.000,1.000,0.000,72.1,75.342,128.955,3778,19184.3,41.24,73.267,4.80,8.817,263.7,4.590,0.136,2.00,22.2865,73255.8,1.3620,0.3315,20.45,2.000,0.000,1.5345,0.0000,0.978,0.018,1.000,0.0000,4.81,0.57,12,23,25,81,72.1540,0.0184,0.5248,0.0000,0.0000,49.3340,100.00,24.1515,225.2386,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3289,0.0000,0.0000,0.0015,0.0007,0.000001,1211,5.5583,0.3267,0.1113,76,322,2619,0.0000,0.0000,0.0157,0.039,0.2865,1.2709,0.8225,0.0803,0.2839,0.0359,0.0000,0.00009,0.025,0.0006,0.099,0.021,0.00,0.000,0.000,0.000,0.0000,0.000,0.000,0.0000,0.9594,0.0000,2.1096,0.00000,0.04190,0.6390,0.6386,1.0000,1.252,0.000,1.0000,3.6187,0.0000,24.7442,0.7841,1.9162,0.3351,0.5723,2.4461
100000,2760,1.298,1.519,28.86,19743,18337,0,539,597,71401,404236.9,98023.2,0.052,0.680,0.257,0.011,125,44.83,17.11,0.00,0.00,7.80,4.83,0.00,0.00,14.61,8.26,0.00,0.00,0.175,0.094,1047,0.063,0.071,0.912,0.001,0.015,19513,14457,12,0.665,0.166,0.000,0,0.000,2.686,0.169,39.70,13767,287,1.373,0.430,0.042,4353938,1.00,0.63,0.640,0.290,0.000,28.0,50.0,50.0,242.0,61869,0.236,0.00,0.0010,0.084,665,0.543,0.000,0.176,0.146,3.86,4.78,4.81,0.00,0.000,1.00,1.00,1.00,0.546,0.00094,13.58,13.8974,555.00,57865.8,140122.1,0.005,9.3002,81.003,0.000,1.000,0.000,57.0,36.172,44.795,4217,22544.3,14.14,32.730,4.78,3.819,416.2,1.122,0.135,2.00,18.5704,51254.2,1.0427,0.3449,22.42,2.000,0.000,0.4655,0.0000,0.974,0.031,1.000,0.0000,4.95,0.77,14,25,25,121,34.5747,0.0080,0.4772,0.0000,0.0000,13.5871,100.00,71.2320,179.9947,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3289,0.0000,0.0000,0.0016,0.0007,0.000001,797,3.0616,0.1373,0.1481,86,345,4229,0.0000,0.0000,0.0168,0.044,0.1030,0.7598,0.4683,0.0315,0.3861,0.0230,0.0000,0.00010,0.052,0.0015,0.129,0.032,0.00,0.000,0.000,0.000,0.0000,0.000,0.000,0.0000,0.9666,0.0000,2.1208,0.00000,0.05288,0.6507,0.6504,1.0000,1.460,0.000,1.0000,1.8337,0.0000,5.5786,0.7059,1.8653,0.2924,0.5110,2.6465
