step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_broken,deaths_body,cells_broken,plant_intake,meat_intake,stay,forward,left,right,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,bite_mean,bite_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,meat_per_cell,kills_young_share,meat_majority,contacts,shell_mean,open_mean,full_share,damaged_share,biters_share,mass_p10,mass_p50,mass_p90,mass_max,occupied_cells,cover,wasted,intake_per_gut,crossers,pop_none,blocked,shoves,turns_blocked,births_no_room,foot_mean,len_fwd,len_side,bite_any_mean,biters_any_share,shell_front,shell_back,shell_side,pushes,move_spent,shaded,dead,carrion,soil,matter,barren,rot,spent,flow,soil_cells,deep,air,rain,shade,trees,tree_res,res_max,tree_eaten,tree_len,fruit,fruit_stock,fruit_eaten,clones,mutations,fat_mean,fat_stock,worth,kill_gain,size_mean,density_mean,density_std,sun,cloud_std,digest_mean,digest_std,flesh_guts,dung,side_mean,side_std,size_p10,size_p50,size_p90,size_max,fat_spent,fat_over,on_fat,breed_share,breed_denied,dry,water,leached,mixed,root_stock,stored,dug,fill_mean,drinking,deaths_thirst,pool,bare,grazed,short,unpaid,move_free,deaths_wear,worn,worn_bodies,worn_deaths,age_p10,age_p50,age_p90,split,outside,born_cut,not_built,cut_break,cut_wear,cut_bodies,cornered,stalled,moved,in_band,west,learners,eta,base_share,beta,hidden,eyed,learned,memory,wchange,units,sat,under_learn,under_rest,gud_learn,gud_rest,left_learn,left_rest,pace,turned,rich,plant_rich,plant_thin,pop_rich,hunger_rich,hunger_thin,fouled,foul_mean,foul_p90,foul_free,covered,plant_std
10000,4412,1.297,2.735,24.04,172568,115408,0,52998,1196,2519822,1077558.9,1259958.1,0.104,0.793,0.047,0.056,62,22.10,11.87,0.27,1.87,6.38,4.79,0.03,0.29,4.16,4.08,0.00,0.10,0.284,0.149,1712,0.117,0.030,0.934,0.007,0.030,314429,233988,2,0.421,0.574,0.011,6576177,0.184,3.463,0.325,94.75,142122,224,0.500,0.182,0.495,19063858,1.12,2.59,0.317,0.666,0.003,8.0,23.9,32.0,237.3,47842,0.183,0.00,0.0059,0.085,1253,0.605,0.000,0.554,0.459,2.51,3.29,3.55,0.05,0.028,1.09,1.12,1.15,0.639,0.00227,84.59,58.7750,1906.81,69173.9,140078.7,0.285,43.5512,229.836,0.000,1.000,0.000,71.8,82.682,101.433,6300,40425.3,17.11,97.922,5.00,24.564,1288.6,8.828,0.135,2.00,4.1588,18348.8,0.6299,0.3928,10.84,1.995,0.030,1.5122,0.0000,0.290,0.152,0.092,0.0000,4.07,0.31,4,11,16,64,73.7978,0.0009,0.3629,0.0000,0.0000,43.5724,100.00,55.9531,258.0986,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3088,0.0000,0.0000,0.0033,0.0013,0.000002,3,0.1346,0.0043,0.0076,52,193,530,0.0000,0.0000,0.0149,0.052,5.9160,0.0073,2.8389,0.0179,0.2867,0.0834,0.0000,0.00030,0.451,0.0120,0.923,0.485,0.03,0.011,0.000,0.000,0.0000,0.000,0.000,0.0000,1.3615,0.0000,2.4254,0.00000,0.04082,0.7950,0.7932,1.0000,2.540,0.000,1.0000,11.5408,0.0000,0.0000,0.0000,0.0000,0.0000,0.4590,3.3456
20000,3324,1.168,3.724,30.66,72079,51079,0,21995,89,790311,424532.1,422275.0,0.067,0.879,0.017,0.037,64,24.19,10.69,0.04,0.46,6.04,5.15,1.20,1.64,5.41,5.95,0.00,0.00,0.239,0.175,1187,0.183,0.039,0.906,0.011,0.044,90009,58236,3,0.276,0.481,0.472,3349641,0.064,3.667,0.441,40.70,55179,249,0.534,0.226,0.347,7393964,1.01,1.77,0.517,0.452,0.000,8.0,29.0,32.0,215.1,42177,0.161,0.00,0.0024,0.089,712,0.461,0.000,0.304,0.231,2.83,3.55,3.68,0.01,0.005,1.01,1.01,1.02,0.484,0.00211,11.37,10.9806,1123.44,55802.8,140078.7,0.023,17.1241,94.562,0.000,1.000,0.000,62.4,36.244,37.625,8519,55879.3,22.04,33.915,3.62,14.003,2856.6,2.740,0.135,2.00,5.3265,17705.3,0.6277,0.4714,12.69,1.997,0.023,0.4878,0.0000,0.264,0.163,0.091,0.0000,4.06,0.54,4,16,16,120,31.1282,0.0006,0.4410,0.0000,0.0000,13.8124,100.00,72.7502,179.4758,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3088,0.0000,0.0000,0.0031,0.0013,0.000003,4,0.0718,0.0117,0.0069,46,184,587,0.0000,0.0000,0.0033,0.006,1.0785,0.0074,0.6201,0.0105,0.3841,0.0869,0.0000,0.00052,0.063,0.0024,0.961,0.779,1.18,0.472,0.000,0.000,0.0000,0.000,0.000,0.0000,1.7523,0.0000,2.7121,0.00000,0.06335,0.8342,0.8326,1.0000,3.481,0.000,1.0000,5.1079,0.0000,0.0000,0.0000,0.0000,0.0000,0.3613,3.5570
30000,3967,1.008,2.095,33.66,133157,102732,0,29543,193,1152027,1027669.4,650241.3,0.040,0.881,0.034,0.045,56,28.26,6.80,0.00,0.09,6.30,3.69,0.26,0.98,7.70,3.65,0.00,0.00,0.218,0.118,1058,0.266,0.081,0.900,0.006,0.013,193527,129808,7,0.274,0.375,0.119,9206666,0.094,3.153,0.242,91.88,124665,197,0.564,0.236,0.186,23848644,1.00,0.67,0.682,0.313,0.000,16.0,32.0,32.0,44.0,56564,0.216,0.00,0.0034,0.090,1062,0.680,0.000,0.320,0.333,2.99,3.82,3.85,0.00,0.001,1.00,1.00,1.00,0.694,0.00172,68.82,27.1408,468.04,60222.4,140078.7,0.517,38.2818,216.677,0.000,1.000,0.000,88.2,92.965,98.465,5312,31572.9,15.49,87.108,3.95,38.921,1085.0,10.946,0.135,2.00,9.8834,39207.3,0.8122,0.4199,14.26,2.000,0.000,1.5122,0.0000,0.465,0.179,0.353,0.0000,4.00,0.04,8,16,16,25,87.7606,0.0021,0.5188,0.0000,0.0000,47.6250,100.00,42.2049,265.9347,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3088,0.0000,0.0000,0.0028,0.0012,0.000002,46,0.8718,0.0872,0.0192,60,221,645,0.0000,0.0000,0.0045,0.014,1.6253,0.0968,0.8034,0.0121,0.2545,0.0646,0.0000,0.00019,0.006,0.0001,0.998,0.924,0.25,0.119,0.000,0.000,0.0000,0.000,0.000,0.0000,1.2123,0.0000,2.7860,0.00000,0.03059,0.7824,0.7811,1.0000,2.000,0.000,1.0000,10.2732,0.0000,0.0000,0.0000,0.0000,0.0000,0.4862,3.0790
40000,3727,1.179,2.023,34.29,41271,36419,0,4831,8,227891,480519.0,144372.8,0.043,0.809,0.016,0.131,97,28.23,6.99,0.00,0.06,6.02,3.41,0.20,0.77,7.99,3.53,0.00,0.00,0.210,0.109,1022,0.308,0.120,0.866,0.004,0.010,41828,27402,14,0.357,0.078,0.098,1792137,0.148,3.077,0.235,45.93,30529,213,0.634,0.308,0.100,8240496,1.00,0.68,0.679,0.317,0.000,16.0,32.0,32.0,72.0,52964,0.202,0.00,0.0016,0.081,923,0.598,0.000,0.130,0.138,3.06,3.81,3.85,0.00,0.001,1.00,1.00,1.00,0.605,0.00091,12.20,7.9239,553.10,57424.2,140078.7,0.288,8.8545,97.586,0.000,1.000,0.000,74.2,44.430,44.324,5185,30318.4,18.55,37.682,3.90,7.639,920.1,2.275,0.132,2.00,11.5210,42938.6,0.9624,0.4393,14.21,2.000,0.000,0.4878,0.0000,0.435,0.184,0.331,0.0000,4.00,0.07,8,16,16,36,42.0446,0.0086,0.4618,0.0000,0.0000,13.8582,100.00,76.5678,225.9473,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3088,0.0000,0.0000,0.0023,0.0010,0.000001,253,1.3088,0.0832,0.0524,79,255,1074,0.0000,0.0000,0.0005,0.001,0.1408,0.2231,0.2362,0.0169,0.3251,0.0322,0.0000,-0.00011,0.017,0.0003,0.999,0.926,0.20,0.098,0.000,0.000,0.0000,0.000,0.000,0.0000,1.0021,0.0000,1.8802,0.00000,0.04890,0.7580,0.7571,1.0000,1.933,0.000,1.0000,3.6419,0.0000,0.0000,0.0000,0.0000,0.0000,0.4755,3.0140
50000,4041,0.922,1.623,34.72,97394,84297,0,12284,31,556194,1104216.8,366681.8,0.048,0.836,0.025,0.092,67,28.51,6.70,0.01,0.13,6.38,3.07,0.11,0.58,7.81,3.13,0.00,0.00,0.222,0.097,1318,0.232,0.080,0.912,0.001,0.006,116729,79557,26,0.170,0.145,0.049,2992552,0.148,2.763,0.181,104.50,79512,182,0.659,0.310,0.051,24140871,1.00,0.53,0.658,0.339,0.000,18.0,32.0,32.0,50.0,57786,0.220,0.00,0.0035,0.076,1136,0.707,0.000,0.215,0.220,3.24,3.86,3.88,0.00,0.002,1.00,1.00,1.00,0.713,0.00138,75.82,21.1609,1015.18,42896.1,140078.7,2.205,17.6528,229.962,0.000,1.000,0.000,88.1,104.100,116.416,4494,23662.3,24.58,91.072,3.91,18.710,491.5,8.671,0.134,2.00,15.9548,64473.5,1.3052,0.4183,14.30,2.000,0.000,1.5122,0.0000,0.398,0.196,0.337,0.0000,4.00,0.02,9,16,16,25,100.0420,0.0170,0.5266,0.0000,0.0000,46.5397,100.00,36.4534,286.4304,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3088,0.0000,0.0000,0.0022,0.0010,0.000001,468,3.0080,0.2061,0.0481,75,259,989,0.0000,0.0000,0.0008,0.001,0.3519,0.4777,0.5506,0.0468,0.2411,0.0483,0.0000,-0.00008,0.012,0.0004,0.999,0.947,0.11,0.049,0.000,0.000,0.0000,0.000,0.000,0.0000,0.9720,0.0000,2.1240,0.00000,0.03454,0.7554,0.7546,1.0000,1.531,0.000,1.0000,8.4297,0.0000,0.0000,0.0000,0.0000,0.0000,0.5524,2.6734
60000,3533,1.143,1.676,34.36,29639,27054,0,2365,2,130259,488894.2,126482.0,0.067,0.712,0.025,0.197,104,28.53,6.63,0.01,0.15,6.02,3.43,0.20,0.91,8.13,3.48,0.00,0.00,0.209,0.109,1162,0.150,0.091,0.898,0.002,0.010,29418,20263,20,0.211,0.130,0.083,921399,0.188,2.776,0.187,47.28,21624,225,0.971,0.333,0.074,7234661,1.00,0.55,0.677,0.318,0.000,18.0,32.0,32.0,42.0,50717,0.193,0.00,0.0017,0.086,970,0.596,0.000,0.147,0.127,3.26,3.85,3.88,0.00,0.002,1.00,1.00,1.00,0.601,0.00083,13.90,13.7625,625.20,53764.1,140078.7,0.270,10.1829,97.620,0.000,1.000,0.000,65.8,43.003,45.687,4708,24772.9,20.51,38.226,3.93,4.814,530.6,1.550,0.135,2.01,14.9255,52732.0,1.2049,0.4447,14.36,2.000,0.000,0.4878,0.0000,0.356,0.183,0.229,0.0000,4.00,0.03,9,16,16,24,41.1201,0.0254,0.4585,0.0000,0.0000,13.6422,100.00,71.6019,232.7116,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3088,0.0000,0.0000,0.0017,0.0008,0.000001,726,2.7751,0.1220,0.1128,87,284,2546,0.0000,0.0000,0.0004,0.001,0.0964,0.5229,0.4043,0.0255,0.3288,0.0295,0.0000,0.00006,0.023,0.0006,1.000,0.947,0.19,0.083,0.000,0.000,0.0000,0.000,0.000,0.0000,1.0607,0.0000,1.9629,0.00000,0.05557,0.7603,0.7598,1.0000,1.606,0.000,1.0000,2.7054,0.0000,0.0000,0.0000,0.0000,0.0000,0.4932,2.7170
70000,4090,0.970,1.484,34.68,70787,63609,0,5415,7,317947,1088311.5,294081.7,0.067,0.766,0.038,0.129,75,28.16,7.00,0.00,0.08,5.78,2.90,0.07,0.49,8.25,3.17,0.00,0.00,0.204,0.095,1489,0.152,0.074,0.917,0.002,0.007,80205,55095,27,0.158,0.111,0.032,1912588,0.179,2.642,0.164,104.75,55481,195,0.925,0.334,0.039,20590070,1.00,0.57,0.617,0.382,0.000,18.0,32.0,32.0,34.0,57717,0.220,0.00,0.0032,0.080,1142,0.687,0.000,0.202,0.187,3.22,3.84,3.87,0.00,0.002,1.00,1.00,1.00,0.691,0.00128,72.01,27.7740,1207.91,36303.9,140078.7,13.140,16.8089,221.969,0.000,1.000,0.000,81.9,97.895,128.269,4151,21290.8,28.78,89.178,3.94,11.699,357.3,6.014,0.135,2.00,17.8769,73116.7,1.5029,0.4056,14.11,2.000,0.000,1.5122,0.0000,0.380,0.203,0.301,0.0000,4.00,0.00,9,16,16,16,94.4013,0.0322,0.5020,0.0000,0.0000,46.1669,100.00,24.2421,267.2121,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3088,0.0000,0.0000,0.0017,0.0008,0.000001,1199,5.2449,0.2565,0.0857,84,271,1597,0.0000,0.0000,0.0005,0.001,0.2306,0.9195,0.7633,0.0589,0.2589,0.0441,0.0000,-0.00001,0.019,0.0004,1.000,0.954,0.07,0.032,0.000,0.000,0.0000,0.000,0.000,0.0000,0.9835,0.0000,1.9590,0.00000,0.03893,0.7545,0.7539,1.0000,1.388,0.000,1.0000,6.3609,0.0000,0.0000,0.0000,0.0000,0.0000,0.5587,2.5461
80000,3452,1.080,1.576,35.05,26568,24773,0,1455,7,100359,494270.3,126319.1,0.070,0.690,0.034,0.207,119,28.74,6.38,0.01,0.14,5.89,2.99,0.19,0.73,8.36,3.16,0.00,0.00,0.204,0.095,1188,0.150,0.089,0.899,0.002,0.010,25552,17151,36,0.169,0.099,0.099,812466,0.199,2.679,0.176,48.10,19172,248,1.259,0.336,0.056,6848183,1.00,0.47,0.671,0.326,0.000,20.0,32.0,32.0,59.6,49897,0.190,0.00,0.0017,0.085,930,0.575,0.000,0.159,0.114,3.25,3.86,3.91,0.00,0.002,1.00,1.00,1.00,0.579,0.00084,14.12,15.9470,758.61,49564.5,140078.7,0.238,10.2514,98.980,0.000,1.000,0.000,65.9,42.958,46.565,4524,23137.3,16.14,38.658,3.94,3.779,411.2,1.263,0.133,2.00,17.0662,58912.5,1.3693,0.4385,14.45,2.000,0.002,0.4878,0.0000,0.398,0.196,0.290,0.0000,4.00,0.05,10,16,16,30,41.1631,0.0275,0.4600,0.0000,0.0000,13.6769,100.00,70.3157,231.8586,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3088,0.0000,0.0000,0.0015,0.0007,0.000001,971,3.2886,0.1480,0.1379,92,293,3852,0.0000,0.0000,0.0007,0.001,0.0764,0.6349,0.4596,0.0284,0.3491,0.0296,0.0000,0.00016,0.028,0.0007,0.994,0.939,0.19,0.099,0.000,0.000,0.0000,0.000,0.000,0.0000,1.0318,0.0000,1.8395,0.00000,0.05331,0.7612,0.7607,1.0000,1.505,0.000,1.0000,2.4773,0.0000,0.0000,0.0000,0.0000,0.0000,0.4955,2.6285
90000,4170,0.925,1.298,36.05,56880,50957,0,3512,10,228791,1069720.8,283704.1,0.054,0.741,0.051,0.153,92,27.98,7.17,0.02,0.22,5.58,2.73,0.03,0.39,8.36,3.05,0.00,0.00,0.198,0.090,1579,0.149,0.066,0.928,0.000,0.006,63090,41349,35,0.303,0.140,0.013,1515904,0.190,2.433,0.141,103.36,44114,218,1.240,0.339,0.030,18240357,1.00,0.58,0.580,0.417,0.000,16.0,32.0,32.0,48.0,58334,0.223,0.00,0.0031,0.077,1201,0.654,0.000,0.210,0.170,3.19,3.85,3.86,0.01,0.005,1.00,1.01,1.00,0.657,0.00134,64.82,33.0649,1474.35,27341.5,140078.7,24.556,17.5771,214.534,0.000,1.000,0.000,80.1,91.511,139.592,3778,18120.9,20.12,86.967,3.95,7.952,207.8,4.263,0.135,1.99,20.4318,85200.6,1.7312,0.4079,13.99,2.000,0.000,1.5122,0.0000,0.437,0.168,0.313,0.0000,4.00,0.02,8,16,16,22,87.8834,0.0497,0.4811,0.0000,0.0000,47.0827,100.00,18.6899,245.4622,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3088,0.0000,0.0000,0.0014,0.0006,0.000001,1683,6.4419,0.3094,0.1139,89,275,2638,0.0000,0.0000,0.0007,0.002,0.1848,1.1794,0.8896,0.0703,0.2844,0.0462,0.0000,0.00004,0.038,0.0007,1.000,0.946,0.03,0.013,0.000,0.000,0.0000,0.000,0.000,0.0000,1.0146,0.0000,1.7535,0.00000,0.04255,0.7564,0.7559,1.0000,1.195,0.000,1.0000,5.0957,0.0000,0.0000,0.0000,0.0000,0.0000,0.5728,2.3312
100000,3650,1.026,1.393,36.64,23980,22407,0,892,8,77539,499867.8,132028.8,0.051,0.684,0.064,0.200,117,28.74,6.57,0.05,0.52,5.09,2.88,0.03,0.30,9.15,3.30,0.00,0.00,0.176,0.095,1312,0.102,0.103,0.887,0.001,0.009,23040,15286,20,0.348,0.155,0.015,264934,0.205,2.550,0.152,48.74,17626,306,1.703,0.279,0.044,6547463,1.02,0.50,0.628,0.360,0.000,20.0,32.0,32.0,80.0,52306,0.200,0.00,0.0015,0.081,979,0.542,0.000,0.185,0.111,3.19,3.87,3.89,0.02,0.012,1.01,1.03,1.02,0.544,0.00083,14.06,18.2075,697.39,50449.6,140078.7,0.225,10.6248,100.984,0.000,1.000,0.000,69.5,43.513,47.693,4036,20269.1,23.79,39.137,3.95,3.091,310.5,1.051,0.135,1.99,16.6838,60895.9,1.3532,0.4543,14.33,2.000,0.000,0.4878,0.0000,0.434,0.184,0.319,0.0000,4.00,0.11,10,16,16,40,41.6745,0.0243,0.4803,0.0000,0.0000,13.8066,100.00,69.1013,230.1000,0.0,0.0000,0.0000,1.0000,0.0000,0,0.3088,0.0000,0.0000,0.0013,0.0006,0.000001,1193,3.8284,0.1471,0.1712,105,315,4311,0.0000,0.0000,0.0015,0.002,0.0717,0.7585,0.5338,0.0310,0.3800,0.0291,0.0000,0.00006,0.059,0.0013,0.999,0.939,0.03,0.015,0.000,0.000,0.0000,0.000,0.000,0.0000,1.0303,0.0000,1.7576,0.00000,0.05124,0.7640,0.7635,1.0000,1.331,0.000,1.0000,2.2407,0.0000,0.0000,0.0000,0.0000,0.0000,0.5127,2.4908
