step,mass,born_mass,hard,muscle,sensor,digestive,bite,shell,open,speed,age,energy,plant,meat,lineage,place,born_place,bite_any,shell_front,shell_back,shell_side,foot,len_fwd,len_side,height,fat,size,density,digest,side,water,worn,travel,drift,hidden,eta,beta,wchange,turns,pace
100000,24.00,23,0,5,0,7,0,1.00,0,0.208,4742,3.22,148.37,99.07,516,2,0,0,1.00,1.00,1.00,4,5,5,39.1,50.497,12,2.000,1.000,5,1.000,10,39.09,28.50,0,0.0000,0.555,0.0000,2942,0.8165
100000,2.00,16,0,1,0,0,0,1.00,12,0.500,4395,0.00,59.73,159.21,516,2,0,0,1.00,1.00,1.00,1,1,1,45.3,1.331,1,2.000,1.000,4,1.000,13,27.18,-24.00,0,0.0000,0.441,0.0000,3342,1.0000
100000,38.00,23,0,9,0,10,0,1.00,0,0.237,4359,0.00,113.47,140.38,516,0,0,0,1.00,1.00,1.00,4,5,5,16.7,80.896,19,2.000,1.000,5,1.000,4,17.03,-13.00,0,0.0000,0.555,0.0000,2598,0.6489
100000,7.58,36,0,3,0,4,0,1.00,8,0.396,4178,1.45,180.48,21.10,37,2,0,0,1.00,1.00,1.00,4,5,3,42.2,20.400,7,1.083,0.494,6,1.000,14,24.38,-21.50,0,0.0000,0.000,0.0000,3027,1.0000
100000,44.00,23,0,10,0,12,0,1.00,0,0.227,4066,4.58,86.99,84.59,516,1,0,0,1.00,1.00,1.00,4,5,5,33.5,34.153,22,2.000,1.000,5,1.000,1,15.34,14.50,0,0.0000,0.555,0.0000,2406,0.6030
100000,4.00,16,0,2,0,0,0,1.00,10,0.500,3890,0.00,63.71,96.39,516,1,0,0,1.00,1.00,1.00,1,1,2,28.6,3.432,2,2.000,1.000,4,1.000,9,28.79,-26.50,0,0.0000,0.602,0.0000,3221,1.0000
100000,44.00,23,0,10,0,12,0,1.00,0,0.227,3745,0.00,86.58,61.80,516,0,0,0,1.00,1.00,1.00,4,5,5,20.7,18.812,22,2.000,1.000,5,1.000,1,27.37,-26.25,0,0.0000,0.555,0.0000,2220,0.6030
100000,1.15,36,0,1,0,0,0,1.00,20,0.871,3699,0.00,217.79,15.97,37,2,0,0,1.00,1.00,1.00,1,1,1,45.9,2.077,1,1.149,0.538,6,1.000,3,13.19,-6.00,0,0.0000,0.000,0.0000,2476,1.0000
100000,20.00,16,0,7,0,3,0,1.00,0,0.350,3652,0.56,53.55,102.03,516,0,0,0,1.00,1.00,1.00,2,4,4,17.6,16.564,10,2.000,1.000,4,1.000,3,22.37,-9.50,0,0.0000,0.000,0.0000,2805,0.8944
100000,46.00,25,0,12,0,11,0,1.00,0,0.261,3649,2.23,69.22,62.17,516,0,0,0,1.00,1.00,1.00,4,5,5,15.1,53.199,23,2.000,1.000,5,1.000,2,10.75,-8.75,0,0.0000,0.000,0.0000,2072,0.5898
100000,24.00,16,0,8,0,4,0,1.00,0,0.333,3602,0.22,64.08,141.13,516,2,0,0,1.00,1.00,1.00,4,4,4,45.4,44.073,12,2.000,1.000,4,1.000,3,70.76,-35.00,0,0.0000,0.602,0.0000,2643,0.8165
100000,44.00,23,0,10,0,12,0,1.00,0,0.227,3578,0.00,103.27,98.26,516,2,0,0,1.00,1.00,1.00,4,5,5,39.0,78.636,22,2.000,1.000,5,1.000,1,39.71,-31.25,0,0.0000,0.563,0.0000,2113,0.6030
100000,28.00,16,0,10,0,4,0,1.00,0,0.357,3548,0.94,36.24,100.47,516,2,0,0,1.00,1.00,1.00,1,4,4,38.0,22.525,14,2.000,1.000,4,1.000,2,59.37,-53.25,0,0.0000,0.441,0.0000,2514,0.7559
100000,29.87,36,0,10,0,16,0,1.00,0,0.335,3477,0.00,138.33,4.93,37,2,1,0,1.00,1.00,1.00,5,6,6,60.8,30.997,26,1.149,0.538,6,1.000,2,23.80,-7.75,0,0.0000,0.000,0.0000,2223,0.7319
100000,42.00,23,0,10,0,11,0,1.00,0,0.238,3471,0.00,66.06,68.20,516,1,0,0,1.00,1.00,1.00,4,5,5,34.2,42.705,21,2.000,1.000,5,1.000,2,26.82,7.50,0,0.0000,0.563,0.0000,2067,0.6172
100000,24.00,16,0,9,0,3,0,1.00,0,0.375,3411,2.23,50.21,155.69,516,2,0,0,1.00,1.00,1.00,1,4,4,57.2,44.025,12,2.000,1.000,4,1.000,3,44.20,35.00,0,0.0000,0.602,0.0000,2506,0.8165
100000,20.00,16,0,7,0,3,0,1.00,0,0.350,3383,0.00,57.85,166.13,516,1,0,0,1.00,1.00,1.00,2,4,4,29.0,34.940,10,2.000,1.000,4,1.000,5,36.67,7.00,0,0.0000,0.602,0.0000,2497,0.8944
100000,24.00,16,0,8,0,4,0,1.00,0,0.333,3363,0.00,50.99,86.48,516,1,0,0,1.00,1.00,1.00,2,4,4,35.4,32.964,12,2.000,1.000,4,1.000,3,30.16,-16.50,0,0.0000,0.441,0.0000,2549,0.8165
100000,40.00,23,0,8,0,12,0,1.00,0,0.200,3241,5.07,68.65,92.94,516,2,0,0,1.00,1.00,1.00,4,5,5,40.7,41.835,20,2.000,1.000,5,1.000,2,24.60,10.50,0,0.0000,0.555,0.0000,1943,0.6325
100000,42.00,23,0,9,0,12,0,1.00,0,0.214,3228,1.50,52.55,83.07,516,0,0,0,1.00,1.00,1.00,4,5,5,13.3,47.588,21,2.000,1.000,5,1.000,2,9.30,5.50,0,0.0000,0.555,0.0000,1908,0.6172
100000,30.00,16,0,13,0,2,0,1.00,0,0.433,3219,0.00,42.29,125.54,516,0,0,0,1.00,1.00,1.00,2,4,4,21.8,56.314,15,2.000,1.000,4,1.000,1,49.77,46.00,0,0.0000,0.250,0.0000,2276,0.7303
100000,26.00,16,0,11,0,2,0,1.00,0,0.423,3192,3.61,38.04,219.71,516,1,0,0,1.00,1.00,1.00,2,4,4,29.1,55.436,13,2.000,1.000,4,1.000,2,25.62,-2.50,0,0.0000,0.250,0.0000,2347,0.7845
100000,26.00,16,0,11,0,2,0,1.00,0,0.423,3174,3.94,33.15,104.13,516,1,0,0,1.00,1.00,1.00,2,4,4,37.4,22.520,13,2.000,1.000,4,1.000,3,42.22,-41.25,0,0.0000,0.276,0.0000,2268,0.7845
100000,18.00,16,0,7,0,2,0,1.00,2,0.389,3134,0.00,34.21,162.33,516,1,0,0,1.00,1.00,1.00,2,3,4,30.2,37.418,9,2.000,1.000,4,1.000,2,43.55,-9.50,0,0.0000,0.250,0.0000,2507,0.9428
100000,28.00,16,0,10,0,4,0,1.00,0,0.357,3130,0.55,61.61,55.20,516,2,0,0,1.00,1.00,1.00,2,4,4,40.1,16.510,14,2.000,1.000,4,1.000,0,36.55,-12.75,0,0.0000,0.602,0.0000,2292,0.7559
100000,30.00,16,0,11,0,4,0,1.00,0,0.367,3125,1.16,45.00,113.40,516,0,0,0,1.00,1.00,1.00,4,4,4,2.7,30.855,15,2.000,1.000,4,1.000,1,7.72,-3.75,0,0.0000,0.441,0.0000,2239,0.7303
100000,20.00,16,0,8,0,2,0,1.00,0,0.400,3029,0.00,48.91,119.86,516,2,0,0,1.00,1.00,1.00,4,4,4,57.1,26.819,10,2.000,1.000,4,1.000,4,58.62,56.25,0,0.0000,0.606,0.0000,2371,0.8944
100000,24.00,16,0,9,0,3,0,1.00,0,0.375,2999,3.20,58.09,94.99,516,2,0,0,1.00,1.00,1.00,2,4,4,45.4,30.790,12,2.000,1.000,4,1.000,4,43.79,17.25,0,0.0000,0.000,0.0000,2148,0.8165
100000,46.00,23,0,11,0,12,0,1.00,0,0.239,2951,0.00,70.26,34.39,516,0,0,0,1.00,1.00,1.00,4,5,5,20.7,18.013,23,2.000,1.000,5,1.000,0,17.68,-15.50,0,0.0000,0.563,0.0000,1740,0.5898
100000,24.00,16,0,9,0,3,0,1.00,0,0.375,2949,1.76,39.16,145.96,516,0,0,0,1.00,1.00,1.00,2,4,4,12.7,27.689,12,2.000,1.000,4,1.000,2,67.31,62.50,0,0.0000,0.347,0.0000,2245,0.8165
100000,26.00,16,0,11,0,2,0,1.00,0,0.423,2936,0.00,44.31,66.25,516,2,0,0,1.00,1.00,1.00,1,4,4,58.8,15.733,13,2.000,1.000,4,1.000,1,42.56,42.50,0,0.0000,0.602,0.0000,2091,0.7845
100000,46.00,23,0,11,0,12,0,1.00,0,0.239,2928,0.00,74.43,29.23,516,2,0,0,1.00,1.00,1.00,4,5,5,46.4,20.691,23,2.000,1.000,5,1.000,0,11.69,7.75,0,0.0000,0.563,0.0000,1726,0.5898
100000,32.00,16,0,12,0,4,0,1.00,0,0.375,2903,0.61,50.96,103.73,516,0,0,0,1.00,1.00,1.00,4,4,4,19.2,39.611,16,2.000,1.000,4,1.000,0,23.80,12.50,0,0.0000,0.593,0.0000,2052,0.7071
100000,30.00,16,0,11,0,4,0,1.00,0,0.367,2883,0.80,55.73,111.16,516,2,0,0,1.00,1.00,1.00,4,4,4,48.7,60.584,15,2.000,1.000,4,1.000,1,22.70,20.25,0,0.0000,0.602,0.0000,2062,0.7303
100000,32.00,16,0,13,0,3,0,1.00,0,0.406,2872,4.32,19.08,171.37,516,0,0,0,1.00,1.00,1.00,4,4,4,19.8,43.957,16,2.000,1.000,4,1.000,0,3.95,-3.75,0,0.0000,0.400,0.0000,2030,0.7071
100000,20.00,16,0,7,0,3,0,1.00,2,0.350,2807,1.87,43.39,100.42,516,1,0,0,1.00,1.00,1.00,4,4,3,25.9,32.184,10,2.000,1.000,4,1.000,2,43.19,4.00,0,0.0000,0.602,0.0000,2069,0.8944
100000,28.00,16,0,11,0,3,0,1.00,0,0.393,2774,2.65,31.45,115.22,516,2,0,0,1.00,1.00,1.00,4,4,4,53.2,32.089,14,2.000,1.000,4,1.000,1,42.81,-41.50,0,0.0000,0.250,0.0000,1984,0.7559
100000,30.00,16,0,12,0,3,0,1.00,0,0.400,2770,2.05,23.07,80.98,516,2,1,0,1.00,1.00,1.00,2,4,4,37.5,9.998,15,2.000,1.000,4,1.000,1,7.96,5.50,0,0.0000,0.250,0.0000,1958,0.7303
100000,28.00,16,0,10,0,4,0,1.00,0,0.357,2747,0.02,42.51,69.72,516,0,0,0,1.00,1.00,1.00,4,4,4,3.7,17.254,14,2.000,1.000,4,1.000,0,49.16,-49.00,0,0.0000,0.602,0.0000,1956,0.7559
100000,30.00,16,0,12,0,3,0,1.00,0,0.400,2724,0.00,32.56,73.56,516,0,0,0,1.00,1.00,1.00,2,4,4,8.8,24.720,15,2.000,1.000,4,1.000,1,8.32,-7.00,0,0.0000,0.250,0.0000,1930,0.7303
100000,22.25,49,0,8,7,7,0,1.00,8,0.360,2713,0.00,105.96,31.74,37,2,2,0,1.00,1.00,1.00,4,6,4,43.0,12.952,22,1.203,0.426,7,1.000,2,21.91,19.50,7,0.0000,0.000,0.0000,1972,0.8481
100000,66.00,33,0,24,0,9,0,1.00,0,0.364,2702,0.00,54.91,53.53,516,1,1,0,1.00,1.00,1.00,4,6,6,35.3,38.215,33,2.000,0.999,6,1.000,0,31.02,28.50,0,0.0000,0.488,0.0000,1330,0.4924
100000,32.00,16,0,12,0,4,0,1.00,0,0.375,2693,0.05,33.25,151.19,516,2,0,0,1.00,1.00,1.00,1,4,4,42.7,50.283,16,2.000,1.000,4,1.000,0,46.02,-13.50,0,0.0000,0.292,0.0000,1904,0.7071
100000,28.00,16,0,11,0,3,0,1.00,0,0.393,2681,0.00,24.16,95.15,516,0,0,0,1.00,1.00,1.00,1,4,4,4.2,1.128,14,2.000,1.000,4,1.000,1,11.47,-3.25,0,0.0000,0.279,0.0000,1936,0.7559
100000,23.95,49,0,8,3,12,0,1.00,4,0.334,2672,0.00,126.42,25.70,37,2,2,0,1.00,1.00,1.00,4,5,7,53.0,26.625,23,1.114,0.467,7,1.000,0,16.27,-16.25,3,0.0000,0.000,0.0000,1715,0.8173
100000,6.33,36,0,3,0,3,0,1.00,12,0.474,2622,0.00,121.62,4.65,37,2,1,0,1.00,1.00,1.00,4,2,4,55.4,24.207,6,1.055,0.488,6,1.000,1,15.74,-15.50,0,0.0000,0.000,0.0000,2274,1.0000
