step,mass,born_mass,hard,muscle,sensor,digestive,bite,shell,open,speed,age,energy,plant,meat,lineage,place,born_place,bite_any,shell_front,shell_back,shell_side,foot,len_fwd,len_side,height,fat,size,density,digest,side,water,worn,travel,drift,hidden,eta,beta,wchange,turns,pace
100000,28.23,36,5,4,0,13,1,1.96,0,0.142,3504,4.35,128.50,44.61,1845,2,0,1,2.67,1.00,2.08,5,6,6,45.8,33.793,22,1.046,0.257,6,1.000,3,50.86,-29.75,0,0.0064,0.179,0.0000,2278,0.7528
100000,56.25,49,9,11,0,15,3,3.64,0,0.196,3316,1.96,92.47,92.00,1845,1,0,3,3.86,2.43,4.14,8,7,7,35.7,45.606,35,1.278,0.221,7,1.000,1,14.61,14.50,0,0.0000,0.011,0.0000,1711,0.5333
100000,6.68,35,0,4,0,0,0,1.00,14,0.599,2914,0.00,106.14,16.76,2161,0,0,0,1.00,1.00,1.00,2,1,4,5.9,7.269,4,1.670,0.370,6,1.000,1,0.25,-0.25,0,0.0403,0.000,0.0000,1869,1.0000
100000,35.87,64,13,0,0,4,0,6.18,10,0.000,2900,1.64,62.41,75.89,2052,0,0,0,4.88,3.88,11.00,4,3,8,11.4,5.426,17,1.196,0.238,8,1.000,0,28.52,25.25,0,0.0000,0.000,0.0000,1605,0.6679
100000,25.92,36,0,3,0,12,0,1.00,6,0.116,2811,0.32,100.25,12.32,2156,0,0,0,1.00,1.00,1.00,4,6,3,26.0,27.725,15,1.728,0.625,6,1.000,0,14.16,-9.50,0,0.0000,0.000,0.0000,1762,0.7857
100000,6.46,46,3,0,0,0,0,4.50,20,0.000,2772,0.00,110.39,35.91,1845,1,0,0,4.50,4.50,4.50,2,2,2,36.9,3.359,3,1.076,0.346,7,1.000,3,67.05,54.00,0,0.0103,0.055,0.0000,1952,1.0000
100000,39.81,49,5,12,0,15,3,2.58,4,0.301,2511,0.00,80.13,110.15,1845,0,1,3,3.00,1.00,3.00,6,7,5,23.5,34.639,32,1.076,0.346,7,1.000,1,29.18,29.00,0,0.0103,0.055,0.0000,1497,0.6340
100000,11.37,36,0,4,0,3,0,1.00,12,0.352,2259,-0.00,56.73,20.90,2173,0,0,0,1.00,1.00,1.00,2,2,4,12.0,8.352,7,1.625,0.488,6,1.000,0,6.25,-3.75,0,0.0433,0.000,0.0000,1615,1.0000
100000,9.18,35,0,0,1,5,0,1.00,14,0.000,2234,0.05,87.42,17.67,2161,0,0,0,1.00,1.00,1.00,4,2,3,1.5,15.009,6,1.670,0.370,6,1.000,0,8.93,2.75,1,0.0403,0.000,0.0000,1536,1.0000
100000,26.90,46,4,7,0,10,2,2.04,0,0.260,2216,-0.00,90.77,69.51,1845,0,0,2,2.29,1.29,2.29,5,7,7,15.6,3.612,21,1.076,0.346,7,1.000,1,32.50,-32.50,0,0.0103,0.055,0.0000,1423,0.7713
100000,22.47,34,5,3,0,9,2,2.75,0,0.134,2211,3.41,106.08,19.30,1845,1,2,2,2.67,1.67,3.33,3,6,6,39.1,30.017,17,1.021,0.358,6,1.000,0,29.89,24.75,0,0.0147,0.000,0.0000,1526,0.8439
100000,22.66,49,6,2,0,6,2,2.33,4,0.088,2208,0.28,78.60,18.61,2052,2,2,2,2.71,1.57,2.60,5,5,7,41.8,11.223,14,1.133,0.295,7,1.000,1,19.69,-18.75,0,0.0003,0.020,0.0000,1452,0.8403
100000,43.05,64,13,3,0,7,1,5.54,8,0.070,2190,0.00,43.62,42.35,2052,0,0,1,4.88,3.50,8.25,4,4,8,7.3,21.938,23,1.196,0.238,8,1.000,1,15.01,-7.50,0,0.0000,0.000,0.0000,1187,0.6097
100000,19.37,49,7,0,0,4,0,4.00,8,0.000,2114,0.00,97.47,4.55,1845,2,1,0,3.00,1.86,7.67,2,3,7,40.2,3.418,11,1.076,0.346,7,1.000,1,29.57,2.00,0,0.0103,0.055,0.0000,1447,0.9090
100000,13.27,36,3,1,0,6,1,2.50,8,0.075,2073,0.00,56.36,32.40,1845,2,1,1,3.00,1.67,2.60,4,5,3,46.1,5.193,10,1.021,0.358,6,1.000,0,30.75,24.75,0,0.0147,0.000,0.0000,1843,1.0000
100000,23.87,49,5,0,0,12,0,3.22,10,0.000,1967,0.00,51.87,59.52,1845,1,1,0,3.00,1.40,4.50,3,4,5,29.7,2.489,17,1.085,0.378,7,1.000,0,38.00,38.00,0,0.0000,0.039,0.0000,1201,0.8188
100000,40.79,49,6,9,0,13,3,2.25,0,0.221,1959,0.00,79.03,21.02,1845,2,0,3,2.86,2.00,2.07,4,7,7,40.2,30.549,28,1.200,0.350,7,1.000,0,25.50,0.00,0,0.0052,0.117,0.0000,1185,0.6263
100000,18.58,36,8,0,0,2,0,5.00,6,0.000,1946,0.00,70.44,24.06,2084,0,0,0,4.00,3.67,7.33,3,3,6,22.4,2.449,10,1.032,0.336,6,1.000,0,24.50,24.50,0,0.0000,0.000,0.0000,1335,0.9281
100000,69.01,49,20,18,0,9,4,6.75,0,0.261,1936,2.75,67.52,56.19,2187,2,0,4,8.57,3.00,7.71,6,7,7,49.6,62.912,47,1.030,0.334,7,1.000,0,58.25,-58.25,0,0.0000,0.000,0.0000,918,0.4815
100000,10.46,36,0,1,0,5,0,1.00,10,0.096,1935,0.00,48.59,71.10,2177,0,1,0,1.00,1.00,1.00,2,4,3,25.4,2.741,6,1.743,0.110,6,1.000,0,45.75,0.00,0,0.0262,0.163,0.0000,1242,1.0000
100000,29.40,49,9,0,0,5,0,5.11,10,0.000,1877,1.97,70.71,25.66,1845,1,1,0,3.86,2.43,12.00,3,2,7,33.1,23.678,14,1.278,0.221,7,1.000,0,13.29,10.00,0,0.0000,0.011,0.0000,1048,0.7377
100000,13.60,49,3,0,0,6,0,2.71,14,0.000,1867,0.00,84.38,10.56,2052,1,2,0,3.00,1.67,3.00,3,4,3,31.6,2.289,9,1.133,0.295,7,1.000,0,34.25,-26.25,0,0.0003,0.020,0.0000,1188,1.0000
100000,43.17,49,13,6,0,9,2,4.33,4,0.139,1832,0.00,50.82,23.23,2052,2,2,2,5.71,2.86,4.40,4,5,7,41.6,12.654,28,1.053,0.327,7,1.000,0,15.08,11.50,0,0.0053,0.026,0.0000,973,0.6088
100000,44.25,35,0,8,1,18,0,1.00,0,0.181,1787,0.00,82.82,22.37,2161,0,0,0,1.00,1.00,1.00,5,6,6,2.0,28.446,27,1.670,0.370,6,1.000,0,5.96,3.25,1,0.0403,0.000,0.0000,1011,0.6013
100000,51.04,36,0,7,7,18,0,1.00,0,0.137,1753,0.38,55.07,48.17,2161,0,0,0,1.00,1.00,1.00,6,6,6,5.2,35.485,32,1.791,0.472,6,1.000,0,20.25,0.00,7,0.0290,0.000,0.0000,927,0.5599
100000,39.74,44,11,0,0,13,0,4.77,6,0.000,1742,0.00,73.39,34.61,1845,0,0,0,4.71,2.14,7.12,6,4,7,10.5,20.011,24,1.135,0.283,7,1.000,0,5.20,-3.00,0,0.0079,0.000,0.0000,939,0.6345
