step,place,pop,mass,hard,muscle,sensor,digestive,bite,shell,biters,cover,plant_intake,meat_intake,lineages,movers,foot,shell_front,shell_back,dead,carrion,soil,barren,regrowth,cells,rain,trees,fruit,fruit_intake,water,dry,root,root_intake,fill,pool,plant,hunger
10000,0,1293,34.94,0.41,10.44,0.06,6.88,0.10,1.13,0.029,0.264,365849.5,299031.8,4,117,3.32,1.16,1.10,20.0581,1030.71,23908.4,0.0613,30.3801,5462,25.4809,2331,9.8418,38939.1,147.65,2.7702,0.0,0.0000,1.000,0.6946,2.6836,2.2529
10000,1,1185,37.40,0.44,10.82,0.02,8.11,0.09,1.15,0.032,0.260,374099.2,320110.0,7,104,3.48,1.17,1.11,20.9096,924.32,20061.1,0.0863,30.9525,5461,25.4763,2162,9.7691,40046.6,90.55,9.6896,0.0,0.0000,1.000,0.3296,2.5028,2.4731
10000,2,908,37.02,0.32,11.37,0.00,7.01,0.02,1.11,0.008,0.196,320978.8,262152.8,4,148,3.36,1.09,1.11,16.2755,682.16,22138.2,0.0724,26.8687,5461,25.4763,2071,6.7251,25369.7,61.79,24.7144,0.0,0.0000,1.000,0.1150,2.4122,2.2539
20000,0,1077,41.34,3.64,9.37,0.11,13.51,1.34,2.12,0.403,0.327,217022.2,185964.2,7,80,4.40,2.38,1.34,7.2764,456.05,16408.0,0.1795,20.3141,5462,12.3119,1723,4.4370,12400.6,147.65,1.3997,0.0,0.0000,1.000,0.6946,1.9440,1.7900
20000,1,933,38.01,3.13,9.74,0.12,12.81,1.08,1.99,0.327,0.276,124614.7,96809.8,7,106,4.25,2.23,1.32,3.4863,417.10,28277.8,0.0000,11.7238,5461,12.3097,1769,2.1394,5393.0,90.55,3.0492,0.0,0.0000,1.000,0.3296,1.9734,1.1138
20000,2,769,38.90,2.32,10.27,0.22,15.34,0.73,1.69,0.207,0.248,94278.2,72956.4,6,116,4.44,1.88,1.28,2.5311,296.03,35241.3,0.0000,8.7152,5461,12.3097,1452,1.4426,3377.6,61.79,6.8903,0.0,0.0000,1.000,0.1150,1.6078,0.8578
30000,0,1082,41.14,4.98,8.80,0.06,13.02,1.49,2.58,0.476,0.331,344979.5,234522.1,26,88,4.44,2.91,1.47,11.9550,317.15,21762.8,0.0077,31.7789,5462,27.9758,1939,9.2225,35876.2,147.65,2.7857,0.0,0.0000,1.000,0.6946,2.1366,2.5565
30000,1,1063,41.97,4.46,8.79,0.14,14.76,1.35,2.30,0.450,0.343,345886.7,242846.7,28,89,4.54,2.62,1.42,12.2971,344.25,24080.5,0.0000,31.4337,5461,27.9707,1634,9.3200,37906.9,90.55,9.8926,0.0,0.0000,1.000,0.3296,1.7974,2.5516
30000,2,846,42.42,4.04,8.86,0.11,14.83,1.40,2.20,0.436,0.271,291759.2,200042.0,20,100,4.43,2.55,1.35,9.4092,267.07,27270.8,0.0000,27.2123,5461,27.9707,1577,6.6727,25515.3,61.79,25.4377,0.0,0.0000,1.000,0.1150,1.7925,2.2587
40000,0,1119,39.22,2.54,8.58,0.19,13.43,0.80,1.79,0.262,0.316,213231.6,127715.2,10,87,4.16,1.95,1.23,5.1765,505.78,14434.9,1.2083,20.2539,5462,12.9218,1733,3.6509,11803.7,147.65,1.4009,0.0,0.0000,1.000,0.6946,1.9030,1.5641
