name,kinds_held,kinds_at,lean,placed,placed_at,top_kind,travel,banded,off_band,by_wood,world_band,forms,ways,pop,pop_min,ms_step,err,blocked,tooth,wood_stand,browse_stand,grass_stand,wood_share,browse_share,kills,warm_land,btemp_land,open_land,land_temp,temp_day_land,land_drift,death_hunger,death_broken,death_wear,death_thirst,death_suffocation,death_cold,pop_land,pop_surface,pop_bottom,pop_cold,pop_mild,pop_hot,day_temp,wood_yield,wood_food,wood_hard
life9_y1e-4,1,3.6666666666666665,2,1,2.5,0.5689968867504953,3.0,1,0,1,hot,494,"plant/tooth/stays/land [hot 91%, cold 2%, wood 49%, 14073 bodies]",9945.313725490196,6323.0,22.026745098039214,5.01e-14,0.6417843137254902,0.38629411764705884,0.5791592334108785,0.06662047634873158,0.1648693032015066,0.09278411390352105,0.09278411390352105,5.9531941562989344e-06,0.04620588235294118,25.89627450980392,0.533164705882353,21.57549019607843,21.412352941176472,0.09594712416860882,0.25433705133582724,0.034759328533885754,0.00048579426291955934,0.603755382258023,0.08934633920851916,0.01731610440082521,5407.392156862745,1514.5686274509803,3023.3529411764707,242.92156862745097,1413.450980392157,8288.941176470587,0.0,0.0001,0.0,2.0
life9_y3e-5,0,6.333333333333333,6,0,3.8333333333333335,0.15995795461571755,5.5,0,0,0,hot,679,,8260.764705882353,5242.0,22.675039215686276,3.17e-14,0.5356274509803922,0.18886274509803921,0.6033316938074664,0.02741347513016506,0.18344823307854213,0.031730800909773295,0.031730800909773295,6.1795565297094005e-06,0.0691078431372549,25.236470588235296,0.5929666666666666,21.57549019607843,21.412352941176472,0.09705788206734621,0.27538952269940087,0.04436635023618413,3.643946515541215e-05,0.5928939572521693,0.06530212437743825,0.022011605969651998,3776.764705882353,1545.2549019607843,2938.7450980392155,268.80392156862746,1278.5882352941176,6713.3725490196075,0.0,3e-05,0.0,2.0
life9_heat0.02,4,5.333333333333333,4,0,0.6666666666666666,0.28237046494307905,12.0,0,0,0,hot,132,"mixed/no tooth/roams/shore [hot 85%, cold 2%, wood 0%, 2153 bodies]; mixed/tooth/roams/shore [hot 89%, cold 2%, wood 0%, 1250 bodies]; plant/no tooth/roams/shore [hot 76%, cold 4%, wood 0%, 1493 bodies]; plant/no tooth/stays/shore [hot 83%, cold 2%, wood 0%, 2654 bodies]",12279.76923076923,9559.0,36.218923076923076,4.81e-14,0.45119230769230767,0.18496153846153846,0.0010068665797479358,0.0,0.05636679704476315,0.0005471782785281858,0.0,7.409328679654896e-06,0.009803846153846154,26.288076923076922,0.8688730769230769,21.54153846153846,21.439615384615383,0.1097848642321267,0.6415008652212383,0.06528701071934728,3.3455695761020985e-05,0.2505283508548642,0.03713226317816297,0.005518054330626269,5120.346153846154,3135.269230769231,4024.153846153846,241.23076923076923,1368.2692307692307,10670.26923076923,0.0,0.0,0.04,3.0
life9_heat0.045,5,7.333333333333333,6,3,3.6666666666666665,0.24682783491385069,3.5,3,0,0,hot,469,"mixed/no tooth/roams/shore [hot 70%, cold 11%, wood 0%, 1183 bodies]; mixed/tooth/stays/land [hot 92%, cold 2%, wood 1%, 1279 bodies]; plant/no tooth/stays/land [hot 92%, cold 2%, wood 0%, 2878 bodies]; plant/no tooth/stays/shore [hot 72%, cold 2%, wood 0%, 1152 bodies]; plant/tooth/stays/land [hot 92%, cold 3%, wood 1%, 3696 bodies]",13756.615384615385,11177.0,40.96511538461539,3.06e-14,0.5831538461538461,0.17726923076923076,0.009424076488483268,0.0,0.10973594089526292,0.001325282727437335,0.0,5.3903036848137015e-06,0.0189,26.430384615384614,0.6735846153846153,21.54153846153846,21.439615384615383,0.08733067046065461,0.3811689479265346,0.07819628937087295,0.00048541499487582206,0.4356383556630585,0.09438081314635961,0.01013017889829857,6871.307692307692,2405.3076923076924,4480.0,300.38461538461536,1509.3461538461538,11946.884615384615,0.0,0.0,0.04,3.0
life10_both,2,3.8333333333333335,2,2,2.6666666666666665,0.4138875255095451,1.75,2,0,2,hot,703,"mixed/tooth/stays/land [hot 96%, cold 0%, wood 59%, 8844 bodies]; plant/tooth/stays/land [hot 90%, cold 1%, wood 66%, 16022 bodies]",15435.35294117647,10463.0,34.41211764705882,3.95e-14,0.7080980392156863,0.4725098039215686,0.5456260551678298,0.11347454525312951,0.08918896643403125,0.23155266353076373,0.23155266353076373,6.333875590934876e-06,0.011872549019607843,28.44705882352941,0.7607274509803922,21.57549019607843,21.412352941176472,0.09044389052453201,0.40541844503530655,0.031666797076266,0.001420234353431667,0.4878794365714775,0.06760492682545143,0.006010160138066857,10646.64705882353,1869.078431372549,2919.627450980392,244.72549019607843,1645.1176470588234,13545.509803921568,1.0,0.0003,0.0,2.0
life10_cold,4,5.5,5,1,1.6666666666666667,0.33600595139692513,2.75,1,0,0,hot,758,"mixed/no tooth/roams/shore [hot 85%, cold 2%, wood 0%, 2867 bodies]; plant/no tooth/roams/shore [hot 64%, cold 5%, wood 0%, 2496 bodies]; plant/no tooth/stays/land [hot 90%, cold 2%, wood 0%, 3224 bodies]; plant/no tooth/stays/shore [hot 85%, cold 1%, wood 0%, 8130 bodies]",10947.137254901962,8400.0,37.970549019607844,4e-14,0.5736078431372549,0.0789607843137255,0.018278143347734574,0.0,0.1534037886340977,0.0019746880201311446,0.0,6.0204785499611785e-06,0.017972549019607844,27.853921568627452,0.7926294117647059,21.57549019607843,21.412352941176472,0.09708419280562432,0.34843843203927616,0.04131466371545559,0.00042656609330379066,0.5452645053475426,0.05721446612790262,0.007341366676519312,5865.058823529412,1654.0196078431372,3428.0588235294117,288.7843137254902,1494.2549019607843,9164.098039215687,1.0,0.0,0.04,3.0
life10_yield,3,3.5,3,2,2,0.573957976196307,1.25,1,0,3,hot,606,"mixed/tooth/stays/land [hot 99%, cold 0%, wood 58%, 6392 bodies]; plant/no tooth/stays/shore [hot 83%, cold 2%, wood 20%, 3188 bodies]; plant/tooth/stays/land [hot 89%, cold 2%, wood 63%, 23437 bodies]",12447.70588235294,9204.0,29.102254901960784,2.96e-14,0.7390196078431372,0.4968823529411765,0.5177115763819652,0.14636988589786198,0.14293280159521435,0.2028408810500177,0.2028408810500177,6.197617946083201e-06,0.044388235294117645,25.789607843137254,0.6212235294117647,21.57549019607843,21.412352941176472,0.07005737257514917,0.2362944844055076,0.022664305863737494,0.0037768861908826154,0.6317809218146986,0.08760830368453479,0.017875098040638887,7834.21568627451,1627.6470588235295,2985.843137254902,255.23529411764707,1477.5882352941176,10714.882352941177,0.0,0.0003,0.0,2.0
life11_both,2,3.8333333333333335,2,2,2.6666666666666665,0.4814683274563028,1.75,1,0,2,hot,895,"mixed/tooth/stays/land [hot 98%, cold 0%, wood 61%, 6991 bodies]; plant/tooth/stays/land [hot 89%, cold 2%, wood 69%, 18979 bodies]",15567.450980392157,9795.0,35.587745098039214,3.89e-14,0.7125882352941176,0.47068627450980394,0.5490786307743436,0.14001733466267863,0.09948412540157306,0.22297674180632854,0.22297674180632854,6.530061921548693e-06,0.011354901960784314,28.43843137254902,0.8012,21.57549019607843,21.412352941176472,0.08393143215929603,0.4199431245547337,0.0468056797143652,0.0017250082898868126,0.47964395306885976,0.046476160421025405,0.0054060739511291155,11186.921568627451,1637.4705882352941,2743.0588235294117,294.80392156862746,1538.8823529411766,13733.764705882353,1.0,0.0003,0.0,2.0
life11_cold,3,5.833333333333333,5,1,2.5,0.3252044464032124,7.25,1,0,0,hot,751,"mixed/no tooth/roams/land [hot 91%, cold 3%, wood 0%, 1492 bodies]; mixed/no tooth/roams/shore [hot 80%, cold 5%, wood 0%, 6641 bodies]; plant/no tooth/stays/shore [hot 76%, cold 4%, wood 0%, 4108 bodies]",11542.56862745098,8174.0,37.67043137254902,3.52e-14,0.5385294117647059,0.013509803921568628,0.06332894649385178,0.0,0.1580290240389941,0.00025183588321410683,0.0,6.841082157139469e-06,0.02020392156862745,27.769411764705882,0.9510352941176471,21.57549019607843,21.412352941176472,0.09179790366969075,0.32408630176657977,0.08127618495993821,0.00021559352575859961,0.5641265244392959,0.02382630241014255,0.006469092898284905,5630.21568627451,1633.862745098039,4278.490196078431,312.11764705882354,1596.1176470588234,9634.333333333334,1.0,0.0,0.04,3.0
life11_yield,2,3,2,2,2,0.6223712123196187,1.25,1,0,2,hot,598,"mixed/tooth/stays/land [hot 90%, cold 5%, wood 56%, 4561 bodies]; plant/tooth/stays/land [hot 92%, cold 1%, wood 66%, 23764 bodies]",12331.607843137255,9151.0,29.693921568627452,4.48e-14,0.7219607843137255,0.4863921568627451,0.5268470145120194,0.13765820759942396,0.13641014733577048,0.20937637550960964,0.20937637550960964,5.350689491024922e-06,0.04756274509803922,25.724313725490195,0.6232549019607843,21.57549019607843,21.412352941176472,0.06941292719291516,0.24825961016515571,0.025078303893980896,0.0043480498898754005,0.6095427801314008,0.09242901174870377,0.02034224417088343,7928.490196078431,1581.6078431372548,2821.5098039215686,274.11764705882354,1470.1764705882354,10587.313725490196,0.0,0.0003,0.0,2.0
life9_both,2,5.166666666666667,3,1,2.5,0.33941707147814015,4.25,1,0,1,hot,390,"mixed/tooth/stays/land [hot 92%, cold 1%, wood 48%, 9782 bodies]; plant/no tooth/stays/shore [hot 81%, cold 3%, wood 10%, 3928 bodies]",18576.941176470587,12399.0,40.33874509803922,3.86e-14,0.5860196078431372,0.4724509803921569,0.5759617148554337,0.10614290461947491,0.11279477124183007,0.21346333056885647,0.21346333056885647,6.254753086020724e-06,0.012258823529411765,28.391176470588235,0.9259509803921568,21.57549019607843,21.412352941176472,0.08277774067643175,0.4965473202252964,0.06082107912646668,4.206884094901445e-05,0.40076452269760476,0.037455919284754356,0.0043690898249287395,13225.980392156862,1812.235294117647,3538.725490196078,317.7647058823529,1834.5294117647059,16424.647058823528,1.0,0.0003,0.0,2.0
life9_cold,4,7,6,2,4,0.18407041648776298,3.0,2,0,0,hot,858,"mixed/no tooth/roams/shore [hot 70%, cold 10%, wood 0%, 2628 bodies]; mixed/tooth/stays/land [hot 97%, cold 0%, wood 0%, 2922 bodies]; plant/no tooth/stays/land [hot 92%, cold 3%, wood 0%, 3576 bodies]; plant/no tooth/stays/shore [hot 85%, cold 3%, wood 0%, 4287 bodies]",11047.686274509804,7894.0,34.63321568627451,3.96e-14,0.5901764705882353,0.16390196078431374,0.010501827849783981,0.0,0.16469595657472028,0.0003111327016931583,0.0,6.003061533793834e-06,0.015149019607843137,28.14686274509804,0.6913137254901961,21.57549019607843,21.412352941176472,0.09428689212576785,0.32764325578258024,0.057874192403682315,0.00025807889589155996,0.5488392315114332,0.05835259149336767,0.007032649913045009,6052.254901960784,1700.235294117647,3295.1960784313724,287.80392156862746,1445.1176470588234,9314.764705882353,1.0,0.0,0.04,3.0
life9_yield,2,2.8333333333333335,2,2,2.1666666666666665,0.6344757514930737,1.25,2,0,2,hot,734,"mixed/tooth/stays/land [hot 98%, cold 0%, wood 61%, 4335 bodies]; plant/tooth/stays/land [hot 91%, cold 2%, wood 65%, 25603 bodies]",12735.607843137255,9108.0,31.110764705882353,2.99e-14,0.7334705882352941,0.4605686274509804,0.5271885676304421,0.167952196743104,0.15121125512351835,0.20796766991311924,0.20796766991311924,6.268781231962523e-06,0.04315098039215686,25.768039215686276,0.6151156862745099,21.57549019607843,21.412352941176472,0.07141055386005615,0.24701466322403812,0.027544060491159313,0.004609518512791393,0.6258926556535471,0.07608044523738673,0.018858656881077282,8140.862745098039,1569.7254901960785,3025.0196078431372,269.8627450980392,1589.450980392157,10876.29411764706,0.0,0.0003,0.0,2.0
life9_d00,5,7.333333333333333,6,4,5,0.19390986601705237,3.0,4,0,0,hot,524,"mixed/no tooth/stays/land [hot 92%, cold 0%, wood 0%, 990 bodies]; mixed/no tooth/stays/shore [hot 83%, cold 3%, wood 0%, 2034 bodies]; mixed/tooth/stays/land [hot 98%, cold 0%, wood 1%, 1417 bodies]; plant/no tooth/stays/land [hot 95%, cold 1%, wood 0%, 2388 bodies]; plant/tooth/stays/land [hot 97%, cold 0%, wood 1%, 1337 bodies]",11529.576923076924,7894.0,39.509653846153846,3.35e-14,0.5883076923076923,0.12226923076923077,0.0172425901781834,0.0,0.1537432420686658,0.000850890982765663,0.0,5.955663990489159e-06,0.015976923076923076,28.038076923076922,0.7594461538461539,21.54153846153846,21.439615384615383,0.06590890521358697,0.33892771135795413,0.07314744543773018,0.00017215492629206542,0.5360602147994099,0.0446985153280307,0.006993958150582994,6514.923076923077,1792.8846153846155,3221.769230769231,323.1923076923077,1466.576923076923,9739.807692307691,1.0,0.0,0.04,3.0
life9_d01,3,5.333333333333333,4,1,2.3333333333333335,0.24441900400686892,3.0,0,0,0,hot,314,"mixed/no tooth/roams/shore [hot 77%, cold 6%, wood 0%, 1189 bodies]; mixed/no tooth/stays/shore [hot 74%, cold 6%, wood 0%, 650 bodies]; plant/no tooth/stays/bottom [hot 53%, cold 1%, wood 0%, 969 bodies]",8547.961538461539,5221.0,33.29161538461538,3.88e-14,0.5088846153846154,0.04180769230769231,0.6084165145588875,0.0,0.18551134289439375,0.0,0.0,6.039244233272933e-06,0.08985384615384616,24.706923076923076,0.6705923076923077,21.54153846153846,21.439615384615383,0.06510408715211372,0.27118200836820083,0.05111223122527146,7.110442553944558e-05,0.5934833584042271,0.05959182899543668,0.0245594685813245,3463.153846153846,1650.0,3434.8076923076924,266.0,1431.423076923077,6850.538461538462,0.0,0.0,0.0,3.0
life9_d02,4,7.333333333333333,5,0,2.6666666666666665,0.18403271692745377,7.25,0,0,0,hot,237,"mixed/no tooth/roams/shore [hot 82%, cold 2%, wood 0%, 705 bodies]; mixed/no tooth/stays/shore [hot 89%, cold 1%, wood 0%, 456 bodies]; plant/no tooth/roams/shore [hot 66%, cold 10%, wood 0%, 1035 bodies]; plant/no tooth/stays/shore [hot 78%, cold 2%, wood 0%, 918 bodies]",7813.076923076923,5628.0,26.763576923076922,3.95e-14,0.5156923076923077,0.03473076923076923,0.6082614515428075,0.0,0.10371560191221207,0.0,0.0,5.7955797400161205e-06,0.026184615384615386,27.355384615384615,0.7582884615384615,21.54153846153846,21.439615384615383,0.07687844690981431,0.30948035277221203,0.0469361246768937,2.4406967884243852e-05,0.5761142734236341,0.059553001637555,0.007891840521820973,3050.153846153846,1846.1538461538462,2916.769230769231,219.19230769230768,1256.7692307692307,6337.115384615385,1.0,0.0,0.0,3.0
life9_d03,1,4.333333333333333,4,1,2.3333333333333335,0.4866121758737317,2.25,0,0,1,hot,433,"plant/tooth/stays/land [hot 90%, cold 2%, wood 57%, 6906 bodies]",11011.73076923077,7574.0,33.28861538461538,3.66e-14,0.6226153846153846,0.2773076923076923,0.5855061277705346,0.08725507170795307,0.17728118209474142,0.07885738427878314,0.07885738427878314,5.542004992869985e-06,0.048426923076923076,25.65576923076923,0.5783,21.54153846153846,21.439615384615383,0.058703497619678066,0.25637218298981473,0.032870358152466674,0.0009221211269748373,0.6273970880222054,0.06598521811890395,0.016453031589634366,5181.076923076923,1972.0384615384614,3858.6153846153848,302.88461538461536,1628.1153846153845,9080.73076923077,0.0,0.0001,0.0,3.0
life9_d04,1,3.3333333333333335,2,1,2.6666666666666665,0.6584575163398693,1.25,1,0,1,hot,353,"plant/tooth/stays/land [hot 92%, cold 2%, wood 65%, 12593 bodies]",11604.26923076923,8776.0,33.09096153846154,4.48e-14,0.6969615384615384,0.42703846153846153,0.5311057800956106,0.21111057800956104,0.15392890047805305,0.18335540231791372,0.18335540231791372,5.35128217263368e-06,0.04633846153846154,25.985769230769233,0.5840076923076923,21.54153846153846,21.439615384615383,0.04009502937507173,0.2374692002306706,0.02363817757506724,0.0030152398291258186,0.6202354683074147,0.09890796846230712,0.016733945595414548,6849.384615384615,1714.1538461538462,3040.730769230769,263.5769230769231,1556.3846153846155,9784.307692307691,0.0,0.0003,0.0,3.0
life9_d05,3,6,5,0,1.6666666666666667,0.24146620847651776,6.25,0,0,1,hot,255,"plant/no tooth/roams/shore [hot 63%, cold 10%, wood 4%, 701 bodies]; plant/no tooth/stays/shore [hot 68%, cold 2%, wood 1%, 2108 bodies]; plant/tooth/roams/shore [hot 82%, cold 1%, wood 36%, 1061 bodies]",8577.153846153846,5939.0,29.658807692307693,3.5e-14,0.5516153846153846,0.17807692307692308,0.6090058235549761,0.022758383311603653,0.10614724033029117,0.03291446090840907,0.03291446090840907,6.336387810995191e-06,0.026203846153846154,27.336923076923078,0.7055192307692307,21.54153846153846,21.439615384615383,0.07121103405769322,0.2931806413563628,0.04014539162973473,5.397042420753427e-05,0.6018367152191904,0.056643915655959665,0.008139365714544952,3350.653846153846,1852.6153846153845,3373.8846153846152,247.8846153846154,1414.2307692307693,6915.038461538462,1.0,3e-05,0.0,3.0
life9_d06,3,4,3,1,1,0.5513954604676679,2.5,1,0,1,hot,263,"mixed/no tooth/stays/shore [hot 82%, cold 1%, wood 0%, 1658 bodies]; plant/no tooth/stays/shore [hot 82%, cold 2%, wood 17%, 1396 bodies]; plant/tooth/stays/land [hot 93%, cold 1%, wood 58%, 8041 bodies]",10940.576923076924,8291.0,31.47423076923077,3.7e-14,0.6426153846153846,0.33015384615384613,0.5938277270751847,0.0734083963494133,0.12136010430247719,0.09221779433738794,0.09221779433738794,6.086634300592263e-06,0.015776923076923077,27.93346153846154,0.6715038461538462,21.54153846153846,21.439615384615383,0.06100247571820409,0.29131468480081324,0.033957893834410585,0.0010211173810405906,0.5983548834517748,0.0686682302367094,0.006683190295251422,5880.7307692307695,1877.2307692307693,3182.6153846153848,281.53846153846155,1499.5384615384614,9159.5,1.0,0.0001,0.0,3.0
life9_d07,4,4,4,2,2,0.6188954618075047,1.75,2,0,3,hot,301,"mixed/no tooth/stays/shore [hot 82%, cold 2%, wood 3%, 1608 bodies]; mixed/tooth/stays/land [hot 98%, cold 0%, wood 56%, 1557 bodies]; plant/no tooth/stays/shore [hot 81%, cold 2%, wood 40%, 1924 bodies]; plant/tooth/stays/land [hot 94%, cold 1%, wood 71%, 14333 bodies]",16881.23076923077,11024.0,39.50734615384616,3.98e-14,0.7554615384615385,0.4786153846153846,0.5683212516297262,0.1569670578009561,0.11513394176445024,0.22034023572431494,0.22034023572431494,5.894452956126722e-06,0.011865384615384616,28.24653846153846,0.7785230769230769,21.54153846153846,21.439615384615383,0.059799317575854286,0.3935602829394987,0.04382748077729214,0.0008073097589503214,0.5079872073355554,0.04742549093755222,0.0063922282511513105,11300.038461538461,1892.2307692307693,3688.9615384615386,356.34615384615387,1957.576923076923,14567.307692307691,1.0,0.0003,0.0,3.0
