run,kind,share,held,side,cells,bodies,born_size,hard,open_born,travel,wood,kills,land,surface,bottom,cold
life10_sets,plant / tooth / stays / land,0.3207332391270215,True,5,1111122444222442222222222,8171,36,0.22003393758270703,0.5714285714285714,1.75,0.0009685096308898602,0.1340294717080363,0.9849467629421124,0.0009790723289683026,0.014074164728919349,0.00501774568596255
life10_sets,plant / no tooth / stays / land,0.20466321243523317,True,8,4444444444444444444444444444444444444444444444444444444444444444,5214,36.0,0.09784662039616153,0.75,0.25,0.000420768819907268,0.05232265079240319,0.9932873034138857,0.00019179133103183735,0.00652090525508247,0.02397391637897967
life10_sets,plant / no tooth / stays / shore,0.14967027790861986,True,8,4444444444444444444444444444444444444444444444444444444444444444,3813,47,0.03915112553615596,0.8108108108108109,0.75,0.00046188357818961333,0.060867360411341866,0.6008392341987936,0.057435090479937057,0.34172567532126935,0.0044584316810910045
life10_sets,plant / no tooth / roams / shore,0.06888836552048987,False,8,2400000024440000004400000004000000000000000000000000000000000000,1755,46,0.019751130643636455,0.8333333333333334,13.75,0.00019838205357399012,0.14336145865165367,0.4256410256410256,0.2438746438746439,0.33048433048433046,0.09230769230769231
life10_sets,mixed / no tooth / stays / shore,0.043295650808604175,False,5,1111144011444444404444044,1103,25,0.030524768844528812,1.1111111111111112,2.75,0.0009349267499845012,0.21761347536703599,0.43880326382592927,0.0,0.5611967361740707,0.07252946509519492
life10_sets,plant / no tooth / stays / bottom,0.040940493013031876,False,8,4444444444444444000044440000004400000004000000000000000000000000,1043,28,0.009575837493328309,1.12,0.0,0.0,0.038976399190021375,0.05656759348034516,0.0,0.9434324065196549,0.010546500479386385
life10_sets,mixed / no tooth / stays / land,0.03603391427225624,False,7,4444444444444444444444444444444444444444444444444,918,35.0,0.05317931977344382,0.8,1.75,6.44481192256431e-05,0.175995992487603,0.9662309368191722,0.0010893246187363835,0.032679738562091505,0.12854030501089325
life10_sets,plant / no tooth / roams / surface,0.023630083215575443,False,8,2000000020000000044400000444000000040000000000000000000000000000,602,23.0,0.021642926289586504,1.2,20.0,0.0,0.07319175637532171,0.044850498338870434,0.9551495016611296,0.0,0.013289036544850499
life10_sets,mixed / no tooth / roams / shore,0.023276809546239598,False,7,2222222222222222222222222222444222244444424444444,593,36,0.010200871792567295,0.96,15.75,0.003434511759955315,0.36963170047068283,0.5851602023608768,0.0,0.4148397976391231,0.08263069139966273
life10_sets,mixed / no tooth / stays / bottom,0.022138483278379653,False,6,444444444444400044200044220044222224,564,28.0,0.014086966645322777,1.2,0.25,0.0,0.09996439189655179,0.01950354609929078,0.0,0.9804964539007093,0.0070921985815602835
