step,pop,grown,births,children,sexual,no_room,empty,deaths_hunger,deaths_broken,deaths_wear,cells_broken,contacts,plant_intake,meat_intake,kill_gain,scavenged,stay,forward,left,right,blocked,stalled,shoves,moved,turned,sense_used,mass_p10,mass_p50,mass_p90,size_mean,hard_mean,muscle_mean,sensor_mean,digestive_mean,side_mean,density_mean,speed_mean,tooth,born_tooth,fat_mean,on_fat,short,age_death_p50,age_death_p90,worn,cut_break,cut_wear,lineages,top_lineage,shapes,pop_cold,pop_mild,pop_hot,pop_dry,pop_moist,pop_wet,travel_p50,path_mean,grass,grass_grown,wood,algae,litter,carrion,air,soil_land,spent,matter,matter_err,burnt,land_temp,develops,ms_step,ms_world,ms_bodies,ms_lineage,ms_wall,pop_land,pop_surface,pop_bottom,light_share,density_p10,density_p50,density_p90,density_land,density_surface,density_bottom,algae_intake,detritus_intake,intake_land,intake_surface,intake_bottom,kills_land,kills_surface,kills_bottom,blocked_land,blocked_surface,blocked_bottom,no_room_land,no_room_surface,no_room_bottom,litter_sea,deaths_thirst,fill_land,fill_surface,fill_bottom,drinking_land,drinking_surface,drinking_bottom,open_land,open_surface,open_bottom,hard_land,hard_surface,hard_bottom,dry_air_p10,dry_air_p50,dry_air_p90,dry_ground_p10,dry_ground_p50,dry_ground_p90,pool_share,deaths_suffocation,breath_land,breath_surface,breath_bottom,inhaling_land,inhaling_surface,inhaling_bottom,breed_land,breed_surface,breed_bottom,share_land,share_surface,share_bottom,store_land,store_surface,store_bottom,fat_fill,feeling,sighted,sight_front,sight_back,sight_left,sight_right,deaths_cold,warm_land,warm_surface,warm_bottom,cool_land,cool_surface,cool_bottom,btemp_land,btemp_surface,btemp_bottom,wood_intake,climbed,ate_sea,spent_land,spent_sea,matter_land,matter_sea,carried,carried_to_sea,browse,browse_intake,temp_day_land,inv1,inv1_land,inv1_grown,inv2,inv2_land,inv2_grown,deaths_wound,kill_intake,flesh_intake,blocks_kept
1000,13225,9612,103639,701962,676523,592812,5511,51552,278,0,241762,8948881,189799.157,78354.913,1.2896,58869.385,0.083,0.457,0.262,0.199,0.749,0.206,758,0.0452,0.6530,0.037,27.5,55.6,74.9,48.98,3.64,5.72,0.23,39.39,7.93,1.025,0.127,0.150,0.150,23.600,0.629,0.0023,180,597,2023,25845,759,0,0.000,4078,3458,3266,6501,765,4078,8382,0.00,2.10,9152,29.7142,66711,6506,532435,2972.5,-0.0,469462,52.730,2624801.963,2.00e-14,0.00093,30.00,135298,81.574,1.833,79.352,0.389,81.575,8799,2067,2359,0.5717,0.913,1.000,1.137,1.002,0.988,1.143,41029.613,13031.678,176544.748,41556.384,30567.409,10306.661,3655.047,5523.820,0.739,0.788,0.631,0.918,0.697,0.695,3798,36365,0.7345,0.6683,0.6236,0.9994,0.0420,0.0437,0.5120,1.2011,1.0002,0.0868,0.0284,0.0391,0.0000,0.7360,0.9595,0.0900,0.6327,0.9567,0.00246,2291,0.9999,0.9692,0.8728,0.9990,0.0420,0.0437,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,4.8381,4.4565,4.4641,0.1003,0.0379,0.0181,0.017,0.017,0.029,0.021,3631,0.0974,0.0101,0.0032,0.00213,0.00127,0.00135,23.33,27.45,27.79,153.1239,0.0298,71.6289,24.1635,28.5665,1077911,1525402,0.7062,0.0073,1653.9,153.1239,21.62,0,0,0,0,0,0,5297,19485.528,17912.959,0.9783
2000,8197,2497,44195,85311,77076,40091,1025,22426,81,0,169237,2214774,25518.049,22552.599,1.4012,7732.111,0.071,0.567,0.182,0.179,0.578,0.307,297,0.0644,0.6137,0.037,21.6,42.1,70.0,38.36,4.64,11.25,0.43,22.04,7.82,1.069,0.252,0.299,0.301,9.750,0.363,0.0036,109,1163,1125,13400,252,0,0.000,4084,1010,2060,5127,336,1034,6827,1.00,8.17,9820,10.3023,66810,9566,490304,2149.3,-0.0,533108,21.114,2624801.963,1.95e-15,0.00071,25.34,24237,22.681,1.824,20.613,0.244,22.682,3275,2371,2551,0.5020,0.942,1.000,1.240,1.030,0.981,1.200,11503.718,7634.071,10067.753,11365.177,11817.230,10076.496,1445.082,3298.909,0.538,0.657,0.480,0.485,0.447,0.496,9495,21238,0.7223,0.5817,0.4892,0.9993,0.0497,0.0707,0.4973,1.2189,0.9847,0.2198,0.0255,0.0396,0.0000,0.3977,0.9314,0.2341,0.6638,0.9774,0.00248,980,0.9990,0.9529,0.8916,0.9986,0.0497,0.0707,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.6036,4.4452,4.6314,0.0523,0.0632,0.0323,0.036,0.039,0.056,0.045,1692,0.0846,0.0047,0.0032,0.00218,0.00090,0.00095,27.52,26.95,27.11,1206.2136,0.0662,23.4941,13.8989,7.2146,1093521,1524783,1.4351,0.0587,2000.0,1206.2136,26.00,0,0,0,0,0,0,2806,14820.487,13706.859,0.9567
3000,10236,2376,59737,116983,107394,56266,980,23917,73,0,232524,2817124,33886.945,26279.823,1.1638,9366.478,0.087,0.712,0.048,0.154,0.576,0.306,238,0.0665,0.6481,0.044,20.6,40.4,66.2,36.68,3.63,9.91,0.42,22.72,7.61,1.100,0.233,0.310,0.313,7.708,0.306,0.0038,86,372,844,13844,453,0,0.000,4836,24,1206,9006,325,1605,8306,3.25,9.84,10844,12.7479,66734,10549,457285,2493.9,-0.0,571324,12.747,2624801.963,1.30e-14,0.00162,14.43,34523,22.917,1.751,20.741,0.425,22.917,3487,2966,3783,0.3996,0.940,1.013,1.232,1.058,0.968,1.243,13681.683,11280.519,12770.058,13511.737,16971.629,10935.219,1720.610,4257.517,0.544,0.656,0.506,0.470,0.475,0.507,12618,26542,0.6294,0.4409,0.4127,0.9990,0.0534,0.0724,0.5328,1.0450,0.9103,0.1992,0.0252,0.0494,0.0000,0.0000,0.9047,0.0565,0.6328,0.9907,0.00249,1936,0.9993,0.8456,0.8169,0.9972,0.0534,0.0724,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.6953,4.5093,4.8422,0.0461,0.0678,0.0371,0.075,0.026,0.074,0.064,988,0.0445,0.0055,0.0037,0.00261,0.00092,0.00102,23.47,27.71,28.06,2481.1485,0.0980,30.8745,4.9457,7.8015,1095802,1522055,2.0104,0.1141,1257.9,2481.1485,22.38,0,0,0,0,0,0,4242,16913.345,15461.761,0.9557
4000,8797,2276,64522,114815,103806,49370,923,24902,94,0,244632,2811933,32578.526,25918.232,1.0593,9721.752,0.088,0.730,0.036,0.146,0.548,0.326,305,0.0868,0.6585,0.049,22.0,39.5,67.9,36.39,3.67,11.43,0.44,20.85,7.61,1.109,0.265,0.323,0.326,7.701,0.319,0.0039,78,337,933,14076,687,0,0.000,4115,32,1716,7049,378,1091,7328,3.25,9.82,13628,14.1614,66776,11187,429412,2100.2,0.0,600610,12.196,2624801.963,2.11e-14,0.00123,37.93,35686,23.852,1.756,21.761,0.335,23.852,2810,2650,3337,0.3822,0.957,1.012,1.257,1.053,0.977,1.262,13420.609,12134.235,10386.859,13222.232,18691.188,8580.605,1871.591,5744.284,0.469,0.678,0.478,0.355,0.445,0.471,14415,30672,0.6814,0.4886,0.4033,0.9982,0.0466,0.0630,0.5244,1.1252,0.9016,0.2038,0.0308,0.0554,0.0000,0.8329,0.9667,0.1483,0.6761,0.9932,0.00250,4244,0.9985,0.9399,0.8059,0.9968,0.0466,0.0631,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.7247,4.4746,4.9929,0.0472,0.0679,0.0382,0.084,0.018,0.071,0.064,835,0.0423,0.0050,0.0028,0.00256,0.00088,0.00108,26.69,27.29,27.77,1778.9411,0.0994,32.4234,4.0696,8.1267,1098103,1520795,2.0943,0.1303,1288.4,1778.9411,25.42,0,0,0,0,0,0,5214,16196.480,14618.501,0.9555
5000,9897,2040,64203,112190,101511,46888,1099,25958,121,0,264942,2708850,32213.696,24874.821,1.0002,8312.613,0.082,0.749,0.047,0.122,0.525,0.334,330,0.0873,0.6668,0.056,19.4,36.0,63.7,33.48,3.38,11.45,0.44,18.20,7.41,1.135,0.281,0.334,0.336,6.650,0.289,0.0041,80,327,942,14854,558,2,0.472,4689,84,2143,7670,409,1829,7659,4.00,11.35,15999,16.4067,66768,13191,406837,2056.6,-0.0,626661,12.486,2624801.963,1.06e-15,0.00049,12.68,34248,24.405,1.877,22.042,0.487,24.405,3682,2578,3637,0.3530,0.952,1.012,1.408,1.077,0.977,1.304,12931.008,10997.194,11329.150,12728.165,16468.993,8888.893,1989.049,5684.266,0.413,0.667,0.488,0.351,0.462,0.447,18819,26866,0.5598,0.5063,0.3898,0.9985,0.0502,0.0671,0.5902,1.1120,0.8951,0.1698,0.0460,0.0625,0.0000,0.0000,0.7666,0.2010,0.6638,0.9670,0.00249,3619,0.9988,0.9081,0.7909,0.9978,0.0503,0.0671,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.6481,4.5975,5.1082,0.0431,0.0568,0.0420,0.095,0.032,0.074,0.080,1150,0.0683,0.0043,0.0033,0.00249,0.00081,0.00094,24.66,27.11,27.26,1735.9786,0.1169,29.6892,4.4498,8.0358,1099801,1519076,1.4603,0.0932,1355.6,1735.9786,23.03,0,0,0,0,0,0,5389,16562.208,14941.802,0.9506
6000,12864,2148,77126,145611,131461,67101,1384,29246,132,0,331310,2837817,40362.578,29811.401,0.9426,10292.904,0.103,0.715,0.057,0.125,0.509,0.340,239,0.0774,0.6669,0.056,16.7,37.0,69.1,36.05,3.07,8.80,1.49,22.69,7.60,1.130,0.228,0.260,0.262,6.656,0.270,0.0041,75,306,920,17522,611,3,0.894,5662,240,1587,11037,1159,1588,10117,3.75,11.92,14985,17.6757,66779,12541,381170,3453.0,-0.0,657055,13.119,2624801.963,1.01e-14,0.00013,23.20,46163,31.473,1.901,28.789,0.783,31.473,4349,3847,4668,0.3505,0.932,1.019,1.408,1.196,0.952,1.215,14405.545,13468.040,16848.014,14167.275,19640.193,11906.724,2171.430,5440.343,0.428,0.628,0.492,0.419,0.468,0.507,21781,31474,0.4987,0.4338,0.3619,0.9990,0.0433,0.0598,0.5527,0.9895,0.8657,0.1830,0.0307,0.0387,0.0000,0.5453,0.9449,0.0865,0.6484,0.9523,0.00248,4147,0.9993,0.8522,0.8023,0.9981,0.0433,0.0598,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.9037,4.6141,4.9596,0.0413,0.1386,0.1040,0.292,0.070,0.232,0.175,1298,0.0628,0.0043,0.0035,0.00226,0.00093,0.00098,22.88,27.94,28.28,1638.4538,0.1283,34.3554,5.1342,7.9850,1100803,1515987,0.7694,0.0295,1493.9,1638.4538,19.40,0,0,0,0,0,0,7862,19518.497,17502.486,0.9608
7000,8963,1988,74829,164062,150465,87485,1748,29617,207,0,296901,2828186,43989.373,31052.875,0.9784,12896.474,0.104,0.701,0.068,0.127,0.510,0.341,268,0.1091,0.6575,0.070,20.0,37.7,66.1,35.14,3.57,10.33,0.57,20.67,7.43,1.161,0.260,0.309,0.311,6.987,0.305,0.0041,81,328,782,16876,348,5,0.845,4194,801,1054,7108,829,1190,6944,4.00,12.63,11563,15.8513,66847,10882,348283,3177.1,-0.0,692061,14.008,2624801.963,1.99e-14,0.00059,24.47,53983,32.612,1.780,30.384,0.448,32.613,3468,2348,3147,0.3328,0.961,1.013,2.000,1.201,0.974,1.257,14482.086,14961.973,19935.154,14225.475,22725.217,11523.684,2137.658,4495.059,0.434,0.631,0.493,0.462,0.533,0.609,18551,36218,0.5662,0.3448,0.2651,0.9987,0.0494,0.0595,0.5556,1.0655,0.9314,0.1763,0.0427,0.0529,0.0000,0.4897,0.9152,0.2945,0.6909,0.9489,0.00243,4001,0.9981,0.8991,0.8212,0.9979,0.0494,0.0597,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,6.0190,4.5511,4.9187,0.0389,0.0625,0.0482,0.129,0.030,0.073,0.081,1835,0.0682,0.0034,0.0031,0.00226,0.00118,0.00119,27.15,27.55,28.11,1564.6535,0.1285,37.5665,6.2570,7.7510,1103016,1516132,0.6012,0.0142,1664.8,1564.6535,21.78,0,0,0,0,0,0,6852,18156.401,16305.383,0.9593
8000,8879,1525,57756,99268,89288,40446,1066,22684,108,0,212256,2137975,27355.668,21340.867,1.0112,7926.788,0.096,0.729,0.064,0.110,0.495,0.350,219,0.0898,0.6711,0.056,17.5,35.0,61.3,32.83,2.58,9.48,0.55,20.22,7.61,1.148,0.250,0.249,0.252,5.955,0.265,0.0041,77,332,509,13123,220,6,0.850,4012,556,678,7645,815,839,7225,5.75,14.33,15324,16.2124,66749,13929,330082,2248.2,-0.0,714156,10.502,2624801.963,3.90e-15,0.00060,7.77,32710,23.796,1.793,21.527,0.476,23.796,2730,2868,3281,0.3728,0.952,1.012,2.000,1.249,0.973,1.216,9995.484,9962.095,10391.756,9794.337,15096.362,7996.222,1337.154,4080.703,0.405,0.623,0.477,0.345,0.425,0.449,23711,26397,0.5567,0.2623,0.2561,0.9985,0.0475,0.0636,0.5993,1.1187,0.9752,0.1586,0.0226,0.0537,0.0000,0.0000,0.8884,0.1343,0.6441,0.9427,0.00249,2743,0.9991,0.9370,0.8626,0.9970,0.0475,0.0636,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.9235,4.4873,4.8622,0.0368,0.0685,0.0532,0.143,0.023,0.094,0.106,1252,0.0694,0.0047,0.0049,0.00240,0.00082,0.00094,24.37,28.49,28.48,1571.7747,0.1048,25.3243,4.4943,6.0079,1105112,1514657,1.0755,0.1055,1805.2,1571.7747,16.84,0,0,0,0,0,0,4656,13414.079,12058.694,0.9595
9000,7346,1617,59988,115906,104746,54532,1386,19817,196,0,194756,2186028,32319.510,20736.527,0.9690,8942.096,0.087,0.726,0.060,0.127,0.510,0.353,163,0.0942,0.6789,0.069,18.0,35.0,60.7,31.73,2.50,8.85,0.33,20.05,7.06,1.252,0.233,0.251,0.253,6.483,0.314,0.0037,67,300,452,12417,111,6,0.742,3375,31,1307,6008,295,1272,5779,2.00,12.10,16837,18.1052,66742,15077,315118,1746.1,0.0,731786,10.069,2624801.963,1.83e-14,0.00327,30.68,43029,32.646,1.973,30.101,0.572,32.647,2640,1896,2810,0.2959,0.939,1.049,2.000,1.401,0.944,1.320,10136.926,11904.985,14353.076,9965.815,16942.715,7136.498,1039.823,3618.110,0.418,0.629,0.516,0.432,0.474,0.515,27051,32999,0.5539,0.2444,0.1943,0.9984,0.0458,0.0536,0.5891,1.0249,0.9778,0.1409,0.0331,0.0447,0.0000,0.7630,0.9509,0.1245,0.7309,0.9587,0.00248,1752,0.9992,0.9057,0.8756,0.9974,0.0458,0.0536,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,6.6432,4.4622,5.1232,0.0393,0.0510,0.0467,0.114,0.016,0.048,0.095,1533,0.1139,0.0037,0.0032,0.00230,0.00079,0.00102,26.53,27.39,27.50,1607.3491,0.0903,27.4535,4.2941,5.7752,1106307,1514117,1.9638,0.1936,1890.1,1607.3491,18.95,0,0,0,0,0,0,5224,11794.431,10474.311,0.9611
10000,9190,1548,56522,108986,100012,51452,1012,20435,83,0,189900,2101365,30230.457,18418.790,0.9480,7167.007,0.098,0.716,0.073,0.113,0.508,0.351,167,0.0756,0.6872,0.071,18.0,38.5,69.8,35.95,2.49,7.82,0.42,25.21,7.34,1.165,0.206,0.234,0.239,6.068,0.270,0.0039,74,306,462,10953,161,3,0.835,3892,114,1308,7768,452,1739,6999,2.75,13.05,20102,20.0877,66751,15229,305669,2269.6,-0.0,742532,9.846,2624875.528,2.38e-14,0.00146,11.37,37676,29.970,2.213,27.011,0.746,30.040,3575,2492,3123,0.3288,0.937,1.027,2.000,1.252,0.953,1.234,10384.053,10853.289,11917.319,10225.979,15254.166,6708.948,1388.866,3153.968,0.415,0.623,0.503,0.431,0.479,0.510,31233,26665,0.5698,0.1657,0.2125,0.9993,0.0396,0.0509,0.5678,0.9148,0.8562,0.1223,0.0260,0.0388,0.0000,0.0114,0.7697,0.1878,0.6970,0.9525,0.00245,1799,0.9998,0.7968,0.8090,0.9978,0.0396,0.0509,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,6.2156,4.5767,4.9716,0.0352,0.0607,0.0482,0.092,0.051,0.096,0.064,1181,0.0956,0.0021,0.0029,0.00249,0.00093,0.00099,24.69,27.76,28.03,1520.3364,0.0867,25.9071,3.8191,6.0273,1106899,1512509,2.3852,0.1993,2055.2,1520.3364,19.36,100,46,0,100,90,0,4715,11251.783,10043.383,0.9656
