step,pop,grown,births,children,sexual,no_room,empty,deaths_hunger,deaths_broken,deaths_wear,cells_broken,contacts,plant_intake,meat_intake,kill_gain,scavenged,stay,forward,left,right,blocked,stalled,shoves,moved,turned,sense_used,mass_p10,mass_p50,mass_p90,size_mean,hard_mean,muscle_mean,sensor_mean,digestive_mean,side_mean,density_mean,speed_mean,tooth,born_tooth,fat_mean,on_fat,short,age_death_p50,age_death_p90,worn,cut_break,cut_wear,lineages,top_lineage,shapes,pop_cold,pop_mild,pop_hot,pop_dry,pop_moist,pop_wet,travel_p50,path_mean,grass,grass_grown,wood,algae,litter,carrion,air,soil_land,spent,matter,matter_err,burnt,land_temp,develops,ms_step,ms_world,ms_bodies,ms_lineage,ms_wall,pop_land,pop_surface,pop_bottom,light_share,density_p10,density_p50,density_p90,density_land,density_surface,density_bottom,algae_intake,detritus_intake,intake_land,intake_surface,intake_bottom,kills_land,kills_surface,kills_bottom,blocked_land,blocked_surface,blocked_bottom,no_room_land,no_room_surface,no_room_bottom,litter_sea,deaths_thirst,fill_land,fill_surface,fill_bottom,drinking_land,drinking_surface,drinking_bottom,open_land,open_surface,open_bottom,hard_land,hard_surface,hard_bottom,dry_air_p10,dry_air_p50,dry_air_p90,dry_ground_p10,dry_ground_p50,dry_ground_p90,pool_share,deaths_suffocation,breath_land,breath_surface,breath_bottom,inhaling_land,inhaling_surface,inhaling_bottom,breed_land,breed_surface,breed_bottom,share_land,share_surface,share_bottom,store_land,store_surface,store_bottom,fat_fill,feeling,sighted,sight_front,sight_back,sight_left,sight_right,deaths_cold,warm_land,warm_surface,warm_bottom,cool_land,cool_surface,cool_bottom,btemp_land,btemp_surface,btemp_bottom,wood_intake,climbed,ate_sea,spent_land,spent_sea,matter_land,matter_sea,carried,carried_to_sea,browse,browse_intake,temp_day_land,inv1,inv1_land,inv1_grown,inv2,inv2_land,inv2_grown,deaths_wound,kill_intake,flesh_intake,blocks_kept
1000,11269,8540,123456,742897,710983,609088,10353,50726,110,1,136452,4075367,181835.108,70522.840,0.7742,63920.127,0.244,0.241,0.295,0.221,0.647,0.323,409,0.0201,0.6705,0.102,16.8,50.1,93.0,48.95,4.09,5.59,3.33,35.94,8.00,1.052,0.107,0.057,0.057,25.073,0.658,0.0022,135,441,1849,3298,43,0,0.000,5332,3518,3000,4751,760,3695,6814,0.00,0.54,12939,35.1768,66712,9768,540022,3138.8,-0.0,462983,54.608,2631075.518,1.06e-14,0.00093,30.00,220009,92.010,1.709,89.466,0.835,92.011,8796,722,1751,0.3941,0.848,1.039,1.265,1.042,0.917,1.156,37468.120,11829.148,174872.728,38045.772,32836.735,3283.148,1993.228,1326.338,0.713,0.573,0.520,0.878,0.729,0.633,7004,52608,0.6996,0.7216,0.6444,1.0000,0.0507,0.0522,0.5279,0.7351,0.7765,0.0941,0.0352,0.0349,0.0000,0.7360,0.9595,0.0900,0.6327,0.9567,0.00246,17414,0.9999,0.7281,0.6913,0.9992,0.0507,0.0522,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.1578,5.2687,5.3924,0.1167,0.2307,0.1946,0.447,0.478,0.507,0.404,7755,0.1630,0.0097,0.0126,0.00238,0.00165,0.00149,23.20,26.85,27.66,54.9760,0.0148,70.1596,33.3783,21.2302,1079917,1531743,0.6742,0.0062,1745.8,54.9760,21.62,0,0,0,0,0,0,7837,6602.714,5573.622,0.9910
2000,12113,3198,55277,136945,129353,80440,1228,17598,33,0,114227,1790677,39823.521,20022.525,0.8232,14145.692,0.185,0.399,0.239,0.177,0.568,0.333,94,0.0324,0.6312,0.084,17.4,41.6,78.5,41.77,2.18,7.22,1.54,30.83,7.73,1.070,0.161,0.072,0.072,11.126,0.397,0.0025,114,978,1150,3852,31,0,0.000,5383,911,2598,8604,771,1405,9937,0.00,3.80,12427,14.4484,66813,7564,497415,4238.1,-0.0,522945,22.510,2631075.518,5.84e-15,0.00068,25.34,43861,26.970,1.726,24.588,0.656,26.971,3449,2865,5799,0.3343,0.878,1.059,1.280,1.067,0.914,1.148,17227.792,13735.935,12828.274,17147.228,23993.712,2377.173,1376.205,2123.454,0.533,0.571,0.592,0.582,0.593,0.597,10872,18028,0.5545,0.4706,0.5616,0.9999,0.0514,0.0453,0.5224,0.7289,0.8289,0.1059,0.0192,0.0206,0.0000,0.3977,0.9314,0.2341,0.6638,0.9774,0.00248,9768,0.9985,0.5709,0.6582,0.9996,0.0514,0.0453,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.3514,5.4231,5.2643,0.0557,0.1464,0.1081,0.206,0.231,0.231,0.177,1471,0.1028,0.0018,0.0029,0.00231,0.00113,0.00084,26.33,27.96,27.54,279.3332,0.0281,41.4728,14.0609,8.4490,1093050,1527259,1.4013,0.0560,2940.2,279.3332,26.00,0,0,0,0,0,0,7535,5876.833,4886.641,0.9844
3000,8953,2032,52817,103698,94290,50257,624,14935,41,0,172686,2050770,30995.122,20220.848,0.8638,10897.804,0.138,0.610,0.152,0.100,0.533,0.326,145,0.0763,0.6368,0.075,23.2,42.7,77.6,39.46,2.59,11.23,1.06,24.59,7.27,1.148,0.249,0.173,0.174,8.926,0.278,0.0026,97,396,745,6712,40,0,0.000,4323,19,1775,7159,346,1167,7440,0.75,9.63,13865,15.4165,66737,11068,462947,2264.9,-0.0,560228,13.778,2631075.518,5.49e-15,0.00102,14.43,33098,21.313,1.756,19.258,0.299,21.313,3101,1987,3865,0.2583,0.958,1.128,1.399,1.218,0.953,1.191,10547.798,11476.965,12567.545,10475.285,18850.096,4556.850,1489.138,3277.056,0.566,0.507,0.524,0.482,0.467,0.505,11602,23078,0.7055,0.4890,0.4940,0.9999,0.0505,0.0568,0.5510,0.7959,0.8625,0.1228,0.0179,0.0294,0.0000,0.0000,0.9047,0.0565,0.6328,0.9907,0.00249,4875,0.9994,0.6318,0.6796,0.9993,0.0505,0.0568,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.4201,5.5605,5.4437,0.0389,0.1147,0.1016,0.237,0.166,0.298,0.122,890,0.0668,0.0054,0.0045,0.00226,0.00103,0.00083,23.07,27.02,26.94,1510.7924,0.0687,29.7278,5.5199,8.2579,1095869,1528235,1.9047,0.1101,2825.0,1510.7924,22.38,0,0,0,0,0,0,12158,9323.043,7680.832,0.9725
4000,10317,2649,66441,132729,119346,65208,1080,14474,80,0,223903,2495632,37796.233,24120.101,0.8359,12422.161,0.127,0.650,0.136,0.087,0.531,0.317,90,0.0864,0.6427,0.076,21.4,40.7,81.3,38.42,2.47,10.68,0.87,24.39,7.24,1.199,0.250,0.178,0.179,8.866,0.316,0.0022,82,336,739,7146,77,0,0.000,5032,69,1985,8263,247,1421,8649,1.25,9.34,15082,17.6859,66780,12406,436451,2605.2,-0.0,589302,13.241,2631075.518,2.83e-15,0.00039,37.93,43309,24.243,1.791,22.040,0.413,24.244,3374,2402,4541,0.2637,0.962,1.150,1.536,1.295,0.958,1.254,13122.383,14002.519,14650.864,12993.342,22574.187,5417.235,1813.020,4467.685,0.569,0.545,0.492,0.506,0.463,0.511,14009,26956,0.7244,0.4306,0.3647,0.9987,0.0431,0.0535,0.5696,0.9159,0.8338,0.1356,0.0176,0.0249,0.0000,0.8329,0.9667,0.1483,0.6761,0.9932,0.00250,5688,0.9987,0.7224,0.6628,0.9981,0.0431,0.0536,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.5524,5.5401,5.4781,0.0387,0.1217,0.0783,0.138,0.114,0.207,0.080,854,0.0635,0.0055,0.0030,0.00220,0.00111,0.00101,26.20,27.34,27.79,1634.1690,0.0911,36.0824,4.9240,8.3171,1097551,1525645,1.9667,0.1277,2659.8,1634.1690,25.42,0,0,0,0,0,0,17025,11697.941,9468.148,0.9701
5000,8383,2401,58987,121168,108637,61438,743,12928,43,0,202982,2294681,34856.300,22221.341,0.8553,11371.100,0.084,0.672,0.146,0.098,0.523,0.330,63,0.0941,0.6328,0.067,20.5,46.3,82.2,37.87,3.04,11.31,0.70,22.81,7.13,1.249,0.245,0.220,0.223,9.461,0.301,0.0021,84,356,720,6900,36,9,0.562,4436,70,1689,6624,432,1623,6328,1.00,8.46,16745,18.8580,66759,13648,414811,2369.3,-0.0,616666,12.006,2631075.518,9.03e-15,0.00101,12.68,38961,21.793,1.721,19.761,0.311,21.793,3697,1599,3087,0.2135,0.987,1.195,1.590,1.357,0.964,1.267,12734.405,11568.232,14251.244,12592.942,19383.214,5163.626,1796.513,3890.102,0.545,0.548,0.484,0.478,0.511,0.527,19932,26319,0.6539,0.2893,0.3499,0.9993,0.0388,0.0611,0.5487,0.9551,0.8856,0.1329,0.0106,0.0328,0.0000,0.0000,0.7666,0.2010,0.6638,0.9670,0.00249,4433,0.9994,0.8292,0.8035,0.9988,0.0388,0.0612,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.7308,5.5748,5.5160,0.0389,0.1120,0.0847,0.150,0.092,0.222,0.066,799,0.0571,0.0045,0.0032,0.00216,0.00087,0.00080,26.55,27.27,27.17,1438.8564,0.0807,32.4947,4.9133,7.0931,1098818,1525417,1.3692,0.0928,2726.3,1438.8564,23.03,0,0,0,0,0,0,16399,10850.240,8699.671,0.9682
6000,10965,2569,62794,134207,120660,70646,767,13171,49,0,206022,2343416,39318.905,22354.907,0.8954,10826.016,0.067,0.677,0.156,0.100,0.513,0.337,365,0.0776,0.6245,0.057,18.1,41.4,86.5,37.15,3.05,10.26,0.57,23.27,6.94,1.244,0.235,0.191,0.192,8.208,0.290,0.0021,78,363,608,7718,55,9,0.455,5488,266,1836,8863,951,1675,8339,2.00,9.76,17203,21.1849,66769,14393,390468,3380.5,-0.0,645252,12.027,2631075.518,1.77e-14,0.00002,23.20,45388,23.809,1.720,21.460,0.629,23.809,4568,2494,3903,0.2665,0.941,1.160,1.627,1.371,0.945,1.286,12902.129,12967.593,17991.427,12747.829,19405.665,6211.660,1589.368,3727.864,0.548,0.488,0.493,0.497,0.531,0.549,24222,25904,0.5981,0.1721,0.2670,0.9996,0.0427,0.0599,0.5184,0.8769,0.8629,0.1357,0.0131,0.0270,0.0000,0.5453,0.9449,0.0865,0.6484,0.9523,0.00248,2776,0.9985,0.7194,0.7212,0.9991,0.0427,0.0600,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.6166,5.4357,5.4040,0.0350,0.0928,0.0725,0.089,0.095,0.202,0.067,639,0.0425,0.0043,0.0034,0.00207,0.00086,0.00082,24.25,27.79,27.32,1376.3157,0.0928,32.7273,5.8524,6.1746,1099741,1523178,0.7201,0.0297,2836.5,1376.3157,19.40,0,0,0,0,0,0,17673,11528.891,9218.548,0.9712
7000,9252,2558,55719,106510,94213,50247,544,12396,33,0,192481,2236668,34024.811,20623.906,0.9255,9490.303,0.054,0.722,0.144,0.081,0.511,0.346,109,0.0830,0.6026,0.059,24.4,51.0,89.8,39.32,3.30,10.92,0.63,24.47,7.00,1.328,0.213,0.215,0.216,8.695,0.278,0.0022,75,382,538,4758,17,12,0.332,4657,1104,1186,6962,857,1558,6837,2.00,9.15,15492,21.2497,66837,18193,369850,2280.3,-0.0,676821,11.903,2631075.518,1.77e-14,0.00040,24.47,37950,21.684,1.698,19.578,0.409,21.685,4805,1470,2977,0.1871,0.975,1.339,1.685,1.427,0.955,1.352,7717.908,10092.853,21031.264,7637.730,14846.120,7356.231,1012.740,2764.632,0.555,0.443,0.502,0.510,0.388,0.487,32287,26505,0.5750,0.3152,0.2790,1.0000,0.0404,0.0593,0.5463,0.8192,0.8220,0.1289,0.0160,0.0196,0.0000,0.4897,0.9152,0.2945,0.6909,0.9489,0.00243,2883,0.9990,0.6527,0.6790,0.9995,0.0404,0.0594,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.5883,5.6400,5.5930,0.0326,0.0885,0.0668,0.107,0.093,0.175,0.055,778,0.0406,0.0049,0.0039,0.00227,0.00062,0.00063,26.77,28.12,27.47,1349.0643,0.0951,22.8518,6.5250,5.3781,1101056,1522670,0.5553,0.0142,2941.7,1349.0643,21.78,0,0,0,0,0,0,14837,11133.602,9029.939,0.9686
8000,7372,1978,60995,138928,128119,77374,559,11104,25,0,177959,2174764,38745.517,22898.990,0.9457,12380.185,0.058,0.709,0.151,0.081,0.527,0.354,366,0.0795,0.6064,0.068,21.9,47.8,92.4,37.30,3.02,8.72,0.55,25.02,6.94,1.384,0.174,0.202,0.204,8.272,0.266,0.0020,67,347,568,3157,31,11,0.203,4000,532,758,6082,705,748,5919,2.00,8.95,17411,19.3796,66737,17176,348183,3911.6,-0.0,701251,10.308,2631075.518,3.54e-16,0.00001,7.77,49531,23.937,1.816,21.594,0.528,23.938,3062,876,3434,0.1351,0.987,1.391,1.773,1.446,0.937,1.444,11046.846,16905.257,15357.501,10925.541,24842.661,5930.857,628.266,3959.682,0.536,0.518,0.522,0.502,0.551,0.588,33395,31339,0.6394,0.2236,0.2727,1.0000,0.0444,0.0625,0.5447,0.7591,0.7897,0.1423,0.0083,0.0264,0.0000,0.0000,0.8884,0.1343,0.6441,0.9427,0.00249,5687,0.9990,0.5603,0.6477,0.9995,0.0444,0.0625,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.6095,5.4133,5.6611,0.0331,0.0779,0.0650,0.122,0.065,0.172,0.070,848,0.0499,0.0027,0.0045,0.00231,0.00097,0.00083,25.15,27.94,27.67,1290.6499,0.0862,36.3066,5.5204,4.7880,1104270,1521096,0.9929,0.1044,3081.9,1290.6499,16.84,0,0,0,0,0,0,13872,10518.805,8479.871,0.9686
9000,6374,1841,54495,114616,104712,59375,746,8311,69,0,135840,1888688,32353.096,19043.378,0.9113,11306.802,0.045,0.726,0.146,0.082,0.518,0.369,37,0.0755,0.6139,0.062,23.3,46.8,86.1,34.38,3.18,9.77,0.44,20.99,6.67,1.450,0.196,0.214,0.213,9.239,0.292,0.0018,62,315,468,2306,24,13,0.134,3472,38,976,5360,111,995,5268,2.25,8.77,23094,22.3900,66730,18707,333447,1633.2,-0.0,713062,8.022,2631075.518,4.96e-15,0.00057,30.68,42516,20.569,1.754,18.554,0.261,20.570,2610,656,3108,0.1144,0.998,1.461,1.976,1.497,0.949,1.516,8633.203,15789.434,10929.522,8569.521,24160.855,3862.938,476.811,3396.827,0.514,0.535,0.513,0.478,0.546,0.526,34735,29368,0.6518,0.2277,0.3573,1.0000,0.0329,0.0545,0.5679,0.8643,0.8947,0.1665,0.0130,0.0195,0.0000,0.7630,0.9509,0.1245,0.7309,0.9587,0.00248,4824,0.9987,0.7306,0.7955,0.9988,0.0329,0.0545,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.5405,5.3840,5.3179,0.0383,0.0736,0.0554,0.115,0.060,0.126,0.048,666,0.0752,0.0014,0.0028,0.00226,0.00079,0.00100,25.35,26.80,27.98,1213.6607,0.0641,33.2362,3.8965,4.1256,1105720,1520178,1.8376,0.1893,3269.1,1213.6607,18.95,0,0,0,0,0,0,12255,7736.576,6040.250,0.9661
10000,7725,2418,64409,140590,127661,75280,901,10251,78,0,175861,2170314,38921.461,22525.274,0.9186,12428.449,0.052,0.674,0.202,0.072,0.526,0.360,44,0.0714,0.6226,0.053,20.9,44.8,86.1,33.93,3.14,8.59,0.35,21.85,6.62,1.407,0.176,0.232,0.231,9.041,0.335,0.0018,65,301,547,3100,41,19,0.128,3964,22,1216,6487,100,1257,6368,2.25,8.01,25660,24.7734,66748,17530,322687,2102.3,-0.0,723143,9.646,2631075.518,8.50e-15,0.00019,11.37,54699,24.448,1.717,22.296,0.436,24.473,3120,1322,3283,0.1880,0.950,1.425,1.992,1.487,0.923,1.526,10558.803,16618.845,16091.759,10475.251,24782.900,4152.232,651.997,5292.595,0.562,0.530,0.499,0.544,0.565,0.525,35847,31623,0.6628,0.3126,0.3294,0.9999,0.0377,0.0463,0.5661,0.7791,0.8905,0.1704,0.0073,0.0216,0.0000,0.0114,0.7697,0.1878,0.6970,0.9525,0.00245,2926,0.9985,0.5286,0.7658,0.9982,0.0377,0.0463,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.5437,5.3670,5.0291,0.0398,0.0663,0.0588,0.090,0.061,0.109,0.055,745,0.0736,0.0019,0.0029,0.00223,0.00084,0.00087,27.11,27.85,27.50,1486.6953,0.0625,35.7668,4.4726,5.1734,1106567,1518498,2.2422,0.1956,3180.7,1486.6953,19.36,0,0,0,0,0,0,17435,10096.825,7710.393,0.9683
