step,pop,grown,births,children,sexual,no_room,empty,deaths_hunger,deaths_broken,deaths_wear,cells_broken,contacts,plant_intake,meat_intake,kill_gain,scavenged,stay,forward,left,right,blocked,stalled,shoves,moved,turned,sense_used,mass_p10,mass_p50,mass_p90,size_mean,hard_mean,muscle_mean,sensor_mean,digestive_mean,side_mean,density_mean,speed_mean,tooth,born_tooth,fat_mean,on_fat,short,age_death_p50,age_death_p90,worn,cut_break,cut_wear,lineages,top_lineage,shapes,pop_cold,pop_mild,pop_hot,pop_dry,pop_moist,pop_wet,travel_p50,path_mean,grass,grass_grown,wood,algae,litter,carrion,air,soil_land,spent,matter,matter_err,burnt,land_temp,develops,ms_step,ms_world,ms_bodies,ms_lineage,ms_wall,pop_land,pop_surface,pop_bottom,light_share,density_p10,density_p50,density_p90,density_land,density_surface,density_bottom,algae_intake,detritus_intake,intake_land,intake_surface,intake_bottom,kills_land,kills_surface,kills_bottom,blocked_land,blocked_surface,blocked_bottom,no_room_land,no_room_surface,no_room_bottom,litter_sea,deaths_thirst,fill_land,fill_surface,fill_bottom,drinking_land,drinking_surface,drinking_bottom,open_land,open_surface,open_bottom,hard_land,hard_surface,hard_bottom,dry_air_p10,dry_air_p50,dry_air_p90,dry_ground_p10,dry_ground_p50,dry_ground_p90,pool_share,deaths_suffocation,breath_land,breath_surface,breath_bottom,inhaling_land,inhaling_surface,inhaling_bottom,breed_land,breed_surface,breed_bottom,share_land,share_surface,share_bottom,store_land,store_surface,store_bottom,fat_fill,feeling,sighted,sight_front,sight_back,sight_left,sight_right,deaths_cold,warm_land,warm_surface,warm_bottom,cool_land,cool_surface,cool_bottom,btemp_land,btemp_surface,btemp_bottom,wood_intake,climbed,ate_sea,spent_land,spent_sea,matter_land,matter_sea,carried,carried_to_sea,browse,browse_intake,temp_day_land,inv1,inv1_land,inv1_grown,inv2,inv2_land,inv2_grown,deaths_wound,kill_intake,flesh_intake,blocks_kept
1000,11294,8194,131128,789038,759535,646289,11621,53915,121,1,145124,4824165,182849.097,77009.168,0.9147,68712.306,0.240,0.275,0.267,0.219,0.634,0.340,186,0.0202,0.6807,0.102,16.8,48.5,87.2,45.73,4.11,5.46,2.68,33.48,7.63,1.070,0.107,0.067,0.068,22.025,0.635,0.0022,140,448,1844,4164,70,0,0.000,5354,3377,3121,4796,679,3710,6905,0.00,0.60,12116,34.5526,66712,9624,539514,3085.9,-0.0,466641,56.886,2631002.543,1.75e-14,0.00093,30.00,230815,91.916,1.735,89.348,0.832,91.917,8667,798,1829,0.3859,0.847,1.051,1.326,1.069,0.895,1.154,37298.333,12196.628,178590.883,37866.042,35104.478,6020.051,1062.304,1214.507,0.690,0.560,0.552,0.876,0.722,0.663,7058,55628,0.7057,0.7064,0.6211,0.9999,0.0496,0.0529,0.5415,0.7675,0.8172,0.1022,0.0494,0.0318,0.0000,0.7360,0.9595,0.0900,0.6327,0.9567,0.00246,16986,0.9999,0.7444,0.7908,0.9990,0.0496,0.0529,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0739,5.2187,5.1167,0.1053,0.1896,0.1643,0.370,0.419,0.375,0.380,8027,0.1682,0.0092,0.0116,0.00233,0.00166,0.00148,23.30,27.09,27.60,79.7369,0.0278,72.1721,34.8366,22.0493,1082175,1531530,0.6985,0.0062,1722.0,79.7369,21.62,0,0,0,0,0,0,9132,8296.862,6937.519,0.9873
2000,13357,2909,61062,126308,116195,64099,1147,16912,54,0,154885,2223360,32063.025,22541.771,0.9567,13280.201,0.161,0.518,0.149,0.173,0.537,0.355,288,0.0414,0.6718,0.093,11.4,37.5,72.0,35.21,1.79,5.01,0.83,27.57,7.46,1.110,0.132,0.051,0.053,8.454,0.352,0.0023,95,906,895,9080,88,0,0.000,5237,951,3256,9150,467,975,11915,0.00,4.50,13924,14.6431,66814,12708,499889,2079.3,-0.0,524507,19.070,2631002.543,9.03e-15,0.00068,25.34,40721,24.631,1.747,22.176,0.709,24.632,2743,3674,6940,0.3197,0.915,1.068,1.391,1.242,0.939,1.149,12808.102,12296.506,10992.885,12789.202,21561.139,6190.580,1633.156,1437.834,0.510,0.523,0.573,0.511,0.458,0.555,13976,20163,0.6271,0.5030,0.5441,0.9996,0.0426,0.0503,0.5802,0.8539,0.8780,0.1256,0.0317,0.0235,0.0000,0.3977,0.9314,0.2341,0.6638,0.9774,0.00248,5571,0.9980,0.6883,0.6946,0.9978,0.0426,0.0503,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0174,4.8271,4.9209,0.0503,0.0769,0.0679,0.126,0.136,0.186,0.119,1323,0.0940,0.0049,0.0031,0.00244,0.00092,0.00070,26.90,27.80,27.20,367.1563,0.0588,34.5246,11.4324,7.6376,1094769,1526700,1.4547,0.0541,2851.5,367.1563,26.00,0,0,0,0,0,0,14976,9261.570,7397.851,0.9854
3000,10551,2483,77211,172806,160139,93752,1843,20026,100,0,173351,2466566,44457.562,25388.784,0.8127,16583.867,0.111,0.544,0.188,0.158,0.509,0.357,225,0.0767,0.6859,0.084,15.0,40.2,72.3,35.77,2.16,7.94,0.88,24.79,7.11,1.163,0.195,0.153,0.157,8.239,0.325,0.0025,86,344,804,11607,75,0,0.000,4701,24,2117,8410,304,1787,8460,0.00,8.54,14896,17.5034,66738,10509,462942,3067.6,-0.0,558930,16.317,2631002.543,5.13e-15,0.00103,14.43,53886,27.799,1.758,25.587,0.454,27.799,3840,2620,4091,0.3301,0.935,1.096,1.520,1.255,0.949,1.214,16492.877,17641.841,14876.611,16392.767,29772.052,3448.765,1711.431,3644.720,0.498,0.528,0.501,0.552,0.500,0.578,11251,36588,0.6530,0.4606,0.3945,0.9994,0.0412,0.0450,0.6098,0.8389,0.9184,0.1115,0.0303,0.0235,0.0000,0.0000,0.9047,0.0565,0.6328,0.9907,0.00249,6730,0.9994,0.7793,0.8017,0.9986,0.0412,0.0450,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.1481,4.6782,4.8700,0.0490,0.0928,0.0694,0.110,0.147,0.147,0.127,1020,0.0958,0.0046,0.0028,0.00225,0.00107,0.00103,22.54,26.77,26.89,1272.8496,0.0637,46.5590,4.8813,11.4355,1096437,1527064,1.9836,0.1101,2943.1,1272.8496,22.38,0,0,0,0,0,0,15553,8804.917,6915.400,0.9760
4000,8596,2602,59970,111078,99306,50266,842,14928,73,0,165421,2747475,33361.283,19676.163,0.8511,10876.344,0.092,0.727,0.079,0.102,0.528,0.348,202,0.0931,0.6673,0.083,15.0,40.7,67.1,31.97,2.38,8.36,0.46,20.78,6.68,1.238,0.218,0.170,0.175,8.894,0.339,0.0022,82,369,727,11161,104,0,0.000,4051,49,1972,6575,162,1055,7379,2.25,9.04,16024,16.8749,66782,14606,438941,1667.9,-0.0,589577,13.068,2631002.543,7.61e-15,0.00039,37.93,36538,21.584,1.735,19.532,0.318,21.585,2761,2030,3805,0.2617,0.968,1.201,1.622,1.404,0.967,1.263,10868.306,12457.215,14210.352,10805.010,19222.264,4239.805,1616.699,2943.314,0.572,0.540,0.475,0.476,0.403,0.480,16100,29641,0.7791,0.2273,0.3278,0.9997,0.0330,0.0606,0.5922,1.0268,0.9739,0.1583,0.0209,0.0329,0.0000,0.8329,0.9667,0.1483,0.6761,0.9932,0.00250,2606,0.9993,0.8607,0.8230,0.9978,0.0332,0.0607,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.1395,4.7836,4.7738,0.0516,0.0619,0.0563,0.076,0.103,0.093,0.074,962,0.0763,0.0067,0.0036,0.00224,0.00071,0.00084,26.29,26.64,26.96,1774.6385,0.0682,30.2998,5.2567,7.8117,1098704,1525940,2.0798,0.1284,2669.7,1774.6385,25.42,0,0,0,0,0,0,13715,8799.819,6964.231,0.9710
5000,8752,2425,62156,116667,104016,53662,849,14901,69,0,180806,2634993,34839.576,19784.317,0.8390,10303.415,0.086,0.737,0.111,0.066,0.511,0.362,310,0.0917,0.6606,0.069,18.6,42.2,67.9,32.03,2.66,8.54,0.51,20.32,6.51,1.279,0.218,0.204,0.207,8.426,0.326,0.0023,79,354,678,11659,100,9,0.271,4213,100,2058,6594,420,1385,6947,4.50,10.94,19875,19.7772,66761,16460,419213,2933.4,0.0,613425,12.699,2631002.543,1.77e-16,0.00101,12.68,38653,21.366,1.744,19.272,0.350,21.366,3491,1689,3572,0.2371,0.980,1.238,1.741,1.366,0.973,1.339,12305.039,14220.374,11341.872,12196.946,21604.172,3602.962,1598.549,4279.391,0.490,0.556,0.498,0.425,0.419,0.508,22879,26823,0.6481,0.1929,0.3491,0.9994,0.0316,0.0541,0.5752,1.0373,0.9409,0.1585,0.0150,0.0290,0.0000,0.0000,0.7666,0.2010,0.6638,0.9670,0.00249,4099,0.9995,0.8651,0.7964,0.9992,0.0316,0.0541,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.3620,4.6288,4.9221,0.0477,0.0519,0.0424,0.055,0.087,0.104,0.080,826,0.0858,0.0050,0.0024,0.00227,0.00066,0.00083,25.53,26.05,26.82,1502.7433,0.0738,34.3025,4.6338,8.0656,1100096,1524603,1.4786,0.0923,2697.0,1502.7433,23.03,0,0,0,0,0,0,15282,9480.903,7481.203,0.9682
6000,10318,3290,69824,169641,156977,98789,1028,13853,47,0,179819,2976755,46499.537,24643.923,0.8645,14927.653,0.108,0.711,0.066,0.115,0.540,0.348,132,0.0723,0.6438,0.064,22.0,45.4,69.0,32.96,3.00,8.77,0.54,20.64,6.34,1.336,0.202,0.250,0.252,9.369,0.305,0.0019,76,354,816,8924,153,15,0.268,5393,287,2066,7965,1443,2208,6667,1.50,7.81,16938,21.6585,66772,15986,393766,2650.7,-0.0,643387,12.964,2631002.543,5.84e-15,0.00002,23.20,56938,25.967,1.741,23.662,0.563,25.967,5841,1351,3126,0.1683,0.976,1.313,1.809,1.389,0.953,1.403,13519.092,16336.254,22426.284,13436.443,25564.463,5367.270,1324.054,3024.946,0.556,0.538,0.521,0.590,0.546,0.606,25232,35912,0.5496,0.2172,0.3918,0.9993,0.0302,0.0599,0.6000,0.9581,0.9283,0.1324,0.0290,0.0308,0.0000,0.5453,0.9449,0.0865,0.6484,0.9523,0.00248,2858,0.9994,0.8240,0.7863,0.9984,0.0302,0.0599,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.5135,4.7219,5.0074,0.0453,0.0648,0.0571,0.082,0.098,0.111,0.081,661,0.0578,0.0046,0.0027,0.00230,0.00094,0.00095,22.41,25.93,26.56,1597.4565,0.0834,39.5151,5.9453,7.0189,1099863,1522900,0.7803,0.0296,2641.6,1597.4565,19.40,0,0,0,0,0,0,14927,9716.271,7614.153,0.9630
7000,12472,2846,60635,127338,114136,65936,767,13986,66,0,198212,3223359,36116.890,22836.955,0.9342,11264.277,0.078,0.819,0.042,0.061,0.537,0.356,105,0.0615,0.6355,0.063,19.5,41.5,69.6,33.46,2.02,7.99,0.72,22.74,6.62,1.282,0.190,0.155,0.158,7.906,0.275,0.0020,87,440,732,8702,77,14,0.428,6083,799,1638,10035,1610,1772,9090,2.50,9.57,14939,19.9603,66844,18355,374670,3631.9,-0.0,676054,13.661,2631002.543,5.66e-15,0.00036,24.47,44069,24.486,1.750,21.846,0.890,24.487,5114,2669,4689,0.2565,0.951,1.167,1.893,1.344,0.947,1.404,8781.792,11992.025,20923.582,8685.423,17772.163,6712.769,899.839,3960.070,0.564,0.538,0.498,0.557,0.485,0.505,34739,23305,0.6001,0.2744,0.3249,0.9999,0.0351,0.0772,0.5974,0.9723,0.9709,0.1053,0.0164,0.0206,0.0000,0.4897,0.9152,0.2945,0.6909,0.9489,0.00243,2271,0.9991,0.8282,0.7970,0.9992,0.0351,0.0772,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.1464,4.8090,5.2044,0.0425,0.0889,0.0737,0.112,0.110,0.118,0.087,1342,0.0867,0.0045,0.0050,0.00206,0.00046,0.00060,27.30,27.77,27.69,1550.9500,0.0988,26.9402,7.9167,5.7447,1102102,1520070,0.6072,0.0143,2636.7,1550.9500,21.78,0,0,0,0,0,0,17511,11572.678,9016.375,0.9708
8000,9237,2222,79427,183338,167387,102724,1187,13943,79,0,227210,3185035,47849.248,29194.777,0.8572,17021.809,0.114,0.777,0.050,0.060,0.515,0.369,191,0.0931,0.6407,0.060,19.9,41.6,68.3,31.61,2.28,8.49,0.76,20.08,6.43,1.358,0.210,0.175,0.177,7.566,0.295,0.0019,68,343,687,9262,56,17,0.176,4784,748,819,7670,831,848,7558,4.50,11.66,12316,16.1755,66746,15326,344414,3006.1,-0.0,707859,13.637,2631002.543,1.95e-15,0.00044,7.77,68143,31.025,1.897,28.567,0.562,31.026,3378,1785,4074,0.2123,0.972,1.350,1.909,1.428,0.953,1.477,13484.557,20064.606,20882.184,13371.647,30617.226,5409.982,1160.729,5602.257,0.539,0.570,0.469,0.601,0.534,0.557,29539,40979,0.6103,0.3020,0.2831,0.9996,0.0394,0.0511,0.6029,0.9394,0.9505,0.1435,0.0261,0.0268,0.0000,0.0000,0.8884,0.1343,0.6441,0.9427,0.00249,5785,0.9991,0.6788,0.7809,0.9990,0.0394,0.0511,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.3169,4.8016,4.9744,0.0401,0.0925,0.0809,0.157,0.134,0.244,0.051,1039,0.0631,0.0031,0.0043,0.00221,0.00103,0.00106,24.53,27.63,28.10,1411.0358,0.0838,44.5492,6.3430,7.2939,1105505,1519261,1.0842,0.1081,2756.0,1411.0358,16.84,0,0,0,0,0,0,20837,12172.968,9464.215,0.9690
9000,8877,2179,60452,110335,97298,49058,825,10908,48,0,172405,2424679,31698.000,18888.571,0.8604,9617.787,0.081,0.807,0.045,0.068,0.484,0.384,86,0.0896,0.6558,0.047,18.8,39.4,65.3,28.55,1.92,8.14,0.29,18.20,6.31,1.388,0.204,0.184,0.186,7.257,0.293,0.0019,70,344,524,8125,56,17,0.184,4452,37,1241,7599,210,1016,7651,5.25,12.64,17626,18.5411,66736,15547,325533,2269.8,-0.0,724076,9.950,2631002.543,4.42e-15,0.00367,30.68,42260,21.117,1.734,18.874,0.509,21.117,2846,1595,4436,0.1912,0.992,1.400,1.922,1.469,0.973,1.486,9459.344,15046.818,9953.457,9384.699,21977.631,3903.407,1424.063,3943.315,0.473,0.540,0.461,0.362,0.420,0.491,30325,31838,0.6508,0.3311,0.2852,0.9994,0.0388,0.0521,0.6130,1.0993,0.9713,0.1643,0.0175,0.0153,0.0000,0.7630,0.9509,0.1245,0.7309,0.9587,0.00248,1806,0.9985,0.8749,0.8081,0.9973,0.0388,0.0521,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.4183,5.0717,5.1941,0.0414,0.0541,0.0445,0.056,0.043,0.059,0.065,789,0.0706,0.0035,0.0040,0.00251,0.00083,0.00104,25.19,27.05,28.17,1389.7234,0.0773,31.7571,3.8914,6.0590,1107350,1517865,1.9596,0.1964,2876.7,1389.7234,18.95,0,0,0,0,0,0,15423,9270.784,7176.127,0.9692
10000,10744,2287,70712,152632,137908,81217,703,11750,48,0,193668,2678973,41835.209,22865.123,0.8631,12417.943,0.113,0.764,0.048,0.074,0.503,0.373,71,0.0731,0.6453,0.049,23.0,41.7,65.8,31.34,2.00,8.53,0.27,20.54,6.19,1.375,0.206,0.203,0.205,6.878,0.252,0.0018,72,326,488,7068,48,16,0.137,5126,23,1521,9200,524,2296,7924,4.50,12.17,20993,22.5945,66755,13763,309398,4408.7,-0.0,733544,10.776,2631002.543,1.43e-14,0.00012,11.37,56238,24.316,1.721,21.881,0.714,24.349,4740,1971,4033,0.2077,0.985,1.368,1.931,1.443,0.963,1.497,11949.022,19293.668,14156.868,11863.568,28232.716,4179.791,1518.510,4748.880,0.508,0.547,0.474,0.502,0.465,0.575,27376,35121,0.5632,0.3157,0.3619,0.9992,0.0345,0.0502,0.6267,0.9596,0.9263,0.1172,0.0175,0.0175,0.0000,0.0114,0.7697,0.1878,0.6970,0.9525,0.00245,3279,0.9993,0.8363,0.7844,0.9979,0.0345,0.0502,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.2942,5.1462,5.0318,0.0351,0.0491,0.0399,0.064,0.043,0.061,0.051,858,0.0714,0.0030,0.0029,0.00234,0.00102,0.00122,25.29,27.70,28.17,1495.3053,0.0792,40.5841,4.2371,6.5390,1107726,1516292,2.3746,0.2021,2895.9,1495.3053,19.36,0,0,0,0,0,0,17789,10447.180,7996.639,0.9675
