step,pop,grown,births,children,sexual,no_room,empty,deaths_hunger,deaths_broken,deaths_wear,cells_broken,contacts,plant_intake,meat_intake,kill_gain,scavenged,stay,forward,left,right,blocked,stalled,shoves,moved,turned,sense_used,mass_p10,mass_p50,mass_p90,size_mean,hard_mean,muscle_mean,sensor_mean,digestive_mean,side_mean,density_mean,speed_mean,tooth,born_tooth,fat_mean,on_fat,short,age_death_p50,age_death_p90,worn,cut_break,cut_wear,lineages,top_lineage,shapes,pop_cold,pop_mild,pop_hot,pop_dry,pop_moist,pop_wet,travel_p50,path_mean,grass,grass_grown,wood,algae,litter,carrion,air,soil_land,spent,matter,matter_err,burnt,land_temp,develops,ms_step,ms_world,ms_bodies,ms_lineage,ms_wall,pop_land,pop_surface,pop_bottom,light_share,density_p10,density_p50,density_p90,density_land,density_surface,density_bottom,algae_intake,detritus_intake,intake_land,intake_surface,intake_bottom,kills_land,kills_surface,kills_bottom,blocked_land,blocked_surface,blocked_bottom,no_room_land,no_room_surface,no_room_bottom,litter_sea,deaths_thirst,fill_land,fill_surface,fill_bottom,drinking_land,drinking_surface,drinking_bottom,open_land,open_surface,open_bottom,hard_land,hard_surface,hard_bottom,dry_air_p10,dry_air_p50,dry_air_p90,dry_ground_p10,dry_ground_p50,dry_ground_p90,pool_share,deaths_suffocation,breath_land,breath_surface,breath_bottom,inhaling_land,inhaling_surface,inhaling_bottom,breed_land,breed_surface,breed_bottom,share_land,share_surface,share_bottom,store_land,store_surface,store_bottom,fat_fill,feeling,sighted,sight_front,sight_back,sight_left,sight_right,deaths_cold,warm_land,warm_surface,warm_bottom,cool_land,cool_surface,cool_bottom,btemp_land,btemp_surface,btemp_bottom,wood_intake,climbed,ate_sea,spent_land,spent_sea,matter_land,matter_sea,carried,carried_to_sea,browse,browse_intake,temp_day_land,inv1,inv1_land,inv1_grown,inv2,inv2_land,inv2_grown,deaths_wound,kill_intake,flesh_intake,blocks_kept
1000,11416,6651,147047,822433,780656,664381,11005,71974,1963,1,351245,5990762,182657.602,88268.278,0.9756,66850.348,0.206,0.322,0.191,0.281,0.633,0.322,648,0.0429,0.7030,0.103,14.8,42.5,82.4,41.95,3.76,6.84,3.16,28.19,7.47,1.086,0.164,0.062,0.065,17.731,0.546,0.0028,123,430,1780,14050,106,0,0.000,5936,3187,2912,5317,772,3257,7387,0.00,1.27,12191,34.4836,66708,9407,539312,3474.9,-0.0,468809,57.463,2630837.750,1.59e-14,0.00092,30.00,246953,98.062,1.723,95.497,0.841,98.063,8147,1115,2154,0.3849,0.854,1.046,1.388,1.087,0.938,1.161,37496.414,11712.395,178968.414,38109.338,32430.198,14609.225,3307.543,3501.162,0.689,0.571,0.553,0.866,0.708,0.640,7049,61830,0.6868,0.6304,0.5962,0.9999,0.0499,0.0489,0.5547,0.8140,0.8672,0.1060,0.0531,0.0245,0.0000,0.7360,0.9595,0.0900,0.6327,0.9567,0.00246,14127,0.9999,0.7923,0.7935,0.9987,0.0499,0.0489,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0090,4.7743,5.2571,0.0939,0.2328,0.1920,0.452,0.485,0.456,0.478,9867,0.1786,0.0101,0.0119,0.00244,0.00159,0.00142,23.27,27.93,27.48,71.0376,0.0461,69.7230,34.6530,22.8105,1084725,1531697,0.6869,0.0063,1730.6,71.0376,21.62,0,0,0,0,0,0,0,21417.930,19416.855,0.9573
2000,11150,2348,66220,124605,110016,57533,852,39225,1375,0,322287,2414616,31551.964,27991.996,0.8996,9872.286,0.095,0.566,0.128,0.212,0.494,0.341,755,0.0885,0.6980,0.079,13.5,34.0,67.0,32.33,1.68,7.67,0.88,22.09,7.22,1.142,0.212,0.055,0.059,6.648,0.349,0.0049,100,536,734,14164,58,0,0.000,5276,876,2247,8027,558,1067,9525,0.00,8.90,13691,14.5372,66810,10875,498152,1724.0,-0.0,525436,19.356,2630837.750,1.15e-14,0.00005,25.34,41663,26.533,1.718,24.198,0.618,26.534,2687,2932,5531,0.2996,0.897,1.081,1.472,1.270,0.921,1.197,13181.719,11308.538,10559.784,13113.549,17750.916,10028.244,2236.773,5854.694,0.450,0.565,0.475,0.458,0.453,0.478,12122,19735,0.5599,0.4770,0.5690,0.9993,0.0374,0.0456,0.6341,0.9131,0.9837,0.1109,0.0462,0.0172,0.0000,0.3977,0.9314,0.2341,0.6638,0.9774,0.00248,3577,0.9990,0.8034,0.8042,0.9980,0.0374,0.0456,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.1374,4.9272,5.1883,0.0421,0.1060,0.0907,0.129,0.218,0.164,0.176,2574,0.1152,0.0037,0.0043,0.00244,0.00081,0.00068,26.44,28.52,27.44,173.7012,0.0868,31.0720,10.3159,9.0399,1095799,1528544,1.4155,0.0548,3028.6,173.7012,26.00,0,0,0,0,0,0,0,18119.710,16237.510,0.9552
3000,10206,1791,76221,145916,128328,68967,728,39310,1441,0,384245,3031962,36243.834,29706.255,0.7989,10521.120,0.068,0.722,0.068,0.142,0.486,0.349,752,0.1210,0.7091,0.063,15.1,35.4,63.2,28.80,1.20,9.50,0.76,17.34,6.35,1.302,0.258,0.062,0.064,5.816,0.287,0.0049,86,327,536,13572,27,0,0.000,4933,27,1766,8413,292,1899,8015,4.25,16.08,14793,17.2893,66701,12547,465671,2725.3,-0.0,560210,14.428,2630837.750,1.42e-14,0.00363,14.43,48509,26.049,1.758,23.762,0.529,26.050,3619,2447,4140,0.2707,0.964,1.226,1.769,1.485,0.961,1.344,12745.930,13967.064,13021.332,12636.545,21107.077,7785.908,2859.726,8539.500,0.461,0.531,0.469,0.467,0.454,0.495,14861,30711,0.6457,0.3449,0.4000,0.9991,0.0329,0.0462,0.7085,1.0794,0.9391,0.0663,0.0327,0.0221,0.0000,0.0000,0.9047,0.0565,0.6328,0.9907,0.00249,3848,0.9994,0.8598,0.7840,0.9983,0.0329,0.0462,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.4885,4.5049,5.1753,0.0382,0.1030,0.0738,0.117,0.155,0.145,0.108,1855,0.0905,0.0040,0.0038,0.00218,0.00081,0.00104,21.94,26.90,27.57,659.6308,0.1032,34.0662,4.6993,9.7283,1097314,1527980,1.9268,0.1098,3658.1,659.6308,22.38,0,0,0,0,0,0,0,19185.135,16940.024,0.9276
4000,9449,1586,64172,113851,97791,49228,451,30315,1291,0,327183,2740279,29535.348,25553.884,0.8383,8411.093,0.065,0.824,0.038,0.072,0.478,0.362,501,0.1146,0.6993,0.055,17.0,32.9,64.6,28.09,0.96,9.23,0.55,17.36,6.18,1.360,0.256,0.071,0.076,5.615,0.240,0.0046,80,322,429,8970,12,0,0.000,4510,36,1785,7628,234,1258,7957,5.75,15.91,18205,18.6448,66754,16559,443639,2341.1,0.0,587459,10.872,2630837.750,2.35e-14,0.00148,37.93,40336,21.394,1.726,19.138,0.530,21.394,2914,2418,4117,0.2832,0.987,1.330,1.873,1.543,0.974,1.457,8682.012,12895.524,11229.868,8594.223,18122.350,8204.676,1841.549,7096.567,0.425,0.540,0.471,0.447,0.356,0.468,21560,29165,0.6496,0.3174,0.2927,0.9984,0.0342,0.0613,0.6786,1.1456,0.9287,0.0699,0.0059,0.0178,0.0000,0.8329,0.9667,0.1483,0.6761,0.9932,0.00250,2436,0.9983,0.9018,0.7846,0.9984,0.0342,0.0613,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.3526,4.3654,5.3503,0.0365,0.0869,0.0729,0.123,0.150,0.127,0.123,1722,0.0928,0.0069,0.0033,0.00218,0.00061,0.00117,26.40,26.70,27.94,923.1239,0.1091,27.1031,4.1436,6.7288,1099423,1526232,1.9971,0.1266,3953.6,923.1239,25.42,0,0,0,0,0,0,0,17142.791,15005.730,0.9241
5000,10962,2251,87021,167438,146159,79663,754,37046,1944,0,406125,3745762,40482.592,34737.111,0.8530,13086.543,0.055,0.827,0.043,0.075,0.513,0.349,689,0.1075,0.7013,0.067,17.0,31.8,67.8,27.41,1.75,8.18,0.55,16.92,5.94,1.429,0.231,0.112,0.120,5.775,0.282,0.0045,73,289,570,11677,74,15,0.238,5240,154,1853,8955,562,1942,8458,4.25,12.46,17901,20.4214,66743,16840,421656,2359.3,0.0,615677,12.066,2630837.750,1.06e-14,0.00236,12.68,64177,29.369,1.709,26.776,0.883,29.369,4613,2093,4256,0.2308,0.962,1.428,1.935,1.548,0.951,1.536,11649.494,16140.388,17364.167,11572.460,24632.509,9441.725,2052.142,10156.701,0.473,0.551,0.521,0.479,0.419,0.507,26552,40896,0.5668,0.2466,0.2770,0.9984,0.0321,0.0548,0.6485,1.0421,0.9763,0.1121,0.0099,0.0235,0.0000,0.0000,0.7666,0.2010,0.6638,0.9670,0.00249,3719,0.9989,0.8102,0.8089,0.9977,0.0321,0.0548,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.3909,4.6002,5.6507,0.0356,0.0816,0.0708,0.112,0.135,0.128,0.112,1903,0.0844,0.0048,0.0025,0.00234,0.00071,0.00111,24.67,27.69,27.95,1274.0069,0.1137,36.6821,4.9250,7.1411,1100534,1524345,1.3944,0.0907,3910.6,1274.0069,23.03,0,0,0,0,0,0,0,21650.567,18656.906,0.9179
6000,10668,2234,67534,122613,106956,54543,536,31559,1086,0,274534,3081180,33040.957,24977.309,0.9150,9276.895,0.048,0.829,0.047,0.076,0.492,0.371,375,0.0953,0.6860,0.062,17.0,34.1,73.6,29.29,2.33,7.95,0.70,18.32,6.09,1.408,0.210,0.169,0.180,6.081,0.279,0.0044,81,338,565,8848,133,19,0.183,5491,209,1776,8683,938,1776,7954,4.75,11.95,19302,21.1076,66754,17830,400499,2055.6,-0.0,644639,12.286,2630837.750,1.26e-14,0.00105,23.20,45541,25.047,1.756,22.451,0.841,25.048,4888,2075,3705,0.2437,0.956,1.336,1.952,1.516,0.947,1.524,10233.202,10888.209,16080.422,10132.667,16104.764,8575.874,1756.474,5368.065,0.480,0.532,0.473,0.472,0.398,0.458,33957,31601,0.4890,0.3034,0.3214,0.9993,0.0334,0.0599,0.5995,0.9404,0.9461,0.1327,0.0153,0.0225,0.0000,0.5453,0.9449,0.0865,0.6484,0.9523,0.00248,1929,0.9993,0.8193,0.8146,0.9983,0.0335,0.0600,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.2189,4.5869,5.5838,0.0365,0.0925,0.0721,0.114,0.130,0.114,0.147,1653,0.0669,0.0045,0.0043,0.00225,0.00064,0.00085,23.19,27.36,27.29,1668.1413,0.0993,26.6180,5.6168,6.6693,1101936,1522782,0.7493,0.0289,3535.2,1668.1413,19.40,0,0,0,0,0,0,0,15700.413,13685.758,0.9292
7000,9181,2243,67088,132114,117025,64580,446,29840,1202,3,280966,3185218,34934.779,27017.487,0.9520,10300.397,0.045,0.841,0.049,0.065,0.504,0.372,371,0.0999,0.6707,0.071,18.5,34.8,76.4,28.78,2.84,8.26,0.75,16.93,5.88,1.466,0.223,0.204,0.218,6.323,0.298,0.0042,80,347,502,8310,45,18,0.067,5100,1301,1140,6740,871,1310,7000,3.58,11.14,19077,22.1078,66821,18524,378214,1823.4,-0.0,674764,12.073,2630837.750,8.85e-15,0.00099,24.47,50494,26.719,1.828,24.127,0.763,26.720,4598,1357,3226,0.1689,0.991,1.480,1.958,1.587,0.951,1.509,9191.560,10919.206,19885.142,9063.467,16286.567,9492.730,1296.445,5927.916,0.511,0.527,0.481,0.502,0.466,0.492,39601,33499,0.5786,0.2528,0.3543,0.9998,0.0390,0.0566,0.6175,0.8364,0.9410,0.1495,0.0484,0.0346,0.0000,0.4897,0.9152,0.2945,0.6909,0.9489,0.00243,2427,0.9993,0.7111,0.7984,0.9981,0.0390,0.0567,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.4714,4.6519,5.5330,0.0342,0.0992,0.0852,0.120,0.150,0.111,0.166,1604,0.0666,0.0037,0.0032,0.00239,0.00076,0.00085,27.05,27.16,27.31,1817.1916,0.0946,25.7423,6.2486,5.8248,1103687,1521786,0.5941,0.0138,3109.5,1817.1916,21.78,0,0,0,0,0,0,0,16717.090,14556.011,0.9233
8000,8489,1827,74885,154190,138677,78881,424,30966,1403,3,293672,2982765,39083.426,29144.955,0.8927,12759.475,0.047,0.838,0.050,0.066,0.485,0.386,500,0.1085,0.6682,0.064,18.5,36.9,75.8,31.16,2.28,8.16,0.92,19.80,6.12,1.390,0.214,0.188,0.195,6.381,0.301,0.0045,70,305,533,7557,69,21,0.235,4371,642,1138,6709,879,823,6787,4.42,12.94,19939,21.8262,66723,17030,356653,2913.2,-0.0,697989,11.106,2630837.750,3.89e-15,0.00069,7.77,57654,27.341,1.780,25.024,0.537,27.342,3243,1831,3415,0.2388,0.952,1.330,1.980,1.562,0.951,1.462,10891.366,15465.607,17190.703,10805.313,23846.886,8424.603,1311.265,6649.612,0.461,0.514,0.492,0.487,0.456,0.554,39754,37081,0.6268,0.2347,0.2596,0.9997,0.0302,0.0528,0.5751,0.8002,0.8762,0.1455,0.0196,0.0228,0.0000,0.0000,0.8884,0.1343,0.6441,0.9427,0.00249,4643,0.9990,0.7411,0.7982,0.9982,0.0302,0.0528,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.3160,4.5087,5.4967,0.0352,0.1289,0.1154,0.168,0.235,0.208,0.209,1481,0.0614,0.0032,0.0038,0.00215,0.00076,0.00084,23.89,27.36,27.21,1420.8033,0.0874,35.0641,5.2062,5.8994,1105794,1520002,1.0690,0.1032,3129.5,1420.8033,16.84,0,0,0,0,0,0,0,16385.480,14061.389,0.9364
9000,7686,1716,50997,100840,89525,49511,332,20324,576,1,170685,2028287,28784.535,17593.723,1.0045,6877.913,0.051,0.829,0.052,0.068,0.467,0.399,233,0.0896,0.6643,0.069,18.0,38.4,75.2,31.03,2.68,7.95,1.13,19.26,6.21,1.371,0.206,0.246,0.258,6.651,0.256,0.0040,72,329,432,4329,54,21,0.236,4197,43,1363,6280,213,1424,6049,4.25,12.59,23895,24.0948,66707,18411,342967,2988.5,0.0,711202,8.501,2630837.750,8.67e-15,0.00411,30.68,36819,17.937,1.699,15.813,0.424,17.937,3294,1615,2777,0.2278,0.963,1.289,1.933,1.559,0.959,1.388,7496.188,11153.052,13252.548,7429.504,14980.396,6156.232,952.610,3606.968,0.467,0.498,0.449,0.518,0.413,0.515,42858,27878,0.5829,0.2036,0.3137,0.9999,0.0271,0.0624,0.5731,0.8102,0.7949,0.1522,0.0308,0.0312,0.0000,0.7630,0.9509,0.1245,0.7309,0.9587,0.00248,1817,0.9991,0.7263,0.7359,0.9981,0.0271,0.0624,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.4206,4.4433,5.2583,0.0379,0.1419,0.1341,0.239,0.270,0.208,0.284,1204,0.0791,0.0020,0.0036,0.00231,0.00072,0.00092,25.55,27.09,27.55,1407.1966,0.0722,22.7741,4.2149,4.2859,1106367,1519652,1.9375,0.1864,3160.4,1407.1966,18.95,0,0,0,0,0,0,0,10715.810,9374.377,0.9400
10000,10323,1938,74241,154162,137440,79496,425,28067,1421,1,314188,2806526,39689.304,29059.150,0.9397,10605.656,0.061,0.816,0.060,0.064,0.487,0.377,522,0.0883,0.6725,0.074,18.7,35.7,72.1,29.54,2.41,7.29,0.69,19.15,5.96,1.425,0.195,0.219,0.232,5.302,0.227,0.0042,68,299,413,8091,41,24,0.187,5242,35,1285,9003,420,1659,8244,5.77,13.47,27534,25.9106,66726,16120,327494,4389.8,-0.0,720896,9.555,2630837.750,3.01e-15,0.00286,11.37,58476,25.160,1.699,22.523,0.938,25.191,4313,1781,4229,0.2097,0.953,1.379,1.983,1.540,0.946,1.511,11658.615,17427.154,14422.390,11590.863,24281.707,8221.477,1280.772,8951.246,0.493,0.524,0.466,0.502,0.477,0.543,39651,35152,0.5440,0.1794,0.2310,0.9999,0.0325,0.0473,0.6115,0.7667,0.7977,0.1470,0.0264,0.0331,0.0000,0.0114,0.7697,0.1878,0.6970,0.9525,0.00245,5918,0.9989,0.6241,0.7423,0.9976,0.0325,0.0473,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.6849,4.4489,5.6506,0.0301,0.0921,0.0821,0.144,0.145,0.104,0.163,1045,0.0574,0.0021,0.0025,0.00253,0.00072,0.00108,25.86,28.36,28.34,1553.6864,0.0849,36.2894,3.9729,5.5818,1107561,1517633,2.3553,0.1924,3065.7,1553.6864,19.36,0,0,0,0,0,0,0,18453.494,16052.213,0.9263
