step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_broken,deaths_body,cells_broken,plant_intake,meat_intake,stay,forward,left,right,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,bite_mean,bite_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,meat_per_cell,kills_young_share,meat_majority,contacts,shell_mean,open_mean,full_share,damaged_share,biters_share,mass_p10,mass_p50,mass_p90,mass_max,occupied_cells,cover,wasted,intake_per_gut,crossers,pop_none,blocked,shoves,turns_blocked,births_no_room,foot_mean,len_fwd,len_side,bite_any_mean,biters_any_share,shell_front,shell_back,shell_side,pushes,move_spent,shaded,dead,carrion,soil,matter,barren,rot,spent,flow,soil_cells,deep,air,rain,shade,trees,tree_res,res_max,tree_eaten,fruit,fruit_stock,fruit_eaten,clones,mutations,fat_mean,fat_stock,worth,kill_gain,size_mean,density_mean,density_std,sun,cloud_std,digest_mean,digest_std,flesh_guts,dung,side_mean,side_std,size_p10,size_p50,size_p90,size_max,fat_spent,fat_over,on_fat,breed_share,breed_denied,dry,water,leached,mixed,root_stock,stored,dug
10000,2055,1.228,0.722,10.82,39165,29254,3793,2734,2759,322272,1143589.5,629027.8,0.312,0.362,0.163,0.162,62,38.89,22.03,1.82,5.26,9.65,9.04,0.46,2.54,14.85,11.56,0.04,0.34,0.250,0.209,1511,0.040,0.042,0.950,0.000,0.007,268382,253442,26,0.623,0.126,0.077,6777153,0.273,2.750,0.060,3.65,83953,627,1.952,0.204,0.405,10777760,1.53,4.29,0.285,0.653,0.022,9.7,38.4,64.9,151.1,55040,0.210,0.00,0.0037,0.084,472,0.955,0.000,0.644,0.855,4.55,5.61,5.68,0.20,0.064,1.63,1.45,1.53,0.963,0.00078,1.70,97.9801,2742.77,101306.0,140185.7,15.229,118.3255,163.383,0.000,1.000,0.122,50.1,67.511,248.210,702,3008.5,49.87,23.265,172.053,5878.0,101.939,0.135,2.00,11.1302,22872.5,0.6541,0.4375,26.78,1.371,0.195,1.5345,0.0000,0.510,0.116,0.477,0.0000,6.63,1.10,8,26,48,84,63.9125,2.0065,0.6097,0.0000,0.0000,58.7703,100.00,54.0465,413.5748,0.0,0.0000,0.0000
20000,1935,1.456,0.445,13.11,22086,19456,677,1901,172,283557,387930.4,232153.0,0.171,0.683,0.080,0.066,140,31.53,17.18,1.89,4.99,4.16,5.70,0.29,1.95,16.44,13.46,0.04,0.26,0.128,0.166,1263,0.042,0.081,0.906,0.001,0.012,74663,64660,6,0.374,0.187,0.050,970076,0.180,2.432,0.032,8.65,30882,562,0.819,0.199,0.342,6313351,1.57,3.51,0.297,0.592,0.022,7.8,32.9,50.9,124.1,44087,0.168,0.00,0.0012,0.089,412,0.783,0.000,0.650,0.710,4.06,4.96,5.16,0.10,0.044,1.57,1.43,1.68,0.794,0.00203,1.80,21.1412,2733.46,101878.5,140185.7,0.020,32.6884,64.911,0.000,1.000,0.002,49.8,28.786,66.174,195,622.7,50.07,4.935,52.764,3565.2,30.045,0.133,2.00,13.9206,26936.4,1.0089,0.4169,22.78,1.366,0.383,0.4655,0.0000,0.529,0.127,0.525,0.0000,5.86,0.87,6,22,41,81,24.6329,0.2208,0.4703,0.0000,0.0000,13.0313,100.00,105.0989,217.6836,0.0,0.0000,0.0000
30000,2311,1.084,0.542,15.43,68528,55763,1218,9807,1364,808129,1179396.8,1027001.0,0.110,0.722,0.092,0.076,74,31.65,18.12,3.62,7.63,3.68,5.38,0.49,2.06,15.14,11.47,0.18,0.68,0.110,0.147,1681,0.024,0.052,0.941,0.000,0.007,393288,343392,22,0.254,0.289,0.106,2003283,0.204,2.998,0.037,5.20,166244,569,1.271,0.204,0.317,20201049,2.07,3.10,0.257,0.614,0.081,8.0,31.3,51.5,161.7,53002,0.202,0.00,0.0034,0.075,633,0.871,0.000,0.767,0.826,4.06,5.02,5.10,0.25,0.109,2.23,1.77,2.17,0.883,0.00273,2.25,110.8774,3267.72,87310.1,140185.7,9.840,118.2010,171.188,0.000,1.000,0.000,60.3,66.784,245.724,323,1138.0,98.00,6.343,181.247,4198.4,116.572,0.134,2.00,17.2975,39974.4,1.1834,0.5737,22.93,1.369,0.511,1.5345,0.0000,0.599,0.237,0.519,0.0000,5.78,0.99,6,22,41,81,57.2353,3.2435,0.6019,0.0000,0.0000,52.8798,100.00,65.8272,461.1969,0.0,0.0000,0.0000
40000,1813,1.052,0.449,10.09,20451,18321,1110,1045,473,172817,448438.9,213216.1,0.088,0.693,0.127,0.092,141,31.73,19.68,6.99,10.40,6.03,7.88,0.90,2.85,18.31,13.01,1.02,1.67,0.178,0.221,1425,0.023,0.075,0.915,0.000,0.010,88133,78659,11,0.321,0.293,0.198,2086401,0.213,2.626,0.030,10.10,34862,693,1.234,0.197,0.287,6763398,2.89,3.84,0.216,0.592,0.325,8.4,28.3,61.0,122.0,58429,0.223,0.00,0.0014,0.079,425,0.747,0.000,0.630,0.772,5.12,5.95,6.15,1.17,0.347,3.31,1.82,3.34,0.752,0.00180,2.83,25.7526,2637.71,94378.2,140185.7,0.072,28.5762,73.350,0.000,1.000,0.000,46.4,33.286,61.407,108,397.7,67.26,3.108,51.055,4026.3,34.856,0.136,2.00,19.4932,35341.2,0.9099,0.4556,32.23,0.868,0.203,0.4655,0.0000,0.430,0.100,0.196,0.0000,6.94,0.88,9,33,56,89,29.2133,0.8051,0.5996,0.0000,0.0000,12.2195,100.00,100.5528,224.3802,0.0,0.0000,0.0000
50000,2362,0.953,0.596,9.92,41536,32389,3179,2244,3175,283319,1079821.5,539796.5,0.075,0.629,0.167,0.129,85,37.46,24.07,9.09,11.36,5.65,8.40,0.59,2.74,15.48,11.42,1.10,1.74,0.117,0.168,1767,0.012,0.049,0.941,0.000,0.010,274769,254225,12,0.388,0.180,0.097,3433932,0.218,3.218,0.040,3.87,98384,639,1.905,0.275,0.300,16156490,3.47,5.18,0.148,0.549,0.340,7.3,34.6,68.5,131.5,72774,0.278,0.00,0.0030,0.065,662,0.905,0.000,0.772,0.849,4.92,5.70,6.03,1.32,0.359,3.92,2.28,3.97,0.909,0.00093,2.42,87.9194,3729.31,85420.1,140185.7,17.235,117.2981,146.173,0.000,1.000,0.026,53.4,60.395,245.712,230,936.3,76.37,3.660,174.720,4865.4,106.458,0.134,2.00,17.3257,40923.4,0.9197,0.5430,30.81,1.015,0.195,1.5345,0.0000,0.478,0.087,0.381,0.0000,7.12,0.84,6,30,58,100,53.9784,4.2300,0.6736,0.0000,0.0000,53.1666,100.00,58.1253,421.5900,0.0,0.0000,0.0000
60000,2128,0.966,0.485,10.03,20166,16012,1788,1437,1163,172401,410260.9,169328.2,0.060,0.695,0.127,0.119,142,33.97,22.28,8.18,9.32,6.42,9.01,0.26,1.82,13.11,9.77,1.39,1.93,0.132,0.176,1587,0.023,0.075,0.917,0.000,0.008,67470,59772,10,0.294,0.127,0.040,994829,0.189,2.460,0.036,8.69,24994,675,0.982,0.186,0.296,8346906,3.29,5.96,0.087,0.627,0.397,8.0,30.3,64.4,144.1,59518,0.227,0.00,0.0015,0.093,535,0.802,0.000,0.770,0.708,4.77,5.38,5.96,1.54,0.407,3.71,2.04,3.91,0.806,0.00126,2.50,20.4657,2200.53,94621.2,140185.7,0.174,30.8250,69.038,0.000,1.000,0.000,47.7,31.161,64.163,209,732.1,78.85,3.151,52.377,4663.5,32.550,0.136,1.99,16.0126,34074.7,1.0056,0.4239,27.97,1.013,0.177,0.4655,0.0000,0.466,0.073,0.260,0.0000,7.10,0.71,6,25,49,96,27.6447,0.8291,0.6339,0.0000,0.0000,12.5338,100.00,101.0781,223.3620,0.0,0.0000,0.0000
70000,2559,0.927,0.513,9.73,57552,43479,3359,3776,6507,293143,1053918.5,497757.4,0.050,0.651,0.191,0.108,89,31.00,24.54,6.96,9.71,4.49,7.78,0.34,1.88,12.48,10.39,0.96,1.67,0.092,0.152,1704,0.023,0.068,0.920,0.000,0.012,255930,235717,9,0.388,0.148,0.052,1477356,0.235,2.651,0.038,4.49,89339,576,1.698,0.281,0.281,19326696,2.98,7.31,0.083,0.503,0.301,5.5,23.2,66.1,169.8,62104,0.237,0.00,0.0033,0.074,647,0.891,0.000,0.859,0.776,4.30,5.02,5.52,1.10,0.313,3.36,2.00,3.40,0.895,0.00096,3.20,75.0005,2760.00,83974.9,140185.7,17.857,113.0415,153.454,0.000,1.000,0.047,60.2,64.595,243.365,210,754.5,61.31,3.490,174.211,4607.9,102.939,0.134,2.01,17.1122,43790.0,1.1738,0.5713,24.27,1.071,0.173,1.5345,0.0000,0.482,0.082,0.384,0.0000,7.04,0.71,5,19,49,93,56.8404,5.3090,0.6381,0.0000,0.0000,51.6450,100.00,60.7681,444.5506,0.0,0.0000,0.0000
80000,1883,1.044,0.490,8.69,22596,18154,1637,1867,1614,152553,418129.6,168696.2,0.047,0.729,0.158,0.067,148,36.18,25.33,8.86,11.66,5.35,8.57,0.63,3.29,13.88,10.20,1.13,1.77,0.100,0.161,1286,0.036,0.102,0.884,0.000,0.013,66485,59491,8,0.569,0.031,0.082,799368,0.202,2.636,0.036,10.73,22865,667,1.106,0.177,0.237,8885621,3.45,6.18,0.078,0.539,0.338,8.6,29.2,69.2,186.5,54086,0.206,0.00,0.0016,0.094,479,0.766,0.000,0.784,0.669,4.77,5.08,6.57,1.32,0.352,3.94,2.13,3.98,0.770,0.00168,3.49,19.6767,2110.45,95378.7,140185.7,0.101,28.9049,71.977,0.000,1.000,0.000,38.5,32.849,59.443,160,600.3,63.47,2.385,49.885,5011.7,31.317,0.135,2.00,17.7477,33418.9,0.9806,0.4925,28.72,1.050,0.184,0.4655,0.0000,0.484,0.067,0.395,0.0000,7.34,0.67,7,23,56,81,28.8063,0.8784,0.6203,0.0000,0.0000,12.0676,100.00,101.6638,223.7103,0.0,0.0000,0.0000
90000,2473,0.990,0.555,8.67,55222,41785,3198,3634,6015,268051,1040136.1,531727.4,0.058,0.650,0.233,0.058,92,32.41,24.70,7.79,10.89,4.71,8.13,0.55,3.18,12.68,9.39,0.93,1.62,0.097,0.159,1702,0.013,0.068,0.918,0.000,0.015,257971,238415,3,0.582,0.199,0.072,2100000,0.261,2.859,0.039,4.74,82160,625,1.984,0.226,0.349,17931392,3.16,7.53,0.084,0.530,0.289,5.6,25.7,68.9,149.5,63655,0.243,0.00,0.0033,0.063,550,0.875,0.000,0.851,0.787,4.40,4.84,6.00,1.11,0.301,3.53,2.00,3.66,0.879,0.00117,3.61,79.6430,3425.65,84896.7,140185.7,19.453,111.0013,150.210,0.000,1.000,0.004,56.0,62.117,241.717,175,670.0,61.40,2.725,169.423,4824.6,101.377,0.135,2.00,17.0190,42088.0,1.1408,0.6223,25.74,1.066,0.176,1.5345,0.0000,0.508,0.069,0.547,0.0000,7.27,0.66,5,21,54,81,54.6840,4.5510,0.6098,0.0000,0.0000,54.1818,100.00,60.0611,435.6661,0.0,0.0000,0.0000
100000,2080,0.947,0.460,8.15,21629,17556,1502,1618,1346,144851,418130.8,178501.0,0.055,0.709,0.192,0.044,148,34.84,25.82,8.56,12.05,5.18,8.33,0.62,2.71,12.85,9.47,0.90,1.63,0.090,0.144,1334,0.043,0.095,0.895,0.000,0.010,70447,62433,6,0.414,0.243,0.150,1380644,0.234,2.597,0.031,11.03,22754,780,1.232,0.144,0.290,8143002,3.36,6.64,0.098,0.554,0.272,6.1,27.2,73.5,115.1,56588,0.216,0.00,0.0016,0.110,549,0.748,0.000,0.757,0.700,4.71,4.87,6.51,1.10,0.281,3.81,2.03,3.92,0.752,0.00157,3.72,20.7456,1980.74,94213.2,140185.7,0.155,28.4086,71.169,0.000,1.000,0.000,45.5,32.463,59.004,206,764.7,74.93,1.917,48.908,4484.7,31.038,0.136,2.00,16.8108,34966.5,1.0443,0.5163,27.21,1.066,0.159,0.4655,0.0000,0.486,0.068,0.428,0.0000,7.30,0.63,6,22,57,81,28.0674,1.1195,0.6293,0.0000,0.0000,12.4590,100.00,101.5162,228.5406,0.0,0.0000,0.0000
