step,event,lineage,other,size
5000,birth,1,0,702
5000,birth,2,0,5
5000,birth,3,0,38
5000,birth,4,0,6
5000,birth,5,0,39
5000,birth,7,0,38
5000,birth,8,0,37
5000,birth,9,0,7
5000,birth,10,0,30
5000,birth,11,0,32
5000,birth,12,0,36
5000,birth,19,0,251
5000,birth,24,0,25
5000,birth,25,0,14
5000,birth,26,0,150
5000,birth,27,0,39
5000,birth,29,0,42
5000,birth,31,0,67
5000,birth,33,0,29
5000,birth,37,0,28
5000,birth,40,0,21
5000,birth,43,0,35
5000,birth,45,0,13
5000,birth,49,0,8
5000,birth,50,0,10
5000,birth,59,0,20
5000,birth,60,0,7
5000,birth,61,0,37
5000,birth,62,0,25
5000,birth,63,0,6
5000,birth,92,0,30
5000,birth,105,0,8
5000,birth,111,0,20
5000,birth,125,0,32
5000,birth,126,0,38
6000,birth,133,0,7
6000,birth,134,0,34
6000,birth,141,0,28
6000,extinct,63,0,6
7000,merge,111,1,23
7000,extinct,133,0,7
8000,birth,127,0,15
8000,birth,130,0,16
8000,birth,150,0,16
8000,birth,154,0,14
8000,split,157,1,11
8000,split,158,7,11
8000,birth,160,0,6
8000,birth,162,0,6
8000,extinct,45,0,5
9000,birth,140,0,16
9000,split,163,1,112
9000,split,165,92,17
9000,extinct,3,0,25
9000,extinct,5,0,6
9000,extinct,10,0,5
9000,extinct,25,0,19
9000,extinct,27,0,10
9000,extinct,49,0,15
9000,extinct,92,0,5
10000,split,170,1,44
10000,split,175,149,12
10000,extinct,19,0,40
10000,extinct,62,0,25
10000,extinct,157,0,6
11000,split,177,26,142
11000,split,179,5,9
11000,extinct,130,0,13
11000,extinct,160,0,6
11000,extinct,162,0,6
11000,extinct,165,0,5
11000,extinct,175,0,12
12000,split,183,19,35
12000,split,185,1,10
12000,extinct,2,0,5
12000,extinct,9,0,8
12000,extinct,33,0,9
12000,extinct,50,0,8
12000,extinct,126,0,7
12000,extinct,134,0,10
12000,extinct,150,0,12
12000,extinct,154,0,16
13000,extinct,11,0,5
13000,extinct,158,0,10
13000,extinct,179,0,5
14000,split,192,1,13
14000,split,193,1,89
14000,split,200,1,15
14000,extinct,4,0,5
14000,extinct,12,0,15
14000,extinct,24,0,5
14000,extinct,59,0,6
14000,extinct,60,0,10
14000,extinct,105,0,16
14000,extinct,127,0,10
15000,split,204,192,9
15000,extinct,29,0,10
15000,extinct,37,0,9
15000,extinct,43,0,10
15000,extinct,61,0,11
15000,extinct,163,0,5
15000,merge,177,26,46
15000,extinct,185,0,10
16000,extinct,7,0,9
16000,extinct,8,0,16
16000,extinct,40,0,10
16000,extinct,125,0,11
16000,extinct,141,0,7
16000,extinct,192,0,13
17000,extinct,140,0,13
17000,extinct,183,0,7
18000,extinct,1,0,14
18000,extinct,170,0,11
18000,extinct,200,0,6
19000,extinct,31,0,5
21000,split,227,26,36
22000,split,228,193,14
23000,split,212,1,57
23000,split,230,193,11
25000,extinct,204,0,6
26000,split,229,193,19
26000,split,234,26,34
27000,extinct,228,0,11
30000,extinct,193,0,5
31000,split,240,26,18
31000,extinct,229,0,19
31000,extinct,234,0,5
32000,split,243,26,5
32000,extinct,212,0,5
32000,extinct,227,0,5
32000,extinct,230,0,10
33000,extinct,243,0,5
34000,extinct,240,0,5
47000,split,263,26,9
50000,split,274,26,73
50000,split,278,26,25
50000,extinct,263,0,6
54000,split,287,26,35
54000,extinct,278,0,15
55000,split,298,26,140
55000,split,300,287,13
56000,split,306,298,9
56000,extinct,274,0,15
57000,split,307,26,54
57000,split,308,26,10
59000,extinct,306,0,6
60000,extinct,300,0,8
62000,split,318,26,26
62000,split,319,298,126
63000,extinct,308,0,5
65000,split,328,318,22
65000,extinct,287,0,65
66000,split,330,26,93
66000,extinct,319,0,126
67000,split,335,298,41
67000,split,336,26,6
67000,split,337,26,39
68000,split,340,26,258
68000,split,343,298,6
68000,extinct,328,0,10
70000,split,350,298,832
70000,split,352,298,9
70000,extinct,336,0,12
70000,extinct,337,0,8
71000,split,353,298,6
71000,split,354,26,6
71000,extinct,307,0,10
71000,extinct,318,0,5
72000,split,358,26,112
72000,split,359,340,24
72000,split,361,340,33
72000,extinct,343,0,6
73000,split,364,359,19
74000,extinct,330,0,11
74000,extinct,352,0,5
74000,extinct,353,0,7
74000,extinct,354,0,6
75000,split,383,298,22
75000,split,384,350,12
75000,extinct,335,0,5
75000,extinct,340,0,9
75000,extinct,359,0,7
75000,extinct,361,0,8
76000,extinct,298,0,8
77000,split,404,350,85
79000,split,411,404,307
79000,extinct,26,0,5
81000,extinct,384,0,14
83000,split,418,350,63
86000,split,439,350,419
86000,split,446,350,43
87000,split,450,350,173
87000,split,451,350,12
87000,split,461,350,30
88000,split,469,452,102
88000,split,475,439,8
88000,split,478,441,7
88000,extinct,404,0,14
89000,split,424,411,56
89000,split,485,350,126
89000,extinct,451,0,9
90000,split,502,350,72
90000,split,503,450,112
90000,split,505,485,21
90000,split,506,439,17
90000,split,513,469,9
90000,split,514,450,5
90000,split,516,350,8
90000,split,522,350,11
90000,extinct,475,0,8
91000,split,537,503,60
91000,split,538,450,6
91000,extinct,383,0,8
91000,extinct,411,0,6
91000,extinct,418,0,8
91000,extinct,478,0,18
92000,split,547,469,6
92000,split,554,350,8
92000,extinct,446,0,9
92000,extinct,514,0,5
92000,extinct,522,0,11
93000,split,566,439,5
93000,split,568,350,55
93000,split,569,439,183
93000,extinct,513,0,7
93000,extinct,516,0,7
93000,extinct,554,0,8
94000,split,587,566,67
94000,split,599,439,14
94000,extinct,502,0,11
94000,extinct,505,0,15
94000,extinct,506,0,11
95000,split,601,364,12
95000,split,602,350,7
95000,split,608,506,9
95000,extinct,350,0,5
95000,extinct,424,0,8
95000,extinct,439,0,10
95000,extinct,485,0,6
95000,extinct,566,0,5
96000,extinct,537,0,10
96000,extinct,547,0,9
97000,split,625,503,26
97000,split,627,569,16
98000,split,631,569,14
98000,extinct,461,0,5
98000,extinct,608,0,6
