step,place,pop,mass,hard,muscle,sensor,digestive,bite,shell,biters,cover,plant_intake,meat_intake,lineages,movers,foot,shell_front,shell_back,dead,carrion,soil,barren,regrowth,cells,rain,trees,fruit,fruit_intake,water,dry,root,root_intake
10000,0,874,39.35,2.31,9.60,0.37,13.97,0.04,1.68,0.019,0.261,444668.7,244230.0,19,79,4.49,1.80,1.65,38.1109,1401.36,32802.1,6.1317,1.2298,5462,22.5065,181,63.1546,395181.8,165.42,2.4843,0.0,0.0000
10000,1,709,37.12,1.49,9.45,0.27,14.46,0.07,1.45,0.028,0.211,442905.7,241545.1,17,93,4.46,1.52,1.36,38.6084,944.38,33992.2,5.9849,1.1862,5461,22.5024,292,67.3514,394844.4,81.35,21.8031,0.0,0.0000
10000,2,472,40.72,1.41,10.05,0.92,17.06,0.03,1.36,0.017,0.157,281465.0,143549.9,12,104,4.79,1.48,1.23,21.2608,397.04,34511.8,3.1126,1.2366,5461,22.5024,229,41.5475,229367.7,53.21,34.4829,0.0,0.0000
20000,0,860,28.60,1.74,4.21,0.27,13.97,0.03,1.52,0.022,0.199,214131.4,135580.3,6,77,3.71,1.41,1.52,13.5701,1273.15,31094.6,0.0074,2.9432,5462,9.5964,61,31.6152,185640.2,165.42,0.8752,0.0,0.0000
20000,1,663,33.43,1.81,4.39,0.26,17.61,0.03,1.56,0.015,0.181,106145.1,63395.7,5,95,4.22,1.64,1.33,5.2728,1125.86,33539.0,0.0079,3.0609,5461,9.5946,57,13.7058,75003.7,81.35,4.5192,0.0,0.0000
20000,2,412,34.62,2.36,3.68,0.37,19.72,0.06,1.68,0.032,0.124,66503.4,33138.2,4,122,4.54,1.79,1.42,2.2984,334.44,37244.9,0.0053,2.6491,5461,9.5946,77,7.4425,39804.3,53.21,7.6369,0.0,0.0000
30000,0,880,32.68,4.57,3.88,0.70,14.98,0.22,2.34,0.111,0.244,451535.0,393808.0,13,79,4.10,2.52,1.98,43.0887,1784.01,27995.8,2.6466,1.2552,5462,22.2642,118,69.1698,442359.4,165.42,2.1299,0.0,0.0000
30000,1,798,29.88,2.65,3.65,0.28,14.52,0.18,1.78,0.069,0.192,476924.4,411810.3,20,94,3.84,1.92,1.49,44.5110,903.83,28965.0,4.8265,1.6458,5461,22.2601,103,72.8369,464461.3,81.35,19.6484,0.0,0.0000
30000,2,633,32.44,3.55,3.45,0.46,16.14,0.12,2.06,0.055,0.171,279780.2,226240.2,14,108,4.29,2.23,1.81,23.2778,579.88,30349.3,2.3664,2.2944,5461,22.2601,102,39.2402,258901.2,53.21,31.1015,0.0,0.0000
40000,0,764,31.27,6.58,5.08,0.91,18.09,0.87,2.79,0.275,0.270,243869.5,120956.3,11,64,4.97,3.14,1.82,16.2189,1382.06,28666.2,0.0414,2.9737,5462,11.0968,39,32.1709,215720.3,165.42,0.9524,0.0,0.0000
40000,1,624,32.49,7.50,6.57,0.96,18.64,1.11,3.06,0.367,0.238,122123.6,60674.8,8,79,5.29,3.50,1.91,6.5697,1039.40,30692.1,0.0134,3.3172,5461,11.0947,36,12.8224,89131.6,81.35,4.0197,0.0,0.0000
40000,2,425,31.43,6.99,6.96,0.77,18.20,1.18,2.83,0.355,0.161,81498.9,31537.8,5,104,5.12,3.33,1.66,2.9640,216.24,35020.0,0.0173,3.8098,5461,11.0947,33,6.0617,43707.5,53.21,7.2474,0.0,0.0000
50000,0,886,34.11,7.81,4.86,0.94,14.89,0.94,3.18,0.298,0.292,423499.1,213739.3,10,83,4.68,3.58,2.23,37.1401,1682.92,28306.4,4.5838,0.8513,5462,20.1342,72,70.1541,420010.4,165.42,2.5120,0.0,0.0000
50000,1,814,37.64,9.71,5.71,0.48,15.37,1.07,3.63,0.328,0.287,400569.8,196242.1,7,70,4.93,4.07,2.38,32.0794,1475.46,28706.5,7.3805,1.0632,5461,20.1305,79,64.7837,393991.5,81.35,18.7510,0.0,0.0000
50000,2,662,41.72,10.03,6.64,0.25,16.41,1.37,3.64,0.411,0.254,267425.8,129869.1,7,82,5.22,4.20,2.22,18.6999,570.93,28407.2,5.2707,1.9543,5461,20.1305,79,39.7825,250575.2,53.21,31.9036,0.0,0.0000
60000,0,977,33.85,7.65,5.95,0.41,13.34,1.27,3.15,0.354,0.303,229553.1,101041.7,10,123,4.66,3.46,2.02,13.3670,998.64,27682.7,0.1151,2.3846,5462,10.3881,53,32.7957,207362.7,165.42,0.8184,0.0,0.0000
60000,1,616,34.54,8.40,7.01,0.16,13.56,1.51,3.35,0.438,0.209,108579.2,41465.3,10,75,4.95,3.80,2.06,4.7879,866.42,31097.1,0.0241,3.0022,5461,10.3862,108,13.2049,79235.2,81.35,4.1255,0.0,0.0000
60000,2,535,33.53,8.88,6.59,0.12,12.15,1.48,3.49,0.426,0.169,71354.0,26885.2,10,96,4.77,4.06,2.03,2.3107,335.47,35841.4,0.0345,3.3020,5461,10.3862,48,6.3761,38899.2,53.21,7.5899,0.0,0.0000
70000,0,1003,31.18,7.09,4.59,0.25,12.21,0.92,2.96,0.297,0.282,407098.8,196520.4,7,92,4.29,3.39,1.97,30.2174,1038.03,25779.6,5.5393,0.8891,5462,21.5344,84,67.6315,401073.8,165.42,2.3693,0.0,0.0000
70000,1,909,31.84,6.86,4.22,0.29,13.45,0.89,2.94,0.284,0.253,397070.3,184841.0,8,98,4.35,3.25,2.14,28.0867,992.10,27229.2,9.0468,1.1675,5461,21.5304,64,66.1866,388962.8,81.35,18.7825,0.0,0.0000
70000,2,647,29.53,6.88,4.70,0.57,11.54,1.10,3.06,0.331,0.176,261356.9,116770.2,6,110,4.25,3.47,1.85,16.6964,729.86,30966.1,3.2710,2.4334,5461,21.5304,62,40.3933,239354.8,53.21,30.4932,0.0,0.0000
80000,0,867,35.95,8.93,5.11,0.33,13.13,1.08,3.48,0.343,0.269,236141.4,98943.8,8,90,4.66,3.94,2.24,13.1409,1361.20,28233.3,0.0537,3.0655,5462,10.9509,52,32.6980,207084.0,165.42,0.6717,0.0,0.0000
80000,1,537,38.76,9.68,6.09,1.00,15.24,1.24,3.72,0.367,0.199,109093.9,44141.3,7,87,5.05,4.28,2.14,4.6057,583.79,31507.4,0.0292,3.8830,5461,10.9489,68,11.7135,70843.9,81.35,3.9788,0.0,0.0000
80000,2,479,33.71,7.82,4.96,0.76,13.71,1.09,3.09,0.299,0.150,72414.7,25583.2,7,114,4.64,3.56,1.92,1.9301,165.47,35638.1,0.0177,3.7795,5461,10.9489,40,5.4736,35246.8,53.21,7.4172,0.0,0.0000
90000,0,1063,30.60,7.08,4.36,0.44,12.73,0.79,2.93,0.254,0.298,420609.4,215517.2,3,89,4.23,3.32,1.88,33.5532,1541.78,25670.3,7.0808,0.9816,5462,20.7083,64,69.2217,413851.3,165.42,2.7295,0.0,0.0000
90000,1,860,32.63,8.28,4.82,0.61,12.07,0.98,3.32,0.305,0.253,374926.0,194090.1,3,66,4.43,3.64,2.13,28.9774,983.65,27862.3,7.4011,1.2001,5461,20.7045,59,62.3730,365728.2,81.35,19.1284,0.0,0.0000
90000,2,550,35.53,8.41,5.19,0.69,13.55,1.11,3.33,0.333,0.178,257403.3,121828.8,3,88,4.67,3.78,2.04,17.1125,900.22,31364.1,4.9707,2.5623,5461,20.7045,52,37.8280,234194.0,53.21,32.3239,0.0,0.0000
100000,0,842,34.40,7.98,4.79,0.67,13.27,0.81,3.21,0.254,0.255,234110.9,108139.4,6,112,4.70,3.58,2.04,14.0439,1260.89,27640.8,0.1057,3.5933,5462,10.8224,84,31.1918,200216.5,165.42,0.9089,0.0,0.0000
100000,1,689,34.65,8.35,5.34,0.54,12.75,0.91,3.31,0.274,0.215,109706.9,40956.5,5,117,4.65,3.77,1.98,4.1267,445.05,30805.3,0.0163,3.9311,5461,10.8204,52,11.6085,70940.7,81.35,4.3477,0.0,0.0000
100000,2,549,35.76,9.73,5.56,0.63,12.31,1.03,3.65,0.297,0.178,73580.8,29452.4,5,142,4.79,4.21,2.06,2.5750,274.80,35767.1,0.0332,3.5077,5461,10.8204,70,6.1078,39222.4,53.21,7.2024,0.0,0.0000
