step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_broken,deaths_body,cells_broken,plant_intake,meat_intake,stay,forward,left,right,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,bite_mean,bite_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,meat_per_cell,kills_young_share,meat_majority,contacts,shell_mean,open_mean,full_share,damaged_share,biters_share,mass_p10,mass_p50,mass_p90,mass_max,occupied_cells,cover,wasted,intake_per_gut,crossers,pop_none,blocked,shoves,turns_blocked,births_no_room,foot_mean,len_fwd,len_side,bite_any_mean,biters_any_share,shell_front,shell_back,shell_side,pushes,move_spent,shaded,dead,carrion,soil,matter,barren,rot,spent,flow,soil_cells,deep,air,rain,shade,trees,tree_res,res_max,tree_eaten,fruit,fruit_stock,fruit_eaten,clones,mutations,fat_mean,fat_stock,worth,kill_gain,size_mean,density_mean,density_std,sun,cloud_std,digest_mean,digest_std,flesh_guts,dung,side_mean,side_std,size_p10,size_p50,size_p90,size_max,fat_spent,fat_over,on_fat,breed_share,breed_denied,dry,water,leached,mixed,root_stock,stored,dug
10000,2475,0.701,0.717,7.70,38915,30021,4332,335,3204,53196,1127217.0,430660.8,0.315,0.326,0.139,0.220,39,30.59,19.90,2.46,6.87,3.45,8.88,4.60,8.90,21.61,15.58,0.05,0.44,0.086,0.189,1247,0.019,0.063,0.926,0.000,0.010,246255,237832,38,0.484,0.187,0.376,8592690,0.299,2.897,0.057,3.94,72868,516,8.096,0.442,0.210,10125522,1.61,7.42,0.137,0.169,0.015,8.5,26.8,58.2,116.7,79504,0.303,0.00,0.0021,0.010,724,0.971,0.000,0.705,0.843,5.09,6.55,6.19,0.11,0.040,1.62,1.70,1.58,0.972,0.00017,1.95,80.3010,2678.99,81936.7,140196.6,16.724,120.3108,167.127,0.000,1.000,0.051,66.2,73.288,246.963,731,3187.2,57.46,24.273,181.464,5590.7,99.643,0.135,2.00,17.4547,43200.4,0.6813,0.3862,32.12,0.965,0.149,1.5288,0.0000,0.511,0.099,0.535,0.0000,8.07,1.25,9,30,61,100,70.2379,2.6263,0.7467,0.0000,0.0000,46.3921,100.00,53.2907,446.6697,0.0,0.0000,0.0000
20000,2376,0.907,0.435,7.69,20167,17127,2144,187,808,23802,371780.2,99553.0,0.295,0.454,0.095,0.156,73,27.83,22.14,2.71,7.07,1.01,4.61,2.09,6.13,19.29,14.59,0.03,0.28,0.024,0.103,899,0.043,0.128,0.854,0.000,0.018,61831,59465,7,0.661,0.017,0.181,5024980,0.288,2.473,0.029,5.94,17977,912,4.183,0.176,0.179,6194417,1.64,9.18,0.081,0.090,0.012,7.2,20.6,58.9,163.2,59645,0.228,0.00,0.0008,0.033,631,0.905,0.000,0.790,0.681,4.62,5.85,6.10,0.07,0.029,1.58,1.87,1.58,0.906,0.00037,1.08,16.8593,2058.80,93225.6,140196.6,0.580,35.1981,63.567,0.000,1.000,0.055,58.7,30.318,72.599,359,1219.3,57.19,5.809,58.447,3511.9,31.263,0.134,2.01,15.2798,36304.9,0.8170,0.3554,25.10,1.040,0.090,0.4712,0.0000,0.449,0.062,0.189,0.0000,8.15,0.83,7,20,49,100,28.9330,0.5170,0.6166,0.0000,0.0000,11.1534,100.00,101.5298,267.9571,0.0,0.0000,0.0000
30000,3285,0.747,0.426,8.01,92701,82535,3195,339,5723,29791,1229729.2,497057.4,0.216,0.494,0.070,0.219,56,21.18,19.48,2.20,6.12,0.96,3.68,1.09,4.52,14.49,11.22,0.05,0.42,0.032,0.114,1282,0.019,0.096,0.882,0.001,0.021,349358,336287,4,0.930,0.047,0.133,4479922,0.297,2.454,0.031,7.15,98376,455,16.685,0.401,0.227,19345665,1.51,11.77,0.042,0.104,0.015,5.3,13.6,47.1,176.4,61579,0.235,0.00,0.0026,0.037,948,0.920,0.000,0.889,0.736,3.96,5.21,5.58,0.07,0.026,1.46,1.63,1.50,0.920,0.00037,3.92,83.3803,2249.46,79129.6,140196.6,31.653,79.6798,193.915,0.000,1.000,0.008,83.5,90.354,242.443,300,1162.2,82.03,8.247,164.294,3303.1,119.833,0.135,2.00,15.2694,50160.1,1.0598,0.5307,18.75,1.041,0.100,1.5288,0.0000,0.438,0.075,0.185,0.0000,8.17,0.94,5,13,40,104,84.2674,4.8725,0.6292,0.0000,0.0000,43.4609,100.00,57.9323,530.9725,0.0,0.0000,0.0000
40000,2931,0.720,0.418,7.93,36268,32922,1705,649,1346,38628,467617.7,132314.6,0.207,0.527,0.051,0.215,96,20.44,16.70,0.95,3.97,4.31,7.56,1.85,6.45,12.30,8.23,0.00,0.06,0.143,0.222,1227,0.049,0.128,0.849,0.001,0.022,86741,80941,6,0.939,0.000,0.142,2300476,0.287,2.233,0.031,10.23,26627,647,3.425,0.210,0.214,8033261,1.24,10.21,0.022,0.268,0.001,5.9,14.3,44.6,153.0,56915,0.217,0.00,0.0013,0.035,867,0.793,0.000,0.826,0.593,4.17,4.50,7.14,0.07,0.027,1.16,1.31,1.28,0.795,0.00050,2.89,19.3790,1707.02,93676.0,140196.6,1.608,23.4382,83.634,0.000,1.000,0.162,57.5,40.229,65.056,292,1128.5,53.48,4.429,51.980,3725.9,36.786,0.135,2.00,12.3872,36306.8,0.8668,0.5415,19.42,1.030,0.088,0.4712,0.0000,0.406,0.051,0.046,0.0000,8.23,0.78,6,14,40,120,37.6274,1.1471,0.6237,0.0000,0.0000,10.4963,100.00,101.0248,309.7931,0.0,0.0000,0.0000
50000,3565,0.737,0.583,12.86,153009,127521,2260,13525,9069,517107,1103590.0,627948.0,0.134,0.662,0.043,0.162,52,17.23,16.71,0.80,3.43,2.74,4.22,0.28,1.61,6.31,7.53,0.01,0.20,0.181,0.173,2168,0.031,0.063,0.891,0.003,0.044,343322,314626,2,0.891,0.106,0.065,2868481,0.268,2.426,0.048,5.63,102460,444,1.214,0.234,0.419,32970613,1.29,20.32,0.000,0.656,0.003,3.9,12.8,36.0,145.5,36137,0.138,0.00,0.0049,0.089,914,0.899,0.000,0.947,0.556,2.74,4.85,2.85,0.05,0.023,1.27,1.40,1.28,0.909,0.00081,2.59,57.7946,1347.87,108007.4,140196.6,17.430,96.1732,208.916,0.000,1.000,0.154,71.1,91.708,245.828,553,1857.9,42.15,9.313,180.818,6090.8,110.548,0.135,2.00,5.2497,18715.1,0.9552,0.6236,10.14,1.656,0.233,1.5288,0.0000,0.393,0.077,0.125,0.0000,8.68,1.33,3,7,22,80,82.8218,6.0048,0.5489,0.0000,0.0000,44.0040,100.00,70.7932,560.2566,0.0,0.0000,0.0000
60000,3470,0.783,0.530,14.27,43718,37490,663,4135,1525,250501,364204.2,176625.5,0.124,0.735,0.036,0.105,87,17.29,16.02,0.59,2.82,3.46,4.69,0.69,3.01,6.33,6.89,0.05,0.47,0.194,0.186,2322,0.023,0.061,0.884,0.005,0.049,73538,62650,5,0.589,0.117,0.125,2358718,0.199,2.379,0.040,6.94,29068,483,0.705,0.173,0.394,11485331,1.18,15.24,0.001,0.633,0.015,3.7,12.8,37.3,146.3,38402,0.146,0.00,0.0017,0.068,888,0.835,0.000,0.868,0.420,2.95,4.18,4.02,0.11,0.035,1.17,1.21,1.18,0.845,0.00068,1.19,11.0280,1897.10,108939.3,140196.6,0.209,33.0739,71.459,0.000,1.000,0.239,63.2,31.873,71.975,374,1315.6,54.75,6.476,57.909,5199.1,29.640,0.136,1.99,5.3576,18590.8,0.9155,0.4569,11.07,1.593,0.435,0.4712,0.0000,0.364,0.073,0.036,0.0000,7.65,1.12,3,8,23,99,28.9492,0.5477,0.5389,0.0000,0.0000,10.9487,100.00,106.9859,259.2246,0.0,0.0000,0.0000
70000,3332,0.793,0.555,25.73,236034,182260,308,36394,17210,916165,1088051.9,931085.2,0.047,0.773,0.022,0.158,39,20.88,23.07,0.38,2.29,1.72,3.58,0.75,4.16,8.03,9.86,0.02,0.30,0.094,0.134,2401,0.020,0.058,0.897,0.003,0.043,405857,331805,3,0.571,0.358,0.100,6255993,0.140,2.305,0.045,5.92,206144,372,1.016,0.274,0.348,40385758,1.13,22.24,0.000,0.649,0.007,4.0,14.0,44.0,238.0,36239,0.138,0.00,0.0041,0.081,947,0.844,0.000,0.941,0.421,3.21,6.91,2.88,0.03,0.012,1.19,1.12,1.13,0.862,0.00162,2.29,57.6963,973.16,104607.1,140196.6,9.255,103.8589,235.101,0.000,1.000,0.122,71.9,91.595,246.170,577,1981.7,41.47,10.518,189.964,5823.8,110.858,0.135,2.00,6.7207,22393.3,1.2814,0.7045,10.88,1.922,0.276,1.5288,0.0000,0.248,0.142,0.063,0.0000,9.61,2.33,2,8,23,136,83.3364,2.8540,0.5810,0.0000,0.0000,43.0453,100.00,79.0573,585.2457,0.0,0.0000,0.0000
80000,3210,0.763,0.405,17.40,54241,46496,394,3732,3741,257367,422928.7,208679.2,0.046,0.760,0.006,0.188,80,16.93,17.61,0.63,3.05,2.29,4.46,0.44,2.90,8.70,8.43,0.05,0.42,0.117,0.173,2053,0.071,0.073,0.875,0.002,0.049,86178,72909,4,0.550,0.038,0.069,1032365,0.160,2.033,0.031,9.50,40277,513,0.811,0.217,0.318,11890585,1.17,19.28,0.003,0.583,0.017,3.7,12.0,36.0,242.0,38731,0.148,0.00,0.0015,0.062,882,0.776,0.000,0.854,0.384,3.48,5.46,4.90,0.07,0.024,1.13,1.19,1.20,0.789,0.00091,1.97,12.5567,1211.02,103456.7,140196.6,1.022,25.8402,84.014,0.000,1.000,0.275,65.2,37.389,67.956,298,1036.5,38.20,6.174,53.845,4109.2,32.823,0.136,2.00,8.2555,26500.0,1.1299,0.5062,12.07,1.409,0.535,0.4712,0.0000,0.284,0.145,0.022,0.0000,9.28,2.45,3,9,25,121,33.6525,0.8033,0.5436,0.0000,0.0000,10.8654,100.00,107.1432,295.0726,0.0,0.0000,0.0000
90000,4149,0.704,0.437,25.81,204968,164108,797,18041,21083,640582,1122577.5,805838.6,0.022,0.718,0.014,0.246,33,13.81,14.11,0.43,2.65,1.39,2.33,0.37,2.44,6.57,7.36,0.05,0.45,0.122,0.143,2275,0.055,0.059,0.878,0.007,0.057,379694,332241,2,0.581,0.125,0.075,3014585,0.171,2.024,0.035,6.30,196821,468,1.258,0.298,0.345,39217688,1.11,17.21,0.005,0.467,0.016,4.0,10.0,28.0,170.0,36353,0.139,0.00,0.0041,0.039,1052,0.875,0.000,0.939,0.462,2.97,5.60,3.42,0.06,0.017,1.10,1.11,1.12,0.890,0.00091,2.82,56.5353,1485.28,89263.1,140196.6,17.539,88.0225,233.356,0.000,1.000,0.030,85.9,96.681,244.857,368,1271.6,31.95,10.812,179.822,4112.5,113.191,0.134,2.00,9.5502,39624.0,1.6884,0.7479,8.76,1.686,0.488,1.5288,0.0000,0.375,0.148,0.145,0.0000,7.95,1.56,2,5,19,93,88.5649,4.3609,0.5474,0.0000,0.0000,43.9936,100.00,73.2027,608.3158,0.0,0.0000,0.0000
100000,3145,0.733,0.371,15.98,55067,50770,883,2702,1716,169484,454699.9,183764.8,0.033,0.722,0.011,0.234,79,15.88,15.34,0.98,3.87,2.17,5.16,0.91,4.55,8.63,6.87,0.19,0.86,0.101,0.170,1854,0.052,0.088,0.869,0.002,0.041,92780,79217,3,0.474,0.234,0.125,3260453,0.130,1.995,0.028,11.80,38747,610,1.084,0.229,0.298,12040522,1.24,18.23,0.003,0.472,0.054,4.0,11.0,34.8,210.0,39923,0.152,0.00,0.0017,0.058,867,0.740,0.000,0.843,0.418,3.58,5.16,5.55,0.21,0.056,1.28,1.18,1.27,0.748,0.00076,3.27,12.6611,881.51,100823.2,140196.6,1.251,21.3938,91.049,0.000,1.000,0.216,65.9,42.048,62.777,247,877.4,39.04,4.855,50.491,4060.7,33.811,0.134,2.00,9.5162,29928.5,1.1772,0.6139,12.69,1.283,0.488,0.4712,0.0000,0.409,0.085,0.142,0.0000,9.20,2.04,4,10,28,108,38.2355,1.4293,0.5555,0.0000,0.0000,10.3987,100.00,105.2755,302.5685,0.0,0.0000,0.0000
