step,place,pop,mass,hard,muscle,sensor,digestive,bite,shell,biters,cover,plant_intake,meat_intake,lineages,movers,foot,shell_front,shell_back,dead,carrion,soil,barren,regrowth,cells,rain,trees,fruit,fruit_intake,water,dry,root,root_intake
10000,0,932,30.53,0.51,8.99,1.89,12.11,0.02,1.16,0.011,0.249,433729.9,216153.2,19,49,4.03,1.15,1.17,36.7162,1681.70,33073.8,3.1697,1.0325,5462,23.3062,210,63.1599,386707.4,142.23,4.3930,0.0,0.0000
10000,1,895,32.96,1.59,7.46,2.54,15.32,0.02,1.46,0.012,0.276,417755.9,204202.2,23,87,4.37,1.47,1.50,34.3011,1379.58,30556.4,7.3431,1.1695,5461,23.3019,238,63.7797,369677.7,86.56,14.8131,0.0,0.0000
10000,2,646,29.89,1.63,6.35,2.44,15.63,0.04,1.54,0.014,0.194,349182.3,165963.2,17,65,4.26,1.56,1.66,28.4889,855.42,34566.1,5.1172,1.1991,5461,23.3019,438,53.6663,300074.3,71.21,27.1992,0.0,0.0000
20000,0,1026,20.71,1.14,4.33,0.39,8.73,0.00,1.44,0.000,0.171,229154.8,243603.7,3,112,3.01,1.60,1.60,14.7606,1410.27,28820.6,0.1084,3.6758,5462,11.0824,104,33.1768,193546.3,142.23,1.3539,0.0,0.0000
20000,1,834,19.19,0.33,4.46,0.49,8.58,0.00,1.12,0.000,0.133,108886.2,101266.3,3,60,2.78,1.14,1.17,4.7281,944.64,38949.2,0.0001,3.9302,5461,11.0803,126,13.3719,69456.0,86.56,3.5845,0.0,0.0000
20000,2,650,19.63,0.17,4.13,0.47,9.39,0.00,1.06,0.000,0.105,80410.0,72424.9,2,82,2.94,1.07,1.08,3.3474,740.00,48842.2,0.0000,3.3958,5461,11.0803,106,9.5569,45284.9,71.21,5.8621,0.0,0.0000
30000,0,935,23.73,0.15,4.00,0.19,10.47,0.00,1.05,0.000,0.159,386001.9,382381.1,8,81,3.16,1.05,1.04,33.6310,1279.20,31533.3,1.0210,1.5174,5462,23.0357,90,64.4270,372679.3,142.23,3.5743,0.0,0.0000
30000,1,962,23.67,0.03,4.11,0.43,10.92,0.00,1.01,0.000,0.170,413365.2,381882.6,7,89,3.34,1.01,1.01,33.2365,489.01,26616.9,5.5377,2.0073,5461,23.0315,92,68.9227,394806.0,86.56,14.1802,0.0,0.0000
30000,2,795,23.25,0.12,4.23,0.41,10.80,0.00,1.04,0.000,0.142,343509.7,316264.6,4,108,3.26,1.03,1.04,25.3139,807.07,27836.1,4.8681,2.9496,5461,23.0315,83,52.4597,315878.1,71.21,23.8791,0.0,0.0000
40000,0,946,21.51,0.03,4.25,0.49,8.43,0.00,1.01,0.000,0.143,259894.7,176515.4,8,90,3.01,1.02,1.01,16.0304,871.27,21697.5,0.6061,4.4200,5462,13.3273,74,31.8717,217434.8,142.23,1.2579,0.0,0.0000
40000,1,842,20.61,0.06,3.98,0.88,9.31,0.00,1.02,0.000,0.137,126112.7,73192.4,8,82,3.18,1.02,1.03,4.9627,666.85,34902.2,0.0513,4.8428,5461,13.3248,87,11.7772,77892.3,86.56,3.3039,0.0,0.0000
40000,2,713,20.30,0.00,3.89,0.67,9.58,0.00,1.00,0.000,0.115,101326.0,61282.6,7,115,3.21,1.00,1.00,3.7663,424.96,45861.6,0.0336,4.5613,5461,13.3248,57,8.2950,55968.3,71.21,5.4315,0.0,0.0000
50000,0,909,26.80,0.00,5.28,0.40,9.33,0.00,1.00,0.000,0.156,379817.6,262742.5,5,111,3.26,1.00,1.00,26.7354,1125.80,24457.0,4.6447,2.1457,5462,24.7687,142,60.4637,361455.6,142.23,3.5796,0.0,0.0000
50000,1,878,28.50,0.11,6.05,0.12,9.07,0.00,1.04,0.000,0.155,401373.8,273462.9,7,101,3.17,1.04,1.05,29.0802,1030.35,25871.9,8.8426,2.2851,5461,24.7642,152,65.0965,381082.5,86.56,14.2521,0.0,0.0000
50000,2,773,25.70,0.22,5.23,0.19,9.02,0.00,1.08,0.000,0.129,349583.2,237128.8,7,105,3.20,1.08,1.10,24.4994,842.61,28796.9,6.8704,3.3761,5461,24.7642,117,49.8493,318143.1,71.21,23.4314,0.0,0.0000
60000,0,916,26.90,0.24,4.84,0.15,10.93,0.00,1.07,0.000,0.169,248956.0,159388.2,7,88,3.32,1.04,1.10,12.2028,1053.81,17186.0,1.4273,5.3019,5462,13.3648,94,29.2503,197254.0,142.23,1.4508,0.0,0.0000
60000,1,768,24.31,0.18,4.92,0.20,10.32,0.00,1.05,0.000,0.138,128683.2,67941.0,9,112,3.39,1.05,1.07,5.1897,610.32,32978.7,0.0382,4.8385,5461,13.3624,54,12.4770,80098.8,86.56,3.2862,0.0,0.0000
60000,2,614,23.97,0.53,4.13,0.13,12.20,0.00,1.16,0.003,0.119,96560.3,49626.7,7,100,3.56,1.16,1.20,3.5979,461.75,47141.0,0.0079,4.4035,5461,13.3624,58,7.9957,52686.0,71.21,5.6132,0.0,0.0000
70000,0,895,32.42,0.00,6.07,0.03,10.24,0.00,1.00,0.000,0.168,369689.7,242537.3,9,83,3.40,1.00,1.00,23.3843,1165.22,20506.0,11.5709,2.9275,5462,25.5061,77,52.2939,343057.5,142.23,3.4653,0.0,0.0000
70000,1,949,31.35,0.06,5.67,0.02,10.04,0.00,1.02,0.000,0.169,417495.4,276055.4,10,114,3.30,1.02,1.03,31.3704,814.43,23504.3,10.3756,2.3788,5461,25.5014,108,63.4944,396360.0,86.56,14.2469,0.0,0.0000
70000,2,762,32.53,0.00,5.63,0.03,10.92,0.00,1.00,0.000,0.146,354782.2,240528.1,9,107,3.36,1.00,1.00,26.0643,1155.29,31837.4,4.0379,2.4734,5461,25.5014,111,53.4087,332266.8,71.21,24.6380,0.0,0.0000
80000,0,858,26.67,0.07,5.48,0.40,10.81,0.00,1.02,0.000,0.165,248299.8,145734.5,10,100,3.50,1.01,1.02,11.8320,803.13,16081.5,1.8515,5.0908,5462,13.3843,77,29.2565,198586.5,142.23,1.3432,0.0,0.0000
80000,1,740,23.53,0.07,4.58,0.31,11.48,0.00,1.04,0.000,0.139,125914.0,62573.2,7,82,3.56,1.03,1.03,4.8130,523.68,32604.6,0.0511,4.8236,5461,13.3818,26,12.1378,77522.5,86.56,3.5252,0.0,0.0000
80000,2,693,21.49,0.02,4.65,0.12,10.47,0.00,1.00,0.000,0.121,96781.6,47382.9,8,132,3.43,1.01,1.00,3.6907,631.83,46577.0,0.0009,4.0833,5461,13.3818,36,8.5242,55992.9,71.21,5.5351,0.0,0.0000
90000,0,925,31.41,0.00,5.59,0.00,10.11,0.00,1.00,0.000,0.166,360989.0,226903.2,10,114,3.42,1.00,1.00,22.6635,691.37,17204.2,13.3272,2.8898,5462,24.9926,94,49.5905,334548.3,142.23,3.8672,0.0,0.0000
90000,1,857,31.06,0.00,5.53,0.00,9.99,0.00,1.00,0.000,0.153,409778.0,253714.5,12,96,3.46,1.00,1.00,29.5181,1372.63,20752.1,12.4861,3.0021,5461,24.9881,74,59.2681,381858.8,86.56,13.6436,0.0,0.0000
90000,2,761,31.62,0.00,5.63,0.00,10.18,0.00,1.00,0.000,0.137,362984.9,229263.9,9,120,3.49,1.00,1.00,27.4329,1025.61,31387.2,5.5241,2.5214,5461,24.9881,99,54.0200,340019.0,71.21,24.5048,0.0,0.0000
100000,0,803,33.00,0.01,4.55,0.01,11.92,0.01,1.00,0.005,0.152,249876.9,131233.9,13,60,3.49,1.00,1.00,13.3060,749.85,14414.4,2.1584,5.0629,5462,13.0303,61,29.3393,199964.5,142.23,1.6046,0.0,0.0000
100000,1,749,34.49,0.00,4.64,0.00,12.60,0.00,1.00,0.001,0.148,128485.3,59497.3,15,138,3.62,1.00,1.00,6.3886,801.73,29772.1,0.1128,4.2550,5461,13.0279,52,12.4725,86002.2,86.56,3.2734,0.0,0.0000
