step,pop,on_fat,fat_stock,age_mean,pop0,pop1,pop2,cross0,cross1,cross2,soil0,soil1,soil2,root0,root1,root2
1000,2940,0.8721,45285.9,885,1030,951,959,21,27,10,21562,23987,26577,0,0,0
2000,2893,0.8590,74047.9,1750,993,982,918,20,28,11,10851,13545,17651,0,0,0
3000,2855,0.8963,96560.0,2617,967,929,959,24,28,11,4106,6906,10528,0,0,0
4000,2737,0.6540,51258.6,716,957,1044,736,46,30,23,24334,21759,21529,0,0,0
5000,2695,0.7191,63958.4,1147,881,1005,809,47,37,37,21445,17455,17321,0,0,0
6000,2727,0.7268,76711.4,1477,1007,946,774,43,45,24,17010,14642,13540,0,0,0
7000,2864,0.6369,60376.5,881,1062,990,812,45,44,37,20487,20458,19763,0,0,0
8000,2817,0.6709,64230.6,1085,1046,976,795,47,32,33,18991,19622,19619,0,0,0
9000,2656,0.6886,62714.0,1180,1018,925,713,45,43,28,18835,21428,22081,0,0,0
10000,2291,0.6866,43603.3,963,891,751,649,42,52,40,24867,28290,28669,0,0,0
11000,1938,0.7054,36719.0,1069,763,714,461,36,54,27,27031,32496,32225,0,0,0
12000,1595,0.7197,29630.1,1105,693,554,348,29,46,43,28671,35560,37560,0,0,0
13000,1187,0.7397,19110.8,1134,630,337,220,38,44,39,30948,39678,42798,0,0,0
14000,916,0.7533,11401.4,1154,567,237,112,21,45,32,32897,43000,46824,0,0,0
15000,684,0.7237,8892.1,1011,519,154,11,21,42,9,31621,45015,49844,0,0,0
16000,693,0.6219,9219.8,860,545,124,24,17,60,20,30259,44967,51286,0,0,0
17000,909,0.5853,14811.7,785,616,184,109,38,73,65,27382,42853,50412,0,0,0
18000,1251,0.6035,22277.0,865,667,328,256,43,98,126,26079,39143,46823,0,0,0
19000,1826,0.6413,19408.2,690,852,517,457,62,69,89,29029,37857,43977,0,0,0
20000,2086,0.6347,26005.2,795,864,645,577,69,64,75,27730,33677,39641,0,0,0
21000,2331,0.6478,36167.5,978,848,869,614,92,72,61,26715,28582,32609,0,0,0
22000,2769,0.5850,40445.8,775,1037,990,742,88,75,57,25960,26416,29056,0,0,0
23000,2877,0.5992,46879.7,840,1008,1008,861,80,103,62,23944,23902,26022,0,0,0
24000,3001,0.5798,45223.8,800,1097,1064,840,79,95,58,23018,22591,27301,0,0,0
25000,3115,0.6122,51102.4,850,1169,1037,909,95,102,73,22524,21117,24803,0,0,0
26000,2989,0.6062,55480.3,997,1091,1014,884,110,82,50,20253,19148,23169,0,0,0
27000,3075,0.5408,43134.4,777,1053,1034,988,114,82,69,23702,21825,28019,0,0,0
28000,3276,0.6013,37128.5,679,1182,1003,1091,105,87,98,27740,26604,29955,0,0,0
29000,3095,0.5822,34220.3,671,1179,973,943,104,86,76,30761,28041,31214,0,0,0
