step,pop,on_fat,fat_stock,age_mean,pop0,pop1,pop2,cross0,cross1,cross2,soil0,soil1,soil2,root0,root1,root2
1000,2859,0.8905,40118.2,875,960,904,995,43,19,17,24006,26511,26854,0,0,0
2000,2954,0.8599,64413.0,1702,991,921,1042,46,25,16,15417,17558,18594,0,0,0
3000,2927,0.8866,79489.5,2553,1007,900,1020,39,29,20,11689,12897,11802,0,0,0
4000,2355,0.6913,42244.0,705,799,759,797,26,25,17,27174,25805,22167,0,0,0
5000,2473,0.6769,57097.1,1030,952,784,737,25,24,18,22070,23701,17750,0,0,0
6000,2227,0.7297,63605.2,1469,876,680,671,20,31,21,19828,23566,13983,0,0,0
7000,2429,0.6258,57063.0,868,955,772,702,32,30,22,23089,24087,16826,0,0,0
8000,2359,0.6838,61628.1,1069,925,739,695,32,38,29,22657,22962,16347,0,0,0
9000,2529,0.5911,56490.6,1072,958,784,787,39,52,53,23295,24846,16648,0,0,0
10000,2948,0.5651,21829.1,450,1091,1049,808,115,135,106,34383,38444,30781,0,0,0
11000,2673,0.5282,12558.4,329,1296,794,583,159,192,205,36891,42151,37000,0,0,0
12000,1438,0.5793,7523.3,379,792,380,266,79,130,109,36438,43809,42521,0,0,0
13000,1224,0.6160,6773.5,379,681,291,252,59,124,126,35314,44875,46365,0,0,0
14000,1026,0.6287,5458.1,479,687,212,127,47,120,84,33291,46139,49943,0,0,0
15000,872,0.5688,4973.8,452,655,150,67,22,101,59,31985,46585,51964,0,0,0
16000,810,0.5963,5354.6,463,590,150,70,32,106,63,30034,46591,53339,0,0,0
17000,1036,0.5154,7002.5,433,696,236,104,52,109,84,28827,45117,53040,0,0,0
18000,1496,0.5528,8549.5,370,882,371,243,68,118,102,27649,43343,52516,0,0,0
19000,1965,0.5349,11005.3,347,923,581,461,102,112,110,27054,40655,50551,0,0,0
20000,2398,0.4979,14378.9,318,1030,726,642,104,110,94,28356,38008,46149,0,0,0
21000,4092,0.4602,19593.7,267,1554,1296,1242,194,231,240,28167,34317,41994,0,0,0
22000,4118,0.4524,20112.5,247,1298,1505,1315,182,166,223,30507,32756,38963,0,0,0
23000,3561,0.4771,22642.6,302,1270,1230,1061,151,133,139,29655,31203,36533,0,0,0
24000,3792,0.4968,31349.3,418,1249,1338,1205,133,159,111,27806,27309,32173,0,0,0
