step,place,pop,mass,hard,muscle,sensor,digestive,bite,shell,biters,cover,plant_intake,meat_intake,lineages,movers,foot,shell_front,shell_back,dead,carrion,soil,barren,regrowth,cells,rain,trees,fruit,fruit_intake,water,dry,root,root_intake
10000,0,1052,25.09,2.03,1.74,3.03,17.75,0.02,1.45,0.006,0.293,467767.8,189795.0,25,38,4.27,1.56,1.46,34.5187,1059.76,27202.7,7.8337,1.3856,5462,26.3144,253,65.7950,416341.6,165.42,2.8800,0.0,0.0000
10000,1,787,25.58,2.17,2.98,3.45,17.03,0.02,1.51,0.005,0.234,433794.8,159838.5,24,41,4.36,1.60,1.43,29.3721,557.65,29327.7,6.8604,1.4777,5461,26.3096,207,59.9943,380096.5,81.35,19.4648,0.0,0.0000
10000,2,607,27.54,1.73,4.33,3.94,17.71,0.00,1.43,0.003,0.191,297185.7,90912.8,16,63,4.50,1.45,1.51,17.2395,484.34,34948.4,2.3852,1.3246,5461,26.3096,162,44.0825,243312.3,53.21,35.9580,0.0,0.0000
20000,0,1197,16.17,0.80,0.22,0.29,12.93,0.00,1.23,0.002,0.195,225006.8,58896.1,3,81,3.54,1.23,1.27,9.3351,773.15,25776.1,0.7197,2.8630,5462,11.2414,39,31.6920,196782.0,165.42,0.9754,0.0,0.0000
20000,1,819,17.11,0.41,0.12,0.15,14.07,0.00,1.12,0.000,0.139,106886.3,23546.0,3,162,3.64,1.09,1.12,3.8551,574.63,32024.3,0.1248,2.9888,5461,11.2393,29,12.4238,76565.4,81.35,4.3236,0.0,0.0000
20000,2,581,17.71,0.34,0.12,0.01,14.66,0.00,1.09,0.000,0.100,69302.8,11135.4,1,262,3.72,1.06,1.11,1.9566,154.26,39262.4,0.0173,3.0141,5461,11.2393,15,6.5828,38985.8,53.21,7.8007,0.0,0.0000
30000,0,1229,14.14,0.50,0.47,0.18,11.35,0.00,1.16,0.001,0.177,469387.9,162002.1,4,85,3.38,1.13,1.19,24.2968,816.72,25107.7,17.0562,3.8564,5462,33.2347,24,53.2154,432641.8,165.42,2.4670,0.0,0.0000
30000,1,1117,14.93,0.47,0.25,0.05,12.03,0.00,1.13,0.000,0.161,419892.1,135257.3,3,144,3.47,1.12,1.17,20.1732,562.85,30121.1,16.1592,5.3332,5461,33.2286,34,44.4173,368128.7,81.35,17.3978,0.0,0.0000
30000,2,793,16.42,0.73,0.25,0.15,12.79,0.00,1.19,0.003,0.128,307869.7,89644.3,4,153,3.54,1.15,1.26,13.7766,563.81,36698.6,7.5269,5.8939,5461,33.2286,28,30.9502,251432.0,53.21,32.7657,0.0,0.0000
40000,0,1254,14.12,0.42,0.40,0.08,11.10,0.00,1.11,0.002,0.171,260404.8,55971.2,1,78,3.46,1.07,1.15,8.2858,519.65,24684.2,0.9042,8.0777,5462,14.1644,46,23.1862,181598.7,165.42,1.0047,0.0,0.0000
