step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_broken,deaths_body,cells_broken,plant_intake,meat_intake,stay,forward,left,right,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,bite_mean,bite_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,meat_per_cell,kills_young_share,meat_majority,contacts,shell_mean,open_mean,full_share,damaged_share,biters_share,mass_p10,mass_p50,mass_p90,mass_max,occupied_cells,cover,wasted,intake_per_gut,crossers,pop_none,blocked,shoves,turns_blocked,births_no_room,foot_mean,len_fwd,len_side,bite_any_mean,biters_any_share,shell_front,shell_back,shell_side,pushes,move_spent,shaded,dead,carrion,soil,matter,barren,rot,spent,flow,soil_cells,deep,air,rain,shade,trees,tree_res,res_max,tree_eaten,fruit,fruit_stock,fruit_eaten,clones,mutations,fat_mean,fat_stock,worth,kill_gain,size_mean,density_mean,density_std,sun,cloud_std,digest_mean,digest_std,flesh_guts,dung,side_mean,side_std,size_p10,size_p50,size_p90,size_max,fat_spent,fat_over,on_fat,breed_share,breed_denied,dry,water,leached,mixed,root_stock,stored,dug
10000,2441,0.984,0.792,11.67,49848,36277,3104,7269,2218,579594,1121328.4,700479.7,0.265,0.514,0.115,0.106,40,34.52,20.18,1.73,5.25,6.35,6.80,0.72,3.40,14.70,13.55,0.05,0.34,0.183,0.178,1814,0.016,0.060,0.932,0.000,0.008,284963,256127,13,0.398,0.308,0.086,6050924,0.232,2.953,0.064,3.63,89860,566,1.209,0.171,0.361,16640483,1.46,4.45,0.247,0.645,0.026,8.8,33.3,59.7,146.8,57374,0.219,0.00,0.0031,0.058,764,0.946,0.000,0.743,0.826,3.94,5.15,5.06,0.21,0.086,1.50,1.50,1.44,0.957,0.00105,1.83,88.0941,2747.17,95533.1,140234.7,5.789,135.7638,169.444,0.000,1.000,0.110,54.4,69.013,244.788,815,3453.2,49.41,23.520,191.597,6522.2,100.326,0.136,2.00,11.3020,27588.2,0.7815,0.4782,23.50,1.455,0.435,1.5131,0.0000,0.430,0.117,0.281,0.0000,6.17,1.38,6,22,41,81,63.4014,3.0578,0.6440,0.0000,0.0000,45.0559,100.00,60.4104,419.4698,0.0,0.0000,0.0000
20000,2010,1.283,0.525,11.61,22673,19316,1125,2510,153,304662,397993.8,250102.5,0.211,0.701,0.028,0.060,94,35.63,22.15,1.57,4.94,5.52,8.21,0.04,0.58,17.10,13.65,0.04,0.33,0.131,0.169,1369,0.063,0.075,0.917,0.000,0.007,81271,69904,5,0.192,0.715,0.010,742375,0.212,2.733,0.037,7.11,29302,620,0.821,0.159,0.352,8441698,1.48,3.51,0.325,0.605,0.023,7.5,33.5,65.1,158.8,48701,0.186,0.00,0.0012,0.063,557,0.860,0.000,0.752,0.726,4.15,5.08,5.18,0.16,0.069,1.49,1.38,1.54,0.870,0.00162,1.02,22.4002,2924.20,103261.8,140234.7,0.070,38.2749,68.661,0.000,1.000,0.096,47.9,30.274,73.784,318,1176.3,59.52,5.896,60.663,4151.9,32.668,0.133,2.00,12.0979,24316.8,0.8606,0.4165,24.23,1.410,0.411,0.4869,0.0000,0.420,0.101,0.235,0.0000,5.95,0.88,6,25,41,81,26.7067,0.3141,0.5328,0.0000,0.0000,10.9095,100.00,100.7977,232.8893,0.0,0.0000,0.0000
30000,2522,1.139,0.545,12.29,43943,36291,2372,4082,686,470981,1190205.2,870471.6,0.120,0.774,0.037,0.068,62,37.88,21.46,2.40,5.09,4.70,7.01,0.22,1.66,17.10,11.79,0.17,0.70,0.113,0.148,1810,0.064,0.051,0.943,0.000,0.006,353312,317884,14,0.372,0.307,0.038,439274,0.214,2.778,0.039,4.60,121630,774,1.848,0.135,0.340,22186096,1.69,2.34,0.307,0.583,0.067,11.8,36.5,60.8,280.8,61591,0.235,0.00,0.0028,0.050,734,0.926,0.000,0.750,0.876,4.10,5.14,5.30,0.30,0.129,1.88,1.55,1.69,0.932,0.00162,1.98,112.7713,3276.75,75265.6,140234.7,16.736,119.7572,164.236,0.000,1.000,0.000,64.5,64.824,243.435,311,1235.2,70.01,6.218,182.780,4153.1,118.116,0.135,2.00,20.2975,51190.2,1.1680,0.6325,24.42,1.452,0.391,1.5131,0.0000,0.507,0.126,0.561,0.0000,5.76,0.82,8,25,36,81,57.7849,2.9564,0.6324,0.0000,0.0000,41.8013,100.00,54.0167,448.3764,0.0,0.0000,0.0000
40000,2290,1.143,0.519,13.12,27149,23533,1302,2279,267,247126,505886.3,319235.1,0.075,0.770,0.039,0.116,108,26.41,17.38,1.50,4.13,3.62,5.67,0.09,0.95,12.21,11.39,0.05,0.39,0.132,0.181,1515,0.044,0.090,0.894,0.000,0.017,112573,97530,5,0.282,0.339,0.019,334465,0.176,3.019,0.035,11.69,41429,666,1.292,0.158,0.361,8909633,1.49,4.93,0.236,0.611,0.023,5.5,24.6,49.4,199.2,39907,0.152,0.00,0.0018,0.064,658,0.751,0.000,0.677,0.762,3.46,4.40,4.54,0.13,0.067,1.57,1.38,1.53,0.758,0.00204,2.66,33.8860,3224.50,99879.2,140234.7,0.569,30.8928,85.207,0.000,1.000,0.198,50.8,37.949,65.442,206,654.5,109.98,3.789,54.692,4290.2,38.997,0.135,2.00,12.2159,27974.5,1.1442,0.5370,17.43,1.457,0.385,0.4869,0.0000,0.519,0.112,0.627,0.0000,5.63,1.04,4,16,36,100,32.5578,0.7172,0.5000,0.0000,0.0000,10.1704,100.00,94.9583,271.2060,0.0,0.0000,0.0000
50000,2747,0.941,0.572,18.21,74367,57483,1386,13441,1600,709794,1110496.6,909799.2,0.063,0.729,0.055,0.153,56,26.06,18.91,1.59,4.51,3.75,5.38,0.12,0.83,10.13,9.84,0.09,0.49,0.136,0.165,1914,0.025,0.062,0.927,0.000,0.011,350420,300401,16,0.319,0.201,0.034,984884,0.185,2.665,0.044,5.82,151685,539,1.282,0.174,0.329,23081960,1.52,4.97,0.176,0.621,0.040,5.9,23.6,50.0,194.0,42832,0.163,0.00,0.0040,0.062,782,0.885,0.000,0.857,0.789,3.20,4.10,4.39,0.17,0.076,1.58,1.46,1.53,0.896,0.00202,2.36,94.1232,2599.86,89428.0,140234.7,14.857,120.7278,172.105,0.000,1.000,0.055,66.9,67.087,242.245,386,1381.0,66.87,7.052,183.041,5037.8,109.194,0.135,2.00,13.5950,37345.4,1.3867,0.6373,15.59,1.569,0.417,1.5131,0.0000,0.612,0.177,0.638,0.0000,5.43,1.17,4,14,34,64,57.8597,3.6739,0.5985,0.0000,0.0000,41.8235,100.00,64.6977,467.9630,0.0,0.0000,0.0000
60000,2999,0.939,0.441,17.43,45172,37536,634,6067,683,320141,498458.5,329588.4,0.081,0.677,0.045,0.197,99,17.82,12.77,0.62,3.08,3.26,5.42,0.21,1.98,7.67,6.77,0.01,0.12,0.124,0.183,1558,0.048,0.107,0.877,0.001,0.015,115847,94210,5,0.555,0.368,0.038,651354,0.177,2.454,0.028,14.90,54835,516,1.030,0.211,0.350,8276268,1.23,7.38,0.145,0.545,0.003,3.6,14.5,32.0,82.6,35232,0.134,0.00,0.0022,0.059,886,0.631,0.000,0.792,0.619,2.79,3.19,4.51,0.01,0.006,1.14,1.26,1.28,0.642,0.00164,3.56,24.6115,2892.32,104348.7,140234.7,0.878,25.9942,92.329,0.000,1.000,0.259,64.8,40.706,61.422,129,371.3,57.61,4.403,50.306,3419.8,35.050,0.134,2.00,8.2379,24705.5,1.1806,0.5945,11.75,1.442,0.417,0.4869,0.0000,0.627,0.236,0.487,0.0000,5.64,1.22,3,11,20,64,34.8325,0.9681,0.4668,0.0000,0.0000,10.1338,100.00,100.3110,287.3554,0.0,0.0000,0.0000
70000,2930,0.999,0.498,22.20,93655,75163,1888,14415,2258,478096,1104041.9,743859.5,0.063,0.602,0.074,0.261,55,22.88,14.76,1.14,3.80,3.94,5.69,0.19,1.30,8.77,7.56,0.01,0.16,0.134,0.160,1491,0.054,0.083,0.904,0.000,0.012,343154,297309,16,0.450,0.178,0.042,1541022,0.204,3.036,0.035,7.67,154004,514,1.556,0.225,0.310,21001587,1.38,4.89,0.274,0.451,0.005,5.4,23.5,32.6,272.0,41133,0.157,0.00,0.0043,0.049,812,0.835,0.000,0.864,0.729,3.03,3.70,4.51,0.03,0.018,1.27,1.46,1.43,0.844,0.00127,4.08,75.0125,3337.05,79696.2,140234.7,18.392,106.9667,181.844,0.000,1.000,0.001,65.6,75.578,236.571,150,500.2,120.81,5.206,177.336,4050.4,106.210,0.135,2.00,16.3965,48041.9,1.5947,0.7726,14.04,1.541,0.467,1.5131,0.0000,0.696,0.245,0.615,0.0000,5.28,1.27,4,14,22,136,64.7471,7.1080,0.5515,0.0000,0.0000,40.4224,100.00,65.3681,508.0194,0.0,0.0000,0.0000
80000,2226,1.207,0.466,27.54,36283,30612,1106,5006,263,223058,486546.5,279932.5,0.055,0.753,0.033,0.160,98,24.35,13.69,0.34,1.93,4.71,4.92,0.12,0.97,8.92,6.28,0.02,0.22,0.149,0.147,1033,0.080,0.109,0.880,0.001,0.010,100216,80123,8,0.361,0.102,0.027,457320,0.204,2.840,0.031,14.71,54495,520,1.255,0.197,0.305,8337436,1.12,4.65,0.400,0.447,0.014,5.4,30.0,34.0,98.0,31348,0.120,0.00,0.0025,0.095,634,0.627,0.000,0.729,0.647,3.08,3.63,4.34,0.05,0.024,1.10,1.12,1.14,0.635,0.00214,3.75,24.8363,2458.00,90687.1,140234.7,0.830,28.3789,87.101,0.000,1.000,0.111,53.8,38.120,59.257,169,527.2,105.82,2.724,50.690,4218.0,34.164,0.134,2.00,17.1081,38082.6,1.5646,0.6723,14.08,1.638,0.462,0.4869,0.0000,0.740,0.217,0.737,0.0000,5.12,1.31,4,16,22,54,32.0252,1.3330,0.4434,0.0000,0.0000,9.7964,100.00,95.3142,269.4754,0.0,0.0000,0.0000
90000,2479,1.328,0.550,31.10,66186,54940,2815,7751,427,374552,1086834.5,629413.4,0.068,0.779,0.019,0.134,52,26.89,13.74,0.50,2.40,4.91,4.94,0.13,1.62,9.36,6.02,0.02,0.14,0.152,0.133,1048,0.090,0.086,0.909,0.000,0.005,274726,209912,15,0.255,0.359,0.015,523196,0.222,3.028,0.037,9.26,164055,478,1.680,0.189,0.294,20065407,1.17,3.42,0.482,0.386,0.017,8.0,32.0,34.0,158.0,36928,0.141,0.00,0.0047,0.069,687,0.811,0.000,0.762,0.761,3.17,3.77,4.43,0.04,0.027,1.13,1.19,1.19,0.818,0.00217,4.65,86.4687,3492.30,70436.7,140234.7,21.667,119.5018,162.651,0.000,1.000,0.000,59.7,61.599,233.867,197,624.1,83.58,6.361,173.870,4588.7,101.512,0.135,2.00,22.6327,56106.4,1.8341,0.6534,14.90,1.745,0.423,1.5131,0.0000,0.783,0.196,0.846,0.0000,4.92,1.37,6,16,21,100,53.1134,3.1050,0.4631,0.0000,0.0000,38.4601,100.00,48.3829,401.8044,0.0,0.0000,0.0000
100000,2217,1.194,0.458,26.35,35451,29847,1253,4433,180,207866,484556.8,268881.9,0.060,0.769,0.018,0.154,96,23.26,13.40,0.43,1.99,4.76,5.29,0.10,0.79,8.39,5.21,0.00,0.08,0.148,0.148,978,0.107,0.130,0.861,0.001,0.009,98077,73875,15,0.356,0.151,0.023,190292,0.193,2.831,0.031,15.04,56212,460,1.294,0.192,0.272,7395670,1.17,4.93,0.394,0.424,0.003,5.7,28.0,32.0,98.0,30326,0.116,0.00,0.0026,0.083,649,0.587,0.000,0.657,0.649,3.16,3.60,4.51,0.01,0.006,1.13,1.19,1.19,0.595,0.00224,3.91,27.5125,2137.70,93613.4,140234.7,0.424,30.5777,85.601,0.000,1.000,0.147,47.0,37.168,58.823,176,508.0,124.60,2.706,50.389,4446.6,33.563,0.137,1.99,15.9651,35394.7,1.4858,0.6259,13.68,1.594,0.486,0.4869,0.0000,0.713,0.250,0.638,0.0000,5.24,1.35,5,15,21,49,31.2013,1.0070,0.4637,0.0000,0.0000,10.0139,100.00,93.5633,251.7942,0.0,0.0000,0.0000
