step,place,pop,mass,hard,muscle,sensor,digestive,bite,shell,biters,cover,plant_intake,meat_intake,lineages,movers,foot,shell_front,shell_back,dead,carrion,soil,barren,regrowth,cells,rain,trees,fruit,fruit_intake,water,dry,root,root_intake
10000,0,890,30.95,2.60,2.71,3.97,22.54,0.02,1.66,0.008,0.326,408443.4,158953.3,17,7,5.03,1.64,1.79,29.6702,1104.51,26575.4,4.1653,1.2679,5462,24.4324,197,62.3197,357283.1,138.87,4.8243,0.0,0.0000
10000,1,861,30.94,2.10,3.21,4.97,23.19,0.07,1.51,0.020,0.326,423774.6,159567.5,22,18,5.24,1.48,1.60,30.3775,1143.43,25385.2,8.5522,1.3613,5461,24.4279,320,68.7432,373103.7,96.71,11.7362,0.0,0.0000
10000,2,724,29.73,2.70,4.66,4.94,18.59,0.06,1.67,0.017,0.257,318678.5,111459.3,18,13,4.98,1.75,1.70,20.2533,431.05,29976.1,4.0069,1.3121,5461,24.4279,214,50.4011,266046.0,64.42,29.8316,0.0,0.0000
20000,0,926,26.98,2.53,1.58,3.16,17.42,0.02,1.62,0.005,0.266,186768.3,54977.4,7,35,4.43,1.56,1.85,9.4202,911.57,24964.9,0.4666,1.8863,5462,10.1072,135,31.2496,169055.8,138.87,2.0981,0.0,0.0000
20000,1,819,28.42,2.15,0.94,1.83,21.14,0.04,1.48,0.013,0.242,109406.1,29305.3,4,44,4.71,1.42,1.64,5.0352,741.95,31464.9,0.0391,1.9034,5461,10.1054,105,16.8096,89862.0,96.71,2.6814,0.0,0.0000
20000,2,631,28.29,3.72,0.27,0.87,19.61,0.03,1.87,0.019,0.175,75196.7,15238.7,2,80,4.78,1.83,2.19,2.4039,405.28,36795.8,0.0742,2.1501,5461,10.1054,119,10.3882,53715.2,64.42,6.3740,0.0,0.0000
30000,0,1180,20.86,2.19,1.15,0.97,13.80,0.07,1.48,0.022,0.244,428525.4,170394.1,4,59,3.88,1.41,1.62,28.7054,799.37,22966.9,8.8675,2.0269,5462,30.1218,116,57.6665,410554.7,138.87,4.2536,0.0,0.0000
30000,1,1157,20.94,2.08,1.12,1.14,14.32,0.04,1.51,0.012,0.247,463221.9,190229.9,2,64,3.87,1.52,1.59,32.0210,1097.60,24029.2,14.1787,2.3949,5461,30.1163,108,59.6595,442613.7,96.71,11.4490,0.0,0.0000
30000,2,948,21.88,2.37,0.54,1.17,15.56,0.02,1.54,0.011,0.214,369740.2,136098.6,2,48,4.18,1.46,1.68,22.6539,352.49,32133.5,8.6070,2.7277,5461,30.1163,76,46.9680,345162.1,64.42,27.7583,0.0,0.0000
40000,0,1044,24.12,1.26,4.87,3.61,13.35,0.00,1.32,0.001,0.275,234146.7,71444.8,6,62,4.51,1.21,1.42,10.4490,824.44,18667.5,1.5497,3.3388,5462,13.4112,112,28.9251,202988.8,138.87,1.9148,0.0,0.0000
40000,1,1020,17.71,0.95,3.14,0.95,11.81,0.00,1.26,0.001,0.198,136965.0,38378.4,4,42,3.90,1.19,1.29,5.7258,638.56,33014.3,0.0424,3.4880,5461,13.4088,67,14.4476,102227.7,96.71,2.4524,0.0,0.0000
40000,2,867,19.21,0.59,5.03,0.82,11.60,0.00,1.14,0.001,0.178,95983.2,22418.7,2,96,4.09,1.08,1.18,3.2042,244.02,41994.2,0.0161,3.4052,5461,13.4088,113,8.6078,62646.6,64.42,6.1290,0.0,0.0000
50000,0,1473,14.95,0.52,2.55,0.23,5.35,0.01,1.21,0.001,0.146,395243.6,225530.5,1,154,2.55,1.19,1.29,20.4466,486.22,33358.5,4.3510,1.6386,5462,30.5732,147,62.4608,380251.9,138.87,4.5097,0.0,0.0000
50000,1,1178,17.92,0.92,2.83,0.37,6.40,0.02,1.32,0.005,0.142,425262.8,236598.1,2,165,2.82,1.29,1.46,22.2313,554.53,33108.0,9.3295,1.8406,5461,30.5676,227,65.9091,409099.6,96.71,10.9457,0.0,0.0000
50000,2,914,20.03,1.11,2.95,0.24,7.73,0.01,1.39,0.004,0.126,335266.1,173638.4,2,170,2.97,1.37,1.50,15.1168,307.12,41541.0,3.7491,2.1512,5461,30.5676,179,52.4479,316129.3,64.42,28.5485,0.0,0.0000
60000,0,1403,17.58,0.69,3.62,0.52,5.82,0.04,1.21,0.014,0.171,185582.1,94070.4,4,125,2.86,1.20,1.25,6.6503,874.04,27199.9,0.2085,2.5140,5462,10.6256,112,31.6107,161631.3,138.87,1.8344,0.0,0.0000
60000,1,1179,17.67,0.62,3.11,0.95,6.86,0.06,1.19,0.017,0.155,105739.6,50907.7,4,112,3.04,1.18,1.24,2.9136,610.99,38068.4,0.0000,2.2480,5461,10.6237,130,16.1885,83257.5,96.71,2.6267,0.0,0.0000
60000,2,888,16.34,0.38,3.70,0.61,6.41,0.06,1.11,0.014,0.113,73022.4,31877.8,4,130,3.00,1.09,1.12,1.4641,412.07,43671.0,0.0000,2.1829,5461,10.6237,132,10.1095,51509.7,64.42,6.4876,0.0,0.0000
70000,0,1200,20.45,0.37,1.38,0.79,7.72,0.01,1.14,0.003,0.140,401305.0,335224.1,2,146,3.08,1.22,1.10,20.4192,391.84,33388.4,1.5122,1.7751,5462,30.5352,270,66.4538,382620.0,138.87,3.9724,0.0,0.0000
70000,1,1185,21.08,0.48,1.65,0.83,7.79,0.02,1.17,0.007,0.147,433539.2,360635.9,2,123,3.17,1.22,1.17,21.9664,312.17,31239.4,5.3557,1.7780,5461,30.5296,141,69.9130,414191.7,96.71,10.6432,0.0,0.0000
70000,2,947,21.15,0.27,2.22,0.61,8.72,0.04,1.08,0.013,0.127,333659.4,264778.2,2,127,3.43,1.09,1.08,15.3106,269.15,39979.3,2.3867,2.3693,5461,30.5296,166,53.5974,311772.3,64.42,28.4297,0.0,0.0000
80000,0,1286,17.62,0.72,2.05,0.44,8.46,0.08,1.20,0.026,0.171,216599.0,111718.1,4,110,3.44,1.17,1.21,7.2205,503.56,21238.8,1.0216,3.3880,5462,12.4644,82,29.5567,184086.2,138.87,1.8746,0.0,0.0000
80000,1,1042,16.36,0.49,2.57,0.45,8.78,0.05,1.14,0.016,0.146,118121.8,56989.4,3,90,3.50,1.10,1.14,3.1986,371.75,36706.0,0.0000,3.1534,5461,12.4621,127,14.6288,86734.3,96.71,2.5550,0.0,0.0000
