step,place,pop,mass,hard,muscle,sensor,digestive,bite,shell,biters,cover,plant_intake,meat_intake,lineages,movers,foot,shell_front,shell_back,dead,carrion,soil,barren,regrowth,cells,rain,trees,fruit,fruit_intake,water,dry,root,root_intake
10000,0,891,29.65,2.46,2.74,2.90,21.06,0.08,1.66,0.026,0.297,439896.1,187201.0,26,42,4.62,1.76,1.73,35.5863,1462.62,24867.1,4.0127,1.1042,5462,24.1204,156,65.0285,390635.3,153.22,1.7747,0.0,0.0000
10000,1,751,31.97,1.98,4.39,2.80,22.17,0.04,1.48,0.015,0.273,397796.2,163447.0,26,52,4.86,1.55,1.60,29.7158,1023.47,28289.6,6.5798,1.2450,5461,24.1160,216,57.4669,347967.0,80.85,18.3069,0.0,0.0000
10000,2,649,38.97,1.90,2.11,5.67,28.72,0.03,1.48,0.018,0.282,379316.4,153309.8,18,40,5.29,1.59,1.50,29.3482,1348.23,28669.5,5.1683,1.1449,5461,24.1160,153,53.7409,329248.8,65.92,28.2952,0.0,0.0000
20000,0,864,31.85,0.70,10.24,4.17,13.56,0.03,1.17,0.014,0.284,247120.5,114071.6,9,69,4.54,1.18,1.17,16.7943,1407.90,27730.5,0.4743,2.2168,5462,11.5439,105,35.3162,226887.1,153.22,1.1495,0.0,0.0000
20000,1,645,32.31,0.55,10.04,3.68,14.34,0.04,1.14,0.016,0.210,122112.5,44777.2,4,64,4.58,1.10,1.16,6.2133,481.88,33677.3,0.0474,3.1218,5461,11.5417,86,14.7043,90585.4,80.85,4.1834,0.0,0.0000
20000,2,577,34.74,0.55,11.18,3.73,14.67,0.03,1.13,0.009,0.199,84567.6,33445.1,4,75,4.65,1.14,1.14,3.8636,380.78,39640.9,0.0024,2.9590,5461,11.5417,105,9.6402,55142.9,65.92,6.0214,0.0,0.0000
30000,0,1065,22.68,0.57,3.52,2.66,9.97,0.00,1.18,0.002,0.204,363782.2,247495.0,4,88,3.39,1.15,1.21,28.2825,881.59,32376.0,1.7804,1.1858,5462,20.1307,113,68.8960,353739.5,153.22,2.6251,0.0,0.0000
30000,1,913,24.64,0.80,3.73,3.34,9.98,0.01,1.27,0.004,0.187,343470.1,219745.0,4,110,3.51,1.26,1.27,26.0990,842.63,32259.5,3.2523,1.4599,5461,20.1270,90,61.0220,331087.8,80.85,15.9349,0.0,0.0000
30000,2,800,25.72,0.77,4.24,3.29,9.67,0.00,1.27,0.001,0.164,309497.1,213001.2,2,82,3.56,1.25,1.28,23.0208,593.90,33240.1,2.1715,1.9286,5461,20.1270,61,56.5500,292118.4,65.92,26.4832,0.0,0.0000
40000,0,959,20.54,0.46,4.84,0.48,7.82,0.00,1.15,0.001,0.150,234757.7,156381.6,4,123,2.93,1.17,1.18,12.9164,1048.99,31995.2,0.2298,3.7573,5462,12.1896,54,33.3230,198708.8,153.22,0.9363,0.0,0.0000
