step,place,pop,mass,hard,muscle,sensor,digestive,bite,shell,biters,cover,plant_intake,meat_intake,lineages,movers,foot,shell_front,shell_back,dead,carrion,soil,barren,regrowth,cells,rain,trees,fruit,fruit_intake,water,dry,root,root_intake
10000,0,821,38.97,1.93,6.62,0.50,16.75,0.05,1.47,0.029,0.243,376831.4,212806.5,9,76,4.12,1.47,1.60,27.7301,1041.13,38514.1,0.4832,1.2270,5462,23.0071,321,65.1534,327112.4,142.23,4.1444,0.0,0.0000
10000,1,856,32.37,1.39,6.10,0.85,12.87,0.06,1.39,0.029,0.206,420121.8,273347.8,7,65,3.71,1.41,1.41,33.7720,936.50,28484.0,2.9009,1.1323,5461,23.0029,268,68.7486,370312.5,86.56,14.1740,0.0,0.0000
10000,2,764,32.15,1.89,6.34,0.82,14.56,0.04,1.54,0.020,0.208,356844.8,216565.7,7,76,4.01,1.62,1.51,26.5921,769.54,28535.0,2.4048,1.2669,5461,23.0029,226,57.6951,305838.3,71.21,26.7375,0.0,0.0000
20000,0,774,36.11,1.62,6.53,0.07,15.52,0.04,1.51,0.023,0.209,209759.0,139717.3,5,57,4.04,1.51,1.40,13.4765,1251.00,28671.3,0.0068,2.0530,5462,10.0925,125,35.3152,189885.8,142.23,1.5361,0.0,0.0000
20000,1,679,34.49,1.56,4.82,0.02,17.55,0.03,1.47,0.022,0.188,101166.5,60291.9,5,70,4.14,1.46,1.40,4.9973,933.96,33391.9,0.0413,2.6919,5461,10.0907,72,14.4412,73932.4,86.56,3.4828,0.0,0.0000
20000,2,557,36.36,1.50,4.95,0.03,18.75,0.05,1.46,0.025,0.160,86523.0,50100.5,4,84,4.31,1.49,1.34,3.9263,739.24,41198.6,0.0214,2.3683,5461,10.0907,121,10.9062,62859.1,71.21,5.8905,0.0,0.0000
30000,0,884,39.17,2.13,5.84,0.30,16.45,0.28,1.58,0.102,0.250,407844.5,300975.6,12,62,4.21,1.71,1.52,37.9644,1725.23,26423.5,3.3664,1.2158,5462,21.6106,79,63.4581,399122.2,142.23,3.9330,0.0,0.0000
30000,1,904,37.69,2.99,3.97,0.13,17.02,0.14,1.87,0.063,0.250,430722.4,308067.4,11,65,4.06,2.13,1.66,41.1185,868.74,24621.8,7.4011,1.4379,5461,21.6067,151,64.6337,420721.9,86.56,13.7119,0.0,0.0000
30000,2,734,36.56,1.99,4.24,0.23,17.99,0.05,1.60,0.030,0.205,377843.7,263741.2,6,67,4.03,1.76,1.45,33.6885,682.77,24220.2,5.9687,1.9471,5461,21.6067,81,54.6882,361313.4,71.21,24.1564,0.0,0.0000
40000,0,913,28.70,1.99,3.72,0.03,13.11,0.10,1.66,0.042,0.197,271541.6,181846.6,5,81,3.60,1.74,1.47,20.9967,1722.34,23202.7,0.5334,3.5320,5462,12.6512,41,33.0757,237927.1,142.23,1.4474,0.0,0.0000
40000,1,719,24.97,1.17,3.58,0.23,11.58,0.03,1.38,0.015,0.136,128243.3,75740.9,5,65,3.34,1.46,1.30,7.4745,959.42,33507.7,0.0134,4.1876,5461,12.6488,85,12.4797,86462.6,86.56,3.1959,0.0,0.0000
40000,2,658,24.80,1.19,3.53,0.04,11.64,0.00,1.39,0.005,0.124,104890.1,61666.7,4,83,3.39,1.44,1.35,5.4148,542.75,43168.8,0.0226,3.9684,5461,12.6488,80,9.1369,65583.7,71.21,5.5271,0.0,0.0000
50000,0,958,26.95,1.40,4.63,0.08,9.01,0.09,1.48,0.047,0.165,381035.2,322340.3,14,87,3.16,1.53,1.43,32.7684,1071.86,33988.8,1.6295,1.3826,5462,22.3649,207,62.5908,370039.0,142.23,3.3970,0.0,0.0000
50000,1,1007,23.00,1.07,3.26,0.12,10.29,0.08,1.36,0.033,0.170,402576.6,322928.4,14,84,3.10,1.41,1.32,33.8023,818.40,27789.5,6.8319,2.0501,5461,22.3608,104,65.5935,384108.1,86.56,13.0987,0.0,0.0000
50000,2,782,28.93,2.50,3.32,0.18,11.28,0.10,1.77,0.042,0.155,359702.7,275416.3,6,89,3.38,1.86,1.68,27.5525,709.60,27649.7,6.3958,2.3862,5461,22.3608,75,54.8563,337790.7,71.21,25.3278,0.0,0.0000
60000,0,1151,18.58,0.43,3.64,0.43,7.77,0.01,1.15,0.006,0.162,259792.9,181780.3,4,85,2.81,1.11,1.17,14.9383,1521.91,22905.4,0.6580,5.0160,5462,13.5704,34,30.2139,210648.0,142.23,1.3657,0.0,0.0000
