step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_broken,deaths_body,cells_broken,plant_intake,meat_intake,stay,forward,left,right,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,bite_mean,bite_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,meat_per_cell,kills_young_share,meat_majority,contacts,shell_mean,open_mean,full_share,damaged_share,biters_share,mass_p10,mass_p50,mass_p90,mass_max,occupied_cells,cover,wasted,intake_per_gut,crossers,pop_none,blocked,shoves,turns_blocked,births_no_room,foot_mean,len_fwd,len_side,bite_any_mean,biters_any_share,shell_front,shell_back,shell_side,pushes,move_spent,shaded,dead,carrion,soil,matter,barren,rot,spent,flow,soil_cells,deep,air,rain,shade,trees,tree_res,res_max,tree_eaten,fruit,fruit_stock,fruit_eaten,clones,mutations,fat_mean,fat_stock,worth,kill_gain,size_mean,density_mean,density_std,sun,cloud_std,digest_mean,digest_std,flesh_guts,dung,side_mean,side_std,size_p10,size_p50,size_p90,size_max,fat_spent,fat_over,on_fat,breed_share,breed_denied,dry,water,leached,mixed,root_stock,stored,dug
10000,2291,0.895,0.661,7.71,41444,32238,4426,617,3289,65461,1192446.4,504797.3,0.266,0.451,0.151,0.132,61,33.05,21.32,2.14,6.67,3.10,8.29,3.65,9.02,23.60,16.53,0.05,0.47,0.077,0.181,1259,0.063,0.051,0.935,0.000,0.014,272239,262742,37,0.548,0.051,0.253,8555804,0.276,3.169,0.048,3.49,79600,401,7.711,0.421,0.256,14349131,1.55,5.85,0.223,0.221,0.020,7.7,30.6,58.7,159.5,74442,0.284,0.00,0.0022,0.041,649,0.967,0.000,0.660,0.848,4.89,6.55,5.82,0.18,0.055,1.64,1.62,1.49,0.968,0.00033,1.97,94.6503,3834.33,81826.2,139882.8,15.761,115.5605,169.100,0.000,1.000,0.023,63.4,72.352,242.569,525,2214.9,94.47,23.243,176.236,4547.4,106.785,0.136,2.00,19.0324,43603.3,0.7517,0.4197,32.49,1.011,0.161,1.5005,0.0000,0.483,0.103,0.405,0.0000,7.58,0.91,8,32,62,90,69.3236,2.2746,0.6866,0.0000,0.0000,48.3769,100.00,50.4517,430.0705,0.0,0.0000,0.0000
20000,2086,0.934,0.578,8.11,21860,18457,1661,1153,794,117458,454443.3,192290.1,0.099,0.618,0.164,0.119,123,32.79,26.01,0.61,3.28,10.44,16.83,3.90,7.58,14.11,11.33,0.03,0.32,0.202,0.255,1378,0.025,0.110,0.877,0.000,0.012,85333,79415,9,0.819,0.101,0.380,3883363,0.244,2.824,0.042,8.30,24837,739,1.637,0.160,0.278,7342451,1.15,7.09,0.067,0.463,0.013,6.9,24.5,69.0,187.6,60617,0.231,0.00,0.0015,0.064,577,0.810,0.000,0.671,0.748,4.58,5.45,6.48,0.08,0.027,1.15,1.16,1.15,0.814,0.00112,2.01,26.8712,2270.55,101048.8,139882.8,0.524,35.2531,75.102,0.000,1.000,0.095,40.2,34.627,72.097,296,1071.3,92.04,4.155,59.661,5832.9,37.262,0.136,2.00,12.4665,26005.2,0.7323,0.4424,29.06,1.148,0.183,0.4995,0.0000,0.452,0.104,0.350,0.0000,7.68,1.24,6,23,58,138,31.4921,0.7936,0.6347,0.0000,0.0000,11.3543,100.00,100.9682,275.8551,0.0,0.0000,0.0000
30000,2778,0.819,0.554,11.80,61036,46662,1955,8990,2737,520703,1000498.3,674365.5,0.021,0.628,0.217,0.134,73,24.20,18.45,0.70,2.98,3.80,6.26,3.06,6.10,9.89,9.64,0.00,0.08,0.110,0.154,1977,0.011,0.069,0.909,0.001,0.021,283029,260184,5,0.444,0.537,0.353,10270087,0.224,2.587,0.043,4.57,91687,634,1.295,0.183,0.317,18888050,1.23,9.59,0.025,0.555,0.003,5.0,20.2,48.9,139.6,48482,0.185,0.00,0.0036,0.071,800,0.896,0.000,0.882,0.785,3.48,4.81,4.57,0.03,0.018,1.21,1.25,1.25,0.903,0.00130,2.55,77.4022,2318.12,97875.6,139882.8,7.204,130.3401,148.715,0.000,1.000,0.027,62.2,60.385,239.986,264,895.2,58.10,4.882,186.468,5612.4,97.695,0.136,2.00,10.5294,29250.6,1.0816,0.6219,17.45,1.450,0.394,1.5005,0.0000,0.525,0.161,0.499,0.0000,6.99,0.93,4,15,33,100,52.1318,4.6428,0.6192,0.0000,0.0000,45.0432,100.00,70.2844,443.1372,0.0,0.0000,0.0000
40000,2473,1.038,0.484,11.85,37104,30159,630,5814,806,322127,459926.0,279289.2,0.024,0.710,0.179,0.087,135,20.78,15.89,0.39,2.19,4.74,6.73,0.46,2.48,8.68,10.09,0.00,0.09,0.178,0.199,1592,0.060,0.076,0.905,0.000,0.019,93763,79666,4,0.424,0.421,0.085,3097966,0.176,2.336,0.037,12.65,35262,527,0.867,0.201,0.409,8087246,1.14,7.50,0.139,0.610,0.001,4.0,17.4,40.9,198.0,35296,0.135,0.00,0.0021,0.100,603,0.669,0.000,0.776,0.612,3.01,3.87,4.46,0.03,0.013,1.14,1.16,1.14,0.680,0.00188,3.48,21.2635,2375.33,108328.6,139882.8,0.242,32.0024,82.799,0.000,1.000,0.089,55.1,36.564,64.911,169,480.8,43.15,3.606,54.873,4718.2,33.391,0.135,2.00,8.0759,19971.7,0.9834,0.5332,14.27,1.476,0.461,0.4995,0.0000,0.575,0.242,0.461,0.0000,5.95,1.53,3,13,25,70,30.7000,1.2143,0.4666,0.0000,0.0000,10.5985,100.00,106.4112,254.8403,0.0,0.0000,0.0000
50000,3080,0.750,0.512,15.20,154350,101660,203,46821,5059,1292317,1065922.4,1051169.6,0.044,0.670,0.184,0.102,76,16.70,13.16,0.46,2.16,3.73,5.71,0.59,3.34,6.73,8.50,0.00,0.10,0.152,0.205,1465,0.053,0.078,0.900,0.001,0.021,418487,356980,6,0.461,0.234,0.094,2894855,0.196,2.270,0.041,6.22,165370,305,0.813,0.220,0.355,22781046,1.17,10.67,0.151,0.548,0.002,3.1,12.3,32.0,98.0,35444,0.135,0.00,0.0051,0.074,889,0.794,0.000,0.862,0.633,2.63,3.69,3.93,0.01,0.006,1.15,1.21,1.18,0.815,0.00246,2.70,80.2311,1906.55,107095.2,139882.8,4.026,124.4488,189.372,0.000,1.000,0.083,64.3,70.604,239.170,334,1107.9,54.49,6.276,188.952,5092.7,105.790,0.134,2.00,6.8163,20994.3,1.0978,0.5426,11.51,1.415,0.429,1.5005,0.0000,0.583,0.248,0.446,0.0000,6.36,1.78,3,9,20,71,58.7289,4.2876,0.5601,0.0000,0.0000,43.9347,100.00,86.2698,490.2724,0.0,0.0000,0.0000
60000,2825,0.811,0.481,15.98,50664,40751,479,8185,1504,383053,466540.0,281577.2,0.043,0.708,0.141,0.108,128,21.10,15.69,0.79,3.57,4.71,6.81,0.57,3.04,8.43,9.98,0.01,0.21,0.165,0.205,1578,0.101,0.092,0.893,0.000,0.015,101513,83604,5,0.386,0.154,0.105,1932923,0.161,2.459,0.034,11.70,41507,447,0.735,0.196,0.334,10307244,1.25,9.90,0.166,0.545,0.005,3.9,17.7,42.0,157.9,40950,0.156,0.00,0.0020,0.087,816,0.735,0.000,0.822,0.514,2.94,3.99,4.64,0.03,0.012,1.25,1.25,1.27,0.747,0.00145,2.40,17.9779,2221.49,104148.7,139882.8,0.043,29.9262,87.846,0.000,1.000,0.101,57.1,38.253,69.189,248,760.6,53.37,5.474,56.775,4472.3,35.124,0.134,2.00,8.6061,24312.3,0.9927,0.4832,14.50,1.429,0.439,0.4995,0.0000,0.511,0.264,0.377,0.0000,6.65,1.95,3,13,28,81,32.9962,1.1520,0.5554,0.0000,0.0000,10.9235,100.00,109.5370,271.5998,0.0,0.0000,0.0000
70000,3236,0.580,0.550,16.95,103856,79721,2043,16308,5373,599496,1035831.5,653380.9,0.045,0.693,0.127,0.135,83,19.39,12.87,0.58,2.32,5.12,6.62,0.36,2.31,6.71,7.10,0.01,0.18,0.183,0.208,1637,0.153,0.074,0.911,0.000,0.015,278788,240452,8,0.373,0.330,0.068,2232516,0.215,2.589,0.042,5.69,108692,533,1.090,0.184,0.357,25856923,1.21,9.77,0.219,0.498,0.006,4.2,17.5,32.0,128.0,41305,0.158,0.00,0.0048,0.098,991,0.878,0.000,0.893,0.629,2.85,3.62,4.53,0.02,0.010,1.19,1.21,1.27,0.887,0.00114,2.83,57.3121,2025.83,98150.7,139882.8,8.874,114.0751,177.748,0.000,1.000,0.029,65.8,73.807,239.235,304,1082.4,50.39,5.380,182.791,5650.9,98.948,0.135,2.00,9.1215,29517.3,1.1688,0.6636,12.76,1.458,0.468,1.5005,0.0000,0.534,0.243,0.436,0.0000,6.42,2.08,4,12,22,66,62.9587,7.1488,0.6536,0.0000,0.0000,45.6554,100.00,75.4921,496.3392,0.0,0.0000,0.0000
80000,3072,0.590,0.452,18.18,46011,37436,1184,6238,1317,289685,461346.9,249286.4,0.053,0.714,0.093,0.141,128,20.30,12.73,0.17,1.84,5.15,6.70,0.85,3.33,7.29,6.89,0.00,0.04,0.174,0.203,1458,0.160,0.087,0.896,0.000,0.017,90979,73544,8,0.453,0.038,0.171,2016522,0.213,2.524,0.035,11.80,39979,515,0.861,0.202,0.354,11257812,1.05,9.99,0.274,0.410,0.000,4.4,18.0,32.0,116.1,41361,0.158,0.00,0.0021,0.081,840,0.754,0.000,0.764,0.505,2.89,3.39,5.35,0.00,0.001,1.03,1.07,1.07,0.763,0.00105,2.84,17.1060,1558.42,105195.4,139882.8,0.326,29.3706,88.261,0.000,1.000,0.165,61.9,38.900,67.518,189,677.1,110.68,4.015,55.770,4921.0,34.684,0.133,2.00,7.8644,24159.5,0.9817,0.5539,13.46,1.502,0.448,0.4995,0.0000,0.557,0.257,0.446,0.0000,6.73,2.44,4,15,22,79,34.1593,1.5271,0.6445,0.0000,0.0000,11.1148,100.00,107.1710,285.3542,0.0,0.0000,0.0000
90000,3014,0.904,0.523,21.58,89920,70271,2714,13449,3544,479674,1042701.9,613372.6,0.053,0.712,0.092,0.142,78,23.36,13.49,0.12,1.00,4.84,5.58,0.74,3.64,8.32,6.32,0.00,0.05,0.158,0.164,1400,0.180,0.095,0.892,0.000,0.013,270632,236462,10,0.467,0.131,0.127,4343370,0.250,3.034,0.037,5.28,121091,539,1.279,0.203,0.315,26372621,1.03,7.17,0.384,0.379,0.001,5.6,26.0,32.0,134.0,42263,0.161,0.00,0.0042,0.083,933,0.902,0.000,0.859,0.669,2.78,3.76,4.70,0.02,0.006,1.03,1.04,1.04,0.910,0.00096,2.58,64.0807,2939.54,82121.3,139882.8,11.099,115.6598,170.371,0.000,1.000,0.012,62.9,69.731,239.899,245,973.8,100.82,5.362,182.423,4439.6,100.432,0.135,2.00,14.9284,44994.1,1.4738,0.6651,14.02,1.661,0.436,1.5005,0.0000,0.566,0.213,0.581,0.0000,5.93,2.38,4,16,22,80,60.0701,6.7824,0.5886,0.0000,0.0000,44.4610,100.00,69.1569,480.0534,0.0,0.0000,0.0000
100000,2816,1.032,0.453,20.04,39607,32446,1246,5332,781,291128,482820.7,284683.2,0.077,0.713,0.084,0.126,118,23.41,15.02,0.08,0.90,4.85,6.06,0.97,3.91,8.83,6.72,0.00,0.09,0.146,0.160,1490,0.120,0.096,0.892,0.000,0.012,101930,87045,4,0.525,0.055,0.212,3250606,0.202,2.608,0.032,11.95,50214,504,0.978,0.193,0.370,10419452,1.02,8.00,0.358,0.439,0.001,4.6,24.0,48.0,126.0,41455,0.158,0.00,0.0019,0.080,806,0.753,0.000,0.738,0.617,2.91,3.70,5.00,0.00,0.002,1.02,1.02,1.03,0.762,0.00109,2.93,24.4191,2487.54,97295.1,139882.8,0.288,31.1718,88.567,0.000,1.000,0.102,55.9,38.292,66.788,161,488.8,85.44,4.185,55.992,4140.6,36.478,0.137,1.99,10.9667,30882.3,1.0680,0.5386,14.72,1.575,0.477,0.4995,0.0000,0.516,0.190,0.445,0.0000,6.24,2.28,4,16,25,100,34.0685,1.1606,0.5206,0.0000,0.0000,10.6745,100.00,103.0472,269.0725,0.0,0.0000,0.0000
