step,pop,on_fat,fat_stock,age_mean,pop0,pop1,pop2,cross0,cross1,cross2,soil0,soil1,soil2,root0,root1,root2
1000,2770,0.8643,45861.1,909,952,907,911,13,16,19,21828,23065,25150,0,0,0
2000,2831,0.8446,78236.2,1756,968,942,921,17,17,18,10598,11686,15463,0,0,0
3000,2736,0.9035,98226.2,2633,910,924,902,17,20,17,4257,5907,9186,0,0,0
4000,2668,0.6582,52683.9,729,888,986,794,17,33,25,23965,19588,22677,0,0,0
5000,2753,0.7192,70752.9,1212,884,1028,841,22,37,28,16942,14320,17640,0,0,0
6000,2797,0.7694,79361.8,1689,892,960,945,13,44,23,13078,12273,15301,0,0,0
7000,2852,0.6539,54125.0,891,931,998,923,36,32,25,23291,19095,21861,0,0,0
8000,2725,0.7020,60344.1,1109,922,953,850,37,27,18,21429,16499,22435,0,0,0
9000,2680,0.7071,57038.8,1250,869,1020,791,58,39,32,21222,18974,24868,0,0,0
10000,2473,0.6175,23130.5,736,932,895,646,49,87,65,33074,30556,34566,0,0,0
11000,1556,0.6600,10936.5,612,597,580,379,42,70,64,36447,36072,42295,0,0,0
12000,1424,0.5169,10543.3,438,633,453,338,51,78,61,35669,39308,44827,0,0,0
13000,862,0.5510,6203.7,448,485,222,155,46,63,57,36254,42568,48166,0,0,0
14000,782,0.5537,4660.0,388,557,142,83,29,70,44,35508,45082,50803,0,0,0
15000,666,0.5751,4374.3,357,553,80,33,17,65,32,31770,47056,54144,0,0,0
16000,746,0.5174,4716.3,350,569,115,62,14,85,62,27982,47463,56390,0,0,0
17000,1020,0.5167,8197.1,413,657,232,131,37,127,85,25474,45884,56084,0,0,0
18000,1469,0.4343,7780.5,258,749,405,315,60,113,116,26823,43890,54635,0,0,0
19000,1893,0.4274,9714.4,225,788,598,507,54,81,83,27177,41515,52224,0,0,0
20000,2510,0.3916,10352.7,187,1026,834,650,112,60,82,28821,38949,48842,0,0,0
21000,2693,0.4103,14263.6,209,1029,832,832,98,80,99,28511,36584,45481,0,0,0
22000,3094,0.3772,15168.5,201,1079,1006,1009,74,102,79,29842,35047,40223,0,0,0
23000,3218,0.4472,24563.1,301,1071,1052,1095,104,65,87,29202,31163,34590,0,0,0
24000,3621,0.4618,42068.3,480,1116,1352,1153,95,90,67,25714,24304,28061,0,0,0
25000,3999,0.4364,39007.6,471,1278,1449,1272,117,115,98,27028,22834,25595,0,0,0
26000,3669,0.5364,44062.5,535,1177,1285,1207,103,121,153,29926,23641,23917,0,0,0
27000,3765,0.5687,56574.7,747,1277,1286,1202,94,94,142,26795,19512,20278,0,0,0
28000,3607,0.5611,55911.2,823,1174,1318,1115,105,86,130,26408,19476,21088,0,0,0
29000,3023,0.5366,40974.3,620,1056,1034,933,74,80,134,33230,25822,25483,0,0,0
30000,2692,0.5565,41856.2,711,935,962,795,81,89,108,31533,26617,27836,0,0,0
31000,2406,0.5644,35325.5,696,897,781,728,101,93,95,34218,29981,30658,0,0,0
32000,1911,0.5950,22302.3,670,903,522,486,101,87,100,38084,36295,36388,0,0,0
33000,1421,0.5982,15140.3,701,795,347,279,87,86,114,37959,40392,42058,0,0,0
34000,994,0.5644,10456.4,759,680,194,120,42,97,75,35468,43781,47160,0,0,0
35000,702,0.5413,7500.4,611,584,98,20,17,73,19,32219,46173,51529,0,0,0
36000,800,0.5288,7935.5,517,605,141,54,11,107,53,28148,46849,54356,0,0,0
37000,1031,0.5015,11160.2,577,662,198,171,39,129,122,25046,45425,54859,0,0,0
38000,1711,0.4985,13305.9,452,863,482,366,75,121,140,23341,43693,54441,0,0,0
39000,2176,0.4963,17902.6,414,895,697,584,86,94,122,22850,39967,51640,0,0,0
40000,2501,0.4770,26969.3,481,946,842,713,90,82,115,21697,34902,45862,0,0,0
41000,2984,0.4645,42544.7,534,1031,1131,822,106,126,112,18943,27364,37606,0,0,0
42000,3142,0.4640,54980.2,628,999,1166,977,96,108,128,16613,21858,30659,0,0,0
43000,3322,0.4392,57273.4,644,1082,1206,1034,123,96,118,17768,19646,25485,0,0,0
44000,3361,0.4398,63247.0,673,1131,1196,1034,113,99,107,17302,16725,22158,0,0,0
