step,pop,on_fat,fat_stock,age_mean,pop0,pop1,pop2,cross0,cross1,cross2,soil0,soil1,soil2,root0,root1,root2
1000,2825,0.8821,43670.3,909,934,1024,867,19,25,22,22041,24160,29625,0,0,0
2000,2843,0.8716,75699.1,1775,943,1053,847,22,25,21,10063,13151,20625,0,0,0
3000,2752,0.9073,94923.8,2643,870,1050,832,22,25,23,5297,7194,13607,0,0,0
4000,2340,0.6415,43096.5,681,811,835,694,16,14,28,24835,23462,26506,0,0,0
5000,2421,0.6786,59275.6,1054,833,860,728,23,25,26,20421,18993,20364,0,0,0
6000,2387,0.7168,71026.7,1410,862,835,690,15,21,31,17509,16676,16750,0,0,0
7000,2617,0.6328,56652.5,835,957,993,667,30,26,33,22467,21752,19822,0,0,0
8000,2398,0.6589,52052.7,999,895,891,612,27,38,29,23408,24172,21317,0,0,0
9000,2255,0.6763,50245.6,1100,889,809,557,25,35,26,24853,24505,24388,0,0,0
10000,2002,0.7133,37540.5,1010,816,732,454,24,33,24,28757,29371,29304,0,0,0
11000,1764,0.7489,30961.8,1109,776,608,380,23,25,37,30753,32190,32970,0,0,0
12000,1524,0.7848,21419.4,1218,686,524,314,25,32,32,34739,36963,36770,0,0,0
13000,1139,0.8086,12226.4,1236,578,350,211,26,30,37,38113,41689,40647,0,0,0
14000,762,0.7822,7643.5,1344,499,172,91,35,18,17,39395,43770,42692,0,0,0
15000,503,0.7555,7525.6,1307,401,76,26,17,15,13,39072,44663,44198,0,0,0
16000,448,0.6496,6453.9,933,367,54,27,17,24,19,39365,44690,44874,0,0,0
17000,711,0.5781,11172.7,662,464,161,86,47,58,52,36939,43023,44154,0,0,0
18000,1262,0.5254,21028.2,722,710,295,257,59,78,121,32283,39721,42092,0,0,0
19000,1832,0.4831,33523.5,781,820,549,463,67,94,153,27973,34584,38003,0,0,0
20000,2699,0.5043,42296.4,742,992,974,733,62,74,178,25629,29669,34141,0,0,0
21000,3095,0.5267,45863.3,693,968,1125,1002,63,73,103,25487,26794,31190,0,0,0
22000,3273,0.5102,51578.5,678,1068,1277,928,67,63,82,23323,24011,29700,0,0,0
23000,3480,0.5075,54766.4,671,1261,1275,944,60,68,101,21340,22162,26832,0,0,0
24000,3456,0.5278,47589.8,591,1459,1132,865,92,75,89,22609,23376,27567,0,0,0
25000,3349,0.6274,49031.4,751,1277,1206,866,119,94,79,23009,22472,25793,0,0,0
26000,3320,0.6515,56723.4,927,1153,1241,926,104,92,100,20865,20978,23191,0,0,0
27000,3433,0.6391,57145.7,931,1380,1094,959,111,101,103,19965,21102,24006,0,0,0
28000,3392,0.6565,47781.5,837,1329,1121,942,107,124,121,23366,24767,26048,0,0,0
29000,2992,0.7186,46550.3,997,1178,998,816,89,132,124,24370,26599,27205,0,0,0
30000,2696,0.7396,39195.0,1103,1054,879,763,83,100,125,26662,30407,30362,0,0,0
31000,2145,0.7431,29236.9,1075,859,719,567,80,78,110,30651,35071,33124,0,0,0
32000,1557,0.7726,17380.9,1056,706,452,399,62,70,81,37250,39466,37095,0,0,0
33000,1223,0.7858,9795.8,1163,622,355,246,47,76,58,39766,42776,40669,0,0,0
34000,842,0.8290,7392.0,1330,537,190,115,29,50,46,40092,44509,43018,0,0,0
35000,586,0.6928,5468.9,1056,468,102,16,17,41,12,40835,45374,44439,0,0,0
36000,537,0.6704,5836.9,852,423,78,36,9,53,34,39825,45174,45097,0,0,0
37000,856,0.5946,9018.2,711,554,197,105,22,114,83,37265,44429,45543,0,0,0
38000,1369,0.5449,14580.0,619,693,411,265,74,144,149,34686,41609,43855,0,0,0
39000,1911,0.5903,21133.0,656,887,546,478,118,108,149,31904,37800,41031,0,0,0
40000,2138,0.6104,30433.9,804,938,668,532,109,102,127,28517,32686,36483,0,0,0
41000,2522,0.6150,41489.9,882,1021,891,610,118,92,95,25251,26840,31348,0,0,0
42000,2700,0.6000,54113.9,904,1059,944,697,113,103,97,20386,21717,26885,0,0,0
43000,2960,0.5882,54289.0,885,1139,1036,785,114,80,120,19113,20699,25059,0,0,0
44000,2956,0.6137,55042.5,962,1152,1020,784,112,105,122,18566,20110,24246,0,0,0
45000,3006,0.6294,63390.5,1036,1143,1073,790,120,108,100,16581,16391,21835,0,0,0
46000,3079,0.5979,57398.6,974,1116,1140,823,106,116,123,19954,17937,20411,0,0,0
47000,3035,0.6316,57100.2,1005,1016,1180,839,102,123,122,21537,18981,20759,0,0,0
48000,2923,0.6155,52069.6,953,990,1143,790,108,101,122,23209,21007,22696,0,0,0
49000,2744,0.5838,37889.5,782,959,1050,735,123,93,136,27050,26981,29177,0,0,0
50000,2583,0.6330,36983.3,779,1037,884,662,107,102,133,28459,28760,31498,0,0,0
51000,2016,0.7252,27840.5,971,881,675,460,97,106,107,31501,33091,35358,0,0,0
52000,1495,0.7773,16934.9,1212,718,475,302,78,97,90,34315,37758,39842,0,0,0
53000,1014,0.8047,8982.1,1253,541,311,162,69,93,66,37669,41099,43056,0,0,0
54000,732,0.7322,5081.7,1114,462,178,92,44,64,63,39708,43355,45058,0,0,0
55000,556,0.6349,5418.3,854,411,100,45,19,70,37,39444,44275,46031,0,0,0
56000,717,0.5690,5223.7,575,538,106,73,18,88,59,39176,44692,47244,0,0,0
57000,895,0.4827,7761.2,518,556,203,136,28,128,112,37122,43410,47147,0,0,0
58000,1378,0.4877,8977.2,353,749,374,255,69,148,149,36541,42057,46091,0,0,0
59000,1793,0.4824,14185.0,384,875,477,441,97,111,152,34874,39173,42988,0,0,0
60000,2283,0.5112,26638.5,527,892,784,607,96,103,133,30647,33496,37841,0,0,0
61000,2584,0.5097,42504.7,733,1034,880,670,107,89,119,24741,27229,31712,0,0,0
62000,2845,0.5104,53635.8,822,1144,1004,697,107,94,118,22101,21332,25753,0,0,0
63000,3329,0.4863,52561.2,702,1257,1171,901,114,119,118,23182,20499,24175,0,0,0
64000,3525,0.4877,50321.5,644,1327,1213,985,111,115,163,22380,21276,25096,0,0,0
65000,4124,0.4910,50755.4,599,1500,1482,1142,126,124,179,21152,21509,25792,0,0,0
66000,3965,0.5090,49103.6,642,1459,1467,1039,152,117,177,21907,21787,26282,0,0,0
67000,4008,0.5025,45642.5,560,1466,1362,1180,159,108,157,25128,23939,26267,0,0,0
68000,3713,0.5042,50256.2,638,1387,1369,957,133,118,123,23268,22088,25739,0,0,0
69000,3259,0.5410,40184.3,614,1233,1210,816,115,109,110,27868,27691,28925,0,0,0
70000,3027,0.5352,29806.0,567,1197,1107,723,130,119,127,30956,32095,34056,0,0,0
71000,2548,0.5793,20863.7,548,1146,816,586,138,115,148,34533,36558,38149,0,0,0
72000,1964,0.5799,14593.5,531,914,641,409,106,135,129,37008,40051,41487,0,0,0
73000,1449,0.6197,8800.2,553,791,397,261,78,125,155,38502,43159,44763,0,0,0
74000,903,0.6379,6186.0,709,557,219,127,37,104,98,38418,44899,47067,0,0,0
75000,696,0.6092,5411.0,687,532,138,26,17,95,24,37749,46024,48659,0,0,0
76000,742,0.6092,5691.7,577,533,124,85,17,105,83,36900,45690,49231,0,0,0
77000,1136,0.5185,10017.1,566,690,262,184,26,189,162,34158,44114,48554,0,0,0
78000,1537,0.4977,12830.3,531,779,440,318,66,170,230,33180,41825,47290,0,0,0
79000,2101,0.5007,18892.7,500,987,629,485,100,152,218,30943,38322,44725,0,0,0
80000,2475,0.5115,26852.6,588,1058,807,610,110,132,167,28861,33989,40383,0,0,0
81000,2828,0.4721,35352.2,619,1064,974,790,109,105,147,27044,29069,34745,0,0,0
82000,3606,0.4762,38825.2,548,1335,1322,949,99,119,155,26037,27228,31739,0,0,0
83000,4017,0.4391,37924.7,461,1511,1446,1060,134,120,151,26462,26700,31155,0,0,0
84000,3956,0.4626,38247.8,477,1380,1434,1142,96,133,144,26584,25535,29387,0,0,0
