step,place,pop,mass,hard,muscle,sensor,digestive,bite,shell,biters,cover,plant_intake,meat_intake,lineages,movers,foot,shell_front,shell_back,dead,carrion,soil,barren,regrowth,cells,rain,trees,fruit,fruit_intake,water,dry,root,root_intake
10000,0,816,32.35,3.33,3.28,4.20,20.03,0.01,1.69,0.005,0.288,421486.2,164762.4,31,24,4.73,1.32,2.00,31.7621,978.32,28757.4,5.0913,1.1690,5462,24.0356,255,67.0717,371146.6,165.42,2.1296,0.0,0.0000
10000,1,732,34.95,3.62,3.07,3.11,22.23,0.01,1.73,0.005,0.267,429175.8,160695.2,35,33,4.67,1.68,1.85,30.8318,1223.35,29371.1,7.0414,1.2610,5461,24.0312,244,64.8978,378962.0,81.35,20.2415,0.0,0.0000
10000,2,454,37.16,3.55,3.92,4.31,22.62,0.04,1.73,0.018,0.179,289107.0,101487.7,18,24,5.32,1.64,2.08,18.2888,692.64,29303.9,4.1913,1.6586,5461,24.0312,285,39.5081,233059.3,53.21,35.2231,0.0,0.0000
20000,0,992,24.31,2.10,1.19,3.62,16.06,0.00,1.43,0.001,0.260,224436.9,75808.5,11,62,4.34,1.21,1.69,13.1282,1086.29,25629.4,0.2679,2.8304,5462,10.4501,72,31.6602,197336.7,165.42,0.7549,0.0,0.0000
20000,1,974,13.42,0.78,0.14,0.84,10.78,0.00,1.13,0.000,0.140,108633.8,22810.0,8,74,3.28,1.04,1.23,4.0310,408.13,29668.9,0.1354,3.8851,5461,10.4482,78,12.1382,69077.2,81.35,4.4212,0.0,0.0000
20000,2,733,10.03,0.45,0.03,0.21,8.63,0.00,1.09,0.000,0.079,67518.8,8016.8,3,178,3.00,1.02,1.13,1.3881,83.27,34141.5,0.0175,3.9376,5461,10.4482,30,5.4161,27689.7,53.21,7.8055,0.0,0.0000
30000,0,1054,28.54,1.39,7.54,0.65,11.76,0.04,1.34,0.024,0.257,442559.2,247089.5,3,83,4.01,1.27,1.40,33.6247,1057.34,26662.4,4.1156,1.2618,5462,24.5966,146,72.1069,433632.2,165.42,3.2093,0.0,0.0000
30000,1,879,31.62,1.62,8.83,0.41,12.35,0.05,1.37,0.020,0.234,381614.1,189448.4,3,100,4.23,1.22,1.46,24.0782,676.04,30407.3,7.7198,2.2447,5461,24.5921,189,59.2546,362916.9,81.35,17.1528,0.0,0.0000
30000,2,763,32.48,1.66,9.22,0.60,12.42,0.08,1.40,0.031,0.209,261960.5,122557.4,2,125,4.47,1.32,1.48,13.6581,380.89,30362.2,4.9884,3.3403,5461,24.5921,134,38.1441,231726.7,53.21,33.6690,0.0,0.0000
40000,0,938,34.03,1.43,7.99,0.33,13.59,0.04,1.31,0.025,0.249,213902.6,95401.8,6,109,4.23,1.29,1.33,11.1812,1395.92,28517.3,0.0207,2.8338,5462,10.1813,120,32.6640,187196.9,165.42,0.9545,0.0,0.0000
40000,1,668,33.12,1.16,8.10,0.19,12.99,0.03,1.28,0.021,0.173,100816.7,45717.2,6,102,4.09,1.22,1.29,4.4959,841.73,32686.3,0.0147,2.8399,5461,10.1794,86,13.2436,72444.7,81.35,4.2239,0.0,0.0000
40000,2,532,31.15,1.54,6.78,0.51,14.03,0.03,1.39,0.015,0.139,69536.4,25573.7,6,127,4.37,1.34,1.44,1.9813,296.89,36482.9,0.0211,3.1398,5461,10.1794,50,6.3437,38462.4,53.21,7.5837,0.0,0.0000
50000,0,1037,37.49,1.30,7.18,0.08,12.18,0.04,1.40,0.024,0.245,397055.8,252358.4,5,107,3.74,1.46,1.28,32.9371,1239.31,28459.2,2.2764,1.0089,5462,19.5814,167,69.3061,391754.5,165.42,2.6973,0.0,0.0000
50000,1,884,37.89,1.38,6.97,0.19,12.46,0.03,1.40,0.016,0.215,404069.1,253232.4,4,102,3.73,1.43,1.37,31.4857,883.80,28760.4,5.5956,1.3768,5461,19.5779,156,70.0544,394208.6,81.35,18.7585,0.0,0.0000
50000,2,662,41.44,1.39,8.02,0.02,13.08,0.02,1.43,0.011,0.169,248620.1,155090.7,3,133,3.96,1.49,1.36,17.1542,526.91,31497.6,2.4245,1.7584,5461,19.5779,178,41.3889,233338.7,53.21,33.0517,0.0,0.0000
60000,0,892,30.12,1.08,5.97,0.01,9.75,0.04,1.34,0.011,0.173,213648.2,148694.5,2,96,3.38,1.36,1.41,12.2806,1047.34,30646.7,0.0060,2.9248,5462,9.9007,86,32.4093,185451.7,165.42,1.0012,0.0,0.0000
60000,1,784,26.69,0.98,4.40,0.02,11.66,0.00,1.28,0.003,0.150,99977.2,59761.0,2,103,3.47,1.26,1.38,4.2705,632.94,33495.5,0.0159,3.0167,5461,9.8989,95,13.0765,69952.2,81.35,4.1521,0.0,0.0000
60000,2,607,27.39,0.43,5.78,0.00,10.68,0.00,1.16,0.002,0.119,61554.0,34616.2,2,133,3.40,1.15,1.17,1.6971,349.73,37841.4,0.0113,2.8226,5461,9.8989,68,7.1810,33400.4,53.21,8.0258,0.0,0.0000
70000,0,1197,19.14,0.78,4.38,0.01,6.02,0.02,1.29,0.010,0.154,423749.5,343988.4,3,130,2.38,1.23,1.38,33.4964,911.18,30955.6,2.7458,1.0643,5462,22.2455,129,74.9456,414857.5,165.42,2.3388,0.0,0.0000
70000,1,1107,19.96,0.79,4.24,0.11,6.94,0.02,1.27,0.006,0.153,399599.4,324266.5,3,119,2.46,1.25,1.30,30.0967,1197.49,32095.1,5.1695,1.6153,5461,22.2414,104,66.1200,385254.3,81.35,16.2307,0.0,0.0000
70000,2,723,18.79,0.52,4.04,0.28,7.15,0.01,1.17,0.008,0.099,268864.8,214109.2,3,127,2.55,1.19,1.17,17.7366,496.60,34056.1,2.6331,2.7070,5461,22.2414,119,40.8891,244351.9,53.21,32.4276,0.0,0.0000
80000,0,1058,20.39,0.45,4.40,0.11,9.16,0.00,1.15,0.000,0.170,239627.4,158810.5,2,110,3.07,1.12,1.20,11.0170,963.46,28861.3,0.0721,4.7142,5462,12.1163,38,29.8953,193561.5,165.42,0.8571,0.0,0.0000
80000,1,807,23.36,0.57,5.16,0.03,10.09,0.00,1.17,0.000,0.147,123276.9,81767.6,2,132,3.31,1.14,1.20,4.9211,679.08,33989.0,0.0026,4.4272,5461,12.1141,46,12.5081,79079.9,81.35,4.0119,0.0,0.0000
80000,2,610,20.74,0.42,4.06,0.05,10.11,0.00,1.15,0.000,0.103,73363.8,42236.6,2,167,3.18,1.12,1.16,1.8788,221.23,40382.9,0.0045,3.9687,5461,12.1141,60,5.2016,34119.9,53.21,7.4503,0.0,0.0000
90000,0,1106,16.81,0.41,3.74,0.15,6.20,0.00,1.15,0.001,0.133,391068.5,335386.0,4,108,2.22,1.12,1.21,28.2404,933.73,32268.4,2.9052,1.6243,5462,23.2621,101,69.2026,374894.1,165.42,3.4156,0.0,0.0000
90000,1,1109,17.98,0.56,4.20,0.09,6.26,0.00,1.21,0.000,0.141,402599.7,351591.3,5,111,2.22,1.18,1.28,28.7501,702.08,33320.1,4.4816,1.8783,5461,23.2579,123,67.9671,384826.5,81.35,17.0493,0.0,0.0000
90000,2,652,19.31,0.44,4.51,0.00,6.89,0.00,1.14,0.003,0.089,278560.2,236570.5,5,126,2.38,1.10,1.17,18.6286,422.15,37215.4,2.0468,2.8975,5461,23.2579,99,43.9074,251536.7,53.21,30.8597,0.0,0.0000
100000,0,1069,23.52,1.01,5.61,0.12,8.65,0.00,1.32,0.001,0.187,239220.5,157777.4,5,99,3.09,1.27,1.39,10.7204,892.80,30270.4,0.1880,5.5599,5462,11.9609,48,28.9752,184657.9,165.42,0.9242,0.0,0.0000
100000,1,845,22.07,0.54,5.01,0.04,9.42,0.00,1.14,0.000,0.146,119363.4,70360.5,5,103,3.17,1.10,1.20,4.0216,704.79,33915.2,0.0107,4.8388,5461,11.9587,69,11.2604,71171.4,81.35,3.9363,0.0,0.0000
100000,2,659,20.97,0.32,5.22,0.00,8.91,0.00,1.10,0.000,0.109,71970.2,38461.5,4,177,3.08,1.06,1.13,1.6690,308.47,40943.6,0.0003,4.3307,5461,11.9587,37,4.9500,29039.2,53.21,7.5790,0.0,0.0000
