step,place,pop,mass,hard,muscle,sensor,digestive,bite,shell,biters,cover,plant_intake,meat_intake,lineages,movers,foot,shell_front,shell_back,dead,carrion,soil,barren,regrowth,cells,rain,trees,fruit,fruit_intake,water,dry,root,root_intake
10000,0,868,32.60,1.99,5.35,6.92,16.74,0.13,1.50,0.051,0.308,393554.1,181210.6,11,40,5.00,1.48,1.57,31.9314,1092.48,34574.8,3.2941,1.0960,5462,23.6718,257,63.0001,344236.3,138.87,4.7698,0.0,0.0000
10000,1,932,28.40,2.77,3.69,3.53,15.67,0.08,1.68,0.033,0.275,438636.3,186506.3,18,23,4.51,1.52,1.73,32.9314,869.80,23080.3,10.7442,1.3323,5461,23.6674,246,64.6580,388250.7,96.71,11.8522,0.0,0.0000
10000,2,793,28.85,2.11,5.23,3.51,15.39,0.12,1.52,0.034,0.237,338273.8,134922.9,16,41,4.60,1.50,1.56,23.6233,985.45,30749.6,4.3366,1.2393,5461,23.6674,264,52.6364,287286.7,64.42,29.4830,0.0,0.0000
20000,0,692,40.27,3.36,6.75,2.07,19.09,0.03,1.81,0.017,0.247,192774.5,121463.1,5,70,4.96,1.51,2.11,12.1596,781.40,27445.0,0.0199,2.4706,5462,9.3648,114,31.4487,168798.9,138.87,1.7797,0.0,0.0000
20000,1,612,42.55,2.78,6.91,1.81,22.93,0.08,1.58,0.031,0.241,107299.1,61780.0,5,55,5.29,1.45,1.68,5.5948,1259.44,33979.4,0.0269,3.0544,5461,9.3631,79,15.1185,76594.5,96.71,2.5306,0.0,0.0000
20000,2,438,44.86,3.32,6.69,1.64,28.31,0.05,1.74,0.023,0.202,77826.2,44790.3,5,62,5.75,1.62,1.92,3.4342,612.10,38109.0,0.0015,3.0189,5461,9.3631,72,9.5118,47229.0,64.42,6.3225,0.0,0.0000
30000,0,878,38.91,2.90,5.60,1.65,16.99,0.07,1.75,0.032,0.272,401550.2,269279.5,11,81,4.42,1.63,2.02,35.0114,1468.97,25115.0,3.6620,1.2961,5462,20.3555,95,64.3433,392136.3,138.87,4.3395,0.0,0.0000
30000,1,843,49.84,1.58,8.66,1.76,19.70,0.07,1.41,0.033,0.305,451388.3,337056.7,8,42,4.77,1.39,1.50,43.6292,1613.87,28258.8,4.2062,1.1133,5461,20.3517,90,73.7310,445456.2,96.71,12.0616,0.0,0.0000
30000,2,686,44.32,1.14,7.73,1.44,20.80,0.02,1.29,0.010,0.245,344682.7,252177.5,8,63,4.84,1.21,1.45,30.5904,1112.15,30419.5,2.5976,1.8589,5461,20.3517,91,52.6825,329808.4,64.42,26.7354,0.0,0.0000
40000,0,875,30.23,0.91,6.57,0.94,12.39,0.03,1.24,0.015,0.208,226794.1,120460.0,10,52,4.12,1.22,1.32,12.9373,974.02,20622.8,0.6758,2.9185,5462,11.5476,37,30.4657,199455.8,138.87,1.5933,0.0,0.0000
40000,1,765,34.55,0.73,7.57,1.01,13.99,0.02,1.20,0.007,0.205,125988.5,68618.4,7,51,4.55,1.11,1.28,6.1313,1238.35,33259.0,0.0360,3.6057,5461,11.5455,46,14.5775,90085.1,96.71,2.4721,0.0,0.0000
40000,2,642,28.63,1.06,6.33,0.43,12.33,0.00,1.28,0.002,0.148,93296.8,54316.4,7,83,4.25,1.20,1.37,3.9127,409.27,38847.9,0.0177,3.7771,5461,11.5455,78,8.2980,56053.5,64.42,6.0616,0.0,0.0000
50000,0,950,22.79,0.70,4.17,2.73,8.22,0.00,1.21,0.001,0.172,369727.4,278122.3,8,56,3.36,1.18,1.28,28.9155,1030.27,38190.4,6.1748,1.7054,5462,23.2627,179,59.8300,356752.9,138.87,4.3007,0.0,0.0000
50000,1,1063,25.48,1.14,4.51,2.12,9.66,0.02,1.38,0.008,0.211,439708.4,334530.2,7,83,3.61,1.24,1.47,37.2368,1302.63,32239.6,6.9984,1.2646,5461,23.2585,126,71.1449,431605.5,96.71,11.3828,0.0,0.0000
50000,2,805,25.08,2.00,3.78,1.98,10.29,0.04,1.56,0.016,0.167,330004.1,221804.4,6,90,3.71,1.46,1.73,22.5881,344.35,31995.0,6.5314,2.3290,5461,23.2585,145,48.2994,310418.1,64.42,27.9207,0.0,0.0000
60000,0,909,21.62,0.41,4.58,1.43,10.52,0.00,1.13,0.000,0.178,225196.6,130931.7,6,59,3.70,1.05,1.17,11.1881,538.70,23421.9,0.5229,3.9587,5462,11.6878,36,28.9303,186856.9,138.87,1.6746,0.0,0.0000
60000,1,877,22.70,0.45,4.90,1.65,10.84,0.00,1.12,0.002,0.177,127144.4,67559.0,6,61,3.76,1.06,1.15,4.6623,586.15,34155.0,0.0064,4.1610,5461,11.6857,51,13.7567,85477.2,96.71,2.4008,0.0,0.0000
60000,2,613,23.95,0.43,5.24,1.58,11.99,0.00,1.12,0.000,0.136,90020.8,45822.8,6,73,3.97,1.08,1.15,2.9272,354.72,42018.3,0.0046,3.6664,5461,11.6857,43,8.7147,53460.0,64.42,6.2529,0.0,0.0000
70000,0,1147,22.07,0.48,6.03,0.73,6.94,0.00,1.17,0.002,0.186,397471.7,358028.0,4,92,3.12,1.11,1.19,29.3703,975.26,33079.7,1.8050,1.5447,5462,26.5249,91,63.3595,383943.1,138.87,4.3656,0.0,0.0000
70000,1,1313,20.38,0.43,4.77,0.66,7.96,0.01,1.13,0.004,0.207,473939.3,420146.7,5,82,3.09,1.09,1.17,36.5706,870.22,28671.2,4.2439,1.3749,5461,26.5200,56,76.4549,461330.5,96.71,10.4743,0.0,0.0000
