step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_broken,deaths_body,cells_broken,plant_intake,meat_intake,stay,forward,left,right,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,bite_mean,bite_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,meat_per_cell,kills_young_share,meat_majority,contacts,shell_mean,open_mean,full_share,damaged_share,biters_share,mass_p10,mass_p50,mass_p90,mass_max,occupied_cells,cover,wasted,intake_per_gut,crossers,pop_none,blocked,shoves,turns_blocked,births_no_room,foot_mean,len_fwd,len_side,bite_any_mean,biters_any_share,shell_front,shell_back,shell_side,pushes,move_spent,shaded,dead,carrion,soil,matter,barren,rot,spent,flow,soil_cells,deep,air,rain,shade,trees,tree_res,res_max,tree_eaten,fruit,fruit_stock,fruit_eaten,clones,mutations,fat_mean,fat_stock,worth,kill_gain,size_mean,density_mean,density_std,sun,cloud_std,digest_mean,digest_std,flesh_guts,dung,side_mean,side_std,size_p10,size_p50,size_p90,size_max,fat_spent,fat_over,on_fat,breed_share,breed_denied,dry,water,leached,mixed,root_stock,stored,dug
10000,2473,0.994,0.906,9.66,35527,25891,4479,1827,2318,225985,1172786.5,587031.1,0.325,0.388,0.157,0.129,57,31.25,20.44,1.19,4.91,7.75,9.99,2.27,7.06,14.19,13.29,0.03,0.31,0.214,0.235,1858,0.013,0.040,0.953,0.000,0.006,273563,256103,36,0.408,0.125,0.192,8994493,0.269,3.109,0.074,3.40,82375,639,2.598,0.234,0.453,12249340,1.37,6.30,0.230,0.601,0.012,6.4,30.8,57.7,118.7,62818,0.240,0.00,0.0033,0.055,646,0.971,0.000,0.711,0.871,4.21,5.39,5.41,0.09,0.031,1.37,1.42,1.36,0.976,0.00041,1.86,99.5061,3916.70,98196.3,140234.7,15.630,123.9168,166.778,0.000,1.000,0.056,58.7,69.910,244.698,886,3969.1,70.46,23.276,180.606,6659.6,105.646,0.135,2.00,9.3532,23130.5,0.5564,0.4067,25.40,1.228,0.287,1.5131,0.0000,0.498,0.095,0.457,0.0000,6.88,1.33,6,25,49,100,66.7726,2.1226,0.6175,0.0000,0.0000,46.4054,100.00,48.1909,416.7153,0.0,0.0000,0.0000
20000,2510,1.130,0.572,14.92,51598,38337,239,12314,671,788039,419694.1,417081.2,0.129,0.681,0.128,0.062,125,19.92,15.25,0.62,3.05,4.32,6.50,0.45,2.72,8.85,10.21,0.00,0.00,0.162,0.203,1512,0.047,0.082,0.897,0.002,0.019,114417,89636,3,0.464,0.473,0.067,1229201,0.202,2.519,0.043,11.00,48363,307,0.529,0.202,0.439,6201005,1.23,8.29,0.197,0.601,0.000,3.0,16.7,35.5,128.0,35729,0.136,0.00,0.0019,0.069,650,0.600,0.000,0.747,0.559,2.92,3.68,4.59,0.00,0.002,1.31,1.32,1.19,0.633,0.00286,1.76,22.8361,3094.90,116612.0,140234.7,0.108,35.7059,80.162,0.000,1.000,0.388,55.1,33.243,69.258,336,1094.1,49.53,6.743,56.106,4795.7,30.829,0.136,2.00,4.1246,10352.7,0.6035,0.3694,14.23,1.403,0.542,0.4869,0.0000,0.395,0.117,0.145,0.0000,6.11,1.74,3,13,25,100,25.8456,0.2096,0.3916,0.0000,0.0000,10.8005,100.00,105.4783,253.5944,0.0,0.0000,0.0000
30000,2692,0.997,0.511,21.66,121550,86456,848,31358,2706,1098693,1117923.9,1064333.5,0.097,0.729,0.122,0.052,69,23.57,12.40,0.10,1.20,4.11,5.03,0.34,2.50,10.73,9.84,0.00,0.00,0.141,0.167,1080,0.065,0.071,0.915,0.000,0.013,409675,340094,9,0.491,0.153,0.041,1041176,0.240,2.722,0.036,6.47,199557,314,0.969,0.228,0.321,23536411,1.03,5.51,0.464,0.351,0.000,5.6,32.0,32.0,96.5,41122,0.157,0.00,0.0039,0.063,795,0.837,0.000,0.861,0.705,3.25,3.76,4.53,0.00,0.001,1.03,1.03,1.04,0.854,0.00261,2.56,92.1815,2575.28,85986.4,140234.7,11.427,120.1225,182.264,0.000,1.000,0.000,62.8,69.099,241.681,265,936.6,77.59,7.942,185.809,4536.5,108.336,0.134,2.00,15.5484,41856.2,1.4173,0.5389,15.28,1.592,0.548,1.5131,0.0000,0.329,0.201,0.247,0.0000,5.47,2.01,5,16,21,81,58.4297,3.6332,0.5565,0.0000,0.0000,41.6336,100.00,73.2254,485.2785,0.0,0.0000,0.0000
40000,2501,1.070,0.429,21.23,47624,39605,790,6781,639,348819,487732.0,310703.0,0.084,0.744,0.136,0.036,126,20.87,12.46,0.04,0.75,4.05,4.74,0.67,3.92,9.05,7.25,0.00,0.00,0.141,0.159,1175,0.052,0.072,0.907,0.000,0.021,115025,91776,9,0.351,0.043,0.072,1251476,0.206,2.248,0.032,13.82,56611,434,0.891,0.219,0.349,9050882,1.01,7.24,0.431,0.416,0.000,3.5,25.8,32.0,98.0,34548,0.132,0.00,0.0022,0.069,713,0.673,0.000,0.721,0.596,3.12,3.55,4.53,0.00,0.000,1.01,1.02,1.01,0.685,0.00186,3.33,24.7595,1963.08,102461.3,140234.7,0.691,27.4385,90.960,0.000,1.000,0.266,55.4,39.977,62.517,218,690.2,49.22,4.435,51.944,4010.1,35.130,0.135,2.00,10.7834,26969.3,1.1260,0.4841,13.81,1.508,0.592,0.4869,0.0000,0.505,0.244,0.566,0.0000,5.75,2.18,4,16,19,99,34.2503,1.0808,0.4770,0.0000,0.0000,9.9933,100.00,100.0612,278.0865,0.0,0.0000,0.0000
50000,2560,1.244,0.588,27.80,89824,71301,2408,15130,926,674127,1108027.1,764730.0,0.130,0.765,0.082,0.023,69,27.05,13.60,0.11,1.50,5.53,4.87,0.24,2.58,9.15,7.05,0.00,0.00,0.177,0.147,874,0.076,0.069,0.919,0.000,0.012,306617,244748,7,0.555,0.293,0.031,1124717,0.234,2.892,0.044,7.81,167530,356,1.134,0.230,0.308,22836632,1.04,3.46,0.642,0.290,0.000,6.0,32.0,32.0,334.0,38454,0.147,0.00,0.0047,0.083,773,0.835,0.000,0.704,0.709,3.21,3.87,4.11,0.00,0.000,1.04,1.05,1.04,0.846,0.00246,3.06,80.3150,2998.75,79125.8,140234.7,20.358,106.5859,186.646,0.000,1.000,0.000,64.5,74.297,239.773,411,1417.1,70.50,9.803,175.410,4936.1,106.068,0.135,2.00,18.2982,46843.3,1.4665,0.5150,15.02,1.794,0.470,1.5131,0.0000,0.683,0.232,0.768,0.0000,4.82,1.71,6,16,18,167,65.8409,2.1681,0.4832,0.0000,0.0000,41.2631,100.00,55.5979,472.4511,0.0,0.0000,0.0000
60000,2298,1.229,0.395,24.20,43608,36313,1024,6100,433,369717,474691.3,276844.7,0.110,0.740,0.123,0.027,130,25.25,13.79,0.30,2.48,4.68,5.19,0.16,1.59,11.07,8.90,0.00,0.05,0.147,0.155,987,0.124,0.103,0.887,0.000,0.010,94572,72356,9,0.478,0.162,0.031,645736,0.184,2.113,0.030,14.54,50716,366,0.749,0.213,0.296,6799163,1.09,5.66,0.527,0.332,0.001,4.7,32.0,32.0,108.0,37244,0.142,0.00,0.0019,0.087,614,0.573,0.000,0.601,0.550,3.41,3.89,4.78,0.00,0.001,1.07,1.11,1.08,0.587,0.00253,3.69,20.9903,2125.88,97305.8,140234.7,1.473,25.9952,90.075,0.000,1.000,0.266,58.3,40.090,61.752,206,651.0,65.01,4.579,49.723,3247.3,33.004,0.134,2.00,14.1083,32420.9,1.1380,0.4261,16.21,1.555,0.599,0.4869,0.0000,0.718,0.235,0.756,0.0000,5.69,2.15,6,16,25,121,33.7296,0.5421,0.4413,0.0000,0.0000,10.3503,100.00,99.0005,294.2750,0.0,0.0000,0.0000
70000,2606,1.345,0.536,30.95,81572,65823,2744,11907,790,630821,1118073.1,752280.0,0.171,0.724,0.086,0.019,70,32.06,12.82,0.02,0.60,5.80,5.10,0.03,0.63,10.37,6.40,0.00,0.00,0.174,0.140,712,0.132,0.073,0.919,0.000,0.007,287587,230670,11,0.610,0.203,0.004,416389,0.236,2.757,0.039,7.78,167417,352,1.193,0.228,0.288,20201827,1.01,1.16,0.754,0.239,0.000,16.0,32.0,50.0,146.0,42250,0.161,0.00,0.0041,0.076,762,0.812,0.000,0.604,0.718,3.35,4.02,4.09,0.00,0.000,1.01,1.01,1.01,0.822,0.00252,2.59,80.8190,3134.94,75847.7,140234.7,25.984,98.3219,189.612,0.000,1.000,0.012,71.7,76.509,241.544,296,1029.0,98.46,10.026,169.197,4288.4,107.168,0.136,2.00,19.3213,50351.2,1.4065,0.5038,16.21,1.978,0.167,1.5131,0.0000,0.816,0.198,0.915,0.0000,4.34,0.82,8,16,25,73,68.3976,1.5517,0.4912,0.0000,0.0000,42.3503,100.00,54.4355,478.4399,0.0,0.0000,0.0000
80000,2291,1.188,0.360,23.74,40413,33860,1109,4940,819,313128,471469.0,255517.6,0.160,0.708,0.120,0.011,131,24.09,14.48,0.06,1.06,4.94,5.37,0.28,2.13,10.92,9.28,0.00,0.00,0.157,0.166,1017,0.089,0.120,0.869,0.002,0.009,84565,64560,10,0.372,0.065,0.038,411029,0.198,2.193,0.025,14.00,47297,381,0.816,0.223,0.294,6268314,1.02,7.36,0.516,0.341,0.000,4.3,32.0,32.0,128.0,37123,0.142,0.00,0.0019,0.079,693,0.568,0.000,0.552,0.536,3.50,3.67,5.19,0.00,0.000,1.02,1.02,1.02,0.581,0.00228,3.55,20.3357,1958.65,95263.1,140234.7,1.903,25.7100,89.509,0.000,1.000,0.268,56.5,40.148,62.258,139,428.6,76.76,4.606,49.919,3118.3,33.210,0.135,2.00,15.3571,35183.2,1.2281,0.4478,16.20,1.498,0.650,0.4869,0.0000,0.678,0.207,0.848,0.0000,6.17,2.64,5,16,25,100,34.5173,0.4045,0.4705,0.0000,0.0000,10.4034,100.00,98.4257,308.0652,0.0,0.0000,0.0000
90000,2543,1.318,0.505,33.06,78052,62299,3150,11465,886,579111,1113885.4,703050.4,0.206,0.715,0.066,0.013,72,31.35,8.73,0.00,0.04,5.58,4.36,0.00,0.00,10.09,5.45,0.00,0.00,0.177,0.134,506,0.238,0.068,0.927,0.000,0.005,268196,212403,13,0.354,0.193,0.000,340027,0.239,2.752,0.037,8.41,159985,331,1.214,0.236,0.249,19839319,1.00,0.61,0.833,0.167,0.000,24.0,32.0,32.0,90.8,39869,0.152,0.00,0.0043,0.083,761,0.814,0.000,0.579,0.711,3.45,3.98,3.97,0.00,0.000,1.00,1.00,1.00,0.824,0.00232,3.26,79.6144,3089.62,69343.5,140234.7,31.337,93.7312,188.568,0.000,1.000,0.002,71.8,74.969,239.715,267,865.2,94.49,9.055,162.879,3995.9,105.643,0.135,2.00,22.6522,57604.5,1.6303,0.4876,15.68,2.000,0.005,1.5131,0.0000,0.616,0.332,0.616,0.0000,4.13,0.40,12,16,16,49,67.5142,1.5628,0.4959,0.0000,0.0000,42.0156,100.00,51.1997,459.2916,0.0,0.0000,0.0000
100000,2208,1.433,0.337,33.98,28466,23413,1624,3764,0,193402,479059.2,234501.7,0.201,0.738,0.050,0.011,126,33.18,12.39,0.00,0.08,4.21,4.81,0.00,0.17,12.37,7.08,0.00,0.11,0.127,0.141,524,0.282,0.094,0.896,0.000,0.010,76547,58363,16,0.304,0.221,0.001,5841,0.159,2.005,0.022,13.31,50804,306,1.213,0.223,0.207,7014127,1.00,0.76,0.805,0.195,0.002,22.0,32.0,50.0,162.0,36624,0.140,0.00,0.0018,0.090,656,0.662,0.000,0.322,0.635,3.50,4.10,4.07,0.00,0.002,1.00,1.00,1.00,0.668,0.00244,2.72,24.6173,2044.30,88260.9,140234.7,2.276,26.9305,86.492,0.000,1.000,0.203,61.6,39.086,65.277,149,396.2,54.91,5.294,50.817,2457.4,34.655,0.134,1.99,18.9110,41755.4,1.3568,0.4842,16.59,2.000,0.000,0.4869,0.0000,0.826,0.202,0.919,0.0000,4.27,0.62,11,16,25,81,33.6313,0.0758,0.4552,0.0000,0.0000,10.6542,100.00,93.7172,314.3914,0.0,0.0000,0.0000
