step,pop,on_fat,fat_stock,age_mean,pop0,pop1,pop2,cross0,cross1,cross2,soil0,soil1,soil2,root0,root1,root2
1000,2892,0.8976,43204.1,905,982,983,927,11,10,11,23986,22982,27528,0,0,0
2000,2926,0.8705,73868.9,1801,981,1009,936,11,9,13,13993,11477,17115,0,0,0
3000,2896,0.9130,94050.9,2673,981,994,921,12,8,14,8023,5759,10265,0,0,0
4000,2496,0.6935,46692.3,698,895,888,713,18,19,16,25057,21971,24538,0,0,0
5000,2459,0.7080,58199.2,1149,925,833,701,20,21,16,19951,16591,22397,0,0,0
6000,2495,0.7764,63480.3,1597,928,757,810,21,24,23,15547,17057,21032,0,0,0
7000,2680,0.6556,48871.4,841,977,916,787,17,20,18,21203,22391,25712,0,0,0
8000,2667,0.6895,52347.6,968,940,968,759,9,29,19,21709,22641,25569,0,0,0
9000,2644,0.7288,53328.2,1200,934,958,752,9,24,20,23064,22534,26213,0,0,0
10000,2475,0.7467,43200.4,1054,890,861,724,7,18,13,26575,25385,29976,0,0,0
11000,2201,0.7942,30975.5,1157,834,784,583,13,15,8,30522,31504,34606,0,0,0
12000,1792,0.8532,19465.3,1332,773,613,406,20,14,18,31838,38073,40807,0,0,0
13000,1316,0.8663,10918.5,1394,706,351,259,22,13,20,32467,43019,44707,0,0,0
14000,834,0.8933,6224.1,1398,506,203,125,16,21,25,33169,46245,47311,0,0,0
15000,497,0.8813,4608.6,1426,419,64,14,7,8,5,32951,47820,48372,0,0,0
16000,484,0.7603,4382.2,1014,424,50,10,2,9,2,32918,47904,48122,0,0,0
17000,652,0.7515,5365.9,825,545,86,21,10,25,9,30463,47730,48211,0,0,0
18000,1274,0.6468,11715.3,675,751,296,227,43,29,38,28363,45416,47606,0,0,0
19000,1917,0.6432,21815.9,680,841,599,477,53,33,77,27135,39114,42939,0,0,0
20000,2376,0.6166,36304.9,748,926,819,631,35,44,80,24965,31465,36796,0,0,0
21000,2846,0.5878,53281.5,841,1131,942,773,39,56,63,20492,23448,30295,0,0,0
22000,3195,0.5656,61813.1,815,1140,1154,901,47,48,40,18468,18718,25892,0,0,0
23000,3650,0.5849,65490.7,795,1206,1346,1098,44,50,58,19163,16235,24336,0,0,0
24000,3853,0.6008,63102.5,795,1289,1350,1214,47,41,56,19632,16821,24287,0,0,0
25000,4012,0.5773,63308.5,747,1371,1477,1164,42,48,42,19414,17947,23552,0,0,0
26000,3959,0.5815,63570.4,771,1459,1394,1106,51,53,44,18915,17358,24946,0,0,0
27000,3975,0.6091,62278.3,762,1352,1466,1157,43,50,43,19579,18311,26314,0,0,0
28000,3645,0.5964,60687.4,833,1239,1344,1062,43,58,34,20404,18781,26688,0,0,0
29000,3512,0.6156,57377.8,820,1247,1303,962,47,41,26,21563,20607,28074,0,0,0
30000,3285,0.6292,50160.1,807,1180,1157,948,59,64,48,22967,24029,32133,0,0,0
31000,2726,0.6614,36564.5,840,1101,952,673,47,60,43,26370,30611,37526,0,0,0
32000,2059,0.7003,28335.7,986,898,669,492,45,48,55,27330,35372,42454,0,0,0
33000,1458,0.7387,19752.3,1091,781,386,291,33,45,42,27758,40012,47201,0,0,0
34000,1091,0.7388,11683.1,1062,715,210,166,28,34,41,28132,45147,51001,0,0,0
35000,705,0.6851,6759.9,934,564,123,18,18,45,14,27935,48454,54059,0,0,0
36000,630,0.6921,7131.8,920,491,116,23,11,60,22,25783,49050,54686,0,0,0
37000,957,0.5465,12292.7,691,600,207,150,27,62,108,23156,47450,53835,0,0,0
38000,1599,0.5416,19154.1,664,824,416,359,44,78,154,21292,43853,51547,0,0,0
39000,2325,0.6245,24523.8,657,953,750,622,55,76,126,20715,39393,48348,0,0,0
40000,2931,0.6237,36306.8,738,1044,1020,867,62,42,96,18668,33014,41994,0,0,0
41000,3273,0.6508,47659.8,921,1173,1095,1005,63,57,81,16331,25750,35712,0,0,0
42000,3829,0.6412,53000.4,853,1326,1330,1173,38,47,60,17220,22806,31092,0,0,0
43000,4235,0.6418,56964.2,853,1432,1464,1339,59,58,57,17567,19742,29264,0,0,0
44000,6068,0.6778,37447.9,522,1829,2323,1916,168,146,164,26471,25954,33821,0,0,0
45000,5298,0.6212,44503.5,617,1780,1946,1572,131,102,144,26368,22457,30471,0,0,0
46000,5057,0.6272,52363.6,725,1796,1776,1485,110,81,132,25045,19577,27872,0,0,0
47000,5807,0.5695,48571.4,538,2128,2084,1595,120,121,152,27002,20460,27929,0,0,0
48000,5863,0.5400,39697.6,453,2072,2058,1733,149,173,184,28487,23091,31291,0,0,0
49000,4485,0.5469,24242.2,389,1683,1537,1265,177,178,179,32381,29821,38034,0,0,0
50000,3565,0.5489,18715.1,324,1473,1178,914,154,165,170,33358,33108,41541,0,0,0
51000,2483,0.6605,14993.4,507,1105,765,613,75,130,110,34583,36070,43120,0,0,0
52000,1861,0.7695,12188.4,809,732,662,467,57,84,104,34429,39197,45165,0,0,0
53000,1457,0.7831,8898.4,1058,764,389,304,38,87,80,33945,42559,46827,0,0,0
54000,900,0.8011,5229.0,1160,553,196,151,34,36,39,33748,45677,48463,0,0,0
55000,596,0.7701,3431.9,882,469,111,16,13,43,6,33139,47979,49740,0,0,0
56000,578,0.7249,3429.2,886,481,80,17,13,37,14,32441,48420,49938,0,0,0
57000,1021,0.6024,7999.9,605,676,213,132,27,47,69,30068,47320,49300,0,0,0
58000,1835,0.5613,12661.7,465,918,518,399,82,109,113,27834,45259,48689,0,0,0
59000,2426,0.6323,14311.5,450,1035,802,589,120,123,145,27132,42562,46851,0,0,0
60000,3470,0.5389,18590.8,390,1403,1179,888,125,112,130,27200,38068,43671,0,0,0
61000,3842,0.5130,26043.4,387,1315,1478,1049,112,97,134,27266,33027,39732,0,0,0
62000,4626,0.5236,35074.0,421,1430,1876,1320,94,117,113,25530,27299,35497,0,0,0
63000,5715,0.5200,41619.8,445,1799,2320,1596,116,111,111,24856,23192,32530,0,0,0
64000,5608,0.5159,36326.9,410,1801,2108,1699,119,96,146,27193,23849,33208,0,0,0
