step,pop,on_fat,fat_stock,age_mean,pop0,pop1,pop2,cross0,cross1,cross2,soil0,soil1,soil2,root0,root1,root2
30000,2407,0.5966,41220.3,797,878,843,686,81,42,63,25115,28259,30419,0,0,0
31000,1873,0.6455,28313.9,840,782,610,481,51,45,40,29750,33059,36477,0,0,0
32000,1602,0.6885,22257.2,900,657,527,418,49,55,54,31086,37539,40460,0,0,0
33000,1340,0.7231,16073.3,1085,653,384,303,32,59,64,32419,41492,43788,0,0,0
34000,949,0.7092,9168.3,1116,577,213,159,27,50,46,33383,45528,47345,0,0,0
35000,673,0.6865,7835.6,862,567,85,21,22,37,18,31104,47917,50281,0,0,0
36000,610,0.7082,7654.1,946,500,82,28,20,46,27,29055,48413,51676,0,0,0
37000,861,0.5389,12365.8,772,543,191,127,36,76,92,26436,46529,50941,0,0,0
38000,1400,0.5050,16576.1,629,706,394,300,64,93,138,25551,43679,49243,0,0,0
39000,1879,0.5492,23436.0,623,828,575,476,68,65,107,23050,39736,45707,0,0,0
40000,2282,0.5088,35721.7,675,875,765,642,52,51,83,20623,33259,38848,0,0,0
41000,2464,0.5244,48162.0,762,932,840,692,53,47,80,18680,26813,31813,0,0,0
42000,2836,0.5286,54681.1,757,948,987,901,65,73,92,17031,23509,27406,0,0,0
43000,3066,0.5140,61041.4,822,955,1170,941,62,69,75,15422,21024,23839,0,0,0
44000,3240,0.5182,65624.8,846,1025,1179,1036,62,72,60,15013,17621,20996,0,0,0
45000,3362,0.5384,63112.1,819,1074,1230,1058,49,63,70,16839,16858,20529,0,0,0
46000,3326,0.5310,60787.9,785,1026,1219,1081,58,60,79,17873,19139,20812,0,0,0
47000,3132,0.5511,57267.0,804,1011,1040,1081,45,69,85,21626,19531,20624,0,0,0
48000,3044,0.5598,53913.9,805,957,1162,925,41,62,57,24585,19572,22117,0,0,0
49000,3053,0.5218,43107.3,690,1046,1152,855,58,76,95,27674,23712,24971,0,0,0
50000,2818,0.5724,23664.6,480,950,1063,805,56,83,90,38190,32240,31995,0,0,0
51000,2352,0.5918,21815.8,586,912,801,639,48,62,101,38403,34459,35756,0,0,0
52000,1900,0.6468,18862.9,704,841,609,450,67,59,70,37056,38380,39162,0,0,0
53000,1352,0.6893,12803.9,788,673,395,284,50,48,60,37582,41810,42640,0,0,0
54000,969,0.6729,8133.1,881,615,194,160,39,55,69,36454,45177,46962,0,0,0
55000,654,0.6330,7386.0,915,527,108,19,17,61,17,32600,47510,50271,0,0,0
56000,671,0.5320,8339.9,734,516,101,54,8,76,53,29785,47733,51454,0,0,0
57000,977,0.5005,12474.7,646,615,203,159,18,119,131,27560,46138,50911,0,0,0
58000,1582,0.5025,14345.7,509,809,430,343,48,109,146,26305,43920,49778,0,0,0
59000,1963,0.5548,19491.0,524,832,595,536,69,73,100,25522,40111,47003,0,0,0
60000,2399,0.5757,30544.3,671,909,877,613,59,61,73,23422,34155,42018,0,0,0
61000,3045,0.4772,31371.9,546,1189,1059,797,70,66,80,23806,30496,37080,0,0,0
62000,3533,0.4532,20804.4,290,1198,1331,1004,105,56,91,27763,34078,39475,0,0,0
63000,3966,0.4884,34726.8,390,1275,1481,1210,72,88,91,25670,28132,33607,0,0,0
64000,4315,0.5159,41304.5,462,1405,1614,1296,88,59,76,23589,25908,31891,0,0,0
65000,4364,0.4950,36979.4,444,1442,1664,1258,97,82,106,25944,25748,30491,0,0,0
66000,4326,0.5224,43308.4,481,1426,1701,1199,79,95,89,26045,22866,29555,0,0,0
67000,4120,0.4881,37879.5,464,1484,1439,1197,88,110,101,28541,24435,30301,0,0,0
68000,4244,0.5156,38401.8,485,1410,1617,1217,88,89,114,28649,24848,30653,0,0,0
69000,3738,0.5765,35141.2,638,1261,1403,1074,98,102,116,29857,26845,33370,0,0,0
70000,3307,0.5984,30507.2,681,1147,1313,847,92,82,106,33080,28671,35664,0,0,0
71000,2804,0.6006,22052.7,602,1061,983,760,86,81,82,35859,33527,39328,0,0,0
72000,2050,0.6478,17153.7,754,884,691,475,82,86,74,36015,37388,42819,0,0,0
73000,1549,0.6998,12025.4,932,769,497,283,48,85,63,35879,40786,46123,0,0,0
74000,1015,0.6946,9775.5,988,584,308,123,33,88,59,33342,44470,49265,0,0,0
75000,707,0.6167,6961.4,724,570,115,22,21,65,21,31548,47346,52175,0,0,0
76000,782,0.6253,6217.2,663,594,122,66,21,91,65,28309,48733,54375,0,0,0
77000,1030,0.6155,9915.8,691,634,230,166,36,124,96,25234,47299,54038,0,0,0
78000,1674,0.5986,13282.0,598,798,526,350,74,111,157,24959,44627,52201,0,0,0
79000,2306,0.6136,18349.4,642,966,762,578,119,91,151,24682,40101,48489,0,0,0
80000,2855,0.6193,30844.5,782,1108,941,806,111,79,122,22619,33980,42104,0,0,0
81000,3253,0.5958,33879.8,765,1142,1097,1014,101,76,110,22975,30503,36996,0,0,0
82000,3876,0.5967,38394.4,643,1273,1465,1138,96,89,117,24047,27288,33511,0,0,0
83000,4062,0.6029,43162.6,739,1280,1514,1268,90,90,118,23102,24066,30919,0,0,0
84000,4078,0.5878,47028.7,816,1327,1458,1293,119,87,139,23320,21570,27687,0,0,0
85000,4067,0.5773,47440.6,731,1247,1536,1284,110,80,93,24621,20006,26294,0,0,0
86000,4126,0.5952,47239.0,750,1269,1621,1236,114,79,108,26778,18828,26348,0,0,0
87000,4098,0.5925,46260.0,799,1342,1519,1237,104,102,124,27727,20390,25964,0,0,0
88000,3997,0.5799,46416.7,764,1339,1490,1168,80,98,130,28510,20764,26478,0,0,0
89000,3811,0.6017,39496.0,700,1271,1437,1103,73,87,103,29819,24547,30665,0,0,0
90000,3342,0.6613,33479.6,753,1196,1243,903,70,86,105,31256,27966,34641,0,0,0
91000,2700,0.6778,27712.1,855,1092,899,709,97,65,89,32772,31664,37985,0,0,0
92000,2050,0.6771,18850.2,899,887,663,500,67,73,77,34905,36715,42068,0,0,0
93000,1554,0.7040,11493.5,866,796,446,312,62,82,95,35686,41587,46591,0,0,0
94000,1052,0.6977,9029.6,1021,632,263,157,49,77,87,33070,45025,49649,0,0,0
95000,701,0.6491,6300.6,841,553,119,29,25,50,23,31162,47740,52151,0,0,0
96000,742,0.6065,6949.3,760,550,141,51,20,86,50,28305,48573,53533,0,0,0
97000,1062,0.5725,10302.3,672,650,248,164,48,123,126,26145,47045,53079,0,0,0
98000,1661,0.5810,13382.8,652,804,477,380,104,131,153,25817,44111,51239,0,0,0
99000,2320,0.6026,19152.6,684,1056,727,537,106,111,143,25581,40764,47672,0,0,0
100000,2879,0.6287,27855.0,750,1135,945,799,93,88,110,22947,35622,43500,0,0,0
101000,3245,0.6040,36967.4,761,1193,1181,871,85,76,113,21363,29971,39635,0,0,0
102000,3624,0.6173,38104.6,738,1197,1357,1070,90,77,113,21396,27754,36247,0,0,0
103000,4052,0.5839,41189.3,712,1349,1515,1188,93,88,138,23193,24376,33034,0,0,0
104000,4273,0.5968,44498.8,786,1341,1502,1430,89,83,122,24013,22482,30210,0,0,0
105000,4506,0.5664,42605.1,670,1482,1673,1351,95,110,121,25897,22918,28889,0,0,0
106000,4163,0.6003,48380.7,755,1544,1430,1189,88,102,98,25773,20368,27408,0,0,0
107000,4161,0.6136,52066.9,840,1463,1434,1264,99,100,125,24262,19693,27207,0,0,0
108000,4011,0.5687,44188.3,723,1424,1386,1201,85,76,91,26137,21580,31071,0,0,0
109000,4086,0.6018,40435.9,693,1417,1561,1108,119,79,108,28572,23828,32344,0,0,0
110000,3591,0.6307,33659.7,782,1262,1316,1013,103,72,116,30097,28376,35514,0,0,0
111000,2853,0.6625,23981.4,874,1056,970,827,96,67,116,33210,33456,39740,0,0,0
112000,2250,0.6973,18874.7,890,958,704,588,83,79,111,33714,37354,43348,0,0,0
113000,1678,0.7098,14889.6,1060,820,481,377,71,85,102,32721,41415,46504,0,0,0
114000,1143,0.7507,9023.5,1060,704,273,166,57,77,78,32650,45220,49896,0,0,0
115000,706,0.6530,6825.7,909,551,130,25,29,75,22,30422,47730,52607,0,0,0
116000,729,0.5953,7744.6,850,549,128,52,26,88,50,27957,48042,53605,0,0,0
117000,1117,0.5398,11050.4,648,661,280,176,42,140,122,26244,46491,52953,0,0,0
118000,1687,0.5862,14344.7,628,866,468,353,76,143,157,24854,44395,51596,0,0,0
119000,2320,0.5858,20006.6,679,993,717,610,85,126,189,23784,40306,48935,0,0,0
120000,3009,0.5856,25779.6,684,1101,1058,850,105,106,127,23931,35270,44665,0,0,0
121000,3512,0.5837,34642.1,717,1211,1256,1045,88,84,113,22952,29866,39162,0,0,0
122000,3823,0.6134,44037.0,794,1326,1335,1162,81,109,103,21068,26380,33104,0,0,0
123000,4437,0.5693,43735.9,677,1569,1576,1292,106,100,123,21222,25274,30954,0,0,0
124000,4535,0.6165,45387.7,728,1577,1647,1311,104,110,127,20674,23714,31402,0,0,0
125000,4456,0.6095,52931.5,849,1554,1637,1265,92,89,129,19592,20461,28680,0,0,0
126000,4488,0.5943,51988.7,821,1451,1670,1367,97,95,122,19665,21077,28576,0,0,0
127000,4701,0.5667,47396.0,696,1555,1708,1438,128,102,101,21823,22433,30316,0,0,0
128000,4187,0.5906,44772.3,740,1458,1489,1240,87,104,110,24585,22985,30960,0,0,0
129000,3999,0.5969,43996.6,764,1398,1442,1159,103,111,91,25087,24438,32189,0,0,0
130000,3320,0.6102,35861.6,800,1191,1129,1000,62,88,92,28176,28140,35444,0,0,0
131000,2805,0.6160,27165.2,790,1057,934,814,76,95,100,30956,32801,39199,0,0,0
132000,2275,0.6818,19817.3,865,967,759,549,82,114,94,32622,37370,43381,0,0,0
133000,1658,0.7672,13045.6,1140,794,507,357,72,108,107,33139,42284,46865,0,0,0
134000,1136,0.7650,9367.1,1187,703,234,199,63,66,76,32207,45242,49752,0,0,0
135000,735,0.7102,5835.1,989,593,122,20,38,61,19,31836,47658,52016,0,0,0
136000,756,0.5966,6909.4,767,558,141,57,26,98,50,29450,47938,52725,0,0,0
137000,961,0.5630,12463.8,780,562,256,143,23,127,113,26937,45935,51658,0,0,0
138000,1667,0.5501,15832.4,632,760,499,408,51,119,170,26967,42946,49327,0,0,0
139000,2411,0.5931,16526.9,593,1018,704,689,91,89,183,28413,40138,47192,0,0,0
140000,2892,0.5985,23488.0,703,1144,944,804,97,87,138,26940,35768,43340,0,0,0
141000,3405,0.6056,31344.9,743,1178,1183,1044,84,69,140,23975,31996,38434,0,0,0
142000,3775,0.5870,35989.5,722,1287,1269,1219,80,77,108,23965,29391,34310,0,0,0
143000,4147,0.5862,41433.1,721,1456,1428,1263,90,80,118,23535,26422,30911,0,0,0
144000,4241,0.5869,40405.2,709,1578,1336,1327,90,88,120,25084,24666,30716,0,0,0
145000,4726,0.5931,41340.0,662,1559,1696,1471,114,79,124,26731,22911,29334,0,0,0
146000,4747,0.5964,42234.1,694,1556,1742,1449,111,75,126,28427,21823,28490,0,0,0
147000,4562,0.6267,39681.0,735,1477,1758,1327,97,86,126,30066,22586,29181,0,0,0
148000,4113,0.6394,38177.4,789,1418,1500,1195,82,102,99,29476,24484,30966,0,0,0
149000,3840,0.6589,36554.7,832,1297,1390,1153,93,103,93,31439,26453,31574,0,0,0
150000,3468,0.6399,28938.1,769,1270,1227,971,77,82,80,33586,30255,34824,0,0,0
151000,2845,0.6942,21512.6,760,1055,1005,785,88,80,98,34817,35073,39269,0,0,0
152000,2309,0.7233,17508.4,915,972,742,595,86,64,80,35078,38000,41909,0,0,0
153000,1758,0.7713,11584.5,1095,863,463,432,74,66,86,36127,41945,44839,0,0,0
154000,1181,0.8180,7528.7,1224,747,257,177,53,48,50,35753,44721,47416,0,0,0
155000,779,0.7163,6203.1,965,632,125,22,15,41,16,34035,46924,49387,0,0,0
156000,708,0.5720,6708.2,790,574,106,28,18,59,28,31578,47642,50915,0,0,0
157000,1019,0.6261,9955.7,617,681,219,119,30,97,88,29237,46502,50614,0,0,0
158000,1584,0.6048,15345.3,716,817,480,287,54,95,140,27808,43552,48504,0,0,0
159000,2340,0.6363,17230.0,691,930,773,637,95,87,124,27878,40891,46139,0,0,0
160000,2874,0.6406,26261.4,725,1078,1019,777,95,72,104,26815,34979,41694,0,0,0
161000,3139,0.6298,33524.5,828,1118,1142,879,101,78,101,25075,30592,37489,0,0,0
162000,3811,0.5838,37668.7,665,1288,1389,1134,93,89,80,23593,27000,35865,0,0,0
163000,4118,0.5678,40611.3,743,1310,1548,1260,97,78,104,22125,24830,33081,0,0,0
164000,4343,0.5938,43947.5,761,1372,1611,1360,91,76,127,23760,22669,30737,0,0,0
165000,4371,0.5745,42049.9,667,1391,1626,1354,102,70,121,24124,23038,30367,0,0,0
166000,4269,0.5777,45551.0,729,1389,1503,1377,72,109,110,22806,22196,29777,0,0,0
167000,4081,0.5996,43303.3,765,1277,1558,1246,71,92,117,25770,22025,30450,0,0,0
168000,3846,0.6222,39380.9,734,1141,1439,1266,67,101,110,28373,24532,30553,0,0,0
169000,3752,0.6231,36348.1,784,1255,1415,1082,58,104,95,31089,26982,31768,0,0,0
170000,3216,0.6437,29923.6,805,1083,1199,934,78,117,99,33428,30490,34246,0,0,0
171000,2661,0.6930,23474.1,851,927,1031,703,72,88,111,35197,34460,37983,0,0,0
172000,2095,0.7117,19066.9,963,867,695,533,75,80,94,35409,38268,41015,0,0,0
173000,1581,0.7584,11566.9,1025,744,480,357,45,89,88,37142,42329,44382,0,0,0
174000,1090,0.7798,7444.6,1042,653,301,136,33,61,52,36002,45719,47422,0,0,0
175000,848,0.7111,6503.8,1059,675,152,21,27,54,17,33180,47807,50131,0,0,0
176000,817,0.6426,6792.8,779,658,123,36,25,71,33,30360,48453,51790,0,0,0
177000,1111,0.5770,9893.3,649,740,221,150,28,115,92,27657,47395,51991,0,0,0
178000,1662,0.5626,15624.9,673,851,500,311,66,132,155,25362,44158,50128,0,0,0
179000,2362,0.6147,18664.3,676,997,792,573,85,113,135,25243,41010,47743,0,0,0
180000,2640,0.6223,22583.0,724,1011,940,689,99,70,116,24933,37129,44760,0,0,0
181000,3233,0.6183,30336.8,776,1117,1185,931,81,70,127,24362,31575,40259,0,0,0
182000,3639,0.5985,34277.3,705,1218,1361,1060,70,73,91,23592,28282,38203,0,0,0
183000,4069,0.5866,37930.1,660,1336,1531,1202,98,75,99,22269,26445,35194,0,0,0
184000,4179,0.6152,46557.6,790,1412,1513,1254,112,75,100,21822,22866,30727,0,0,0
185000,4397,0.5986,47541.7,752,1386,1597,1414,116,75,90,22807,20619,29445,0,0,0
186000,4247,0.5830,41901.7,670,1439,1513,1295,104,70,84,25506,21119,30691,0,0,0
187000,4098,0.6066,44589.3,734,1293,1548,1257,98,81,77,26381,21706,29152,0,0,0
188000,3892,0.6269,46833.3,791,1267,1499,1126,88,79,73,26305,22275,28055,0,0,0
189000,3619,0.6024,40659.8,808,1217,1366,1036,85,83,80,28376,23650,31118,0,0,0
190000,3233,0.6353,35070.8,759,1106,1178,949,81,83,82,31576,27888,33616,0,0,0
191000,2821,0.6267,25831.2,729,1029,1036,756,76,82,95,33373,33708,37453,0,0,0
192000,2337,0.7069,18448.1,824,1014,764,559,71,88,92,33944,38376,42223,0,0,0
193000,1713,0.7478,13130.7,1046,856,509,348,54,82,59,33708,41789,45894,0,0,0
194000,1181,0.7290,9153.4,1193,682,298,201,46,69,65,32767,45164,49310,0,0,0
195000,692,0.6691,6512.1,830,564,106,22,22,50,18,31131,47496,51687,0,0,0
196000,729,0.6543,6839.2,831,619,75,35,21,42,35,29611,47921,52400,0,0,0
197000,1043,0.6079,11673.6,738,684,195,164,33,70,114,27188,46152,51562,0,0,0
198000,1529,0.5638,15998.0,634,777,415,337,51,79,154,26179,43082,49447,0,0,0
199000,2123,0.6119,17447.8,597,947,633,543,79,53,128,27086,40276,46984,0,0,0
200000,2583,0.6156,25002.1,697,972,918,693,66,53,94,26364,35332,42446,0,0,0
201000,2927,0.6187,34359.3,793,1051,1040,836,87,50,105,25109,29122,37004,0,0,0
202000,3642,0.5763,42321.6,722,1233,1389,1020,83,67,96,23644,25264,31859,0,0,0
203000,3812,0.6031,46600.4,723,1272,1428,1112,76,85,89,22614,22718,29862,0,0,0
204000,3833,0.5813,50084.4,796,1277,1410,1146,65,61,60,20964,20625,28049,0,0,0
205000,3960,0.5816,52743.7,769,1306,1421,1233,77,69,77,22034,19763,24270,0,0,0
206000,3902,0.6025,50994.6,783,1286,1352,1264,76,70,79,22228,21547,24786,0,0,0
207000,3826,0.6025,53791.8,839,1358,1281,1187,66,73,92,21499,20169,24390,0,0,0
208000,3682,0.6154,53102.6,827,1310,1238,1134,71,71,73,22718,21899,24398,0,0,0
209000,3460,0.5772,45340.3,752,1341,1141,978,73,64,66,27049,25426,26595,0,0,0
210000,3035,0.6168,42393.8,830,1097,1005,933,58,73,66,27272,27631,30246,0,0,0
211000,2502,0.6555,32369.9,890,935,866,701,49,68,78,29470,32824,34966,0,0,0
212000,1939,0.6839,20821.3,879,845,637,457,41,70,70,32596,38315,41072,0,0,0
213000,1407,0.6944,14091.0,878,682,436,289,49,62,51,33451,42392,44520,0,0,0
214000,962,0.7121,8695.8,976,582,249,131,36,59,41,33931,46035,47916,0,0,0
215000,623,0.6485,6135.0,828,492,108,23,13,47,18,32092,48151,50644,0,0,0
216000,693,0.5411,7289.4,657,577,87,29,10,53,29,29406,48506,51465,0,0,0
217000,943,0.5122,13261.0,677,603,188,152,18,92,91,26017,46648,50924,0,0,0
218000,1536,0.5098,22784.3,703,817,425,294,58,100,142,22837,42222,47724,0,0,0
219000,2174,0.5115,25747.8,590,903,733,538,65,60,118,22857,38678,45138,0,0,0
220000,2419,0.5614,34880.6,670,871,829,719,64,52,72,21182,32474,39728,0,0,0
221000,2789,0.5328,46293.1,755,962,983,844,63,55,64,19017,26446,32932,0,0,0
222000,3076,0.5296,53693.7,764,1037,1086,953,57,55,58,18039,21751,27367,0,0,0
223000,3275,0.5347,61659.4,789,1074,1198,1003,59,49,62,16934,17631,23840,0,0,0
224000,3527,0.5495,66451.4,783,1147,1260,1120,53,65,74,15999,15468,20852,0,0,0
225000,3437,0.5193,67756.5,842,1070,1265,1102,50,81,65,15745,14218,19475,0,0,0
226000,3447,0.5538,71180.3,855,1116,1249,1082,52,49,61,15210,13974,18568,0,0,0
227000,3363,0.5492,67691.5,855,1175,1155,1033,73,43,71,15813,15911,20743,0,0,0
228000,3130,0.5383,61938.9,899,1072,1103,955,64,40,66,17018,16498,22640,0,0,0
229000,2915,0.5691,54323.4,871,1002,1012,901,42,40,53,22062,20652,24822,0,0,0
230000,2671,0.5792,43456.0,819,949,953,769,33,53,52,25501,26555,29900,0,0,0
231000,2233,0.5907,38056.8,891,775,830,628,58,31,64,28536,29740,32665,0,0,0
232000,1802,0.6448,25129.8,813,831,521,450,61,33,59,32693,35302,38420,0,0,0
233000,1229,0.6623,15135.4,891,642,334,253,40,43,49,34134,41195,44028,0,0,0
234000,796,0.6181,10282.3,896,519,174,103,23,57,44,33492,44848,47880,0,0,0
235000,603,0.5705,8304.7,773,494,85,24,19,45,22,31243,47135,50672,0,0,0
236000,637,0.5510,7998.9,646,520,76,41,15,47,41,28991,47805,51935,0,0,0
237000,957,0.4848,13808.5,663,587,226,144,17,102,97,26035,45914,50978,0,0,0
238000,1387,0.4960,19578.0,743,711,373,303,50,108,156,24060,42779,48898,0,0,0
239000,1973,0.5043,25444.5,645,858,600,515,63,55,127,22532,38633,45879,0,0,0
240000,2452,0.5171,38814.7,660,919,816,717,68,49,58,19465,31375,39520,0,0,0
241000,2725,0.5193,51079.8,776,1027,896,802,46,35,51,17886,24370,32263,0,0,0
242000,3148,0.5124,60402.4,778,1093,1075,980,38,36,57,15530,19283,26691,0,0,0
243000,3281,0.5303,64670.8,799,1080,1092,1109,32,63,47,14626,17328,23772,0,0,0
244000,3505,0.5187,67352.2,787,1175,1256,1074,44,61,54,13975,16824,20928,0,0,0
245000,3588,0.4992,72879.2,767,1140,1262,1186,52,57,70,12908,15184,18297,0,0,0
246000,3502,0.5631,71515.7,847,1180,1214,1108,63,52,83,13929,14441,19195,0,0,0
247000,3160,0.5475,64630.5,877,1010,1114,1036,56,53,66,15842,16918,20031,0,0,0
248000,3115,0.5201,61062.1,864,1024,1136,955,33,52,47,18062,18455,21156,0,0,0
249000,3052,0.5351,59957.1,835,1078,1162,812,46,58,52,19030,20718,23522,0,0,0
250000,2709,0.5504,53934.2,867,982,968,759,44,50,51,19947,24896,27007,0,0,0
251000,2344,0.5960,42336.7,852,897,839,608,41,33,56,24093,30124,32636,0,0,0
252000,1701,0.6649,26235.4,933,782,518,401,45,53,54,28650,36787,39383,0,0,0
253000,1321,0.6881,16838.0,937,711,350,260,47,50,50,30674,42103,44929,0,0,0
254000,952,0.6187,10793.1,873,631,191,130,35,58,58,31588,45544,48632,0,0,0
255000,646,0.6347,7577.9,843,533,82,31,17,48,26,30197,48006,51608,0,0,0
256000,679,0.5523,8361.9,690,556,90,33,13,63,28,27859,48321,52704,0,0,0
257000,1025,0.4546,13132.1,614,638,244,143,24,126,109,25154,46463,52176,0,0,0
258000,1491,0.4802,22009.6,703,789,392,310,54,113,162,22438,42196,49082,0,0,0
259000,2073,0.4824,28410.8,656,832,687,554,71,60,143,20387,37793,45687,0,0,0
260000,2381,0.5040,37159.6,666,993,690,698,57,40,80,19550,31937,40836,0,0,0
261000,2701,0.4783,51631.6,749,1027,846,828,64,32,59,17158,24083,32236,0,0,0
262000,2918,0.5086,62027.9,812,1047,1008,863,51,42,67,13552,19858,27677,0,0,0
263000,3111,0.5166,66442.7,855,1017,1120,974,43,62,49,12826,18288,24432,0,0,0
264000,3485,0.5403,72089.8,829,1181,1305,999,50,71,44,12647,14705,20843,0,0,0
265000,3592,0.5212,71102.8,805,1136,1362,1094,50,62,47,12370,14393,20631,0,0,0
266000,3295,0.5442,68633.4,847,1067,1234,994,57,66,51,12739,15813,21724,0,0,0
267000,3406,0.5367,70348.4,855,1114,1244,1048,53,48,68,13595,15799,21251,0,0,0
268000,3286,0.5265,67034.6,819,1030,1227,1029,60,46,66,13879,16511,23173,0,0,0
269000,3020,0.5464,60851.7,859,1042,1062,916,57,46,57,17420,19003,26808,0,0,0
270000,2772,0.5296,55842.4,855,1048,975,749,61,46,59,18381,23775,29306,0,0,0
271000,2295,0.5756,43066.3,886,888,835,572,37,45,53,21148,29192,34729,0,0,0
272000,1945,0.5835,29873.6,838,860,642,443,36,48,57,24946,36569,41733,0,0,0
273000,1318,0.6373,18024.1,895,673,380,265,47,54,67,28164,41643,47242,0,0,0
274000,911,0.6147,11508.6,877,639,156,116,49,52,54,29012,45102,51323,0,0,0
275000,662,0.5453,8963.0,802,558,87,17,18,50,16,27889,47281,53561,0,0,0
276000,594,0.5135,9226.3,799,476,79,39,17,60,39,25848,47835,54303,0,0,0
277000,884,0.4661,15346.6,779,561,205,118,16,119,90,24140,45270,52427,0,0,0
278000,1482,0.4939,22963.9,725,732,451,299,43,135,158,21987,41406,48971,0,0,0
279000,2047,0.5090,25528.1,637,830,657,560,49,65,125,21676,38361,46294,0,0,0
280000,2380,0.5218,36427.2,694,917,790,673,66,46,64,20188,32173,40868,0,0,0
281000,2858,0.5150,49220.4,764,1003,1037,818,57,54,60,18940,25161,33080,0,0,0
282000,2950,0.5105,57191.8,821,1038,1003,909,69,42,49,16587,20766,27509,0,0,0
283000,3251,0.4968,64699.8,798,1149,1088,1014,71,38,53,14479,17940,24453,0,0,0
284000,3411,0.5277,69169.2,830,1240,1097,1074,60,41,59,13649,16001,21323,0,0,0
285000,3345,0.5253,71646.2,872,1163,1150,1032,59,56,68,13819,15052,19712,0,0,0
286000,3351,0.5118,69342.7,821,1105,1171,1075,57,57,52,15115,15620,19193,0,0,0
287000,3354,0.5146,69336.1,850,1190,1166,998,66,68,54,15303,16281,20171,0,0,0
288000,3167,0.5516,71975.3,903,1176,1075,916,36,50,43,14877,15852,19714,0,0,0
289000,2865,0.5379,59229.3,881,1044,1003,818,66,45,56,17448,20856,23825,0,0,0
290000,2539,0.5593,53883.6,893,901,870,768,47,36,57,19678,25393,27391,0,0,0
291000,2269,0.5606,42586.3,874,836,823,610,39,54,58,24671,30496,30996,0,0,0
292000,1858,0.6071,27957.9,804,790,621,447,45,58,61,30220,37566,36719,0,0,0
293000,1301,0.6088,18817.2,939,677,380,244,33,45,69,32366,42069,42106,0,0,0
294000,880,0.6295,12165.4,969,591,184,105,29,51,50,32673,45613,46671,0,0,0
295000,655,0.5725,8829.5,730,528,98,29,11,58,25,31408,47841,49869,0,0,0
296000,644,0.5078,9221.2,725,485,125,34,14,82,33,28428,48332,51362,0,0,0
297000,928,0.4666,15499.7,795,557,232,139,18,121,109,25232,45980,50376,0,0,0
298000,1533,0.4984,19240.8,652,673,500,360,49,114,150,24142,42938,48595,0,0,0
299000,2050,0.4961,24137.2,612,827,672,551,59,72,118,23439,39138,45516,0,0,0
300000,2350,0.5119,38655.8,736,845,802,703,69,57,80,19933,32255,39131,0,0,0
