step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_broken,deaths_body,cells_broken,plant_intake,meat_intake,stay,forward,left,right,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,bite_mean,bite_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,meat_per_cell,kills_young_share,meat_majority,contacts,shell_mean,open_mean,full_share,damaged_share,biters_share,mass_p10,mass_p50,mass_p90,mass_max,occupied_cells,cover,wasted,intake_per_gut,crossers,pop_none,blocked,shoves,turns_blocked,births_no_room,foot_mean,len_fwd,len_side,bite_any_mean,biters_any_share,shell_front,shell_back,shell_side,pushes,move_spent,shaded,dead,carrion,soil,matter,barren,rot,spent,flow,soil_cells,deep,air,rain,shade,trees,tree_res,res_max,tree_eaten,fruit,fruit_stock,fruit_eaten,clones,mutations,fat_mean,fat_stock,worth,kill_gain,size_mean,density_mean,density_std,sun,cloud_std,digest_mean,digest_std,flesh_guts,dung,side_mean,side_std,size_p10,size_p50,size_p90,size_max,fat_spent,fat_over,on_fat,breed_share,breed_denied,dry,water,leached,mixed,root_stock,stored,dug
10000,2593,0.831,0.758,8.21,40348,30604,4560,1221,2822,141889,1142978.1,503323.5,0.284,0.384,0.123,0.209,58,29.94,23.65,2.31,6.66,4.72,8.31,4.66,7.53,15.94,14.37,0.11,0.60,0.133,0.222,1564,0.019,0.069,0.919,0.000,0.011,258656,247898,28,0.411,0.224,0.469,9819210,0.263,2.929,0.061,3.67,76240,598,3.547,0.234,0.270,12964815,1.57,8.32,0.134,0.357,0.039,7.7,24.3,59.0,191.3,71630,0.273,0.00,0.0028,0.024,793,0.974,0.000,0.696,0.845,4.70,6.08,5.98,0.22,0.071,1.50,1.63,1.61,0.977,0.00029,2.03,88.4861,2947.74,88404.7,140196.6,18.375,121.7959,166.056,0.000,1.000,0.104,54.8,71.007,247.052,767,3169.6,54.98,23.658,180.294,6013.6,101.977,0.135,2.00,13.7343,35613.1,0.6727,0.4373,27.62,1.077,0.189,1.5288,0.0000,0.501,0.115,0.506,0.0000,7.94,1.37,8,26,49,144,67.7477,2.5193,0.6919,0.0000,0.0000,46.1049,100.00,50.8082,432.2279,0.0,0.0000,0.0000
20000,1742,1.483,0.507,10.73,20511,17486,1253,2280,343,349952,378534.4,228008.4,0.120,0.582,0.152,0.147,109,42.23,26.05,3.15,8.17,6.79,9.00,1.87,4.81,22.76,19.46,0.06,0.43,0.138,0.167,1337,0.044,0.079,0.914,0.001,0.006,71567,63563,5,0.587,0.038,0.266,5367534,0.206,2.607,0.037,8.54,25567,617,0.652,0.153,0.324,6472393,1.71,4.79,0.247,0.599,0.024,8.1,42.1,75.1,150.0,60227,0.230,0.00,0.0010,0.072,438,0.814,0.000,0.720,0.719,5.28,6.41,6.34,0.25,0.087,1.52,1.91,1.73,0.827,0.00192,1.90,21.1885,2652.94,99533.5,140196.6,0.048,37.6448,64.044,0.000,1.000,0.011,43.8,28.091,67.765,265,865.7,58.98,4.526,56.079,4463.1,29.262,0.132,2.01,16.2244,28262.9,0.7614,0.3508,34.57,1.219,0.450,0.4712,0.0000,0.527,0.143,0.606,0.0000,7.45,1.06,8,34,64,121,24.2781,0.4719,0.5603,0.0000,0.0000,10.6327,100.00,102.8707,213.7647,0.0,0.0000,0.0000
30000,2407,1.401,0.587,13.31,46642,35524,2230,5571,2652,710863,1177894.1,855979.9,0.045,0.612,0.207,0.136,73,44.28,38.50,1.94,6.24,7.28,10.56,1.63,4.77,19.02,16.06,0.05,0.37,0.127,0.170,1842,0.011,0.068,0.919,0.000,0.013,311909,276925,14,0.398,0.453,0.213,6971403,0.212,3.041,0.042,4.27,113751,619,1.204,0.170,0.366,15781634,1.50,6.84,0.174,0.592,0.026,7.5,34.9,96.0,268.5,71898,0.274,0.00,0.0026,0.051,686,0.907,0.000,0.745,0.851,4.66,6.05,5.84,0.15,0.054,1.42,1.68,1.49,0.918,0.00185,1.85,109.2310,4194.99,83793.3,140196.6,10.466,132.3922,156.853,0.000,1.000,0.000,61.2,61.059,246.552,276,1016.7,104.93,5.402,190.757,4196.1,116.740,0.136,2.00,17.1252,41220.3,0.9161,0.4958,29.87,1.378,0.497,1.5288,0.0000,0.459,0.186,0.509,0.0000,7.57,1.40,7,26,59,137,54.3215,2.2830,0.5966,0.0000,0.0000,43.1366,100.00,58.6496,437.3604,0.0,0.0000,0.0000
40000,2282,1.290,0.447,11.64,25759,22032,1023,1830,999,269320,446430.5,243338.7,0.069,0.564,0.195,0.172,130,31.23,31.95,0.89,3.50,6.84,10.95,0.82,3.64,12.91,9.93,0.02,0.23,0.139,0.196,1456,0.047,0.122,0.866,0.000,0.011,78927,69283,11,0.349,0.030,0.103,2341493,0.196,2.499,0.031,10.30,29368,725,0.904,0.141,0.270,6244197,1.24,8.82,0.034,0.499,0.008,4.7,16.9,72.6,236.8,48981,0.187,0.00,0.0015,0.045,642,0.728,0.000,0.719,0.682,4.30,4.73,6.23,0.11,0.033,1.18,1.32,1.25,0.737,0.00153,2.71,22.9812,2621.64,92729.7,140196.6,0.729,29.8976,77.536,0.000,1.000,0.100,51.1,34.639,64.125,161,513.9,78.35,3.802,53.341,3784.7,34.559,0.135,2.00,15.6537,35721.7,1.1117,0.4564,21.46,1.257,0.472,0.4712,0.0000,0.423,0.209,0.604,0.0000,7.58,1.01,5,16,46,121,30.2530,0.8905,0.5088,0.0000,0.0000,10.1270,100.00,101.1383,261.7288,0.0,0.0000,0.0000
50000,2818,0.944,0.611,14.37,71548,56250,2048,8335,4379,714286,1111691.1,830306.8,0.065,0.471,0.210,0.254,72,24.46,25.22,1.23,5.27,4.18,7.01,2.29,5.25,9.35,8.31,0.02,0.19,0.120,0.178,2006,0.013,0.072,0.914,0.000,0.014,288187,252524,9,0.280,0.202,0.264,3745537,0.209,2.588,0.049,5.30,116966,621,1.162,0.182,0.350,14149527,1.38,10.71,0.053,0.553,0.008,4.0,15.7,53.9,291.8,48065,0.183,0.00,0.0042,0.049,805,0.857,0.000,0.787,0.753,3.56,4.38,5.33,0.06,0.024,1.28,1.48,1.39,0.871,0.00177,2.59,88.7404,2677.25,102425.0,140196.6,19.705,115.7631,175.287,0.000,1.000,0.071,59.8,69.780,244.742,450,1589.7,53.97,5.937,179.274,5415.8,109.878,0.135,2.00,8.3977,23664.6,0.8553,0.5798,17.06,1.369,0.526,1.5288,0.0000,0.384,0.225,0.488,0.0000,7.41,1.33,4,13,36,117,60.4166,4.3712,0.5724,0.0000,0.0000,43.6042,100.00,58.2213,461.2866,0.0,0.0000,0.0000
60000,2399,0.822,0.424,11.65,38405,31955,614,4561,1694,313889,442704.3,244113.9,0.063,0.568,0.178,0.191,125,22.61,19.78,0.43,2.76,4.86,8.68,1.55,4.57,11.01,8.86,0.00,0.03,0.139,0.219,1461,0.021,0.108,0.871,0.000,0.021,90085,77829,6,0.562,0.069,0.190,3668290,0.172,2.328,0.031,11.79,34383,546,0.778,0.187,0.285,6439842,1.12,10.40,0.026,0.451,0.001,4.3,17.1,51.0,138.0,42821,0.163,0.00,0.0017,0.050,613,0.670,0.000,0.772,0.585,3.79,4.34,6.20,0.02,0.007,1.06,1.16,1.14,0.682,0.00144,3.16,18.7776,1479.57,99595.2,140196.6,0.534,27.8456,79.822,0.000,1.000,0.154,52.9,35.059,62.229,130,455.0,48.25,3.555,51.402,4716.7,32.579,0.135,2.00,12.7321,30544.3,1.1612,0.4622,17.85,1.218,0.456,0.4712,0.0000,0.426,0.219,0.540,0.0000,7.75,1.12,5,17,33,80,30.1854,1.4221,0.5757,0.0000,0.0000,10.3283,100.00,104.5035,253.9671,0.0,0.0000,0.0000
70000,3307,0.806,0.494,16.18,145243,103725,506,30701,9403,1063165,1160917.8,1041398.1,0.086,0.488,0.216,0.211,64,21.81,19.24,0.54,2.87,5.37,8.74,0.68,1.97,7.98,7.94,0.00,0.08,0.142,0.201,1956,0.021,0.081,0.899,0.000,0.020,442947,381543,5,0.561,0.313,0.207,7800204,0.191,2.300,0.038,5.25,165032,408,0.980,0.203,0.359,18232240,1.18,11.66,0.099,0.469,0.002,3.2,15.4,49.0,228.0,48195,0.184,0.00,0.0044,0.053,847,0.810,0.000,0.882,0.673,3.20,4.12,4.63,0.04,0.014,1.11,1.22,1.20,0.831,0.00168,2.75,90.4103,2347.60,97415.2,140196.6,8.285,117.5670,200.758,0.000,1.000,0.030,70.9,79.565,244.036,244,842.5,41.99,4.991,192.100,4629.7,117.577,0.135,2.00,9.2250,30507.2,1.1461,0.5616,14.57,1.382,0.461,1.5288,0.0000,0.334,0.235,0.321,0.0000,7.15,1.67,3,12,26,121,66.6189,7.3969,0.5984,0.0000,0.0000,42.0931,100.00,76.3539,536.9041,0.0,0.0000,0.0000
80000,2855,0.732,0.435,14.66,42243,34702,928,5139,1926,276618,449533.4,238132.2,0.097,0.601,0.136,0.166,126,24.08,18.69,0.32,2.40,5.29,7.90,2.15,4.14,10.20,9.01,0.00,0.06,0.144,0.201,1496,0.042,0.111,0.859,0.001,0.028,92328,78874,5,0.684,0.016,0.278,3871853,0.100,2.300,0.034,11.72,34777,569,0.861,0.194,0.320,8327720,1.09,11.42,0.039,0.381,0.002,5.0,15.7,51.0,157.0,51259,0.196,0.00,0.0015,0.067,806,0.719,0.000,0.842,0.556,3.88,4.10,6.75,0.03,0.011,1.05,1.11,1.11,0.729,0.00123,3.05,17.9409,1744.15,98702.4,140196.6,0.355,26.3288,83.234,0.000,1.000,0.153,58.6,37.293,62.420,182,735.6,48.28,3.567,51.770,4434.9,33.487,0.136,2.00,10.8037,30844.5,1.0039,0.5019,17.95,1.311,0.436,0.4712,0.0000,0.339,0.203,0.120,0.0000,8.07,1.62,5,15,33,79,32.4265,1.3620,0.6193,0.0000,0.0000,10.3048,100.00,105.7586,271.3626,0.0,0.0000,0.0000
90000,3342,0.699,0.534,17.10,102251,78588,2889,13033,7254,480492,1096777.5,673252.6,0.088,0.558,0.139,0.215,63,25.42,20.26,0.46,2.58,5.22,7.41,2.08,4.04,9.58,8.79,0.06,0.38,0.129,0.168,1919,0.016,0.075,0.908,0.000,0.017,321442,284675,3,0.618,0.063,0.319,11450466,0.113,2.909,0.038,4.76,115586,573,1.401,0.220,0.332,22318049,1.14,10.54,0.072,0.416,0.026,4.1,19.6,54.0,152.0,57951,0.221,0.00,0.0034,0.047,903,0.898,0.000,0.914,0.683,3.56,4.35,5.27,0.11,0.042,1.12,1.16,1.16,0.906,0.00092,2.57,72.7488,2666.03,93864.0,140196.6,10.237,117.3978,180.588,0.000,1.000,0.009,72.1,76.322,245.214,270,978.4,116.23,5.424,189.441,4850.0,108.638,0.135,2.00,10.0178,33479.6,0.9830,0.6722,17.34,1.418,0.460,1.5288,0.0000,0.291,0.215,0.136,0.0000,7.33,1.67,4,16,35,81,66.7976,6.4362,0.6613,0.0000,0.0000,43.4664,100.00,69.5390,508.0564,0.0,0.0000,0.0000
100000,2879,0.681,0.423,15.62,37334,30626,1330,4064,1777,217785,441564.8,210032.3,0.072,0.667,0.127,0.134,117,23.10,19.11,0.54,3.12,4.40,7.12,2.70,5.56,9.27,7.97,0.01,0.11,0.119,0.173,1521,0.039,0.102,0.871,0.000,0.027,84896,72298,6,0.635,0.065,0.274,5332712,0.112,2.268,0.032,11.72,32751,634,0.964,0.193,0.292,9602332,1.16,10.27,0.042,0.398,0.002,4.7,16.7,51.0,169.0,48699,0.186,0.00,0.0017,0.063,799,0.753,0.000,0.832,0.572,3.65,3.91,6.15,0.03,0.013,1.08,1.20,1.19,0.759,0.00115,3.11,17.5588,1368.01,102068.0,140196.6,0.476,27.2007,80.973,0.000,1.000,0.198,56.8,36.891,62.288,160,553.5,62.43,3.343,51.550,4720.5,32.656,0.137,1.99,9.6753,27855.0,1.0474,0.5345,16.92,1.347,0.396,0.4712,0.0000,0.301,0.175,0.067,0.0000,7.44,1.27,4,15,31,100,32.1476,1.4221,0.6287,0.0000,0.0000,10.3432,100.00,105.1349,269.0594,0.0,0.0000,0.0000
