step,pop,on_fat,fat_stock,age_mean,pop0,pop1,pop2,cross0,cross1,cross2,soil0,soil1,soil2,root0,root1,root2
1000,2768,0.8508,49638.6,901,980,949,839,16,19,23,20101,22859,27000,0,0,0
2000,2743,0.8487,81235.3,1799,989,943,811,17,19,21,8751,12302,16805,0,0,0
3000,2654,0.9164,99467.5,2710,926,941,787,17,23,19,3657,6878,10919,0,0,0
4000,2327,0.6162,48170.4,690,907,864,556,28,32,28,21436,22400,26830,0,0,0
5000,2488,0.6334,66779.5,1059,943,864,681,27,42,42,13028,16553,24041,0,0,0
6000,2540,0.7445,79349.5,1444,877,914,749,33,52,48,9496,13247,19363,0,0,0
7000,2951,0.6269,53347.6,880,1099,1061,791,53,66,58,18478,21065,25423,0,0,0
8000,2815,0.6579,49507.0,1008,961,999,855,65,57,71,20013,23331,27130,0,0,0
9000,2475,0.6687,40097.6,1029,944,888,643,78,62,82,23229,27428,30453,0,0,0
10000,2055,0.6097,22872.5,694,874,709,472,79,93,104,32802,33992,34512,0,0,0
11000,1457,0.6953,17033.3,802,587,527,343,70,69,67,36177,37037,36704,0,0,0
12000,1096,0.7856,12601.7,1006,486,358,252,53,69,47,38022,39816,38741,0,0,0
13000,1032,0.8140,11545.3,1048,487,317,228,42,59,55,37962,42325,41633,0,0,0
14000,677,0.7903,7916.0,1204,409,169,99,37,53,38,38959,44169,43831,0,0,0
15000,487,0.6817,6321.8,1008,352,96,39,22,45,33,39280,45112,45426,0,0,0
16000,493,0.5862,6878.4,625,383,70,40,9,49,40,38738,44913,46082,0,0,0
17000,691,0.4920,11066.4,586,440,145,106,13,82,82,35675,43153,45763,0,0,0
18000,1096,0.5091,12714.0,469,615,274,207,55,96,107,35272,41179,44403,0,0,0
19000,1582,0.4874,18155.5,479,756,430,396,81,97,126,33777,37585,40909,0,0,0
20000,1935,0.4703,26936.4,533,860,663,412,77,95,122,31095,33539,37245,0,0,0
21000,2296,0.4643,38753.6,592,945,849,502,115,90,107,26092,27980,32935,0,0,0
22000,2744,0.4588,44500.6,598,1084,1026,634,128,116,106,23940,24797,28682,0,0,0
23000,2953,0.4799,48084.5,607,1106,1110,737,111,117,134,21820,22760,27756,0,0,0
24000,2967,0.5140,55124.9,703,982,1232,753,72,104,103,19954,19508,25996,0,0,0
25000,3187,0.4826,54479.4,665,1078,1247,862,97,114,120,19334,19928,24679,0,0,0
26000,3129,0.5030,48043.4,658,1124,1188,817,114,132,125,23379,21233,25139,0,0,0
27000,2901,0.4916,52608.1,734,1022,1164,715,92,126,108,21259,20706,24784,0,0,0
28000,2864,0.5241,46631.8,676,1068,1032,764,113,128,125,22197,24468,27826,0,0,0
29000,2613,0.5369,44341.6,693,991,953,669,100,121,110,24692,26251,29368,0,0,0
30000,2311,0.6019,39974.4,807,880,798,633,79,94,108,27996,28965,30349,0,0,0
