step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_broken,deaths_body,cells_broken,plant_intake,meat_intake,stay,forward,left,right,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,bite_mean,bite_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,meat_per_cell,kills_young_share,meat_majority,contacts,shell_mean,open_mean,full_share,damaged_share,biters_share,mass_p10,mass_p50,mass_p90,mass_max,occupied_cells,cover,wasted,intake_per_gut,crossers,pop_none,blocked,shoves,turns_blocked,births_no_room,foot_mean,len_fwd,len_side,bite_any_mean,biters_any_share,shell_front,shell_back,shell_side,pushes,move_spent,shaded,dead,carrion,soil,matter,barren,rot,spent,flow,soil_cells,deep,air,rain,shade,trees,tree_res,res_max,tree_eaten,fruit,fruit_stock,fruit_eaten,clones,mutations,fat_mean,fat_stock,worth,kill_gain,size_mean,density_mean,density_std,sun,cloud_std,digest_mean,digest_std,flesh_guts,dung,side_mean,side_std,size_p10,size_p50,size_p90,size_max,fat_spent,fat_over,on_fat,breed_share,breed_denied,dry,water,leached,mixed,root_stock,stored,dug
10000,2948,0.845,0.653,9.77,46473,35050,3797,3374,2721,272854,1126250.2,538421.8,0.265,0.433,0.172,0.129,41,20.39,17.05,0.87,4.02,5.13,7.82,0.83,3.05,7.61,8.08,0.01,0.16,0.212,0.211,2107,0.016,0.063,0.917,0.001,0.019,248368,234570,18,0.755,0.065,0.162,8151323,0.249,2.627,0.051,3.86,71540,425,1.973,0.242,0.443,12631958,1.27,13.29,0.020,0.653,0.006,4.1,15.3,44.2,140.2,42588,0.162,0.00,0.0050,0.085,808,0.932,0.000,0.686,0.814,3.27,5.44,3.57,0.05,0.021,1.29,1.32,1.25,0.940,0.00059,1.81,82.8200,2134.15,103608.8,139882.8,15.812,116.0488,171.454,0.000,1.000,0.178,61.5,73.602,242.397,533,1873.2,55.42,23.656,175.425,6409.4,99.974,0.136,2.00,7.4047,21829.1,0.8606,0.4591,14.45,1.415,0.230,1.5005,0.0000,0.533,0.080,0.672,0.0000,7.64,1.13,3,11,31,81,69.3372,2.5224,0.5651,0.0000,0.0000,48.9238,100.00,56.4212,431.7150,0.0,0.0000,0.0000
20000,2398,1.072,0.564,15.62,53521,45394,150,6823,1704,412467,387128.3,258584.1,0.067,0.775,0.095,0.063,89,23.57,17.95,0.31,2.05,3.77,5.77,1.67,5.03,10.02,12.07,0.00,0.02,0.151,0.167,1590,0.047,0.088,0.873,0.001,0.038,86044,67414,6,0.268,0.588,0.259,2684123,0.131,2.430,0.045,7.55,35575,421,0.627,0.187,0.349,8967740,1.10,10.40,0.045,0.576,0.000,6.0,18.0,47.2,204.9,37805,0.144,0.00,0.0016,0.089,642,0.693,0.000,0.730,0.392,3.48,5.64,3.89,0.04,0.013,1.13,1.11,1.10,0.714,0.00193,0.97,13.3042,1657.83,112513.8,139882.8,0.532,35.7810,77.523,0.000,1.000,0.329,49.7,33.707,77.671,498,1701.5,53.55,7.993,61.047,5569.4,31.228,0.135,2.00,5.9962,14378.9,0.7369,0.4470,15.77,1.695,0.364,0.4995,0.0000,0.716,0.188,0.825,0.0000,7.20,1.52,4,11,36,87,28.8404,0.2438,0.4979,0.0000,0.0000,11.7447,100.00,111.5650,288.1106,0.0,0.0000,0.0000
30000,3495,0.543,0.544,19.58,168754,114512,141,42392,10612,1254154,1034154.7,964102.0,0.034,0.772,0.112,0.082,49,21.20,13.90,0.37,1.85,6.11,7.04,0.44,2.56,6.34,8.98,0.01,0.17,0.215,0.225,1598,0.213,0.057,0.923,0.000,0.020,370518,299704,10,0.373,0.202,0.058,2311251,0.197,2.331,0.042,5.87,154579,328,0.769,0.213,0.416,28128044,1.14,12.17,0.273,0.464,0.004,3.9,20.6,32.0,102.1,46362,0.177,0.00,0.0047,0.108,982,0.802,0.000,0.814,0.547,2.66,4.21,3.63,0.06,0.022,1.19,1.18,1.13,0.821,0.00256,1.92,68.3422,1281.02,109062.8,139882.8,2.871,119.7220,194.597,0.000,1.000,0.120,59.0,75.019,242.098,398,1387.5,48.20,8.879,189.219,5951.2,103.632,0.135,2.00,5.2849,18470.6,0.8686,0.5218,13.27,1.566,0.408,1.5005,0.0000,0.561,0.149,0.618,0.0000,6.89,2.74,3,14,21,106,63.0401,3.0412,0.6787,0.0000,0.0000,45.9596,100.00,87.7250,508.5808,0.0,0.0000,0.0000
40000,2873,0.730,0.458,18.07,50249,39530,1032,7332,2977,361145,436283.4,233483.2,0.031,0.784,0.087,0.098,91,21.12,14.63,0.19,1.56,5.48,7.27,0.28,1.91,8.10,10.41,0.04,0.29,0.180,0.216,1277,0.113,0.096,0.884,0.001,0.020,78890,59099,5,0.599,0.145,0.048,1205811,0.224,2.335,0.035,10.50,35302,493,0.647,0.170,0.352,11709764,1.07,14.31,0.265,0.438,0.023,4.0,18.0,34.0,136.0,40368,0.154,0.00,0.0019,0.110,795,0.745,0.000,0.740,0.387,2.72,4.03,3.92,0.10,0.037,1.08,1.06,1.07,0.755,0.00162,1.89,12.9389,1286.98,112602.7,139882.8,0.097,31.1609,83.964,0.000,1.000,0.220,59.0,37.561,71.983,247,807.9,101.55,5.926,57.870,5050.0,32.936,0.134,2.01,5.7084,16400.2,0.8213,0.4603,14.05,1.477,0.431,0.4995,0.0000,0.473,0.147,0.346,0.0000,7.46,2.84,3,14,25,96,31.8855,1.0217,0.5712,0.0000,0.0000,11.4843,100.00,111.4069,277.0884,0.0,0.0000,0.0000
50000,2863,0.690,0.516,17.82,140208,100696,2194,25804,11524,637086,1013272.2,593813.1,0.032,0.768,0.105,0.095,56,19.26,14.53,0.20,1.46,5.48,6.98,0.27,2.52,6.18,7.83,0.02,0.22,0.178,0.211,1083,0.178,0.083,0.896,0.001,0.021,254506,204638,13,0.509,0.212,0.026,1084216,0.258,2.422,0.041,6.09,101145,409,0.932,0.223,0.317,27064367,1.08,13.43,0.273,0.403,0.014,2.6,15.8,32.0,124.0,34753,0.133,0.00,0.0057,0.098,915,0.825,0.000,0.850,0.455,2.59,3.85,3.52,0.10,0.033,1.10,1.11,1.07,0.834,0.00215,2.68,44.0009,1666.54,100287.7,139882.8,4.869,112.8839,184.965,0.000,1.000,0.031,63.0,79.131,239.543,250,798.0,51.09,5.563,187.156,5720.2,97.003,0.134,2.00,9.7778,27993.9,1.4006,0.6209,12.14,1.498,0.434,1.5005,0.0000,0.542,0.180,0.495,0.0000,6.95,2.49,2,12,21,83,65.6258,7.3622,0.5739,0.0000,0.0000,45.0458,100.00,82.7877,532.8754,0.0,0.0000,0.0000
60000,2663,0.710,0.444,17.86,57124,43030,720,10428,3146,375086,455328.6,260701.5,0.028,0.772,0.090,0.110,98,21.45,15.23,0.08,0.83,5.98,7.84,0.15,1.64,8.02,10.19,0.01,0.18,0.185,0.217,1116,0.216,0.098,0.888,0.000,0.014,86270,64513,10,0.532,0.092,0.019,445063,0.203,2.275,0.033,11.99,36776,405,0.695,0.185,0.353,9702262,1.03,13.24,0.324,0.403,0.005,3.7,20.0,33.6,128.0,37916,0.145,0.00,0.0021,0.116,744,0.659,0.000,0.719,0.364,2.93,3.89,4.18,0.03,0.011,1.04,1.03,1.03,0.671,0.00198,2.48,13.8931,1346.51,112551.2,139882.8,0.350,28.9221,89.944,0.000,1.000,0.310,58.6,40.043,69.265,199,595.7,57.22,5.492,55.746,4891.3,33.602,0.134,2.00,6.3684,16959.1,0.8439,0.5048,14.24,1.461,0.468,0.4995,0.0000,0.521,0.170,0.422,0.0000,7.25,2.71,3,15,25,80,33.7239,1.0557,0.5659,0.0000,0.0000,11.2737,100.00,110.5840,290.0613,0.0,0.0000,0.0000
70000,2845,0.720,0.560,19.86,120788,88324,2232,20765,9285,624081,1019914.3,584781.2,0.030,0.774,0.088,0.108,57,22.60,16.25,0.50,2.53,5.64,7.07,0.36,2.60,7.23,8.40,0.02,0.24,0.178,0.196,1296,0.153,0.085,0.902,0.000,0.014,247007,199747,20,0.269,0.248,0.045,1268352,0.232,2.640,0.042,6.49,102392,407,0.937,0.222,0.333,24832107,1.19,11.44,0.312,0.437,0.011,3.5,24.3,34.9,138.0,39052,0.149,0.00,0.0050,0.097,802,0.823,0.000,0.817,0.516,2.81,4.03,3.80,0.08,0.031,1.16,1.22,1.19,0.832,0.00210,2.99,48.9973,2034.88,97512.5,139882.8,7.064,114.7236,179.716,0.000,1.000,0.043,67.4,75.887,238.378,319,1142.8,68.82,5.864,185.625,5727.7,96.514,0.135,2.00,10.4699,29786.9,1.2233,0.5846,13.73,1.559,0.455,1.5005,0.0000,0.574,0.198,0.558,0.0000,6.71,2.58,3,14,25,85,63.9968,5.9200,0.6046,0.0000,0.0000,43.6687,100.00,78.6787,514.7822,0.0,0.0000,0.0000
80000,2735,0.808,0.444,16.93,51831,41312,696,7777,2156,353600,463451.0,253036.1,0.030,0.758,0.085,0.127,99,22.02,14.60,0.24,2.16,5.67,7.03,0.22,1.82,8.11,9.80,0.01,0.17,0.185,0.213,1191,0.220,0.102,0.882,0.001,0.015,86459,66379,10,0.367,0.120,0.032,645017,0.203,2.203,0.034,13.07,36646,416,0.716,0.176,0.358,8340523,1.09,11.40,0.310,0.421,0.005,3.7,22.1,32.0,122.1,38943,0.149,0.00,0.0021,0.105,775,0.609,0.000,0.709,0.420,2.97,3.78,4.40,0.02,0.010,1.09,1.11,1.09,0.622,0.00199,2.75,15.0117,1578.10,110358.6,139882.8,0.476,28.2656,90.201,0.000,1.000,0.346,60.9,40.596,67.419,198,618.1,37.92,5.423,54.509,4786.7,33.326,0.136,2.00,6.8671,18781.5,0.8809,0.4895,14.24,1.502,0.443,0.4995,0.0000,0.514,0.150,0.449,0.0000,6.87,2.47,3,15,25,81,34.4140,0.7287,0.5342,0.0000,0.0000,11.0395,100.00,109.4813,292.3690,0.0,0.0000,0.0000
90000,2792,1.034,0.487,20.46,108922,82404,2246,17181,7034,579225,1035746.8,602271.6,0.031,0.779,0.092,0.097,58,22.97,15.21,0.55,2.80,4.49,5.33,0.25,2.01,8.36,8.03,0.04,0.29,0.149,0.170,1244,0.056,0.097,0.886,0.001,0.016,254320,207514,14,0.337,0.232,0.034,1343912,0.252,2.568,0.036,6.46,103352,419,1.040,0.197,0.276,24701221,1.22,8.90,0.348,0.404,0.017,4.5,27.6,32.0,226.0,38092,0.145,0.00,0.0044,0.080,786,0.821,0.000,0.818,0.575,2.84,3.80,4.16,0.06,0.028,1.21,1.26,1.21,0.831,0.00213,2.96,55.2565,2424.77,84294.8,139882.8,9.211,112.7473,180.183,0.000,1.000,0.000,66.4,74.151,238.504,179,526.2,64.95,6.115,183.042,4730.3,99.009,0.135,2.00,15.5323,43366.2,1.5169,0.6061,13.64,1.591,0.446,1.5005,0.0000,0.603,0.204,0.571,0.0000,6.14,2.30,4,15,19,99,63.8416,4.3565,0.5176,0.0000,0.0000,44.1591,100.00,72.5813,504.5691,0.0,0.0000,0.0000
100000,2403,1.054,0.386,22.51,42931,35422,984,5337,1577,257878,493962.7,243155.9,0.016,0.795,0.078,0.112,102,24.38,14.06,0.48,2.18,4.33,4.95,0.24,2.51,9.69,9.02,0.05,0.36,0.146,0.157,1268,0.092,0.097,0.890,0.001,0.012,84058,65685,6,0.517,0.074,0.018,460750,0.224,2.274,0.027,16.82,38869,480,0.943,0.196,0.325,7709805,1.18,10.31,0.360,0.471,0.018,5.7,28.0,32.0,112.1,35415,0.135,0.00,0.0021,0.110,680,0.566,0.000,0.588,0.502,2.91,3.86,4.34,0.08,0.034,1.18,1.24,1.16,0.576,0.00234,4.44,19.3859,1896.96,98417.1,139882.8,0.844,25.9848,92.273,0.000,1.000,0.138,62.3,41.357,59.543,149,410.1,72.20,3.606,49.106,3538.0,32.659,0.135,2.00,13.0594,31381.7,1.2472,0.5564,14.74,1.616,0.421,0.4995,0.0000,0.675,0.161,0.845,0.0000,6.63,2.88,4,16,23,114,35.0694,0.6539,0.4669,0.0000,0.0000,10.6264,100.00,104.0049,284.1792,0.0,0.0000,0.0000
