step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_broken,deaths_body,cells_broken,plant_intake,meat_intake,stay,forward,left,right,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,bite_mean,bite_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,meat_per_cell,kills_young_share,meat_majority,contacts,shell_mean,open_mean,full_share,damaged_share,biters_share,mass_p10,mass_p50,mass_p90,mass_max,occupied_cells,cover,wasted,intake_per_gut,crossers,pop_none,blocked,shoves,turns_blocked,births_no_room,foot_mean,len_fwd,len_side,bite_any_mean,biters_any_share,shell_front,shell_back,shell_side,pushes,move_spent,shaded,dead,carrion,soil,matter,barren,rot,spent,flow,soil_cells,deep,air,rain,shade,trees,tree_res,res_max,tree_eaten,fruit,fruit_stock,fruit_eaten,clones,mutations,fat_mean,fat_stock,worth,kill_gain,size_mean,density_mean,density_std,sun,cloud_std,digest_mean,digest_std,flesh_guts,dung,side_mean,side_std,size_p10,size_p50,size_p90,size_max,fat_spent,fat_over,on_fat,breed_share,breed_denied,dry,water,leached,mixed,root_stock,stored,dug
110000,2523,1.093,0.483,25.34,85167,68451,2631,9952,4013,480041,1082002.0,622871.8,0.011,0.804,0.064,0.122,55,26.51,12.93,0.71,3.11,4.93,4.77,0.48,3.92,9.06,7.50,0.04,0.34,0.161,0.149,1127,0.201,0.084,0.905,0.000,0.011,254499,207615,8,0.590,0.051,0.031,881878,0.251,3.345,0.032,8.70,129245,444,1.298,0.206,0.259,22955557,1.27,7.95,0.451,0.407,0.014,7.5,32.0,32.8,124.0,38321,0.146,0.00,0.0047,0.107,696,0.808,0.000,0.700,0.668,3.00,4.03,4.33,0.08,0.034,1.25,1.36,1.26,0.816,0.00230,4.27,71.1462,2868.47,76353.3,139882.8,22.398,99.7303,181.869,0.000,1.000,0.000,65.7,72.816,234.031,185,547.9,163.25,6.630,166.056,4224.5,102.462,0.136,2.00,20.3940,51454.1,1.7027,0.5929,15.19,1.709,0.394,1.5005,0.0000,0.693,0.144,0.902,0.0000,6.11,2.82,5,16,20,100,64.6363,2.3777,0.5256,0.0000,0.0000,44.4201,100.00,57.5271,463.0209,0.0,0.0000,0.0000
120000,2546,1.090,0.391,20.34,43357,34991,1116,5643,1584,278101,489833.7,252054.2,0.006,0.791,0.072,0.131,101,23.36,13.38,0.17,1.36,4.57,5.39,0.26,2.52,9.47,9.12,0.01,0.14,0.154,0.174,1178,0.095,0.121,0.870,0.000,0.009,82562,63461,5,0.429,0.059,0.022,473003,0.219,2.263,0.029,15.26,39827,440,0.906,0.189,0.335,7536324,1.06,11.30,0.378,0.429,0.004,5.3,26.0,32.0,181.8,36828,0.140,0.00,0.0020,0.108,742,0.555,0.000,0.590,0.488,2.99,3.78,4.67,0.03,0.015,1.05,1.08,1.06,0.565,0.00217,3.99,20.0816,1976.97,98988.1,139882.8,1.254,26.7854,92.867,0.000,1.000,0.143,57.4,41.429,62.007,147,397.2,71.31,4.131,50.690,3760.2,33.774,0.138,1.99,11.9642,30460.9,1.1909,0.5363,14.47,1.600,0.403,0.4995,0.0000,0.656,0.158,0.855,0.0000,6.99,3.02,4,16,19,136,35.4211,0.4706,0.4501,0.0000,0.0000,10.6513,100.00,103.6076,295.7472,0.0,0.0000,0.0000
130000,2641,1.088,0.487,24.54,86878,69283,2802,11796,2902,518053,1082266.9,628973.8,0.005,0.810,0.077,0.108,58,26.10,11.88,0.22,1.46,5.01,4.68,0.23,2.01,9.45,7.96,0.01,0.18,0.165,0.149,1038,0.165,0.092,0.899,0.001,0.009,249394,198137,6,0.593,0.069,0.034,1079209,0.248,2.711,0.037,10.00,118396,421,1.214,0.192,0.301,22252909,1.09,7.26,0.524,0.355,0.006,8.0,32.0,32.0,110.2,39368,0.150,0.00,0.0043,0.108,814,0.781,0.000,0.682,0.654,2.94,3.71,4.57,0.03,0.017,1.09,1.11,1.09,0.790,0.00239,5.58,71.3107,2878.52,75605.2,139882.8,22.937,101.6388,182.386,0.000,1.000,0.000,71.9,71.666,230.065,191,564.8,98.40,5.599,165.647,4262.3,100.977,0.135,2.00,19.6822,51980.6,1.5743,0.5750,14.91,1.737,0.384,1.5005,0.0000,0.687,0.158,0.875,0.0000,5.92,2.78,6,16,17,100,63.0250,2.3357,0.5127,0.0000,0.0000,41.6791,100.00,56.6932,447.7499,0.0,0.0000,0.0000
140000,2425,0.973,0.357,19.52,45097,36924,1189,5436,1764,264360,500343.3,261548.4,0.004,0.770,0.079,0.146,102,21.82,13.12,0.12,1.10,4.74,5.99,0.39,2.67,8.75,8.23,0.01,0.10,0.155,0.179,1084,0.059,0.089,0.898,0.000,0.013,90179,71908,5,0.513,0.019,0.070,785632,0.206,2.005,0.027,15.27,41319,456,0.989,0.187,0.315,7561288,1.05,11.43,0.373,0.411,0.005,4.0,23.2,32.0,120.0,33964,0.130,0.00,0.0024,0.096,757,0.555,0.000,0.614,0.511,2.98,3.25,5.16,0.02,0.012,1.05,1.05,1.05,0.565,0.00212,4.41,22.1594,1222.29,99617.1,139882.8,1.067,26.6135,94.271,0.000,1.000,0.128,55.4,41.654,60.528,99,331.2,39.51,2.804,50.599,3961.2,34.787,0.135,2.01,12.7624,30948.7,1.3274,0.5549,14.01,1.534,0.458,0.4995,0.0000,0.614,0.155,0.791,0.0000,6.99,2.92,3,16,18,100,35.8955,0.6182,0.5072,0.0000,0.0000,10.5002,100.00,102.6847,293.2406,0.0,0.0000,0.0000
150000,2732,1.119,0.512,24.50,91386,72028,2787,12709,3555,530855,1089755.1,632812.8,0.005,0.805,0.072,0.117,57,25.75,12.14,0.22,1.50,5.13,4.88,0.17,1.59,9.26,7.88,0.01,0.13,0.168,0.154,1038,0.126,0.094,0.893,0.000,0.012,256963,205159,6,0.540,0.033,0.030,1335134,0.235,3.046,0.035,8.93,123894,400,1.192,0.195,0.277,22783416,1.10,6.60,0.534,0.315,0.005,7.3,32.0,32.0,125.0,40388,0.154,0.00,0.0043,0.097,888,0.792,0.000,0.722,0.647,2.89,3.62,4.57,0.03,0.018,1.09,1.11,1.10,0.801,0.00218,4.59,71.7173,3423.63,73647.6,139882.8,22.726,100.1947,184.189,0.000,1.000,0.000,71.7,72.530,232.555,179,626.8,107.61,5.837,166.396,4056.7,103.031,0.134,2.00,19.5147,53314.3,1.5678,0.5606,14.78,1.711,0.420,1.5005,0.0000,0.660,0.170,0.742,0.0000,5.71,2.47,5,16,17,100,64.0726,2.5151,0.4989,0.0000,0.0000,43.1990,100.00,56.4683,454.8972,0.0,0.0000,0.0000
160000,2347,1.112,0.386,22.49,46536,37525,1155,6856,1385,318627,503202.2,282015.6,0.004,0.793,0.078,0.124,101,23.95,11.89,0.12,1.03,4.99,4.99,0.35,2.09,8.62,6.92,0.00,0.11,0.166,0.159,977,0.213,0.105,0.885,0.000,0.010,92386,70733,3,0.420,0.028,0.098,1043886,0.175,1.992,0.030,15.86,42351,398,0.885,0.189,0.333,7790024,1.05,8.42,0.503,0.364,0.002,5.3,32.0,32.0,101.6,33050,0.126,0.00,0.0025,0.105,725,0.549,0.000,0.621,0.509,2.78,3.43,4.78,0.01,0.004,1.05,1.06,1.05,0.560,0.00242,4.04,21.8289,1351.52,98606.1,139882.8,1.459,25.5520,96.206,0.000,1.000,0.138,54.1,42.567,61.080,204,642.0,53.30,3.524,49.767,3974.7,34.508,0.133,2.00,13.2772,31161.5,1.2477,0.5187,14.08,1.672,0.428,0.4995,0.0000,0.706,0.188,0.804,0.0000,6.13,2.78,4,16,17,100,36.4595,0.4252,0.4832,0.0000,0.0000,10.7186,100.00,103.6989,303.3349,0.0,0.0000,0.0000
170000,2458,1.177,0.489,24.91,84295,66882,2731,12050,2521,566428,1087152.4,664052.4,0.003,0.837,0.066,0.094,57,26.75,11.10,0.11,1.17,5.63,4.89,0.22,1.93,9.24,7.37,0.00,0.07,0.185,0.148,848,0.258,0.092,0.896,0.000,0.012,271532,223977,6,0.606,0.052,0.043,1872095,0.205,2.511,0.036,8.70,130883,366,1.172,0.212,0.291,23691144,1.04,5.53,0.619,0.285,0.001,8.0,32.0,32.0,101.1,37350,0.142,0.00,0.0048,0.094,703,0.817,0.000,0.682,0.692,2.85,3.77,4.57,0.01,0.004,1.04,1.07,1.04,0.826,0.00241,3.63,77.4718,2585.05,75043.1,139882.8,22.280,103.9208,179.653,0.000,1.000,0.000,62.7,70.683,235.588,203,661.5,72.35,7.633,168.255,4413.4,102.978,0.135,2.00,21.3793,52550.3,1.6385,0.5080,15.20,1.767,0.391,1.5005,0.0000,0.755,0.193,0.796,0.0000,5.49,2.47,6,16,18,94,62.7293,2.0302,0.5012,0.0000,0.0000,42.9663,100.00,56.2867,450.4186,0.0,0.0000,0.0000
180000,2547,1.083,0.374,20.78,46533,38013,1173,6123,1135,318864,507604.6,284788.4,0.003,0.800,0.072,0.125,102,23.20,12.23,0.05,0.84,4.73,5.09,0.37,2.71,9.28,8.35,0.00,0.02,0.157,0.164,1035,0.168,0.097,0.885,0.001,0.017,95925,76516,2,0.551,0.021,0.058,731828,0.181,2.031,0.028,15.17,45622,388,0.893,0.223,0.350,8309062,1.02,9.46,0.476,0.362,0.000,4.2,32.0,32.0,85.2,36744,0.140,0.00,0.0021,0.101,756,0.588,0.000,0.589,0.528,2.81,3.42,4.92,0.00,0.002,1.02,1.03,1.02,0.600,0.00219,3.84,23.7869,1759.35,101038.0,139882.8,1.199,26.3297,95.791,0.000,1.000,0.160,60.9,42.265,62.054,159,509.4,38.63,3.555,50.825,3484.3,35.636,0.135,2.00,11.2735,28713.7,1.1368,0.4932,14.43,1.601,0.462,0.4995,0.0000,0.715,0.189,0.867,0.0000,6.45,2.85,4,16,20,73,36.2064,0.4809,0.4770,0.0000,0.0000,10.8103,100.00,102.4478,297.7815,0.0,0.0000,0.0000
190000,2616,1.269,0.508,23.64,87179,69522,2760,12538,2290,595378,1091705.4,671103.4,0.003,0.835,0.068,0.094,59,26.06,11.94,0.05,0.71,5.16,4.83,0.29,2.41,9.69,8.21,0.00,0.04,0.171,0.149,920,0.228,0.103,0.886,0.000,0.011,273123,225333,3,0.657,0.057,0.031,1289585,0.238,3.121,0.035,9.31,132546,355,1.127,0.217,0.294,23618962,1.02,6.41,0.586,0.295,0.001,7.9,32.0,32.0,153.9,39721,0.152,0.00,0.0043,0.099,793,0.812,0.000,0.682,0.684,2.82,3.70,4.64,0.01,0.003,1.02,1.02,1.02,0.822,0.00237,4.06,78.1023,3305.04,74833.1,139882.8,26.116,99.3989,180.702,0.000,1.000,0.017,65.1,70.803,234.192,211,647.9,134.87,7.142,163.514,4107.6,102.801,0.135,2.00,19.8678,51974.1,1.5667,0.4854,15.18,1.732,0.409,1.5005,0.0000,0.751,0.185,0.866,0.0000,5.71,2.61,6,16,18,118,62.5285,2.0757,0.4698,0.0000,0.0000,42.8348,100.00,56.3826,455.4369,0.0,0.0000,0.0000
200000,2396,1.098,0.403,20.77,43674,35920,1154,5799,1021,295185,501856.8,276966.7,0.004,0.794,0.085,0.117,100,23.24,12.29,0.04,0.77,4.80,5.30,0.53,3.12,9.13,7.79,0.00,0.08,0.157,0.165,1000,0.107,0.097,0.889,0.001,0.013,95331,74549,2,0.528,0.042,0.062,769657,0.205,2.314,0.029,15.24,44920,409,0.938,0.223,0.325,8105756,1.02,9.48,0.473,0.373,0.001,5.3,32.0,32.0,99.4,34759,0.133,0.00,0.0023,0.099,702,0.589,0.000,0.594,0.553,2.84,3.46,5.00,0.00,0.001,1.02,1.02,1.01,0.600,0.00219,4.04,24.4311,1844.90,94834.5,139882.8,1.345,27.5032,92.847,0.000,1.000,0.108,55.5,40.483,61.138,169,548.9,105.50,3.350,50.746,3806.2,35.030,0.134,2.00,14.4564,34637.4,1.3066,0.5063,14.51,1.598,0.460,0.4995,0.0000,0.709,0.182,0.899,0.0000,6.51,2.88,4,16,21,100,34.7168,0.5218,0.4658,0.0000,0.0000,10.4770,100.00,101.1299,286.1612,0.0,0.0000,0.0000
