step,pop,on_fat,fat_stock,age_mean,pop0,pop1,pop2,cross0,cross1,cross2,soil0,soil1,soil2,root0,root1,root2
1000,2706,0.8803,42027.1,906,892,942,872,16,15,21,22972,25537,30285,0,0,0
2000,2776,0.8631,73439.0,1754,944,953,879,28,13,24,11266,14941,20570,0,0,0
3000,2755,0.9085,91334.7,2624,923,942,890,29,13,22,6105,9199,13739,0,0,0
4000,2655,0.6188,48979.9,622,1026,1037,592,45,24,37,22130,22889,27844,0,0,0
5000,2549,0.6587,64995.8,1011,985,945,619,40,40,47,15565,17772,24150,0,0,0
6000,2512,0.7098,74049.7,1317,946,884,682,46,43,55,12702,15663,21828,0,0,0
7000,2592,0.6285,54608.6,842,1038,948,606,43,48,55,17708,18694,28147,0,0,0
8000,2838,0.6681,53738.3,914,1198,895,745,45,58,54,17700,21211,30489,0,0,0
9000,2752,0.6788,49340.0,996,1147,898,707,44,53,65,20614,24615,31479,0,0,0
10000,2446,0.6897,35637.4,914,1052,787,607,38,41,63,27203,29328,34948,0,0,0
11000,2009,0.7198,27468.7,991,904,627,478,40,45,53,29577,33216,38502,0,0,0
12000,1538,0.7874,20134.8,1145,750,448,340,43,43,52,32152,37268,41771,0,0,0
13000,1145,0.8000,11657.2,1171,631,325,189,42,51,49,35192,40544,45522,0,0,0
14000,833,0.8067,5947.1,1198,500,205,128,23,49,47,37874,43180,47357,0,0,0
15000,607,0.7463,4737.6,1069,437,124,46,18,57,25,38435,43941,47705,0,0,0
16000,561,0.7291,5468.6,972,451,90,20,13,50,14,38127,43819,47193,0,0,0
17000,891,0.6465,8186.8,605,591,198,102,12,97,70,36866,42925,46947,0,0,0
18000,1285,0.5510,16424.1,668,703,323,259,42,127,167,33147,40163,45050,0,0,0
19000,2010,0.5303,29085.4,666,997,567,446,77,142,259,28435,35574,41757,0,0,0
20000,2597,0.4975,36433.1,667,1197,819,581,81,162,262,25776,32024,39262,0,0,0
21000,2993,0.5099,46028.8,660,1260,1086,647,82,145,190,22075,27549,36520,0,0,0
22000,3276,0.5021,51144.9,666,1267,1194,815,110,126,198,20302,25214,33827,0,0,0
23000,3992,0.5010,52934.4,610,1560,1312,1120,109,150,165,20501,24844,31806,0,0,0
24000,3866,0.5318,54667.0,633,1440,1441,985,123,134,158,20937,23585,31988,0,0,0
25000,4098,0.5102,57255.6,631,1516,1413,1169,122,109,144,19850,22968,30675,0,0,0
26000,3924,0.5145,53022.7,644,1433,1311,1180,115,142,155,20809,24539,32084,0,0,0
27000,3757,0.5387,51154.5,644,1429,1301,1027,107,128,164,21420,26109,32283,0,0,0
28000,3706,0.5062,52596.3,638,1420,1360,926,107,109,152,21450,24857,31821,0,0,0
29000,3408,0.5613,50511.5,706,1345,1165,898,110,130,179,22588,26527,32898,0,0,0
30000,3139,0.5514,40575.3,710,1229,1117,793,85,144,153,25108,30121,36699,0,0,0
31000,2533,0.5882,32730.9,751,1126,835,572,84,167,157,27241,34325,40675,0,0,0
32000,1833,0.5816,26599.0,918,919,537,377,77,150,168,29184,37260,43366,0,0,0
33000,1357,0.5910,17184.8,917,774,328,255,42,137,140,31504,41335,46846,0,0,0
34000,838,0.6134,11201.3,983,508,213,117,26,143,95,33780,43986,49331,0,0,0
35000,685,0.6058,8301.1,873,502,139,44,19,111,40,34345,45302,50578,0,0,0
36000,706,0.4972,9737.4,860,523,125,58,19,101,55,33136,44853,50667,0,0,0
37000,949,0.4942,13488.1,884,568,237,144,17,182,123,31587,43106,49600,0,0,0
38000,1457,0.5525,19736.2,784,756,400,301,43,207,181,29705,40149,47337,0,0,0
39000,2171,0.5246,26732.4,741,977,723,471,84,214,198,27681,36343,44835,0,0,0
40000,2892,0.5221,34059.3,632,1254,945,693,78,157,158,24684,32877,42087,0,0,0
41000,3462,0.5312,40757.6,579,1352,1168,942,79,123,153,23015,29611,38728,0,0,0
42000,3544,0.5262,48552.4,665,1322,1256,966,67,99,131,21537,26289,34926,0,0,0
43000,3788,0.5222,52938.0,690,1416,1433,939,104,72,135,20451,24018,32865,0,0,0
44000,3930,0.5209,55743.6,652,1631,1274,1025,87,87,117,20142,23562,30401,0,0,0
45000,3870,0.5204,57948.5,683,1557,1250,1063,81,110,131,19434,23271,29556,0,0,0
46000,3959,0.4958,58758.2,672,1522,1349,1088,73,89,96,18743,22525,29712,0,0,0
47000,3850,0.5390,56524.8,703,1488,1369,993,89,86,119,20108,23438,30446,0,0,0
48000,3869,0.5221,53461.9,645,1435,1448,986,107,88,130,20867,24253,31364,0,0,0
49000,3491,0.5271,50675.0,711,1400,1186,905,117,91,124,22281,25485,32443,0,0,0
50000,3062,0.5372,42316.6,728,1267,1021,774,106,110,131,24663,28981,35158,0,0,0
51000,2274,0.5567,29154.9,665,1017,736,521,93,113,95,28363,34429,39083,0,0,0
