step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_broken,deaths_body,cells_broken,plant_intake,meat_intake,stay,forward,left,right,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,bite_mean,bite_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,meat_per_cell,kills_young_share,meat_majority,contacts,shell_mean,open_mean,full_share,damaged_share,biters_share,mass_p10,mass_p50,mass_p90,mass_max,occupied_cells,cover,wasted,intake_per_gut,crossers,pop_none,blocked,shoves,turns_blocked,births_no_room,foot_mean,len_fwd,len_side,bite_any_mean,biters_any_share,shell_front,shell_back,shell_side,pushes,move_spent,shaded,dead,carrion,soil,matter,barren,rot,spent,flow,soil_cells,deep,air,rain,shade,trees,tree_res,res_max,tree_eaten,fruit,fruit_stock,fruit_eaten,clones,mutations,fat_mean,fat_stock,worth,kill_gain,size_mean,density_mean,density_std,sun,cloud_std,digest_mean,digest_std,flesh_guts,dung,side_mean,side_std,size_p10,size_p50,size_p90,size_max,fat_spent,fat_over,on_fat,breed_share,breed_denied,dry,water,leached,mixed,root_stock,stored,dug
10000,2446,0.711,0.610,8.70,48435,38367,3915,434,4703,48511,1172164.4,440991.0,0.327,0.331,0.158,0.185,65,25.86,20.72,2.00,5.62,2.78,7.97,3.39,7.65,17.51,14.29,0.01,0.22,0.073,0.174,1173,0.028,0.065,0.915,0.000,0.020,252594,243436,37,0.209,0.298,0.281,7644484,0.273,2.607,0.049,4.19,79307,441,9.091,0.445,0.206,10084074,1.46,9.73,0.162,0.175,0.005,5.7,19.0,56.1,125.2,62821,0.240,0.00,0.0027,0.032,607,0.946,0.000,0.713,0.809,4.36,5.95,5.57,0.07,0.031,1.54,1.46,1.44,0.947,0.00023,1.97,81.1303,2101.74,91478.9,140185.7,17.079,104.2739,177.978,0.000,1.000,0.119,66.5,78.934,247.549,622,2624.9,48.57,24.114,169.872,4989.5,103.975,0.134,2.00,14.5697,35637.4,0.8061,0.4272,25.68,0.997,0.169,1.5345,0.0000,0.481,0.108,0.417,0.0000,8.05,1.43,6,20,49,117,75.3665,2.9998,0.6897,0.0000,0.0000,58.3028,100.00,55.6854,450.3248,0.0,0.0000,0.0000
20000,2597,0.788,0.226,9.36,31359,26772,1634,192,2610,15171,401736.1,93608.9,0.255,0.457,0.139,0.149,129,16.81,12.26,0.57,3.15,0.17,1.55,0.18,1.86,13.68,9.26,0.00,0.03,0.009,0.077,601,0.068,0.117,0.850,0.001,0.033,68247,64391,3,0.906,0.066,0.015,1927814,0.300,1.708,0.016,8.87,24572,734,6.170,0.276,0.179,4647614,1.16,15.10,0.003,0.020,0.001,4.9,14.4,31.7,125.2,37922,0.145,0.00,0.0011,0.094,581,0.669,0.000,0.774,0.550,3.61,4.06,6.31,0.01,0.005,1.15,1.19,1.17,0.669,0.00054,2.75,15.1467,1502.05,97062.9,140185.7,0.862,26.4030,70.134,0.000,1.000,0.073,68.0,33.720,64.297,83,314.6,62.78,4.691,50.699,1537.6,31.233,0.133,2.00,14.0289,36433.1,1.1676,0.4966,14.60,1.117,0.122,0.4655,0.0000,0.435,0.056,0.115,0.0000,8.80,0.84,5,12,28,81,31.5265,0.8001,0.4975,0.0000,0.0000,13.0998,100.00,102.9211,269.8761,0.0,0.0000,0.0000
30000,3139,0.708,0.270,9.05,144105,123219,2347,285,17712,13812,1167676.9,386539.6,0.107,0.456,0.168,0.269,101,15.00,11.73,0.55,2.89,0.33,1.86,0.13,1.62,11.95,8.36,0.00,0.05,0.021,0.105,842,0.027,0.112,0.860,0.001,0.027,329902,308364,6,0.901,0.085,0.016,589413,0.288,1.898,0.020,15.08,115308,135,27.986,0.758,0.177,12970565,1.16,15.82,0.002,0.041,0.001,5.0,11.5,28.9,114.6,40689,0.155,0.00,0.0031,0.073,793,0.625,0.000,0.776,0.564,3.45,3.62,6.56,0.02,0.007,1.13,1.20,1.16,0.626,0.00090,14.37,58.2465,1943.38,91927.4,140185.7,40.742,43.4608,205.357,0.000,1.000,0.053,89.2,99.692,217.840,86,316.7,44.25,5.342,128.583,1949.3,105.220,0.134,2.00,12.9262,40575.3,1.2452,0.4929,12.96,1.119,0.108,1.5345,0.0000,0.440,0.059,0.127,0.0000,8.74,0.90,5,10,25,79,93.4967,3.3860,0.5514,0.0000,0.0000,52.6305,100.00,71.8343,552.5092,0.0,0.0000,0.0000
40000,2892,0.713,0.214,9.11,45914,39964,1571,68,4558,5993,470506.5,95446.6,0.094,0.526,0.102,0.277,163,14.49,10.09,0.45,2.54,0.39,2.04,0.11,1.33,11.38,6.93,0.00,0.07,0.024,0.112,669,0.055,0.109,0.858,0.000,0.033,82138,75570,1,0.997,0.003,0.012,200764,0.251,1.457,0.017,17.23,29010,177,15.926,0.721,0.163,4597187,1.12,14.43,0.001,0.046,0.001,5.9,12.1,26.0,96.1,35651,0.136,0.00,0.0014,0.081,693,0.456,0.000,0.600,0.448,3.54,3.40,6.98,0.02,0.015,1.07,1.16,1.13,0.456,0.00081,7.13,14.7339,1199.01,99648.3,140185.7,0.987,13.3525,86.260,0.000,1.000,0.140,73.9,42.488,49.255,95,324.0,33.18,2.324,37.843,1705.8,30.070,0.134,2.00,11.7771,34059.3,1.1475,0.4960,12.33,1.142,0.092,0.4655,0.0000,0.471,0.052,0.287,0.0000,8.45,0.95,5,10,23,62,39.0655,1.0762,0.5221,0.0000,0.0000,13.0858,100.00,103.8295,286.6036,0.0,0.0000,0.0000
50000,3062,0.836,0.325,9.29,139222,118287,2548,620,17597,29768,1154163.2,392895.3,0.112,0.408,0.167,0.313,97,17.89,16.41,0.55,3.35,1.71,7.37,0.08,1.25,12.53,8.63,0.01,0.13,0.050,0.155,1093,0.043,0.099,0.869,0.001,0.031,326336,309656,3,0.508,0.460,0.012,485935,0.250,1.916,0.026,12.27,111542,431,13.199,0.461,0.202,14266237,1.15,15.31,0.004,0.150,0.002,4.8,13.3,34.0,161.7,45502,0.174,0.00,0.0030,0.071,774,0.737,0.000,0.771,0.574,3.84,3.86,7.36,0.03,0.013,1.12,1.20,1.15,0.738,0.00064,11.93,57.4645,1936.19,88801.3,140185.7,40.158,47.2782,203.915,0.000,1.000,0.040,82.6,98.066,224.809,156,586.2,45.56,5.669,134.160,2643.7,106.663,0.135,2.00,13.8199,42316.6,1.1997,0.6316,14.86,1.145,0.095,1.5345,0.0000,0.459,0.053,0.219,0.0000,8.99,1.13,4,12,27,95,92.4132,3.6824,0.5372,0.0000,0.0000,52.8890,100.00,70.8253,556.2458,0.0,0.0000,0.0000
60000,1927,1.221,0.436,9.70,34042,28397,1027,2679,3074,169078,435765.5,191538.2,0.150,0.473,0.190,0.187,150,36.53,31.10,1.35,4.54,8.88,13.16,0.57,3.17,15.21,11.79,0.06,0.45,0.159,0.210,1163,0.029,0.091,0.887,0.001,0.021,72177,64380,5,0.394,0.128,0.053,324414,0.239,2.415,0.031,9.67,24561,702,1.133,0.133,0.258,4652274,1.26,10.61,0.109,0.480,0.023,5.6,25.1,90.4,155.0,50134,0.191,0.00,0.0015,0.081,481,0.644,0.000,0.759,0.539,4.79,5.31,6.97,0.29,0.077,1.17,1.34,1.28,0.652,0.00171,2.93,18.3952,1949.52,95263.1,140185.7,0.472,24.9332,78.774,0.000,1.000,0.008,47.3,35.968,62.560,263,982.3,60.95,3.380,50.587,3885.0,34.155,0.136,1.99,17.6270,33967.2,1.0787,0.5564,26.02,1.281,0.162,0.4655,0.0000,0.451,0.060,0.183,0.0000,8.52,1.00,5,20,60,89,31.7053,0.9691,0.5672,0.0000,0.0000,12.6153,100.00,102.7586,256.9968,0.0,0.0000,0.0000
70000,2389,1.290,0.527,10.89,72358,57716,2250,4183,7747,358726,1103011.5,607000.4,0.134,0.392,0.332,0.143,90,35.75,30.01,1.23,4.88,8.94,11.32,0.33,2.50,12.42,9.82,0.13,0.75,0.175,0.196,1659,0.013,0.066,0.916,0.000,0.018,238338,215919,10,0.351,0.227,0.035,1698635,0.253,3.039,0.036,4.81,76647,706,1.692,0.168,0.316,10493917,1.31,9.76,0.188,0.511,0.035,5.1,28.9,76.6,253.8,54742,0.209,0.00,0.0037,0.067,586,0.817,0.000,0.821,0.698,4.34,4.99,5.68,0.22,0.054,1.32,1.30,1.33,0.826,0.00141,2.53,75.8261,3820.78,75453.7,140185.7,19.863,99.5113,174.004,0.000,1.000,0.000,63.7,71.663,245.684,226,887.6,99.39,5.375,168.344,3723.8,108.438,0.134,2.01,21.4508,51245.8,1.4253,0.6964,22.91,1.409,0.244,1.5345,0.0000,0.485,0.089,0.396,0.0000,7.63,1.52,4,20,49,100,64.7656,3.5317,0.5647,0.0000,0.0000,55.8643,100.00,58.9148,466.9990,0.0,0.0000,0.0000
80000,1816,1.451,0.579,15.10,22226,18430,1031,2613,725,243816,370211.5,230484.7,0.163,0.461,0.287,0.090,133,36.12,20.33,0.38,2.33,9.16,7.80,0.30,1.97,11.01,8.27,0.06,0.44,0.233,0.166,1269,0.055,0.073,0.910,0.001,0.016,58423,48292,7,0.589,0.100,0.046,312583,0.240,2.496,0.044,5.33,23822,699,0.945,0.139,0.323,4317666,1.11,4.19,0.312,0.590,0.026,8.7,38.1,63.9,122.2,37869,0.144,0.00,0.0019,0.086,446,0.755,0.000,0.585,0.626,3.91,4.80,5.21,0.09,0.035,1.11,1.09,1.12,0.770,0.00169,0.79,19.4681,2443.99,98839.6,140185.7,0.094,35.7918,67.644,0.000,1.000,0.000,40.8,28.819,72.407,437,1616.9,73.90,4.756,56.941,5096.6,31.927,0.137,2.00,15.3446,27865.8,1.0847,0.5901,20.85,1.687,0.293,0.4655,0.0000,0.670,0.145,0.843,0.0000,5.98,1.34,6,23,36,71,25.2391,0.5113,0.5154,0.0000,0.0000,13.1205,100.00,101.4391,204.2823,0.0,0.0000,0.0000
90000,2713,1.038,0.565,15.41,59117,43922,1545,9098,3655,587202,1024396.4,763857.6,0.167,0.504,0.241,0.089,73,30.60,26.66,1.03,3.81,5.18,7.41,0.32,2.37,10.44,7.74,0.14,0.67,0.124,0.151,1745,0.038,0.070,0.916,0.000,0.014,237186,206249,22,0.251,0.358,0.042,802581,0.272,2.599,0.044,4.65,108401,651,1.301,0.165,0.273,14007880,1.30,8.72,0.149,0.506,0.050,6.1,23.6,61.9,267.7,46026,0.176,0.00,0.0036,0.057,759,0.893,0.000,0.725,0.752,3.53,4.43,5.42,0.18,0.067,1.27,1.28,1.34,0.905,0.00129,1.49,77.2898,2907.21,84285.4,140185.7,7.130,127.8498,160.018,0.000,1.000,0.019,63.3,60.118,248.425,379,1586.6,52.84,7.564,184.768,4540.9,100.602,0.134,2.00,15.5167,42096.8,1.3562,0.7442,16.96,1.626,0.406,1.5345,0.0000,0.656,0.197,0.677,0.0000,6.93,1.89,4,14,32,100,54.6349,1.9743,0.5805,0.0000,0.0000,53.3645,100.00,63.4969,413.6678,0.0,0.0000,0.0000
100000,2577,0.986,0.456,12.72,35170,28792,1057,3227,2230,200205,431462.9,228883.6,0.198,0.537,0.160,0.105,136,22.73,18.99,1.21,4.25,3.12,5.62,0.34,2.72,10.25,8.14,0.13,0.62,0.101,0.172,1551,0.058,0.072,0.898,0.000,0.029,78020,67236,14,0.542,0.036,0.031,584946,0.248,2.278,0.035,8.12,33354,624,1.143,0.205,0.303,6491297,1.38,11.12,0.060,0.520,0.051,5.3,15.7,49.9,139.6,38450,0.147,0.00,0.0016,0.083,601,0.735,0.000,0.812,0.560,3.54,3.82,6.31,0.16,0.057,1.31,1.36,1.45,0.743,0.00098,1.73,20.0559,2251.13,100531.7,140185.7,0.033,28.4844,78.993,0.000,1.000,0.020,57.9,34.869,66.324,216,831.7,44.49,4.263,53.608,4120.1,35.131,0.136,2.00,11.0243,28409.6,1.1606,0.6378,14.92,1.406,0.433,0.4655,0.0000,0.557,0.220,0.429,0.0000,7.60,2.01,4,12,28,81,31.2918,1.0423,0.5305,0.0000,0.0000,12.7851,100.00,101.4040,232.8972,0.0,0.0000,0.0000
