step,lineage,size,mass,hard,muscle,sensor,digestive,bite_any,tooth,age,plant,meat,shapes
5000,1,8913,27.65,0.66,7.79,0.89,17.01,0.06,0.017,345,18.50,6.57,4285
5000,424,247,40.09,0.35,10.43,1.40,15.64,0.22,0.057,568,21.91,12.63,192
5000,322,92,29.82,0.20,14.70,0.98,7.05,0.07,0.022,329,11.01,13.79,47
5000,6,34,53.92,0.00,2.24,3.91,34.09,0.00,0.000,2831,91.56,55.39,26
5000,198,23,62.05,4.83,1.74,0.83,48.04,0.57,0.130,1460,104.86,67.14,14
5000,178,15,30.55,0.00,0.27,0.80,23.87,0.00,0.000,1826,62.88,27.77,15
5000,14,14,24.74,0.00,13.71,4.79,3.14,0.00,0.000,335,4.68,27.79,7
5000,209,12,30.54,0.00,0.00,0.17,27.83,0.00,0.000,1705,50.93,29.78,9
5000,587,12,24.49,0.00,0.00,0.00,22.75,0.00,0.000,977,39.79,21.20,6
5000,48,10,36.64,7.20,0.00,0.00,23.50,0.00,0.000,1179,54.55,13.01,8
5000,541,9,117.02,33.22,0.44,0.00,31.67,0.44,0.000,1782,96.21,15.51,5
5000,122,6,19.88,0.00,0.00,0.00,16.33,0.00,0.000,1632,52.89,19.60,6
5000,26,5,10.20,0.00,0.00,0.00,9.20,0.00,0.000,1761,51.40,10.72,3
6000,1,8909,29.13,0.84,8.12,0.91,17.44,0.07,0.022,327,17.62,6.58,4409
6000,424,273,40.91,0.15,10.48,1.63,15.80,0.18,0.073,678,27.30,12.69,226
6000,322,256,30.99,0.54,14.79,1.41,7.66,0.24,0.074,231,8.20,12.03,176
6000,696,41,46.67,0.00,2.41,0.66,32.95,0.00,0.000,779,38.37,15.64,18
6000,178,27,29.98,0.00,0.56,0.67,22.78,0.00,0.000,1303,41.44,29.14,19
6000,6,26,54.37,0.00,1.38,4.19,34.92,0.00,0.000,2904,96.12,54.00,24
6000,718,15,16.35,0.00,0.07,0.27,16.27,0.00,0.000,654,40.97,24.87,11
6000,198,10,52.73,6.10,0.00,0.90,37.00,0.00,0.000,3116,190.55,184.88,9
6000,704,8,20.06,0.00,0.00,1.38,14.38,0.00,0.000,1257,62.03,24.80,7
6000,541,7,105.53,29.57,0.29,0.00,29.71,0.29,0.000,3029,151.22,44.03,7
6000,587,6,16.10,0.00,0.00,0.00,14.83,0.00,0.000,1466,34.31,38.72,6
6000,729,6,24.36,2.17,13.17,0.00,7.33,0.17,0.000,1076,49.38,19.59,5
6000,26,5,9.52,0.00,0.00,0.00,8.40,0.00,0.000,818,25.36,6.65,4
7000,1,10125,30.88,0.76,8.01,1.28,18.70,0.07,0.020,307,16.84,6.40,4902
7000,758,902,15.92,0.05,6.93,0.22,4.21,0.01,0.003,305,6.83,10.72,513
7000,322,295,29.89,0.94,12.95,1.20,8.00,0.27,0.081,279,9.57,14.54,214
7000,424,206,41.34,0.19,10.36,1.01,15.59,0.15,0.063,1114,35.35,27.78,178
7000,696,43,42.33,0.63,9.09,1.35,22.14,0.21,0.070,686,37.27,13.52,32
7000,6,31,50.85,0.00,3.74,2.84,30.35,0.00,0.000,2501,78.31,46.76,27
7000,198,11,67.28,13.55,0.09,8.36,35.27,0.00,0.000,1409,100.82,65.16,9
7000,178,7,32.26,0.00,0.29,0.71,25.14,0.00,0.000,1506,46.17,51.95,7
7000,26,7,11.57,0.00,0.00,0.00,10.29,0.00,0.000,589,16.06,13.09,4
7000,541,5,94.54,25.00,0.20,0.00,29.20,0.20,0.000,4296,206.54,68.26,5
8000,1,7226,30.19,0.70,7.94,0.77,19.00,0.03,0.009,310,16.66,6.14,3538
8000,758,369,22.25,0.02,9.11,0.37,5.77,0.00,0.000,409,9.24,14.90,242
8000,322,242,39.79,0.95,14.74,2.71,16.71,0.09,0.033,235,13.66,5.97,167
8000,424,170,39.77,0.17,10.65,0.80,14.52,0.16,0.065,1201,36.32,29.25,143
8000,822,122,46.24,3.53,12.06,0.18,28.37,0.18,0.066,593,40.78,4.07,86
8000,696,59,35.09,0.05,13.05,3.90,12.93,0.05,0.017,318,11.98,18.94,42
8000,826,16,96.15,1.88,5.06,9.19,64.19,0.00,0.000,2810,170.30,42.41,16
8000,6,13,48.40,0.00,1.38,0.92,31.77,0.00,0.000,2261,58.46,49.95,11
8000,541,5,86.19,22.40,0.00,0.00,27.60,0.00,0.000,3645,144.35,57.28,4
9000,1,7153,29.53,0.59,8.28,0.90,18.06,0.03,0.011,310,16.48,5.84,3521
9000,859,316,26.01,0.13,10.14,0.47,5.70,0.02,0.006,238,5.08,11.42,202
9000,696,170,30.85,0.04,12.08,2.64,8.95,0.02,0.000,217,6.28,14.58,121
9000,822,158,47.15,2.04,13.85,0.01,28.18,0.22,0.070,677,40.20,7.71,123
9000,424,143,36.91,0.52,9.83,1.36,12.87,0.21,0.070,1063,33.03,25.78,126
9000,322,136,41.46,1.18,14.40,3.21,18.87,0.07,0.015,332,18.59,6.03,88
9000,758,54,36.19,0.20,10.89,0.13,10.09,0.00,0.000,633,13.06,21.07,39
9000,872,45,35.47,0.67,6.96,1.47,23.96,0.04,0.000,735,42.45,5.84,39
9000,860,26,32.03,0.92,13.35,1.50,4.88,0.15,0.038,457,11.25,16.68,17
9000,6,18,59.58,0.00,7.39,1.17,34.78,0.00,0.000,936,32.27,13.98,11
9000,826,6,81.93,0.17,1.67,10.33,59.00,0.00,0.000,3855,236.05,54.89,6
10000,1,9220,28.18,0.52,8.06,0.67,17.04,0.04,0.013,303,16.26,5.96,4482
10000,859,418,29.49,0.12,10.92,0.39,6.66,0.04,0.010,387,9.34,14.39,269
10000,696,260,42.33,0.10,11.66,1.06,16.37,0.06,0.015,238,11.71,10.64,146
10000,322,210,44.87,2.80,11.72,4.52,18.95,0.20,0.057,308,19.43,5.04,142
10000,822,151,38.00,1.63,9.53,0.04,24.76,0.14,0.046,927,53.48,10.06,115
10000,881,110,40.08,0.73,15.44,0.20,11.82,0.22,0.082,386,13.19,17.76,83
10000,758,82,41.54,0.71,10.59,0.11,12.65,0.07,0.024,420,9.43,17.54,57
10000,424,81,41.32,0.58,8.05,1.52,18.09,0.42,0.136,1275,43.01,38.79,71
10000,886,24,24.07,0.46,4.92,4.54,9.96,0.17,0.042,728,32.08,8.61,22
10000,860,19,32.65,1.32,11.00,1.32,7.89,0.00,0.000,820,26.23,18.17,16
10000,6,17,56.92,0.00,10.29,2.59,30.47,0.00,0.000,669,30.88,14.13,9
10000,198,8,47.28,1.12,10.62,17.88,28.12,0.00,0.000,970,69.64,33.17,8
10000,872,6,42.59,0.67,10.67,1.50,24.83,0.00,0.000,1678,75.59,19.14,6
11000,1,8418,29.86,0.59,8.02,0.71,18.61,0.05,0.015,325,17.67,5.85,4276
11000,859,1081,28.59,0.14,9.69,0.40,7.59,0.06,0.016,282,7.02,12.82,640
11000,696,235,34.09,0.00,11.23,0.96,11.08,0.00,0.000,366,12.02,15.53,150
11000,881,152,40.12,0.14,14.72,0.57,12.66,0.04,0.013,236,11.97,6.44,113
11000,822,104,33.22,2.09,6.74,0.00,21.62,0.50,0.125,1179,64.50,16.94,87
11000,758,92,37.20,0.70,10.57,0.38,9.60,0.20,0.065,593,14.46,20.44,69
11000,904,29,21.35,0.07,8.45,0.31,6.86,0.03,0.000,289,10.46,7.10,24
11000,424,27,33.35,0.44,7.26,0.11,14.56,0.22,0.111,1030,36.31,30.31,25
11000,322,23,45.02,4.00,9.30,4.48,14.65,0.17,0.087,699,24.69,10.17,18
11000,860,5,48.45,3.60,13.60,3.80,8.60,0.20,0.000,1748,53.97,20.82,5
12000,1,4901,27.68,0.71,6.90,0.71,16.49,0.08,0.030,351,17.72,5.34,2341
12000,859,1422,36.41,0.42,9.98,0.44,12.46,0.09,0.027,266,9.78,12.23,850
12000,758,212,34.66,1.13,9.00,0.45,8.92,0.29,0.085,465,9.93,17.06,176
12000,881,153,33.22,0.22,13.61,0.09,9.05,0.00,0.000,305,13.04,9.82,124
12000,696,140,35.13,0.00,12.46,0.10,11.43,0.00,0.000,198,8.52,10.84,91
12000,822,69,37.48,1.22,5.57,0.00,27.36,0.26,0.087,1344,67.89,27.61,62
12000,904,55,15.29,0.02,5.00,0.00,6.35,0.00,0.000,348,11.21,6.45,46
12000,424,11,46.24,1.73,8.27,0.00,21.45,1.64,0.636,483,19.16,5.18,9
13000,1,7525,30.68,1.02,7.57,0.45,19.03,0.13,0.049,326,18.29,5.12,3871
13000,859,1880,33.15,0.40,10.31,0.87,8.98,0.11,0.033,265,9.19,11.78,1201
13000,758,182,38.08,1.20,11.12,0.79,8.31,0.34,0.126,592,12.79,20.26,141
13000,949,53,37.33,2.00,11.92,0.00,6.43,0.72,0.189,500,8.60,19.26,38
13000,822,43,28.20,0.60,4.00,0.00,21.09,0.12,0.047,1765,84.21,38.45,42
13000,696,27,22.78,0.00,6.33,0.15,7.89,0.00,0.000,419,14.26,12.02,25
13000,942,18,25.40,2.06,8.67,0.00,4.94,0.33,0.111,718,16.80,12.72,14
13000,944,15,55.28,7.60,13.00,0.00,7.33,1.20,0.400,727,17.24,17.36,15
13000,881,11,19.27,0.00,6.64,0.00,6.91,0.00,0.000,268,12.93,5.92,11
13000,424,6,36.33,0.67,4.50,0.00,21.17,0.83,0.333,673,32.30,4.77,5
13000,904,5,22.60,0.60,4.80,0.00,9.80,0.40,0.200,1122,40.71,6.36,4
14000,1,8046,27.75,1.02,7.34,0.52,17.30,0.18,0.072,329,17.68,5.06,4272
14000,859,999,35.59,0.30,11.65,0.63,8.21,0.12,0.037,357,10.90,12.21,648
14000,758,184,40.18,1.92,9.73,0.92,10.57,0.29,0.076,576,15.36,17.00,143
14000,961,73,44.76,0.53,11.10,2.23,28.23,0.04,0.014,186,17.23,4.68,50
14000,904,11,25.81,0.00,9.82,0.00,9.45,0.00,0.000,133,5.72,11.02,5
14000,949,10,27.49,0.10,11.70,0.00,4.50,0.10,0.000,1038,16.23,30.43,9
14000,942,10,31.81,0.80,14.50,0.00,4.90,1.60,0.400,566,15.69,16.17,5
14000,958,8,29.16,0.00,6.50,0.00,10.50,0.00,0.000,694,24.62,11.50,8
14000,822,5,15.95,0.00,8.00,0.00,8.40,0.00,0.000,2449,95.76,55.50,5
15000,1,6803,30.11,1.23,7.46,0.44,18.58,0.19,0.075,356,19.90,5.40,3652
15000,859,1997,30.65,0.36,9.42,0.58,6.95,0.11,0.036,265,6.29,12.50,1240
15000,758,110,36.48,0.81,11.47,0.54,7.65,0.25,0.073,851,16.01,27.36,88
15000,961,28,37.24,1.86,5.32,7.07,21.64,0.14,0.036,629,35.90,12.03,26
15000,904,7,25.65,0.00,10.00,0.00,9.00,0.00,0.000,816,24.97,24.51,7
15000,958,5,35.93,0.00,9.80,0.00,10.80,0.00,0.000,794,20.49,12.38,4
15000,942,5,35.74,2.40,14.20,0.00,5.00,1.60,0.400,920,27.02,16.44,3
16000,1,7475,30.98,1.18,7.27,0.79,19.92,0.17,0.068,373,20.98,5.53,3870
16000,859,638,27.09,0.20,8.92,0.34,5.13,0.09,0.030,297,6.20,12.30,360
16000,758,85,36.13,0.54,11.07,0.53,8.64,0.07,0.024,815,16.98,23.23,61
16000,997,23,28.59,0.09,5.09,0.39,11.04,0.09,0.043,471,14.75,7.47,21
16000,696,19,36.48,0.00,10.79,8.89,21.37,0.00,0.000,212,15.44,1.91,15
16000,958,14,28.36,0.00,5.79,0.14,10.43,0.00,0.000,734,26.69,7.36,11
16000,949,8,15.85,0.50,0.50,0.00,8.88,0.00,0.000,440,16.40,12.05,7
17000,1,6110,29.07,1.17,6.72,0.43,19.03,0.22,0.084,377,20.74,4.07,3069
17000,859,984,23.95,0.15,8.30,0.54,3.62,0.17,0.065,278,4.91,13.27,541
17000,758,90,37.38,0.51,12.04,0.17,9.26,0.03,0.011,466,9.38,16.60,61
17000,961,71,46.67,0.20,16.25,1.11,26.00,0.06,0.014,138,15.54,1.69,40
17000,997,5,33.06,1.60,9.00,0.60,7.20,0.60,0.200,865,21.51,14.34,5
18000,1,7603,31.51,1.44,7.23,0.76,19.79,0.25,0.093,342,20.14,3.94,3818
18000,1034,606,35.84,0.24,8.47,0.14,11.68,0.05,0.017,162,9.82,5.20,335
18000,859,204,29.59,0.45,9.92,0.13,4.69,0.25,0.074,346,6.81,12.66,120
