step,pop,grown,births,children,sexual,no_room,empty,deaths_hunger,deaths_broken,deaths_wear,cells_broken,contacts,plant_intake,meat_intake,kill_gain,scavenged,stay,forward,left,right,blocked,stalled,shoves,moved,turned,sense_used,mass_p10,mass_p50,mass_p90,size_mean,hard_mean,muscle_mean,sensor_mean,digestive_mean,side_mean,density_mean,speed_mean,tooth,born_tooth,fat_mean,on_fat,short,age_death_p50,age_death_p90,worn,cut_break,cut_wear,lineages,top_lineage,shapes,pop_cold,pop_mild,pop_hot,pop_dry,pop_moist,pop_wet,travel_p50,path_mean,grass,grass_grown,wood,algae,litter,carrion,air,soil_land,spent,matter,matter_err,burnt,land_temp,develops,ms_step,ms_world,ms_bodies,ms_lineage,ms_wall,pop_land,pop_surface,pop_bottom,light_share,density_p10,density_p50,density_p90,density_land,density_surface,density_bottom,algae_intake,detritus_intake,intake_land,intake_surface,intake_bottom,kills_land,kills_surface,kills_bottom,blocked_land,blocked_surface,blocked_bottom,no_room_land,no_room_surface,no_room_bottom,litter_sea,deaths_thirst,fill_land,fill_surface,fill_bottom,drinking_land,drinking_surface,drinking_bottom,open_land,open_surface,open_bottom,hard_land,hard_surface,hard_bottom,dry_air_p10,dry_air_p50,dry_air_p90,dry_ground_p10,dry_ground_p50,dry_ground_p90,pool_share,deaths_suffocation,breath_land,breath_surface,breath_bottom,inhaling_land,inhaling_surface,inhaling_bottom,breed_land,breed_surface,breed_bottom,share_land,share_surface,share_bottom,store_land,store_surface,store_bottom,fat_fill
21000,9799,3737,45894,87493,74996,41259,340,30037,3835,6,302693,4206904,27424.272,12550.604,0.3233,6434.456,0.062,0.828,0.040,0.070,0.518,0.361,2644,0.1194,0.7651,0.125,11.0,27.0,49.5,24.11,1.31,7.34,0.59,14.87,6.33,1.246,0.265,0.055,0.067,7.909,0.487,0.0033,153,528,1170,23566,633,11,0.740,5319,38,1252,8509,370,1179,8250,8.00,19.98,10262,15.2143,66867,4223,157679,908.3,-0.0,893961,18.267,2630837.750,1.19e-14,0.00758,8.53,29570,26.239,1.514,24.271,0.453,26.240,2809,3332,3658,0.3995,0.981,1.032,1.962,1.433,0.983,1.341,9658.285,6399.025,16273.970,9459.685,8125.073,2567.568,1336.151,2212.430,0.515,0.558,0.478,0.567,0.324,0.417,3331,13064,0.5281,0.9998,0.9999,0.0894,0.9999,1.0000,0.8801,1.4042,1.1354,0.0892,0.0369,0.0387,0.0000,0.0000,0.9094,0.0740,0.6577,0.9451,0.00251,815,0.9998,0.9585,0.9144,0.9952,0.0511,0.0550,0.0996,0.1072,0.1002,0.4331,0.4900,0.4476,5.4137,5.4691,5.7758,0.0618
22000,12029,3817,38472,70906,59744,32133,301,26140,3122,6,254326,3876203,25207.072,9524.474,0.3219,4407.776,0.057,0.836,0.040,0.066,0.523,0.359,2034,0.0876,0.7681,0.122,11.0,27.7,50.5,25.20,1.23,7.55,0.66,15.75,6.33,1.246,0.256,0.047,0.056,7.849,0.440,0.0032,174,606,1114,21423,529,12,0.623,6442,42,1604,10383,556,2351,9122,7.00,19.75,12558,17.0681,66928,4202,153899,866.1,-0.0,895795,16.657,2630837.750,1.72e-14,0.00054,31.86,24164,22.891,1.467,20.716,0.707,22.892,4555,3783,3691,0.3784,0.980,1.043,1.973,1.414,0.984,1.309,9867.505,6411.119,11886.928,9664.746,8063.174,1979.897,1266.021,1870.780,0.507,0.565,0.487,0.567,0.335,0.407,3336,6116,0.4367,0.9998,1.0000,0.1151,0.9999,1.0000,0.8727,1.4330,1.1034,0.0599,0.0371,0.0448,0.0000,0.7820,0.9505,0.1297,0.7226,0.9534,0.00249,858,0.9998,0.9723,0.8999,0.9939,0.0496,0.0611,0.1010,0.1082,0.1005,0.4412,0.4917,0.4568,5.2180,5.5472,5.7386,0.0589
23000,11298,4168,48589,99327,86104,50419,319,29383,3899,4,313743,4448602,31694.757,14784.525,0.3279,8355.170,0.064,0.817,0.041,0.077,0.535,0.353,2444,0.0983,0.7551,0.129,11.0,27.9,56.1,27.32,1.37,7.24,0.70,18.01,6.48,1.218,0.248,0.052,0.062,8.241,0.468,0.0031,152,528,1314,22797,660,12,0.761,5860,99,1405,9794,639,1809,8850,6.25,18.19,8418,16.6572,67014,4300,148997,1143.0,-0.0,905844,18.688,2630837.750,1.98e-14,0.00002,11.13,34329,27.286,1.435,25.277,0.574,27.287,3985,3571,3742,0.3883,0.984,1.030,1.975,1.327,0.986,1.325,9770.143,6567.301,22321.833,9542.618,8185.477,3335.188,1176.621,1917.546,0.522,0.573,0.504,0.608,0.316,0.396,3196,15204,0.4254,0.9997,0.9997,0.0872,0.9996,1.0000,0.7594,1.4260,1.1251,0.0712,0.0291,0.0394,0.0000,0.0000,0.7341,0.2065,0.6514,0.9419,0.00249,830,1.0000,0.9708,0.9094,0.9953,0.0518,0.0663,0.1026,0.1074,0.0997,0.4574,0.4918,0.4505,5.3274,5.5708,5.7596,0.0582
24000,11648,3984,39686,72059,60833,32072,301,27595,2846,7,255080,3997597,26149.628,9985.202,0.3126,5001.719,0.065,0.818,0.041,0.075,0.530,0.355,1599,0.0892,0.7564,0.140,11.9,28.4,52.2,26.68,0.92,7.07,0.99,17.69,6.50,1.204,0.236,0.039,0.047,7.905,0.438,0.0032,179,609,1171,20433,687,12,0.623,5851,91,1290,10267,1064,1548,9036,7.00,18.90,9780,15.4423,67100,4457,142985,780.7,-0.0,912574,18.291,2630837.750,6.20e-15,0.00080,20.30,23764,24.868,1.507,22.806,0.555,24.869,4248,3748,3652,0.3796,0.983,1.042,1.934,1.328,0.984,1.284,10163.366,6442.267,13203.195,9963.563,7984.589,1981.933,1052.902,1948.648,0.543,0.565,0.482,0.563,0.314,0.379,3380,7927,0.4568,1.0000,0.9999,0.1044,0.9999,1.0000,0.8455,1.4590,1.1291,0.0336,0.0313,0.0391,0.0000,0.4606,0.9382,0.0748,0.6367,0.9467,0.00249,961,0.9999,0.9755,0.9073,0.9943,0.0483,0.0625,0.0978,0.1074,0.1003,0.4423,0.4884,0.4606,5.2362,5.6298,5.7036,0.0571
25000,11402,3953,43027,85056,73516,41742,287,29445,2795,7,265592,4428107,28262.705,11393.351,0.3207,6069.977,0.068,0.814,0.049,0.069,0.541,0.353,1512,0.0902,0.7573,0.153,12.3,27.7,52.3,26.50,1.05,6.80,0.78,17.88,6.52,1.200,0.228,0.054,0.064,8.164,0.466,0.0032,177,588,1209,21197,653,14,0.771,5585,276,1382,9744,1065,1034,9303,7.43,19.31,9775,15.8169,67270,4084,137559,915.6,-0.0,919320,19.588,2630837.750,2.12e-14,0.00000,32.07,29458,26.159,1.450,24.186,0.523,26.159,3471,4069,3862,0.4210,0.984,1.021,1.915,1.345,0.985,1.296,10306.185,6946.544,15602.897,10141.195,8588.590,2664.570,818.273,1840.530,0.559,0.578,0.482,0.603,0.329,0.403,3100,10224,0.4011,1.0000,0.9998,0.0883,0.9999,1.0000,0.8435,1.4927,1.0919,0.0531,0.0275,0.0367,0.0000,0.7074,0.9404,0.2658,0.6475,0.9625,0.00249,802,0.9998,0.9841,0.8963,0.9948,0.0490,0.0659,0.0987,0.1074,0.1000,0.4617,0.4906,0.4592,5.3248,5.6574,5.7350,0.0588
26000,10609,3887,31869,55606,47180,23536,201,24368,1639,7,165092,3812872,22515.725,6946.472,0.3223,3621.292,0.055,0.849,0.037,0.059,0.543,0.356,926,0.0794,0.7660,0.143,12.2,26.8,51.2,27.00,1.00,6.78,1.13,18.09,6.61,1.175,0.230,0.045,0.053,8.432,0.467,0.0032,193,668,1324,17067,773,15,0.788,5160,299,1514,8796,581,1036,8992,7.25,17.98,13911,16.1587,67221,4433,135437,537.0,-0.0,919528,17.098,2630837.750,9.38e-15,0.00006,11.77,18185,19.781,1.430,17.914,0.437,19.782,3018,3910,3681,0.4736,0.959,1.003,1.964,1.288,0.987,1.283,9955.541,6407.953,8411.598,9761.805,7963.613,1242.664,578.284,1504.232,0.523,0.592,0.494,0.512,0.339,0.418,3355,5867,0.4629,1.0000,0.9996,0.1442,1.0000,1.0000,0.8192,1.4885,1.1250,0.0392,0.0321,0.0393,0.0000,0.0000,0.8570,0.1182,0.6323,0.9779,0.00253,781,0.9992,0.9726,0.9005,0.9918,0.0538,0.0723,0.1063,0.1082,0.1012,0.4388,0.4883,0.4631,5.2886,5.7028,5.7288,0.0606
27000,11985,4411,42332,95333,86193,52724,277,26050,2020,8,192974,4366778,32001.955,11823.943,0.3186,7981.145,0.054,0.826,0.036,0.084,0.558,0.345,1063,0.0753,0.7528,0.145,14.0,29.0,56.7,29.33,1.25,6.21,0.59,21.29,6.60,1.196,0.202,0.046,0.054,8.992,0.463,0.0029,165,572,1497,17931,941,15,0.776,5593,148,1696,10141,932,1860,9193,4.75,15.75,9171,16.6787,67208,4482,134439,1609.6,-0.0,924103,18.421,2630837.750,1.04e-14,0.00039,35.39,29830,24.326,1.418,22.277,0.632,24.327,4719,3688,3578,0.3996,0.964,1.025,1.906,1.302,0.987,1.270,10403.451,6657.418,21471.014,10214.165,8297.921,1810.371,579.642,1452.786,0.566,0.607,0.490,0.657,0.357,0.425,3266,11958,0.3802,1.0000,0.9999,0.1010,1.0000,0.9999,0.7126,1.5060,1.1156,0.0492,0.0305,0.0420,0.0000,0.8017,0.9668,0.0713,0.6747,0.9954,0.00252,920,0.9998,0.9806,0.9059,0.9966,0.0498,0.0732,0.1048,0.1084,0.1018,0.4636,0.4888,0.4663,5.1729,5.7349,5.7592,0.0619
28000,10969,4273,37301,69090,60233,31495,294,25884,1664,10,186003,4251965,25888.340,9473.622,0.3229,5719.766,0.053,0.838,0.035,0.074,0.559,0.345,677,0.0783,0.7534,0.129,11.1,26.2,50.4,25.95,1.04,6.85,0.53,17.53,6.63,1.166,0.229,0.055,0.064,9.039,0.495,0.0031,177,620,1726,18347,1057,16,0.784,5567,42,1578,9349,519,1226,9224,5.59,16.17,9474,12.4743,67210,4537,131587,600.0,-0.0,930886,18.756,2630837.750,8.85e-15,0.00052,20.43,22747,22.127,1.440,20.247,0.440,22.127,2470,4250,4249,0.4570,0.968,1.009,1.830,1.284,0.982,1.282,10884.802,7156.221,11975.221,10676.805,8956.080,1611.826,582.900,1559.130,0.544,0.626,0.488,0.548,0.356,0.423,3255,9855,0.5873,1.0000,0.9998,0.1200,0.9999,1.0000,0.8423,1.4839,1.0996,0.0625,0.0244,0.0386,0.0000,0.1419,0.9069,0.2078,0.6834,0.9884,0.00251,904,0.9994,0.9781,0.8909,0.9931,0.0479,0.0737,0.1021,0.1082,0.1011,0.4641,0.4903,0.4663,5.4282,5.7064,5.7159,0.0673
29000,11020,4160,36315,65153,55951,28612,226,27265,1968,13,214631,4301190,25157.706,8880.546,0.3359,4375.098,0.049,0.845,0.036,0.070,0.547,0.352,1108,0.0854,0.7636,0.149,12.3,27.6,49.2,25.62,0.96,7.33,0.57,16.77,6.49,1.202,0.241,0.058,0.071,8.498,0.471,0.0031,190,649,1789,20017,1337,18,0.800,5898,82,1530,9408,606,1579,8835,7.00,17.66,11716,15.4382,67161,4725,129631,671.1,-0.0,931882,18.902,2630837.750,1.79e-14,0.00006,15.85,21755,22.021,1.426,20.082,0.512,22.021,3241,3981,3798,0.4017,0.983,1.032,1.865,1.336,0.983,1.316,10369.209,6898.854,10722.195,10187.418,8623.190,1689.037,679.658,2136.753,0.548,0.600,0.488,0.544,0.332,0.399,3492,6035,0.4850,1.0000,1.0000,0.1189,1.0000,1.0000,0.8749,1.4583,1.1106,0.0430,0.0304,0.0389,0.0000,0.0254,0.9220,0.0753,0.6429,0.9601,0.00254,983,0.9999,0.9759,0.9106,0.9956,0.0454,0.0647,0.1039,0.1085,0.1003,0.4694,0.4834,0.4634,5.3407,5.7627,5.7960,0.0625
30000,10181,4228,42908,93735,83159,50446,381,28287,2136,7,279038,4373695,30674.331,13386.775,0.3022,8116.338,0.055,0.810,0.049,0.086,0.550,0.346,1493,0.0970,0.7435,0.165,12.0,27.9,50.3,27.03,0.75,7.99,0.68,17.61,6.63,1.165,0.257,0.043,0.055,8.358,0.495,0.0031,173,600,1593,22106,1116,18,0.840,5165,311,1291,8579,852,1066,8263,6.75,17.69,9386,15.7436,67248,3928,125600,797.6,-0.0,939195,20.158,2630837.750,1.12e-14,0.00005,32.73,30054,24.918,1.421,23.144,0.353,24.948,3055,3533,3593,0.4478,0.980,1.013,1.772,1.188,0.986,1.322,10489.111,7014.490,19504.949,10312.104,8973.616,2729.913,711.615,1828.908,0.583,0.578,0.493,0.655,0.338,0.420,3119,12015,0.5025,0.9998,0.9998,0.0946,1.0000,1.0000,0.8621,1.4667,1.1242,0.0349,0.0215,0.0257,0.0000,0.7707,0.9424,0.2766,0.6696,0.9520,0.00248,1302,0.9999,0.9685,0.8960,0.9960,0.0514,0.0693,0.1025,0.1075,0.0995,0.4888,0.4898,0.4662,5.2666,5.6342,5.7010,0.0606
31000,11185,3602,37181,66840,57433,29337,322,25567,1669,8,207202,3623784,26034.317,8048.435,0.2907,4283.585,0.052,0.842,0.044,0.062,0.516,0.366,1009,0.0888,0.7528,0.145,12.0,29.4,60.2,31.61,0.93,7.42,0.85,22.42,6.91,1.131,0.235,0.044,0.054,8.159,0.444,0.0033,172,632,1345,20114,714,15,0.862,5374,995,1185,9005,1241,1805,8139,8.36,20.16,9930,16.8860,67167,4185,123075,1391.3,-0.0,940918,17.428,2630837.750,8.32e-15,0.00000,7.71,19118,20.135,1.405,18.309,0.421,20.135,4374,3435,3376,0.4638,0.923,1.010,1.742,1.101,0.986,1.317,9065.477,6070.339,14114.721,8914.947,7288.234,1437.759,680.177,1646.914,0.547,0.546,0.457,0.566,0.264,0.344,3250,8195,0.4245,0.9998,0.9997,0.1068,1.0000,1.0000,0.7234,1.5220,1.1038,0.0304,0.0281,0.0283,0.0000,0.0000,0.7667,0.1974,0.6396,0.9443,0.00249,738,1.0000,0.9846,0.8966,0.9978,0.0487,0.0654,0.1012,0.1079,0.0995,0.4761,0.4917,0.4572,5.4663,5.5924,5.6795,0.0554
32000,10195,3602,36979,70139,60445,32853,307,25155,1625,5,222350,3667860,26589.407,9788.824,0.2987,5638.065,0.048,0.825,0.050,0.078,0.524,0.359,1269,0.0958,0.7346,0.157,12.0,28.0,52.6,27.18,1.03,8.17,0.61,17.37,6.64,1.157,0.262,0.053,0.066,8.270,0.478,0.0032,177,599,1378,19213,701,14,0.849,5055,493,1247,8455,664,1096,8435,8.50,20.79,7350,12.6932,67096,3923,120081,755.2,-0.0,949703,18.182,2630837.750,1.70e-14,0.00002,26.07,21744,21.863,1.424,20.127,0.312,21.864,2958,3802,3435,0.4461,0.982,1.015,1.671,1.227,0.985,1.286,9303.895,6001.249,15801.494,9137.439,7288.539,2129.894,601.620,1419.245,0.535,0.564,0.467,0.588,0.288,0.375,3307,10320,0.4553,0.9999,0.9999,0.0884,0.9999,1.0000,0.8395,1.4632,1.0949,0.0464,0.0308,0.0366,0.0000,0.6305,0.9539,0.0885,0.6892,0.9523,0.00252,864,0.9995,0.9713,0.8971,0.9978,0.0492,0.0619,0.1050,0.1074,0.1003,0.4749,0.4905,0.4577,5.3154,5.5628,5.6896,0.0597
33000,8926,3378,30173,49326,41143,18937,216,23007,1404,8,183518,3323415,20502.025,6747.405,0.3084,3210.314,0.041,0.860,0.044,0.056,0.514,0.368,1109,0.1022,0.7563,0.136,11.1,27.1,51.1,25.75,0.88,7.80,0.52,16.56,6.57,1.181,0.260,0.046,0.058,8.285,0.485,0.0033,186,634,1178,17151,663,13,0.765,4548,34,1043,7849,353,1104,7469,8.25,21.96,10192,13.0185,67089,4054,117864,582.9,-0.0,950887,15.832,2630837.750,9.74e-15,0.00006,17.88,15688,17.188,1.407,15.498,0.284,17.188,2200,3331,3395,0.4208,0.988,1.024,1.815,1.290,0.987,1.299,8577.366,5952.167,8066.509,8441.584,7204.247,1438.330,541.714,1557.046,0.508,0.565,0.458,0.490,0.278,0.371,3200,6107,0.5794,1.0000,0.9998,0.1247,0.9999,1.0000,0.8838,1.5134,1.1238,0.0358,0.0301,0.0363,0.0000,0.2415,0.8907,0.2106,0.7394,0.9581,0.00249,916,0.9995,0.9818,0.8936,0.9929,0.0487,0.0668,0.1014,0.1074,0.0985,0.4549,0.4943,0.4565,5.6408,5.5405,5.7070,0.0617
34000,11347,4141,42018,81145,70581,38776,351,27087,2254,2,257663,3923884,28263.067,10537.161,0.3017,5677.899,0.054,0.826,0.059,0.062,0.527,0.358,1188,0.0891,0.7469,0.136,12.0,30.0,57.7,29.72,0.88,7.73,0.67,20.44,6.62,1.197,0.240,0.037,0.049,8.263,0.477,0.0032,162,560,1211,19860,680,15,0.745,5382,15,1032,10300,1190,2115,8042,7.00,19.01,7321,14.8666,67036,3845,116319,1425.8,-0.0,953794,17.870,2630837.750,2.42e-14,0.00042,10.03,26052,22.287,1.409,20.391,0.487,22.287,4451,3469,3427,0.4299,0.961,1.025,1.911,1.225,0.987,1.374,9354.601,6146.738,17121.707,9189.634,7629.625,2149.816,681.479,2027.968,0.552,0.563,0.467,0.588,0.293,0.395,2990,9450,0.3797,1.0000,0.9995,0.0857,0.9999,1.0000,0.7060,1.5389,1.0824,0.0332,0.0201,0.0305,0.0000,0.0368,0.9190,0.0601,0.6543,0.9411,0.00249,804,0.9997,0.9805,0.8912,0.9964,0.0471,0.0598,0.1012,0.1075,0.0953,0.4758,0.4946,0.4454,5.4379,5.5400,5.8770,0.0562
35000,9171,3272,34525,57977,48541,23195,257,25830,1725,6,217012,3366319,22709.461,8185.740,0.2977,4147.327,0.051,0.840,0.052,0.057,0.495,0.383,918,0.1083,0.7566,0.137,10.1,27.0,50.6,25.85,0.74,7.76,0.75,16.61,6.54,1.207,0.254,0.032,0.037,7.879,0.472,0.0034,177,612,1044,19053,625,17,0.722,4481,54,1030,8087,486,1260,7425,10.75,24.02,8844,13.1244,67198,3842,113188,576.3,-0.0,958915,16.861,2630837.750,1.22e-14,0.00026,33.64,18522,18.603,1.399,16.889,0.314,18.603,2641,3397,3133,0.4557,0.983,1.013,1.898,1.310,0.987,1.359,9112.960,5681.834,11042.952,8951.342,6862.494,1734.221,592.687,1711.504,0.484,0.547,0.436,0.518,0.275,0.353,3147,8459,0.4941,0.9998,0.9998,0.1019,0.9999,1.0000,0.8362,1.5084,1.1332,0.0372,0.0201,0.0281,0.0000,0.8076,0.9496,0.1593,0.6856,0.9442,0.00252,681,0.9995,0.9778,0.9152,0.9959,0.0474,0.0602,0.1030,0.1076,0.0973,0.4604,0.4948,0.4577,5.6493,5.5201,5.8543,0.0590
36000,12369,4045,38719,72595,62331,33538,338,26283,2041,3,242686,3788467,26445.269,9237.852,0.2963,4743.630,0.050,0.840,0.053,0.057,0.519,0.367,1061,0.0800,0.7523,0.125,12.0,29.3,56.6,28.86,0.99,6.89,0.67,20.31,6.71,1.182,0.222,0.042,0.050,7.815,0.448,0.0032,178,582,1083,20229,629,18,0.802,6000,449,1385,10535,1283,1858,9228,6.50,18.36,9571,16.8057,67289,3908,110840,963.7,-0.0,959755,17.094,2630837.750,9.03e-15,0.00016,11.63,22469,20.581,1.408,18.643,0.529,20.582,5108,3743,3518,0.4531,0.948,1.011,1.871,1.230,0.983,1.323,9303.986,6058.570,14588.204,9152.466,7448.229,2206.084,598.173,1689.965,0.541,0.556,0.453,0.577,0.295,0.397,3159,6417,0.5226,0.9998,1.0000,0.0902,1.0000,1.0000,0.7539,1.4838,1.0927,0.0392,0.0221,0.0372,0.0000,0.0000,0.7605,0.2323,0.6312,0.9481,0.00248,777,0.9997,0.9779,0.9021,0.9965,0.0484,0.0616,0.1030,0.1075,0.0984,0.4832,0.4943,0.4496,5.2692,5.6186,5.8923,0.0538
37000,8633,3414,36228,72283,62735,35593,462,27822,1671,2,214452,3894548,25896.772,9820.119,0.2996,5804.641,0.050,0.830,0.053,0.067,0.523,0.368,1081,0.1114,0.7401,0.135,12.0,28.0,53.1,27.06,1.07,7.62,0.37,18.00,6.66,1.176,0.248,0.050,0.061,8.295,0.508,0.0033,189,610,1093,19679,604,16,0.625,4508,146,1140,7347,654,585,7394,9.00,21.52,7773,12.4165,67328,4112,107736,652.4,-0.0,968215,19.772,2630837.750,1.38e-14,0.00001,24.14,23054,22.176,1.424,20.444,0.308,22.176,1995,3414,3224,0.4602,0.983,1.008,1.896,1.277,0.986,1.316,9387.351,6119.216,15187.456,9227.116,7286.842,1900.425,613.517,1501.536,0.533,0.565,0.459,0.641,0.264,0.349,3081,9716,0.4946,1.0000,0.9997,0.0821,1.0000,1.0000,0.8907,1.4547,1.0852,0.0571,0.0345,0.0315,0.0000,0.5925,0.9406,0.0727,0.6308,0.9610,0.00253,753,0.9992,0.9630,0.8914,0.9951,0.0435,0.0608,0.1017,0.1080,0.0981,0.4619,0.4895,0.4476,5.7097,5.7006,6.0080,0.0574
38000,10486,3532,32365,53432,44861,20827,240,22876,1407,3,188941,3407320,22083.078,6613.482,0.2943,3138.231,0.044,0.869,0.037,0.050,0.519,0.367,1409,0.0850,0.7524,0.094,13.7,28.0,53.4,26.79,1.00,8.09,0.45,17.26,6.60,1.209,0.250,0.052,0.059,8.037,0.436,0.0032,184,643,1078,19549,794,15,0.792,5395,263,1437,8786,680,910,8896,9.00,20.43,11474,15.2085,67403,3804,106377,732.2,-0.0,966017,15.731,2630837.750,1.54e-14,0.00151,31.31,16984,17.770,1.431,15.904,0.435,17.770,3450,3710,3326,0.4078,0.983,1.028,1.842,1.379,0.986,1.282,9674.899,5939.808,8428.278,9533.858,7259.172,1366.948,698.612,1409.691,0.517,0.564,0.462,0.493,0.294,0.370,3070,5300,0.4725,1.0000,0.9998,0.1261,1.0000,1.0000,0.8955,1.4962,1.0849,0.0497,0.0271,0.0336,0.0000,0.6305,0.9489,0.2137,0.6664,0.9851,0.00255,926,0.9999,0.9798,0.8846,0.9937,0.0456,0.0601,0.1046,0.1080,0.0993,0.4938,0.4845,0.4531,5.5016,5.7700,5.9484,0.0534
39000,9787,3635,35983,63673,54063,27466,224,24789,1803,3,231186,3814199,25452.649,9133.439,0.3084,4676.827,0.046,0.864,0.032,0.059,0.525,0.362,1102,0.0994,0.7396,0.104,13.6,28.0,54.8,27.39,1.30,7.57,0.43,18.08,6.62,1.204,0.241,0.064,0.075,8.416,0.449,0.0032,176,612,1169,20680,753,16,0.709,5003,65,1278,8444,366,1190,8231,8.25,20.09,10005,13.5462,67299,4214,106234,750.8,-0.0,969511,17.244,2630837.750,1.79e-14,0.00072,12.25,21082,20.605,1.431,18.779,0.395,20.605,2415,3770,3602,0.4456,0.978,1.013,1.930,1.384,0.982,1.315,9549.317,6064.437,13370.806,9399.902,7358.768,2239.679,665.825,1551.106,0.533,0.574,0.455,0.539,0.291,0.373,3160,9334,0.4557,1.0000,0.9998,0.0938,0.9999,0.9999,0.8135,1.4463,1.0885,0.0830,0.0308,0.0359,0.0000,0.0000,0.8605,0.0798,0.6400,0.9913,0.00256,753,0.9997,0.9721,0.8939,0.9941,0.0492,0.0551,0.1037,0.1081,0.0992,0.4614,0.4847,0.4517,5.5235,5.7763,6.0232,0.0558
40000,9763,3576,35832,66399,57195,30343,224,23595,1571,4,188822,3478367,25374.576,8872.981,0.3093,5222.949,0.055,0.849,0.028,0.068,0.515,0.371,793,0.0939,0.7466,0.124,13.8,28.0,57.2,28.83,0.94,7.73,0.47,19.69,6.71,1.180,0.239,0.040,0.052,8.189,0.459,0.0032,163,604,1180,19212,823,18,0.739,4793,62,1573,8128,632,1456,7675,9.06,20.72,10528,14.8497,67305,3896,105840,858.8,-0.0,970138,16.358,2630837.750,1.19e-14,0.00032,36.36,22324,19.703,1.483,17.851,0.370,19.732,2857,3635,3271,0.4776,0.966,1.002,1.930,1.274,0.985,1.316,9978.171,6191.871,13015.603,9825.550,7756.372,1101.939,681.658,1866.435,0.492,0.582,0.445,0.572,0.327,0.394,3010,9721,0.4229,0.9998,0.9996,0.1284,0.9999,1.0000,0.7828,1.4753,1.1145,0.0380,0.0260,0.0328,0.0000,0.8097,0.9647,0.1084,0.6726,0.9866,0.00256,965,0.9997,0.9696,0.9110,0.9963,0.0478,0.0539,0.1048,0.1087,0.1010,0.4603,0.4838,0.4535,5.3645,5.8032,5.9634,0.0551
41000,10425,4058,39606,73408,62007,33549,253,26261,2499,1,266278,4071273,26409.095,10511.437,0.3196,5192.707,0.050,0.857,0.033,0.060,0.528,0.362,1250,0.0951,0.7454,0.102,14.2,29.0,53.0,26.75,1.01,7.52,0.55,17.66,6.42,1.261,0.237,0.048,0.054,8.414,0.480,0.0031,174,575,1343,20142,836,19,0.682,5286,39,1480,8906,702,1668,8055,7.57,18.72,9846,15.3508,67314,4099,104913,771.2,-0.0,972462,17.830,2630837.750,3.54e-15,0.00031,15.95,24482,23.043,1.413,21.133,0.497,23.044,3915,3310,3200,0.3817,0.983,1.035,1.979,1.454,0.986,1.310,9464.966,5928.544,14979.408,9304.065,7318.329,3274.235,576.711,1467.784,0.549,0.571,0.455,0.551,0.307,0.370,3117,9381,0.4340,1.0000,0.9997,0.0818,1.0000,0.9999,0.8585,1.4751,1.0919,0.0472,0.0282,0.0348,0.0000,0.0000,0.8419,0.2526,0.6592,0.9613,0.00253,802,0.9998,0.9599,0.8924,0.9944,0.0464,0.0606,0.1037,0.1088,0.1000,0.4341,0.4807,0.4427,5.3176,5.8473,6.0987,0.0558
42000,9776,3761,36456,67651,58284,30980,215,24923,1749,5,198589,3601339,25734.835,8799.948,0.3149,4891.417,0.053,0.849,0.029,0.069,0.511,0.376,850,0.0962,0.7372,0.114,15.8,29.6,59.1,29.22,1.05,7.54,0.50,20.14,6.66,1.212,0.234,0.051,0.061,8.545,0.467,0.0032,178,612,1285,17578,923,16,0.739,4661,178,1023,8575,996,1351,7429,8.50,19.79,10579,16.1224,67264,3836,103578,953.1,-0.0,974057,17.288,2630837.750,7.97e-15,0.00001,16.82,22507,21.971,1.458,20.097,0.417,21.972,3454,3274,3048,0.4310,0.980,1.017,1.981,1.318,0.987,1.333,9548.968,5870.487,13891.590,9423.638,7311.024,1807.379,574.031,1527.121,0.526,0.554,0.449,0.581,0.290,0.373,3091,9476,0.3633,1.0000,0.9999,0.0900,1.0000,1.0000,0.8086,1.5126,1.1294,0.0405,0.0250,0.0403,0.0000,0.1603,0.9333,0.1028,0.6443,0.9489,0.00254,952,0.9999,0.9687,0.9075,0.9961,0.0491,0.0579,0.1018,0.1089,0.0982,0.4410,0.4821,0.4411,5.7444,5.8494,6.3167,0.0510
43000,10250,3446,35402,70691,61197,35035,254,22545,1422,5,180773,3142075,26569.657,8955.086,0.3025,5536.949,0.054,0.833,0.032,0.081,0.492,0.389,810,0.0887,0.7256,0.126,16.0,29.4,54.2,29.11,1.01,7.85,0.60,19.66,6.54,1.236,0.242,0.053,0.060,7.980,0.435,0.0031,175,613,1216,17836,835,17,0.659,5092,630,1169,8451,546,1377,8327,10.28,21.96,10225,16.9954,67295,3798,102472,1195.7,-0.0,976412,16.303,2630837.750,7.79e-15,0.00037,28.99,24158,22.048,1.421,20.152,0.475,22.048,3814,3166,3270,0.3985,0.983,1.026,1.984,1.370,0.988,1.320,8725.078,5765.653,16628.257,8607.386,6870.964,1572.719,552.956,1292.462,0.505,0.537,0.428,0.632,0.257,0.336,3090,10277,0.4320,0.9999,0.9998,0.0921,1.0000,1.0000,0.7783,1.5135,1.1284,0.0386,0.0256,0.0369,0.0000,0.6894,0.9354,0.2576,0.7183,0.9491,0.00250,679,0.9997,0.9788,0.8965,0.9959,0.0478,0.0526,0.0966,0.1094,0.0984,0.4363,0.4805,0.4453,5.4548,5.9054,6.1063,0.0494
