step,pop,grown,births,children,sexual,no_room,empty,deaths_hunger,deaths_broken,deaths_wear,cells_broken,contacts,plant_intake,meat_intake,kill_gain,scavenged,stay,forward,left,right,blocked,stalled,shoves,moved,turned,sense_used,mass_p10,mass_p50,mass_p90,size_mean,hard_mean,muscle_mean,sensor_mean,digestive_mean,side_mean,density_mean,speed_mean,tooth,born_tooth,fat_mean,on_fat,short,age_death_p50,age_death_p90,worn,cut_break,cut_wear,lineages,top_lineage,shapes,pop_cold,pop_mild,pop_hot,pop_dry,pop_moist,pop_wet,travel_p50,path_mean,grass,grass_grown,wood,algae,litter,carrion,air,soil_land,spent,matter,matter_err,burnt,land_temp,develops,ms_step,ms_world,ms_bodies,ms_lineage,ms_wall,pop_land,pop_surface,pop_bottom,light_share,density_p10,density_p50,density_p90,density_land,density_surface,density_bottom,algae_intake,detritus_intake,intake_land,intake_surface,intake_bottom,kills_land,kills_surface,kills_bottom,blocked_land,blocked_surface,blocked_bottom,no_room_land,no_room_surface,no_room_bottom,litter_sea,deaths_thirst,fill_land,fill_surface,fill_bottom,drinking_land,drinking_surface,drinking_bottom,open_land,open_surface,open_bottom,hard_land,hard_surface,hard_bottom,dry_air_p10,dry_air_p50,dry_air_p90,dry_ground_p10,dry_ground_p50,dry_ground_p90,pool_share,deaths_suffocation,breath_land,breath_surface,breath_bottom,inhaling_land,inhaling_surface,inhaling_bottom,breed_land,breed_surface,breed_bottom,share_land,share_surface,share_bottom,store_land,store_surface,store_bottom,fat_fill
44000,9197,3318,36459,73615,63490,36902,254,23671,2081,4,236033,3445162,25923.387,10335.989,0.3047,5840.632,0.059,0.836,0.035,0.071,0.511,0.373,951,0.1004,0.7290,0.104,15.9,30.0,57.7,30.04,1.17,8.41,0.51,19.95,6.72,1.175,0.248,0.061,0.072,8.378,0.442,0.0031,170,596,1145,18844,776,18,0.846,4746,604,1097,7496,996,1433,6768,8.50,21.41,7489,13.7024,67165,3615,100914,1158.5,-0.0,981978,16.828,2630837.750,9.38e-15,0.00127,6.88,25370,22.590,1.442,20.791,0.357,22.591,3227,2985,2985,0.4089,0.972,1.024,1.968,1.244,0.985,1.291,8303.858,5668.098,16635.615,8196.252,6932.152,2626.448,549.615,1319.293,0.528,0.552,0.448,0.602,0.297,0.396,2813,11022,0.3717,0.9998,1.0000,0.0761,1.0000,0.9999,0.7677,1.4891,1.1215,0.0440,0.0292,0.0415,0.0000,0.0000,0.8035,0.1463,0.6613,0.9447,0.00255,734,1.0000,0.9743,0.9081,0.9948,0.0483,0.0542,0.1012,0.1094,0.0983,0.4531,0.4803,0.4504,5.6089,5.8788,6.1518,0.0509
45000,9471,3273,30144,52276,43759,21954,178,20363,1417,7,184738,3018715,21052.753,6885.133,0.3011,3408.239,0.051,0.851,0.029,0.069,0.508,0.374,936,0.0879,0.7347,0.120,16.0,29.5,54.0,27.47,0.89,8.06,0.41,18.12,6.47,1.240,0.248,0.053,0.063,8.234,0.425,0.0031,178,626,1020,14999,629,14,0.689,4720,27,1155,8289,477,1214,7780,8.08,21.52,9064,13.2114,67110,4044,100027,610.6,0.0,983361,14.746,2630837.750,2.27e-14,0.00040,27.80,18062,18.327,1.413,16.515,0.398,18.328,3183,3176,3112,0.3918,0.989,1.032,1.986,1.428,0.986,1.306,7914.204,5589.589,9997.431,7809.260,6654.301,1871.152,495.796,1109.946,0.530,0.551,0.443,0.529,0.285,0.346,2928,7450,0.4906,1.0000,1.0000,0.0851,1.0000,1.0000,0.8466,1.4909,1.1289,0.0307,0.0300,0.0365,0.0000,0.6890,0.9547,0.0691,0.7077,0.9563,0.00253,633,0.9998,0.9808,0.9193,0.9973,0.0479,0.0550,0.0939,0.1093,0.0993,0.4278,0.4806,0.4524,5.9988,5.9124,6.1412,0.0517
46000,10544,4011,36406,68512,58358,31900,206,24778,2796,6,230926,3811155,24898.433,9450.740,0.3443,4480.781,0.056,0.837,0.036,0.071,0.529,0.360,864,0.0892,0.7438,0.127,14.4,29.8,61.1,30.10,1.14,7.37,2.28,19.31,6.54,1.250,0.228,0.054,0.063,8.990,0.461,0.0031,177,596,1123,17345,700,11,0.747,4981,41,1204,9299,639,1770,8135,6.75,19.29,9109,14.6626,67168,3871,99012,895.3,-0.0,984140,16.969,2630837.750,1.35e-14,0.00013,16.52,25153,22.741,1.420,20.837,0.483,22.741,3717,3239,3588,0.3818,0.979,1.041,1.991,1.390,0.981,1.347,8405.860,6485.875,13203.756,8295.307,7880.153,2960.930,538.866,1470.163,0.540,0.563,0.479,0.546,0.289,0.454,2621,7105,0.4468,1.0000,0.9997,0.0764,1.0000,1.0000,0.6609,1.5191,1.1695,0.0454,0.0280,0.0346,0.0000,0.1989,0.8646,0.2177,0.7076,0.9489,0.00251,648,0.9995,0.9809,0.9210,0.9925,0.0483,0.0541,0.0911,0.1097,0.0961,0.4409,0.4788,0.4576,5.9934,5.8754,6.0140,0.0563
47000,8827,3541,33747,66316,57740,32321,248,23037,1774,8,205221,3425988,24568.731,9524.342,0.3114,5530.766,0.067,0.828,0.044,0.062,0.516,0.370,766,0.1022,0.7268,0.151,15.0,29.0,54.2,28.06,1.16,7.78,0.46,18.66,6.64,1.178,0.247,0.054,0.070,8.847,0.474,0.0031,179,643,1327,20541,901,15,0.687,4349,23,1098,7706,511,1105,7211,8.55,22.27,9247,14.6353,67198,3940,97663,767.3,-0.0,987517,17.509,2630837.750,4.96e-15,0.00000,12.20,21697,21.502,1.419,19.776,0.308,21.503,2258,3211,3358,0.4350,0.978,1.020,1.873,1.243,0.985,1.320,8625.752,5782.351,14202.310,8522.876,7374.311,1766.989,715.481,1511.107,0.550,0.550,0.452,0.594,0.322,0.428,2676,9934,0.4158,0.9997,0.9999,0.0777,1.0000,0.9999,0.7980,1.4994,1.1276,0.0615,0.0342,0.0291,0.0000,0.0491,0.9221,0.0796,0.6427,0.9419,0.00254,711,0.9996,0.9843,0.9118,0.9963,0.0464,0.0467,0.0992,0.1102,0.0968,0.4592,0.4769,0.4614,5.7352,5.8856,6.0603,0.0551
48000,11923,4130,37486,80025,70430,42263,276,22744,1980,6,216481,3304512,26863.532,9701.127,0.2997,5646.717,0.069,0.808,0.038,0.084,0.501,0.375,735,0.0815,0.7358,0.137,15.0,30.0,54.2,28.63,0.89,7.37,0.67,19.69,6.55,1.215,0.233,0.043,0.054,8.206,0.418,0.0030,171,591,1231,25153,557,13,0.794,5699,258,1788,9877,1089,1940,8894,5.84,20.25,9916,18.1884,67373,4018,96772,1435.0,-0.0,986323,16.410,2630837.750,1.79e-14,0.00005,35.52,26527,22.075,1.417,20.034,0.624,22.076,5146,3149,3628,0.4101,0.937,1.031,1.988,1.251,0.986,1.363,8588.388,6194.025,16500.396,8465.152,7544.701,1696.555,838.027,1519.828,0.551,0.536,0.430,0.662,0.266,0.366,2699,9040,0.3830,1.0000,0.9999,0.0842,0.9999,1.0000,0.8062,1.4888,1.1381,0.0362,0.0285,0.0234,0.0000,0.8251,0.9503,0.2215,0.6527,0.9517,0.00251,620,0.9999,0.9883,0.9207,0.9972,0.0453,0.0499,0.0965,0.1116,0.0971,0.4468,0.4705,0.4424,5.4257,5.8053,6.1779,0.0525
49000,10729,3816,41780,84201,71528,42061,360,26301,3398,6,302214,3889958,26786.322,12906.055,0.3158,6941.526,0.067,0.811,0.054,0.069,0.516,0.360,1156,0.1033,0.7381,0.124,13.7,28.0,53.7,26.51,0.82,8.56,0.33,16.80,6.38,1.261,0.272,0.037,0.049,8.174,0.443,0.0031,166,587,1341,28402,501,12,0.680,5297,279,1224,9226,887,1161,8681,7.75,21.28,8113,13.6159,67393,4381,94785,727.1,-0.0,993416,18.081,2630837.750,9.20e-15,0.00029,12.67,29230,24.645,1.405,22.736,0.504,24.645,3158,3356,4215,0.3757,0.994,1.041,1.995,1.302,0.985,1.450,8847.248,6567.791,16801.218,8719.331,8207.300,2887.127,979.682,2097.720,0.563,0.549,0.442,0.605,0.285,0.426,2729,12523,0.4585,1.0000,0.9995,0.0715,1.0000,1.0000,0.7984,1.4300,1.1610,0.0385,0.0292,0.0230,0.0000,0.0000,0.8238,0.2005,0.6398,0.9637,0.00255,746,0.9999,0.9833,0.9317,0.9957,0.0453,0.0493,0.0966,0.1132,0.0953,0.4447,0.4650,0.4302,5.9193,5.7182,6.3900,0.0538
50000,10471,3764,38794,70513,59423,31415,304,25710,3391,18,280539,3749287,24885.213,10747.139,0.3210,5119.615,0.065,0.832,0.039,0.064,0.502,0.364,1329,0.1153,0.7547,0.111,13.1,27.3,49.2,24.94,0.86,7.91,0.47,15.69,6.26,1.273,0.266,0.032,0.036,7.989,0.442,0.0031,169,606,1272,30993,414,12,0.634,4778,336,1627,8508,476,771,9224,8.33,22.24,8358,12.2537,67361,4836,93530,725.0,-0.0,996565,17.429,2630837.750,1.95e-15,0.00006,27.47,23552,21.390,1.413,19.488,0.490,21.420,2291,3487,4693,0.3934,0.984,1.032,1.998,1.257,0.982,1.496,9473.343,7229.625,11442.194,9339.179,9223.454,1694.676,1120.133,2812.716,0.521,0.557,0.443,0.556,0.306,0.424,2790,9199,0.4652,0.9998,0.9999,0.1032,1.0000,1.0000,0.8289,1.3398,1.1240,0.0603,0.0285,0.0213,0.0000,0.6512,0.9569,0.0347,0.6482,0.9851,0.00260,734,0.9995,0.9670,0.9276,0.9959,0.0430,0.0434,0.1015,0.1148,0.0955,0.4522,0.4603,0.4167,5.9232,5.6099,6.6138,0.0561
51000,11280,4098,39573,75372,63497,35517,282,26958,4031,18,303693,4276290,25427.564,11483.714,0.3305,5209.639,0.056,0.852,0.038,0.054,0.534,0.345,1270,0.1025,0.7566,0.105,13.1,27.0,51.5,25.22,0.79,8.29,0.69,15.46,6.18,1.312,0.277,0.027,0.032,8.027,0.475,0.0031,173,618,1196,27131,410,13,0.695,5131,58,1213,10009,465,1301,9514,8.19,20.76,8109,12.0335,67382,5249,93185,519.3,-0.0,998480,17.909,2630837.750,9.74e-15,0.00003,29.17,26927,23.951,1.433,21.897,0.621,23.952,2881,3465,4934,0.3617,0.994,1.055,1.998,1.295,0.984,1.551,9738.085,7492.834,11205.694,9614.016,9817.493,1703.833,878.645,3691.598,0.529,0.628,0.457,0.563,0.335,0.479,3064,6867,0.5189,1.0000,0.9998,0.1113,0.9999,1.0000,0.7901,1.3395,1.1087,0.0504,0.0228,0.0202,0.0000,0.5546,0.9483,0.1972,0.6793,0.9961,0.00259,890,1.0000,0.9602,0.9149,0.9959,0.0386,0.0425,0.0986,0.1163,0.0917,0.4410,0.4548,0.4034,5.7695,5.5523,6.8848,0.0540
52000,11022,4273,41342,72903,60592,31240,321,30314,4261,3,305648,4648840,25112.176,10391.764,0.3213,4253.409,0.058,0.856,0.037,0.049,0.541,0.337,1075,0.1132,0.7766,0.088,12.0,26.0,46.2,23.17,0.66,7.77,0.43,14.32,6.11,1.311,0.276,0.025,0.031,7.829,0.481,0.0033,172,609,1085,27593,417,13,0.598,5015,112,2284,8626,390,1167,9465,9.01,21.51,10286,12.5641,67289,5062,93175,670.9,-0.0,998272,19.087,2630837.750,4.43e-15,0.00021,11.84,27185,24.294,1.431,22.158,0.705,24.295,2385,3677,4960,0.3849,0.989,1.031,1.999,1.289,0.982,1.565,10976.337,8269.575,7850.821,10841.662,10673.101,1367.944,849.003,3921.408,0.486,0.645,0.474,0.506,0.341,0.445,3094,6016,0.5525,1.0000,0.9997,0.1285,1.0000,1.0000,0.8865,1.3676,1.1548,0.0457,0.0229,0.0206,0.0000,0.0000,0.8796,0.0900,0.6490,0.9780,0.00260,1006,0.9999,0.9757,0.9344,0.9944,0.0384,0.0375,0.0977,0.1154,0.0904,0.4446,0.4547,0.3901,6.0425,5.5767,7.0290,0.0561
53000,11642,4580,43987,95659,83761,51375,297,29542,3149,7,283961,4574697,30732.129,12564.461,0.2961,7309.313,0.077,0.823,0.034,0.067,0.549,0.336,1102,0.0986,0.7549,0.115,14.0,28.0,55.2,27.94,1.01,7.91,0.86,18.16,6.46,1.233,0.258,0.032,0.041,8.728,0.490,0.0031,168,594,1491,25214,547,10,0.618,5305,93,1885,9664,683,1728,9231,7.00,18.97,7033,14.1059,67345,4699,92668,947.5,-0.0,1002143,19.906,2630837.750,5.49e-15,0.00036,35.70,34639,26.884,1.421,24.804,0.660,26.884,3357,3669,4616,0.4150,0.968,1.024,1.999,1.148,0.988,1.490,10366.096,7576.109,18291.562,10230.069,9519.810,1562.128,778.421,2914.599,0.539,0.638,0.472,0.674,0.325,0.424,3263,9814,0.4506,0.9994,1.0000,0.0890,1.0000,1.0000,0.7017,1.3765,1.1450,0.0580,0.0209,0.0194,0.0000,0.8160,0.9595,0.1737,0.6633,0.9604,0.00260,855,0.9998,0.9824,0.9317,0.9970,0.0397,0.0410,0.0993,0.1161,0.0950,0.4623,0.4538,0.3991,5.7200,5.5320,6.7747,0.0569
54000,8819,3643,35574,62171,51384,26371,226,27102,2587,9,230433,4038145,23726.537,8791.741,0.3004,4465.873,0.053,0.859,0.034,0.053,0.534,0.346,965,0.1240,0.7527,0.110,15.0,27.7,52.1,26.79,0.73,8.35,0.66,17.05,6.39,1.241,0.271,0.025,0.029,8.558,0.486,0.0033,184,642,1539,21823,705,8,0.607,4063,149,1258,7412,738,820,7261,10.25,23.24,7992,11.9598,67326,4433,90474,518.1,-0.0,1006058,18.841,2630837.750,4.07e-15,0.00005,11.91,22012,26.464,1.610,24.363,0.491,26.465,2283,2866,3670,0.3993,0.997,1.028,1.998,1.216,0.988,1.453,9220.816,6969.955,10477.443,9111.087,8603.880,1440.963,655.017,2229.888,0.516,0.623,0.460,0.535,0.276,0.410,3135,7918,0.4960,0.9996,1.0000,0.1043,1.0000,1.0000,0.8169,1.3359,1.1265,0.0394,0.0181,0.0239,0.0000,0.0000,0.7388,0.2764,0.6462,0.9489,0.00256,781,0.9993,0.9670,0.9187,0.9960,0.0429,0.0380,0.1005,0.1165,0.0959,0.4476,0.4517,0.4035,5.7752,5.5230,6.6912,0.0567
55000,9668,4025,37009,66162,55698,28890,263,25728,2691,4,237328,3908651,25592.318,8968.451,0.2890,4681.084,0.044,0.875,0.035,0.046,0.522,0.355,1001,0.1147,0.7417,0.087,16.2,29.9,60.7,29.93,0.84,8.50,1.01,19.57,6.59,1.193,0.258,0.028,0.031,8.864,0.493,0.0032,175,620,1417,21145,586,10,0.568,4419,597,1154,7917,724,1465,7479,9.00,21.22,7519,13.2755,67232,3816,88895,687.7,-0.0,1008153,18.081,2630837.750,5.49e-15,0.00024,18.47,22655,23.763,1.471,21.895,0.397,23.764,3201,2957,3510,0.4060,0.994,1.028,1.996,1.133,0.991,1.417,8993.660,6804.426,13123.177,8849.573,8300.652,1440.364,690.567,2156.436,0.531,0.586,0.457,0.567,0.253,0.396,2727,6996,0.4042,0.9997,0.9999,0.0982,1.0000,0.9999,0.7029,1.3854,1.1528,0.0439,0.0105,0.0182,0.0000,0.2209,0.9429,0.1043,0.6496,0.9443,0.00259,741,0.9999,0.9850,0.9187,0.9987,0.0401,0.0445,0.1008,0.1169,0.0970,0.4886,0.4513,0.4156,5.4575,5.5261,6.4732,0.0539
56000,8750,3177,28785,49265,41254,20231,249,21231,1458,2,160381,2992358,21140.611,6575.377,0.2784,3785.036,0.048,0.852,0.045,0.055,0.504,0.369,545,0.1041,0.7325,0.086,15.2,28.4,57.0,28.54,0.79,8.72,0.82,18.20,6.58,1.191,0.270,0.020,0.020,8.693,0.491,0.0032,185,680,1136,16025,447,11,0.606,3962,680,1036,7034,505,770,7475,9.90,24.02,7607,11.0781,67235,3896,87827,466.6,-0.0,1011373,15.724,2630837.750,4.05e-14,0.00022,25.84,16779,19.864,1.507,18.063,0.295,19.865,2332,2945,3473,0.3983,1.000,1.027,1.988,1.172,0.989,1.375,7826.054,5739.358,10322.477,7727.438,6875.732,984.516,486.614,1319.212,0.481,0.575,0.445,0.548,0.253,0.359,2884,6472,0.4596,0.9999,0.9997,0.0976,1.0000,1.0000,0.7974,1.3540,1.1282,0.0473,0.0134,0.0202,0.0000,0.5752,0.9312,0.2258,0.7588,0.9578,0.00256,540,0.9999,0.9713,0.9097,0.9977,0.0440,0.0432,0.1005,0.1170,0.0981,0.4684,0.4508,0.4309,5.4292,5.5231,6.2463,0.0559
57000,8463,3207,29760,51074,43285,21100,214,20912,1648,8,172206,3026862,21104.133,6616.541,0.2812,3590.270,0.043,0.865,0.045,0.047,0.509,0.364,940,0.1080,0.7394,0.074,15.4,29.8,56.1,28.80,0.60,8.81,0.78,18.61,6.54,1.194,0.272,0.019,0.021,8.770,0.474,0.0032,168,622,1243,15652,409,14,0.610,3747,30,1190,7243,304,1092,7067,10.00,24.37,8227,11.5868,67128,4068,87440,388.1,0.0,1012609,15.135,2630837.750,2.02e-14,0.00008,6.93,17474,18.360,1.440,16.635,0.285,18.360,2124,2857,3482,0.4171,0.995,1.021,1.996,1.120,0.990,1.406,8130.571,5794.336,9660.287,8025.856,7008.260,1009.052,521.334,1495.885,0.484,0.584,0.442,0.550,0.260,0.360,2922,6871,0.5414,1.0000,0.9997,0.1048,1.0000,1.0000,0.7483,1.3915,1.1427,0.0329,0.0124,0.0152,0.0000,0.0000,0.8445,0.0944,0.6621,0.9452,0.00257,608,0.9999,0.9892,0.9136,0.9982,0.0409,0.0397,0.1017,0.1170,0.0969,0.4583,0.4490,0.4221,5.4683,5.5210,6.3372,0.0558
58000,9854,3528,31363,55090,46489,23491,236,21988,1538,6,182521,3278847,23286.772,6946.025,0.2761,3796.805,0.042,0.860,0.047,0.051,0.523,0.352,804,0.0966,0.7330,0.090,17.8,31.0,63.2,31.80,0.70,8.41,1.20,21.49,6.71,1.171,0.252,0.025,0.025,9.091,0.434,0.0032,178,620,1265,15056,501,17,0.588,4195,29,1313,8512,612,1849,7393,10.44,23.58,8865,13.9451,67170,3800,87428,987.6,-0.0,1011307,16.026,2630837.750,6.90e-15,0.00051,30.20,17931,19.538,1.439,17.764,0.334,19.538,3403,3122,3329,0.3973,0.995,1.028,1.627,1.127,0.989,1.385,8573.825,6070.859,11291.829,8467.343,7324.405,1076.084,420.062,1653.075,0.508,0.603,0.447,0.564,0.252,0.372,2806,5800,0.3460,1.0000,0.9998,0.0952,1.0000,1.0000,0.6891,1.3709,1.1518,0.0283,0.0162,0.0162,0.0000,0.7430,0.9559,0.0754,0.6969,0.9466,0.00256,640,0.9996,0.9815,0.9225,0.9978,0.0392,0.0364,0.1033,0.1166,0.0972,0.4890,0.4515,0.4291,5.2399,5.4961,6.2185,0.0552
59000,9590,3623,33435,60383,52013,26685,263,21237,1253,9,170046,3241185,25632.435,7842.282,0.2673,5001.316,0.041,0.853,0.050,0.055,0.519,0.357,576,0.0978,0.7182,0.102,17.4,30.9,60.2,31.71,0.92,9.15,1.02,20.62,6.70,1.159,0.263,0.031,0.035,9.183,0.466,0.0031,158,603,1430,13746,537,17,0.624,4449,75,1133,8382,979,1382,7229,9.50,23.75,6099,12.2261,67299,3804,85929,758.8,-0.0,1017040,16.506,2630837.750,1.73e-14,0.00000,16.19,19955,20.942,1.446,19.124,0.371,20.943,3086,3052,3452,0.4043,0.985,1.026,1.616,1.111,0.988,1.354,8313.901,6046.672,15288.337,8212.154,7133.261,1063.081,439.919,1337.966,0.534,0.577,0.448,0.578,0.236,0.315,2625,10519,0.4108,0.9997,0.9999,0.0868,1.0000,1.0000,0.6767,1.3498,1.1344,0.0453,0.0181,0.0127,0.0000,0.1058,0.8556,0.2678,0.6521,0.9438,0.00252,681,1.0000,0.9741,0.9165,0.9986,0.0447,0.0401,0.1027,0.1173,0.0992,0.4733,0.4492,0.4345,5.3051,5.5132,6.1082,0.0561
60000,9587,3575,30069,48077,40046,17815,193,21775,1388,12,168242,3178505,22257.549,6184.278,0.2794,3246.372,0.038,0.855,0.051,0.056,0.517,0.358,561,0.0980,0.7219,0.095,17.8,30.3,53.3,29.41,0.81,8.30,0.91,19.39,6.55,1.172,0.253,0.026,0.027,8.924,0.474,0.0032,188,653,1388,13788,504,17,0.656,4335,396,1170,8021,464,1041,8082,9.75,23.71,7068,12.1838,67344,4021,84253,691.6,-0.0,1019393,16.586,2630837.750,1.77e-16,0.00012,15.16,15857,20.241,1.474,18.438,0.328,20.268,2833,3121,3633,0.3855,0.999,1.030,1.634,1.159,0.989,1.341,8394.599,6039.352,10096.483,8290.034,7117.404,1101.950,499.110,1336.846,0.526,0.581,0.441,0.503,0.235,0.313,2645,6209,0.4462,1.0000,0.9999,0.0913,1.0000,1.0000,0.7650,1.3688,1.1414,0.0364,0.0214,0.0229,0.0000,0.0846,0.9169,0.1021,0.6214,0.9491,0.00256,688,0.9995,0.9760,0.9075,0.9977,0.0419,0.0362,0.1057,0.1171,0.0990,0.4675,0.4488,0.4440,5.4147,5.4985,5.9332,0.0555
61000,9982,3661,32690,59312,50356,26374,248,22114,1812,5,218884,3306517,23696.453,8130.203,0.2726,4401.515,0.042,0.841,0.062,0.055,0.518,0.355,823,0.0978,0.7248,0.103,16.4,31.0,53.0,29.39,0.78,8.82,0.86,18.94,6.53,1.174,0.264,0.026,0.027,8.883,0.469,0.0031,175,628,1402,13700,531,18,0.616,4703,285,1533,8164,837,1225,7920,8.92,23.29,6728,12.0165,67477,3762,82929,845.6,-0.0,1021854,16.770,2630837.750,5.49e-15,0.00000,36.46,20098,20.133,1.427,18.309,0.398,20.134,2874,3308,3800,0.4203,0.977,1.027,1.641,1.118,0.986,1.380,8612.675,6331.088,11921.862,8521.542,7654.564,1772.871,483.202,1472.616,0.528,0.577,0.450,0.580,0.262,0.362,2550,7598,0.3773,1.0000,0.9999,0.0804,1.0000,1.0000,0.7531,1.3451,1.1430,0.0362,0.0188,0.0217,0.0000,0.8099,0.9592,0.2142,0.6514,0.9698,0.00260,766,0.9996,0.9696,0.9132,0.9981,0.0425,0.0401,0.1049,0.1170,0.0956,0.4759,0.4506,0.4415,5.3014,5.4984,6.0237,0.0561
62000,7902,3399,27893,45345,37519,17261,191,21348,1337,7,167622,3009815,20792.683,6437.213,0.2912,3386.640,0.044,0.839,0.062,0.055,0.508,0.363,589,0.1175,0.7237,0.105,17.0,30.0,54.0,29.19,0.60,9.60,0.83,18.17,6.56,1.180,0.284,0.025,0.027,9.562,0.486,0.0032,188,666,1382,12157,582,19,0.607,3832,148,1158,6596,695,506,6701,9.25,24.37,6779,10.0328,67414,4047,82191,483.7,-0.0,1024697,16.261,2630837.750,3.72e-15,0.00014,13.00,15481,18.045,1.415,16.398,0.233,18.045,1916,2798,3188,0.4166,1.000,1.028,1.608,1.150,0.990,1.364,8395.732,5719.231,8835.872,8309.511,7033.939,1040.713,499.465,1510.395,0.496,0.574,0.441,0.496,0.248,0.374,2649,6514,0.5242,0.9999,0.9999,0.0967,1.0000,1.0000,0.7769,1.3543,1.1545,0.0267,0.0183,0.0167,0.0000,0.0000,0.8590,0.1356,0.6489,0.9867,0.00265,767,0.9997,0.9807,0.9023,0.9990,0.0420,0.0384,0.1052,0.1170,0.0957,0.4717,0.4500,0.4474,5.3559,5.5300,5.9252,0.0605
63000,9526,3670,28733,49954,41877,21001,220,20792,1494,9,160122,3205153,21826.798,6446.710,0.3108,3336.029,0.045,0.845,0.054,0.057,0.532,0.350,547,0.0899,0.7307,0.109,17.0,31.4,58.7,31.14,0.77,8.26,0.77,21.34,6.60,1.179,0.248,0.022,0.023,9.085,0.449,0.0031,192,681,1497,13529,727,19,0.666,4280,67,1220,8239,821,1378,7327,8.25,22.41,7588,11.2563,67357,4140,82267,802.3,-0.0,1023878,15.740,2630837.750,3.54e-16,0.00047,29.99,16987,19.227,1.458,17.414,0.354,19.228,2792,3081,3653,0.4393,0.968,1.018,1.653,1.085,0.988,1.410,9126.777,6173.246,8405.928,9045.214,7711.685,748.564,540.519,1821.598,0.505,0.605,0.464,0.560,0.303,0.390,2605,4135,0.3875,0.9998,0.9999,0.1187,0.9999,1.0000,0.6586,1.3845,1.1674,0.0306,0.0203,0.0203,0.0000,0.7113,0.9643,0.0304,0.6604,0.9946,0.00263,679,1.0000,0.9869,0.9020,0.9975,0.0416,0.0360,0.1112,0.1173,0.0964,0.4663,0.4485,0.4386,5.2919,5.4933,6.0769,0.0566
64000,9111,3638,30059,49985,42075,19713,213,21798,1451,10,165693,3271797,22268.712,6967.946,0.3016,3844.360,0.051,0.836,0.055,0.059,0.528,0.353,778,0.0968,0.7258,0.113,15.9,30.0,53.4,28.36,0.63,8.68,0.85,18.20,6.51,1.195,0.260,0.020,0.021,9.113,0.485,0.0031,185,665,1513,12195,701,19,0.641,4309,61,1450,7600,290,864,7957,8.62,21.85,8721,11.5682,67396,3853,82124,506.7,-0.0,1024956,16.551,2630837.750,1.47e-14,0.00009,25.46,17415,19.860,1.439,18.081,0.340,19.860,1946,3457,3708,0.4356,0.990,1.020,1.721,1.169,0.986,1.404,9270.298,6350.306,9134.181,9177.068,7801.823,805.856,510.878,1806.851,0.490,0.610,0.457,0.519,0.270,0.386,2565,6539,0.5320,0.9998,1.0000,0.1044,1.0000,1.0000,0.8108,1.3352,1.1354,0.0357,0.0154,0.0185,0.0000,0.4411,0.9201,0.2438,0.6780,0.9809,0.00262,676,0.9999,0.9676,0.9024,0.9988,0.0401,0.0360,0.1044,0.1163,0.0956,0.4653,0.4489,0.4367,5.4205,5.5080,6.0717,0.0584
65000,8949,3326,31622,58388,50201,26494,272,21392,1325,12,161924,3054345,23888.623,7807.461,0.2969,4802.797,0.050,0.833,0.050,0.068,0.512,0.367,815,0.0969,0.7262,0.126,16.4,31.9,60.6,31.18,0.92,8.65,0.90,20.70,6.61,1.185,0.249,0.016,0.017,9.080,0.439,0.0032,169,636,1497,13028,633,18,0.625,4143,118,1397,7434,788,1431,6730,9.50,23.86,7600,13.0313,67333,4262,82309,816.9,-0.0,1026034,15.749,2630837.750,2.34e-14,0.00004,11.33,20133,20.977,1.500,19.143,0.334,20.977,2943,2785,3221,0.4265,0.967,1.025,1.678,1.128,0.989,1.406,8319.329,5766.178,13396.394,8234.104,7060.923,964.347,532.174,1508.142,0.507,0.590,0.429,0.590,0.256,0.368,2740,8298,0.3767,1.0000,0.9994,0.0910,1.0000,1.0000,0.6922,1.3888,1.1718,0.0435,0.0172,0.0170,0.0000,0.0000,0.9102,0.1176,0.6391,0.9549,0.00264,757,1.0000,0.9869,0.9165,0.9987,0.0389,0.0356,0.1052,0.1168,0.0959,0.4658,0.4511,0.4386,5.4321,5.4784,6.0619,0.0557
66000,8365,3448,32683,58671,49881,25740,248,22687,1459,9,185520,3209288,23790.816,8105.985,0.2968,4664.912,0.048,0.841,0.050,0.061,0.510,0.366,727,0.1126,0.7184,0.118,18.5,31.8,56.6,29.55,0.57,9.07,1.22,18.70,6.48,1.234,0.258,0.020,0.023,9.028,0.464,0.0032,177,611,1444,13316,662,18,0.589,3979,231,1063,7071,480,1334,6551,9.50,23.60,7777,13.2188,67377,3857,81102,683.0,-0.0,1028359,16.559,2630837.750,1.38e-14,0.00000,33.72,20467,22.018,1.472,20.215,0.332,22.019,2676,2639,3050,0.3779,0.998,1.053,1.917,1.243,0.986,1.441,8388.450,6077.998,12731.269,8297.994,7426.465,1280.578,472.048,1688.447,0.538,0.562,0.440,0.578,0.237,0.380,2594,8373,0.3801,0.9999,0.9996,0.0856,0.9999,1.0000,0.7911,1.3388,1.1442,0.0250,0.0148,0.0158,0.0000,0.7967,0.9498,0.2155,0.6742,0.9501,0.00260,739,0.9991,0.9719,0.9186,0.9991,0.0398,0.0394,0.1010,0.1174,0.0943,0.4760,0.4486,0.4306,5.4381,5.5004,6.1646,0.0549
