step,pop,grown,births,children,sexual,no_room,empty,deaths_hunger,deaths_broken,deaths_wear,cells_broken,contacts,plant_intake,meat_intake,kill_gain,scavenged,stay,forward,left,right,blocked,stalled,shoves,moved,turned,sense_used,mass_p10,mass_p50,mass_p90,size_mean,hard_mean,muscle_mean,sensor_mean,digestive_mean,side_mean,density_mean,speed_mean,tooth,born_tooth,fat_mean,on_fat,short,age_death_p50,age_death_p90,worn,cut_break,cut_wear,lineages,top_lineage,shapes,pop_cold,pop_mild,pop_hot,pop_dry,pop_moist,pop_wet,travel_p50,path_mean,grass,grass_grown,wood,algae,litter,carrion,air,soil_land,spent,matter,matter_err,burnt,land_temp,develops,ms_step,ms_world,ms_bodies,ms_lineage,ms_wall,pop_land,pop_surface,pop_bottom,light_share,density_p10,density_p50,density_p90,density_land,density_surface,density_bottom,algae_intake,detritus_intake,intake_land,intake_surface,intake_bottom,kills_land,kills_surface,kills_bottom,blocked_land,blocked_surface,blocked_bottom,no_room_land,no_room_surface,no_room_bottom,litter_sea,deaths_thirst,fill_land,fill_surface,fill_bottom,drinking_land,drinking_surface,drinking_bottom,open_land,open_surface,open_bottom,hard_land,hard_surface,hard_bottom,dry_air_p10,dry_air_p50,dry_air_p90,dry_ground_p10,dry_ground_p50,dry_ground_p90,pool_share,deaths_suffocation,breath_land,breath_surface,breath_bottom,inhaling_land,inhaling_surface,inhaling_bottom,breed_land,breed_surface,breed_bottom,share_land,share_surface,share_bottom,store_land,store_surface,store_bottom,fat_fill
45000,6891,2815,30433,50080,41043,18950,697,22163,1491,9,123792,2094222,18274.714,5283.901,0.3224,2789.833,0.035,0.700,0.180,0.086,0.430,0.378,869,0.1778,0.8176,0.116,9.3,18.0,61.0,22.67,0.37,8.11,0.53,13.65,8.15,1.187,0.349,0.021,0.025,8.097,0.509,0.0034,146,513,1270,5846,290,19,0.330,3757,37,772,6082,290,1050,5551,9.76,46.61,4811,9.3956,67104,2318,87209,374.4,-0.0,1000143,13.420,2631075.518,8.14e-15,0.00009,27.80,17052,19.363,1.416,17.694,0.253,19.364,2557,2628,1706,0.5377,0.778,1.000,1.960,1.403,0.878,1.340,6970.885,2970.433,10892.226,6915.524,3256.797,1271.120,732.094,490.854,0.561,0.384,0.296,0.536,0.141,0.111,2632,6399,0.5474,0.9999,0.9998,0.0552,1.0000,0.9999,0.8542,1.1420,1.1885,0.0231,0.0054,0.0171,0.0000,0.6890,0.9547,0.0691,0.7077,0.9563,0.00253,180,0.9997,0.9664,0.9518,0.9977,0.0394,0.0551,0.0752,0.0921,0.0965,0.5432,0.5395,0.6364,4.9783,5.3796,5.3613,0.0811
46000,6979,2453,27281,40249,31980,12437,531,19940,1204,17,99720,1670631,15576.726,3824.437,0.3258,1793.718,0.036,0.702,0.179,0.083,0.389,0.398,987,0.1751,0.8443,0.129,8.7,17.7,57.8,24.07,0.32,7.90,0.51,15.35,8.12,1.118,0.354,0.018,0.022,7.664,0.469,0.0034,137,557,1271,5557,271,18,0.464,3456,16,752,6211,508,1120,5351,11.50,54.81,6448,10.1379,67164,2321,85955,467.5,-0.0,1000880,11.837,2631075.518,3.61e-14,0.00000,16.52,12093,15.003,1.435,13.377,0.191,15.003,2613,2831,1535,0.6283,0.778,0.983,1.928,1.217,0.865,1.417,6977.334,2899.769,7215.305,6912.573,3242.567,833.203,737.273,460.242,0.505,0.380,0.282,0.469,0.141,0.120,2724,5788,0.5105,1.0000,1.0000,0.0743,1.0000,1.0000,0.7847,1.1112,1.2079,0.0164,0.0064,0.0158,0.0000,0.1989,0.8646,0.2177,0.7076,0.9489,0.00251,244,1.0000,0.9575,0.9442,0.9987,0.0389,0.0508,0.0799,0.0901,0.0936,0.5108,0.5150,0.6231,5.2188,5.3409,5.3356,0.0827
47000,7608,2515,30441,52257,43389,21240,576,20712,1205,21,114837,1761149,18600.088,4986.645,0.3039,2805.641,0.044,0.684,0.190,0.082,0.396,0.392,1182,0.1656,0.8285,0.159,8.8,19.2,57.4,23.73,0.27,8.45,0.74,14.27,8.03,1.166,0.357,0.017,0.023,7.807,0.454,0.0034,136,504,1375,5852,288,18,0.358,4046,34,908,6666,441,1310,5857,10.97,52.36,6284,11.5363,67193,2523,84531,372.1,-0.0,1003243,12.808,2631075.518,2.48e-15,0.00001,12.20,14652,16.863,1.420,15.179,0.264,16.863,3041,2851,1716,0.5799,0.778,1.000,1.968,1.319,0.871,1.384,6942.240,2982.929,11220.486,6892.003,3293.241,1000.085,734.962,445.957,0.522,0.379,0.277,0.570,0.119,0.115,2703,7650,0.5201,0.9999,0.9998,0.0613,1.0000,1.0000,0.8310,1.1164,1.1775,0.0157,0.0045,0.0097,0.0000,0.0491,0.9221,0.0796,0.6427,0.9419,0.00254,224,0.9998,0.9641,0.9444,0.9991,0.0378,0.0458,0.0767,0.0910,0.0948,0.5392,0.5276,0.6247,4.9115,5.3136,5.3088,0.0808
48000,7152,2548,33252,57372,47072,23541,579,22898,1863,18,162334,2129392,20016.893,6433.503,0.3043,3346.127,0.041,0.704,0.179,0.077,0.424,0.374,1415,0.1876,0.8195,0.136,9.3,20.0,63.7,26.23,0.29,9.03,0.44,16.47,8.12,1.158,0.357,0.015,0.021,8.262,0.471,0.0034,139,496,1402,7984,279,18,0.400,3780,308,1210,5634,439,980,5733,10.92,51.49,5381,11.8881,67376,2503,82828,833.9,-0.0,1006365,13.634,2631075.518,1.29e-14,0.00008,35.52,17868,19.357,1.413,17.704,0.240,19.358,2795,2733,1624,0.5991,0.778,1.000,1.935,1.279,0.878,1.418,7239.756,3054.110,12742.177,7182.010,3438.833,1683.349,859.301,544.726,0.533,0.395,0.313,0.551,0.156,0.141,2776,8636,0.4183,1.0000,0.9995,0.0557,1.0000,1.0000,0.7216,1.1065,1.1819,0.0149,0.0030,0.0124,0.0000,0.8251,0.9503,0.2215,0.6527,0.9517,0.00251,293,1.0000,0.9611,0.9457,0.9983,0.0385,0.0469,0.0777,0.0914,0.0956,0.5193,0.5409,0.6231,5.0897,5.3144,5.3212,0.0813
49000,7013,2421,29419,45601,36500,15630,552,21613,1416,15,130266,1897268,17380.554,4818.217,0.3057,2328.920,0.044,0.692,0.181,0.083,0.406,0.381,1309,0.1893,0.8397,0.132,10.1,19.3,53.8,24.26,0.35,7.92,0.53,15.47,7.92,1.140,0.345,0.016,0.022,7.896,0.468,0.0034,149,534,1397,7296,294,17,0.388,3723,112,1108,5793,662,864,5487,10.82,52.81,6313,10.6560,67389,2335,80979,425.8,-0.0,1008849,13.188,2631075.518,9.38e-15,0.00002,12.67,13518,16.711,1.416,15.068,0.228,16.711,2774,2525,1714,0.5685,0.778,1.000,1.905,1.249,0.887,1.334,7388.112,3215.344,8709.150,7346.649,3653.676,1047.888,903.210,538.198,0.525,0.384,0.310,0.509,0.134,0.140,2483,6157,0.4427,0.9998,1.0000,0.0598,1.0000,1.0000,0.8131,1.0959,1.1594,0.0227,0.0031,0.0101,0.0000,0.0000,0.8238,0.2005,0.6398,0.9637,0.00255,357,0.9999,0.9503,0.9255,0.9992,0.0430,0.0498,0.0799,0.0929,0.0981,0.5176,0.5571,0.6297,5.0145,5.3248,5.2225,0.0795
50000,7111,2603,31881,54905,45268,22405,619,21964,1416,13,136186,1911608,18689.852,5676.840,0.2969,3149.654,0.040,0.693,0.176,0.091,0.403,0.389,1135,0.1835,0.8406,0.131,9.3,18.0,53.7,23.07,0.46,7.29,0.33,14.99,8.03,1.156,0.340,0.019,0.025,7.798,0.500,0.0034,135,491,1408,7838,305,19,0.362,3736,367,976,5768,529,835,5747,10.82,49.75,5664,10.6327,67354,2521,80221,542.5,-0.0,1011386,13.089,2631075.518,2.30e-15,0.00009,27.47,15889,16.879,1.416,15.228,0.235,16.900,2758,2561,1792,0.5687,0.778,1.000,1.944,1.286,0.886,1.340,7354.684,3213.741,10894.180,7305.374,3639.953,1021.634,994.310,511.242,0.525,0.386,0.302,0.578,0.143,0.104,2442,8180,0.4661,0.9999,1.0000,0.0683,1.0000,1.0000,0.8028,1.1218,1.2375,0.0324,0.0057,0.0103,0.0000,0.6512,0.9569,0.0347,0.6482,0.9851,0.00260,210,0.9999,0.9715,0.9588,0.9980,0.0391,0.0444,0.0785,0.0929,0.0976,0.5143,0.5582,0.6298,5.1154,5.3848,5.2791,0.0815
51000,7300,2245,33201,55141,45603,21321,619,22994,1582,15,130508,1945205,18320.114,5815.289,0.3089,3295.625,0.045,0.684,0.181,0.089,0.416,0.381,1333,0.1721,0.8463,0.136,8.6,17.7,50.6,22.50,0.35,7.49,0.26,14.39,7.89,1.096,0.349,0.015,0.018,7.048,0.455,0.0036,133,488,1319,7774,339,20,0.395,3764,31,1080,6189,411,872,6017,11.14,50.14,4824,9.0182,67372,2418,79264,702.9,0.0,1014303,12.862,2631075.518,8.32e-15,0.00008,29.17,16344,16.367,1.409,14.711,0.247,16.368,2257,3061,1982,0.5896,0.778,1.000,1.856,1.198,0.893,1.294,7787.921,3504.794,9763.667,7744.401,4107.671,718.844,1184.607,616.213,0.522,0.413,0.323,0.560,0.175,0.195,2199,8003,0.5041,0.9998,1.0000,0.0736,1.0000,1.0000,0.8489,1.1224,1.1842,0.0265,0.0045,0.0142,0.0000,0.5546,0.9483,0.1972,0.6793,0.9961,0.00259,418,0.9998,0.9721,0.9475,0.9988,0.0415,0.0466,0.0814,0.0932,0.0991,0.5140,0.5645,0.6303,5.1899,5.4189,5.3497,0.0776
52000,7271,2466,30193,47828,38685,17097,538,23122,1566,19,128155,1813716,17932.995,4859.495,0.3072,2399.138,0.046,0.667,0.195,0.091,0.401,0.383,1234,0.1791,0.8515,0.135,9.6,18.0,56.8,25.74,0.47,8.15,0.50,16.63,7.98,1.077,0.358,0.018,0.021,7.735,0.486,0.0036,143,483,1322,7507,383,21,0.418,3655,32,962,6277,403,1193,5675,10.76,49.82,3677,8.0148,67276,2440,78314,705.1,-0.0,1017429,13.291,2631075.518,9.38e-15,0.00015,11.84,13016,15.920,1.416,14.295,0.209,15.920,2632,2866,1773,0.6410,0.778,0.998,1.855,1.108,0.898,1.322,7933.282,3142.755,8809.300,7884.769,3638.064,823.633,1117.524,519.200,0.496,0.402,0.312,0.541,0.162,0.122,2297,5120,0.4587,1.0000,1.0000,0.0765,1.0000,0.9999,0.7194,1.0886,1.1685,0.0278,0.0086,0.0075,0.0000,0.0000,0.8796,0.0900,0.6490,0.9780,0.00260,395,0.9997,0.9637,0.9487,0.9974,0.0407,0.0467,0.0817,0.0944,0.0981,0.4785,0.5709,0.6319,5.2061,5.4031,5.2710,0.0816
53000,7096,2298,28817,42955,34080,13651,487,22646,1379,19,117215,1774650,16394.584,4469.048,0.3179,2140.410,0.049,0.679,0.178,0.094,0.394,0.393,1423,0.1800,0.8556,0.139,9.1,17.1,48.4,23.18,0.31,7.62,0.44,14.81,7.90,1.070,0.361,0.017,0.021,7.340,0.478,0.0036,151,519,1444,6601,402,20,0.425,3395,97,1346,5653,320,1464,5312,12.07,54.92,4247,8.4160,67334,2211,76663,444.3,-0.0,1019931,13.196,2631075.518,3.54e-16,0.00000,35.70,12500,15.733,1.426,14.115,0.192,15.733,2660,2833,1603,0.6401,0.778,0.988,1.857,1.118,0.875,1.337,7515.624,3045.083,7585.617,7464.509,3484.867,858.699,962.732,507.207,0.491,0.397,0.294,0.501,0.126,0.119,2311,4656,0.5223,1.0000,0.9998,0.0715,1.0000,1.0000,0.7887,1.1075,1.2305,0.0217,0.0034,0.0092,0.0000,0.8160,0.9595,0.1737,0.6633,0.9604,0.00260,292,1.0000,0.9732,0.9671,0.9979,0.0395,0.0449,0.0829,0.0913,0.0974,0.4937,0.5357,0.6302,5.3003,5.3832,5.2046,0.0811
54000,6347,2034,26757,43047,34483,15836,454,20750,1186,21,101880,1527314,15601.048,4136.267,0.3135,2139.897,0.042,0.675,0.200,0.083,0.370,0.400,884,0.2002,0.8639,0.128,9.5,17.1,52.0,23.53,0.37,7.22,0.49,15.45,8.17,1.084,0.359,0.020,0.024,7.762,0.464,0.0036,143,507,1221,5282,287,18,0.417,3026,403,736,5208,392,781,5174,12.85,63.12,5855,10.0066,67304,2179,75205,415.1,0.0,1020967,12.096,2631075.518,6.02e-15,0.00005,11.91,11977,14.358,1.403,12.799,0.156,14.359,2368,2448,1531,0.6148,0.778,0.995,1.871,1.152,0.870,1.323,6882.829,2856.870,7724.462,6838.041,3178.442,780.535,784.139,431.696,0.455,0.367,0.294,0.553,0.134,0.082,2235,5387,0.3939,1.0000,0.9998,0.0629,1.0000,1.0000,0.8011,1.0868,1.2133,0.0178,0.0094,0.0209,0.0000,0.0000,0.7388,0.2764,0.6462,0.9489,0.00256,162,0.9998,0.9778,0.9622,0.9990,0.0404,0.0457,0.0822,0.0907,0.0964,0.4908,0.5138,0.6157,5.2084,5.4078,5.2901,0.0830
55000,6257,2225,30455,51418,42745,20393,570,21252,1041,16,98403,1782373,17413.252,4671.155,0.3061,2788.709,0.039,0.676,0.207,0.077,0.406,0.374,1125,0.2067,0.8555,0.143,9.8,17.1,51.2,24.97,0.25,7.93,0.34,16.45,8.18,1.001,0.384,0.014,0.017,8.052,0.489,0.0035,134,463,1312,4826,313,18,0.526,2874,138,631,5488,718,1064,4475,10.76,56.90,4554,9.7549,67211,2044,74349,462.8,-0.0,1024158,12.548,2631075.518,2.60e-14,0.00010,18.47,13987,15.693,1.418,14.156,0.120,15.693,2582,2454,1221,0.7067,0.778,0.888,1.625,0.990,0.858,1.311,6463.079,2503.325,10999.533,6417.598,2784.831,826.673,681.082,374.691,0.550,0.349,0.282,0.540,0.109,0.080,2365,8059,0.3566,0.9999,1.0000,0.0517,0.9999,1.0000,0.7551,1.0930,1.2186,0.0136,0.0031,0.0106,0.0000,0.2209,0.9429,0.1043,0.6496,0.9443,0.00259,177,1.0000,0.9694,0.9529,0.9991,0.0402,0.0477,0.0862,0.0890,0.0967,0.4662,0.4986,0.6190,5.2027,5.3522,5.1782,0.0869
56000,5589,1848,24929,40450,32769,15161,360,17234,894,18,88049,1253306,14535.615,4073.041,0.3031,2404.974,0.037,0.669,0.217,0.077,0.355,0.397,881,0.2114,0.8586,0.172,10.1,17.1,44.9,23.93,0.33,8.65,0.28,14.67,8.17,1.004,0.412,0.023,0.026,7.964,0.478,0.0034,129,494,1299,4087,329,16,0.518,2462,427,651,4511,363,790,4436,13.60,66.35,4717,8.4349,67217,2027,73237,359.7,-0.0,1026703,10.579,2631075.518,1.93e-14,0.00000,25.84,11098,12.332,1.401,10.844,0.086,12.333,1874,2403,1312,0.6931,0.778,0.877,1.704,0.965,0.849,1.344,6047.574,2389.253,8272.344,6003.707,2664.538,725.875,641.766,300.426,0.488,0.333,0.250,0.542,0.120,0.067,2350,7218,0.4083,1.0000,1.0000,0.0567,1.0000,1.0000,0.7646,1.0608,1.2126,0.0213,0.0047,0.0133,0.0000,0.5752,0.9312,0.2258,0.7588,0.9578,0.00256,233,1.0000,0.9685,0.9393,0.9993,0.0366,0.0440,0.0826,0.0871,0.0944,0.4541,0.4709,0.6097,5.2237,5.3304,5.1375,0.0884
57000,5893,1936,25376,44053,36291,18130,547,18119,1041,14,107845,1387962,14991.474,4185.138,0.2950,2196.861,0.036,0.674,0.219,0.071,0.372,0.383,1023,0.2085,0.8633,0.154,9.6,17.1,54.5,25.17,0.37,8.29,0.36,16.15,8.14,1.035,0.384,0.021,0.024,7.974,0.480,0.0034,133,480,1225,4621,282,15,0.527,2820,28,672,5193,425,1139,4329,11.40,61.72,3893,8.0193,67113,2141,72437,339.6,-0.0,1029083,10.911,2631075.518,1.01e-14,0.00009,6.93,10587,12.612,1.402,11.094,0.115,12.612,2335,2228,1330,0.6258,0.778,0.972,1.721,1.044,0.855,1.322,5944.218,2441.739,8591.155,5911.886,2685.294,915.939,754.310,318.029,0.515,0.339,0.252,0.585,0.106,0.057,2270,5616,0.4407,1.0000,0.9999,0.0495,1.0000,1.0000,0.7252,1.0838,1.2276,0.0206,0.0048,0.0128,0.0000,0.0000,0.8445,0.0944,0.6621,0.9452,0.00257,282,0.9998,0.9622,0.9513,0.9985,0.0356,0.0398,0.0872,0.0883,0.0931,0.4649,0.4839,0.6048,5.3433,5.3500,5.2253,0.0839
58000,5238,1745,23674,36916,29532,12830,412,17496,950,17,102094,1251688,13735.204,3640.806,0.2839,1829.590,0.043,0.677,0.211,0.069,0.358,0.392,1166,0.2255,0.8600,0.164,9.3,17.1,44.0,22.77,0.39,8.94,0.19,13.24,7.94,1.003,0.416,0.022,0.025,7.660,0.444,0.0035,135,479,1346,3684,363,14,0.436,2504,14,578,4646,255,779,4204,14.43,72.29,4928,8.3568,67165,2195,71420,280.0,-0.0,1030442,10.482,2631075.518,1.75e-14,0.00024,30.20,9654,11.534,1.411,10.036,0.088,11.535,1760,2321,1157,0.6577,0.778,0.926,1.545,1.008,0.843,1.318,6043.280,2394.756,6845.132,6004.437,2715.224,815.932,710.565,284.719,0.472,0.339,0.277,0.525,0.126,0.093,2304,5472,0.5794,1.0000,1.0000,0.0599,1.0000,1.0000,0.7933,1.0596,1.2543,0.0294,0.0051,0.0141,0.0000,0.7430,0.9559,0.0754,0.6969,0.9466,0.00256,394,0.9997,0.9605,0.9649,0.9987,0.0376,0.0410,0.0953,0.0864,0.0936,0.4575,0.4649,0.6074,5.6601,5.3334,5.1836,0.0882
59000,6310,2108,28606,49517,40774,20374,537,20033,1284,24,145625,1701959,16854.065,5118.592,0.2763,2603.905,0.043,0.670,0.216,0.071,0.412,0.354,1279,0.2041,0.8546,0.198,10.7,17.1,51.0,25.92,0.59,9.11,0.34,15.89,8.09,0.980,0.408,0.031,0.033,7.981,0.447,0.0035,135,466,1470,5338,384,18,0.577,2817,51,587,5672,753,1053,4504,10.91,60.14,3372,8.7252,67302,2346,70234,411.5,-0.0,1033494,12.045,2631075.518,1.01e-14,0.00004,16.19,12392,14.181,1.426,12.652,0.103,14.182,2417,2556,1337,0.6975,0.778,0.862,1.291,0.956,0.853,1.266,6202.365,2444.481,10519.725,6161.813,2776.433,1565.684,675.971,273.031,0.563,0.341,0.291,0.557,0.122,0.114,2462,5886,0.3771,1.0000,0.9999,0.0374,1.0000,1.0000,0.7045,1.0612,1.2519,0.0385,0.0027,0.0086,0.0000,0.1058,0.8556,0.2678,0.6521,0.9438,0.00252,307,1.0000,0.9684,0.9619,0.9996,0.0358,0.0454,0.0886,0.0885,0.0953,0.4569,0.4888,0.6139,5.3702,5.3237,5.1962,0.0819
60000,6060,1866,24240,32337,24725,7700,397,18936,826,16,83013,1368729,13907.045,2981.024,0.3072,1387.188,0.040,0.666,0.214,0.080,0.370,0.379,843,0.2082,0.8731,0.180,10.1,17.1,53.7,24.74,0.53,8.41,0.23,15.57,8.13,0.987,0.399,0.033,0.036,7.579,0.459,0.0036,139,519,1332,3994,281,16,0.507,2656,124,810,5126,468,1239,4353,12.22,65.24,4931,8.5445,67354,2238,68881,285.7,-0.0,1034511,11.434,2631075.518,1.84e-14,0.00005,15.16,8058,11.889,1.418,10.377,0.094,11.907,2552,2217,1291,0.6785,0.778,0.866,1.348,0.938,0.857,1.307,6392.930,2603.367,5981.179,6363.412,2949.642,529.827,675.441,388.569,0.496,0.341,0.296,0.363,0.138,0.091,2406,4401,0.4498,1.0000,0.9998,0.0569,1.0000,1.0000,0.7351,1.1027,1.2554,0.0323,0.0043,0.0132,0.0000,0.0846,0.9169,0.1021,0.6214,0.9491,0.00256,311,0.9999,0.9721,0.9688,0.9995,0.0379,0.0417,0.0902,0.0889,0.0952,0.4310,0.4914,0.6106,5.4009,5.3745,5.2453,0.0810
61000,5907,2009,26035,42241,34246,15770,436,19829,840,22,94928,1439941,15957.625,3833.573,0.2904,2110.875,0.034,0.666,0.223,0.077,0.374,0.381,851,0.2173,0.8575,0.197,10.0,17.1,46.8,24.63,0.48,8.66,0.32,15.18,8.24,0.979,0.416,0.021,0.024,8.324,0.467,0.0036,136,482,1440,4179,354,16,0.501,2656,227,851,4829,659,716,4532,12.45,64.72,3551,7.6327,67489,2051,67662,345.4,-0.0,1038161,11.998,2631075.518,1.61e-14,0.00021,36.46,10491,13.225,1.400,11.730,0.095,13.226,1971,2599,1337,0.6946,0.778,0.860,1.298,0.925,0.850,1.309,6481.742,2392.278,8925.575,6449.811,2693.113,746.549,640.360,335.789,0.510,0.334,0.262,0.538,0.127,0.108,2527,5272,0.4098,1.0000,1.0000,0.0480,1.0000,1.0000,0.7076,1.0980,1.2447,0.0305,0.0055,0.0165,0.0000,0.8099,0.9592,0.2142,0.6514,0.9698,0.00260,225,0.9998,0.9709,0.9597,0.9995,0.0393,0.0516,0.0886,0.0880,0.0938,0.4365,0.4827,0.6057,5.2858,5.3736,5.2162,0.0895
62000,6364,2055,24006,35080,27196,10672,402,17836,786,22,86119,1232931,14103.979,3258.003,0.3181,1545.623,0.033,0.668,0.221,0.079,0.341,0.397,966,0.2023,0.8848,0.205,10.1,17.1,56.4,26.38,0.35,7.50,0.34,18.18,8.09,0.973,0.370,0.015,0.018,7.780,0.467,0.0034,131,503,1285,4881,317,15,0.513,2681,496,1210,4658,677,828,4859,12.07,63.68,3859,7.1306,67430,2041,66866,555.4,-0.0,1039523,10.731,2631075.518,1.33e-14,0.00004,13.00,9208,12.010,1.438,10.468,0.104,12.010,2156,2686,1522,0.7079,0.778,0.897,1.194,0.889,0.866,1.282,6693.008,2554.988,6118.837,6658.729,2872.035,487.883,883.216,341.281,0.446,0.329,0.276,0.496,0.124,0.078,2478,4711,0.4171,0.9997,1.0000,0.0677,1.0000,1.0000,0.6698,1.1064,1.3290,0.0179,0.0089,0.0072,0.0000,0.0000,0.8590,0.1356,0.6489,0.9867,0.00265,194,0.9998,0.9637,0.9767,0.9995,0.0382,0.0406,0.0860,0.0906,0.0965,0.4227,0.5147,0.6314,5.2045,5.3514,5.1828,0.0852
63000,6043,1894,24213,35843,28228,11267,363,18988,870,17,75588,1293954,13958.652,3352.471,0.3244,1820.071,0.034,0.654,0.224,0.088,0.354,0.395,1027,0.2063,0.8926,0.212,9.3,17.0,36.2,22.08,0.23,7.88,0.24,13.72,8.08,0.974,0.409,0.010,0.011,7.559,0.460,0.0036,136,493,1416,4936,333,17,0.463,2655,36,953,5054,503,828,4712,12.95,66.94,3886,6.5390,67379,2249,66296,282.5,-0.0,1041708,11.146,2631075.518,1.33e-14,0.00007,29.99,9022,12.009,1.401,10.515,0.093,12.010,1827,2658,1558,0.6993,0.778,0.953,1.191,0.863,0.881,1.263,6659.671,2608.006,6230.304,6634.293,2914.126,262.202,896.906,373.292,0.464,0.350,0.271,0.502,0.124,0.122,2414,4464,0.4091,1.0000,1.0000,0.0717,1.0000,1.0000,0.7963,1.1463,1.2391,0.0171,0.0035,0.0106,0.0000,0.7113,0.9643,0.0304,0.6604,0.9946,0.00263,195,0.9995,0.9726,0.9601,0.9990,0.0358,0.0438,0.0854,0.0931,0.0971,0.4202,0.5436,0.6209,5.3279,5.4131,5.3166,0.0895
64000,6871,2063,26656,38044,29930,10932,456,19171,986,25,100562,1500659,15556.740,3542.518,0.2936,1696.974,0.042,0.678,0.189,0.091,0.379,0.383,1040,0.1846,0.8903,0.175,9.5,17.0,41.3,23.43,0.28,8.69,0.32,14.14,7.97,0.992,0.397,0.009,0.009,7.600,0.464,0.0034,131,472,1389,5774,393,17,0.429,3088,32,1169,5670,612,855,5404,12.21,58.83,3758,6.7854,67416,2229,65467,327.0,-0.0,1043349,11.167,2631075.518,5.84e-15,0.00020,25.46,9944,12.602,1.401,11.066,0.136,12.603,1857,3201,1813,0.6942,0.778,0.966,1.246,0.898,0.885,1.279,7326.565,3138.147,6399.018,7287.343,3567.352,442.587,920.212,482.745,0.483,0.371,0.320,0.471,0.125,0.186,2217,5310,0.4695,1.0000,1.0000,0.0758,1.0000,1.0000,0.7269,1.1325,1.2473,0.0181,0.0090,0.0053,0.0000,0.4411,0.9201,0.2438,0.6780,0.9809,0.00262,336,0.9999,0.9623,0.9549,0.9996,0.0333,0.0429,0.0871,0.0942,0.0962,0.4388,0.5568,0.6300,5.4429,5.3608,5.2164,0.0833
65000,6200,2160,27250,40986,33087,13253,483,21548,917,24,92598,1638154,15669.861,3634.231,0.3027,1882.631,0.041,0.663,0.201,0.095,0.391,0.380,920,0.2068,0.8903,0.177,10.6,17.1,41.0,22.60,0.23,7.42,0.26,14.68,7.96,1.004,0.381,0.010,0.012,7.852,0.506,0.0036,137,481,1446,5959,431,16,0.441,2679,92,851,5257,404,922,4874,10.55,55.22,3632,7.4523,67356,2443,64644,275.0,-0.0,1045477,12.540,2631075.518,9.20e-15,0.00000,11.33,9919,14.483,1.480,12.852,0.151,14.484,1736,2791,1673,0.6715,0.778,0.986,1.346,0.904,0.876,1.321,6842.503,3077.229,7250.765,6807.692,3494.035,419.840,814.686,517.074,0.507,0.376,0.326,0.509,0.114,0.109,2156,5118,0.4425,1.0000,1.0000,0.0641,1.0000,1.0000,0.7665,1.1373,1.2942,0.0141,0.0061,0.0112,0.0000,0.0000,0.9102,0.1176,0.6391,0.9549,0.00264,314,1.0000,0.9775,0.9603,0.9990,0.0345,0.0479,0.0874,0.0921,0.0959,0.4327,0.5379,0.6319,5.3564,5.3786,5.3080,0.0866
66000,6039,1950,26369,40913,32999,14073,471,19113,935,17,81407,1438172,15292.239,3594.656,0.3180,1976.813,0.042,0.667,0.202,0.088,0.371,0.387,887,0.2108,0.8867,0.162,10.1,17.1,40.8,22.56,0.21,8.01,0.41,13.93,8.03,0.988,0.401,0.007,0.008,7.587,0.468,0.0034,130,501,1345,5333,329,14,0.559,2644,408,634,4997,373,973,4693,12.57,61.98,4816,8.8682,67405,2106,63911,455.3,-0.0,1045776,11.458,2631075.518,6.19e-15,0.00002,33.72,9828,15.097,1.631,13.359,0.107,15.097,2084,2564,1391,0.7066,0.778,0.913,1.239,0.932,0.868,1.294,6822.371,2873.516,7213.765,6783.850,3271.438,384.888,774.221,458.734,0.478,0.351,0.327,0.512,0.145,0.119,2180,6164,0.4512,0.9998,1.0000,0.0625,1.0000,1.0000,0.8247,1.1220,1.2791,0.0142,0.0041,0.0081,0.0000,0.7967,0.9498,0.2155,0.6742,0.9501,0.00260,301,0.9999,0.9694,0.9706,0.9992,0.0336,0.0410,0.0844,0.0915,0.0953,0.4509,0.5226,0.6355,5.2287,5.3801,5.3018,0.0860
67000,6020,1648,26672,41865,34516,14734,459,17294,863,7,88936,1259324,14964.535,3755.120,0.2844,2174.195,0.038,0.666,0.222,0.075,0.361,0.383,1127,0.2018,0.8752,0.177,10.1,17.1,47.2,25.85,0.25,8.47,0.30,16.83,8.06,0.944,0.397,0.009,0.010,7.271,0.410,0.0035,116,459,1193,4197,322,15,0.563,2565,907,537,4576,443,1102,4475,13.37,68.52,5993,10.4766,67328,2183,64123,516.8,-0.0,1045245,10.502,2631075.518,4.78e-15,0.00004,9.25,10264,11.991,1.435,10.462,0.095,11.992,2538,2177,1305,0.7336,0.778,0.828,1.149,0.854,0.856,1.265,5963.923,2483.152,8452.050,5932.525,2754.155,463.442,735.454,382.029,0.494,0.333,0.280,0.487,0.145,0.078,2286,8129,0.4191,1.0000,0.9997,0.0564,1.0000,1.0000,0.7285,1.0600,1.1970,0.0130,0.0046,0.0068,0.0000,0.0000,0.6748,0.2179,0.6618,0.9452,0.00261,398,0.9994,0.9512,0.9187,0.9992,0.0351,0.0442,0.0863,0.0904,0.0978,0.4257,0.4824,0.5981,5.3111,5.4249,5.2793,0.0791
