step,lineage,size,mass,hard,muscle,sensor,digestive,bite_any,tooth,age,plant,meat,shapes
5000,1,7786,27.62,0.41,8.53,0.48,15.17,0.06,0.016,345,16.85,7.33,4036
5000,104,417,23.09,0.27,6.76,0.93,15.32,0.06,0.022,222,12.75,4.27,240
5000,415,154,31.59,2.64,4.78,1.61,21.26,0.21,0.091,545,31.01,6.00,111
5000,259,104,58.47,11.24,0.06,4.66,34.57,0.04,0.019,373,36.17,2.48,46
5000,22,41,22.14,0.00,0.00,0.00,21.76,0.00,0.000,111,8.85,3.70,16
5000,325,29,49.11,0.00,10.28,0.45,32.66,0.00,0.000,2045,106.15,31.97,26
5000,385,26,58.08,6.23,2.46,4.88,34.27,0.15,0.038,816,47.73,8.90,21
5000,111,22,33.03,6.95,0.00,0.36,15.68,0.00,0.000,885,40.05,6.15,11
5000,211,20,25.17,2.90,0.65,0.10,16.85,0.00,0.000,379,24.22,4.32,15
5000,658,15,34.32,3.00,8.67,0.00,22.60,0.27,0.000,444,27.18,1.13,13
5000,181,14,29.61,0.00,0.21,0.00,23.43,0.00,0.000,949,33.30,9.11,7
5000,646,13,33.76,0.85,2.31,0.00,27.77,0.08,0.000,548,25.91,12.27,13
5000,410,12,23.97,0.42,2.08,0.00,22.00,0.00,0.000,1536,83.01,9.48,10
5000,486,10,33.97,0.00,5.50,0.00,33.60,0.00,0.000,686,61.85,6.27,9
5000,249,9,36.36,0.33,0.00,0.00,31.67,0.00,0.000,1429,39.64,56.59,6
5000,256,7,58.77,0.00,0.00,0.00,44.57,0.00,0.000,3818,180.11,79.93,7
5000,544,5,37.63,11.80,0.00,0.00,17.00,0.00,0.000,3322,140.20,38.90,5
6000,1,10455,32.73,0.62,8.40,0.36,18.70,0.08,0.021,324,17.37,7.81,5284
6000,669,763,31.60,0.09,9.80,0.18,21.39,0.02,0.009,382,23.00,4.02,535
6000,104,672,23.73,0.23,8.65,1.42,14.24,0.09,0.027,194,11.65,3.19,430
6000,679,116,29.81,0.49,11.21,1.28,19.01,0.07,0.017,636,41.71,3.88,75
6000,415,85,29.72,0.96,4.33,2.24,21.53,0.01,0.000,703,37.60,6.65,58
6000,249,51,37.02,0.76,0.00,0.00,35.06,0.00,0.000,294,19.49,7.27,9
6000,111,43,35.92,9.84,0.00,0.19,15.23,0.00,0.000,899,38.54,14.70,21
6000,699,43,16.56,0.00,0.00,0.00,11.72,0.00,0.000,1249,45.30,32.57,27
6000,385,32,66.23,7.94,9.97,2.69,32.69,0.38,0.156,484,35.12,3.45,25
6000,259,14,74.03,12.43,0.43,7.43,35.86,0.29,0.143,1831,107.29,19.75,13
6000,256,11,45.72,0.00,0.00,0.00,34.73,0.00,0.000,3113,133.71,78.29,9
6000,410,8,27.30,2.88,0.00,0.00,23.62,0.00,0.000,1693,94.69,1.87,8
6000,325,7,47.98,0.00,9.71,0.00,34.43,0.00,0.000,4204,231.03,91.24,7
6000,686,6,193.20,47.50,21.00,0.00,43.50,4.33,0.833,4021,293.54,45.08,6
6000,670,5,25.76,0.00,15.00,0.00,11.80,0.00,0.000,2695,120.47,4.19,4
6000,658,5,29.68,0.00,9.00,0.00,24.80,0.00,0.000,568,33.63,2.30,4
7000,1,5752,31.57,0.33,9.01,0.34,16.23,0.04,0.012,395,18.93,7.71,2767
7000,104,887,20.75,0.39,8.42,1.69,11.39,0.09,0.019,229,12.76,4.12,615
7000,669,636,31.26,0.02,10.67,0.40,20.11,0.00,0.002,406,23.68,3.86,425
7000,111,228,38.49,3.43,0.00,0.76,28.30,0.00,0.000,1142,54.92,34.84,125
7000,291,149,86.03,7.61,20.74,0.46,48.50,2.30,0.470,464,44.31,6.30,95
7000,679,103,28.29,0.27,8.58,1.85,20.78,0.03,0.010,550,34.30,4.20,71
7000,734,25,79.30,0.00,13.32,0.08,46.00,0.00,0.000,1127,77.45,39.52,19
7000,415,15,34.11,3.27,1.93,2.27,23.20,0.00,0.000,2022,85.03,19.93,15
7000,699,12,12.44,0.00,0.00,0.00,8.92,0.00,0.000,2899,101.85,70.10,11
7000,256,7,38.25,0.14,0.00,0.00,30.57,0.00,0.000,1913,84.81,58.16,7
7000,259,7,83.27,13.14,0.00,3.00,46.86,0.00,0.000,2628,137.77,25.91,6
7000,686,5,168.10,40.20,20.60,0.00,35.40,4.00,0.800,5785,375.62,75.39,5
7000,385,5,62.65,15.00,12.60,1.00,16.40,1.00,0.400,1664,77.03,9.10,5
8000,1,7110,30.80,0.40,9.43,0.59,16.19,0.07,0.019,337,17.33,6.88,3844
8000,669,772,31.35,0.02,11.10,0.33,19.69,0.00,0.000,381,23.13,3.17,464
8000,768,241,43.90,0.48,10.71,2.34,17.53,0.13,0.033,283,13.55,12.96,151
8000,104,187,26.62,0.51,8.96,0.07,16.50,0.30,0.086,350,17.45,5.97,136
8000,111,164,47.41,4.57,0.02,0.49,34.79,0.00,0.000,1590,78.57,45.59,112
8000,774,117,28.97,1.15,11.27,0.69,18.29,0.42,0.145,328,21.35,6.02,109
8000,769,53,60.66,2.98,14.09,0.00,29.83,0.70,0.226,700,47.28,9.47,34
8000,679,29,27.22,0.76,6.41,2.76,18.79,0.10,0.034,944,47.53,8.99,25
8000,291,25,89.68,13.56,13.92,0.80,45.72,3.24,0.640,1103,73.36,9.56,22
8000,799,15,22.58,0.00,5.27,5.33,16.07,0.00,0.000,379,24.54,1.52,12
8000,783,14,42.04,1.43,0.71,0.00,37.07,0.00,0.000,1435,105.63,61.41,13
8000,797,11,45.36,0.00,0.00,6.91,30.64,0.00,0.000,2852,128.79,64.28,11
8000,782,11,45.38,0.55,9.55,0.00,17.27,0.18,0.091,1682,50.28,28.70,7
8000,779,6,63.96,0.00,5.00,0.00,42.83,0.00,0.000,2761,157.39,91.18,6
8000,686,6,164.48,39.83,19.00,0.00,33.67,4.00,0.833,5718,327.97,84.65,6
8000,734,5,79.27,0.00,38.40,0.00,20.20,0.00,0.000,1416,73.58,47.28,5
9000,1,4680,28.73,0.29,8.56,0.26,15.21,0.07,0.017,344,16.64,6.39,2285
9000,811,538,29.51,1.32,8.18,0.11,18.14,0.10,0.035,283,15.09,6.79,347
9000,669,484,30.64,0.06,11.29,0.20,18.38,0.02,0.006,496,28.01,4.67,356
9000,104,445,22.08,0.10,9.96,0.27,11.88,0.02,0.004,228,13.93,3.81,286
9000,768,399,42.35,0.32,12.06,1.61,16.28,0.01,0.003,329,15.66,11.39,248
