step,event,lineage,other,size
5000,birth,1,0,8913
5000,birth,6,0,34
5000,birth,14,0,14
5000,birth,26,0,5
5000,birth,48,0,10
5000,birth,122,0,6
5000,birth,178,0,15
5000,birth,198,0,23
5000,birth,209,0,12
5000,birth,322,0,92
5000,birth,424,0,247
5000,birth,541,0,9
5000,birth,587,0,12
6000,birth,696,0,41
6000,birth,704,0,8
6000,split,718,194,15
6000,birth,729,0,6
6000,extinct,14,0,14
7000,split,758,1,902
7000,extinct,48,0,10
7000,extinct,209,0,12
7000,extinct,587,0,6
8000,split,822,1,122
8000,split,826,664,16
8000,extinct,122,0,6
8000,extinct,718,0,15
9000,split,859,758,316
9000,split,860,758,26
9000,split,872,765,45
9000,extinct,26,0,7
9000,extinct,178,0,7
9000,extinct,704,0,8
9000,extinct,729,0,6
10000,split,881,1,110
10000,split,886,322,24
11000,split,904,758,29
11000,extinct,6,0,17
11000,extinct,541,0,5
11000,merge,872,1,6
12000,extinct,198,0,8
12000,extinct,886,0,24
13000,split,942,758,18
13000,split,944,918,15
13000,split,949,758,53
13000,extinct,322,0,23
13000,extinct,860,0,5
14000,split,958,424,8
14000,split,961,322,73
14000,extinct,826,0,6
14000,extinct,881,0,11
15000,extinct,822,0,5
16000,split,997,859,23
16000,extinct,424,0,6
16000,extinct,904,0,7
16000,extinct,944,0,15
17000,extinct,696,0,19
18000,split,1034,859,606
18000,split,1047,1,6
18000,extinct,942,0,5
18000,extinct,958,0,14
18000,extinct,997,0,5
19000,split,1056,1,151
19000,extinct,949,0,8
20000,split,1083,859,104
20000,split,1084,1,32
20000,split,1090,859,12
20000,split,1101,859,8
20000,extinct,961,0,46
20000,extinct,1034,0,249
20000,extinct,1047,0,6
21000,split,1039,1,14
21000,split,1106,859,110
21000,split,1109,758,48
21000,split,1111,859,48
21000,extinct,758,0,46
22000,split,1132,859,79
22000,split,1136,1070,10
22000,split,1140,859,287
22000,split,1145,1106,16
22000,extinct,1056,0,5
22000,extinct,1083,0,18
22000,extinct,1101,0,8
23000,split,1152,1034,31
23000,extinct,1136,0,10
24000,split,1173,1,61
24000,extinct,1145,0,16
25000,split,1187,859,86
25000,split,1189,1174,45
25000,split,1190,1169,8
25000,split,1191,1132,42
25000,extinct,1090,0,6
25000,extinct,1140,0,58
26000,split,1215,1,27
27000,split,1235,1191,164
27000,merge,1173,1,22
28000,split,1251,1,172
28000,split,1255,1207,28
28000,split,1261,1207,19
28000,extinct,1132,0,45
28000,extinct,1189,0,8
29000,split,1268,859,5
29000,split,1269,859,174
29000,split,1275,1111,14
29000,split,1276,1177,10
29000,extinct,1109,0,5
29000,extinct,1190,0,8
30000,split,1289,1,35
30000,split,1295,1,42
30000,extinct,1084,0,10
30000,extinct,1268,0,5
31000,split,1326,1291,19
31000,split,1329,1039,8
31000,extinct,859,0,6
31000,extinct,1152,0,15
31000,extinct,1261,0,25
31000,extinct,1275,0,14
31000,extinct,1276,0,10
32000,split,1338,1273,19
32000,extinct,1039,0,6
32000,extinct,1191,0,13
33000,extinct,1329,0,5
34000,split,1333,1,10
34000,split,1357,1251,30
34000,split,1359,1106,46
34000,split,1360,1106,89
34000,extinct,1111,0,33
34000,extinct,1295,0,26
35000,split,1364,1106,15
35000,split,1365,1338,224
35000,split,1369,1269,7
35000,split,1371,1106,219
35000,extinct,1215,0,10
35000,extinct,1235,0,7
36000,split,1376,1,27
36000,split,1380,1338,21
36000,extinct,1338,0,20
37000,extinct,1326,0,32
37000,extinct,1380,0,21
38000,split,1401,1,362
38000,extinct,1333,0,8
38000,extinct,1369,0,24
39000,split,1429,1,13
39000,split,1433,1365,35
39000,extinct,1376,0,27
40000,split,1443,1371,245
40000,split,1448,1412,16
40000,split,1452,1371,23
40000,extinct,1371,0,7
41000,split,1457,1365,137
41000,split,1460,1269,14
41000,extinct,1255,0,14
42000,split,1468,1359,14
42000,extinct,1360,0,16
42000,extinct,1364,0,7
42000,extinct,1448,0,14
42000,extinct,1460,0,14
43000,split,1482,1,625
43000,split,1484,1,10
43000,split,1485,1475,87
43000,extinct,1359,0,13
43000,extinct,1429,0,23
44000,split,1504,1460,72
44000,split,1505,1457,10
44000,extinct,1452,0,8
45000,split,1525,1443,48
45000,extinct,1106,0,12
45000,extinct,1251,0,6
45000,extinct,1269,0,27
45000,extinct,1468,0,14
45000,extinct,1484,0,10
46000,split,1541,1504,19
46000,split,1542,1457,103
46000,split,1548,1484,22
46000,extinct,1187,0,10
46000,extinct,1357,0,6
46000,extinct,1401,0,6
46000,extinct,1433,0,9
46000,extinct,1482,0,625
46000,extinct,1485,0,33
47000,split,1560,1504,116
47000,split,1563,1457,13
47000,split,1569,1443,71
47000,split,1570,1457,12
47000,split,1573,1525,7
47000,split,1574,1443,13
47000,split,1575,1482,71
47000,extinct,1365,0,5
47000,extinct,1505,0,10
47000,extinct,1548,0,22
48000,extinct,1289,0,34
48000,extinct,1541,0,19
49000,extinct,1574,0,6
51000,split,1634,1457,540
52000,split,1642,1525,23
52000,extinct,1570,0,14
53000,extinct,1443,0,8
53000,extinct,1560,0,51
53000,extinct,1642,0,23
54000,split,1686,1569,11
54000,extinct,1504,0,31
54000,extinct,1542,0,5
54000,extinct,1573,0,51
55000,split,1694,1457,18
55000,split,1704,1575,74
56000,split,1715,1,841
56000,split,1717,1569,39
56000,split,1725,1696,5
56000,extinct,1525,0,6
56000,extinct,1686,0,11
57000,split,1733,1569,44
57000,split,1734,1569,93
57000,split,1736,1634,18
57000,split,1741,1569,278
57000,extinct,1694,0,18
58000,split,1767,1563,78
58000,split,1768,1569,8
58000,split,1772,1,69
58000,split,1777,1575,34
58000,extinct,1634,0,5
59000,split,1696,1,8
59000,extinct,1736,0,5
60000,split,1804,1569,15
60000,split,1808,1767,33
60000,split,1809,1569,83
60000,extinct,1569,0,10
60000,extinct,1575,0,8
60000,extinct,1768,0,8
61000,split,1769,1717,16
62000,split,1825,1,857
62000,split,1826,1715,295
62000,split,1827,1741,62
62000,split,1828,1704,87
62000,split,1830,1733,34
62000,extinct,1457,0,10
62000,extinct,1696,0,8
62000,extinct,1725,0,5
62000,extinct,1741,0,60
63000,split,1840,1563,46
