step,pop,grown,births,children,sexual,no_room,empty,deaths_hunger,deaths_broken,deaths_wear,cells_broken,contacts,plant_intake,meat_intake,kill_gain,scavenged,stay,forward,left,right,blocked,stalled,shoves,moved,turned,sense_used,mass_p10,mass_p50,mass_p90,size_mean,hard_mean,muscle_mean,sensor_mean,digestive_mean,side_mean,density_mean,speed_mean,tooth,born_tooth,fat_mean,on_fat,short,age_death_p50,age_death_p90,worn,cut_break,cut_wear,lineages,top_lineage,shapes,pop_cold,pop_mild,pop_hot,pop_dry,pop_moist,pop_wet,travel_p50,path_mean,grass,grass_grown,wood,algae,litter,carrion,air,soil_land,spent,matter,matter_err,burnt,land_temp,develops,ms_step,ms_world,ms_bodies,ms_lineage,ms_wall,pop_land,pop_surface,pop_bottom,light_share,density_p10,density_p50,density_p90,density_land,density_surface,density_bottom,algae_intake,detritus_intake,intake_land,intake_surface,intake_bottom,kills_land,kills_surface,kills_bottom,blocked_land,blocked_surface,blocked_bottom,no_room_land,no_room_surface,no_room_bottom,litter_sea,deaths_thirst,fill_land,fill_surface,fill_bottom,drinking_land,drinking_surface,drinking_bottom,open_land,open_surface,open_bottom,hard_land,hard_surface,hard_bottom,dry_air_p10,dry_air_p50,dry_air_p90,dry_ground_p10,dry_ground_p50,dry_ground_p90,pool_share,deaths_suffocation,breath_land,breath_surface,breath_bottom,inhaling_land,inhaling_surface,inhaling_bottom,breed_land,breed_surface,breed_bottom,share_land,share_surface,share_bottom,store_land,store_surface,store_bottom,fat_fill
21000,9349,3822,34775,58329,46554,23183,371,24514,3716,4,289029,3555485,22974.462,10368.412,0.3493,4058.480,0.040,0.791,0.109,0.061,0.501,0.350,1520,0.1393,0.7638,0.134,12.5,28.8,46.9,24.80,0.38,9.30,0.82,14.30,6.50,1.316,0.305,0.019,0.022,9.073,0.451,0.0029,175,640,1908,17231,739,16,0.489,4901,46,918,8385,435,1329,7585,7.52,32.11,7912,11.5349,66838,4232,151532,614.1,-0.0,903901,17.300,2630837.750,2.66e-14,0.00269,8.53,22396,23.820,1.445,21.894,0.481,23.821,2834,3032,3483,0.3900,0.999,1.051,1.999,1.405,0.988,1.529,8994.142,6584.287,10068.885,8829.654,8134.404,2267.523,755.911,3286.498,0.489,0.579,0.447,0.432,0.326,0.416,3061,7704,0.5038,1.0000,1.0000,0.1028,0.9999,0.9999,0.8487,1.1493,1.1126,0.0287,0.0062,0.0124,0.0000,0.0000,0.9094,0.0740,0.6577,0.9451,0.00251,689,0.9997,0.8647,0.9338,0.9925,0.0505,0.0548,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0744
22000,9889,3699,35519,64094,53700,28157,418,21574,3025,7,274205,3297401,24093.935,10352.831,0.3337,4634.266,0.034,0.773,0.130,0.062,0.511,0.337,1606,0.1222,0.7585,0.141,12.0,28.0,47.9,24.79,0.52,8.69,0.81,14.76,6.39,1.283,0.296,0.019,0.024,8.813,0.451,0.0028,154,630,2103,16298,908,14,0.642,5263,17,1152,8720,518,1318,8053,7.25,32.96,8322,13.0473,66899,3562,146171,824.9,-0.0,909812,15.855,2630837.750,1.63e-14,0.00118,31.86,22537,22.367,1.430,20.402,0.535,22.367,2962,3312,3615,0.3964,0.984,1.037,1.999,1.371,0.986,1.483,9608.938,5858.557,11826.506,9422.568,7479.127,2138.318,902.308,2677.939,0.499,0.574,0.462,0.507,0.353,0.416,2885,9274,0.4922,0.9999,0.9999,0.1040,1.0000,0.9999,0.8179,1.1317,1.0701,0.0385,0.0115,0.0133,0.0000,0.7820,0.9505,0.1297,0.7226,0.9534,0.00249,1099,0.9993,0.8640,0.9127,0.9949,0.0564,0.0578,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0745
23000,11204,4035,37455,66443,55483,28579,409,23466,3080,7,257292,3295527,24688.967,10135.831,0.3443,4599.744,0.027,0.762,0.152,0.060,0.492,0.354,1398,0.1128,0.7661,0.135,13.4,28.2,49.7,26.46,0.66,8.58,0.82,16.40,6.43,1.244,0.291,0.023,0.026,8.506,0.435,0.0029,161,606,1911,12670,689,13,0.687,5741,40,1093,10071,890,2359,7955,7.75,34.26,8670,14.7720,66988,3391,140808,933.6,0.0,914521,16.733,2630837.750,5.49e-15,0.00036,11.13,24605,25.645,1.533,23.459,0.653,25.645,4764,3305,3135,0.4264,0.959,1.031,1.998,1.295,0.986,1.439,9167.309,5546.667,13361.223,9028.918,6898.569,2390.583,696.762,2448.742,0.499,0.559,0.424,0.532,0.285,0.329,2528,8330,0.4383,0.9999,1.0000,0.0854,1.0000,0.9999,0.8096,1.0846,1.0985,0.0411,0.0091,0.0115,0.0000,0.0000,0.7341,0.2065,0.6514,0.9419,0.00249,1257,0.9994,0.8597,0.9051,0.9948,0.0551,0.0542,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0682
24000,7962,3519,33969,64208,54949,29901,338,22504,2612,4,254922,2916996,24582.045,10729.992,0.3041,5885.630,0.022,0.755,0.164,0.059,0.466,0.364,1464,0.1654,0.7459,0.133,14.0,28.5,50.8,27.57,0.78,9.60,1.22,15.97,6.49,1.198,0.319,0.034,0.037,9.358,0.479,0.0029,165,617,1953,11649,652,12,0.745,4213,95,1004,6863,537,969,6456,8.39,40.67,6231,11.8408,67076,3362,134430,661.7,0.0,926065,17.334,2630837.750,1.13e-14,0.00005,20.30,22506,23.289,1.457,21.545,0.286,23.289,2349,2971,2642,0.4616,0.980,1.011,1.999,1.231,0.987,1.406,8736.008,4861.932,16095.306,8579.743,5792.627,2377.608,576.165,1890.589,0.496,0.530,0.369,0.587,0.269,0.288,2451,11225,0.4600,1.0000,1.0000,0.0777,1.0000,1.0000,0.7313,1.0597,1.0399,0.0548,0.0103,0.0167,0.0000,0.4606,0.9382,0.0748,0.6367,0.9467,0.00249,866,0.9995,0.8275,0.8874,0.9957,0.0587,0.0582,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0742
25000,8465,3270,29588,45742,37548,15946,208,19805,1835,10,197277,2445817,20950.520,6446.090,0.2884,2889.605,0.020,0.757,0.167,0.056,0.461,0.365,1020,0.1378,0.7535,0.127,14.5,28.9,50.6,28.44,0.87,9.44,1.11,17.01,6.59,1.152,0.308,0.045,0.051,8.634,0.440,0.0030,167,643,1962,9509,659,11,0.756,4448,276,1131,7058,630,1081,6754,8.62,41.52,7847,12.8470,67245,3030,128887,678.2,-0.0,930695,15.221,2630837.750,1.38e-14,0.00021,32.07,15536,19.354,1.442,17.642,0.270,19.354,3220,2920,2325,0.4740,0.964,1.010,1.988,1.195,0.988,1.298,8671.867,4618.421,9862.549,8522.080,5455.497,1673.725,510.206,1372.554,0.491,0.525,0.356,0.444,0.251,0.263,2355,6420,0.4673,1.0000,0.9990,0.0967,1.0000,1.0000,0.7373,1.0503,1.0206,0.0534,0.0103,0.0151,0.0000,0.7074,0.9404,0.2658,0.6475,0.9625,0.00249,1015,0.9995,0.8110,0.8742,0.9977,0.0618,0.0613,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0680
26000,7202,2867,29268,48588,41169,19097,223,19513,1403,7,181607,2346129,21271.251,6728.219,0.2696,3668.407,0.023,0.744,0.180,0.053,0.461,0.365,739,0.1545,0.7448,0.132,14.9,28.0,50.8,28.57,0.83,9.63,1.14,16.97,6.70,1.094,0.316,0.041,0.044,9.112,0.474,0.0030,162,619,1914,7241,574,14,0.835,3643,125,989,6088,655,991,5556,9.30,44.63,6773,10.9763,67198,2831,124960,602.3,-0.0,937438,15.326,2630837.750,1.42e-14,0.00002,11.77,15732,19.112,1.448,17.502,0.162,19.113,2416,2803,1983,0.4757,0.973,1.009,1.237,1.136,0.986,1.197,8554.950,4127.356,11698.065,8392.072,4849.520,1696.664,475.656,887.492,0.523,0.501,0.337,0.517,0.229,0.253,2301,8486,0.4719,0.9999,0.9998,0.0903,0.9999,1.0000,0.7418,1.0452,1.0065,0.0546,0.0106,0.0148,0.0000,0.0000,0.8570,0.1182,0.6323,0.9779,0.00253,1122,0.9996,0.8133,0.8336,0.9981,0.0638,0.0730,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0709
27000,7515,3040,26996,42663,35381,15424,243,17996,1402,8,178157,2172172,19928.592,5744.545,0.2685,2755.137,0.019,0.759,0.176,0.045,0.457,0.364,931,0.1428,0.7461,0.122,15.8,28.5,52.3,29.15,0.65,10.22,1.14,17.14,6.78,1.100,0.324,0.032,0.035,9.196,0.468,0.0030,161,606,1768,6504,481,13,0.772,3898,66,1111,6338,506,1152,5857,8.76,41.02,6302,10.2586,67189,2956,122089,534.0,-0.0,941866,14.006,2630837.750,6.02e-15,0.00005,35.39,13568,17.722,1.448,16.102,0.172,17.724,2561,2829,2125,0.4627,0.990,1.013,1.267,1.136,0.990,1.204,8398.757,4094.530,9708.245,8269.316,4706.167,1610.050,443.109,936.249,0.514,0.493,0.345,0.497,0.224,0.225,2340,6118,0.4756,0.9999,1.0000,0.1113,0.9999,1.0000,0.7451,1.0328,1.0142,0.0385,0.0071,0.0162,0.0000,0.8017,0.9668,0.0713,0.6747,0.9954,0.00252,1159,0.9998,0.7648,0.8510,0.9978,0.0627,0.0717,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0698
28000,7637,2935,28806,46136,38689,17097,233,18670,1519,4,176572,2152176,20436.019,5994.825,0.2747,2963.172,0.018,0.750,0.185,0.047,0.447,0.372,735,0.1432,0.7510,0.122,15.4,27.5,52.2,29.38,0.53,9.64,1.13,18.08,6.81,1.091,0.314,0.030,0.034,8.686,0.464,0.0031,152,588,1655,6573,442,14,0.823,3861,33,1253,6351,406,1442,5789,9.50,43.54,6012,10.3748,67191,2779,119174,810.2,-0.0,945834,14.422,2630837.750,7.43e-15,0.00038,20.43,14831,17.791,1.435,16.195,0.162,17.792,2646,2798,2193,0.4685,0.987,1.010,1.219,1.142,0.991,1.158,8686.939,4394.991,9626.829,8539.659,5232.702,1527.513,420.758,1083.382,0.483,0.487,0.361,0.492,0.233,0.285,2097,7166,0.4698,1.0000,0.9999,0.1168,0.9999,0.9998,0.7234,1.0434,1.0297,0.0279,0.0080,0.0150,0.0000,0.1419,0.9069,0.2078,0.6834,0.9884,0.00251,1325,0.9999,0.7939,0.8402,0.9967,0.0632,0.0731,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0664
29000,7655,3114,26563,44687,37499,17933,191,18195,1072,3,153350,2006763,20411.161,5821.405,0.2713,3221.179,0.027,0.740,0.182,0.051,0.441,0.376,651,0.1379,0.7414,0.123,17.3,29.2,54.7,31.07,0.87,9.66,1.22,19.32,6.81,1.088,0.303,0.028,0.034,9.473,0.459,0.0031,165,608,1550,5635,367,15,0.893,3859,44,1253,6358,618,1365,5672,8.61,41.67,4847,9.7397,67143,2950,116001,759.4,-0.0,951337,14.222,2630837.750,1.43e-14,0.00005,15.85,14496,18.105,1.454,16.480,0.171,18.106,2859,2797,1999,0.4705,0.969,1.012,1.242,1.116,0.988,1.188,8320.362,4092.869,10784.719,8180.356,4667.264,1408.028,397.237,794.961,0.493,0.469,0.344,0.551,0.199,0.249,2212,6199,0.4390,0.9998,0.9998,0.1091,1.0000,0.9999,0.6791,1.0077,1.0212,0.0501,0.0072,0.0120,0.0000,0.0254,0.9220,0.0753,0.6429,0.9601,0.00254,1076,0.9995,0.7856,0.8526,0.9980,0.0652,0.0773,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0675
30000,7349,2611,25473,39794,32512,14111,210,17441,1313,5,155809,1841676,18346.973,5338.460,0.2830,2582.512,0.021,0.744,0.179,0.056,0.419,0.389,685,0.1448,0.7468,0.121,15.8,28.0,50.4,28.99,0.58,9.32,1.27,17.82,6.79,1.083,0.297,0.020,0.022,8.853,0.443,0.0031,163,623,1536,5938,359,11,0.833,3764,86,714,6549,695,1134,5520,10.21,49.78,6038,10.3117,67231,2766,111605,484.9,-0.0,956186,13.742,2630837.750,3.54e-15,0.00012,32.73,13253,16.880,1.438,15.285,0.157,16.902,2729,2621,1999,0.5033,0.949,1.000,1.261,1.096,0.989,1.190,7838.665,4024.147,8495.898,7709.583,4724.003,1344.680,364.650,1046.618,0.465,0.432,0.356,0.470,0.202,0.310,2137,5943,0.4420,0.9996,0.9997,0.1082,1.0000,0.9998,0.7893,1.0363,1.0267,0.0301,0.0097,0.0175,0.0000,0.7707,0.9424,0.2766,0.6696,0.9520,0.00248,1077,0.9996,0.8387,0.8506,0.9981,0.0685,0.0665,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0667
31000,8100,2782,28059,46359,38598,18063,237,17353,1740,3,189435,1916564,19802.004,6597.180,0.2872,3197.009,0.018,0.747,0.170,0.065,0.424,0.385,759,0.1337,0.7388,0.123,14.6,29.6,56.4,30.34,0.63,9.96,1.17,18.58,6.80,1.102,0.302,0.037,0.040,8.459,0.392,0.0030,154,584,1582,7236,476,8,0.921,4179,1017,1087,5996,782,1382,5936,10.07,47.13,7040,12.7924,67151,2646,108554,811.0,-0.0,958624,13.527,2630837.750,1.42e-14,0.00005,7.71,15514,18.000,1.430,16.390,0.180,18.001,3823,2382,1895,0.4316,0.960,1.026,1.289,1.105,0.985,1.241,7543.154,3927.075,10933.818,7410.539,4654.656,1715.167,488.149,1196.856,0.496,0.420,0.349,0.483,0.228,0.348,2158,7391,0.4183,1.0000,0.9997,0.0984,1.0000,0.9999,0.7659,1.0396,1.0500,0.0303,0.0074,0.0122,0.0000,0.0000,0.7667,0.1974,0.6396,0.9443,0.00249,821,0.9991,0.8475,0.8759,0.9982,0.0664,0.0715,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0629
32000,6441,2548,26314,50829,43785,24066,449,16750,1581,3,186187,1929776,19396.802,7401.730,0.2706,4252.486,0.018,0.748,0.173,0.061,0.434,0.379,1047,0.1604,0.7303,0.121,16.8,29.4,53.6,30.34,0.55,10.35,1.51,17.93,6.82,1.090,0.317,0.021,0.024,9.315,0.441,0.0030,157,577,1592,7165,427,7,0.833,3284,466,686,5289,438,749,5254,10.82,49.72,5885,10.1536,67081,2854,105867,434.4,-0.0,965092,13.491,2630837.750,4.78e-15,0.00001,26.07,16971,17.803,1.431,16.261,0.111,17.804,1976,2549,1916,0.4645,0.990,1.018,1.285,1.139,0.987,1.178,7160.170,3719.624,12330.368,7064.409,4254.511,1786.881,430.494,931.869,0.515,0.434,0.334,0.614,0.199,0.241,2278,8830,0.5261,1.0000,0.9996,0.0770,1.0000,0.9999,0.7533,1.0493,1.0586,0.0273,0.0098,0.0175,0.0000,0.6305,0.9539,0.0885,0.6892,0.9523,0.00252,809,0.9989,0.8661,0.8778,0.9978,0.0659,0.0720,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0689
33000,7357,2794,25058,43091,36148,17725,308,16853,1382,5,173863,1841553,19096.157,6020.815,0.2692,3095.800,0.022,0.740,0.174,0.064,0.429,0.383,678,0.1378,0.7305,0.130,17.8,30.5,57.9,33.29,0.53,10.04,1.48,21.24,6.95,1.076,0.300,0.018,0.019,9.306,0.449,0.0031,170,610,1410,7155,357,7,0.813,3787,45,925,6387,644,1480,5233,9.10,43.66,5384,10.6047,67077,2635,103732,573.3,-0.0,967755,13.440,2630837.750,3.06e-14,0.00025,17.88,13497,16.801,1.424,15.235,0.142,16.801,3119,2347,1891,0.4748,0.940,1.010,1.283,1.087,0.990,1.164,7202.611,3833.900,10533.168,7091.457,4567.332,1444.462,477.699,1002.854,0.487,0.446,0.347,0.537,0.236,0.278,2154,5067,0.4356,1.0000,0.9996,0.0883,1.0000,1.0000,0.7098,1.0328,1.0502,0.0216,0.0079,0.0128,0.0000,0.2415,0.8907,0.2106,0.7394,0.9581,0.00249,835,0.9992,0.8484,0.8702,0.9978,0.0652,0.0714,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0647
34000,6829,2800,23683,44418,37433,20502,233,16597,1406,5,177583,1809145,18434.605,6036.590,0.2732,3004.151,0.019,0.752,0.173,0.056,0.425,0.384,727,0.1491,0.7344,0.127,15.6,29.5,53.5,31.04,0.46,9.86,1.26,19.46,6.87,1.069,0.308,0.018,0.019,9.711,0.463,0.0031,171,628,1539,7156,361,7,0.888,3424,45,717,6067,442,1190,5197,8.81,42.44,5410,10.2754,67025,2702,101613,604.0,0.0,971243,13.203,2630837.750,7.61e-15,0.00041,10.03,13949,16.441,1.433,14.892,0.115,16.441,2547,2415,1867,0.4999,0.953,1.001,1.285,1.077,0.991,1.157,7282.199,3796.288,9843.131,7174.082,4421.542,1719.892,433.803,878.745,0.501,0.439,0.327,0.632,0.186,0.234,2138,5206,0.3838,0.9997,0.9997,0.0880,1.0000,1.0000,0.7239,1.0488,1.0828,0.0223,0.0073,0.0115,0.0000,0.0368,0.9190,0.0601,0.6543,0.9411,0.00249,997,0.9997,0.8246,0.8732,0.9985,0.0636,0.0654,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0712
35000,7638,2736,24942,40706,34014,15538,226,16128,1352,4,172627,1797789,18307.540,5706.105,0.2670,2825.498,0.020,0.760,0.167,0.054,0.428,0.383,806,0.1300,0.7326,0.128,16.5,31.4,57.2,32.57,0.71,9.51,1.35,21.01,6.86,1.087,0.287,0.021,0.021,9.131,0.420,0.0031,159,598,1434,6734,396,5,0.847,3836,51,1112,6475,563,1703,5372,9.52,45.23,7892,13.0869,67185,2775,99502,655.2,-0.0,971244,12.745,2630837.750,1.77e-15,0.00001,33.64,13406,15.862,1.421,14.292,0.149,15.863,3568,2174,1896,0.4552,0.936,1.018,1.317,1.099,0.990,1.174,7306.919,3876.107,9412.423,7193.913,4526.702,1503.810,498.472,878.325,0.492,0.442,0.347,0.510,0.203,0.249,2087,5730,0.4605,1.0000,0.9999,0.0962,1.0000,1.0000,0.7131,1.0397,1.0886,0.0307,0.0080,0.0163,0.0000,0.8076,0.9496,0.1593,0.6856,0.9442,0.00252,919,0.9995,0.8301,0.8720,0.9976,0.0649,0.0640,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0640
36000,7615,3047,29213,55618,47572,26180,225,18546,1527,7,205632,2208544,22643.406,8177.892,0.2726,4675.063,0.027,0.742,0.174,0.058,0.453,0.371,838,0.1399,0.7086,0.136,17.0,31.4,56.5,31.80,0.85,10.31,1.25,19.39,6.86,1.109,0.303,0.025,0.028,9.248,0.464,0.0030,166,602,1495,8048,332,6,0.832,3922,79,971,6565,714,899,6002,8.94,40.98,4948,10.6503,67278,2782,96690,731.5,-0.0,978597,15.399,2630837.750,1.42e-15,0.00003,11.63,17520,19.507,1.430,17.921,0.156,19.508,2539,2772,2304,0.4372,1.000,1.035,1.343,1.161,0.990,1.194,7859.502,4145.022,14725.542,7753.172,4839.757,1869.784,591.083,1041.962,0.529,0.443,0.367,0.603,0.224,0.269,2180,8269,0.4289,1.0000,0.9998,0.0695,1.0000,1.0000,0.7271,1.0087,1.0854,0.0491,0.0093,0.0163,0.0000,0.0000,0.7605,0.2323,0.6312,0.9481,0.00248,887,0.9990,0.7916,0.8941,0.9981,0.0616,0.0671,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0632
37000,7045,2739,24052,37161,30043,12932,177,17043,1285,5,177433,1782262,17889.666,5432.189,0.2677,2463.109,0.027,0.761,0.153,0.059,0.416,0.395,889,0.1429,0.7239,0.127,17.1,31.7,56.0,31.81,0.84,10.56,1.29,19.12,6.84,1.111,0.309,0.037,0.043,9.211,0.430,0.0032,174,663,1453,7321,360,7,0.801,3634,275,1293,5477,549,993,5503,9.60,42.39,6428,10.8649,67318,2965,94267,517.2,-0.0,980875,13.304,2630837.750,2.50e-14,0.00034,24.14,11807,16.067,1.426,14.510,0.132,16.068,2620,2520,1905,0.4678,0.989,1.018,1.374,1.137,0.990,1.236,7521.466,3936.660,8296.101,7403.929,4652.745,1363.248,559.730,1046.101,0.470,0.437,0.345,0.474,0.212,0.258,2189,5233,0.4729,1.0000,0.9999,0.1076,1.0000,1.0000,0.7296,1.0062,1.0800,0.0513,0.0045,0.0148,0.0000,0.5925,0.9406,0.0727,0.6308,0.9610,0.00253,1056,0.9991,0.8162,0.8911,0.9978,0.0625,0.0706,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0641
38000,7312,2936,25520,39964,32194,14274,170,17015,1520,2,193893,1908988,18959.114,6085.747,0.2699,2815.266,0.033,0.757,0.154,0.056,0.430,0.387,870,0.1377,0.7188,0.127,16.6,32.0,57.5,31.45,0.93,9.97,1.24,19.30,6.81,1.139,0.295,0.043,0.048,9.419,0.444,0.0031,171,606,1379,8745,369,8,0.803,3690,187,1145,5980,542,1090,5680,9.30,40.71,7052,10.9702,67394,2670,92727,546.0,-0.0,982617,13.340,2630837.750,1.19e-14,0.00056,31.31,12524,16.500,1.418,14.944,0.139,16.501,2547,2646,2119,0.4378,0.990,1.035,1.446,1.194,0.988,1.261,8004.595,4003.972,9023.043,7889.531,4861.806,1440.017,645.531,1184.934,0.481,0.453,0.350,0.465,0.227,0.316,2107,5735,0.4352,1.0000,0.9996,0.0992,0.9999,1.0000,0.6870,1.0338,1.0828,0.0574,0.0063,0.0153,0.0000,0.6305,0.9489,0.2137,0.6664,0.9851,0.00255,981,0.9982,0.8176,0.8881,0.9978,0.0648,0.0735,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0646
39000,7392,2927,24095,39095,31988,14802,198,16136,1418,6,185183,1928076,19236.342,5908.584,0.2648,2843.387,0.034,0.761,0.151,0.055,0.444,0.374,783,0.1328,0.7110,0.125,16.8,32.1,56.0,32.56,0.64,11.38,1.46,19.08,6.94,1.109,0.318,0.031,0.033,9.342,0.439,0.0030,176,640,1443,8426,483,9,0.825,3752,40,955,6397,662,922,5808,9.65,39.88,6732,9.9303,67292,3122,92269,711.0,-0.0,984847,13.404,2630837.750,2.14e-14,0.00002,12.25,11902,16.488,1.460,14.895,0.132,16.488,2328,2696,2368,0.4763,0.984,1.012,1.424,1.129,0.990,1.225,8166.738,4200.141,9084.140,8046.257,4949.333,1266.215,679.521,1119.461,0.488,0.483,0.358,0.524,0.233,0.246,2189,5459,0.4337,1.0000,1.0000,0.1117,1.0000,1.0000,0.7668,0.9988,1.0434,0.0385,0.0057,0.0137,0.0000,0.0000,0.8605,0.0798,0.6400,0.9913,0.00256,996,0.9986,0.7866,0.8638,0.9969,0.0598,0.0637,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0651
40000,7710,2914,27496,45872,38446,18175,201,16605,1550,1,205423,2065415,20886.448,6962.108,0.2616,3603.625,0.030,0.761,0.145,0.064,0.456,0.366,896,0.1297,0.7174,0.128,16.3,31.4,54.0,30.94,0.45,11.09,1.31,18.09,6.85,1.142,0.319,0.019,0.021,9.334,0.427,0.0030,152,600,1530,9460,428,9,0.792,3886,31,1354,6325,440,1224,6046,9.30,37.84,6350,10.3146,67306,3101,91675,663.8,-0.0,987239,13.427,2630837.750,1.56e-14,0.00017,36.36,14306,17.385,1.418,15.813,0.155,17.407,2268,2859,2583,0.4476,1.000,1.035,1.445,1.174,0.991,1.281,8861.984,4659.751,10066.630,8747.069,5676.374,1290.020,636.596,1431.867,0.467,0.500,0.398,0.521,0.243,0.314,2206,7668,0.5347,1.0000,1.0000,0.1223,1.0000,1.0000,0.8070,0.9866,1.1030,0.0303,0.0037,0.0125,0.0000,0.8097,0.9647,0.1084,0.6726,0.9866,0.00256,1354,0.9991,0.7587,0.8818,0.9971,0.0586,0.0674,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0659
41000,7074,3208,26264,41193,33426,14734,195,17946,1557,6,225238,2232660,20059.991,6772.213,0.2708,2959.568,0.034,0.771,0.136,0.058,0.459,0.364,879,0.1509,0.7159,0.137,16.8,32.0,55.2,31.65,0.60,11.59,1.37,18.09,6.84,1.149,0.325,0.028,0.032,9.987,0.464,0.0030,172,618,1429,10837,326,9,0.748,3625,59,1013,6002,279,1012,5783,9.52,37.54,6730,10.7350,67320,3076,90439,537.2,-0.0,989460,14.584,2630837.750,1.77e-14,0.00048,15.95,13347,18.425,1.464,16.832,0.129,18.426,2069,2740,2265,0.4502,0.998,1.027,1.451,1.220,0.990,1.277,8608.170,4275.855,9402.443,8474.763,5142.353,1875.774,631.932,1304.940,0.490,0.486,0.400,0.460,0.217,0.308,2339,6312,0.5050,1.0000,1.0000,0.0984,1.0000,1.0000,0.7766,0.9659,1.0819,0.0374,0.0064,0.0183,0.0000,0.0000,0.8419,0.2526,0.6592,0.9613,0.00253,1079,0.9983,0.7431,0.8576,0.9979,0.0557,0.0647,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0698
42000,7814,3102,27897,48367,40485,20040,430,16938,1616,4,218961,2123426,20686.366,7229.840,0.2642,3614.083,0.033,0.760,0.148,0.058,0.446,0.375,814,0.1352,0.7244,0.139,13.2,32.0,56.1,31.96,0.59,10.79,1.13,19.45,6.86,1.148,0.310,0.031,0.036,9.590,0.463,0.0029,159,629,1577,12828,451,9,0.753,3965,153,909,6752,781,1166,5867,9.74,39.18,7138,12.2342,67268,3105,89386,711.8,-0.0,990786,13.844,2630837.750,2.83e-15,0.00006,16.82,14971,18.122,1.418,16.545,0.159,18.123,2779,2591,2444,0.4459,0.974,1.023,1.488,1.158,0.988,1.307,8261.086,4239.161,10972.243,8133.055,5195.151,1748.112,623.157,1244.488,0.487,0.475,0.379,0.550,0.224,0.245,2455,7071,0.3928,1.0000,0.9999,0.0961,1.0000,0.9999,0.7236,0.9722,1.1174,0.0333,0.0053,0.0132,0.0000,0.1603,0.9333,0.1028,0.6443,0.9489,0.00254,1528,0.9990,0.7621,0.8880,0.9961,0.0653,0.0616,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0681
43000,8172,2996,28737,47010,38877,18055,218,17285,1564,1,221061,1973362,21168.699,7306.820,0.2626,3678.277,0.035,0.769,0.132,0.064,0.414,0.397,895,0.1367,0.7150,0.131,11.8,31.8,57.7,31.23,0.79,10.44,1.21,18.79,6.82,1.161,0.304,0.041,0.047,8.953,0.438,0.0030,155,614,1525,12872,549,10,0.700,4219,567,787,6818,806,1252,6114,11.39,42.01,7355,12.8845,67302,2834,88195,724.5,-0.0,992610,14.059,2630837.750,3.54e-15,0.00000,28.99,15167,18.394,1.420,16.789,0.185,18.394,3240,2508,2424,0.4093,0.983,1.042,1.497,1.191,0.989,1.300,7875.558,4270.938,12027.184,7778.556,5041.237,1882.768,548.045,1197.730,0.471,0.449,0.324,0.502,0.202,0.225,2379,8378,0.4352,1.0000,1.0000,0.0875,1.0000,1.0000,0.7429,0.9846,1.1245,0.0437,0.0061,0.0197,0.0000,0.6894,0.9354,0.2576,0.7183,0.9491,0.00250,1151,0.9992,0.7605,0.8789,0.9983,0.0660,0.0587,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0638
