step,pop,grown,births,children,sexual,no_room,empty,deaths_hunger,deaths_broken,deaths_wear,cells_broken,contacts,plant_intake,meat_intake,kill_gain,scavenged,stay,forward,left,right,blocked,stalled,shoves,moved,turned,sense_used,mass_p10,mass_p50,mass_p90,size_mean,hard_mean,muscle_mean,sensor_mean,digestive_mean,side_mean,density_mean,speed_mean,tooth,born_tooth,fat_mean,on_fat,short,age_death_p50,age_death_p90,worn,cut_break,cut_wear,lineages,top_lineage,shapes,pop_cold,pop_mild,pop_hot,pop_dry,pop_moist,pop_wet,travel_p50,path_mean,grass,grass_grown,wood,algae,litter,carrion,air,soil_land,spent,matter,matter_err,burnt,land_temp,develops,ms_step,ms_world,ms_bodies,ms_lineage,ms_wall,pop_land,pop_surface,pop_bottom,light_share,density_p10,density_p50,density_p90,density_land,density_surface,density_bottom,algae_intake,detritus_intake,intake_land,intake_surface,intake_bottom,kills_land,kills_surface,kills_bottom,blocked_land,blocked_surface,blocked_bottom,no_room_land,no_room_surface,no_room_bottom,litter_sea,deaths_thirst,fill_land,fill_surface,fill_bottom,drinking_land,drinking_surface,drinking_bottom,open_land,open_surface,open_bottom,hard_land,hard_surface,hard_bottom,dry_air_p10,dry_air_p50,dry_air_p90,dry_ground_p10,dry_ground_p50,dry_ground_p90,pool_share,deaths_suffocation,breath_land,breath_surface,breath_bottom,inhaling_land,inhaling_surface,inhaling_bottom,breed_land,breed_surface,breed_bottom,share_land,share_surface,share_bottom,store_land,store_surface,store_bottom,fat_fill
22000,9960,3383,33207,58789,47932,25402,180,23007,2612,5,295780,3166604,23416.633,10308.062,0.3105,4568.142,0.063,0.822,0.085,0.030,0.495,0.354,1763,0.1201,0.7291,0.124,14.7,32.0,57.7,29.03,0.81,9.76,0.38,18.08,6.56,1.167,0.285,0.039,0.050,8.430,0.437,0.0031,181,611,1102,13794,277,15,0.333,5838,47,1071,8842,676,1947,7337,9.00,26.30,8135,12.5742,67016,4136,143554,692.6,-0.0,917681,16.617,2631002.543,2.65e-15,0.00015,31.86,19571,16.054,1.319,14.393,0.343,16.054,3676,3163,3121,0.3710,0.972,1.054,1.603,1.289,0.980,1.211,8982.218,6076.755,11504.078,8837.138,7643.560,2329.795,1487.685,1922.439,0.501,0.498,0.488,0.545,0.297,0.407,2960,7476,0.4826,1.0000,0.9999,0.1006,1.0000,1.0000,0.7799,1.1036,1.0063,0.0321,0.0281,0.0219,0.0000,0.7820,0.9505,0.1297,0.7226,0.9534,0.00249,1199,0.9991,0.8992,0.8533,0.9980,0.0533,0.0680,0.1081,0.1103,0.1094,0.4499,0.5237,0.4857,5.5159,5.3496,5.5838,0.0567
23000,9762,3298,36575,60008,47165,23203,230,25062,2793,6,326140,3295003,24342.588,10095.270,0.3012,3955.317,0.063,0.813,0.091,0.033,0.490,0.359,1884,0.1288,0.7340,0.124,15.0,32.0,56.0,27.62,0.68,9.38,0.48,17.09,6.46,1.200,0.288,0.042,0.056,8.089,0.422,0.0032,180,575,1260,14642,285,16,0.299,5565,50,1454,8258,668,1700,7394,9.85,27.55,8969,13.8233,67101,3628,138319,724.6,-0.0,923571,17.459,2631002.543,1.40e-14,0.00018,11.13,20183,16.759,1.298,15.118,0.343,16.759,3751,3095,2916,0.3754,0.980,1.064,1.663,1.374,0.982,1.207,9530.164,6041.789,11463.836,9380.386,7453.683,3015.115,1442.402,1682.436,0.502,0.507,0.457,0.489,0.271,0.351,2656,7501,0.4859,1.0000,0.9997,0.0891,1.0000,1.0000,0.8315,1.1103,1.0010,0.0318,0.0197,0.0189,0.0000,0.0000,0.7341,0.2065,0.6514,0.9419,0.00249,1411,0.9995,0.9220,0.8572,0.9984,0.0535,0.0719,0.1075,0.1105,0.1096,0.4333,0.5217,0.4804,5.5937,5.3853,5.6347,0.0555
24000,10379,3848,39344,72965,60334,33368,253,24851,2615,6,318692,3421484,27498.795,11597.256,0.3022,5576.982,0.074,0.795,0.094,0.038,0.492,0.360,1822,0.1216,0.7253,0.151,15.3,32.0,57.2,28.81,0.73,9.23,0.58,18.27,6.55,1.177,0.280,0.043,0.054,8.575,0.446,0.0030,176,576,1302,13510,291,17,0.255,5935,185,1074,9120,1150,1684,7545,8.25,25.30,6303,13.5309,67187,3912,132688,956.1,-0.0,932723,17.997,2631002.543,1.20e-14,0.00037,20.30,24375,19.697,1.335,17.961,0.401,19.697,4191,3174,3014,0.3816,0.973,1.048,1.644,1.314,0.983,1.190,9227.848,5965.721,16748.804,9078.932,7248.042,3201.250,1439.112,1379.912,0.524,0.497,0.450,0.579,0.266,0.328,2598,10056,0.4055,1.0000,0.9997,0.0727,1.0000,1.0000,0.7786,1.1368,1.0266,0.0351,0.0128,0.0216,0.0000,0.4606,0.9382,0.0748,0.6367,0.9467,0.00249,1199,0.9995,0.9133,0.8392,0.9979,0.0553,0.0743,0.1082,0.1100,0.1097,0.4430,0.5290,0.4860,5.7145,5.4362,5.6283,0.0544
25000,9521,3348,33088,52228,40575,18984,156,23596,2438,8,267152,3040447,22399.660,8723.350,0.3017,3685.806,0.069,0.798,0.099,0.034,0.488,0.360,1850,0.1230,0.7375,0.122,13.6,31.2,56.3,28.13,0.72,9.55,0.55,17.31,6.59,1.144,0.299,0.043,0.055,8.190,0.436,0.0032,186,631,1302,16288,294,17,0.264,5540,241,1393,7887,562,1252,7707,8.39,26.35,8836,12.8310,67357,3694,127539,714.6,-0.0,938210,16.916,2631002.543,1.89e-14,0.00001,32.07,17348,16.069,1.307,14.419,0.342,16.069,3001,3353,3167,0.4212,0.961,1.031,1.636,1.283,0.980,1.186,9779.964,6021.820,8942.401,9642.464,7500.601,1889.032,1717.130,1431.382,0.482,0.510,0.466,0.463,0.282,0.351,2528,6634,0.4270,1.0000,0.9997,0.0984,1.0000,1.0000,0.7976,1.1460,1.0342,0.0418,0.0125,0.0194,0.0000,0.7074,0.9404,0.2658,0.6475,0.9625,0.00249,1270,0.9995,0.9383,0.8451,0.9992,0.0533,0.0681,0.1109,0.1093,0.1089,0.4475,0.5397,0.4918,5.5112,5.4959,5.6211,0.0572
26000,11226,3574,36059,61570,49972,25299,212,23402,2421,2,290093,3212401,25155.786,9697.623,0.2996,4265.405,0.067,0.793,0.104,0.036,0.506,0.351,1567,0.0995,0.7352,0.129,14.6,32.2,59.0,28.81,0.93,9.18,0.39,18.31,6.56,1.173,0.277,0.042,0.055,8.015,0.413,0.0031,176,582,1335,15368,354,14,0.502,6497,271,1958,8997,984,1879,8363,7.04,24.12,8666,14.0353,67300,3796,125098,1103.3,-0.0,941222,16.624,2631002.543,1.84e-14,0.00033,11.77,20613,16.859,1.308,15.059,0.491,16.859,4643,3458,3125,0.3699,0.969,1.051,1.673,1.314,0.979,1.178,9925.104,5799.507,12270.263,9772.076,7378.852,2512.109,1565.597,1354.512,0.514,0.526,0.476,0.518,0.291,0.370,2583,7218,0.4153,0.9997,0.9997,0.0988,0.9999,1.0000,0.7555,1.1250,1.0381,0.0479,0.0130,0.0235,0.0000,0.0000,0.8570,0.1182,0.6323,0.9779,0.00253,1311,0.9999,0.9039,0.8542,0.9978,0.0509,0.0674,0.1095,0.1091,0.1094,0.4514,0.5367,0.4947,5.7526,5.5404,5.6015,0.0538
27000,10470,3428,36283,63524,51832,26995,246,24036,2665,18,295574,3294719,24803.039,10642.915,0.3065,4979.934,0.069,0.784,0.110,0.037,0.509,0.350,1535,0.1069,0.7347,0.129,11.8,29.5,52.6,27.70,0.68,9.04,0.39,17.59,6.64,1.122,0.289,0.037,0.045,8.261,0.462,0.0031,177,589,1315,15631,353,13,0.593,5855,99,1581,8790,487,1636,8347,7.75,24.87,7507,11.2036,67290,3612,122715,731.4,-0.0,947797,17.085,2631002.543,5.84e-15,0.00001,35.39,21134,17.548,1.329,15.837,0.381,17.549,3012,3965,3493,0.4526,0.952,1.017,1.650,1.246,0.974,1.182,10229.715,6058.641,11804.621,10093.915,7884.438,2326.162,1560.371,1776.448,0.509,0.540,0.472,0.527,0.321,0.410,2544,8836,0.5204,1.0000,1.0000,0.0883,1.0000,0.9999,0.7834,1.1397,1.0411,0.0394,0.0151,0.0183,0.0000,0.8017,0.9668,0.0713,0.6747,0.9954,0.00252,1484,0.9991,0.9033,0.8549,0.9985,0.0466,0.0629,0.1107,0.1084,0.1097,0.4629,0.5368,0.4953,5.4119,5.5339,5.5676,0.0592
28000,9230,3304,33951,55843,44963,21637,255,24592,2559,11,284783,3262182,22969.663,9550.854,0.3028,4160.667,0.069,0.779,0.119,0.033,0.512,0.346,1912,0.1204,0.7475,0.129,13.9,29.5,57.6,27.46,0.68,9.31,0.53,16.95,6.59,1.168,0.294,0.040,0.050,8.416,0.456,0.0032,187,599,1207,16038,396,16,0.172,5235,32,1353,7845,380,973,7877,7.11,24.86,7064,10.8346,67287,4263,120577,651.1,0.0,952583,17.117,2631002.543,4.60e-15,0.00032,20.43,18247,16.086,1.302,14.470,0.314,16.086,2566,3534,3130,0.4294,0.963,1.028,1.722,1.405,0.979,1.189,9562.385,5638.360,10478.419,9439.419,7212.492,2227.342,1536.439,1626.407,0.512,0.553,0.461,0.500,0.285,0.357,2864,6657,0.5485,1.0000,0.9999,0.0980,1.0000,1.0000,0.7767,1.1691,1.0108,0.0393,0.0140,0.0216,0.0000,0.1419,0.9069,0.2078,0.6834,0.9884,0.00251,1372,0.9994,0.9288,0.8579,0.9983,0.0476,0.0679,0.1095,0.1081,0.1085,0.4432,0.5405,0.4971,5.4308,5.5849,5.5894,0.0599
29000,10542,3686,32449,52531,41764,19856,226,23833,2442,7,250931,3210594,22992.345,8442.357,0.3241,3359.555,0.067,0.764,0.130,0.039,0.517,0.347,1439,0.0987,0.7479,0.128,13.7,29.4,59.0,27.16,0.55,9.19,0.55,16.87,6.58,1.202,0.290,0.034,0.041,8.293,0.441,0.0031,197,647,1156,14043,364,19,0.186,5779,85,1932,8525,425,1653,8464,7.25,23.27,9755,12.9951,67237,4107,118347,668.7,-0.0,953263,16.845,2631002.543,1.52e-14,0.00009,15.85,17601,16.283,1.320,14.567,0.396,16.283,3441,3869,3232,0.4165,0.962,1.042,1.750,1.420,0.978,1.237,10317.672,6609.919,7657.813,10204.449,8489.638,1826.466,1231.595,2024.741,0.476,0.562,0.489,0.473,0.290,0.408,2760,3190,0.5497,1.0000,0.9997,0.1205,1.0000,1.0000,0.8134,1.1354,1.0297,0.0342,0.0101,0.0145,0.0000,0.0254,0.9220,0.0753,0.6429,0.9601,0.00254,1665,0.9996,0.9283,0.8559,0.9976,0.0451,0.0670,0.1107,0.1083,0.1082,0.4421,0.5321,0.4855,5.7028,5.7418,5.6482,0.0573
30000,10090,4031,40344,74683,63118,34007,332,26827,2917,9,314573,3717525,27988.326,12218.995,0.3124,6077.460,0.067,0.762,0.130,0.042,0.520,0.344,1795,0.1163,0.7428,0.141,13.7,28.7,58.8,27.74,0.69,8.72,0.45,17.87,6.62,1.186,0.279,0.032,0.038,8.643,0.474,0.0031,179,577,1297,15859,370,18,0.463,5463,319,1206,8565,867,1294,7929,6.90,23.21,7782,13.9303,67325,3336,114916,917.3,-0.0,959430,18.896,2631002.543,1.49e-14,0.00005,32.73,24538,19.062,1.300,17.360,0.402,19.089,3397,3553,3140,0.4048,0.960,1.042,1.757,1.355,0.975,1.242,9976.867,6438.689,16158.814,9877.906,8029.067,3207.601,1087.297,1846.636,0.515,0.558,0.481,0.588,0.276,0.362,2364,9847,0.4327,1.0000,0.9997,0.0796,1.0000,1.0000,0.7683,1.1602,1.0464,0.0405,0.0118,0.0169,0.0000,0.7707,0.9424,0.2766,0.6696,0.9520,0.00248,1196,0.9999,0.9489,0.8870,0.9987,0.0477,0.0629,0.1100,0.1074,0.1084,0.4642,0.5316,0.4837,5.6707,5.7030,5.6504,0.0596
31000,8783,2963,28512,45037,36557,16333,192,20500,1757,5,196539,2677892,20370.254,6898.593,0.3148,3031.609,0.067,0.765,0.125,0.042,0.497,0.358,1202,0.1102,0.7480,0.131,14.2,26.4,58.4,27.35,0.80,9.09,0.56,16.90,6.56,1.167,0.302,0.038,0.044,8.211,0.411,0.0031,187,686,1185,11572,369,20,0.505,4699,507,881,7395,1042,974,6767,8.84,29.75,10191,14.5267,67243,3280,112639,760.9,-0.0,961311,15.079,2631002.543,1.43e-14,0.00000,7.71,15129,14.598,1.330,12.977,0.291,14.599,3445,3041,2297,0.4472,0.940,1.024,1.771,1.309,0.977,1.206,8277.396,4467.505,9629.090,8188.259,5584.514,1856.436,808.196,1202.351,0.472,0.541,0.459,0.447,0.249,0.370,2575,6660,0.4194,1.0000,0.9995,0.0904,1.0000,1.0000,0.8031,1.1871,1.0251,0.0438,0.0147,0.0208,0.0000,0.0000,0.7667,0.1974,0.6396,0.9443,0.00249,897,0.9998,0.9426,0.8729,0.9990,0.0544,0.0659,0.1100,0.1068,0.1074,0.4586,0.5332,0.5011,5.6376,5.6406,5.5899,0.0591
32000,8981,3303,34895,60573,50449,25470,208,20098,1993,4,270785,2967670,24661.876,9801.997,0.2978,4761.522,0.058,0.764,0.134,0.044,0.516,0.341,1383,0.1123,0.7379,0.131,14.8,26.7,66.2,27.68,0.90,9.22,0.50,17.06,6.54,1.220,0.295,0.045,0.054,8.882,0.431,0.0029,157,564,1288,13466,340,22,0.345,4920,492,914,7575,530,1410,7041,7.95,28.00,8548,14.8110,67172,3426,111286,810.0,-0.0,965352,15.047,2631002.543,4.60e-15,0.00006,26.07,20562,15.949,1.308,14.328,0.313,15.950,3405,3033,2543,0.4041,0.957,1.042,1.846,1.432,0.975,1.228,8246.184,4746.221,15456.165,8156.384,5810.848,3098.113,878.776,1063.586,0.505,0.564,0.463,0.522,0.236,0.334,2563,11687,0.4276,1.0000,1.0000,0.0755,0.9999,1.0000,0.7178,1.1535,1.0519,0.0570,0.0089,0.0152,0.0000,0.6305,0.9539,0.0885,0.6892,0.9523,0.00252,915,0.9993,0.9301,0.8420,0.9990,0.0541,0.0665,0.1094,0.1047,0.1079,0.4450,0.5435,0.4829,6.0331,5.6380,5.8334,0.0593
33000,9837,3977,30486,51967,42547,21255,226,20178,2269,1,222822,2926166,22692.899,8380.328,0.3273,3822.330,0.054,0.755,0.137,0.053,0.514,0.343,1283,0.1021,0.7416,0.146,16.0,30.7,62.2,28.69,0.88,9.64,0.74,17.43,6.45,1.222,0.306,0.047,0.056,9.337,0.448,0.0029,182,640,1428,13174,387,19,0.236,5284,31,1362,8444,1012,2388,6437,7.02,26.15,8687,13.8069,67164,3027,109963,827.8,-0.0,967127,15.143,2631002.543,4.07e-15,0.00023,17.88,18034,14.956,1.285,13.309,0.362,14.956,4454,2961,2422,0.3920,0.970,1.048,1.861,1.325,0.985,1.324,8592.923,5027.434,11857.210,8502.298,6155.721,2046.151,904.686,1607.161,0.508,0.575,0.437,0.543,0.234,0.338,2294,6083,0.4102,0.9999,0.9998,0.0863,1.0000,1.0000,0.7230,1.1495,1.0594,0.0499,0.0038,0.0121,0.0000,0.2415,0.8907,0.2106,0.7394,0.9581,0.00249,1099,0.9992,0.9388,0.8352,0.9992,0.0509,0.0608,0.1091,0.1044,0.1088,0.4756,0.5432,0.4744,5.7614,5.6508,5.9521,0.0609
34000,8930,3594,27662,44824,36485,16993,169,18523,1852,7,189917,2785187,20957.722,7286.457,0.3228,3455.162,0.061,0.755,0.135,0.049,0.519,0.333,1475,0.1116,0.7395,0.128,14.8,26.0,58.7,26.07,0.67,9.70,0.47,15.22,6.39,1.215,0.329,0.042,0.052,9.367,0.446,0.0028,188,696,1498,11654,376,14,0.315,4877,8,953,7969,306,1298,7326,7.99,29.53,9577,13.0254,67107,3381,108723,606.9,-0.0,970533,14.959,2631002.543,6.19e-15,0.00000,10.03,15355,14.215,1.304,12.623,0.288,14.216,2924,3278,2728,0.4455,0.963,1.028,1.885,1.413,0.982,1.282,8316.717,4727.053,10454.621,8214.939,5743.323,1549.927,933.700,1347.668,0.505,0.586,0.444,0.504,0.227,0.331,2422,7368,0.4887,1.0000,1.0000,0.0871,1.0000,1.0000,0.7907,1.1556,1.0582,0.0509,0.0066,0.0127,0.0000,0.0368,0.9190,0.0601,0.6543,0.9411,0.00249,819,0.9989,0.9395,0.8471,0.9986,0.0466,0.0567,0.1060,0.1031,0.1076,0.4574,0.5451,0.4805,6.1792,5.6817,5.9991,0.0648
35000,11085,3839,33405,61543,51982,27942,196,20461,2023,8,228239,3123533,24983.939,9036.624,0.3220,4442.609,0.055,0.756,0.138,0.050,0.528,0.329,1344,0.0954,0.7485,0.117,15.6,30.9,62.0,28.31,0.80,8.89,0.36,18.26,6.44,1.227,0.287,0.033,0.040,8.730,0.400,0.0028,172,648,1634,13258,422,12,0.309,5605,134,1336,9615,1278,2356,7451,8.00,29.83,10117,17.1165,67266,3079,107434,1434.8,0.0,970064,15.663,2631002.543,1.24e-14,0.00014,33.64,20457,16.061,1.312,14.301,0.448,16.061,4962,3310,2813,0.3700,0.976,1.068,1.891,1.361,0.980,1.279,8693.044,5101.779,14601.583,8618.257,6206.707,2454.817,859.694,1279.505,0.501,0.592,0.470,0.587,0.231,0.322,2184,8025,0.3867,0.9999,0.9996,0.0817,1.0000,1.0000,0.7477,1.1650,1.0682,0.0431,0.0051,0.0169,0.0000,0.8076,0.9496,0.1593,0.6856,0.9442,0.00252,733,0.9999,0.9430,0.8707,0.9987,0.0478,0.0571,0.1098,0.1026,0.1074,0.4785,0.5425,0.4782,5.8923,5.6632,5.9468,0.0564
36000,9557,3647,31865,58709,49730,26654,190,20804,1696,2,190950,2985716,23532.756,9177.023,0.3365,5161.283,0.059,0.734,0.150,0.057,0.521,0.336,1237,0.1072,0.7342,0.133,16.0,27.8,63.9,27.56,0.75,9.06,0.41,17.33,6.39,1.227,0.298,0.035,0.039,8.927,0.428,0.0028,179,652,1627,10106,388,12,0.337,4907,205,1167,8185,870,1961,6726,8.00,30.75,9510,15.3110,67357,3172,105401,819.7,0.0,975351,16.234,2631002.543,7.08e-15,0.00026,11.63,20201,15.971,1.307,14.303,0.361,15.972,4230,3043,2284,0.3780,0.984,1.049,1.902,1.359,0.987,1.304,8036.883,4365.508,15605.394,7943.492,5145.153,2322.277,679.927,1013.536,0.524,0.575,0.446,0.586,0.186,0.292,2279,10354,0.3940,1.0000,0.9998,0.0731,1.0000,1.0000,0.7628,1.1434,1.0796,0.0439,0.0057,0.0110,0.0000,0.0000,0.7605,0.2323,0.6312,0.9481,0.00248,537,0.9995,0.9292,0.8765,0.9988,0.0513,0.0625,0.1068,0.1017,0.1050,0.4612,0.5259,0.4635,5.9024,5.7409,6.0645,0.0581
37000,9654,3692,32071,57193,48668,24919,203,20774,1433,10,185979,3072806,23871.058,8360.829,0.3181,4663.495,0.067,0.734,0.146,0.054,0.537,0.328,1309,0.0988,0.7341,0.153,15.9,28.2,65.9,27.27,0.86,8.92,0.32,17.17,6.42,1.250,0.293,0.042,0.047,9.007,0.452,0.0029,181,651,1643,10060,346,13,0.366,5136,166,1432,8056,1100,1278,7276,7.16,28.76,8897,14.3245,67392,2761,103346,778.4,-0.0,979560,16.134,2631002.543,1.77e-14,0.00000,24.14,20501,16.054,1.296,14.340,0.418,16.054,3817,3402,2435,0.4144,0.970,1.042,1.909,1.489,0.980,1.251,8756.680,4701.172,14174.919,8667.667,5691.966,1933.708,701.023,1062.603,0.541,0.594,0.457,0.561,0.231,0.358,2061,9016,0.4209,1.0000,0.9999,0.0722,0.9999,1.0000,0.7520,1.1043,1.0522,0.0563,0.0068,0.0127,0.0000,0.5925,0.9406,0.0727,0.6308,0.9610,0.00253,741,0.9994,0.9100,0.8514,0.9992,0.0498,0.0580,0.1092,0.1024,0.1056,0.4710,0.5214,0.4736,6.3120,5.7394,5.9439,0.0568
38000,8742,3369,26905,43498,36011,16451,142,19312,1261,13,149241,2618884,20297.935,6269.065,0.3273,3215.881,0.061,0.722,0.156,0.062,0.519,0.337,994,0.1044,0.7447,0.167,16.0,25.5,59.7,26.59,0.61,9.14,0.30,16.54,6.39,1.227,0.308,0.033,0.037,9.064,0.455,0.0029,193,708,1670,8019,327,14,0.420,4440,288,1112,7342,919,984,6839,8.00,32.62,9985,13.9165,67467,2891,102346,676.8,-0.0,981444,15.072,2631002.543,5.84e-15,0.00033,31.31,15296,14.286,1.337,12.634,0.315,14.286,3212,3257,2273,0.4291,0.971,1.028,1.929,1.473,0.983,1.229,8012.394,4222.648,10548.361,7943.419,5022.037,1719.417,502.266,831.500,0.515,0.588,0.424,0.526,0.200,0.261,2058,6478,0.4122,1.0000,0.9999,0.0841,1.0000,1.0000,0.7664,1.1443,1.0537,0.0362,0.0107,0.0147,0.0000,0.6305,0.9489,0.2137,0.6664,0.9851,0.00255,753,0.9999,0.9284,0.8699,0.9992,0.0491,0.0615,0.1089,0.1022,0.1058,0.4471,0.5202,0.4719,6.3369,5.7636,5.9131,0.0590
39000,7347,3002,25823,41531,34251,15584,124,18119,1207,5,128853,2452095,19272.944,5781.603,0.3306,3119.564,0.057,0.722,0.164,0.056,0.512,0.340,960,0.1207,0.7623,0.148,15.9,25.0,57.0,26.14,0.54,9.17,0.38,16.05,6.40,1.183,0.327,0.030,0.033,9.476,0.463,0.0029,183,652,1839,7716,352,12,0.448,3683,35,1170,6142,315,1135,5897,9.38,38.00,11227,13.0231,67361,2975,102533,580.3,-0.0,982348,13.969,2631002.543,8.85e-15,0.00082,12.25,14733,12.748,1.295,11.253,0.201,12.748,2239,3134,1974,0.4904,0.971,1.003,1.926,1.459,0.987,1.181,8409.800,4174.621,9081.044,8331.668,4979.795,1292.060,580.298,789.682,0.480,0.594,0.407,0.527,0.205,0.286,2133,7158,0.5476,1.0000,1.0000,0.0984,1.0000,1.0000,0.8062,1.1479,1.0317,0.0417,0.0059,0.0127,0.0000,0.0000,0.8605,0.0798,0.6400,0.9913,0.00256,729,0.9992,0.9289,0.8491,0.9987,0.0454,0.0631,0.1105,0.1019,0.1055,0.4590,0.5135,0.4851,6.2576,5.7870,5.8000,0.0652
40000,9120,3615,28669,45210,37265,16392,149,18100,1365,13,158772,2633591,21467.068,6307.589,0.3263,3069.284,0.060,0.724,0.161,0.055,0.523,0.331,903,0.1011,0.7515,0.142,15.8,25.0,60.4,25.81,0.64,9.05,0.40,15.73,6.36,1.242,0.311,0.028,0.032,9.084,0.439,0.0028,179,632,1886,8016,408,15,0.447,4727,35,1440,7645,453,1566,7101,8.00,32.35,12682,15.9773,67366,3059,103634,632.9,-0.0,980352,14.219,2631002.543,2.02e-14,0.00038,36.36,16188,14.129,1.305,12.452,0.372,14.153,3500,3454,2166,0.4380,0.979,1.028,1.955,1.529,0.987,1.186,8757.608,4230.422,10807.313,8684.437,5044.602,1890.077,612.182,736.046,0.528,0.584,0.410,0.503,0.197,0.250,2238,6508,0.4741,1.0000,0.9999,0.0904,1.0000,1.0000,0.8137,1.1537,1.0512,0.0362,0.0128,0.0196,0.0000,0.8097,0.9647,0.1084,0.6726,0.9866,0.00256,910,0.9998,0.9535,0.8948,0.9993,0.0466,0.0664,0.1122,0.1020,0.1052,0.4352,0.5156,0.4851,6.3761,5.8358,5.8516,0.0604
41000,8193,3331,30468,56924,48756,26302,154,20269,1297,12,152301,2807059,24082.957,8032.767,0.3509,4692.671,0.068,0.709,0.163,0.060,0.524,0.336,880,0.1137,0.7426,0.150,16.7,25.7,57.4,26.27,0.61,9.52,0.27,15.87,6.36,1.235,0.319,0.036,0.041,9.337,0.431,0.0029,183,649,1869,7645,392,16,0.397,4326,53,1216,6924,513,1355,6325,9.09,33.73,11017,15.1961,67378,3112,103224,766.8,-0.0,983983,15.782,2631002.543,3.01e-15,0.00047,15.95,20079,15.670,1.295,14.082,0.293,15.670,3069,2889,2235,0.4243,0.976,1.038,1.957,1.492,0.983,1.209,8148.452,4583.823,15344.532,8077.932,5353.164,1995.870,541.454,802.772,0.537,0.574,0.432,0.602,0.199,0.286,2145,9144,0.4763,1.0000,1.0000,0.0740,1.0000,1.0000,0.8177,1.1241,1.0253,0.0384,0.0096,0.0157,0.0000,0.0000,0.8419,0.2526,0.6592,0.9613,0.00253,673,0.9998,0.9405,0.8575,0.9987,0.0472,0.0615,0.1148,0.1018,0.1057,0.4440,0.5188,0.4862,6.3216,5.8224,5.8279,0.0607
42000,8237,3285,29405,50591,42313,21046,140,18766,1309,8,151391,2611124,21531.826,6707.175,0.3292,3592.649,0.062,0.718,0.160,0.060,0.512,0.336,863,0.1183,0.7598,0.143,14.8,25.1,56.6,26.62,0.55,8.91,0.55,16.61,6.40,1.200,0.310,0.031,0.036,9.176,0.439,0.0028,170,650,1828,7961,376,17,0.417,4164,303,1065,6869,655,1592,5990,8.75,35.18,14269,18.5669,67323,2808,103171,963.3,-0.0,981731,14.497,2631002.543,6.19e-15,0.00005,16.82,18475,14.283,1.299,12.689,0.295,14.283,3352,2850,2035,0.4690,0.954,1.012,1.953,1.376,0.983,1.216,8260.865,4380.670,11702.626,8186.547,5235.302,1621.737,599.124,893.664,0.538,0.546,0.436,0.555,0.185,0.301,1928,8533,0.3934,1.0000,0.9999,0.0872,1.0000,0.9999,0.8125,1.1435,1.0879,0.0365,0.0049,0.0091,0.0000,0.1603,0.9333,0.1028,0.6443,0.9489,0.00254,745,0.9995,0.9488,0.8981,0.9990,0.0464,0.0668,0.1085,0.1028,0.1067,0.4647,0.5289,0.4878,6.2550,5.7596,5.8755,0.0614
43000,9649,3495,34040,65578,56982,31343,195,17738,1210,6,159795,2622884,25568.780,8844.578,0.3197,5651.823,0.066,0.691,0.173,0.070,0.522,0.333,874,0.0940,0.7410,0.176,15.4,26.5,62.7,26.58,0.53,8.67,0.50,16.88,6.34,1.272,0.288,0.032,0.038,8.975,0.408,0.0026,157,585,1788,6806,416,17,0.360,5133,869,1098,7682,735,1874,7040,7.50,32.87,13191,19.6443,67351,2991,103732,1006.2,-0.0,982882,14.210,2631002.543,7.08e-16,0.00000,28.99,24583,16.134,1.272,14.369,0.494,16.134,4524,2824,2301,0.3987,0.954,1.045,1.970,1.471,0.980,1.238,7389.565,4211.001,19050.114,7328.468,4842.021,2052.688,509.248,630.818,0.565,0.548,0.430,0.590,0.179,0.237,2112,13331,0.3890,0.9999,0.9995,0.0588,1.0000,1.0000,0.8159,1.1517,1.0659,0.0289,0.0065,0.0130,0.0000,0.6894,0.9354,0.2576,0.7183,0.9491,0.00250,343,0.9999,0.9514,0.9009,0.9989,0.0463,0.0592,0.1155,0.1037,0.1065,0.4440,0.5378,0.4966,6.2764,5.7128,5.7130,0.0597
44000,8378,3448,29922,54691,45263,24582,187,17714,1342,7,171282,2660421,22458.754,8387.579,0.3536,4601.851,0.068,0.692,0.166,0.074,0.525,0.334,940,0.1063,0.7422,0.167,15.2,26.0,57.1,24.95,0.49,8.99,0.47,14.99,6.26,1.298,0.308,0.036,0.044,9.788,0.428,0.0026,173,630,1825,7178,390,17,0.334,4475,242,825,7311,895,1202,6281,7.00,31.06,12757,17.1517,67226,3110,104415,890.2,-0.0,984912,14.091,2631002.543,1.29e-14,0.00049,6.88,21806,15.771,1.294,14.096,0.381,15.772,3702,2635,2041,0.3806,0.984,1.054,1.979,1.551,0.987,1.240,7080.948,4196.386,15092.296,7024.642,4943.668,2633.869,564.617,587.242,0.536,0.559,0.461,0.558,0.194,0.310,2182,11594,0.3735,1.0000,0.9996,0.0640,1.0000,1.0000,0.8400,1.1584,1.0851,0.0326,0.0030,0.0124,0.0000,0.0000,0.8035,0.1463,0.6613,0.9447,0.00255,536,0.9998,0.9539,0.9078,0.9979,0.0463,0.0616,0.1138,0.1034,0.1052,0.4470,0.5304,0.4920,6.2871,5.6978,5.6959,0.0677
