step,pop,grown,births,children,sexual,no_room,empty,deaths_hunger,deaths_broken,deaths_wear,cells_broken,contacts,plant_intake,meat_intake,kill_gain,scavenged,stay,forward,left,right,blocked,stalled,shoves,moved,turned,sense_used,mass_p10,mass_p50,mass_p90,size_mean,hard_mean,muscle_mean,sensor_mean,digestive_mean,side_mean,density_mean,speed_mean,tooth,born_tooth,fat_mean,on_fat,short,age_death_p50,age_death_p90,worn,cut_break,cut_wear,lineages,top_lineage,shapes,pop_cold,pop_mild,pop_hot,pop_dry,pop_moist,pop_wet,travel_p50,path_mean,grass,grass_grown,wood,algae,litter,carrion,air,soil_land,spent,matter,matter_err,burnt,land_temp,develops,ms_step,ms_world,ms_bodies,ms_lineage,ms_wall,pop_land,pop_surface,pop_bottom,light_share,density_p10,density_p50,density_p90,density_land,density_surface,density_bottom,algae_intake,detritus_intake,intake_land,intake_surface,intake_bottom,kills_land,kills_surface,kills_bottom,blocked_land,blocked_surface,blocked_bottom,no_room_land,no_room_surface,no_room_bottom,litter_sea,deaths_thirst,fill_land,fill_surface,fill_bottom,drinking_land,drinking_surface,drinking_bottom,open_land,open_surface,open_bottom,hard_land,hard_surface,hard_bottom,dry_air_p10,dry_air_p50,dry_air_p90,dry_ground_p10,dry_ground_p50,dry_ground_p90,pool_share,deaths_suffocation,breath_land,breath_surface,breath_bottom,inhaling_land,inhaling_surface,inhaling_bottom,breed_land,breed_surface,breed_bottom,share_land,share_surface,share_bottom,store_land,store_surface,store_bottom,fat_fill
22000,12136,3385,40529,76129,64122,35340,260,27560,3670,17,309017,3251736,26242.676,10629.889,0.2958,4916.463,0.091,0.765,0.117,0.027,0.484,0.384,1002,0.0871,0.7679,0.168,9.0,28.8,61.2,29.72,1.31,6.69,0.85,20.86,6.67,1.150,0.229,0.045,0.044,7.866,0.375,0.0034,158,544,1536,19504,409,26,0.288,6675,27,1057,11052,1015,2172,8949,5.81,23.36,10717,17.8366,66979,4192,152873,1792.5,-0.0,895084,16.422,2631075.518,9.56e-15,0.00047,31.86,28744,24.400,1.461,22.033,0.906,24.400,5104,3672,3360,0.4772,0.818,1.008,1.846,1.229,0.969,1.229,9016.801,5791.430,14966.083,8899.637,7293.420,2607.094,1743.571,1362.760,0.553,0.436,0.490,0.628,0.275,0.323,2984,6739,0.4206,1.0000,1.0000,0.0979,1.0000,1.0000,0.6616,1.0606,1.0472,0.0493,0.0336,0.0408,0.0000,0.7820,0.9505,0.1297,0.7226,0.9534,0.00249,1470,0.9999,0.8812,0.8889,0.9976,0.0415,0.0728,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0636
23000,12026,3496,47015,83917,70692,36547,355,31379,4431,18,324776,3828313,27448.429,12943.554,0.3052,6748.339,0.086,0.765,0.118,0.031,0.501,0.369,1448,0.0988,0.7783,0.147,9.8,26.2,55.8,25.47,1.14,6.90,0.63,16.80,6.47,1.172,0.251,0.044,0.043,7.616,0.409,0.0034,150,513,1489,20044,378,27,0.297,6944,47,1671,10308,1100,1715,9211,6.43,24.81,11296,16.9470,67062,3908,147582,1047.0,-0.0,902248,18.207,2631075.518,2.12e-15,0.00032,11.13,31739,26.313,1.427,24.010,0.876,26.314,4442,3777,3807,0.4234,0.937,1.032,1.831,1.298,0.970,1.227,9885.274,6390.553,16354.991,9780.937,8060.840,2564.546,1988.244,1642.425,0.581,0.447,0.503,0.590,0.264,0.320,2684,9652,0.4368,0.9997,1.0000,0.0841,0.9999,0.9999,0.7862,1.0553,1.0544,0.0587,0.0289,0.0368,0.0000,0.0000,0.7341,0.2065,0.6514,0.9419,0.00249,1645,0.9993,0.8972,0.8926,0.9986,0.0411,0.0659,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0664
24000,11073,3749,47427,91239,77494,43510,302,31708,4442,18,363264,3816850,29985.061,14011.097,0.2897,7433.759,0.097,0.743,0.124,0.036,0.495,0.369,1929,0.1155,0.7693,0.172,9.7,26.5,62.2,26.40,1.16,7.56,0.65,17.03,6.55,1.192,0.267,0.045,0.046,8.263,0.437,0.0033,162,510,1623,18275,461,32,0.308,6545,109,1103,9861,1082,1385,8606,5.59,25.89,9452,17.2651,67145,4079,142026,955.9,-0.0,910627,19.288,2631075.518,3.13e-14,0.00014,20.30,34622,27.759,1.400,25.575,0.784,27.760,4258,3219,3596,0.3996,0.950,1.046,1.856,1.300,0.980,1.255,9734.400,6222.658,19868.634,9618.564,7931.622,2796.486,2130.563,1650.289,0.584,0.445,0.479,0.628,0.252,0.353,2493,10719,0.4638,1.0000,1.0000,0.0716,1.0000,1.0000,0.7473,1.0570,1.0566,0.0566,0.0258,0.0350,0.0000,0.4606,0.9382,0.0748,0.6367,0.9467,0.00249,1493,0.9994,0.8947,0.8916,0.9992,0.0418,0.0606,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0695
25000,12157,3784,47396,81475,66838,33812,267,30524,5630,20,404426,3701242,27670.509,13163.482,0.2959,5684.457,0.076,0.763,0.137,0.024,0.483,0.369,2377,0.1144,0.7757,0.164,9.4,27.3,66.0,27.57,1.00,7.62,0.53,18.41,6.57,1.183,0.266,0.050,0.054,7.933,0.407,0.0033,154,517,1527,21049,362,33,0.302,7024,545,1865,9747,767,1529,9861,6.73,26.94,10932,17.5603,67310,3863,137490,1183.0,-0.0,914497,18.158,2631075.518,1.58e-14,0.00011,32.07,31687,27.127,1.424,24.659,1.044,27.128,4029,3989,4139,0.3971,0.951,1.045,1.808,1.316,0.975,1.254,10299.288,6612.233,14769.641,10205.535,8379.791,2774.182,2780.815,1924.028,0.562,0.432,0.489,0.586,0.248,0.314,2497,8175,0.4255,0.9999,0.9999,0.0910,1.0000,1.0000,0.6810,1.0200,1.0511,0.0401,0.0288,0.0364,0.0000,0.7074,0.9404,0.2658,0.6475,0.9625,0.00249,1963,0.9998,0.8516,0.8720,0.9982,0.0371,0.0594,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0669
26000,11900,3846,49556,93236,79001,43377,303,32344,6444,12,435481,3728014,29401.896,15046.907,0.2843,7309.349,0.090,0.738,0.141,0.032,0.485,0.364,2412,0.1200,0.7616,0.172,9.0,26.2,59.5,26.18,1.06,7.80,0.37,16.94,6.55,1.157,0.284,0.056,0.061,7.919,0.443,0.0034,152,517,1632,22635,274,34,0.331,6976,252,1670,9978,1248,1253,9399,5.02,25.69,7690,13.7639,67257,4235,133855,1101.9,-0.0,923236,19.347,2631075.518,3.36e-15,0.00001,11.77,33984,26.207,1.399,23.994,0.814,26.208,3750,3814,4336,0.4308,0.943,1.026,1.801,1.217,0.977,1.265,10331.691,6702.881,17735.265,10235.041,8740.939,2441.801,3310.622,1985.135,0.560,0.428,0.502,0.633,0.281,0.348,2352,8850,0.4174,1.0000,0.9998,0.0863,1.0000,1.0000,0.6919,0.9891,1.0659,0.0538,0.0284,0.0319,0.0000,0.0000,0.8570,0.1182,0.6323,0.9779,0.00253,2163,0.9991,0.7851,0.8817,0.9992,0.0380,0.0639,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0695
27000,11571,4245,45562,76084,61324,30240,282,31718,6687,16,444440,3852377,26161.097,13546.306,0.2937,5389.261,0.071,0.761,0.140,0.028,0.496,0.353,3121,0.1258,0.7694,0.184,9.4,26.0,65.8,25.79,0.98,7.96,0.54,16.30,6.53,1.222,0.284,0.051,0.059,8.444,0.455,0.0034,158,532,1564,22842,351,36,0.250,6813,33,1547,9991,559,1440,9572,4.75,22.84,7458,11.5760,67236,4626,130264,691.3,-0.0,928917,18.841,2631075.518,4.60e-15,0.00239,35.39,28506,24.659,1.398,22.437,0.824,24.660,3175,3870,4526,0.3832,0.953,1.064,1.859,1.383,0.972,1.324,10933.483,7180.818,11031.137,10842.408,9676.813,1791.989,3703.359,2661.696,0.572,0.449,0.510,0.576,0.293,0.351,2415,4602,0.4936,0.9999,1.0000,0.1101,1.0000,1.0000,0.6788,1.0021,1.0620,0.0490,0.0262,0.0344,0.0000,0.8017,0.9668,0.0713,0.6747,0.9954,0.00252,2868,0.9991,0.8004,0.8792,0.9986,0.0378,0.0584,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0723
28000,11643,4012,48505,78342,62800,29517,320,32630,7950,22,485519,4123453,25491.385,14395.861,0.3096,5002.550,0.060,0.776,0.145,0.019,0.500,0.349,3259,0.1314,0.7830,0.163,8.8,26.0,62.8,24.11,1.16,8.64,0.44,13.86,6.38,1.258,0.303,0.060,0.068,7.963,0.429,0.0034,150,541,1435,23982,314,33,0.253,7080,96,1486,10061,367,1340,9936,6.01,25.09,9743,13.3870,67227,4554,127939,714.0,-0.0,930433,18.450,2631075.518,2.48e-14,0.00041,20.43,29073,24.194,1.366,21.988,0.840,24.194,3236,3611,4796,0.3514,0.959,1.106,1.908,1.393,0.971,1.382,11387.132,7308.166,8967.006,11293.504,10233.424,2040.348,3790.992,3561.972,0.564,0.450,0.522,0.503,0.307,0.382,2469,4524,0.5870,1.0000,0.9998,0.1371,1.0000,1.0000,0.7231,0.9957,1.0924,0.0780,0.0299,0.0290,0.0000,0.1419,0.9069,0.2078,0.6834,0.9884,0.00251,3307,0.9988,0.7772,0.8959,0.9976,0.0362,0.0579,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0706
29000,13954,4438,53141,90027,73463,36526,360,33360,8708,12,543346,4212890,28874.217,15779.471,0.3011,5555.320,0.068,0.781,0.132,0.019,0.491,0.352,3235,0.1179,0.7726,0.144,10.5,27.0,64.4,26.08,1.00,8.84,0.45,15.79,6.44,1.255,0.287,0.051,0.055,8.049,0.398,0.0034,141,511,1433,23027,339,30,0.312,8116,128,2053,11773,1245,2295,10414,5.50,24.19,11431,17.0891,67171,5093,126674,1314.4,0.0,929873,18.641,2631075.518,1.22e-14,0.00024,15.85,33553,26.092,1.380,23.547,1.165,26.092,5086,3723,5145,0.3769,0.934,1.062,1.945,1.302,0.973,1.414,11337.465,7870.986,12673.349,11245.290,10510.898,3137.081,3743.847,3343.223,0.559,0.449,0.500,0.564,0.289,0.361,2682,5714,0.4617,1.0000,0.9999,0.1102,1.0000,0.9999,0.7079,0.9967,1.0626,0.0526,0.0250,0.0247,0.0000,0.0254,0.9220,0.0753,0.6429,0.9601,0.00254,3036,0.9996,0.7803,0.8743,0.9991,0.0352,0.0531,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0660
30000,10906,3987,49740,95433,79800,45368,325,34132,7135,13,495938,4088445,29709.737,17494.508,0.3103,7876.539,0.076,0.747,0.145,0.032,0.488,0.357,2992,0.1472,0.7541,0.141,10.0,26.8,65.3,24.78,1.09,8.58,0.36,14.75,6.38,1.288,0.286,0.052,0.056,8.703,0.431,0.0033,158,557,1550,23144,290,26,0.234,6647,61,1014,9831,895,1178,8833,6.00,25.32,11519,17.0385,67254,4271,123247,921.0,-0.0,935657,20.380,2631075.518,1.01e-14,0.00058,32.73,35544,27.446,1.417,25.238,0.792,27.477,3462,3105,4339,0.3442,0.957,1.099,1.954,1.368,0.970,1.451,10723.962,7256.596,17138.381,10615.035,9832.860,3016.444,3325.850,3275.675,0.573,0.424,0.505,0.661,0.284,0.391,2497,8771,0.4662,1.0000,1.0000,0.0969,0.9999,1.0000,0.7289,1.0283,1.0805,0.0688,0.0213,0.0277,0.0000,0.7707,0.9424,0.2766,0.6696,0.9520,0.00248,2737,0.9988,0.8494,0.8851,0.9985,0.0367,0.0554,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0719
31000,12719,4628,50896,94633,79952,43370,367,30623,5879,13,416015,3889712,30149.646,14824.585,0.3080,6815.886,0.074,0.749,0.153,0.024,0.492,0.354,2774,0.1189,0.7637,0.146,10.9,27.9,69.1,26.01,0.89,8.51,0.56,16.05,6.48,1.298,0.274,0.042,0.046,8.681,0.423,0.0032,143,511,1446,19092,302,27,0.211,7690,1270,1368,10081,1240,1849,9630,4.72,23.33,10532,18.2105,67170,4195,121042,1172.7,-0.0,938585,18.528,2631075.518,2.12e-15,0.00006,7.71,36443,26.066,1.362,23.609,1.096,26.067,5191,3221,4307,0.3339,0.953,1.121,1.934,1.395,0.973,1.425,9843.670,6882.500,18250.250,9769.980,8945.303,2681.975,2805.462,2521.262,0.603,0.420,0.488,0.612,0.259,0.353,2553,10081,0.4085,1.0000,1.0000,0.0835,1.0000,0.9998,0.7297,1.0193,1.0876,0.0388,0.0275,0.0301,0.0000,0.0000,0.7667,0.1974,0.6396,0.9443,0.00249,2487,0.9996,0.8435,0.8825,0.9981,0.0372,0.0578,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0687
32000,11645,3895,45151,79241,63960,33752,338,29401,5816,18,410538,3721424,26440.360,14360.760,0.3250,6021.804,0.073,0.748,0.156,0.023,0.489,0.354,2645,0.1271,0.7611,0.159,9.5,26.0,61.0,24.14,0.95,8.35,0.49,14.34,6.44,1.266,0.294,0.043,0.051,8.024,0.420,0.0031,161,580,1551,19523,308,25,0.219,6956,520,972,10153,828,1504,9313,6.26,27.51,10723,15.9004,67090,3985,119016,878.1,-0.0,942727,18.266,2631075.518,7.43e-15,0.00001,26.07,30497,25.148,1.413,22.835,0.900,25.149,4285,3357,4003,0.4046,0.937,1.049,1.974,1.380,0.975,1.387,9328.030,6584.304,14649.456,9251.480,8561.228,3016.737,2704.173,2618.046,0.569,0.426,0.497,0.569,0.261,0.375,2345,8855,0.5263,0.9999,0.9996,0.0816,1.0000,1.0000,0.7455,1.0125,1.0826,0.0493,0.0274,0.0332,0.0000,0.6305,0.9539,0.0885,0.6892,0.9523,0.00252,2135,0.9992,0.8043,0.8880,0.9985,0.0355,0.0571,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0719
33000,10676,3723,44964,80252,65583,35018,270,28092,5802,21,429621,3557751,25738.115,14310.957,0.3066,6077.438,0.066,0.761,0.153,0.020,0.485,0.355,2645,0.1369,0.7721,0.145,9.8,24.6,59.7,23.23,0.84,8.54,0.30,13.54,6.47,1.251,0.310,0.046,0.052,7.980,0.433,0.0032,145,527,1530,17450,342,27,0.230,6284,68,1088,9520,406,1002,9268,7.00,29.18,9380,13.4832,67081,4048,117232,635.9,-0.0,948288,17.113,2631075.518,2.78e-14,0.00043,17.88,30761,23.440,1.371,21.362,0.707,23.440,2616,3778,4282,0.4072,0.965,1.043,1.967,1.485,0.978,1.349,9019.412,6371.390,14717.998,8933.328,8164.227,3424.749,2656.296,2152.474,0.562,0.420,0.496,0.583,0.251,0.363,2540,10162,0.5155,0.9998,0.9999,0.0802,1.0000,0.9999,0.7312,1.0019,1.0778,0.0467,0.0259,0.0350,0.0000,0.2415,0.8907,0.2106,0.7394,0.9581,0.00249,1856,0.9991,0.8425,0.8816,0.9985,0.0368,0.0552,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0758
34000,10052,3470,40506,66591,52910,25728,357,28138,5783,21,363166,3421773,22581.396,11274.835,0.3193,4026.873,0.065,0.760,0.157,0.018,0.486,0.347,2197,0.1464,0.7963,0.140,9.2,25.0,57.3,22.90,1.01,8.15,0.32,13.42,6.54,1.276,0.296,0.047,0.053,7.890,0.434,0.0033,149,545,1448,15900,359,25,0.206,5984,25,857,9170,510,1310,8232,6.75,30.46,13973,17.3847,67022,3842,116472,776.8,-0.0,945091,16.366,2631075.518,3.36e-15,0.00055,10.03,25349,20.433,1.361,18.368,0.705,20.433,3154,3137,3761,0.3810,0.951,1.062,1.979,1.462,0.975,1.371,9356.460,6223.294,9051.490,9276.694,8280.085,2089.017,2758.886,2400.059,0.534,0.434,0.515,0.480,0.298,0.417,2390,5565,0.5259,1.0000,1.0000,0.1052,0.9999,1.0000,0.7542,1.0354,1.1048,0.0674,0.0235,0.0296,0.0000,0.0368,0.9190,0.0601,0.6543,0.9411,0.00249,1623,0.9988,0.8484,0.9086,0.9982,0.0384,0.0547,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0757
35000,12621,4102,57407,116483,98957,58753,323,31645,6528,15,492529,4079273,34168.667,18771.298,0.3026,9457.136,0.067,0.739,0.167,0.027,0.503,0.339,3027,0.1263,0.7717,0.140,10.3,26.0,62.2,27.05,1.03,8.17,0.36,17.49,6.65,1.194,0.295,0.038,0.042,7.968,0.426,0.0032,135,465,1510,19262,305,32,0.236,7162,252,1932,10437,723,1854,10044,5.55,27.85,7803,17.7047,67181,3785,114836,1199.5,-0.0,952114,18.585,2631075.518,9.73e-15,0.00000,33.64,45164,28.802,1.364,26.431,1.007,28.803,4589,3912,4120,0.4435,0.904,1.022,1.970,1.313,0.973,1.271,9693.516,6043.741,26133.846,9612.568,7879.389,4400.396,2737.570,2176.197,0.586,0.435,0.500,0.638,0.261,0.316,2555,14751,0.3981,1.0000,1.0000,0.0581,1.0000,1.0000,0.6919,0.9849,1.0393,0.0505,0.0199,0.0311,0.0000,0.8076,0.9496,0.1593,0.6856,0.9442,0.00252,1899,0.9993,0.8074,0.8699,0.9986,0.0323,0.0519,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0688
36000,11847,3384,44400,69142,54086,24512,230,30433,6016,16,407255,3486537,24296.189,12322.172,0.3058,4539.722,0.057,0.767,0.155,0.022,0.470,0.357,2686,0.1366,0.7872,0.137,9.9,24.0,56.5,24.12,1.00,8.20,0.48,14.45,6.51,1.208,0.311,0.041,0.046,7.486,0.401,0.0034,153,540,1376,17426,200,36,0.319,6795,171,1252,10424,759,1484,9604,7.81,33.06,10155,15.1044,67274,3872,111595,796.6,-0.0,955243,17.769,2631075.518,1.58e-14,0.00010,11.63,26875,22.556,1.355,20.329,0.872,22.556,3875,3786,4186,0.4194,0.940,1.027,1.975,1.345,0.975,1.291,9585.454,6297.287,11248.494,9494.889,8092.528,2902.397,2958.412,1921.641,0.525,0.420,0.490,0.484,0.255,0.314,2556,6625,0.4620,0.9999,0.9999,0.0899,1.0000,0.9999,0.7286,0.9952,1.0313,0.0626,0.0221,0.0281,0.0000,0.0000,0.7605,0.2323,0.6312,0.9481,0.00248,2084,0.9987,0.7907,0.8703,0.9979,0.0316,0.0535,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0685
37000,12539,3780,49974,81705,65416,31418,313,31691,6965,18,439032,3852149,27518.986,13805.319,0.3029,5492.862,0.057,0.765,0.155,0.023,0.481,0.353,3162,0.1326,0.7849,0.138,9.6,24.0,61.6,24.92,0.95,8.38,0.52,15.06,6.60,1.231,0.319,0.037,0.042,7.700,0.426,0.0033,143,493,1351,18239,212,41,0.542,7239,294,1695,10550,1212,1335,9992,7.20,30.03,10834,16.7987,67310,3907,109521,1023.0,-0.0,957080,18.512,2631075.518,1.36e-14,0.00041,24.14,30629,25.335,1.376,23.015,0.944,25.336,4065,3966,4508,0.4020,0.950,1.043,1.992,1.380,0.978,1.320,9827.705,6833.997,14423.136,9758.134,8830.579,3047.796,3090.213,2174.447,0.546,0.434,0.488,0.528,0.240,0.324,2334,8116,0.4325,1.0000,0.9996,0.0804,1.0000,1.0000,0.6714,0.9925,1.0463,0.0606,0.0177,0.0215,0.0000,0.5925,0.9406,0.0727,0.6308,0.9610,0.00253,2492,0.9989,0.7758,0.8556,0.9986,0.0349,0.0553,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0684
38000,10540,3687,54156,97501,80360,42829,516,31583,8826,10,514967,3921042,27805.698,16831.986,0.2983,7232.431,0.057,0.777,0.145,0.020,0.477,0.348,3547,0.1699,0.7951,0.134,8.7,23.9,57.9,22.86,1.04,8.54,0.45,12.83,6.48,1.235,0.318,0.038,0.045,7.917,0.454,0.0033,124,461,1405,19570,223,39,0.388,6262,313,1345,8882,941,926,8673,7.20,31.54,9259,14.7455,67384,4124,108233,863.9,0.0,961805,18.031,2631075.518,1.86e-14,0.00001,31.31,35693,25.107,1.389,23.012,0.707,25.108,3025,3338,4177,0.3956,0.952,1.041,1.993,1.330,0.976,1.374,9924.267,6481.544,16539.672,9856.687,8641.770,3382.327,3666.849,2550.379,0.552,0.432,0.480,0.593,0.244,0.352,2382,12842,0.4792,1.0000,0.9999,0.0820,1.0000,1.0000,0.7259,1.0057,1.0920,0.0837,0.0166,0.0222,0.0000,0.6305,0.9489,0.2137,0.6664,0.9851,0.00255,2894,0.9986,0.7483,0.8703,0.9991,0.0295,0.0486,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0754
39000,11008,3753,50125,80300,63939,29826,349,31144,8098,9,484857,4003674,25688.798,14362.321,0.3038,5154.729,0.056,0.779,0.147,0.018,0.491,0.344,3265,0.1528,0.8044,0.120,9.0,23.9,55.7,22.45,0.80,8.43,0.45,12.77,6.40,1.291,0.317,0.032,0.037,7.449,0.431,0.0033,137,493,1360,19294,276,35,0.371,6289,41,1177,9790,381,1428,9199,7.75,31.44,10234,13.7588,67275,4142,107503,779.1,-0.0,962937,17.381,2631075.518,2.97e-14,0.00083,12.25,30473,24.316,1.367,22.099,0.850,24.317,3058,3478,4472,0.3909,0.950,1.053,1.996,1.461,0.975,1.419,10930.256,6703.385,10712.250,10859.663,9271.614,2596.924,3588.972,3021.696,0.544,0.456,0.501,0.505,0.275,0.354,2370,7295,0.4666,0.9999,1.0000,0.1044,1.0000,1.0000,0.7534,0.9996,1.0861,0.0634,0.0153,0.0215,0.0000,0.0000,0.8605,0.0798,0.6400,0.9913,0.00256,3111,0.9991,0.7670,0.8696,0.9988,0.0324,0.0518,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0734
40000,13340,3855,53281,94966,78039,41299,386,33406,8257,9,515025,4122199,28052.678,15619.648,0.3006,5944.240,0.053,0.772,0.155,0.020,0.487,0.351,3949,0.1269,0.7986,0.117,9.0,24.5,56.4,24.87,0.87,7.70,0.52,15.78,6.55,1.228,0.290,0.033,0.040,7.304,0.401,0.0034,141,492,1276,22004,211,34,0.417,7255,45,1735,11560,1197,2511,9632,6.95,29.28,9853,15.9753,67281,4189,107765,1127.6,-0.0,962450,18.013,2631075.518,2.65e-15,0.00016,36.36,35365,26.986,1.380,24.445,1.162,27.023,5121,3900,4319,0.4497,0.914,1.020,1.995,1.256,0.977,1.422,10651.458,6519.122,14616.782,10569.328,8810.808,3174.737,3511.140,2989.532,0.547,0.460,0.480,0.602,0.291,0.321,2604,6936,0.4397,1.0000,0.9999,0.0851,1.0000,1.0000,0.7160,0.9699,1.0693,0.0468,0.0173,0.0271,0.0000,0.8097,0.9647,0.1084,0.6726,0.9866,0.00256,2341,0.9992,0.7599,0.8774,0.9983,0.0309,0.0484,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0670
41000,11000,3838,52155,93074,76185,40496,423,34097,8024,19,475580,4075710,28868.654,16201.217,0.3064,7092.860,0.061,0.760,0.155,0.023,0.480,0.353,3362,0.1613,0.7807,0.163,9.0,24.0,58.5,23.36,0.71,8.28,0.60,13.78,6.46,1.290,0.318,0.027,0.032,7.798,0.437,0.0033,146,507,1283,19241,239,33,0.355,6409,85,1719,9196,471,1188,9341,7.25,30.46,6589,12.0019,67290,4094,105064,797.1,-0.0,970886,20.078,2631075.518,3.73e-14,0.00034,15.95,32959,28.358,1.391,26.106,0.861,28.359,2979,3563,4458,0.4005,0.954,1.045,1.998,1.429,0.979,1.445,10502.105,6688.625,16728.988,10428.683,8803.844,2721.295,3513.627,2873.434,0.575,0.435,0.467,0.626,0.244,0.327,2460,9572,0.4955,1.0000,1.0000,0.0744,1.0000,1.0000,0.7080,1.0016,1.0744,0.0470,0.0115,0.0262,0.0000,0.0000,0.8419,0.2526,0.6592,0.9613,0.00253,2783,0.9987,0.7853,0.8740,0.9988,0.0317,0.0515,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0719
42000,10354,3650,46641,71888,56137,24941,306,32123,7406,5,445429,3819519,23520.918,12767.230,0.3080,4191.545,0.045,0.788,0.146,0.020,0.476,0.356,3451,0.1622,0.8045,0.123,9.9,24.0,57.3,22.87,0.53,8.28,0.44,13.62,6.48,1.320,0.313,0.022,0.025,7.725,0.417,0.0034,147,517,1274,17489,201,33,0.307,5965,443,1082,8829,781,1140,8433,7.75,31.86,10401,15.2950,67232,3813,102752,712.4,-0.0,970263,17.418,2631075.518,2.34e-14,0.00004,16.82,27310,24.081,1.380,21.918,0.783,24.081,3635,3106,3613,0.3801,0.973,1.065,1.998,1.491,0.986,1.436,9848.198,6401.082,9458.511,9772.141,8481.811,2889.674,3147.024,2538.986,0.516,0.450,0.481,0.472,0.240,0.350,2380,5671,0.4277,1.0000,0.9999,0.0955,1.0000,0.9999,0.7959,1.0157,1.0842,0.0292,0.0128,0.0230,0.0000,0.1603,0.9333,0.1028,0.6443,0.9489,0.00254,2082,0.9990,0.8055,0.8819,0.9986,0.0304,0.0488,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0730
43000,11637,3746,48184,85829,70448,37305,340,29105,6316,20,420989,3517117,27722.923,13906.219,0.3009,5990.234,0.058,0.755,0.163,0.025,0.467,0.360,3119,0.1402,0.7806,0.164,9.9,23.6,57.9,24.11,0.63,8.38,0.69,14.41,6.57,1.248,0.319,0.030,0.031,7.645,0.418,0.0032,143,508,1394,16352,214,33,0.337,6491,541,1092,10004,973,1816,8848,6.29,29.89,10650,18.0006,67263,3517,101744,1089.4,-0.0,971090,17.192,2631075.518,1.01e-14,0.00005,28.99,32816,25.694,1.372,23.429,0.894,25.695,4052,3575,4010,0.4261,0.949,1.026,1.996,1.333,0.980,1.402,9169.484,6104.160,16751.118,9103.796,7858.243,2960.245,2731.535,2224.205,0.534,0.420,0.470,0.589,0.234,0.356,2462,9658,0.3804,1.0000,0.9998,0.0731,1.0000,0.9999,0.7339,1.0045,1.0876,0.0371,0.0080,0.0234,0.0000,0.6894,0.9354,0.2576,0.7183,0.9491,0.00250,1802,0.9993,0.8355,0.8831,0.9987,0.0321,0.0496,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0697
44000,10511,3662,44791,77879,63578,32770,318,28554,5905,26,390867,3379026,25135.587,12981.921,0.3000,5652.815,0.058,0.757,0.160,0.025,0.472,0.355,2788,0.1491,0.7897,0.158,10.0,24.0,58.1,25.18,0.75,7.62,0.55,16.25,6.54,1.250,0.290,0.027,0.032,8.147,0.439,0.0033,139,511,1393,14742,300,30,0.337,5680,406,1189,8916,649,1649,8213,5.00,29.11,9920,15.5569,67135,3671,101038,734.5,-0.0,973652,16.454,2631075.518,1.77e-15,0.00006,6.88,28986,23.827,1.375,21.698,0.754,23.827,3922,3033,3556,0.4016,0.937,1.038,1.998,1.347,0.980,1.374,8090.243,5815.000,15188.315,8035.129,7564.958,2672.133,2732.800,1924.173,0.549,0.424,0.468,0.555,0.229,0.378,2305,10087,0.4860,0.9999,1.0000,0.0717,1.0000,1.0000,0.6901,1.0010,1.0720,0.0386,0.0136,0.0261,0.0000,0.0000,0.8035,0.1463,0.6613,0.9447,0.00255,1345,0.9994,0.8186,0.8700,0.9992,0.0301,0.0481,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0728
