run,bx,by,land,stand,lawn
w0r0,38,36,0.562,0.444,0.000
w0r0,39,36,1.000,0.062,0.062
w0r0,40,36,0.625,0.000,0.800
w0r0,47,36,0.125,1.000,0.000
w0r0,48,36,1.000,0.125,0.000
w0r0,49,36,1.000,0.000,0.000
w0r0,50,36,1.000,0.000,0.000
w0r0,51,36,1.000,0.000,0.000
w0r0,52,36,1.000,0.000,0.188
w0r0,53,36,1.000,0.375,0.000
w0r0,54,36,1.000,0.750,0.000
w0r0,55,36,1.000,0.000,0.000
w0r0,56,36,1.000,0.000,0.000
w0r0,57,36,1.000,0.000,0.000
w0r0,58,36,1.000,0.000,0.000
w0r0,59,36,1.000,0.000,0.000
w0r0,60,36,1.000,0.000,0.000
w0r0,61,36,1.000,0.000,0.000
w0r0,62,36,1.000,0.000,0.188
w0r0,63,36,1.000,0.000,0.625
w0r0,64,36,1.000,0.000,0.562
w0r0,65,36,1.000,0.000,0.125
w0r0,66,36,1.000,0.000,0.062
w0r0,67,36,1.000,0.000,0.125
w0r0,68,36,1.000,0.000,0.375
w0r0,69,36,1.000,0.000,0.562
w0r0,70,36,1.000,0.000,0.750
w0r0,71,36,1.000,0.000,1.000
w0r0,72,36,1.000,0.000,1.000
w0r0,73,36,1.000,0.000,1.000
w0r0,74,36,1.000,0.000,1.000
w0r0,75,36,1.000,0.000,1.000
w0r0,76,36,1.000,0.000,1.000
w0r0,77,36,1.000,0.000,1.000
w0r0,78,36,1.000,0.000,1.000
w0r0,79,36,1.000,0.000,1.000
w0r0,80,36,0.625,0.000,1.000
w0r0,104,36,0.438,1.000,0.000
w0r0,105,36,1.000,1.000,0.000
w0r0,106,36,1.000,0.438,0.000
w0r0,107,36,0.938,0.333,0.067
w0r0,108,36,0.562,0.778,0.000
w0r0,109,36,0.250,1.000,0.000
w0r0,110,36,0.562,1.000,0.000
w0r0,111,36,0.688,0.636,0.000
w0r0,112,36,0.500,0.750,0.000
w0r0,113,36,0.250,1.000,0.000
w0r0,120,36,0.625,0.400,0.000
w0r0,121,36,1.000,0.000,0.000
w0r0,122,36,1.000,0.000,0.000
w0r0,123,36,1.000,0.000,0.500
w0r0,124,36,1.000,0.000,1.000
w0r0,125,36,1.000,0.000,0.625
w0r0,126,36,1.000,0.000,0.000
w0r0,127,36,1.000,0.000,0.000
w0r0,0,37,1.000,0.000,0.000
w0r0,1,37,1.000,0.000,0.000
w0r0,2,37,1.000,0.000,0.625
w0r0,3,37,1.000,0.000,1.000
w0r0,4,37,1.000,0.000,1.000
w0r0,5,37,0.938,0.000,1.000
w0r0,6,37,0.312,0.000,1.000
w0r0,37,37,0.062,1.000,0.000
w0r0,38,37,1.000,0.062,0.000
w0r0,39,37,1.000,0.000,0.375
w0r0,40,37,1.000,0.000,1.000
w0r0,47,37,0.250,0.250,0.000
w0r0,48,37,0.750,0.083,0.000
w0r0,49,37,0.750,0.333,0.000
w0r0,50,37,1.000,0.000,0.000
w0r0,51,37,1.000,0.000,0.000
w0r0,52,37,1.000,0.000,0.000
w0r0,53,37,1.000,0.000,0.000
w0r0,54,37,1.000,0.000,0.000
w0r0,55,37,1.000,0.000,0.000
w0r0,56,37,1.000,0.000,0.000
w0r0,57,37,1.000,0.000,0.000
w0r0,58,37,1.000,0.000,0.000
w0r0,59,37,1.000,0.000,0.000
w0r0,60,37,1.000,0.000,0.000
w0r0,61,37,1.000,0.000,0.000
w0r0,62,37,1.000,0.000,0.000
w0r0,63,37,1.000,0.000,0.062
w0r0,64,37,1.000,0.000,0.000
w0r0,65,37,1.000,0.000,0.000
w0r0,66,37,1.000,0.000,0.000
w0r0,67,37,1.000,0.000,0.000
w0r0,68,37,1.000,0.000,0.438
w0r0,69,37,1.000,0.000,0.688
w0r0,70,37,1.000,0.000,0.062
w0r0,71,37,1.000,0.000,0.688
w0r0,72,37,1.000,0.000,1.000
w0r0,73,37,1.000,0.000,1.000
w0r0,74,37,1.000,0.000,1.000
w0r0,75,37,1.000,0.000,1.000
w0r0,76,37,1.000,0.000,1.000
w0r0,77,37,1.000,0.000,1.000
w0r0,78,37,1.000,0.000,1.000
w0r0,79,37,1.000,0.000,1.000
w0r0,80,37,1.000,0.000,1.000
w0r0,81,37,0.500,0.000,1.000
w0r0,105,37,0.375,0.833,0.000
w0r0,106,37,0.688,1.000,0.000
w0r0,107,37,0.188,1.000,0.000
w0r0,120,37,0.375,0.667,0.000
w0r0,121,37,1.000,0.000,0.000
w0r0,122,37,1.000,0.000,0.000
w0r0,123,37,1.000,0.000,0.500
w0r0,124,37,1.000,0.000,1.000
w0r0,125,37,1.000,0.000,0.500
w0r0,126,37,1.000,0.000,0.000
w0r0,127,37,1.000,0.000,0.000
w0r0,0,38,1.000,0.000,0.375
w0r0,1,38,1.000,0.000,0.375
w0r0,2,38,1.000,0.000,0.500
w0r0,3,38,1.000,0.000,1.000
w0r0,4,38,1.000,0.000,1.000
w0r0,5,38,1.000,0.000,1.000
w0r0,6,38,0.750,0.000,0.750
w0r0,7,38,0.062,1.000,0.000
w0r0,37,38,0.062,1.000,0.000
w0r0,38,38,0.812,0.231,0.000
w0r0,39,38,1.000,0.062,0.062
w0r0,40,38,0.688,0.273,0.182
w0r0,47,38,0.250,0.000,0.000
w0r0,48,38,1.000,0.000,0.062
w0r0,49,38,0.875,0.000,0.857
w0r0,50,38,1.000,0.000,0.812
w0r0,51,38,1.000,0.000,1.000
w0r0,52,38,1.000,0.000,0.688
w0r0,53,38,1.000,0.000,0.125
w0r0,54,38,1.000,0.000,0.000
w0r0,55,38,1.000,0.000,0.000
w0r0,56,38,1.000,0.000,0.000
w0r0,57,38,1.000,0.000,0.000
w0r0,58,38,1.000,0.000,0.000
w0r0,59,38,1.000,0.000,0.062
w0r0,60,38,1.000,0.000,0.000
w0r0,61,38,1.000,0.000,0.000
w0r0,62,38,1.000,0.000,0.000
w0r0,63,38,1.000,0.000,0.000
w0r0,64,38,1.000,0.000,0.000
w0r0,65,38,1.000,0.000,0.062
w0r0,66,38,1.000,0.000,0.000
w0r0,67,38,1.000,0.000,0.000
w0r0,68,38,1.000,0.000,0.188
w0r0,69,38,1.000,0.000,0.375
w0r0,70,38,1.000,0.000,0.375
w0r0,71,38,1.000,0.000,0.750
w0r0,72,38,1.000,0.000,0.312
w0r0,73,38,1.000,0.000,0.938
w0r0,74,38,1.000,0.000,1.000
w0r0,75,38,1.000,0.000,1.000
w0r0,76,38,1.000,0.000,1.000
w0r0,77,38,1.000,0.000,1.000
w0r0,78,38,1.000,0.000,1.000
w0r0,79,38,1.000,0.000,1.000
w0r0,80,38,1.000,0.000,1.000
w0r0,81,38,0.312,0.000,1.000
w0r0,121,38,1.000,0.062,0.125
w0r0,122,38,1.000,0.000,0.875
w0r0,123,38,1.000,0.000,0.938
w0r0,124,38,1.000,0.000,1.000
w0r0,125,38,1.000,0.000,0.500
w0r0,126,38,1.000,0.000,0.000
w0r0,127,38,1.000,0.000,0.500
w0r0,0,39,1.000,0.000,1.000
w0r0,1,39,1.000,0.000,1.000
w0r0,2,39,1.000,0.000,0.625
w0r0,3,39,1.000,0.000,1.000
w0r0,4,39,1.000,0.000,1.000
w0r0,5,39,1.000,0.000,1.000
w0r0,6,39,1.000,0.000,0.938
w0r0,7,39,0.438,0.000,0.714
w0r0,8,39,0.062,0.000,1.000
w0r0,9,39,0.188,0.000,0.000
w0r0,39,39,0.125,1.000,0.000
w0r0,42,39,0.438,0.000,0.000
w0r0,43,39,0.125,0.000,0.000
w0r0,45,39,0.312,0.000,0.000
w0r0,46,39,0.750,0.000,0.500
w0r0,47,39,0.875,0.000,0.857
w0r0,48,39,1.000,0.000,0.938
w0r0,49,39,1.000,0.000,1.000
w0r0,50,39,1.000,0.000,1.000
w0r0,51,39,1.000,0.000,1.000
w0r0,52,39,1.000,0.000,1.000
w0r0,53,39,1.000,0.000,1.000
w0r0,54,39,1.000,0.000,0.625
w0r0,55,39,1.000,0.000,0.000
w0r0,56,39,1.000,0.000,0.000
w0r0,57,39,1.000,0.000,0.000
w0r0,58,39,1.000,0.000,0.000
w0r0,59,39,1.000,0.000,0.250
w0r0,60,39,1.000,0.000,0.000
w0r0,61,39,1.000,0.000,0.000
w0r0,62,39,1.000,0.000,0.000
w0r0,63,39,1.000,0.000,0.000
w0r0,64,39,1.000,0.000,0.000
w0r0,65,39,1.000,0.000,0.625
w0r0,66,39,1.000,0.000,0.375
w0r0,67,39,1.000,0.000,0.000
w0r0,68,39,1.000,0.000,0.000
w0r0,69,39,1.000,0.000,0.000
w0r0,70,39,1.000,0.000,0.000
w0r0,71,39,1.000,0.000,0.000
w0r0,72,39,1.000,0.000,0.250
w0r0,73,39,1.000,0.000,0.188
w0r0,74,39,1.000,0.000,0.500
w0r0,75,39,1.000,0.000,0.688
w0r0,76,39,1.000,0.000,1.000
w0r0,77,39,1.000,0.000,1.000
w0r0,78,39,1.000,0.000,1.000
w0r0,79,39,1.000,0.000,1.000
w0r0,80,39,0.562,0.000,0.889
w0r0,121,39,0.688,0.000,0.000
w0r0,122,39,1.000,0.000,0.375
w0r0,123,39,1.000,0.000,1.000
w0r0,124,39,1.000,0.000,1.000
w0r0,125,39,1.000,0.000,0.500
w0r0,126,39,1.000,0.000,0.000
w0r0,127,39,1.000,0.000,0.312
w0r0,0,40,1.000,0.000,1.000
w0r0,1,40,1.000,0.000,1.000
w0r0,2,40,1.000,0.000,0.688
w0r0,3,40,1.000,0.000,0.812
w0r0,4,40,1.000,0.000,0.500
w0r0,5,40,1.000,0.000,0.625
w0r0,6,40,1.000,0.000,0.188
w0r0,7,40,1.000,0.000,0.312
w0r0,8,40,1.000,0.000,1.000
w0r0,9,40,1.000,0.000,1.000
w0r0,10,40,0.250,0.000,1.000
w0r0,42,40,0.812,0.000,0.077
w0r0,43,40,0.625,0.000,0.800
w0r0,44,40,0.500,0.000,0.625
w0r0,45,40,1.000,0.000,0.625
w0r0,46,40,1.000,0.000,1.000
w0r0,47,40,1.000,0.000,1.000
w0r0,48,40,1.000,0.000,1.000
w0r0,49,40,1.000,0.000,1.000
w0r0,50,40,1.000,0.000,1.000
w0r0,51,40,1.000,0.000,1.000
w0r0,52,40,1.000,0.000,1.000
w0r0,53,40,1.000,0.000,1.000
w0r0,54,40,1.000,0.000,1.000
w0r0,55,40,1.000,0.000,0.625
w0r0,56,40,1.000,0.000,0.000
w0r0,57,40,1.000,0.000,0.125
w0r0,58,40,1.000,0.000,0.000
w0r0,59,40,1.000,0.000,0.000
w0r0,60,40,1.000,0.000,0.000
w0r0,61,40,1.000,0.000,0.000
w0r0,62,40,1.000,0.000,0.250
w0r0,63,40,1.000,0.000,0.125
w0r0,64,40,1.000,0.000,0.000
w0r0,65,40,1.000,0.000,0.000
w0r0,66,40,1.000,0.000,0.062
w0r0,67,40,1.000,0.000,0.000
w0r0,68,40,1.000,0.000,0.000
w0r0,69,40,1.000,0.000,0.000
w0r0,70,40,1.000,0.000,0.000
w0r0,71,40,1.000,0.000,0.000
w0r0,72,40,1.000,0.000,0.062
w0r0,73,40,1.000,0.000,0.000
w0r0,74,40,1.000,0.000,0.000
w0r0,75,40,1.000,0.000,0.000
w0r0,76,40,1.000,0.000,0.250
w0r0,77,40,1.000,0.000,1.000
w0r0,78,40,1.000,0.000,1.000
w0r0,79,40,0.750,0.000,0.917
w0r0,90,40,0.562,0.000,0.000
w0r0,91,40,0.438,0.000,0.857
w0r0,96,40,0.125,0.000,0.000
w0r0,97,40,0.375,0.000,1.000
w0r0,98,40,0.938,0.000,1.000
w0r0,99,40,0.875,0.000,1.000
w0r0,100,40,0.062,0.000,1.000
w0r0,121,40,0.062,0.000,0.000
w0r0,122,40,0.875,0.000,0.571
w0r0,123,40,1.000,0.000,1.000
w0r0,124,40,1.000,0.000,1.000
w0r0,125,40,1.000,0.000,0.812
w0r0,126,40,1.000,0.000,0.000
w0r0,127,40,1.000,0.000,0.875
w0r0,0,41,1.000,0.000,0.938
w0r0,1,41,1.000,0.000,1.000
w0r0,2,41,1.000,0.000,0.500
w0r0,3,41,1.000,0.000,0.062
w0r0,4,41,1.000,0.000,0.000
w0r0,5,41,1.000,0.000,0.000
w0r0,6,41,1.000,0.000,0.000
w0r0,7,41,1.000,0.000,0.062
w0r0,8,41,1.000,0.000,1.000
w0r0,9,41,1.000,0.000,1.000
w0r0,10,41,1.000,0.000,0.938
w0r0,41,41,0.125,0.000,0.000
w0r0,42,41,1.000,0.000,0.188
w0r0,43,41,1.000,0.000,0.875
w0r0,44,41,0.812,0.000,0.692
w0r0,45,41,0.562,0.000,0.111
w0r0,46,41,1.000,0.000,0.688
w0r0,47,41,1.000,0.000,1.000
w0r0,48,41,1.000,0.000,1.000
w0r0,49,41,1.000,0.000,1.000
w0r0,50,41,1.000,0.000,1.000
w0r0,51,41,1.000,0.000,1.000
w0r0,52,41,1.000,0.000,1.000
w0r0,53,41,1.000,0.000,1.000
w0r0,54,41,1.000,0.000,1.000
w0r0,55,41,1.000,0.000,1.000
w0r0,56,41,1.000,0.000,1.000
w0r0,57,41,1.000,0.000,1.000
w0r0,58,41,1.000,0.000,1.000
w0r0,59,41,1.000,0.000,0.500
w0r0,60,41,1.000,0.000,0.062
w0r0,61,41,1.000,0.000,0.000
w0r0,62,41,1.000,0.000,0.000
w0r0,63,41,1.000,0.000,0.000
w0r0,64,41,1.000,0.000,0.000
w0r0,65,41,1.000,0.000,0.000
w0r0,66,41,1.000,0.250,0.000
w0r0,67,41,1.000,0.062,0.000
w0r0,68,41,1.000,0.375,0.000
w0r0,69,41,1.000,0.312,0.062
w0r0,70,41,1.000,0.000,0.000
w0r0,71,41,1.000,0.000,0.000
w0r0,72,41,1.000,0.000,0.000
w0r0,73,41,1.000,0.000,0.000
w0r0,74,41,1.000,0.000,0.000
w0r0,75,41,1.000,0.000,0.000
w0r0,76,41,1.000,0.000,0.000
w0r0,77,41,1.000,0.000,0.688
w0r0,78,41,1.000,0.000,1.000
w0r0,79,41,0.562,0.000,0.778
w0r0,90,41,0.812,0.000,0.077
w0r0,91,41,1.000,0.000,1.000
w0r0,92,41,0.125,0.000,1.000
w0r0,93,41,0.688,0.000,0.091
w0r0,94,41,0.750,0.000,1.000
w0r0,95,41,0.875,0.000,0.857
w0r0,96,41,1.000,0.000,1.000
w0r0,97,41,1.000,0.000,1.000
w0r0,98,41,1.000,0.000,1.000
w0r0,99,41,1.000,0.000,1.000
w0r0,121,41,0.188,0.000,0.000
w0r0,122,41,1.000,0.000,0.438
w0r0,123,41,1.000,0.000,1.000
w0r0,124,41,1.000,0.000,1.000
w0r0,125,41,1.000,0.000,1.000
w0r0,126,41,1.000,0.000,0.438
w0r0,127,41,1.000,0.000,0.312
w0r0,0,42,1.000,0.000,0.688
w0r0,1,42,1.000,0.000,1.000
w0r0,2,42,1.000,0.000,1.000
w0r0,3,42,1.000,0.000,0.250
w0r0,4,42,1.000,0.000,0.000
w0r0,5,42,1.000,0.000,0.000
w0r0,6,42,1.000,0.000,0.000
w0r0,7,42,1.000,0.000,0.562
w0r0,8,42,1.000,0.000,1.000
w0r0,9,42,1.000,0.000,0.688
w0r0,10,42,0.375,0.000,0.167
w0r0,40,42,0.062,0.000,0.000
w0r0,41,42,0.812,0.000,0.308
w0r0,42,42,0.500,0.000,0.375
w0r0,43,42,0.312,0.000,0.000
w0r0,44,42,0.062,0.000,0.000
w0r0,45,42,0.375,0.000,0.000
w0r0,46,42,1.000,0.000,0.688
w0r0,47,42,1.000,0.000,1.000
w0r0,48,42,1.000,0.000,1.000
w0r0,49,42,1.000,0.000,1.000
w0r0,50,42,1.000,0.000,1.000
w0r0,51,42,1.000,0.000,1.000
w0r0,52,42,1.000,0.000,1.000
w0r0,53,42,1.000,0.000,1.000
w0r0,54,42,1.000,0.000,1.000
w0r0,55,42,1.000,0.000,1.000
w0r0,56,42,1.000,0.000,1.000
w0r0,57,42,1.000,0.000,1.000
w0r0,58,42,1.000,0.000,1.000
w0r0,59,42,1.000,0.000,1.000
w0r0,60,42,1.000,0.000,0.062
w0r0,61,42,1.000,0.000,0.000
w0r0,62,42,1.000,0.000,0.000
w0r0,63,42,1.000,0.000,0.000
w0r0,64,42,1.000,0.000,0.000
w0r0,65,42,1.000,0.000,0.000
w0r0,66,42,1.000,0.625,0.000
w0r0,67,42,1.000,1.000,0.000
w0r0,68,42,1.000,1.000,0.000
w0r0,69,42,1.000,0.875,0.000
w0r0,70,42,1.000,1.000,0.000
w0r0,71,42,1.000,1.000,0.000
w0r0,72,42,1.000,0.875,0.000
w0r0,73,42,1.000,1.000,0.000
w0r0,74,42,1.000,0.625,0.000
w0r0,75,42,1.000,0.000,0.000
w0r0,76,42,1.000,0.000,0.000
w0r0,77,42,1.000,0.000,0.062
w0r0,78,42,1.000,0.000,0.875
w0r0,79,42,0.375,0.000,0.833
w0r0,89,42,0.188,0.000,0.000
w0r0,90,42,1.000,0.000,0.625
w0r0,91,42,1.000,0.000,1.000
w0r0,92,42,0.812,0.000,1.000
w0r0,93,42,0.250,0.000,0.000
w0r0,94,42,1.000,0.000,0.500
w0r0,95,42,1.000,0.000,1.000
w0r0,96,42,1.000,0.000,1.000
w0r0,97,42,1.000,0.000,1.000
w0r0,98,42,1.000,0.000,1.000
w0r0,99,42,0.875,0.000,1.000
w0r0,121,42,0.625,0.000,0.000
w0r0,122,42,1.000,0.000,0.875
w0r0,123,42,1.000,0.000,1.000
w0r0,124,42,1.000,0.000,1.000
w0r0,125,42,1.000,0.000,1.000
w0r0,126,42,1.000,0.000,0.938
w0r0,127,42,1.000,0.000,0.062
w0r0,0,43,1.000,0.000,1.000
w0r0,1,43,1.000,0.000,1.000
w0r0,2,43,1.000,0.000,1.000
w0r0,3,43,1.000,0.000,0.562
w0r0,4,43,1.000,0.000,0.000
w0r0,5,43,1.000,0.000,0.000
w0r0,6,43,1.000,0.000,0.000
w0r0,7,43,1.000,0.000,0.188
w0r0,8,43,1.000,0.000,0.750
w0r0,9,43,0.500,0.000,0.000
w0r0,10,43,0.312,0.400,0.000
w0r0,41,43,0.375,0.000,0.000
w0r0,42,43,0.125,0.000,0.000
w0r0,45,43,0.375,0.000,0.000
w0r0,46,43,1.000,0.000,0.812
w0r0,47,43,1.000,0.000,1.000
w0r0,48,43,1.000,0.000,1.000
w0r0,49,43,1.000,0.000,1.000
w0r0,50,43,1.000,0.000,1.000
w0r0,51,43,1.000,0.000,1.000
w0r0,52,43,1.000,0.000,1.000
w0r0,53,43,1.000,0.000,1.000
w0r0,54,43,1.000,0.000,1.000
w0r0,55,43,1.000,0.000,1.000
w0r0,56,43,1.000,0.000,1.000
w0r0,57,43,1.000,0.000,1.000
w0r0,58,43,1.000,0.000,1.000
w0r0,59,43,1.000,0.000,1.000
w0r0,60,43,1.000,0.000,0.812
w0r0,61,43,1.000,0.000,0.438
w0r0,62,43,1.000,0.000,0.062
w0r0,63,43,1.000,0.000,0.000
w0r0,64,43,1.000,0.000,0.000
w0r0,65,43,1.000,0.000,0.000
w0r0,66,43,1.000,0.062,0.000
w0r0,67,43,1.000,0.062,0.000
w0r0,68,43,1.000,0.500,0.000
w0r0,69,43,1.000,1.000,0.000
w0r0,70,43,1.000,1.000,0.000
w0r0,71,43,1.000,1.000,0.000
w0r0,72,43,1.000,1.000,0.000
w0r0,73,43,1.000,1.000,0.000
w0r0,74,43,1.000,1.000,0.000
w0r0,75,43,1.000,0.562,0.000
w0r0,76,43,1.000,0.000,0.062
w0r0,77,43,1.000,0.000,0.688
w0r0,78,43,1.000,0.000,0.125
w0r0,79,43,0.875,0.000,0.286
w0r0,89,43,0.062,0.000,0.000
w0r0,90,43,1.000,0.000,0.562
w0r0,91,43,1.000,0.000,1.000
w0r0,92,43,0.875,0.000,1.000
w0r0,93,43,0.625,0.000,0.600
w0r0,94,43,1.000,0.000,0.938
w0r0,95,43,1.000,0.000,1.000
w0r0,96,43,1.000,0.000,1.000
w0r0,97,43,1.000,0.000,1.000
w0r0,98,43,1.000,0.000,1.000
w0r0,99,43,1.000,0.000,1.000
w0r0,100,43,0.375,0.000,1.000
w0r0,121,43,0.188,0.000,0.000
w0r0,122,43,0.812,0.000,0.385
w0r0,123,43,1.000,0.000,1.000
w0r0,124,43,1.000,0.000,1.000
w0r0,125,43,1.000,0.000,1.000
w0r0,126,43,1.000,0.000,1.000
w0r0,127,43,1.000,0.000,1.000
w0r0,0,44,1.000,0.000,1.000
w0r0,1,44,1.000,0.000,1.000
w0r0,2,44,1.000,0.000,1.000
w0r0,3,44,1.000,0.000,0.750
w0r0,4,44,1.000,0.000,0.000
w0r0,5,44,1.000,0.000,0.000
w0r0,6,44,1.000,0.000,0.000
w0r0,7,44,1.000,0.000,0.062
w0r0,8,44,1.000,0.000,0.062
w0r0,9,44,1.000,0.062,0.688
w0r0,10,44,0.125,0.000,0.500
w0r0,39,44,0.062,0.000,1.000
w0r0,40,44,0.750,0.000,0.833
w0r0,41,44,0.625,0.000,1.000
w0r0,42,44,0.062,0.000,1.000
w0r0,45,44,0.125,0.000,0.000
w0r0,46,44,1.000,0.000,0.875
w0r0,47,44,1.000,0.000,1.000
w0r0,48,44,1.000,0.000,1.000
w0r0,49,44,1.000,0.000,1.000
w0r0,50,44,1.000,0.000,1.000
w0r0,51,44,1.000,0.000,1.000
w0r0,52,44,1.000,0.000,1.000
w0r0,53,44,1.000,0.000,1.000
w0r0,54,44,1.000,0.000,1.000
w0r0,55,44,1.000,0.000,1.000
w0r0,56,44,1.000,0.000,1.000
w0r0,57,44,1.000,0.000,1.000
w0r0,58,44,1.000,0.000,1.000
w0r0,59,44,1.000,0.000,1.000
w0r0,60,44,1.000,0.000,1.000
w0r0,61,44,1.000,0.000,1.000
w0r0,62,44,1.000,0.000,0.875
w0r0,63,44,1.000,0.000,0.125
w0r0,64,44,1.000,0.000,0.000
w0r0,65,44,1.000,0.000,0.000
w0r0,66,44,1.000,0.000,0.000
w0r0,67,44,1.000,0.000,0.000
w0r0,68,44,1.000,0.000,0.000
w0r0,69,44,1.000,0.500,0.000
w0r0,70,44,1.000,0.938,0.000
w0r0,71,44,1.000,1.000,0.000
w0r0,72,44,1.000,1.000,0.000
w0r0,73,44,1.000,1.000,0.000
w0r0,74,44,1.000,1.000,0.000
w0r0,75,44,1.000,0.562,0.000
w0r0,76,44,1.000,0.000,0.000
w0r0,77,44,1.000,0.000,0.062
w0r0,78,44,1.000,0.000,0.375
w0r0,79,44,1.000,0.000,0.000
w0r0,89,44,0.125,0.000,0.000
w0r0,90,44,0.688,0.000,0.636
w0r0,91,44,1.000,0.000,0.750
w0r0,92,44,0.438,0.000,0.714
w0r0,93,44,0.625,0.000,0.300
w0r0,94,44,0.938,0.000,0.733
w0r0,95,44,0.938,0.000,0.600
w0r0,96,44,1.000,0.000,0.750
w0r0,97,44,1.000,0.000,0.938
w0r0,98,44,1.000,0.000,1.000
w0r0,99,44,1.000,0.000,1.000
w0r0,100,44,0.500,0.000,1.000
w0r0,122,44,0.188,0.000,0.000
w0r0,123,44,0.938,0.000,1.000
w0r0,124,44,1.000,0.000,1.000
w0r0,125,44,1.000,0.000,1.000
w0r0,126,44,1.000,0.000,1.000
w0r0,127,44,1.000,0.000,1.000
w0r0,0,45,1.000,0.000,1.000
w0r0,1,45,1.000,0.000,1.000
w0r0,2,45,1.000,0.000,1.000
w0r0,3,45,1.000,0.000,1.000
w0r0,4,45,1.000,0.000,0.625
w0r0,5,45,1.000,0.000,0.500
w0r0,6,45,1.000,0.000,0.688
w0r0,7,45,1.000,0.000,0.375
w0r0,8,45,1.000,0.000,0.125
w0r0,9,45,0.625,0.100,0.200
w0r0,39,45,0.812,0.000,1.000
w0r0,40,45,1.000,0.000,1.000
w0r0,41,45,1.000,0.000,1.000
w0r0,42,45,1.000,0.000,1.000
w0r0,43,45,0.812,0.000,1.000
w0r0,44,45,0.688,0.000,1.000
w0r0,45,45,0.688,0.000,1.000
w0r0,46,45,1.000,0.000,1.000
w0r0,47,45,1.000,0.000,1.000
w0r0,48,45,1.000,0.000,1.000
w0r0,49,45,0.938,0.000,0.867
w0r0,50,45,0.500,0.000,1.000
w0r0,51,45,1.000,0.000,1.000
w0r0,52,45,1.000,0.000,1.000
w0r0,53,45,1.000,0.000,1.000
w0r0,54,45,1.000,0.000,1.000
w0r0,55,45,1.000,0.000,1.000
w0r0,56,45,1.000,0.000,1.000
w0r0,57,45,0.875,0.000,0.714
w0r0,58,45,1.000,0.000,0.938
w0r0,59,45,1.000,0.000,1.000
w0r0,60,45,1.000,0.000,1.000
w0r0,61,45,1.000,0.000,1.000
w0r0,62,45,1.000,0.000,1.000
w0r0,63,45,1.000,0.000,0.500
w0r0,64,45,1.000,0.000,0.000
w0r0,65,45,1.000,0.000,0.000
w0r0,66,45,1.000,0.000,0.000
w0r0,67,45,1.000,0.000,0.000
w0r0,68,45,1.000,0.000,0.000
w0r0,69,45,1.000,0.000,0.000
w0r0,70,45,1.000,0.000,0.000
w0r0,71,45,1.000,0.375,0.000
w0r0,72,45,1.000,0.562,0.000
w0r0,73,45,1.000,0.562,0.000
w0r0,74,45,1.000,0.500,0.000
w0r0,75,45,1.000,0.000,0.000
w0r0,76,45,1.000,0.000,0.000
w0r0,77,45,1.000,0.000,0.312
w0r0,78,45,1.000,0.000,0.000
w0r0,79,45,1.000,0.062,0.000
w0r0,98,45,0.312,0.000,1.000
w0r0,99,45,0.438,0.000,1.000
w0r0,119,45,0.062,0.000,0.000
w0r0,120,45,0.250,0.000,0.250
w0r0,123,45,0.562,0.000,1.000
w0r0,124,45,1.000,0.000,1.000
w0r0,125,45,1.000,0.000,1.000
w0r0,126,45,1.000,0.000,1.000
w0r0,127,45,1.000,0.000,1.000
w0r0,0,46,1.000,0.000,1.000
w0r0,1,46,1.000,0.000,1.000
w0r0,2,46,1.000,0.000,1.000
w0r0,3,46,1.000,0.000,1.000
w0r0,4,46,1.000,0.000,1.000
w0r0,5,46,1.000,0.000,1.000
w0r0,6,46,1.000,0.000,1.000
w0r0,7,46,1.000,0.000,1.000
w0r0,8,46,1.000,0.000,0.625
w0r0,9,46,0.750,0.250,0.167
w0r0,38,46,0.500,0.000,1.000
w0r0,39,46,1.000,0.000,1.000
w0r0,40,46,1.000,0.000,1.000
w0r0,41,46,1.000,0.000,1.000
w0r0,42,46,1.000,0.000,1.000
w0r0,43,46,1.000,0.000,1.000
w0r0,44,46,1.000,0.000,1.000
w0r0,45,46,1.000,0.000,1.000
w0r0,46,46,1.000,0.000,1.000
w0r0,47,46,1.000,0.000,1.000
w0r0,48,46,0.688,0.000,0.909
w0r0,49,46,0.125,0.000,1.000
w0r0,51,46,0.438,0.000,1.000
w0r0,52,46,0.938,0.000,0.933
w0r0,53,46,1.000,0.000,0.750
w0r0,54,46,1.000,0.000,0.812
w0r0,55,46,1.000,0.000,1.000
w0r0,56,46,1.000,0.000,1.000
w0r0,57,46,0.688,0.000,0.818
w0r0,58,46,1.000,0.000,0.938
w0r0,59,46,1.000,0.000,1.000
w0r0,60,46,1.000,0.000,1.000
w0r0,61,46,1.000,0.000,1.000
w0r0,62,46,1.000,0.000,1.000
w0r0,63,46,1.000,0.000,0.938
w0r0,64,46,1.000,0.000,0.750
w0r0,65,46,1.000,0.000,0.750
w0r0,66,46,1.000,0.000,0.125
w0r0,67,46,1.000,0.000,0.062
w0r0,68,46,1.000,0.000,0.000
w0r0,69,46,1.000,0.000,0.000
w0r0,70,46,1.000,0.000,0.000
w0r0,71,46,1.000,0.000,0.000
w0r0,72,46,1.000,0.000,0.000
w0r0,73,46,1.000,0.000,0.000
w0r0,74,46,1.000,0.000,0.000
w0r0,75,46,1.000,0.000,0.000
w0r0,76,46,1.000,0.000,0.000
w0r0,77,46,1.000,0.000,0.000
