step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_eaten,deaths_body,escapes,plant_intake,meat_intake,stay,n,s,e,w,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,attack_mean,attack_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,gain_mean,kills_young_share,meat_majority
670000,841,4.630,0.066,8.99,64617,46758,12,17580,292,1490,1626071.5,97176.0,0.002,0.296,0.178,0.261,0.264,2767,63.46,4.14,39.56,8.09,3.37,8.04,0.00,0.00,20.54,3.96,3.10,7.42,0.055,0.135,86,0.264,0.888,0.084,0.000,0.027,40364,24029,4,0.565,0.000,0.000,5482,0.235,0.131,0.021,161.61,18563,20,5.53,0.899,0.008
680000,811,4.783,0.068,8.93,59789,44820,10,14789,200,799,1629310.5,70753.5,0.002,0.284,0.174,0.267,0.273,3366,63.52,3.97,39.43,7.67,3.30,7.82,0.00,0.00,20.80,3.51,3.15,7.46,0.052,0.122,77,0.435,0.901,0.081,0.000,0.017,37423,21753,4,0.572,0.000,0.000,3644,0.263,0.135,0.020,161.60,16474,14,4.78,0.935,0.007
690000,833,4.674,0.070,8.94,59442,45133,19,14074,194,858,1629475.8,62084.9,0.002,0.283,0.178,0.262,0.276,3324,63.51,3.92,39.58,7.96,2.92,7.50,0.03,0.80,20.98,4.48,2.70,6.98,0.046,0.118,91,0.412,0.899,0.079,0.000,0.022,37953,22967,3,0.594,0.000,0.004,26869,0.086,0.131,0.019,161.31,16740,11,4.41,0.952,0.010
700000,846,4.587,0.070,9.13,61361,46694,19,14394,241,935,1624178.2,69793.7,0.002,0.281,0.174,0.265,0.278,3181,63.08,5.68,39.06,7.88,2.80,7.30,0.00,0.00,21.21,4.13,2.64,6.86,0.044,0.115,105,0.365,0.903,0.076,0.000,0.021,38375,23072,3,0.660,0.000,0.000,7161,0.190,0.134,0.023,161.38,17715,15,4.85,0.928,0.013
710000,828,4.630,0.077,9.06,62232,47156,17,14757,320,1105,1626513.0,79956.5,0.001,0.277,0.172,0.270,0.280,2735,63.49,3.97,39.54,7.62,3.09,7.58,0.03,0.80,20.84,4.31,2.94,7.22,0.048,0.118,96,0.295,0.905,0.077,0.000,0.018,37984,21858,3,0.620,0.000,0.001,7758,0.218,0.144,0.028,161.33,18886,19,5.42,0.911,0.011
720000,839,4.651,0.071,9.22,71828,47333,10,24121,353,1680,1627831.1,140949.9,0.001,0.286,0.180,0.260,0.273,2864,63.70,3.53,39.20,7.45,3.92,8.19,0.00,0.00,20.58,3.31,3.79,7.89,0.061,0.128,77,0.327,0.888,0.095,0.000,0.017,43939,24805,4,0.654,0.068,0.000,6502,0.195,0.131,0.020,161.32,20290,20,5.84,0.898,0.041
730000,854,4.612,0.069,9.12,60550,46214,8,13998,315,845,1619556.2,64375.9,0.002,0.295,0.184,0.256,0.262,2988,63.80,1.54,39.71,7.78,3.51,8.08,0.00,0.00,20.58,3.82,3.27,7.54,0.055,0.127,111,0.295,0.899,0.085,0.000,0.015,36813,22407,2,0.644,0.153,0.000,5349,0.224,0.133,0.019,161.38,18099,13,4.60,0.936,0.007
740000,826,4.660,0.070,9.17,58440,45673,8,12519,268,841,1620751.9,55079.0,0.002,0.293,0.181,0.259,0.266,2977,63.31,4.94,40.37,7.18,2.16,6.49,0.00,0.10,20.78,4.25,2.03,6.13,0.035,0.108,109,0.265,0.919,0.057,0.000,0.024,35635,20850,3,0.650,0.000,0.001,5250,0.207,0.134,0.020,161.27,17298,12,4.40,0.947,0.006
750000,909,4.481,0.066,9.02,60217,46041,11,13576,506,722,1615264.4,58138.0,0.001,0.287,0.169,0.278,0.265,2560,59.04,16.39,37.12,12.50,2.57,7.06,0.00,0.00,19.34,6.27,2.43,6.68,0.041,0.112,98,0.278,0.910,0.070,0.000,0.020,36567,20216,3,0.593,0.063,0.000,6638,0.212,0.129,0.018,161.25,18348,24,4.28,0.906,0.007
760000,821,4.689,0.056,8.87,65119,47218,12,17483,494,1205,1619000.9,92840.3,0.002,0.301,0.167,0.264,0.267,2821,63.33,4.61,38.71,8.73,4.16,8.61,0.01,0.25,20.45,4.30,3.93,8.13,0.065,0.135,115,0.258,0.892,0.090,0.000,0.018,40442,22851,4,0.465,0.000,0.002,5396,0.225,0.127,0.018,161.29,19648,26,5.31,0.877,0.004
770000,810,4.746,0.068,8.93,63559,45167,39,17922,442,1417,1617163.4,96621.8,0.002,0.304,0.176,0.250,0.268,2836,63.42,3.46,38.77,8.45,4.22,8.81,0.01,0.25,20.42,4.40,3.95,8.17,0.066,0.138,91,0.252,0.883,0.100,0.000,0.017,41370,22645,3,0.557,0.186,0.001,5450,0.252,0.137,0.023,161.48,19776,18,5.39,0.905,0.007
780000,819,4.842,0.049,8.39,60208,42047,41,17648,463,1377,1621958.5,97428.2,0.002,0.278,0.169,0.266,0.286,2853,63.48,3.30,38.36,9.10,5.50,9.48,0.00,0.00,19.63,3.41,5.21,9.02,0.087,0.151,74,0.241,0.853,0.127,0.000,0.020,38866,20622,3,0.451,0.062,0.000,6050,0.220,0.120,0.019,161.74,18601,18,5.52,0.912,0.022
790000,825,4.488,0.041,8.27,50729,40598,71,9744,310,754,1603960.8,39427.0,0.002,0.241,0.155,0.272,0.331,3046,63.64,3.04,41.11,8.12,3.11,7.89,0.02,0.53,19.40,3.23,2.82,7.14,0.049,0.123,101,0.195,0.909,0.073,0.000,0.018,37815,20339,3,0.543,0.048,0.002,11346,0.233,0.116,0.016,161.07,15759,7,4.05,0.978,0.005
800000,860,4.411,0.044,8.54,49584,38297,56,10878,318,848,1607586.0,50411.4,0.004,0.243,0.171,0.265,0.317,3425,63.78,0.76,40.68,7.30,3.09,7.65,0.18,0.89,19.83,2.98,2.93,7.26,0.048,0.120,82,0.166,0.910,0.073,0.000,0.016,37772,19548,3,0.413,0.044,0.043,56733,0.210,0.113,0.015,161.28,15695,11,4.63,0.953,0.005
810000,813,4.505,0.042,8.36,49132,38626,58,10225,270,727,1617941.4,44500.4,0.003,0.229,0.159,0.270,0.339,3486,63.77,2.10,39.52,7.54,3.73,8.43,0.13,0.98,20.39,2.98,3.44,7.71,0.058,0.132,88,0.215,0.895,0.089,0.000,0.016,39020,18877,4,0.461,0.000,0.027,334819,0.220,0.114,0.016,161.10,15140,8,4.35,0.972,0.001
820000,843,4.680,0.049,8.38,48281,38081,53,9883,234,896,1625375.6,42409.5,0.003,0.242,0.172,0.257,0.327,3413,63.36,3.72,40.05,6.87,2.91,7.37,0.22,0.73,20.19,3.13,2.78,7.03,0.045,0.115,92,0.167,0.907,0.077,0.000,0.015,38403,18159,2,0.419,0.227,0.094,601064,0.134,0.118,0.016,161.30,15086,9,4.29,0.967,0.005
830000,847,4.545,0.055,8.66,51573,39914,58,11281,316,817,1630344.2,50839.1,0.002,0.256,0.170,0.256,0.316,3406,63.46,3.42,39.97,6.56,2.45,6.89,0.23,1.05,20.81,3.06,2.32,6.52,0.038,0.108,78,0.314,0.919,0.068,0.000,0.013,38808,15233,3,0.527,0.105,0.071,833091,0.133,0.126,0.019,161.74,16251,10,4.51,0.959,0.004
840000,838,4.641,0.050,8.77,52336,40307,80,11546,412,630,1620386.4,51677.4,0.002,0.291,0.183,0.246,0.278,3262,63.24,2.66,40.23,7.13,2.40,6.83,0.23,1.31,20.37,3.28,2.26,6.48,0.038,0.109,85,0.196,0.916,0.066,0.000,0.018,36394,13302,4,0.516,0.054,0.062,379752,0.151,0.117,0.015,162.07,15106,11,4.48,0.953,0.007
850000,859,4.723,0.056,8.84,56459,42008,68,13936,426,1214,1624466.0,72872.5,0.002,0.304,0.190,0.243,0.261,2885,62.54,6.48,38.72,8.58,3.30,7.75,0.00,0.00,20.52,4.41,3.14,7.34,0.052,0.121,104,0.297,0.882,0.095,0.000,0.022,37194,13948,4,0.522,0.019,0.000,162532,0.151,0.116,0.014,162.07,16691,22,5.23,0.896,0.024
860000,843,4.666,0.062,8.75,57512,44297,30,12845,356,887,1617055.6,65233.1,0.001,0.310,0.189,0.235,0.265,2937,62.85,4.48,39.54,7.97,2.84,7.14,0.00,0.03,20.47,3.62,2.66,6.71,0.045,0.113,97,0.184,0.911,0.071,0.000,0.018,38784,16572,4,0.281,0.221,0.001,9838,0.202,0.128,0.017,161.49,17191,16,5.08,0.915,0.013
870000,821,4.694,0.064,9.09,73472,46585,10,26714,185,1922,1595697.4,204398.5,0.022,0.313,0.213,0.203,0.249,2932,63.77,2.85,42.23,9.22,3.37,7.90,0.04,0.94,18.13,3.38,3.37,7.90,0.053,0.123,81,0.275,0.904,0.080,0.000,0.016,49156,28563,3,0.443,0.000,0.002,12301,0.216,0.134,0.021,160.18,19515,29,7.65,0.883,0.000
880000,832,4.643,0.072,9.08,51771,39700,16,11889,155,477,1583518.5,52341.1,0.023,0.306,0.181,0.216,0.273,3017,63.55,4.26,40.21,9.23,4.25,8.85,0.01,0.24,19.08,3.08,4.17,8.60,0.068,0.140,70,0.276,0.876,0.108,0.000,0.016,34574,18883,3,0.502,0.018,0.001,15779,0.204,0.141,0.025,160.34,17334,9,4.40,0.972,0.014
890000,821,4.659,0.069,9.16,52704,40454,23,12131,107,467,1582623.6,53803.9,0.021,0.299,0.178,0.220,0.282,3026,63.73,2.61,41.29,8.17,2.92,7.46,0.00,0.00,19.52,3.94,2.92,7.46,0.046,0.117,69,0.414,0.900,0.085,0.000,0.015,34483,19165,4,0.515,0.000,0.000,11725,0.259,0.145,0.029,160.81,17265,10,4.44,0.967,0.002
900000,828,4.643,0.068,9.20,52974,40805,19,12044,99,459,1578141.9,52326.3,0.027,0.292,0.182,0.220,0.280,3000,63.68,2.90,40.87,8.49,3.12,7.65,0.04,0.88,19.65,3.52,3.10,7.63,0.049,0.120,77,0.371,0.903,0.081,0.000,0.016,36793,21708,3,0.431,0.000,0.004,12441,0.241,0.144,0.026,160.41,17546,8,4.34,0.975,0.000
910000,847,4.654,0.069,9.34,56152,43021,4,12980,128,490,1579985.9,57205.2,0.024,0.308,0.179,0.220,0.269,2801,63.87,1.19,41.16,8.39,3.42,7.95,0.00,0.07,19.30,3.28,3.42,7.95,0.053,0.124,69,0.392,0.902,0.084,0.000,0.014,38319,19579,3,0.450,0.000,0.001,12351,0.254,0.138,0.024,160.60,18178,9,4.41,0.966,0.005
920000,839,4.687,0.064,9.35,56040,42805,13,13105,125,462,1582083.1,59855.5,0.025,0.299,0.170,0.228,0.278,2588,63.52,4.60,40.87,8.86,3.07,7.67,0.04,0.97,19.55,3.17,2.98,7.49,0.048,0.120,70,0.333,0.897,0.085,0.000,0.018,38616,19014,3,0.460,0.000,0.004,15687,0.248,0.138,0.024,160.70,18233,10,4.57,0.959,0.007
930000,833,4.712,0.051,8.95,53279,40719,60,12384,122,468,1583465.8,50449.3,0.033,0.300,0.171,0.226,0.270,2711,63.93,0.79,40.28,8.77,4.26,8.69,0.01,0.38,19.39,2.26,4.26,8.69,0.066,0.136,62,0.279,0.882,0.104,0.000,0.013,39381,19911,3,0.484,0.031,0.002,7332,0.261,0.120,0.018,160.91,17233,7,4.07,0.982,0.001
940000,854,4.557,0.060,8.90,51988,40229,33,11567,138,472,1585808.4,47698.7,0.026,0.304,0.186,0.218,0.266,2983,63.08,6.47,40.26,9.09,3.59,8.11,0.01,0.31,19.22,2.72,3.58,8.11,0.059,0.130,63,0.345,0.891,0.091,0.000,0.018,37903,17223,3,0.482,0.000,0.001,9220,0.256,0.139,0.025,161.05,16151,8,4.12,0.977,0.007
950000,837,4.626,0.058,8.90,51880,39601,58,12105,133,556,1586887.8,49424.6,0.026,0.308,0.196,0.208,0.261,3069,63.69,2.80,40.67,8.46,3.49,8.01,0.05,0.87,19.48,2.11,3.43,7.92,0.055,0.125,60,0.331,0.886,0.104,0.000,0.010,38147,16492,4,0.415,0.000,0.004,8823,0.225,0.128,0.021,161.20,15054,7,4.08,0.975,0.004
960000,861,4.521,0.070,9.27,51135,39455,34,11487,135,518,1585174.4,51353.5,0.020,0.303,0.193,0.211,0.273,3374,63.39,3.85,41.95,7.82,2.02,6.34,0.00,0.11,19.41,3.60,2.00,6.28,0.032,0.099,80,0.386,0.926,0.060,0.000,0.014,35308,13945,3,0.598,0.136,0.002,14367,0.229,0.138,0.022,161.20,15188,10,4.47,0.957,0.005
970000,842,4.675,0.064,8.97,51268,39376,25,11779,107,487,1589112.9,53727.1,0.018,0.290,0.190,0.213,0.289,3507,63.75,2.04,41.44,7.78,2.92,7.43,0.01,0.12,19.39,2.69,2.92,7.43,0.046,0.116,66,0.277,0.910,0.081,0.000,0.010,34748,14347,5,0.380,0.112,0.002,36178,0.223,0.132,0.022,161.39,15537,11,4.56,0.954,0.004
980000,855,4.702,0.064,9.30,51458,39486,18,11803,138,463,1589468.6,53641.1,0.018,0.297,0.194,0.208,0.283,3332,63.64,2.93,41.66,7.70,2.54,6.98,0.09,1.35,19.35,3.17,2.48,6.88,0.041,0.113,89,0.178,0.917,0.073,0.000,0.011,33961,12475,3,0.550,0.195,0.007,40333,0.197,0.128,0.020,161.58,16449,11,4.54,0.955,0.005
990000,813,4.720,0.085,9.08,61407,39616,29,21760,44,899,1551122.5,165355.5,0.039,0.279,0.179,0.210,0.292,3232,63.69,3.65,43.26,8.76,3.38,8.07,0.16,0.50,16.88,2.82,3.38,8.07,0.053,0.126,88,0.144,0.895,0.093,0.000,0.011,41030,26067,3,0.467,0.000,0.148,1677717,0.105,0.170,0.041,154.40,16169,26,7.60,0.915,0.005
1000000,735,4.729,0.109,7.62,57660,39166,41,18495,36,708,1603933.4,132804.8,0.026,0.290,0.202,0.198,0.284,3508,63.95,1.08,37.39,12.33,10.51,11.75,0.21,1.07,15.84,1.78,10.48,11.71,0.164,0.184,40,0.373,0.792,0.190,0.000,0.018,39487,22607,4,0.478,0.000,0.169,1237982,0.106,0.224,0.075,157.35,15659,24,7.18,0.926,0.030
