step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_eaten,deaths_body,escapes,plant_intake,meat_intake,stay,n,s,e,w,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,attack_mean,attack_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,gain_mean,kills_young_share,meat_majority
670000,823,4.726,0.088,10.71,54394,42564,8,11833,0,488,1618585.6,44810.8,0.026,0.181,0.236,0.215,0.342,2541,63.95,1.19,45.63,7.79,2.42,7.25,0.01,0.13,15.88,2.07,2.33,7.05,0.038,0.113,83,0.231,0.928,0.058,0.000,0.013,34853,14399,4,0.281,0.177,0.005,35482,0.151,0.167,0.042,158.66,17633,13,3.79,0.938,0.011
680000,844,4.770,0.080,10.68,55555,43028,15,12491,0,501,1617607.2,47646.3,0.028,0.194,0.243,0.204,0.332,2684,63.94,0.77,45.02,8.26,2.39,7.10,0.01,0.14,16.53,4.14,2.27,6.85,0.037,0.111,116,0.160,0.930,0.062,0.000,0.008,35536,14636,5,0.246,0.186,0.002,38571,0.161,0.151,0.031,158.53,18153,15,3.81,0.925,0.013
690000,827,4.882,0.097,10.65,55882,43117,6,12776,0,505,1609801.8,48261.2,0.031,0.196,0.235,0.205,0.333,2589,64.00,0.07,46.07,7.53,1.90,6.72,0.02,0.27,16.01,3.54,1.74,6.19,0.030,0.105,104,0.210,0.942,0.045,0.000,0.013,36218,15633,5,0.371,0.013,0.006,30712,0.140,0.172,0.042,157.86,18369,12,3.78,0.947,0.010
700000,841,4.602,0.091,10.69,57617,43387,7,14209,0,655,1620463.1,54301.3,0.030,0.192,0.239,0.199,0.340,2439,63.97,0.64,44.53,8.87,2.37,6.79,0.02,0.36,17.05,4.18,2.27,6.58,0.037,0.106,114,0.158,0.931,0.057,0.000,0.012,36701,16182,5,0.334,0.000,0.005,93632,0.145,0.161,0.036,159.28,18949,17,3.82,0.919,0.005
710000,837,4.598,0.094,10.72,57279,42688,4,14591,0,606,1620157.1,56636.1,0.027,0.190,0.242,0.197,0.344,2500,63.43,3.71,44.84,9.42,1.77,6.16,0.02,0.30,16.80,5.02,1.76,6.15,0.028,0.097,122,0.185,0.937,0.051,0.000,0.012,36118,15197,6,0.292,0.013,0.007,35625,0.150,0.168,0.040,158.73,19525,20,3.88,0.898,0.010
720000,804,4.817,0.107,10.80,54553,42622,15,11949,0,450,1618783.9,45257.4,0.026,0.191,0.245,0.198,0.340,2764,63.97,0.57,45.28,8.48,2.77,7.66,0.01,0.28,15.91,3.02,2.69,7.53,0.043,0.120,92,0.200,0.917,0.068,0.000,0.015,34464,14748,6,0.251,0.000,0.002,45398,0.143,0.186,0.053,158.62,18308,15,3.79,0.918,0.005
730000,838,4.685,0.096,10.77,53323,41535,8,11746,0,440,1614583.4,44576.0,0.027,0.192,0.242,0.197,0.341,2848,63.97,0.46,45.93,8.06,2.32,7.21,0.03,0.35,15.69,2.94,2.19,6.85,0.036,0.113,99,0.226,0.924,0.055,0.000,0.021,34042,12780,6,0.270,0.000,0.008,33959,0.138,0.171,0.042,158.40,17423,15,3.79,0.913,0.004
740000,819,4.649,0.096,10.67,50973,39915,19,11058,0,437,1615893.6,42264.4,0.025,0.193,0.252,0.202,0.328,3063,63.97,0.56,45.81,8.03,2.26,6.97,0.02,0.38,15.88,3.49,2.23,6.91,0.035,0.109,92,0.234,0.919,0.059,0.000,0.022,31989,11929,6,0.286,0.000,0.004,60037,0.145,0.182,0.047,158.63,17041,17,3.82,0.913,0.006
750000,840,4.657,0.091,10.55,53371,40845,22,12483,0,562,1622193.0,49112.6,0.027,0.195,0.254,0.203,0.321,2936,63.96,0.58,45.90,7.81,1.65,5.94,0.05,0.75,16.36,4.27,1.50,5.59,0.026,0.093,103,0.271,0.933,0.044,0.000,0.023,33389,13406,6,0.398,0.000,0.010,115438,0.185,0.164,0.038,159.15,18221,25,3.93,0.867,0.010
760000,799,4.850,0.072,11.08,48093,36955,47,11132,0,431,1621686.4,42131.7,0.030,0.220,0.269,0.191,0.289,3270,63.99,0.21,44.82,8.75,3.50,8.43,0.00,0.11,15.66,1.76,3.44,8.35,0.055,0.132,63,0.254,0.897,0.085,0.000,0.018,31352,12669,6,0.324,0.000,0.001,42868,0.162,0.157,0.034,158.60,16298,16,3.78,0.914,0.003
770000,829,4.752,0.084,11.09,46166,35130,46,10960,0,429,1611471.4,40219.5,0.038,0.220,0.245,0.202,0.296,3069,63.99,0.29,44.88,8.59,3.32,8.29,0.01,0.23,15.77,2.14,3.29,8.20,0.052,0.130,70,0.205,0.905,0.084,0.000,0.011,31448,11435,6,0.274,0.000,0.005,29946,0.149,0.159,0.037,157.97,16556,10,3.67,0.962,0.002
780000,860,4.593,0.064,11.13,48964,36762,29,12142,0,547,1613002.6,44984.2,0.053,0.199,0.225,0.206,0.316,2887,64.00,0.00,44.87,8.52,3.22,8.17,0.01,0.21,15.90,2.31,3.22,8.17,0.050,0.128,59,0.302,0.901,0.087,0.000,0.012,32749,12447,5,0.413,0.207,0.002,19971,0.161,0.144,0.028,158.13,17744,9,3.70,0.970,0.003
790000,818,4.669,0.059,11.47,49025,36712,39,12316,0,473,1589051.2,45525.5,0.113,0.173,0.170,0.218,0.326,2819,63.99,0.27,45.57,7.95,2.59,7.48,0.00,0.00,15.83,2.69,2.52,7.30,0.040,0.117,83,0.230,0.912,0.075,0.000,0.013,37319,15960,7,0.314,0.000,0.000,10505,0.201,0.154,0.032,155.85,17589,9,3.70,0.968,0.000
800000,826,4.700,0.063,11.42,50691,37932,26,12725,0,558,1606377.6,46503.2,0.130,0.161,0.168,0.214,0.327,2717,64.00,0.03,44.91,8.79,3.41,8.39,0.02,0.20,15.66,2.22,3.40,8.36,0.053,0.131,71,0.269,0.900,0.087,0.000,0.013,38850,17376,7,0.420,0.000,0.011,11438,0.195,0.150,0.032,157.50,18005,8,3.65,0.975,0.001
810000,841,4.480,0.061,11.27,48173,36209,41,11907,1,521,1606971.5,43344.8,0.154,0.163,0.164,0.207,0.312,2794,63.98,0.30,45.74,7.79,2.42,7.20,0.02,0.26,15.80,2.42,2.38,7.13,0.038,0.113,80,0.202,0.922,0.070,0.000,0.008,38633,17754,8,0.363,0.000,0.005,31645,0.188,0.155,0.032,157.65,17621,8,3.64,0.974,0.002
820000,846,4.610,0.074,11.22,48327,36289,52,11981,0,493,1588401.1,43688.6,0.179,0.145,0.151,0.209,0.315,2686,64.00,0.10,45.76,7.79,2.61,7.51,0.03,0.63,15.59,2.08,2.59,7.40,0.041,0.117,66,0.217,0.910,0.072,0.000,0.018,39002,16973,6,0.317,0.000,0.004,28890,0.185,0.169,0.041,156.20,18274,9,3.65,0.969,0.001
830000,855,4.569,0.079,11.33,48442,36712,22,11699,0,449,1601157.1,42726.2,0.174,0.149,0.164,0.207,0.306,2740,63.99,0.11,45.52,8.15,2.73,7.58,0.05,0.66,15.69,2.37,2.70,7.52,0.043,0.118,75,0.139,0.916,0.065,0.000,0.019,37378,14188,6,0.335,0.101,0.009,25138,0.183,0.166,0.038,157.20,17504,9,3.65,0.974,0.002
840000,816,4.758,0.073,11.31,49618,38005,28,11624,0,450,1617754.9,42546.2,0.082,0.186,0.214,0.209,0.309,2890,63.98,0.42,45.77,7.89,2.44,7.26,0.00,0.00,15.76,2.46,2.38,7.14,0.038,0.113,80,0.239,0.925,0.058,0.000,0.017,35048,15143,6,0.320,0.000,0.000,18640,0.170,0.162,0.035,158.58,16985,9,3.66,0.973,0.009
850000,839,4.625,0.084,10.76,50459,39091,22,11322,1,405,1622017.0,42018.3,0.065,0.193,0.221,0.204,0.316,2785,63.93,1.06,45.70,7.54,2.00,6.75,0.04,0.37,16.18,3.57,1.93,6.44,0.031,0.105,99,0.265,0.940,0.042,0.000,0.018,34033,15023,5,0.387,0.012,0.014,25681,0.171,0.167,0.040,159.03,17693,12,3.71,0.954,0.006
860000,785,4.906,0.096,11.17,51577,40132,10,11488,1,456,1606128.2,42586.5,0.058,0.186,0.215,0.216,0.325,2759,63.98,0.40,45.77,7.93,2.47,7.31,0.00,0.00,15.74,2.71,2.38,7.13,0.039,0.114,69,0.301,0.910,0.068,0.000,0.023,35256,16446,5,0.595,0.000,0.000,27252,0.167,0.185,0.050,157.63,18847,12,3.71,0.952,0.005
870000,839,4.738,0.081,10.70,52005,40649,18,11283,1,463,1620113.2,42514.7,0.062,0.184,0.228,0.206,0.320,2879,64.00,0.10,46.08,7.41,2.13,6.81,0.05,1.14,15.73,2.47,2.05,6.62,0.033,0.106,90,0.235,0.927,0.060,0.000,0.013,33598,14619,5,0.474,0.000,0.005,39307,0.166,0.160,0.034,158.89,18451,14,3.77,0.927,0.005
880000,851,4.883,0.092,10.66,49349,38307,53,10977,0,425,1618028.8,41004.2,0.069,0.183,0.222,0.210,0.316,2879,63.91,1.11,46.81,5.96,1.24,5.30,0.00,0.08,15.85,2.70,1.24,5.26,0.019,0.083,99,0.221,0.947,0.035,0.000,0.018,32263,12268,5,0.362,0.085,0.002,32657,0.172,0.169,0.042,158.64,17761,12,3.74,0.948,0.002
890000,819,4.814,0.084,10.79,50002,39031,29,10974,0,359,1614435.8,41229.7,0.056,0.186,0.225,0.209,0.324,2924,63.99,0.28,45.95,7.45,2.00,6.67,0.02,0.38,16.02,3.24,1.94,6.52,0.031,0.104,81,0.232,0.938,0.050,0.000,0.012,32442,10800,5,0.520,0.000,0.002,32669,0.174,0.165,0.041,158.46,17886,13,3.76,0.938,0.009
900000,812,4.789,0.094,11.06,51276,40160,26,11096,1,447,1612168.0,41538.0,0.051,0.182,0.219,0.218,0.330,2694,63.98,0.33,45.84,7.52,2.32,7.26,0.01,0.13,15.81,2.31,2.20,6.84,0.036,0.114,89,0.219,0.927,0.062,0.000,0.011,34439,13924,5,0.516,0.000,0.005,30607,0.170,0.175,0.044,157.93,18436,12,3.74,0.949,0.005
910000,831,4.759,0.092,11.02,51883,40264,16,11584,0,446,1617927.0,43013.7,0.048,0.178,0.219,0.219,0.336,2812,63.95,0.68,45.78,7.86,2.46,7.22,0.00,0.07,15.71,2.49,2.44,7.20,0.039,0.113,95,0.294,0.921,0.067,0.000,0.012,34515,13778,5,0.563,0.000,0.001,21163,0.156,0.171,0.043,158.57,19299,11,3.71,0.955,0.002
920000,820,4.670,0.085,11.10,57481,45589,23,11880,0,490,1605192.6,45465.1,0.044,0.174,0.202,0.222,0.359,2452,63.91,0.92,43.08,9.39,1.94,6.40,0.00,0.00,18.89,7.48,1.90,6.32,0.031,0.100,144,0.280,0.922,0.052,0.000,0.026,37281,17137,5,0.389,0.291,0.000,139538,0.196,0.169,0.042,158.42,22102,22,3.83,0.889,0.004
930000,907,4.484,0.066,11.18,60594,49867,28,10611,1,437,1598961.8,39234.1,0.061,0.153,0.163,0.241,0.381,2190,59.20,8.05,38.84,12.59,2.21,6.85,0.00,0.00,18.15,6.91,2.16,6.82,0.035,0.107,166,0.173,0.921,0.054,0.000,0.025,41333,20507,8,0.303,0.008,0.000,30568,0.165,0.148,0.028,158.06,23805,15,3.70,0.933,0.001
940000,799,4.838,0.084,11.21,59377,44664,16,14803,2,588,1593029.9,56251.4,0.084,0.174,0.190,0.215,0.337,2351,64.00,0.07,44.80,8.88,3.42,8.36,0.01,0.18,15.77,2.44,3.37,8.27,0.053,0.131,90,0.223,0.904,0.083,0.000,0.014,41215,21050,6,0.379,0.095,0.001,16503,0.164,0.175,0.045,156.63,22811,21,3.80,0.892,0.006
950000,862,4.781,0.073,11.57,52226,39274,39,12850,0,516,1598999.9,47544.5,0.092,0.169,0.181,0.218,0.339,2305,64.00,0.03,45.31,8.74,3.26,8.23,0.03,0.75,15.40,2.81,3.23,8.13,0.051,0.129,101,0.208,0.900,0.085,0.000,0.015,37718,18592,6,0.500,0.009,0.003,14097,0.172,0.157,0.035,157.13,19561,11,3.70,0.956,0.002
960000,844,4.535,0.093,11.07,52268,39902,17,12367,0,475,1613191.5,45922.1,0.054,0.178,0.205,0.211,0.352,2639,63.97,0.60,45.67,7.86,2.64,7.57,0.01,0.10,15.66,2.19,2.59,7.40,0.041,0.118,84,0.276,0.919,0.070,0.000,0.011,35086,14513,4,0.569,0.000,0.009,46497,0.108,0.177,0.048,158.40,19290,10,3.71,0.956,0.005
970000,807,4.679,0.085,11.03,51572,39006,50,12553,0,507,1616314.9,46646.8,0.022,0.188,0.227,0.212,0.350,2752,64.00,0.04,45.48,8.37,2.61,7.57,0.04,0.68,15.87,2.74,2.43,7.17,0.041,0.118,85,0.208,0.919,0.067,0.000,0.014,33630,13648,4,0.514,0.005,0.005,27803,0.142,0.168,0.042,158.43,18600,11,3.72,0.951,0.006
980000,846,4.694,0.089,10.94,51379,39175,34,12131,0,454,1619390.0,45380.2,0.020,0.189,0.235,0.210,0.345,2819,64.00,0.10,45.41,8.58,2.79,7.77,0.02,0.30,15.78,3.14,2.64,7.42,0.044,0.121,91,0.229,0.923,0.064,0.000,0.013,32713,12858,4,0.476,0.060,0.004,27698,0.162,0.169,0.041,158.79,17783,13,3.74,0.931,0.006
990000,797,4.804,0.098,10.81,51875,39476,29,12419,0,447,1623937.9,46691.7,0.020,0.189,0.233,0.211,0.347,2882,64.00,0.00,45.48,8.15,2.58,7.39,0.00,0.05,15.94,3.28,2.53,7.30,0.040,0.115,77,0.237,0.927,0.061,0.000,0.011,32880,13313,4,0.497,0.000,0.003,28158,0.151,0.181,0.050,158.94,17770,14,3.76,0.930,0.003
1000000,810,4.618,0.087,10.81,50773,38876,41,11843,0,435,1621831.2,44193.3,0.024,0.190,0.222,0.216,0.347,2898,63.95,0.93,46.01,7.12,1.98,6.57,0.00,0.07,15.95,3.05,1.96,6.50,0.031,0.103,78,0.306,0.927,0.053,0.000,0.020,33547,15211,4,0.517,0.000,0.001,23548,0.166,0.176,0.046,158.86,17047,12,3.73,0.938,0.002
