step,lineage,size,hard,muscle,sensor,digestive,attack,bodies,age,plant,meat
5000,8,328,35.4,6.5,0.7,21.0,6.4,81,184,41.84,3.16
6000,8,303,36.4,6.6,0.4,20.1,6.6,55,184,41.62,3.44
7000,16,345,39.7,0.0,2.2,21.5,0.0,131,101,26.68,0.00
7000,8,279,36.7,7.0,0.4,19.2,7.0,57,183,40.49,3.46
7000,15,42,42.1,0.0,1.0,20.4,0.0,16,94,24.12,0.00
7000,18,29,37.4,0.0,0.5,25.9,0.0,16,61,15.11,0.00
8000,16,361,38.9,0.0,2.4,21.4,0.0,141,134,33.61,0.00
8000,8,263,38.0,5.1,0.3,20.0,5.1,66,189,42.02,2.54
8000,15,60,42.0,0.2,1.2,19.7,0.1,21,103,26.74,0.06
9000,8,272,39.2,4.2,0.1,20.3,4.1,55,163,37.53,1.47
9000,16,234,42.4,0.1,3.1,18.0,0.0,90,152,37.57,0.00
9000,15,102,43.6,0.3,0.2,18.8,0.3,32,125,30.67,0.03
9000,21,5,45.0,0.0,0.0,19.0,0.0,1,127,34.81,0.00
10000,8,287,40.2,3.0,0.2,20.3,2.9,65,196,44.74,1.59
10000,16,144,43.4,0.0,3.1,17.0,0.0,63,162,38.35,0.00
10000,15,125,44.1,0.0,0.1,18.9,0.0,44,97,24.44,0.00
10000,23,64,26.1,21.0,0.0,16.9,20.8,5,141,28.54,13.87
10000,21,10,45.8,0.7,1.4,16.1,0.7,5,104,25.31,0.00
11000,8,265,41.9,0.4,0.2,21.0,0.4,59,226,51.21,0.30
11000,16,212,42.7,0.0,3.1,18.0,0.0,63,144,35.35,0.00
11000,23,86,26.0,21.0,0.0,17.0,21.0,1,132,27.63,10.62
11000,15,57,42.2,0.1,0.3,20.9,0.1,21,127,33.20,0.00
12000,16,245,42.7,0.0,3.3,17.7,0.0,77,135,32.76,0.00
12000,8,229,41.7,0.1,0.2,21.5,0.1,41,217,49.49,0.02
12000,23,81,25.9,21.2,0.0,16.9,20.6,5,161,33.21,10.55
12000,15,13,43.6,0.0,0.0,19.4,0.0,5,171,40.32,0.00
13000,28,305,43.6,0.1,1.6,18.1,0.1,63,292,63.64,0.01
13000,8,107,41.0,0.0,0.9,21.3,0.0,23,250,57.28,0.00
13000,16,93,44.4,0.0,2.6,16.9,0.0,36,155,37.57,0.00
13000,23,82,26.0,21.0,0.0,17.0,21.0,1,137,27.69,9.71
14000,28,384,43.4,0.1,1.6,18.6,0.1,102,357,76.30,0.02
14000,16,48,42.1,0.1,2.7,18.9,0.1,17,127,31.89,0.00
14000,23,48,25.5,21.3,0.0,17.2,20.6,3,108,21.83,12.01
14000,8,28,43.2,0.0,0.0,20.8,0.0,4,165,39.11,0.00
14000,30,8,43.6,0.0,0.0,20.4,0.0,3,252,53.81,0.00
15000,28,430,43.2,0.0,1.3,19.1,0.0,114,367,78.55,0.02
15000,31,352,39.1,0.1,3.2,21.2,0.1,117,138,34.00,0.03
15000,23,39,26.0,21.0,0.0,17.0,21.0,1,124,24.02,9.07
16000,28,550,43.6,0.1,1.4,18.6,0.1,132,347,74.78,0.00
16000,31,200,39.6,0.3,3.2,20.4,0.2,59,149,36.87,0.03
16000,23,54,26.3,21.1,0.0,16.6,21.0,3,129,25.96,12.04
