step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_eaten,deaths_body,escapes,plant_intake,meat_intake,stay,n,s,e,w,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,attack_mean,attack_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,gain_mean,kills_young_share,meat_majority
670000,962,4.153,0.066,12.98,47430,33521,44,13597,305,215,1638128.5,47350.4,0.089,0.226,0.198,0.254,0.233,2178,55.88,18.78,37.72,17.87,2.69,7.40,0.08,1.08,15.40,3.49,2.66,7.37,0.042,0.116,114,0.490,0.885,0.100,0.000,0.016,31756,8943,8,0.199,0.191,0.010,172666,0.184,0.137,0.024,161.04,21052,28,3.48,0.833,0.019
680000,867,4.598,0.066,13.03,48876,33958,34,14500,479,252,1637813.1,48856.6,0.082,0.207,0.184,0.260,0.267,2200,63.45,4.67,45.38,8.48,1.90,6.44,0.20,2.05,15.95,2.33,1.88,6.41,0.030,0.101,79,0.750,0.923,0.063,0.000,0.014,32351,9849,8,0.408,0.000,0.020,157764,0.163,0.137,0.024,161.05,21297,36,3.37,0.806,0.000
690000,968,4.266,0.066,12.50,55925,36969,39,17809,1007,301,1630350.6,53398.5,0.086,0.196,0.177,0.283,0.258,1893,56.43,19.28,39.41,16.93,2.38,7.00,0.05,1.10,14.58,4.45,2.34,6.94,0.039,0.114,109,0.517,0.895,0.095,0.000,0.010,37287,12653,8,0.230,0.070,0.005,179990,0.143,0.138,0.023,160.87,24732,56,3.00,0.747,0.004
700000,873,4.590,0.067,13.13,52924,33900,46,17768,1305,250,1635753.8,52049.9,0.073,0.201,0.183,0.279,0.263,2224,61.89,10.46,43.65,11.57,2.65,7.39,0.08,1.08,15.50,2.83,2.59,7.26,0.042,0.118,94,0.635,0.880,0.105,0.000,0.015,34529,11266,10,0.363,0.000,0.011,102749,0.180,0.140,0.026,161.17,23490,48,2.93,0.759,0.003
710000,951,4.315,0.061,12.80,55590,34663,32,19428,1389,385,1634875.2,55976.5,0.069,0.193,0.171,0.290,0.278,2166,57.96,17.57,40.85,15.85,2.00,6.64,0.08,1.16,15.04,4.70,1.90,6.32,0.032,0.109,99,0.631,0.902,0.084,0.000,0.014,36582,13341,9,0.355,0.005,0.011,128673,0.184,0.129,0.020,161.08,24367,51,2.88,0.732,0.005
720000,861,4.684,0.078,13.02,50554,36147,58,13987,452,368,1627440.6,54320.7,0.075,0.212,0.188,0.266,0.258,2234,63.84,1.64,43.53,9.14,3.17,7.78,0.25,2.29,16.89,4.12,3.11,7.64,0.050,0.123,111,0.503,0.878,0.101,0.000,0.021,33597,12103,6,0.336,0.081,0.023,149064,0.188,0.150,0.031,160.93,22050,45,3.88,0.773,0.022
730000,1077,3.908,0.070,12.98,72153,39040,6,30338,2553,386,1625253.5,78061.7,0.076,0.181,0.173,0.306,0.263,1588,49.81,24.64,33.43,20.62,2.54,7.17,0.26,2.29,13.58,5.21,2.54,7.17,0.040,0.112,143,0.460,0.864,0.115,0.000,0.020,45042,16479,9,0.240,0.019,0.019,175690,0.183,0.142,0.029,160.18,32666,51,2.57,0.717,0.013
740000,1205,3.540,0.065,12.49,66556,38356,32,25881,2159,285,1632153.4,63265.2,0.081,0.169,0.167,0.311,0.273,1900,43.70,28.24,28.11,21.86,3.66,8.55,0.05,0.88,11.88,5.90,3.65,8.52,0.059,0.137,97,0.388,0.842,0.139,0.000,0.018,43473,17230,9,0.179,0.238,0.005,90862,0.187,0.145,0.029,160.64,29298,65,2.44,0.688,0.019
750000,995,4.155,0.057,12.36,64167,38124,44,24572,1637,428,1636882.2,62256.2,0.103,0.184,0.183,0.263,0.266,1954,55.00,20.84,38.30,17.87,2.11,6.62,0.18,2.26,14.41,4.66,2.08,6.57,0.034,0.108,105,0.537,0.886,0.098,0.000,0.015,44254,16412,9,0.233,0.128,0.011,99169,0.177,0.130,0.021,160.79,27740,60,2.53,0.706,0.008
760000,908,4.479,0.067,13.06,51199,34412,56,16028,790,200,1640762.5,47930.4,0.102,0.219,0.222,0.228,0.229,2418,60.91,13.18,43.19,12.47,2.09,6.75,0.31,2.58,15.33,3.81,2.07,6.69,0.033,0.105,75,0.671,0.927,0.064,0.000,0.009,36555,12649,9,0.359,0.054,0.022,122334,0.203,0.138,0.024,161.24,21847,41,2.99,0.788,0.012
770000,1461,3.105,0.060,12.48,83764,42087,24,37660,3440,344,1624133.6,86176.6,0.079,0.181,0.156,0.248,0.336,1650,35.54,29.11,20.91,22.03,3.34,8.30,0.16,2.16,11.13,6.86,3.32,8.26,0.054,0.134,177,0.257,0.846,0.123,0.000,0.031,57358,24819,8,0.139,0.569,0.020,358042,0.183,0.136,0.025,160.57,35136,52,2.29,0.712,0.023
780000,1090,3.815,0.071,12.59,110802,43514,34,63739,3886,687,1604008.9,123262.8,0.080,0.185,0.145,0.256,0.334,1418,49.23,23.74,31.66,20.31,3.54,8.34,0.24,2.14,13.79,4.95,3.52,8.31,0.056,0.131,175,0.322,0.801,0.172,0.000,0.028,72186,33776,10,0.231,0.061,0.039,248568,0.168,0.151,0.031,159.99,43251,57,1.93,0.684,0.027
790000,1061,3.938,0.068,12.20,91691,40410,18,50528,764,481,1619720.0,109975.8,0.075,0.206,0.170,0.271,0.278,1576,50.38,22.33,31.98,19.43,3.98,8.81,0.05,1.06,14.37,4.64,3.92,8.72,0.062,0.138,152,0.303,0.804,0.178,0.000,0.018,56007,24934,8,0.274,0.023,0.005,184239,0.156,0.140,0.026,160.11,36603,42,2.18,0.728,0.027
800000,1013,4.050,0.077,12.33,100696,42594,27,57350,773,583,1608667.4,123333.4,0.080,0.214,0.185,0.242,0.280,1591,51.86,22.62,35.07,19.11,3.07,7.77,0.01,0.27,13.71,5.13,3.03,7.72,0.050,0.124,138,0.397,0.820,0.164,0.000,0.016,59566,28167,7,0.279,0.105,0.006,90923,0.166,0.151,0.032,159.74,38452,46,2.15,0.700,0.012
810000,1049,3.995,0.077,12.08,94481,41741,27,52036,641,529,1602422.0,114083.6,0.073,0.212,0.185,0.262,0.269,1731,49.66,23.87,32.67,19.75,3.33,8.05,0.09,1.86,13.57,5.07,3.31,8.04,0.053,0.129,141,0.335,0.788,0.193,0.000,0.019,56065,26729,6,0.268,0.071,0.003,71274,0.171,0.149,0.031,159.74,36246,46,2.19,0.706,0.018
820000,1098,3.898,0.073,11.96,99172,42429,21,55984,689,529,1607316.2,121109.5,0.076,0.207,0.181,0.262,0.274,1613,49.36,23.72,31.87,19.85,3.87,8.63,0.10,1.23,13.53,4.97,3.82,8.58,0.062,0.139,159,0.321,0.784,0.191,0.000,0.025,58094,28549,5,0.277,0.025,0.009,64123,0.167,0.143,0.029,159.75,38116,45,2.16,0.712,0.020
830000,1097,3.814,0.073,12.04,103696,42276,27,60565,829,642,1611877.8,126137.9,0.076,0.209,0.178,0.255,0.283,1475,49.12,23.76,31.95,20.19,3.58,8.25,0.04,0.85,13.55,5.60,3.43,8.12,0.061,0.135,158,0.354,0.799,0.176,0.000,0.025,60837,30841,5,0.286,0.000,0.005,61317,0.160,0.148,0.031,160.08,40281,45,2.08,0.711,0.016
840000,1146,3.682,0.070,12.21,89514,40578,20,48235,632,602,1611084.0,108432.5,0.073,0.203,0.180,0.253,0.291,1784,46.02,25.49,29.50,20.60,3.50,8.19,0.08,1.17,12.94,6.11,3.46,8.15,0.056,0.129,160,0.305,0.801,0.174,0.000,0.025,52398,24095,5,0.336,0.000,0.008,59222,0.196,0.149,0.032,160.16,34255,44,2.25,0.717,0.028
850000,928,4.385,0.081,12.97,67361,38676,20,28560,323,374,1616488.9,78696.7,0.072,0.190,0.168,0.274,0.297,1989,57.09,18.46,39.78,16.06,2.65,7.34,0.17,2.54,14.50,4.88,2.61,7.24,0.041,0.115,105,0.466,0.863,0.112,0.000,0.025,41810,18826,5,0.331,0.000,0.008,124561,0.235,0.158,0.036,160.20,27359,45,2.76,0.748,0.004
860000,874,4.582,0.075,13.38,57556,38136,32,19255,187,246,1622230.6,61362.4,0.078,0.188,0.168,0.278,0.288,2194,61.30,11.48,42.57,12.47,2.93,7.69,0.15,1.58,15.65,4.52,2.91,7.67,0.046,0.120,98,0.555,0.882,0.102,0.000,0.016,38731,17015,5,0.437,0.029,0.015,159017,0.198,0.149,0.030,160.42,24816,44,3.19,0.761,0.014
870000,840,4.751,0.076,13.43,52670,37191,29,15153,331,275,1630407.6,55605.2,0.063,0.205,0.185,0.263,0.284,2336,63.77,2.40,44.73,9.03,2.67,7.50,0.33,2.75,16.04,3.16,2.60,7.35,0.042,0.118,105,0.489,0.915,0.073,0.000,0.012,34581,13147,4,0.435,0.001,0.024,179261,0.202,0.148,0.030,160.33,23645,31,3.67,0.816,0.011
880000,1015,4.049,0.065,12.49,66614,39060,21,26455,903,414,1623410.8,74461.6,0.065,0.209,0.190,0.286,0.249,2224,53.36,21.85,35.95,18.62,3.20,8.08,0.21,2.14,14.00,4.77,3.20,8.08,0.050,0.126,133,0.404,0.831,0.135,0.000,0.034,40792,16228,6,0.307,0.022,0.025,155935,0.197,0.141,0.026,160.39,27949,44,2.81,0.768,0.018
890000,894,4.460,0.063,12.74,59149,36317,44,22622,287,302,1633231.5,67492.5,0.065,0.233,0.205,0.253,0.245,2597,60.54,12.90,42.04,13.46,3.04,7.80,0.34,1.78,15.12,3.30,2.98,7.74,0.048,0.122,85,0.475,0.862,0.124,0.000,0.013,37352,14053,8,0.330,0.000,0.065,259192,0.188,0.136,0.024,160.81,25142,35,2.98,0.792,0.009
900000,925,4.370,0.061,12.18,60093,36631,48,23271,112,323,1611764.6,70057.8,0.094,0.233,0.216,0.241,0.215,2557,58.07,16.08,38.66,15.82,4.02,8.78,0.43,2.15,14.96,4.22,4.02,8.78,0.063,0.137,129,0.297,0.828,0.157,0.000,0.015,39350,14564,7,0.186,0.162,0.089,715398,0.194,0.139,0.026,159.89,25414,35,3.01,0.803,0.011
910000,847,4.660,0.083,13.26,57550,36075,47,21301,205,274,1625577.5,67855.5,0.087,0.225,0.208,0.248,0.232,2615,63.72,2.89,44.64,8.90,2.92,7.70,0.26,2.15,15.90,2.56,2.91,7.69,0.046,0.120,106,0.331,0.884,0.106,0.000,0.009,37506,13433,8,0.313,0.000,0.024,495458,0.190,0.156,0.034,160.02,24610,32,3.19,0.809,0.006
920000,863,4.568,0.077,13.44,61961,38175,31,22560,1179,239,1627554.4,65445.9,0.074,0.197,0.184,0.263,0.282,2249,63.37,5.86,44.49,9.69,2.77,7.56,0.16,2.16,15.95,4.06,2.69,7.47,0.043,0.118,102,0.324,0.900,0.085,0.000,0.015,40249,15370,7,0.381,0.000,0.008,190289,0.166,0.145,0.029,160.35,28038,48,2.90,0.763,0.006
930000,1025,3.990,0.076,12.67,62116,37997,33,23059,865,601,1622110.4,67044.4,0.080,0.180,0.169,0.300,0.271,2448,52.33,22.27,35.01,19.57,2.97,7.81,0.18,2.34,14.17,4.56,2.86,7.71,0.059,0.140,181,0.247,0.876,0.108,0.000,0.016,39776,14543,5,0.239,0.214,0.009,91982,0.175,0.149,0.031,160.42,27682,40,2.91,0.795,0.009
940000,859,4.667,0.069,13.51,62228,40139,33,21351,871,360,1629387.6,63919.9,0.081,0.178,0.166,0.319,0.255,2387,62.44,9.03,44.34,10.51,1.92,6.34,0.31,2.79,15.88,3.96,1.89,6.30,0.030,0.099,105,0.480,0.919,0.072,0.000,0.009,40448,15867,7,0.402,0.013,0.020,140500,0.193,0.141,0.026,160.22,28510,50,2.99,0.775,0.007
950000,850,4.704,0.071,13.61,48062,36565,38,11453,15,216,1626254.8,47223.2,0.072,0.211,0.190,0.257,0.270,2761,63.88,1.32,44.98,8.67,2.80,7.55,0.33,2.88,15.76,2.81,2.78,7.54,0.044,0.118,102,0.499,0.909,0.079,0.000,0.012,33294,13107,6,0.398,0.007,0.022,135160,0.195,0.143,0.027,160.38,22270,19,4.12,0.907,0.005
960000,911,4.507,0.069,13.85,49802,37586,25,12049,81,210,1623946.6,47403.9,0.063,0.202,0.183,0.265,0.286,2747,61.44,10.40,43.32,12.43,2.20,6.70,0.31,3.74,15.62,3.19,2.19,6.69,0.034,0.105,105,0.524,0.896,0.088,0.000,0.016,32981,14077,5,0.452,0.013,0.010,176126,0.194,0.138,0.023,160.34,22827,23,3.93,0.867,0.007
970000,885,4.594,0.078,13.62,52482,38227,37,14121,123,230,1621976.4,54230.1,0.068,0.201,0.183,0.276,0.271,2657,62.14,8.92,43.32,11.53,2.95,7.67,0.11,1.41,15.77,3.30,2.92,7.65,0.046,0.120,109,0.458,0.877,0.110,0.000,0.014,34516,13652,5,0.392,0.040,0.014,198097,0.186,0.148,0.029,160.23,23840,32,3.84,0.824,0.011
980000,868,4.554,0.068,13.03,58135,37603,36,19898,615,253,1624472.8,62832.9,0.070,0.205,0.185,0.272,0.269,2428,62.04,10.55,43.24,11.83,3.21,8.07,0.14,2.15,15.45,3.53,3.19,8.06,0.050,0.126,93,0.464,0.868,0.115,0.000,0.017,38752,13223,7,0.274,0.012,0.008,306476,0.151,0.147,0.029,160.39,27139,35,3.16,0.802,0.001
990000,882,4.431,0.056,13.54,48109,35297,64,12464,270,196,1623529.0,45715.4,0.082,0.244,0.208,0.226,0.240,2694,63.42,4.59,44.59,9.42,2.63,7.33,0.35,2.81,15.85,2.91,2.61,7.32,0.041,0.115,89,0.399,0.895,0.091,0.000,0.015,33947,11074,6,0.410,0.116,0.023,130962,0.193,0.124,0.019,160.19,22516,24,3.67,0.861,0.002
1000000,889,4.459,0.060,13.74,47101,34510,57,12463,64,232,1632647.8,54263.6,0.066,0.278,0.232,0.205,0.219,2689,62.07,8.46,43.62,11.17,2.26,6.89,0.50,3.69,15.69,2.87,2.25,6.89,0.037,0.108,114,0.497,0.902,0.085,0.000,0.012,32171,10106,7,0.529,0.062,0.028,341550,0.276,0.129,0.019,160.97,21683,36,4.35,0.783,0.019
