step,lineage,size,hard,muscle,sensor,digestive,attack,bodies,age,plant,meat
5000,1,335,40.4,3.7,0.0,19.6,3.7,97,92,17.53,2.11
5000,2,35,0.3,0.3,1.7,13.7,0.0,17,89,6.52,0.00
6000,1,434,34.2,6.5,0.2,23.1,6.5,146,70,15.82,2.59
7000,1,521,35.7,3.8,0.2,24.1,3.7,185,85,20.08,1.54
8000,1,599,37.9,0.8,0.2,24.9,0.7,204,139,32.70,0.23
9000,1,565,41.4,0.9,0.4,21.3,0.8,169,171,38.39,0.19
10000,1,561,42.6,0.2,0.3,20.9,0.2,171,140,32.84,0.03
11000,1,561,41.5,0.4,0.4,21.8,0.4,171,131,30.89,0.06
12000,1,569,43.3,0.4,0.6,19.7,0.4,167,116,27.70,0.04
12000,9,111,23.6,21.0,0.0,19.3,21.0,7,68,15.24,5.27
13000,1,682,42.4,0.4,0.5,20.7,0.3,193,156,36.14,0.08
13000,9,35,22.1,21.5,0.0,20.1,21.5,3,59,12.63,5.28
13000,11,33,19.0,24.0,0.0,21.0,19.0,1,103,26.69,6.90
14000,1,678,41.8,0.5,0.6,21.0,0.4,203,133,30.71,0.09
14000,9,54,22.9,23.1,0.0,18.1,22.9,2,56,11.48,8.62
14000,11,29,18.8,24.7,0.0,20.5,18.6,6,42,9.68,7.90
15000,1,618,42.3,0.3,0.6,20.7,0.3,197,140,32.01,0.03
15000,11,149,19.1,23.7,0.0,21.1,18.5,10,72,18.28,5.22
16000,1,462,41.6,0.1,0.3,21.9,0.1,137,168,37.51,0.05
16000,11,201,19.5,23.7,0.0,20.7,18.8,6,110,27.70,5.96
17000,1,552,42.3,0.0,0.2,21.5,0.0,128,189,42.11,0.01
17000,11,194,19.3,23.8,0.0,20.8,18.7,10,127,31.20,6.25
18000,1,266,42.8,0.1,0.0,21.1,0.1,45,197,43.59,0.00
18000,11,242,19.2,24.0,0.0,20.8,19.0,6,114,27.75,5.27
19000,11,227,18.9,24.0,0.0,21.1,18.9,2,135,33.41,6.69
19000,1,204,42.2,0.0,0.0,21.8,0.0,41,207,45.64,0.00
20000,1,426,41.6,0.0,0.0,22.4,0.0,86,198,42.69,0.00
20000,11,219,19.1,23.9,0.0,20.9,18.6,10,125,30.74,5.62
20000,25,117,39.8,0.1,1.0,23.2,0.1,32,125,29.94,0.03
21000,1,230,41.3,0.0,0.0,22.6,0.0,54,226,44.36,0.00
21000,11,222,19.4,23.8,0.0,20.8,18.8,8,128,31.03,6.47
21000,25,103,40.2,0.1,0.8,22.9,0.1,34,127,29.69,0.00
22000,1,301,41.0,0.0,0.0,22.9,0.0,69,227,45.05,0.00
22000,11,185,19.7,23.4,0.0,20.8,18.4,7,126,30.75,4.71
22000,25,78,40.1,0.1,1.5,22.3,0.1,27,145,32.94,0.00
23000,1,353,40.8,0.0,0.0,22.9,0.0,74,228,44.58,0.00
23000,11,203,19.9,23.5,0.0,20.7,18.5,6,130,31.34,5.02
23000,25,44,42.3,0.0,0.5,21.1,0.0,15,145,33.33,0.00
24000,1,295,40.7,0.0,0.0,23.1,0.0,64,250,48.46,0.00
24000,11,281,19.2,23.8,0.0,21.0,18.8,5,125,30.61,6.09
24000,25,6,45.5,0.0,0.0,18.5,0.0,3,182,37.78,0.00
25000,32,310,41.3,0.0,0.0,22.6,0.0,60,216,49.46,0.00
25000,1,284,40.3,0.0,0.1,23.5,0.0,56,215,42.70,0.00
25000,11,193,19.1,24.0,0.0,21.0,18.8,6,128,31.71,5.01
26000,11,245,19.2,24.0,0.0,20.8,18.7,5,139,33.45,4.77
26000,32,233,41.2,0.1,0.0,22.7,0.1,43,201,46.08,0.00
26000,1,214,41.1,0.0,0.0,22.8,0.0,57,235,46.27,0.00
27000,1,266,40.6,0.0,0.0,23.2,0.0,66,209,41.55,0.00
27000,32,261,41.6,0.1,0.0,22.3,0.1,55,193,43.24,0.00
27000,11,227,19.3,23.8,0.0,20.9,18.8,3,146,35.90,5.62
28000,1,352,40.7,0.0,0.0,23.3,0.0,78,198,40.43,0.00
28000,11,224,19.0,24.1,0.0,20.9,19.0,2,116,28.76,4.08
28000,32,183,41.4,0.0,0.0,22.4,0.0,43,211,47.24,0.00
29000,1,319,40.0,0.0,0.0,24.0,0.0,81,183,37.81,0.00
29000,11,240,19.1,23.8,0.0,21.0,18.8,10,106,26.66,5.25
29000,32,202,41.8,0.1,0.0,21.3,0.1,42,193,42.12,0.00
30000,1,262,40.1,0.0,0.0,23.9,0.0,58,195,41.28,0.00
30000,11,208,19.0,24.1,0.0,20.9,18.9,6,114,27.79,5.69
30000,32,177,40.8,0.1,0.0,21.7,0.1,37,169,37.26,0.00
30000,36,133,40.9,0.2,0.1,22.8,0.2,24,128,30.66,0.15
31000,32,312,42.0,0.0,0.0,21.4,0.0,62,173,39.21,0.00
31000,1,255,43.3,0.0,0.0,20.7,0.0,66,213,43.92,0.00
31000,11,168,21.1,23.2,0.0,19.6,19.5,12,109,25.64,6.03
31000,36,25,41.1,0.1,0.2,22.5,0.0,6,92,23.19,0.00
32000,32,381,41.9,0.1,0.0,21.9,0.1,82,138,32.67,0.00
32000,11,188,21.2,23.3,0.0,19.5,19.7,3,93,21.94,6.79
32000,1,158,42.7,0.0,0.0,21.2,0.0,50,189,39.12,0.00
32000,36,21,38.7,0.1,0.0,25.1,0.1,3,83,20.40,0.00
33000,11,283,28.5,17.1,0.0,18.5,14.5,24,112,26.96,3.98
33000,32,282,43.5,0.0,0.0,20.4,0.0,48,149,35.34,0.00
33000,1,124,46.0,0.0,0.2,17.8,0.0,25,184,36.57,0.00
33000,36,22,42.0,0.0,0.0,22.0,0.0,6,175,36.98,0.00
34000,11,317,36.2,6.6,0.0,21.2,5.2,54,166,39.27,1.93
34000,32,269,43.0,0.6,0.0,20.0,0.5,66,162,38.62,0.11
34000,1,139,38.3,0.2,0.3,25.1,0.2,50,207,41.74,0.03
34000,36,52,41.2,0.0,0.0,22.8,0.0,13,136,28.51,0.00
35000,11,478,38.2,4.6,0.0,21.1,3.8,86,152,37.22,2.22
35000,32,202,43.6,0.5,0.0,19.7,0.4,38,143,34.48,0.00
35000,1,62,25.2,17.9,0.1,20.9,16.9,5,111,22.87,6.27
36000,11,648,38.3,0.6,0.2,24.8,0.5,192,144,35.46,0.19
36000,32,153,43.2,0.1,0.2,20.3,0.1,37,166,38.18,0.00
36000,41,42,36.2,0.0,0.0,27.5,0.0,19,97,23.58,0.00
37000,11,620,38.6,6.8,0.0,18.6,6.5,85,146,35.98,1.61
37000,32,142,44.1,0.5,0.0,19.4,0.1,31,163,39.65,0.00
38000,11,670,38.1,6.6,0.0,19.3,6.4,87,153,37.40,1.80
38000,32,115,44.2,0.0,0.0,19.6,0.0,19,154,36.16,0.00
39000,11,650,40.9,3.9,0.0,19.2,3.8,117,176,42.64,1.20
39000,32,144,42.0,0.8,0.0,21.1,0.7,25,165,39.49,0.13
40000,11,622,30.5,16.8,0.0,16.7,16.7,43,96,23.51,5.65
40000,32,5,51.2,0.0,0.0,12.8,0.0,4,75,13.57,0.00
41000,11,661,32.5,14.9,0.0,16.6,14.9,37,132,33.06,3.29
42000,11,701,35.2,12.1,0.0,16.7,12.0,74,140,34.52,2.31
43000,11,711,39.4,8.5,0.0,16.0,8.4,86,152,36.42,2.00
44000,11,700,42.0,6.5,0.0,15.5,6.5,65,161,38.22,1.41
45000,11,652,40.0,7.0,0.0,17.0,6.8,76,160,38.04,1.78
46000,11,359,46.8,0.0,0.0,17.1,0.0,72,183,44.42,0.00
47000,11,579,38.5,7.5,0.0,18.0,7.1,75,141,34.14,2.20
48000,11,419,46.0,0.0,0.0,17.9,0.0,69,143,35.34,0.00
48000,46,134,46.6,0.0,0.0,17.4,0.0,25,190,46.16,0.00
49000,11,672,38.0,7.3,0.1,18.6,7.0,69,163,39.99,2.02
49000,46,120,45.6,0.0,0.2,18.0,0.0,19,151,36.47,0.00
50000,11,416,45.5,0.1,0.0,18.4,0.1,71,189,47.15,0.00
50000,46,167,46.8,0.0,0.0,17.1,0.0,30,188,44.52,0.00
51000,11,555,45.3,0.1,0.0,18.5,0.1,92,171,43.60,0.00
52000,11,380,45.3,0.1,0.0,18.6,0.1,77,169,43.73,0.00
53000,11,421,43.3,0.7,0.0,20.0,0.6,99,126,32.38,0.07
54000,11,397,44.9,0.1,0.0,19.0,0.1,63,158,39.85,0.00
54000,49,133,21.8,23.3,0.0,18.9,21.8,2,138,32.80,8.57
55000,11,340,47.2,0.0,0.0,16.7,0.0,48,176,42.08,0.00
55000,49,150,23.2,24.7,0.0,16.1,23.0,3,192,44.42,8.88
56000,11,205,47.0,0.2,0.1,16.7,0.2,37,194,45.95,0.02
56000,49,157,23.1,24.6,0.0,16.2,23.0,8,103,23.01,11.33
57000,11,229,47.3,0.3,0.0,16.4,0.2,36,220,51.28,0.00
57000,49,122,22.9,25.1,0.0,16.0,22.9,2,157,35.68,8.75
58000,11,272,47.4,0.1,0.0,16.4,0.1,52,248,57.18,0.00
58000,51,212,48.0,0.1,0.0,15.8,0.1,40,191,45.27,0.00
58000,49,134,22.9,24.6,0.0,16.5,22.5,9,106,23.26,11.45
59000,51,414,48.3,0.1,0.0,15.7,0.1,29,204,48.42,0.00
59000,49,204,24.0,24.0,0.0,16.0,24.0,3,156,36.21,7.07
