step,mass,hard,muscle,sensor,digestive,attack,speed,age,energy,plant,meat,lineage
100000,64,46,0,0,18,0,0.000,2751,0.33,668.10,0.00,118
100000,64,46,0,0,18,0,0.000,2699,2.88,694.97,0.00,144
100000,64,46,0,0,18,0,0.000,2592,7.63,658.16,0.00,144
100000,64,46,0,0,18,0,0.000,2450,4.68,601.45,0.00,118
100000,64,46,0,0,18,0,0.000,2083,6.76,525.34,0.00,144
100000,64,46,0,0,18,0,0.000,1861,6.68,478.38,0.00,144
100000,64,46,0,0,18,0,0.000,1760,5.78,458.17,0.00,144
100000,60,29,0,0,31,0,0.000,1607,5.10,330.89,0.00,118
100000,64,46,0,0,18,0,0.000,1498,8.36,355.22,0.00,144
100000,64,46,0,0,18,0,0.000,1494,6.14,347.51,0.00,118
100000,64,46,0,0,18,0,0.000,1456,6.31,362.34,0.00,144
100000,64,46,0,0,18,0,0.000,1404,7.24,348.93,0.00,144
100000,64,46,0,0,18,0,0.000,1312,0.75,312.12,0.00,118
100000,64,46,0,0,18,0,0.000,1268,4.37,285.89,0.00,118
100000,64,46,0,0,18,0,0.000,1256,5.83,315.08,0.00,55
100000,64,46,0,0,18,0,0.000,1227,5.36,291.74,0.00,118
100000,64,46,0,0,18,0,0.000,1202,3.34,297.62,0.00,118
100000,64,46,0,0,18,0,0.000,1194,0.78,289.54,0.00,144
100000,64,44,1,2,17,1,0.016,1163,5.24,243.30,3.04,144
100000,64,39,0,0,25,0,0.000,1127,6.14,252.13,0.00,118
100000,64,46,0,0,18,0,0.000,1107,7.07,287.52,0.00,118
100000,64,46,0,0,18,0,0.000,1099,5.35,262.81,0.00,118
100000,64,46,0,0,18,0,0.000,1085,5.45,239.17,0.00,141
100000,64,46,0,0,18,0,0.000,1083,4.49,250.02,0.00,118
100000,64,46,0,0,18,0,0.000,1041,6.44,252.85,0.00,118
100000,64,37,0,0,27,0,0.000,1037,7.71,248.75,0.00,118
100000,64,46,0,0,18,0,0.000,1021,8.30,242.48,0.00,118
100000,64,46,0,0,18,0,0.000,1012,6.95,252.16,0.00,118
100000,64,46,0,0,18,0,0.000,990,7.07,222.53,0.00,118
100000,64,46,0,0,18,0,0.000,983,5.42,261.65,0.00,118
100000,64,46,0,0,18,0,0.000,952,7.88,237.27,0.00,144
100000,64,39,0,0,25,0,0.000,945,2.20,226.32,0.00,118
100000,64,46,0,0,18,0,0.000,933,5.67,248.33,0.00,118
100000,64,46,0,0,18,0,0.000,913,4.78,235.07,0.00,118
100000,64,46,0,0,18,0,0.000,908,4.87,221.64,0.00,144
100000,64,46,0,0,18,0,0.000,906,6.11,209.76,0.00,118
