step,mass,hard,muscle,sensor,digestive,attack,speed,age,energy,plant,meat,lineage
100000,64,46,0,0,18,0,0.000,2852,3.52,603.25,0.00,243
100000,64,47,0,0,17,0,0.000,2820,5.31,554.14,0.00,243
100000,64,46,0,0,18,0,0.000,2810,4.69,548.23,0.00,243
100000,64,46,0,0,18,0,0.000,2743,1.91,619.58,0.00,243
100000,64,44,0,0,20,0,0.000,2453,6.04,512.66,0.00,243
100000,64,46,0,0,18,0,0.000,2018,5.53,450.48,0.00,243
100000,64,47,0,0,17,0,0.000,1983,7.53,424.69,0.00,243
100000,64,46,0,0,18,0,0.000,1795,5.41,420.61,0.00,321
100000,64,49,0,0,15,0,0.000,1792,5.16,356.31,0.00,243
100000,64,47,0,0,17,0,0.000,1776,7.86,392.62,0.00,243
100000,64,48,0,0,16,0,0.000,1711,1.93,388.59,0.00,243
100000,64,46,0,0,18,0,0.000,1635,5.33,373.74,0.00,243
100000,64,44,0,0,20,0,0.000,1522,8.34,347.22,0.00,346
100000,64,44,0,0,20,0,0.000,1479,2.82,322.67,0.00,243
100000,64,44,0,0,20,0,0.000,1468,4.21,393.43,0.00,346
100000,64,48,0,0,16,0,0.000,1464,4.76,310.63,0.00,243
100000,64,46,0,0,18,0,0.000,1463,2.79,333.03,0.00,243
100000,64,47,0,0,17,0,0.000,1416,0.86,276.12,0.00,243
100000,64,47,0,0,17,0,0.000,1366,1.74,288.16,0.00,243
100000,64,46,0,1,17,0,0.000,1335,3.26,318.36,0.00,298
100000,64,44,0,0,20,0,0.000,1335,7.63,332.71,0.00,346
100000,64,46,0,0,18,0,0.000,1332,4.24,284.78,0.00,243
100000,64,44,0,0,20,0,0.000,1332,5.65,280.41,0.00,243
100000,64,46,0,0,18,0,0.000,1329,3.37,291.76,0.00,243
100000,64,47,0,0,17,0,0.000,1286,4.83,271.62,0.00,243
100000,64,45,0,0,19,0,0.000,1283,6.17,265.23,0.00,348
100000,64,48,0,0,16,0,0.000,1272,5.26,329.79,0.00,349
100000,64,44,0,0,20,0,0.000,1269,5.92,291.52,0.00,243
100000,64,47,0,0,17,0,0.000,1265,7.78,283.21,0.00,243
100000,64,46,0,0,18,0,0.000,1249,4.74,277.19,0.00,243
100000,64,46,0,2,16,0,0.000,1195,7.96,279.47,0.00,298
100000,64,46,0,0,18,0,0.000,1161,4.76,252.40,0.00,243
100000,64,46,0,2,16,0,0.000,1141,5.68,279.56,0.00,298
100000,64,44,2,0,18,2,0.031,1141,2.99,228.52,0.00,243
100000,64,46,0,2,16,0,0.000,1138,4.93,278.41,0.00,298
100000,64,46,0,0,18,0,0.000,1131,3.36,236.33,0.00,243
100000,64,46,0,2,16,0,0.000,1116,5.09,248.91,0.00,298
100000,64,46,0,0,18,0,0.000,1114,3.54,220.82,0.00,243
100000,64,47,0,0,17,0,0.000,1040,3.72,206.44,0.00,243
100000,64,49,0,0,15,0,0.000,1039,5.49,221.01,0.00,346
100000,64,44,0,0,20,0,0.000,1030,4.48,280.44,0.00,346
100000,64,46,0,0,18,0,0.000,1026,7.00,211.23,0.00,243
100000,64,45,0,0,19,0,0.000,1023,4.22,287.77,0.00,346
100000,64,46,0,0,18,0,0.000,1023,3.53,228.77,0.00,243
100000,64,46,0,2,16,0,0.000,1022,6.12,236.05,0.00,298
100000,64,44,0,0,20,0,0.000,1016,5.48,216.41,0.00,243
100000,64,46,0,0,18,0,0.000,996,7.18,219.18,0.00,243
100000,64,46,0,2,16,0,0.000,980,8.32,242.86,0.00,298
100000,64,44,0,0,20,0,0.000,948,7.14,221.49,0.00,346
100000,64,44,0,0,20,0,0.000,941,3.92,204.85,0.00,243
100000,64,46,0,2,16,0,0.000,941,0.54,202.38,0.00,298
100000,64,47,0,0,17,0,0.000,925,4.06,214.10,0.00,243
