step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_eaten,deaths_body,escapes,plant_intake,meat_intake,stay,n,s,e,w,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,attack_mean,attack_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,gain_mean,kills_young_share,meat_majority
670000,843,4.731,0.072,14.43,39758,26154,51,13543,0,425,1649687.1,52126.3,0.074,0.248,0.252,0.218,0.207,2173,64.00,0.00,41.87,10.87,6.27,10.52,0.04,0.70,15.81,1.92,6.26,10.52,0.098,0.164,64,0.310,0.845,0.146,0.000,0.009,26755,11717,6,0.353,0.000,0.007,67388,0.192,0.137,0.023,161.81,18678,8,3.85,0.970,0.001
680000,848,4.586,0.070,14.67,39124,25752,63,13304,0,437,1649713.8,51054.6,0.080,0.249,0.247,0.218,0.205,2241,64.00,0.00,42.07,10.95,6.10,10.45,0.02,0.29,15.82,2.70,6.02,10.36,0.095,0.163,66,0.331,0.844,0.144,0.000,0.012,26017,10573,6,0.316,0.047,0.007,74382,0.177,0.132,0.020,161.90,18537,7,3.84,0.973,0.002
690000,846,4.726,0.081,14.48,39808,26769,68,12973,0,447,1648348.1,50853.9,0.095,0.246,0.233,0.218,0.208,2260,64.00,0.07,41.91,10.79,6.30,10.63,0.03,0.47,15.76,1.78,6.24,10.50,0.098,0.166,67,0.261,0.838,0.152,0.000,0.009,27157,10636,5,0.288,0.005,0.006,68097,0.171,0.141,0.026,161.80,18056,8,3.92,0.967,0.004
700000,827,4.768,0.083,14.65,40421,26782,56,13602,0,472,1649402.5,51955.9,0.073,0.255,0.252,0.215,0.205,2133,64.00,0.00,41.53,10.86,6.40,10.63,0.09,1.12,15.98,1.95,6.37,10.58,0.100,0.166,69,0.262,0.839,0.155,0.000,0.006,26838,10565,5,0.281,0.001,0.011,59114,0.182,0.146,0.029,161.71,18645,7,3.82,0.976,0.001
710000,826,4.857,0.087,14.44,41122,26797,46,14280,0,505,1648171.9,53598.8,0.061,0.265,0.263,0.211,0.200,2109,64.00,0.00,40.27,11.48,7.83,11.27,0.02,0.27,15.88,2.03,7.81,11.23,0.122,0.176,55,0.323,0.816,0.179,0.000,0.005,27058,11571,5,0.395,0.000,0.006,49044,0.194,0.147,0.028,161.54,18858,6,3.75,0.983,0.004
720000,804,4.791,0.086,14.42,41660,26859,33,14790,0,502,1645913.0,55743.2,0.064,0.263,0.266,0.210,0.197,2025,64.00,0.00,39.75,11.53,8.31,11.42,0.08,0.55,15.86,1.58,8.26,11.37,0.130,0.178,59,0.341,0.811,0.184,0.000,0.005,27172,13256,5,0.501,0.000,0.044,147481,0.114,0.146,0.029,161.49,19518,6,3.77,0.984,0.002
730000,827,4.626,0.084,14.40,40792,26156,33,14580,0,562,1646756.9,54420.0,0.052,0.271,0.277,0.206,0.194,2060,64.00,0.00,39.84,11.60,8.26,11.39,0.06,0.68,15.84,1.49,8.25,11.39,0.129,0.178,46,0.342,0.805,0.192,0.000,0.002,26732,14268,4,0.580,0.000,0.011,176245,0.114,0.148,0.030,161.41,18671,5,3.73,0.986,0.004
740000,833,4.876,0.084,14.53,39526,25358,58,14104,0,485,1648186.4,52990.1,0.057,0.264,0.273,0.211,0.196,2229,64.00,0.00,40.86,11.24,7.27,11.02,0.08,0.99,15.79,2.02,7.24,11.01,0.114,0.172,64,0.301,0.822,0.163,0.000,0.014,25959,12511,4,0.604,0.000,0.013,63163,0.173,0.150,0.031,161.57,18308,6,3.76,0.983,0.000
750000,830,4.720,0.075,14.09,38490,25361,64,13068,0,408,1649639.0,49086.7,0.064,0.259,0.263,0.212,0.201,2161,64.00,0.00,40.54,11.37,7.61,11.15,0.07,1.00,15.77,1.65,7.61,11.15,0.119,0.174,54,0.316,0.811,0.181,0.000,0.008,25332,10239,3,0.466,0.000,0.011,75463,0.162,0.133,0.020,161.80,18348,6,3.76,0.982,0.001
760000,847,4.609,0.060,14.58,37729,25524,92,12096,0,404,1649036.5,46764.3,0.069,0.264,0.260,0.208,0.200,2200,64.00,0.10,44.09,9.32,4.08,9.04,0.05,0.42,15.79,2.26,4.01,8.90,0.064,0.141,76,0.392,0.887,0.098,0.000,0.015,25137,9593,3,0.563,0.000,0.020,63568,0.188,0.125,0.017,161.91,18109,8,3.87,0.969,0.005
770000,853,4.718,0.072,14.68,39025,27013,86,11920,0,390,1651208.5,47999.3,0.079,0.249,0.276,0.203,0.194,2139,63.98,0.28,42.35,10.53,5.82,10.33,0.01,0.18,15.79,1.88,5.80,10.27,0.091,0.161,57,0.413,0.851,0.135,0.000,0.014,26811,9143,3,0.482,0.125,0.007,84368,0.204,0.134,0.021,161.97,19317,11,4.03,0.948,0.007
780000,866,4.574,0.052,14.47,36256,24671,74,11498,0,390,1652793.0,44669.5,0.081,0.249,0.261,0.208,0.200,2495,64.00,0.00,44.99,8.26,3.10,7.99,0.04,0.69,15.87,1.88,3.10,7.99,0.048,0.125,71,0.353,0.898,0.091,0.000,0.010,24366,7809,4,0.532,0.007,0.006,79736,0.180,0.118,0.014,161.97,17759,9,3.88,0.965,0.006
790000,835,4.554,0.044,14.50,41644,28650,113,12912,0,389,1643716.9,50403.4,0.097,0.227,0.233,0.229,0.212,2334,64.00,0.00,42.98,10.34,5.27,9.91,0.01,0.24,15.74,2.38,5.26,9.91,0.082,0.155,54,0.510,0.861,0.127,0.000,0.012,32052,11189,3,0.612,0.134,0.002,56005,0.210,0.116,0.016,161.10,19526,9,3.90,0.961,0.005
800000,832,4.653,0.050,14.48,43916,30246,68,13605,0,354,1650580.9,52149.5,0.089,0.225,0.233,0.242,0.212,2151,64.00,0.00,43.01,10.04,5.09,9.83,0.03,0.49,15.88,1.71,5.02,9.72,0.079,0.154,60,0.516,0.881,0.113,0.000,0.006,34048,10192,5,0.221,0.172,0.011,58204,0.190,0.120,0.015,161.52,19864,7,3.83,0.970,0.000
810000,838,4.780,0.047,14.40,43912,30118,104,13684,0,385,1647890.8,52339.0,0.081,0.231,0.223,0.245,0.219,2271,64.00,0.00,43.80,9.66,4.39,9.29,0.07,0.48,15.74,2.54,4.37,9.24,0.069,0.145,61,0.582,0.887,0.104,0.000,0.010,35326,11726,6,0.394,0.092,0.037,125399,0.119,0.114,0.014,161.41,20588,7,3.82,0.974,0.006
820000,837,4.751,0.060,14.23,45243,31479,44,13721,0,318,1638789.5,53606.0,0.095,0.215,0.207,0.249,0.235,2238,64.00,0.00,43.38,9.96,4.85,9.64,0.01,0.11,15.76,1.92,4.79,9.56,0.076,0.151,68,0.460,0.876,0.117,0.000,0.007,36297,12353,7,0.201,0.002,0.012,179441,0.106,0.137,0.024,160.82,21709,9,3.91,0.963,0.002
830000,853,4.788,0.064,14.48,41774,28834,53,12871,0,298,1647333.4,49292.3,0.111,0.219,0.210,0.239,0.221,2346,64.00,0.07,43.81,9.55,4.42,9.26,0.02,0.47,15.74,2.12,4.40,9.24,0.069,0.145,60,0.373,0.896,0.098,0.000,0.006,31523,10358,7,0.237,0.000,0.005,51141,0.166,0.130,0.018,161.42,19848,7,3.83,0.973,0.001
840000,856,4.737,0.059,14.72,39671,26935,117,12616,0,323,1648678.8,47863.0,0.106,0.239,0.225,0.225,0.204,2365,64.00,0.00,44.11,9.35,4.03,8.97,0.03,0.32,15.84,1.97,3.98,8.90,0.063,0.140,62,0.314,0.886,0.103,0.000,0.012,28172,8960,6,0.255,0.000,0.012,50781,0.170,0.130,0.021,161.86,19131,7,3.79,0.980,0.002
850000,838,4.755,0.070,14.12,38853,25785,157,12929,0,323,1646596.0,48588.6,0.094,0.257,0.234,0.219,0.197,2501,64.00,0.00,43.53,9.68,4.68,9.49,0.01,0.15,15.79,1.25,4.68,9.49,0.073,0.148,61,0.203,0.876,0.118,0.000,0.006,26173,9497,7,0.357,0.000,0.004,51172,0.172,0.141,0.026,161.98,17660,6,3.76,0.983,0.002
860000,848,4.921,0.071,14.20,42105,28607,103,13385,0,361,1641441.8,51072.3,0.092,0.264,0.236,0.211,0.197,2413,64.00,0.00,43.19,10.06,5.09,9.78,0.03,0.23,15.69,1.70,5.09,9.78,0.080,0.153,68,0.208,0.879,0.107,0.000,0.014,29303,11584,5,0.300,0.000,0.024,65277,0.147,0.141,0.024,161.49,19470,7,3.82,0.978,0.005
870000,849,4.731,0.066,14.56,41598,27720,90,13787,0,441,1647402.5,52747.6,0.079,0.271,0.246,0.207,0.197,2393,63.99,0.24,43.84,9.72,4.43,9.25,0.06,0.59,15.66,2.20,4.40,9.23,0.069,0.145,75,0.260,0.872,0.117,0.000,0.012,27396,10371,5,0.363,0.279,0.035,217117,0.125,0.131,0.020,161.95,18974,7,3.83,0.977,0.002
880000,826,4.855,0.079,14.47,40844,27461,116,13290,0,515,1647152.8,50139.0,0.070,0.269,0.246,0.212,0.203,2444,64.00,0.07,42.47,10.65,5.82,10.28,0.02,0.17,15.69,1.89,5.80,10.25,0.091,0.161,67,0.240,0.852,0.137,0.000,0.011,27047,10673,6,0.317,0.000,0.021,186381,0.126,0.146,0.027,162.10,18902,6,3.77,0.981,0.002
890000,839,4.719,0.072,14.52,41276,26941,77,14245,0,701,1645037.4,53559.7,0.069,0.265,0.250,0.209,0.207,2319,64.00,0.00,42.98,10.15,5.20,9.86,0.06,0.51,15.76,1.74,5.20,9.86,0.081,0.154,67,0.216,0.871,0.119,0.000,0.010,27291,10400,5,0.271,0.060,0.042,231342,0.121,0.142,0.025,161.99,19316,6,3.76,0.987,0.002
900000,841,4.826,0.079,14.81,43981,28643,60,15276,0,720,1640736.2,57412.5,0.085,0.252,0.245,0.213,0.205,2117,64.00,0.00,41.88,10.77,6.29,10.54,0.13,0.44,15.71,1.69,6.29,10.54,0.098,0.165,65,0.262,0.855,0.138,0.000,0.007,30582,11657,6,0.262,0.011,0.101,499395,0.117,0.145,0.027,161.60,21162,5,3.76,0.985,0.001
910000,830,4.836,0.082,14.92,46925,29953,20,16963,0,791,1647002.5,63438.2,0.083,0.244,0.250,0.217,0.206,2102,64.00,0.03,40.74,11.35,7.45,11.10,0.00,0.06,15.81,1.86,7.43,11.06,0.116,0.173,58,0.306,0.840,0.148,0.000,0.012,32120,12687,5,0.331,0.073,0.004,244765,0.117,0.148,0.029,161.50,22391,5,3.74,0.986,0.001
920000,835,4.746,0.072,14.69,46875,29840,34,16996,0,742,1641010.0,63038.7,0.078,0.248,0.250,0.217,0.207,2110,64.00,0.00,43.21,9.97,5.00,9.82,0.01,0.21,15.77,1.19,4.91,9.65,0.078,0.153,62,0.204,0.873,0.121,0.000,0.006,32583,14746,7,0.331,0.005,0.006,34643,0.169,0.140,0.024,161.23,22214,5,3.71,0.987,0.004
930000,851,4.842,0.062,14.97,45328,29844,64,15404,0,550,1644784.0,58559.4,0.085,0.250,0.242,0.216,0.207,2046,64.00,0.00,42.70,10.26,5.50,10.09,0.00,0.00,15.80,1.17,5.50,10.09,0.086,0.158,49,0.455,0.858,0.130,0.000,0.012,33302,12867,7,0.277,0.080,0.000,40691,0.189,0.134,0.023,161.31,22415,7,3.80,0.977,0.004
940000,863,4.784,0.061,14.87,44023,29165,48,14798,0,525,1647298.5,55755.1,0.107,0.246,0.236,0.215,0.196,1982,64.00,0.00,43.14,9.88,4.98,9.69,0.01,0.16,15.87,1.40,4.96,9.68,0.078,0.151,65,0.269,0.892,0.104,0.000,0.003,31799,10478,8,0.206,0.019,0.005,52872,0.176,0.126,0.018,161.63,21821,6,3.77,0.982,0.005
950000,833,4.829,0.071,14.86,45880,29545,61,16304,0,509,1646710.8,61007.9,0.102,0.246,0.238,0.216,0.198,1982,64.00,0.00,42.19,10.76,6.08,10.39,0.01,0.15,15.72,2.42,6.06,10.37,0.095,0.162,65,0.267,0.852,0.133,0.000,0.014,33289,12173,9,0.269,0.028,0.005,62564,0.166,0.147,0.029,161.66,22663,5,3.74,0.984,0.004
960000,815,4.975,0.082,14.77,43370,27956,46,15386,0,469,1651334.2,57149.1,0.087,0.252,0.252,0.213,0.196,2221,64.00,0.00,40.32,11.50,7.89,11.26,0.02,0.38,15.76,1.57,7.89,11.26,0.123,0.176,43,0.328,0.829,0.160,0.000,0.011,29508,11421,6,0.341,0.000,0.005,65476,0.158,0.148,0.028,161.78,20735,5,3.71,0.986,0.000
970000,851,4.804,0.076,14.74,41564,26595,96,14837,0,450,1649595.5,55493.2,0.088,0.258,0.244,0.213,0.197,2266,64.00,0.00,42.26,10.48,5.93,10.31,0.05,0.63,15.76,1.39,5.87,10.26,0.093,0.161,67,0.240,0.853,0.136,0.000,0.011,27642,10872,6,0.242,0.000,0.015,46943,0.166,0.142,0.026,161.84,19513,5,3.74,0.986,0.001
980000,816,4.845,0.078,14.77,44302,28136,50,16151,0,485,1648931.4,60497.7,0.071,0.261,0.254,0.212,0.202,2160,64.00,0.00,39.97,11.50,8.20,11.36,0.00,0.09,15.83,1.05,8.19,11.35,0.128,0.177,50,0.337,0.814,0.179,0.000,0.007,29189,12405,5,0.419,0.002,0.004,86323,0.137,0.141,0.024,161.75,21001,5,3.75,0.986,0.000
990000,844,4.828,0.078,14.88,41716,26970,61,14657,0,415,1647121.2,55129.4,0.077,0.262,0.258,0.207,0.196,2434,64.00,0.00,42.52,10.44,5.67,10.13,0.07,1.17,15.74,1.82,5.63,10.11,0.089,0.158,61,0.267,0.863,0.130,0.000,0.007,27401,10891,5,0.321,0.018,0.005,110443,0.133,0.143,0.025,161.90,20231,6,3.76,0.985,0.002
1000000,847,4.794,0.072,14.89,38683,25520,104,13056,0,377,1654181.2,48795.5,0.102,0.245,0.245,0.213,0.195,2510,64.00,0.00,43.26,9.75,4.82,9.60,0.00,0.05,15.91,1.20,4.78,9.56,0.075,0.150,38,0.496,0.862,0.128,0.000,0.011,26084,8765,6,0.301,0.028,0.002,53164,0.166,0.141,0.025,161.94,19783,5,3.74,0.985,0.005
