step,lineage,size,hard,muscle,sensor,digestive,attack,bodies,age,plant,meat
5000,2,595,35.1,0.0,0.9,20.4,0.0,184,102,21.99,0.00
5000,1,6,36.5,5.5,0.0,22.0,5.5,2,270,59.54,0.00
6000,2,725,27.6,0.0,0.4,18.9,0.0,225,106,21.30,0.00
6000,1,24,40.1,0.0,0.0,23.9,0.0,5,232,54.09,0.00
7000,2,811,6.8,0.0,0.2,10.3,0.0,150,126,9.43,0.00
7000,1,86,40.0,0.2,0.2,23.6,0.1,13,174,40.59,0.04
7000,12,8,34.5,12.9,0.0,16.4,11.8,3,386,62.01,17.22
8000,2,351,36.2,0.0,0.2,19.8,0.0,94,149,30.56,0.00
8000,13,146,27.1,19.5,0.0,17.3,19.4,7,278,45.34,17.95
8000,1,64,40.9,0.9,0.0,22.2,0.9,14,171,36.47,1.05
9000,13,237,27.4,19.7,0.0,16.7,19.5,17,189,30.28,15.74
9000,2,120,35.9,0.0,0.0,23.3,0.0,43,111,24.94,0.00
9000,1,51,43.4,0.4,0.2,20.1,0.4,11,173,40.22,0.40
9000,14,27,28.9,17.1,0.2,17.8,17.0,2,221,37.81,11.76
9000,12,8,35.0,11.0,0.0,18.0,11.0,1,97,12.28,10.85
10000,13,134,27.7,19.4,0.0,16.6,19.2,10,180,29.61,13.99
10000,1,83,43.4,0.6,0.1,19.9,0.6,16,232,50.20,1.13
10000,14,37,29.0,17.0,0.0,18.0,17.0,1,206,36.40,12.37
10000,2,29,34.4,0.1,0.8,22.7,0.0,12,66,14.61,0.00
11000,13,180,26.5,21.2,0.0,16.2,21.1,8,148,22.65,15.59
11000,16,146,42.7,0.0,0.0,20.5,0.0,30,121,28.30,0.00
11000,2,143,35.4,0.0,0.3,18.4,0.0,38,180,32.25,0.00
11000,1,49,42.6,1.7,0.0,19.7,1.7,12,295,60.72,2.66
11000,14,33,29.2,17.6,0.0,17.2,16.9,4,185,34.87,10.01
12000,16,206,44.5,0.0,0.0,19.0,0.0,28,172,40.32,0.00
12000,2,190,27.8,0.1,0.0,20.3,0.0,72,102,18.58,0.00
12000,13,129,26.2,21.8,0.0,16.1,21.8,3,208,33.23,19.41
12000,19,74,0.0,0.4,1.2,8.8,0.0,27,92,4.50,0.00
