step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_eaten,deaths_body,escapes,plant_intake,meat_intake,stay,n,s,e,w,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,attack_mean,attack_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,gain_mean,kills_young_share,meat_majority
110000,823,4.968,0.092,12.74,78291,59458,4,18854,2,1253,1626023.4,77551.4,0.040,0.267,0.173,0.168,0.352,1558,63.87,1.72,42.89,8.93,3.34,8.59,0.26,0.67,17.38,3.84,2.82,7.41,0.053,0.135,94,0.188,0.887,0.087,0.000,0.026,44227,21854,2,0.467,0.129,0.210,1860088,0.084,0.163,0.039,160.43,27944,13,4.11,0.938,0.032
120000,857,4.858,0.085,12.96,76853,58163,9,18646,1,1133,1625079.2,78468.9,0.040,0.257,0.180,0.166,0.357,1718,63.85,2.21,43.09,9.41,3.28,8.45,0.57,1.08,16.90,4.74,2.98,7.66,0.051,0.132,110,0.251,0.901,0.070,0.000,0.029,42959,23871,3,0.663,0.000,0.473,2785726,0.083,0.158,0.036,160.66,26622,15,4.21,0.924,0.019
130000,860,4.860,0.076,12.99,70333,54554,21,15753,2,1064,1625165.1,65845.3,0.051,0.253,0.185,0.163,0.348,1776,63.85,1.57,43.60,8.30,2.66,7.86,0.57,1.23,17.01,3.65,2.35,6.90,0.042,0.125,90,0.277,0.912,0.066,0.000,0.022,41080,23317,3,0.673,0.000,0.451,3851084,0.084,0.144,0.027,161.04,24972,15,4.18,0.922,0.012
140000,827,5.032,0.082,12.98,71840,55658,16,16199,0,1065,1625442.6,67884.8,0.044,0.263,0.192,0.158,0.343,1802,63.91,1.05,43.55,8.13,2.79,7.89,0.47,1.16,17.10,3.46,2.55,7.20,0.044,0.123,101,0.248,0.912,0.065,0.000,0.023,41703,20039,3,0.677,0.000,0.349,3292196,0.087,0.153,0.033,161.06,25292,15,4.19,0.927,0.005
150000,830,5.027,0.074,13.19,69843,54135,11,15693,1,903,1626490.9,65918.1,0.036,0.250,0.195,0.162,0.357,1736,63.96,1.04,43.59,8.01,2.84,8.01,0.22,0.93,17.31,3.01,2.56,7.18,0.044,0.125,80,0.488,0.910,0.065,0.000,0.025,40402,17160,3,0.735,0.000,0.139,2763402,0.090,0.145,0.027,161.18,23378,15,4.20,0.926,0.008
160000,850,4.923,0.066,13.26,67795,51738,18,16017,2,940,1631534.5,67182.0,0.035,0.249,0.187,0.175,0.353,1760,63.98,0.53,44.18,7.59,2.45,7.37,0.27,0.99,17.07,3.22,2.26,6.80,0.038,0.115,82,0.380,0.916,0.056,0.000,0.027,39570,21100,3,0.685,0.000,0.180,1302753,0.110,0.137,0.024,161.04,23300,15,4.19,0.928,0.015
170000,853,4.798,0.064,13.31,65297,48347,30,16915,2,1001,1629623.1,75813.4,0.048,0.284,0.216,0.157,0.295,1816,63.91,1.15,43.90,8.17,2.35,7.45,0.51,1.22,17.15,4.24,2.06,6.50,0.037,0.116,97,0.170,0.919,0.057,0.000,0.023,40753,18316,3,0.515,0.140,0.404,3582582,0.116,0.135,0.022,161.51,23472,21,4.48,0.893,0.013
180000,847,4.898,0.077,13.59,62237,47687,13,14537,6,865,1626527.4,60290.0,0.034,0.272,0.218,0.166,0.311,1849,63.92,0.88,43.97,7.57,1.92,6.84,0.84,1.38,17.19,4.45,1.65,5.83,0.030,0.107,125,0.362,0.929,0.040,0.000,0.031,38088,17551,4,0.702,0.026,0.629,5223399,0.097,0.144,0.027,161.81,22235,15,4.15,0.926,0.015
190000,843,4.932,0.070,13.57,66213,50271,7,15938,1,968,1622501.0,65691.0,0.040,0.264,0.212,0.168,0.315,1693,63.98,0.36,43.84,8.10,2.45,7.51,0.72,1.28,16.96,3.92,2.17,6.65,0.038,0.117,127,0.204,0.928,0.050,0.000,0.023,42107,18609,4,0.311,0.267,0.566,4709257,0.099,0.139,0.026,160.87,24291,13,4.12,0.932,0.020
200000,826,4.957,0.074,13.74,65295,49942,22,15348,0,1071,1619812.5,64448.2,0.037,0.264,0.211,0.174,0.315,1612,63.96,0.63,43.46,8.79,2.23,6.97,0.72,2.08,17.54,4.42,2.05,6.42,0.035,0.109,96,0.215,0.919,0.054,0.000,0.027,40023,17945,4,0.648,0.097,0.432,5174495,0.099,0.140,0.025,161.28,24212,15,4.20,0.920,0.018
210000,851,4.856,0.070,13.86,63646,49114,27,14478,2,913,1627795.0,62970.3,0.026,0.291,0.227,0.164,0.293,1709,63.87,1.94,44.09,8.19,2.44,7.29,0.71,0.91,16.63,3.18,2.28,6.69,0.038,0.114,123,0.183,0.915,0.059,0.000,0.026,37925,17741,2,0.627,0.267,0.591,5002288,0.102,0.134,0.022,161.56,24241,18,4.35,0.895,0.015
220000,783,4.920,0.083,13.15,65698,48834,11,16919,2,1396,1603973.2,77177.1,0.024,0.285,0.252,0.160,0.278,1659,63.87,2.53,37.05,12.21,8.38,10.66,0.50,1.20,17.93,3.19,8.38,10.66,0.131,0.167,83,0.379,0.822,0.157,0.000,0.020,38169,16763,3,0.409,0.223,0.379,4383927,0.100,0.159,0.036,160.64,24187,22,4.56,0.911,0.001
230000,824,4.889,0.080,13.78,66828,50518,5,16258,6,1218,1613834.4,68487.8,0.025,0.295,0.261,0.153,0.266,1740,63.98,0.30,42.76,9.54,3.53,8.24,0.47,0.91,17.22,3.67,3.46,8.06,0.055,0.129,112,0.102,0.899,0.081,0.000,0.019,39149,18421,3,0.404,0.331,0.346,4504173,0.098,0.144,0.026,161.39,24412,15,4.21,0.945,0.012
240000,848,4.870,0.075,14.14,59961,44400,16,15517,4,1030,1606870.6,70886.5,0.021,0.317,0.275,0.150,0.237,1762,64.00,0.00,43.87,8.30,2.68,7.47,0.73,2.02,16.73,3.49,2.63,7.28,0.042,0.117,116,0.136,0.899,0.080,0.000,0.021,35677,15359,3,0.475,0.325,0.348,2770703,0.126,0.138,0.024,160.20,23076,23,4.57,0.888,0.011
250000,817,4.810,0.088,14.21,56312,44811,5,11524,3,655,1610272.8,49240.6,0.019,0.309,0.279,0.153,0.240,1807,63.99,0.15,43.97,8.17,2.53,7.20,0.72,2.08,16.76,3.24,2.52,7.18,0.040,0.113,113,0.152,0.891,0.078,0.000,0.031,33990,14107,5,0.379,0.125,0.338,3247826,0.125,0.152,0.032,160.71,21101,17,4.27,0.907,0.006
260000,844,4.861,0.079,14.15,56427,44152,9,12238,1,634,1617752.1,51770.9,0.019,0.308,0.283,0.152,0.238,1932,63.96,0.68,44.23,7.45,1.87,6.43,1.00,2.11,16.86,3.07,1.78,6.14,0.029,0.101,98,0.218,0.925,0.055,0.000,0.020,34345,14973,4,0.293,0.135,0.527,3223355,0.128,0.139,0.022,160.16,21971,16,4.23,0.908,0.004
270000,849,4.853,0.063,14.18,52816,41573,33,11203,2,590,1634269.8,47570.7,0.020,0.305,0.276,0.158,0.242,1974,63.99,0.25,43.81,8.09,2.05,6.81,1.17,2.96,16.95,3.31,1.93,6.34,0.032,0.106,115,0.205,0.922,0.060,0.000,0.018,32925,13699,4,0.310,0.078,0.485,3942213,0.132,0.127,0.017,161.56,20580,16,4.25,0.918,0.014
280000,846,4.786,0.070,14.10,54281,42879,26,11376,3,652,1620839.1,47678.0,0.022,0.299,0.269,0.161,0.248,1979,64.00,0.00,44.08,7.65,1.90,6.34,1.09,2.25,16.93,3.32,1.90,6.34,0.030,0.099,103,0.247,0.927,0.060,0.000,0.013,34861,15002,4,0.253,0.318,0.528,3519599,0.135,0.128,0.017,161.07,21103,15,4.19,0.922,0.006
290000,841,4.779,0.059,14.30,53614,42425,28,11165,1,599,1626054.0,45607.3,0.024,0.304,0.268,0.160,0.244,1823,64.00,0.00,44.35,7.02,1.76,6.33,1.04,1.88,16.86,3.31,1.68,5.96,0.027,0.099,112,0.171,0.931,0.052,0.000,0.017,35117,14687,4,0.290,0.228,0.452,3651133,0.138,0.119,0.015,161.57,20787,13,4.08,0.942,0.006
300000,837,4.846,0.065,14.33,54607,43137,24,11449,1,683,1611907.2,47140.4,0.030,0.316,0.274,0.149,0.231,1738,63.96,0.78,44.12,7.87,2.00,6.46,1.12,2.25,16.73,3.52,2.00,6.46,0.031,0.101,123,0.191,0.922,0.055,0.000,0.023,37520,16442,4,0.378,0.166,0.395,3250868,0.160,0.132,0.022,160.66,21874,14,4.12,0.934,0.008
310000,847,4.813,0.067,14.30,51315,40891,19,10394,1,530,1619274.2,43786.0,0.023,0.324,0.288,0.146,0.220,1862,63.99,0.14,43.77,8.05,2.55,7.22,1.17,1.75,16.50,3.13,2.55,7.22,0.040,0.113,91,0.228,0.901,0.072,0.000,0.027,32773,12351,5,0.314,0.231,0.492,3670659,0.162,0.129,0.019,161.57,19645,17,4.21,0.911,0.005
320000,840,4.752,0.061,14.31,52299,41205,29,11071,1,576,1623931.0,45819.0,0.026,0.329,0.292,0.141,0.210,1920,63.99,0.21,43.31,8.28,2.87,7.60,0.84,1.51,16.96,3.21,2.87,7.60,0.045,0.119,85,0.124,0.900,0.081,0.000,0.019,34803,13214,5,0.251,0.211,0.404,3893267,0.155,0.127,0.020,161.41,20043,15,4.14,0.925,0.004
330000,817,4.917,0.065,14.25,53417,41969,25,11445,1,558,1627528.0,46687.6,0.027,0.316,0.284,0.145,0.228,1716,64.00,0.07,43.73,7.68,2.46,7.10,1.00,1.37,16.80,2.94,2.46,7.10,0.038,0.111,100,0.208,0.913,0.071,0.000,0.016,35619,13711,4,0.285,0.110,0.536,3999163,0.139,0.133,0.022,161.53,19961,13,4.08,0.938,0.001
340000,825,4.904,0.066,14.25,53815,42326,19,11456,6,618,1628194.1,47213.6,0.037,0.315,0.286,0.141,0.221,1696,63.98,0.44,44.68,7.14,1.34,5.38,1.17,2.01,16.79,4.48,1.34,5.38,0.021,0.084,111,0.219,0.936,0.046,0.000,0.018,36796,15806,5,0.367,0.000,0.566,4448528,0.144,0.139,0.025,161.47,20974,15,4.12,0.925,0.004
350000,850,4.759,0.063,14.29,52793,41668,28,11071,1,614,1629268.5,46340.3,0.042,0.309,0.277,0.145,0.227,2036,63.95,0.64,43.53,8.11,2.65,7.67,1.04,1.72,16.74,3.18,2.50,7.12,0.041,0.120,92,0.233,0.907,0.072,0.000,0.021,34224,15750,5,0.376,0.000,0.432,3890959,0.160,0.126,0.017,161.62,19457,15,4.19,0.922,0.008
360000,824,4.887,0.068,14.24,54130,42436,30,11687,3,601,1628848.2,48727.7,0.025,0.316,0.282,0.146,0.231,1988,63.90,1.49,44.08,8.07,2.07,6.61,1.03,2.78,16.72,3.66,2.03,6.49,0.033,0.106,111,0.216,0.914,0.059,0.000,0.027,34894,16026,4,0.379,0.032,0.346,3251913,0.167,0.129,0.019,161.37,19814,15,4.17,0.924,0.007
370000,871,4.520,0.067,14.27,55039,43053,35,11903,1,714,1631279.8,48571.8,0.029,0.309,0.282,0.148,0.232,1790,63.98,0.58,44.42,7.48,1.92,6.40,0.92,2.21,16.72,3.58,1.89,6.31,0.030,0.100,100,0.219,0.928,0.053,0.000,0.020,36762,17687,4,0.424,0.000,0.402,2716400,0.148,0.130,0.019,161.03,20822,13,4.08,0.937,0.003
380000,816,4.761,0.071,14.36,53015,41601,37,11427,5,654,1625533.5,47352.1,0.024,0.336,0.297,0.138,0.206,1809,63.97,0.77,44.05,7.81,2.31,6.92,0.89,1.75,16.72,3.40,2.31,6.92,0.036,0.108,98,0.170,0.913,0.067,0.000,0.020,34029,15618,4,0.441,0.000,0.352,3192250,0.154,0.139,0.025,161.33,20710,14,4.14,0.933,0.011
390000,829,4.751,0.067,14.36,53438,41631,49,11742,3,735,1618352.2,46814.2,0.031,0.337,0.294,0.136,0.201,1730,64.00,0.00,43.69,8.51,2.83,7.56,0.90,1.47,16.58,3.31,2.83,7.56,0.044,0.118,91,0.214,0.906,0.078,0.000,0.016,36454,17934,4,0.463,0.030,0.390,3091222,0.163,0.137,0.023,160.40,20663,11,3.99,0.954,0.004
400000,845,4.697,0.071,14.38,52825,41242,43,11523,1,708,1630765.1,47060.0,0.027,0.330,0.300,0.136,0.207,1789,64.00,0.00,44.08,7.45,2.19,6.91,0.88,2.07,16.85,2.71,2.13,6.64,0.034,0.108,116,0.206,0.918,0.064,0.000,0.018,34809,16708,6,0.447,0.000,0.417,3261312,0.151,0.133,0.020,161.09,20107,13,4.08,0.942,0.006
410000,843,4.679,0.076,14.29,53537,41729,29,11779,2,692,1628268.8,48664.1,0.022,0.321,0.299,0.138,0.219,1658,64.00,0.00,43.50,8.56,2.55,7.20,0.86,1.62,17.08,4.08,2.55,7.19,0.040,0.113,103,0.185,0.905,0.074,0.000,0.021,33159,17101,5,0.463,0.000,0.431,3352609,0.135,0.135,0.022,161.12,20533,14,4.13,0.927,0.004
420000,830,4.672,0.080,14.34,53000,41632,30,11349,2,641,1617757.5,47497.9,0.022,0.327,0.302,0.136,0.213,1714,63.99,0.38,43.85,8.09,2.15,6.93,1.11,1.62,16.88,4.13,2.02,6.46,0.034,0.109,97,0.240,0.918,0.061,0.000,0.020,32720,17320,5,0.543,0.000,0.531,3839664,0.131,0.150,0.031,161.15,21287,16,4.19,0.919,0.007
430000,837,4.673,0.074,14.39,53159,41665,27,11460,0,609,1623518.5,48484.7,0.023,0.337,0.302,0.134,0.204,1784,64.00,0.03,44.04,7.72,2.36,7.20,0.99,1.39,16.62,3.04,2.28,6.87,0.037,0.112,90,0.179,0.913,0.065,0.000,0.023,33394,17318,4,0.476,0.010,0.449,3884237,0.146,0.138,0.024,161.14,21143,16,4.23,0.914,0.005
440000,848,4.769,0.073,14.35,61570,45949,24,15317,269,735,1623240.1,55588.9,0.022,0.358,0.286,0.135,0.198,1495,63.19,7.07,43.50,9.07,2.06,6.57,0.98,1.98,16.64,3.75,2.06,6.57,0.032,0.103,102,0.188,0.926,0.054,0.000,0.020,38467,19374,5,0.449,0.000,0.432,3648656,0.147,0.133,0.020,161.30,24564,44,3.63,0.798,0.004
450000,927,4.465,0.062,14.12,54631,41425,40,12844,243,691,1629833.6,49070.2,0.025,0.351,0.273,0.141,0.210,1738,58.76,17.25,40.16,14.39,2.36,7.09,0.63,1.47,15.60,5.01,2.29,6.87,0.037,0.111,124,0.172,0.913,0.070,0.000,0.017,34831,15893,6,0.335,0.000,0.342,3609236,0.152,0.123,0.016,161.76,22097,35,3.82,0.871,0.011
460000,835,4.745,0.071,14.31,59102,43557,33,15251,353,727,1621997.2,54045.4,0.043,0.317,0.248,0.153,0.239,1605,64.00,0.00,43.80,7.94,2.51,7.17,0.86,2.34,16.84,2.75,2.51,7.17,0.039,0.112,93,0.225,0.907,0.071,0.000,0.023,38007,17608,4,0.431,0.000,0.456,3921245,0.130,0.133,0.021,161.93,23267,44,3.54,0.814,0.011
470000,818,4.870,0.079,14.31,57243,44828,17,12363,52,630,1619673.8,50051.3,0.024,0.304,0.263,0.159,0.251,1683,63.95,1.12,43.71,7.94,2.47,7.22,0.81,2.37,16.96,3.04,2.40,7.00,0.039,0.113,93,0.251,0.910,0.073,0.000,0.017,35106,15870,4,0.461,0.000,0.425,3634547,0.126,0.143,0.026,161.46,22026,19,4.05,0.896,0.009
480000,839,4.850,0.076,14.33,58247,46320,6,11899,1,653,1614179.6,50578.4,0.022,0.307,0.269,0.160,0.243,1575,63.97,0.55,43.62,8.51,2.79,7.71,0.76,1.40,16.79,3.62,2.71,7.42,0.044,0.121,104,0.213,0.897,0.077,0.000,0.025,35460,15430,4,0.437,0.000,0.415,3401464,0.125,0.137,0.024,161.08,22626,16,4.25,0.909,0.010
490000,841,4.772,0.075,14.32,56203,44499,11,11689,2,628,1615604.4,49594.5,0.023,0.309,0.271,0.156,0.241,1584,64.00,0.00,43.99,7.83,2.05,6.56,0.84,2.63,17.11,3.63,2.05,6.56,0.032,0.102,110,0.214,0.924,0.059,0.000,0.017,34436,15506,4,0.433,0.000,0.407,3530851,0.129,0.137,0.024,161.31,22010,16,4.24,0.914,0.007
500000,817,4.732,0.069,14.38,54806,43199,13,11616,2,625,1617807.1,48473.8,0.025,0.304,0.265,0.158,0.248,1691,64.00,0.00,44.31,7.54,2.03,6.52,0.89,2.01,16.77,2.75,2.03,6.52,0.032,0.102,97,0.182,0.928,0.061,0.000,0.011,34285,15852,4,0.466,0.000,0.444,3561786,0.135,0.135,0.022,161.64,21338,15,4.17,0.919,0.007
510000,829,4.804,0.055,14.63,51689,40568,24,11085,0,593,1614687.6,43936.4,0.038,0.323,0.276,0.144,0.219,1914,63.95,1.53,44.28,7.96,2.33,6.92,0.82,1.37,16.52,3.32,2.33,6.92,0.037,0.109,95,0.224,0.900,0.071,0.000,0.029,35977,16482,4,0.438,0.000,0.425,3464139,0.145,0.127,0.021,161.45,20562,11,3.96,0.952,0.004
520000,837,4.669,0.045,14.74,50456,38995,79,11374,0,720,1613329.4,44520.8,0.069,0.341,0.287,0.121,0.182,1936,64.00,0.03,44.46,7.61,2.17,6.72,0.84,1.66,16.53,3.31,2.17,6.72,0.034,0.105,104,0.201,0.907,0.069,0.000,0.024,39444,19874,4,0.423,0.001,0.363,3459856,0.179,0.118,0.018,160.94,20337,10,3.91,0.956,0.004
530000,857,4.693,0.042,15.04,48285,37290,155,10819,1,592,1627262.2,42978.7,0.042,0.305,0.264,0.155,0.234,1883,64.00,0.10,44.14,8.07,2.38,7.17,0.79,1.27,16.69,3.65,2.31,6.90,0.037,0.112,113,0.250,0.915,0.067,0.000,0.019,35179,15694,4,0.405,0.154,0.411,3396862,0.155,0.109,0.013,161.99,19622,11,3.97,0.958,0.005
540000,839,4.809,0.051,14.95,47886,37379,214,10310,1,568,1625516.2,41574.8,0.038,0.322,0.283,0.141,0.216,1850,64.00,0.00,44.66,7.72,2.26,7.00,0.77,1.40,16.31,2.85,2.20,6.75,0.035,0.109,96,0.228,0.908,0.074,0.000,0.018,34466,15073,4,0.498,0.000,0.429,3715538,0.149,0.118,0.016,162.02,19701,12,4.03,0.949,0.005
550000,869,4.717,0.051,14.86,47788,36936,204,10617,1,582,1622935.2,42537.9,0.041,0.330,0.294,0.131,0.204,1841,63.97,0.74,44.17,7.97,2.21,6.92,0.94,2.03,16.65,3.37,2.15,6.67,0.035,0.108,110,0.159,0.917,0.069,0.000,0.014,34846,15686,4,0.498,0.007,0.463,3897338,0.152,0.110,0.011,161.97,19947,12,4.01,0.956,0.006
560000,846,4.673,0.058,14.92,47757,37153,130,10497,0,634,1620100.8,42957.7,0.033,0.334,0.301,0.129,0.203,1979,63.99,0.12,44.43,7.70,2.27,7.01,0.64,1.03,16.65,3.13,2.21,6.77,0.036,0.110,78,0.167,0.909,0.072,0.000,0.019,32189,14217,4,0.423,0.000,0.379,3912543,0.137,0.125,0.018,161.80,18837,13,4.09,0.939,0.005
570000,843,4.833,0.060,14.85,48748,37633,116,11001,1,637,1625260.5,45035.3,0.028,0.330,0.292,0.137,0.213,1884,64.00,0.14,43.95,7.77,2.27,6.85,0.84,1.72,16.93,3.04,2.27,6.83,0.036,0.107,90,0.210,0.913,0.069,0.000,0.018,32386,14490,4,0.461,0.000,0.450,3614377,0.128,0.125,0.017,161.78,18954,14,4.09,0.941,0.007
580000,835,4.706,0.070,14.75,50270,39125,92,11060,1,563,1620729.6,46986.9,0.023,0.321,0.285,0.144,0.226,2023,63.97,0.73,43.91,8.02,2.35,6.96,1.00,2.41,16.71,3.54,2.35,6.96,0.037,0.109,89,0.222,0.914,0.063,0.000,0.023,31540,13563,4,0.503,0.000,0.499,3911734,0.120,0.131,0.018,161.67,20059,17,4.25,0.911,0.013
590000,858,4.735,0.069,14.88,48747,38167,91,10465,1,530,1617325.0,43965.4,0.028,0.328,0.291,0.142,0.211,2058,63.99,0.24,45.07,6.66,1.40,5.50,1.11,1.89,16.42,3.27,1.38,5.45,0.022,0.086,123,0.169,0.932,0.045,0.000,0.022,31595,13887,4,0.512,0.000,0.494,4020764,0.136,0.131,0.021,161.45,19705,16,4.20,0.915,0.005
600000,814,4.707,0.052,14.82,48810,37827,111,10915,1,568,1616893.1,45176.0,0.035,0.333,0.295,0.138,0.199,2062,64.00,0.00,44.41,7.79,2.34,7.02,0.89,1.76,16.36,2.93,2.31,6.90,0.037,0.110,89,0.251,0.912,0.070,0.000,0.018,34185,16428,4,0.501,0.006,0.452,3929190,0.155,0.125,0.019,161.23,19875,15,4.14,0.924,0.004
610000,831,4.869,0.066,14.66,46548,36475,109,9946,1,550,1625961.6,40301.1,0.030,0.333,0.289,0.144,0.204,2108,63.95,0.88,43.84,8.25,2.33,7.36,0.80,1.72,16.99,4.00,2.17,6.69,0.036,0.115,105,0.226,0.906,0.067,0.000,0.026,32104,14350,4,0.412,0.028,0.407,3711061,0.140,0.127,0.018,161.71,18848,13,4.05,0.943,0.017
620000,841,4.676,0.073,14.70,48111,37788,57,10254,2,554,1622097.5,42982.6,0.023,0.327,0.287,0.149,0.215,2153,64.00,0.00,44.63,7.19,1.93,6.43,0.90,1.59,16.53,2.77,1.90,6.33,0.030,0.100,99,0.177,0.926,0.062,0.000,0.012,30050,13090,4,0.512,0.000,0.490,3956129,0.126,0.134,0.022,161.59,19549,16,4.19,0.917,0.005
630000,845,4.709,0.061,14.64,47559,37498,56,9999,2,476,1621783.8,41533.4,0.023,0.338,0.294,0.141,0.204,2154,64.00,0.00,44.51,7.34,2.04,6.54,0.74,1.47,16.70,2.51,2.04,6.54,0.032,0.102,94,0.191,0.923,0.063,0.000,0.014,29889,13406,4,0.454,0.000,0.428,4015652,0.129,0.119,0.014,161.71,19306,15,4.15,0.927,0.004
640000,831,4.731,0.081,14.66,50833,39895,50,10900,2,614,1618575.0,46739.0,0.021,0.314,0.284,0.152,0.230,2068,64.00,0.00,44.40,7.85,1.60,6.32,1.18,2.69,16.81,3.83,1.46,5.58,0.025,0.099,119,0.135,0.935,0.045,0.000,0.020,31368,13753,4,0.468,0.000,0.463,3719166,0.130,0.148,0.030,161.40,19982,18,4.29,0.899,0.010
650000,861,4.584,0.071,14.27,57187,44885,40,12229,3,625,1621816.5,56084.3,0.022,0.311,0.284,0.156,0.228,1921,63.96,0.82,41.95,9.25,2.06,6.21,1.45,2.41,18.50,6.52,2.02,6.11,0.032,0.097,167,0.131,0.907,0.069,0.000,0.024,34141,14705,4,0.530,0.102,0.516,4063609,0.156,0.141,0.025,161.51,22531,26,4.59,0.846,0.016
660000,996,4.060,0.069,14.49,64211,44528,81,19029,438,756,1612998.6,60557.7,0.033,0.332,0.330,0.130,0.175,1563,53.43,21.95,33.61,17.94,3.13,7.72,1.01,1.68,15.68,5.80,3.00,7.29,0.050,0.121,170,0.158,0.857,0.129,0.000,0.014,38991,18272,6,0.216,0.144,0.416,4838386,0.180,0.146,0.027,161.36,27248,54,3.18,0.740,0.041
