step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_eaten,deaths_body,escapes,plant_intake,meat_intake,stay,n,s,e,w,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,attack_mean,attack_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,gain_mean,kills_young_share,meat_majority
260000,1135,3.666,0.065,10.10,105180,48942,46,53941,2195,593,1612334.6,95050.4,0.070,0.182,0.362,0.190,0.196,1627,46.24,26.15,27.34,19.65,1.82,6.01,1.22,3.55,15.86,6.98,1.75,5.79,0.029,0.094,197,0.179,0.901,0.075,0.000,0.024,61842,26298,9,0.324,0.087,0.399,2891245,0.142,0.124,0.017,162.46,34746,48,1.76,0.715,0.022
270000,1090,3.820,0.055,10.22,104628,47806,81,55248,1538,731,1615619.1,98670.5,0.058,0.199,0.338,0.193,0.213,1739,45.85,26.41,25.37,19.43,2.33,6.92,1.14,3.65,17.01,8.58,1.66,5.02,0.038,0.116,242,0.191,0.884,0.080,0.001,0.035,65433,28970,8,0.332,0.018,0.335,4197297,0.145,0.119,0.015,162.66,32602,48,1.79,0.721,0.048
280000,1209,3.423,0.072,9.69,122448,55538,24,64589,2178,1397,1606115.6,120871.4,0.071,0.193,0.339,0.194,0.204,1424,42.38,27.21,25.06,21.60,2.12,6.66,1.30,4.67,13.91,7.88,1.73,5.91,0.041,0.129,240,0.181,0.889,0.069,0.000,0.042,79086,41385,9,0.407,0.066,0.197,2603031,0.164,0.152,0.032,160.64,38149,58,1.87,0.674,0.040
290000,928,4.251,0.050,11.92,84611,55267,35,28619,971,1026,1610392.0,59418.5,0.045,0.198,0.327,0.195,0.235,1703,57.03,18.82,32.65,14.09,1.32,5.05,1.35,2.66,21.72,8.43,1.18,4.34,0.021,0.079,234,0.108,0.926,0.048,0.000,0.026,56845,28207,6,0.322,0.291,0.408,3047036,0.159,0.105,0.010,161.39,32698,59,2.08,0.692,0.011
300000,745,4.846,0.084,11.97,80121,47993,30,31811,470,1086,1578154.9,86616.3,0.038,0.219,0.282,0.200,0.262,1562,63.97,0.57,41.74,11.73,4.75,9.68,0.48,2.74,17.00,6.52,4.65,9.44,0.074,0.151,120,0.188,0.866,0.115,0.000,0.019,53643,24582,5,0.223,0.187,0.085,1488476,0.157,0.176,0.046,158.85,31609,47,2.72,0.762,0.054
310000,841,4.753,0.077,12.26,56834,41822,16,14900,0,543,1628836.5,54337.6,0.029,0.246,0.241,0.210,0.274,1770,63.97,0.53,45.42,8.30,2.43,7.21,0.20,2.24,15.93,3.72,2.43,7.21,0.038,0.113,118,0.196,0.920,0.068,0.000,0.012,35818,14501,4,0.337,0.030,0.030,236372,0.151,0.151,0.032,160.17,25043,21,3.65,0.873,0.010
320000,818,4.717,0.072,12.26,56422,41268,8,15169,0,527,1624086.4,55088.5,0.030,0.245,0.258,0.204,0.263,1736,63.93,0.78,45.78,7.95,1.85,6.40,0.15,1.42,16.15,4.50,1.85,6.40,0.029,0.100,114,0.211,0.943,0.048,0.000,0.010,36934,11872,4,0.335,0.098,0.039,247064,0.171,0.149,0.032,160.34,25702,19,3.63,0.888,0.012
330000,827,4.670,0.070,12.05,54428,39701,18,14699,1,494,1635689.5,53172.1,0.030,0.250,0.273,0.196,0.251,1832,63.91,1.33,45.24,8.19,2.58,7.43,0.23,2.27,15.86,2.99,2.58,7.43,0.040,0.116,96,0.218,0.920,0.065,0.000,0.015,36055,12196,5,0.606,0.045,0.037,275575,0.177,0.138,0.024,160.85,24013,21,3.62,0.871,0.015
340000,854,4.566,0.068,11.88,54706,39154,40,15480,5,601,1626672.5,55597.3,0.030,0.246,0.290,0.194,0.240,1931,63.91,1.22,44.76,8.22,2.11,6.79,0.32,1.56,16.72,4.80,2.11,6.79,0.033,0.106,135,0.259,0.934,0.049,0.000,0.016,37201,13755,5,0.573,0.131,0.128,859387,0.110,0.140,0.026,160.32,23152,21,3.59,0.870,0.020
350000,835,4.583,0.068,11.94,52265,38112,37,14135,0,466,1634249.9,50491.7,0.030,0.230,0.293,0.202,0.245,2076,63.93,0.66,44.56,8.89,2.27,7.04,0.36,1.74,16.73,5.40,2.27,7.02,0.036,0.110,122,0.295,0.932,0.055,0.000,0.013,34132,10863,6,0.478,0.158,0.105,950566,0.133,0.138,0.026,161.46,22616,28,3.57,0.842,0.008
360000,830,4.772,0.078,11.88,49371,36205,63,13107,1,386,1643498.0,46654.6,0.026,0.230,0.294,0.202,0.247,2112,63.93,0.81,45.51,8.07,2.54,7.50,0.14,1.31,15.74,2.91,2.49,7.30,0.040,0.117,85,0.418,0.914,0.066,0.000,0.019,32227,10249,5,0.610,0.110,0.051,605355,0.117,0.147,0.028,161.66,21179,21,3.56,0.880,0.005
370000,837,4.670,0.073,11.88,51687,36808,42,14819,11,538,1637208.9,51739.1,0.028,0.237,0.323,0.184,0.228,1973,63.93,0.85,45.22,8.39,2.79,7.77,0.12,0.74,15.79,3.15,2.74,7.60,0.044,0.121,87,0.358,0.920,0.072,0.000,0.008,34578,12904,5,0.507,0.029,0.068,459968,0.140,0.145,0.027,161.11,22633,19,3.49,0.895,0.008
380000,848,4.708,0.069,12.09,49698,36187,34,13457,9,412,1645614.5,47186.7,0.031,0.247,0.328,0.176,0.218,2067,63.75,2.31,45.47,8.03,2.19,6.90,0.10,1.05,15.99,2.80,2.19,6.90,0.034,0.108,90,0.525,0.934,0.059,0.000,0.007,32395,11251,6,0.421,0.000,0.022,287015,0.151,0.137,0.026,161.69,21565,19,3.51,0.893,0.011
390000,824,4.814,0.068,11.96,54759,37724,24,16881,154,550,1632239.0,55877.1,0.027,0.256,0.313,0.181,0.223,1767,63.94,0.82,45.39,8.17,2.51,7.51,0.09,0.53,15.95,3.66,2.44,7.23,0.039,0.117,93,0.455,0.921,0.064,0.000,0.015,37353,16917,5,0.471,0.027,0.051,254359,0.162,0.141,0.028,160.23,23794,27,3.31,0.853,0.006
400000,863,4.630,0.076,11.60,51068,37484,32,13510,3,562,1633865.6,47488.7,0.023,0.244,0.303,0.189,0.240,1989,63.40,2.79,36.17,18.61,2.42,7.23,1.38,4.31,23.43,15.31,2.42,7.23,0.038,0.113,143,0.363,0.919,0.067,0.000,0.014,33966,14107,5,0.284,0.399,0.173,510280,0.169,0.143,0.027,161.09,22174,18,3.52,0.904,0.006
410000,849,4.612,0.074,12.13,54618,41089,34,13505,4,468,1635879.0,46554.6,0.027,0.245,0.327,0.177,0.225,1650,63.54,1.70,42.43,9.25,1.83,5.83,1.02,2.95,18.26,6.23,1.81,5.79,0.029,0.091,166,0.287,0.926,0.062,0.000,0.012,34209,12014,9,0.164,0.054,0.198,1694569,0.219,0.134,0.023,161.97,24229,33,3.45,0.831,0.011
420000,817,4.790,0.078,11.98,52286,39875,45,12398,0,514,1638682.8,43208.0,0.013,0.265,0.345,0.168,0.210,1840,63.93,1.06,42.87,9.11,2.04,6.21,0.93,2.85,18.09,5.70,2.00,6.08,0.032,0.098,157,0.282,0.924,0.061,0.000,0.015,32801,10947,8,0.207,0.140,0.169,1353425,0.210,0.151,0.031,162.07,23538,30,3.49,0.855,0.006
430000,849,4.559,0.061,11.61,56470,43636,19,12780,3,450,1620317.0,44361.2,0.022,0.257,0.357,0.163,0.201,1927,63.43,1.67,38.19,8.15,2.56,6.72,0.48,1.81,22.19,5.92,2.44,6.36,0.043,0.114,189,0.153,0.922,0.067,0.000,0.011,34744,13099,5,0.455,0.207,0.161,1336846,0.156,0.117,0.015,162.35,24788,38,3.47,0.846,0.004
440000,830,4.817,0.080,11.64,62066,42052,13,20013,7,840,1615271.6,72796.0,0.028,0.257,0.321,0.182,0.212,1696,63.82,2.50,46.11,7.12,1.69,6.20,0.21,1.24,15.81,2.86,1.68,6.11,0.026,0.097,112,0.454,0.947,0.045,0.000,0.008,37460,14962,7,0.278,0.040,0.071,897387,0.158,0.152,0.032,159.90,26201,37,3.64,0.853,0.010
450000,827,4.636,0.067,11.75,52594,39751,19,12825,2,428,1628730.2,46842.8,0.020,0.259,0.288,0.199,0.234,1937,63.91,0.81,43.04,9.10,2.15,7.02,0.48,2.29,18.24,5.74,1.89,6.15,0.034,0.110,167,0.145,0.914,0.071,0.000,0.015,33265,11459,4,0.248,0.134,0.098,613356,0.170,0.132,0.021,161.85,23302,31,3.65,0.829,0.018
460000,873,4.491,0.056,11.68,49350,41161,31,8111,1,185,1615335.2,28573.1,0.028,0.248,0.306,0.191,0.227,2191,63.88,0.72,41.14,7.52,0.77,4.21,0.69,1.99,21.28,6.56,0.63,3.52,0.012,0.066,215,0.085,0.962,0.021,0.000,0.017,31111,9676,9,0.305,0.000,0.255,1435944,0.154,0.107,0.009,162.64,20979,40,3.52,0.785,0.001
470000,954,4.262,0.067,11.13,70416,47386,10,21930,1009,304,1610647.5,45549.0,0.104,0.247,0.323,0.148,0.178,1726,57.12,18.06,35.92,13.85,1.41,5.40,0.23,1.24,19.56,7.15,1.16,4.45,0.024,0.091,236,0.072,0.929,0.053,0.000,0.018,42339,17782,7,0.295,0.157,0.106,2025703,0.182,0.122,0.017,162.61,28474,94,2.08,0.596,0.009
480000,1337,3.414,0.067,10.35,101174,49769,2,48671,2349,895,1615037.8,99493.9,0.057,0.281,0.411,0.112,0.140,1373,39.23,29.38,24.69,22.02,2.10,6.55,0.17,1.48,12.27,8.19,2.07,6.50,0.033,0.103,183,0.123,0.900,0.078,0.000,0.022,59581,26555,8,0.330,0.236,0.049,996210,0.143,0.137,0.025,161.86,38310,65,2.04,0.664,0.016
490000,1205,3.489,0.068,10.95,100976,46300,15,51935,2858,798,1624549.5,85954.5,0.035,0.292,0.453,0.095,0.125,1255,43.07,27.76,26.90,21.33,2.75,7.49,0.13,1.03,13.30,7.17,2.70,7.36,0.045,0.120,184,0.139,0.868,0.105,0.000,0.027,61356,28794,12,0.366,0.053,0.041,721540,0.141,0.137,0.024,161.99,39293,72,1.66,0.655,0.014
500000,1207,3.512,0.063,10.59,100753,44095,35,54006,2615,669,1634443.8,87469.4,0.027,0.313,0.404,0.099,0.156,1271,43.69,28.02,27.71,21.15,2.48,7.12,0.38,1.63,13.13,7.53,2.46,7.11,0.040,0.115,160,0.109,0.896,0.090,0.000,0.014,61103,29233,11,0.179,0.225,0.094,675172,0.170,0.131,0.021,161.93,39000,52,1.62,0.704,0.015
510000,1246,3.381,0.058,10.77,79999,41627,137,36458,1738,645,1610175.8,67003.7,0.018,0.356,0.407,0.098,0.122,1769,42.91,28.89,28.47,22.14,3.15,8.18,0.01,0.24,11.28,6.50,3.04,7.92,0.049,0.128,111,0.142,0.892,0.089,0.000,0.018,53136,29355,8,0.254,0.127,0.003,908520,0.179,0.142,0.027,161.00,30673,71,1.84,0.680,0.001
520000,1284,3.395,0.042,10.93,76155,39512,168,34790,1647,599,1613389.1,65255.7,0.018,0.371,0.427,0.083,0.101,1591,40.26,29.74,27.05,22.78,2.43,7.23,0.01,0.17,10.77,6.74,2.39,7.15,0.039,0.116,111,0.161,0.912,0.073,0.001,0.014,56865,35717,7,0.234,0.000,0.002,39470,0.168,0.118,0.017,160.25,29758,71,1.88,0.686,0.013
530000,1049,3.796,0.045,11.57,66735,35935,169,29595,1271,351,1640277.5,57056.6,0.020,0.320,0.424,0.096,0.140,1742,50.20,25.36,33.73,20.12,3.44,8.42,0.00,0.11,13.02,5.42,3.43,8.40,0.054,0.132,73,0.219,0.881,0.101,0.000,0.018,46385,22573,8,0.248,0.173,0.002,20155,0.169,0.119,0.017,161.84,26764,73,1.93,0.700,0.001
540000,1020,3.914,0.054,11.93,63123,34348,158,27455,1191,406,1644217.0,55975.9,0.020,0.333,0.405,0.102,0.139,1894,51.38,24.62,34.51,19.74,3.72,8.67,0.00,0.06,13.15,5.89,3.67,8.61,0.060,0.142,99,0.201,0.867,0.120,0.000,0.014,42148,20522,8,0.210,0.021,0.001,15451,0.175,0.129,0.022,161.76,25547,66,2.04,0.727,0.006
550000,982,4.201,0.057,11.69,53976,33874,185,19380,575,375,1646559.9,47641.0,0.022,0.339,0.402,0.105,0.132,2059,53.49,22.80,37.10,18.73,2.75,7.69,0.01,0.11,13.64,5.38,2.68,7.54,0.043,0.121,108,0.145,0.895,0.091,0.000,0.014,37270,17306,6,0.235,0.000,0.002,13198,0.183,0.123,0.016,161.85,22292,63,2.46,0.778,0.003
560000,1028,3.925,0.061,11.38,59788,35154,132,23591,865,343,1633606.0,53169.2,0.029,0.324,0.440,0.093,0.115,1883,51.34,24.51,35.33,19.87,2.82,7.84,0.00,0.00,13.19,5.88,2.70,7.57,0.046,0.128,110,0.190,0.890,0.088,0.000,0.022,39267,17531,7,0.307,0.018,0.000,21426,0.151,0.137,0.024,161.80,23957,61,2.25,0.750,0.003
570000,1186,3.586,0.061,11.09,67186,36317,159,29316,1236,436,1629470.4,56895.1,0.034,0.316,0.453,0.089,0.108,1949,45.08,28.14,31.16,21.88,2.27,6.99,0.03,0.59,11.63,6.21,2.25,6.99,0.037,0.113,117,0.112,0.910,0.078,0.000,0.013,44357,21842,6,0.292,0.051,0.003,30869,0.133,0.129,0.020,161.98,25970,70,1.94,0.694,0.003
580000,1189,3.649,0.064,10.85,77356,37626,89,38272,1366,560,1631615.5,67341.9,0.036,0.324,0.452,0.083,0.105,1884,44.04,27.96,28.75,21.95,3.37,8.32,0.02,0.49,11.90,5.97,3.27,8.23,0.057,0.141,124,0.155,0.871,0.113,0.000,0.016,48353,22994,7,0.340,0.028,0.003,35978,0.140,0.125,0.016,161.86,28371,63,1.76,0.677,0.008
590000,1152,3.649,0.066,10.70,77715,36706,56,39308,1682,598,1632862.0,68762.7,0.041,0.338,0.430,0.085,0.105,1991,44.40,27.90,29.09,21.78,3.32,8.29,0.01,0.24,11.98,5.95,3.29,8.26,0.056,0.138,125,0.144,0.868,0.110,0.000,0.022,48795,25605,7,0.224,0.108,0.004,32708,0.156,0.136,0.023,161.44,28169,65,1.75,0.662,0.008
600000,1028,3.859,0.051,11.33,69664,35405,80,33092,1211,518,1636503.6,62129.7,0.039,0.342,0.422,0.089,0.108,2020,51.13,24.61,34.38,19.91,3.57,8.57,0.02,0.32,13.15,5.55,3.50,8.46,0.057,0.137,89,0.153,0.874,0.107,0.000,0.019,46344,24384,6,0.219,0.205,0.006,28482,0.153,0.120,0.016,161.41,26014,60,1.88,0.685,0.002
610000,1195,3.679,0.068,10.63,68618,34494,94,32624,1239,346,1632615.8,58599.6,0.036,0.350,0.415,0.090,0.109,2093,44.36,28.29,30.05,22.00,2.58,7.43,0.01,0.20,11.73,6.12,2.57,7.41,0.041,0.119,107,0.196,0.896,0.090,0.000,0.014,46029,24368,7,0.249,0.000,0.002,20070,0.206,0.135,0.022,161.70,24620,63,1.80,0.672,0.004
620000,1074,3.912,0.073,11.26,72414,36660,36,34545,1294,537,1639731.6,63360.9,0.042,0.354,0.407,0.089,0.108,2086,49.15,26.15,32.98,20.53,3.43,8.39,0.00,0.09,12.74,6.13,3.42,8.38,0.055,0.135,99,0.185,0.871,0.119,0.000,0.010,45087,24854,7,0.260,0.000,0.002,22787,0.188,0.139,0.024,161.79,26894,62,1.83,0.690,0.004
630000,993,4.137,0.068,11.33,72523,36077,41,35090,1396,503,1639175.4,63494.1,0.045,0.350,0.400,0.090,0.115,2031,53.21,23.08,37.82,18.80,2.01,6.61,0.01,0.22,13.37,5.54,2.00,6.61,0.033,0.109,107,0.229,0.909,0.075,0.000,0.016,45188,24490,8,0.324,0.000,0.004,24707,0.175,0.133,0.022,161.78,27097,62,1.81,0.680,0.007
640000,1217,3.579,0.072,11.39,99082,38926,19,57808,2105,513,1623012.8,92126.2,0.029,0.365,0.371,0.094,0.141,1615,41.78,27.82,25.15,21.88,4.24,9.14,0.05,0.64,12.34,5.61,4.23,9.14,0.067,0.144,135,0.175,0.824,0.150,0.000,0.026,56677,29993,6,0.314,0.032,0.010,64300,0.176,0.143,0.026,161.49,36885,53,1.59,0.716,0.011
650000,1240,3.370,0.072,11.28,94911,39634,40,52462,2752,368,1636653.9,83872.3,0.021,0.370,0.379,0.094,0.136,1602,41.15,28.90,26.30,22.26,3.29,8.25,0.01,0.27,11.54,6.48,3.29,8.25,0.051,0.129,122,0.225,0.857,0.117,0.000,0.026,53196,29060,8,0.265,0.014,0.002,61908,0.163,0.145,0.028,161.51,35825,55,1.60,0.712,0.002
660000,1130,3.690,0.067,11.68,87632,38515,96,46962,2169,326,1639316.8,75965.7,0.018,0.394,0.370,0.087,0.131,1684,46.06,27.19,29.64,21.37,4.10,9.01,0.05,1.09,12.27,5.90,4.07,8.96,0.066,0.142,117,0.172,0.842,0.137,0.000,0.020,51160,26309,6,0.284,0.000,0.005,51463,0.152,0.139,0.027,161.74,33651,64,1.62,0.692,0.003
