step,mass,hard,muscle,sensor,digestive,attack,speed,age,energy,plant,meat,lineage
100000,64,23,23,0,18,23,0.359,2506,7.75,420.62,122.01,13
100000,64,23,23,0,18,23,0.359,2478,7.25,409.09,128.63,13
100000,64,23,23,0,18,23,0.359,2225,2.67,336.63,104.72,13
100000,64,25,23,0,16,23,0.359,2139,4.13,363.14,78.01,13
100000,64,25,23,0,16,23,0.359,2085,1.75,328.78,119.49,13
100000,64,25,23,0,16,23,0.359,1830,3.23,310.60,47.69,13
100000,3,0,0,0,3,0,0.000,1742,2.03,27.77,0.00,147
100000,64,23,23,0,18,23,0.359,1716,0.65,266.64,150.51,13
100000,64,23,23,0,18,23,0.359,1711,3.79,266.59,36.87,13
100000,64,23,23,0,18,23,0.359,1707,5.69,295.68,25.44,13
100000,64,46,0,1,17,0,0.000,1697,6.06,417.96,0.00,20
100000,61,47,0,0,14,0,0.000,1650,6.17,311.32,0.00,20
100000,64,25,23,0,16,23,0.359,1573,3.38,283.61,51.51,13
100000,64,25,23,0,16,23,0.359,1542,5.59,266.40,46.02,13
100000,3,0,0,0,3,0,0.000,1430,0.86,15.99,0.00,147
100000,64,23,23,0,18,23,0.359,1424,2.86,224.88,45.69,13
100000,64,25,23,0,16,23,0.359,1411,3.53,230.35,62.11,13
100000,64,25,23,0,16,23,0.359,1407,4.91,189.57,98.10,13
100000,64,23,23,0,18,23,0.359,1358,1.64,225.41,58.59,13
100000,64,46,0,1,17,0,0.000,1340,3.23,323.00,0.00,20
100000,1,0,0,0,1,0,0.000,1321,0.76,6.65,0.00,148
100000,1,0,0,0,1,0,0.000,1311,1.25,12.57,0.00,150
100000,64,46,0,1,17,0,0.000,1303,4.59,327.90,0.00,20
100000,4,0,0,0,4,0,0.000,1270,1.11,23.47,0.00,148
100000,4,0,0,0,4,0,0.000,1203,1.43,29.33,0.00,148
100000,64,25,23,0,16,23,0.359,1179,2.00,182.96,48.74,13
100000,64,46,0,1,17,0,0.000,1143,6.90,267.79,0.00,20
100000,64,23,23,0,18,23,0.359,1138,4.45,205.99,39.69,13
100000,64,46,0,1,17,0,0.000,1137,7.03,263.67,0.00,20
100000,64,23,23,0,18,23,0.359,1123,2.97,175.36,51.38,13
100000,64,23,23,0,18,23,0.359,1122,7.35,190.69,25.29,13
100000,64,23,23,0,18,23,0.359,1116,5.65,196.61,32.19,13
100000,3,0,0,0,3,0,0.000,1102,0.64,13.79,0.00,148
100000,3,0,0,0,3,0,0.000,1090,0.31,10.09,0.00,147
100000,64,23,23,0,18,23,0.359,1088,4.48,113.94,137.55,13
100000,2,0,0,0,2,0,0.000,1057,1.08,12.92,0.00,148
100000,1,0,0,0,1,0,0.000,1037,1.86,10.25,0.00,150
100000,64,23,23,0,18,23,0.359,1029,2.94,175.98,45.72,13
100000,63,21,21,0,21,21,0.333,1014,5.00,192.54,9.85,13
100000,64,24,24,0,16,24,0.375,1012,4.74,192.07,49.74,13
100000,64,46,0,1,17,0,0.000,1009,2.31,247.24,0.00,20
100000,2,0,0,0,2,0,0.000,1001,1.56,11.93,0.00,147
100000,64,25,23,0,16,23,0.359,1000,1.98,167.58,37.68,13
100000,64,23,23,0,18,23,0.359,994,2.97,165.46,43.78,13
100000,64,25,23,0,16,23,0.359,974,3.71,142.11,65.85,13
100000,64,23,23,0,18,23,0.359,974,3.18,162.69,43.58,13
100000,64,23,23,0,18,23,0.359,964,5.79,160.01,80.51,13
100000,64,47,0,1,16,0,0.000,959,6.82,208.05,0.00,20
100000,64,46,0,1,17,0,0.000,945,4.70,228.05,0.00,20
100000,64,46,0,1,17,0,0.000,927,6.44,231.56,0.00,20
100000,64,23,23,0,18,23,0.359,925,3.44,146.59,58.94,13
100000,3,0,0,0,3,0,0.000,919,1.84,8.90,0.00,147
100000,64,25,23,0,16,23,0.359,911,2.22,138.83,36.83,13
100000,64,46,0,1,17,0,0.000,906,4.72,209.23,0.00,20
100000,64,23,23,0,18,23,0.359,891,7.90,156.53,31.93,13
100000,64,46,0,1,17,0,0.000,886,2.12,198.20,0.00,20
100000,4,0,0,0,4,0,0.000,883,2.07,13.86,0.00,148
100000,64,24,24,0,16,24,0.375,883,3.07,153.46,83.04,13
100000,64,46,0,1,17,0,0.000,882,0.65,200.91,0.00,20
100000,64,46,0,0,18,0,0.000,869,3.01,174.48,0.00,20
100000,1,0,0,0,1,0,0.000,865,1.13,3.51,0.00,148
100000,64,25,23,0,16,23,0.359,861,5.39,119.28,66.11,13
100000,63,21,21,0,21,21,0.333,856,4.83,179.41,18.05,13
100000,64,25,23,0,16,23,0.359,842,2.97,136.58,67.67,13
100000,2,0,0,0,2,0,0.000,842,1.56,14.05,0.00,148
100000,64,25,23,0,16,23,0.359,841,1.59,132.04,38.34,13
100000,64,24,24,0,16,24,0.375,837,2.49,146.28,67.76,13
100000,64,46,0,1,17,0,0.000,821,3.42,187.55,0.00,20
100000,3,0,0,0,3,0,0.000,819,2.24,19.93,0.00,148
100000,64,23,23,0,18,23,0.359,814,3.00,121.39,25.25,13
100000,64,23,23,0,18,23,0.359,809,0.83,125.64,32.20,13
100000,1,0,0,0,1,0,0.000,809,1.11,6.70,0.00,150
100000,2,0,0,0,2,0,0.000,802,1.29,12.73,0.00,148
100000,3,0,0,0,3,0,0.000,800,1.30,20.13,0.00,148
100000,2,0,0,0,2,0,0.000,789,1.57,19.61,0.00,148
100000,64,23,23,0,18,23,0.359,786,2.85,130.34,31.83,13
100000,64,46,0,1,17,0,0.000,779,4.56,180.53,0.00,20
100000,5,0,0,0,5,0,0.000,777,0.49,26.07,0.00,160
100000,64,23,23,0,18,23,0.359,774,3.27,137.59,27.07,13
100000,3,0,0,0,3,0,0.000,765,1.17,8.05,0.00,148
100000,64,23,23,0,18,23,0.359,759,3.68,117.65,49.90,13
100000,1,0,0,0,1,0,0.000,756,1.18,7.67,0.00,150
100000,64,25,23,0,16,23,0.359,755,5.11,127.76,46.78,13
100000,64,23,23,0,18,23,0.359,753,3.06,125.27,13.06,13
100000,64,24,24,0,16,24,0.375,744,5.08,139.36,34.63,13
100000,1,0,0,0,1,0,0.000,742,1.11,2.99,0.00,148
100000,1,0,0,0,1,0,0.000,733,1.14,7.39,0.00,148
100000,2,0,0,0,2,0,0.000,729,0.73,6.20,0.00,148
100000,64,23,23,0,18,23,0.359,726,3.39,110.60,36.46,13
100000,64,25,23,0,16,23,0.359,715,7.94,81.42,87.77,13
100000,4,0,0,0,4,0,0.000,710,1.36,9.84,0.00,148
100000,1,0,0,0,1,0,0.000,700,2.04,6.25,0.00,150
100000,4,0,0,0,4,0,0.000,693,0.61,18.62,0.00,148
100000,3,0,0,0,3,0,0.000,693,1.41,15.73,0.00,148
100000,1,0,0,0,1,0,0.000,681,1.05,4.16,0.00,148
100000,64,25,23,0,16,23,0.359,679,2.94,113.01,17.72,13
100000,1,0,0,0,1,0,0.000,679,1.40,6.47,0.00,158
100000,64,23,23,0,18,23,0.359,678,5.27,104.16,27.71,13
100000,64,46,0,1,17,0,0.000,672,2.07,136.77,0.00,20
100000,64,46,0,1,17,0,0.000,671,4.54,181.42,0.00,20
100000,64,23,23,0,18,23,0.359,670,0.87,96.86,42.73,13
100000,64,49,0,0,15,0,0.000,667,2.38,151.36,0.00,157
100000,64,46,0,1,17,0,0.000,663,5.88,164.81,0.00,20
100000,64,23,23,0,18,23,0.359,661,2.10,114.82,3.28,13
100000,2,0,0,0,2,0,0.000,658,1.14,8.32,0.00,148
100000,64,46,0,1,17,0,0.000,653,6.44,146.54,0.00,20
100000,64,24,24,0,16,24,0.375,652,4.17,105.22,18.12,13
100000,64,49,0,0,15,0,0.000,645,6.56,163.87,0.00,157
100000,64,23,23,0,18,23,0.359,644,2.64,105.28,39.02,13
100000,2,0,0,0,2,0,0.000,638,1.58,5.40,0.00,148
100000,3,0,0,0,3,0,0.000,635,1.81,8.65,0.00,148
100000,2,0,0,0,2,0,0.000,634,1.14,8.27,0.00,148
100000,3,0,0,0,3,0,0.000,633,1.68,7.34,0.00,147
100000,64,24,24,0,16,24,0.375,630,5.14,98.07,41.86,13
100000,64,46,0,1,17,0,0.000,630,4.21,144.70,0.00,20
100000,64,46,0,1,17,0,0.000,624,5.75,143.95,0.00,20
100000,64,23,23,0,18,23,0.359,621,6.07,97.62,37.32,13
100000,3,0,0,0,3,0,0.000,621,1.03,12.48,0.00,148
100000,64,23,23,0,18,23,0.359,620,0.70,94.67,32.65,13
100000,64,24,24,0,16,24,0.375,616,4.43,116.44,16.95,13
100000,3,0,0,0,3,0,0.000,612,0.64,6.15,0.00,148
100000,64,46,0,1,17,0,0.000,610,7.19,159.05,0.00,20
100000,64,23,23,0,18,23,0.359,609,5.50,91.64,36.62,13
100000,64,23,23,0,18,23,0.359,607,6.21,102.15,28.03,13
100000,64,46,0,1,17,0,0.000,607,4.39,140.54,0.00,20
100000,1,0,0,0,1,0,0.000,607,1.85,4.73,0.00,158
100000,64,46,0,1,17,0,0.000,603,5.42,136.13,0.00,20
100000,3,0,0,0,3,0,0.000,602,0.95,14.86,0.00,156
100000,64,46,0,1,17,0,0.000,601,5.15,146.02,0.00,20
100000,64,24,24,0,16,24,0.375,599,4.91,121.57,12.77,13
100000,4,0,0,0,4,0,0.000,597,1.80,18.72,0.00,148
100000,3,0,0,0,3,0,0.000,595,1.05,6.74,0.00,156
100000,3,0,0,0,3,0,0.000,588,1.26,8.88,0.00,148
100000,64,23,23,0,18,23,0.359,587,6.50,104.26,22.57,13
100000,3,0,0,0,3,0,0.000,585,1.04,6.33,0.00,156
100000,3,0,0,0,3,0,0.000,584,1.53,11.42,0.00,148
