step,lineage,size,hard,muscle,sensor,digestive,attack,bodies,age,plant,meat
5000,3,388,35.1,0.9,0.1,27.8,0.8,122,97,24.03,0.19
5000,2,44,29.9,14.4,0.0,19.7,14.4,6,112,20.35,4.63
6000,3,543,32.8,6.1,0.0,24.8,5.8,142,62,15.48,2.67
6000,2,56,35.7,13.2,0.0,15.1,13.2,10,46,6.20,8.74
6000,5,53,36.0,0.0,0.5,22.6,0.0,15,142,27.92,0.00
7000,3,729,31.8,10.7,0.1,21.2,9.1,161,86,21.17,3.67
8000,3,351,31.4,11.0,0.0,21.6,9.4,53,122,30.11,3.23
9000,3,293,33.0,9.3,0.0,21.7,8.0,64,109,26.19,3.24
10000,3,157,23.7,20.4,0.0,19.9,17.5,9,97,24.00,6.57
11000,3,124,23.5,20.7,0.0,19.8,17.8,5,93,21.96,5.55
12000,3,122,24.7,19.7,0.0,19.5,16.8,18,96,23.40,5.80
12000,18,94,40.4,1.4,0.0,20.0,1.4,28,148,33.64,0.04
12000,17,66,40.0,0.2,0.0,23.3,0.2,25,113,27.85,0.00
12000,16,49,44.6,0.0,0.0,19.3,0.0,9,261,58.38,0.00
13000,21,477,39.6,0.1,0.2,24.2,0.1,136,129,31.24,0.01
13000,3,88,23.5,20.2,0.1,20.1,17.2,10,96,22.78,9.10
13000,17,81,37.2,1.3,0.0,22.7,1.3,21,106,24.60,0.00
13000,18,46,39.2,0.3,0.0,20.9,0.3,16,151,33.00,0.00
13000,16,13,44.5,0.1,0.0,19.4,0.1,5,287,63.89,0.00
14000,21,575,41.4,0.0,0.1,22.5,0.0,107,160,38.44,0.00
14000,3,109,30.3,16.8,0.0,16.9,16.7,9,110,23.03,8.19
14000,24,39,41.2,0.8,0.1,21.3,0.1,12,253,57.55,0.00
14000,18,38,40.2,0.0,0.0,20.5,0.0,7,128,28.50,0.00
14000,16,28,43.6,0.0,0.0,20.4,0.0,5,340,76.38,0.00
14000,23,10,43.4,1.1,0.0,19.5,1.1,3,127,27.88,0.00
15000,21,640,41.0,0.2,0.2,22.7,0.1,125,156,37.85,0.04
15000,3,90,28.2,19.8,0.0,16.1,19.7,4,68,14.32,9.45
15000,24,46,42.3,0.2,0.0,20.8,0.2,10,177,41.01,0.00
15000,16,15,40.9,0.9,1.2,21.0,0.1,5,354,80.56,0.00
15000,23,8,42.4,1.6,0.0,20.0,1.6,4,158,35.14,0.00
15000,18,5,43.6,0.2,0.0,15.4,0.2,4,101,20.94,0.00
16000,21,634,41.2,0.1,0.2,22.5,0.1,122,159,38.19,0.00
16000,3,73,29.2,18.2,0.0,16.6,18.0,8,103,20.29,9.76
16000,24,58,42.4,1.3,0.3,19.5,1.1,24,234,54.12,0.00
16000,23,35,44.2,0.3,0.0,19.5,0.3,12,242,55.74,0.00
16000,16,18,42.8,0.2,0.0,21.1,0.2,6,295,65.15,0.00
17000,21,543,41.4,0.0,0.2,22.3,0.0,105,155,37.58,0.00
17000,3,91,28.7,19.4,0.0,15.9,19.4,3,80,15.97,8.89
17000,24,33,40.9,0.8,0.0,21.8,0.8,10,326,73.77,0.23
17000,16,19,43.5,0.6,0.0,19.9,0.6,8,273,60.25,0.00
17000,23,19,42.3,1.8,0.0,19.9,1.2,8,249,56.61,0.00
18000,21,504,41.3,0.1,0.2,22.4,0.1,105,161,38.95,0.00
18000,3,85,27.9,20.0,0.0,16.1,19.4,5,80,16.29,12.45
18000,24,53,40.7,2.3,0.0,20.9,2.0,13,287,65.99,0.32
18000,23,20,44.5,0.0,0.0,19.5,0.0,2,399,91.88,0.00
18000,16,18,45.2,0.2,0.0,18.6,0.2,10,333,72.95,0.00
19000,21,576,41.1,0.1,0.3,22.5,0.1,115,173,41.55,0.00
19000,3,68,28.0,19.9,0.0,16.0,19.9,4,127,24.98,12.51
19000,24,37,42.6,1.1,0.0,19.5,0.8,10,244,53.24,0.00
19000,23,16,44.9,0.0,0.0,19.1,0.0,3,456,101.70,0.00
19000,16,13,44.2,0.1,0.0,19.7,0.1,3,416,92.22,0.00
20000,21,544,40.6,0.0,0.3,23.1,0.0,105,196,46.77,0.00
20000,3,68,28.2,19.7,0.0,16.1,19.4,8,111,21.33,10.86
20000,24,34,44.4,0.6,0.0,18.6,0.6,10,271,62.53,0.21
20000,16,23,45.0,0.6,0.0,18.4,0.6,6,330,74.92,0.16
20000,23,9,46.2,0.0,0.0,17.8,0.0,4,345,77.60,0.00
21000,21,548,40.1,0.1,0.6,23.2,0.1,106,184,43.98,0.00
21000,34,119,39.3,0.0,0.0,24.7,0.0,22,212,51.09,0.00
21000,3,57,27.9,18.8,0.2,17.1,18.2,7,126,24.58,17.35
21000,24,42,43.2,0.3,0.0,20.2,0.3,6,345,78.86,0.07
21000,16,29,30.9,16.6,0.0,16.6,16.6,3,124,26.12,5.65
21000,23,10,45.6,0.0,0.0,18.4,0.0,2,377,90.82,0.00
22000,21,578,40.5,0.1,0.6,22.8,0.1,123,202,47.99,0.00
22000,34,85,41.1,0.1,0.0,22.8,0.1,16,227,53.57,0.00
22000,3,69,28.2,18.6,0.0,17.2,18.5,4,118,22.75,11.00
22000,24,51,40.8,1.5,0.0,21.7,0.5,15,272,64.42,0.16
22000,16,18,29.1,18.9,0.0,16.0,18.9,2,106,20.75,6.68
23000,21,505,40.6,0.0,0.4,23.0,0.0,103,188,44.91,0.00
23000,34,84,40.2,0.0,0.0,23.8,0.0,16,153,37.19,0.00
23000,3,49,29.1,17.9,0.0,17.0,17.9,4,145,27.33,13.95
23000,24,37,41.3,0.0,0.0,22.6,0.0,9,227,52.68,0.00
23000,16,34,31.0,16.6,0.4,16.0,16.6,5,127,25.88,10.11
24000,21,509,40.9,0.0,0.4,22.8,0.0,108,173,41.52,0.00
24000,16,86,30.9,17.2,0.1,15.8,16.8,16,85,14.38,13.74
24000,3,61,28.2,18.5,0.2,17.2,18.5,4,123,24.58,9.65
24000,34,37,40.2,0.4,0.0,23.4,0.4,9,171,41.13,0.00
24000,24,35,42.0,0.8,0.0,21.0,0.3,9,211,47.28,0.00
25000,3,233,29.5,18.9,0.0,15.6,18.6,27,33,5.98,11.13
25000,21,219,42.8,0.0,0.1,21.1,0.0,54,172,41.59,0.00
25000,16,129,27.7,20.0,0.1,16.1,20.0,6,135,25.50,12.41
25000,34,17,43.5,0.1,0.0,20.3,0.1,4,196,44.55,0.00
25000,36,10,44.6,2.4,0.0,17.0,2.4,2,374,79.80,0.00
25000,24,5,42.0,0.0,0.0,22.0,0.0,1,323,72.23,0.00
26000,21,467,43.3,0.0,0.1,20.7,0.0,74,206,48.81,0.00
26000,16,65,27.9,19.9,0.1,16.2,19.7,6,186,37.48,14.38
26000,3,55,26.9,20.0,0.0,17.1,20.0,4,122,24.74,11.12
26000,36,12,44.9,2.1,0.0,17.0,2.1,2,569,122.35,0.59
27000,21,414,42.2,0.1,0.1,21.5,0.0,71,192,46.58,0.00
27000,16,78,28.2,19.7,0.1,16.1,19.7,4,199,40.42,13.30
27000,3,49,26.0,21.0,0.0,17.0,21.0,1,96,18.38,9.77
27000,39,30,45.1,0.0,0.0,18.9,0.0,9,235,57.17,0.00
27000,24,22,42.6,0.1,0.0,21.0,0.1,6,207,46.76,0.00
27000,36,12,44.8,1.9,0.0,17.3,1.9,2,711,152.28,0.60
28000,21,419,43.0,0.0,0.0,20.9,0.0,82,215,51.89,0.00
28000,3,54,27.0,19.9,0.0,17.1,19.3,8,76,14.77,8.92
28000,16,52,27.9,19.9,0.0,16.2,19.9,3,242,47.55,15.70
28000,39,19,44.5,0.0,0.0,19.5,0.0,5,288,64.92,0.00
28000,36,18,45.6,1.8,0.2,16.4,1.8,3,594,126.07,0.00
28000,24,15,41.6,0.0,0.0,22.4,0.0,2,273,63.54,0.00
29000,21,482,43.1,0.1,0.0,20.8,0.1,84,190,45.09,0.01
29000,16,70,29.5,17.5,0.3,16.7,17.3,5,176,35.18,10.92
29000,3,50,26.0,21.0,0.0,17.0,21.0,1,84,16.50,7.31
29000,36,10,44.5,2.5,0.0,17.0,2.5,2,512,106.52,0.38
29000,39,7,44.0,0.0,0.0,20.0,0.0,1,350,77.42,0.00
29000,24,7,40.7,0.3,0.0,23.0,0.3,2,227,50.36,0.00
30000,21,237,42.6,0.0,0.0,21.3,0.0,38,241,57.06,0.01
30000,16,82,28.8,18.7,0.0,16.5,18.6,6,173,35.59,14.46
30000,3,56,26.3,20.9,0.0,16.9,20.4,4,80,16.09,11.67
30000,36,9,45.0,2.2,0.0,16.8,2.2,4,555,114.70,0.00
31000,21,593,42.6,0.0,0.1,21.3,0.0,91,185,43.86,0.00
31000,16,80,29.6,17.5,0.0,16.9,17.5,7,264,55.44,16.51
31000,3,44,26.8,20.4,0.0,16.9,20.1,8,109,22.88,8.41
31000,43,11,44.2,0.0,0.0,19.8,0.0,4,116,31.09,0.00
31000,36,9,44.6,1.8,0.0,17.7,1.8,6,296,62.92,0.00
32000,21,408,42.7,0.0,0.1,21.2,0.0,83,212,50.69,0.00
32000,16,72,34.1,11.4,0.0,18.5,10.9,12,173,37.48,7.05
32000,3,60,27.5,19.4,0.0,17.1,19.4,5,118,24.05,9.96
32000,46,52,43.2,0.0,0.0,20.8,0.0,13,92,23.40,0.00
32000,24,15,42.5,0.0,0.0,21.4,0.0,2,329,69.90,0.00
32000,36,6,44.0,3.0,0.0,17.0,3.0,3,632,137.16,0.00
33000,21,439,43.1,0.0,0.1,20.8,0.0,95,204,47.46,0.00
33000,46,72,41.9,0.0,0.2,21.9,0.0,16,160,40.43,0.00
33000,3,52,26.4,20.4,0.0,17.2,19.9,6,123,26.06,14.69
33000,16,49,37.1,7.7,0.0,19.2,7.7,10,287,62.89,5.02
33000,24,18,40.0,1.4,0.1,22.5,0.3,2,317,72.37,0.00
33000,36,11,44.1,2.7,0.0,17.2,2.7,2,436,97.10,0.00
34000,21,388,42.7,0.0,0.1,21.2,0.0,76,242,56.63,0.00
34000,16,66,36.3,9.2,0.0,18.5,9.2,10,253,57.00,3.05
34000,3,36,27.1,20.9,0.0,16.0,20.9,2,80,14.96,11.44
34000,24,20,42.8,1.0,0.0,20.2,1.0,7,354,77.97,0.00
34000,46,20,42.3,0.0,0.1,21.6,0.0,5,191,46.90,0.00
34000,36,17,43.6,3.8,0.0,16.5,3.8,4,346,75.86,0.50
35000,21,416,42.4,0.1,0.2,21.3,0.1,85,222,53.02,0.00
35000,16,53,37.5,8.1,0.0,18.4,8.1,9,258,56.50,4.93
35000,3,40,29.1,19.0,0.0,15.9,18.5,10,58,11.43,8.96
35000,24,21,41.1,1.3,0.0,21.5,1.1,4,257,57.36,0.00
35000,36,11,36.9,7.2,1.1,18.5,6.5,4,265,56.93,1.42
35000,46,5,42.0,0.0,0.0,22.0,0.0,1,266,59.13,0.00
