step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_eaten,deaths_body,escapes,plant_intake,meat_intake,stay,n,s,e,w,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,attack_mean,attack_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,gain_mean,kills_young_share,meat_majority
670000,907,4.425,0.064,16.10,77315,40525,21,36085,755,584,1623925.4,82925.2,0.015,0.110,0.157,0.330,0.388,1329,56.86,18.69,38.27,16.89,3.91,8.78,0.39,1.84,14.30,4.18,3.87,8.74,0.062,0.140,118,0.463,0.862,0.123,0.000,0.014,47222,24035,7,0.289,0.010,0.148,2164037,0.187,0.143,0.027,160.19,33624,49,2.30,0.722,0.002
680000,1009,4.009,0.065,15.77,84709,42563,18,40886,1140,583,1617332.2,88274.2,0.015,0.099,0.148,0.330,0.408,1252,51.66,23.32,34.55,19.74,3.17,8.10,0.44,1.70,13.49,5.39,3.13,8.06,0.051,0.129,113,0.424,0.885,0.099,0.000,0.016,51443,25536,7,0.253,0.043,0.214,2269872,0.160,0.134,0.023,160.35,35905,50,2.16,0.703,0.004
690000,1029,3.967,0.064,15.23,73872,40187,17,32672,976,928,1620844.4,76872.5,0.016,0.087,0.136,0.334,0.427,1450,50.28,24.81,33.49,20.33,3.38,8.30,0.45,1.87,12.96,5.50,3.33,8.23,0.054,0.131,130,0.434,0.878,0.109,0.000,0.014,46124,21905,8,0.295,0.000,0.135,1576234,0.150,0.134,0.023,160.05,32422,48,2.35,0.740,0.013
700000,1112,3.801,0.066,14.57,76252,39937,46,34765,1421,572,1623818.8,78984.6,0.021,0.069,0.128,0.361,0.421,1435,46.15,27.32,30.78,21.52,3.07,8.01,0.19,1.35,12.11,5.99,3.07,7.99,0.048,0.125,123,0.411,0.886,0.093,0.000,0.022,50855,27061,6,0.267,0.035,0.047,711334,0.156,0.138,0.022,160.07,32742,61,2.27,0.727,0.011
710000,1052,4.016,0.073,15.09,80809,38472,35,40839,1523,688,1615732.9,83331.9,0.017,0.087,0.126,0.350,0.421,1406,50.13,25.11,33.97,20.36,2.88,7.81,0.21,1.45,13.06,5.39,2.84,7.70,0.045,0.122,120,0.417,0.895,0.087,0.000,0.017,51698,26652,7,0.249,0.073,0.071,788969,0.149,0.145,0.029,160.30,33559,58,2.04,0.712,0.006
720000,958,4.106,0.084,15.55,80723,39129,35,40687,966,533,1614634.8,82822.9,0.014,0.097,0.139,0.332,0.418,1372,52.66,22.85,35.90,19.09,3.16,7.93,0.17,1.19,13.44,5.25,3.13,7.92,0.052,0.125,129,0.402,0.853,0.134,0.000,0.014,49649,24011,6,0.331,0.276,0.061,731781,0.145,0.167,0.041,160.48,35066,53,2.04,0.715,0.008
730000,1183,3.668,0.066,14.21,77839,39671,22,37139,782,626,1611697.5,79917.2,0.015,0.081,0.125,0.335,0.443,1424,44.53,27.85,29.38,21.61,3.00,7.91,0.24,1.51,11.91,6.43,2.97,7.85,0.047,0.124,141,0.295,0.890,0.091,0.000,0.019,48366,23246,6,0.242,0.205,0.068,827658,0.142,0.135,0.022,159.82,33915,63,2.15,0.694,0.012
740000,1217,3.524,0.064,14.20,85896,43172,20,41540,1130,628,1604192.2,84281.5,0.017,0.063,0.108,0.366,0.447,1414,42.06,28.80,27.49,22.17,2.99,7.91,0.12,1.04,11.45,6.33,2.85,7.67,0.049,0.131,111,0.322,0.885,0.093,0.000,0.022,57976,29978,5,0.413,0.045,0.033,591596,0.142,0.141,0.026,158.86,35395,74,2.03,0.670,0.012
750000,1298,3.413,0.061,13.43,92628,42273,13,48916,1345,618,1607254.8,93751.2,0.017,0.062,0.106,0.344,0.471,1482,38.64,29.43,24.92,22.53,2.82,7.71,0.15,1.13,10.74,6.18,2.82,7.71,0.044,0.120,115,0.309,0.879,0.096,0.000,0.025,60747,30629,5,0.426,0.011,0.044,485259,0.145,0.134,0.023,159.34,37089,70,1.92,0.657,0.006
760000,1260,3.454,0.065,13.71,89125,41859,21,45847,1436,572,1594101.6,87926.5,0.018,0.065,0.093,0.340,0.483,1701,40.46,29.45,26.98,22.51,2.56,7.40,0.19,1.28,10.74,6.57,2.56,7.40,0.040,0.116,123,0.317,0.897,0.079,0.000,0.024,60576,33677,6,0.371,0.033,0.045,378823,0.159,0.145,0.029,158.83,35612,83,1.92,0.638,0.010
770000,925,4.259,0.075,15.19,79108,39716,22,38811,894,482,1603074.6,78973.8,0.016,0.072,0.115,0.341,0.456,1761,55.54,20.36,38.45,17.46,2.62,7.32,0.22,1.66,14.25,5.14,2.57,7.25,0.041,0.115,126,0.422,0.868,0.109,0.000,0.023,52384,26115,5,0.306,0.289,0.041,457602,0.154,0.156,0.035,158.99,33391,69,2.03,0.668,0.008
780000,899,4.411,0.073,15.28,62089,35200,55,26446,414,442,1622550.5,65445.6,0.013,0.092,0.137,0.350,0.409,2110,57.45,17.91,39.26,16.14,3.45,8.27,0.23,1.60,14.51,3.80,3.44,8.27,0.054,0.129,104,0.306,0.854,0.132,0.000,0.013,38145,15920,6,0.354,0.000,0.049,405071,0.162,0.148,0.029,159.87,26523,45,2.47,0.764,0.004
790000,822,4.636,0.080,16.18,52844,34188,68,18526,139,381,1627101.5,54734.6,0.011,0.100,0.151,0.348,0.391,2287,63.95,0.62,45.93,7.42,1.92,6.45,0.24,1.11,15.86,3.08,1.88,6.36,0.030,0.101,100,0.433,0.946,0.040,0.000,0.013,34345,13560,6,0.375,0.030,0.099,393161,0.179,0.156,0.033,159.70,23962,27,2.95,0.840,0.004
800000,843,4.725,0.081,16.40,50107,35454,63,14569,0,463,1618210.5,54200.8,0.009,0.116,0.174,0.338,0.363,2211,63.91,1.04,44.92,8.79,2.83,7.70,0.40,1.89,15.76,4.18,2.80,7.64,0.044,0.120,97,0.270,0.912,0.074,0.000,0.014,32816,15677,4,0.435,0.000,0.179,1001703,0.155,0.148,0.029,159.36,23394,14,3.72,0.930,0.001
810000,811,4.718,0.082,16.20,50649,36258,13,14409,1,333,1614887.0,52422.8,0.009,0.111,0.171,0.343,0.367,2317,63.93,0.73,44.22,9.35,3.81,8.75,0.42,1.93,15.48,2.88,3.78,8.67,0.060,0.137,80,0.303,0.893,0.091,0.000,0.016,33512,16919,4,0.372,0.000,0.197,1289867,0.145,0.151,0.031,159.43,23156,10,3.64,0.957,0.001
820000,820,4.684,0.088,16.35,51160,36533,8,14608,2,356,1609437.5,53206.0,0.009,0.108,0.173,0.343,0.367,2290,63.97,0.48,44.92,8.57,3.10,7.95,0.41,1.73,15.54,2.88,3.09,7.92,0.049,0.124,92,0.279,0.909,0.079,0.000,0.012,33618,17028,4,0.480,0.000,0.228,1676807,0.143,0.160,0.036,159.58,23484,10,3.64,0.957,0.005
830000,823,4.695,0.080,16.23,50228,35990,12,14223,0,390,1617060.2,51838.3,0.009,0.111,0.172,0.342,0.366,2338,63.96,0.28,44.69,9.04,3.53,8.43,0.34,1.25,15.41,2.79,3.53,8.43,0.055,0.132,86,0.328,0.883,0.100,0.000,0.017,33330,17855,4,0.399,0.000,0.219,1778422,0.137,0.154,0.032,159.68,23016,10,3.64,0.954,0.004
840000,808,4.714,0.079,16.29,51825,36830,13,14994,3,418,1625065.6,54403.9,0.009,0.125,0.195,0.323,0.348,2247,63.91,0.91,44.63,9.18,3.40,8.33,0.35,1.81,15.53,2.90,3.38,8.31,0.053,0.130,72,0.454,0.901,0.088,0.000,0.011,34211,18570,5,0.556,0.000,0.181,1483226,0.143,0.150,0.033,160.24,23895,10,3.63,0.956,0.009
850000,846,4.592,0.070,16.09,51171,36497,20,14614,2,433,1624157.1,53184.2,0.011,0.107,0.174,0.342,0.366,2205,63.96,0.34,45.39,8.10,2.58,7.39,0.42,2.08,15.56,2.96,2.56,7.36,0.040,0.115,84,0.336,0.905,0.079,0.000,0.015,34620,17577,5,0.428,0.000,0.212,1513569,0.138,0.133,0.021,160.26,23613,10,3.64,0.959,0.001
860000,817,4.790,0.079,16.08,49477,35673,37,13796,0,405,1617354.9,50302.2,0.010,0.105,0.168,0.348,0.370,2359,63.84,1.44,45.23,8.61,2.29,6.94,0.63,2.66,15.70,4.46,2.25,6.90,0.036,0.109,112,0.310,0.929,0.062,0.000,0.009,32708,16837,5,0.399,0.000,0.229,1823609,0.142,0.144,0.026,160.16,22737,10,3.65,0.953,0.002
870000,794,4.839,0.085,16.23,50393,36104,17,14294,1,340,1623274.6,52090.1,0.010,0.112,0.174,0.340,0.365,2290,63.95,0.62,45.17,8.49,2.88,7.73,0.35,1.40,15.55,2.93,2.88,7.72,0.045,0.121,85,0.389,0.909,0.081,0.000,0.010,33148,16127,4,0.503,0.000,0.220,1834726,0.143,0.156,0.034,160.32,23692,10,3.64,0.950,0.009
880000,808,4.751,0.084,16.45,52303,37131,11,15147,0,401,1623551.9,55468.3,0.010,0.128,0.206,0.318,0.338,2208,63.98,0.31,44.66,9.02,3.52,8.40,0.40,2.03,15.40,2.74,3.46,8.30,0.055,0.131,81,0.418,0.903,0.087,0.000,0.010,34183,15582,4,0.531,0.000,0.210,1729961,0.139,0.151,0.031,160.35,24693,11,3.66,0.948,0.004
890000,813,4.756,0.079,16.34,51657,36857,26,14769,0,356,1627810.2,53462.5,0.011,0.106,0.179,0.344,0.359,2245,63.98,0.21,43.78,9.62,4.08,8.95,0.42,2.25,15.69,3.17,4.07,8.95,0.064,0.140,79,0.367,0.873,0.116,0.000,0.011,34289,15012,4,0.338,0.103,0.196,1532156,0.135,0.154,0.032,160.39,24311,9,3.62,0.962,0.001
900000,821,4.851,0.082,16.21,51046,36470,32,14536,0,416,1623015.2,52889.1,0.010,0.105,0.176,0.346,0.363,2323,63.83,2.18,44.92,8.96,3.11,8.00,0.35,1.28,15.45,3.16,3.11,8.00,0.049,0.125,101,0.246,0.899,0.091,0.000,0.010,33739,13593,5,0.317,0.000,0.214,1444576,0.146,0.149,0.030,160.37,23087,10,3.64,0.952,0.010
910000,822,4.635,0.080,16.41,51603,36765,25,14812,0,404,1622465.8,54146.9,0.010,0.108,0.177,0.346,0.360,2328,63.93,1.05,44.90,8.81,3.10,8.03,0.35,1.72,15.58,2.79,3.06,7.92,0.049,0.125,93,0.337,0.914,0.073,0.000,0.013,33672,14859,4,0.353,0.180,0.187,1630665,0.139,0.148,0.028,160.15,23086,10,3.66,0.954,0.002
920000,831,4.696,0.078,16.34,52260,37580,14,14656,1,415,1618770.4,53672.6,0.010,0.120,0.195,0.326,0.348,2257,63.91,0.72,45.38,8.63,2.52,7.23,0.37,1.99,15.64,3.82,2.47,7.19,0.039,0.113,116,0.468,0.923,0.063,0.000,0.014,34390,16458,5,0.516,0.017,0.173,1698027,0.137,0.146,0.028,160.30,23903,11,3.66,0.947,0.007
930000,832,4.765,0.083,16.34,52288,38401,11,13874,1,374,1621163.9,51056.4,0.010,0.126,0.208,0.318,0.338,2205,63.96,0.49,45.33,8.47,2.75,7.63,0.36,1.74,15.53,2.98,2.69,7.48,0.043,0.119,101,0.421,0.904,0.079,0.000,0.017,34250,17027,6,0.450,0.000,0.166,1511528,0.139,0.151,0.031,160.42,24746,11,3.68,0.942,0.012
940000,832,4.773,0.080,16.41,52872,38401,11,14460,0,471,1624176.0,53191.0,0.010,0.131,0.212,0.311,0.335,2142,63.94,0.72,45.52,8.16,2.29,7.00,0.42,2.01,15.71,3.41,2.24,6.91,0.036,0.110,94,0.517,0.923,0.062,0.000,0.014,34773,17283,6,0.540,0.000,0.180,1464328,0.144,0.148,0.030,160.42,25487,11,3.68,0.943,0.006
950000,825,4.741,0.076,16.51,53677,38297,26,15361,0,435,1627843.6,56065.3,0.011,0.134,0.224,0.304,0.326,2100,63.95,0.63,45.01,8.71,3.02,7.93,0.40,1.91,15.53,2.82,3.02,7.93,0.047,0.124,89,0.495,0.901,0.086,0.000,0.013,35627,16757,6,0.493,0.000,0.201,1501099,0.139,0.145,0.028,160.67,25668,10,3.65,0.953,0.001
960000,821,4.784,0.075,16.60,52824,37825,14,14988,1,437,1624596.1,54451.3,0.011,0.140,0.225,0.299,0.324,2253,63.94,0.68,44.78,8.90,3.20,8.17,0.37,1.43,15.59,2.73,3.15,8.06,0.050,0.128,89,0.435,0.910,0.079,0.000,0.011,35352,17178,5,0.481,0.000,0.231,1617152,0.142,0.142,0.026,160.73,23771,9,3.63,0.961,0.004
970000,837,4.756,0.078,16.51,52977,38227,8,14726,0,423,1631536.2,53690.9,0.011,0.146,0.232,0.293,0.319,2272,63.87,1.36,44.75,9.09,2.95,7.84,0.45,2.12,15.73,3.58,2.89,7.75,0.046,0.123,100,0.382,0.910,0.076,0.000,0.013,35480,16464,4,0.520,0.000,0.184,1604741,0.143,0.142,0.026,160.74,23377,10,3.65,0.958,0.007
980000,826,4.795,0.080,16.53,53219,38237,19,14973,1,466,1625025.4,54541.6,0.011,0.144,0.229,0.295,0.321,2174,63.93,0.96,44.89,8.96,3.23,8.32,0.31,1.17,15.50,2.82,3.11,7.98,0.051,0.130,95,0.360,0.910,0.079,0.000,0.011,35252,15360,4,0.592,0.000,0.202,1701640,0.138,0.142,0.024,160.58,24799,10,3.64,0.956,0.006
990000,827,4.734,0.080,16.55,53460,38397,13,15049,0,420,1627880.1,54869.4,0.011,0.144,0.235,0.290,0.320,2146,63.91,0.72,44.77,9.24,3.23,8.13,0.35,1.70,15.55,3.02,3.19,8.07,0.051,0.127,88,0.306,0.907,0.087,0.000,0.006,34874,14058,5,0.247,0.000,0.187,1469939,0.133,0.147,0.027,160.56,25429,10,3.65,0.954,0.004
1000000,811,4.860,0.082,16.50,52976,37795,7,15190,0,476,1624167.8,55136.2,0.011,0.139,0.221,0.303,0.326,2144,63.88,0.71,44.42,9.16,3.77,8.79,0.34,1.75,15.36,2.75,3.70,8.61,0.059,0.137,89,0.312,0.898,0.086,0.000,0.016,35034,13097,3,0.491,0.180,0.179,1586756,0.136,0.150,0.030,160.38,24986,9,3.63,0.958,0.002
