step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_eaten,deaths_body,escapes,plant_intake,meat_intake,stay,n,s,e,w,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,attack_mean,attack_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,gain_mean,kills_young_share,meat_majority
110000,900,4.687,0.072,13.89,59971,42589,1,17328,34,1651,1630376.2,58073.3,0.106,0.211,0.295,0.178,0.210,1668,62.76,4.27,43.77,8.48,2.07,6.71,0.00,0.00,16.91,3.46,1.70,5.76,0.033,0.109,131,0.422,0.919,0.058,0.000,0.023,37478,19702,2,0.683,0.243,0.000,2167,0.172,0.134,0.023,161.97,24333,27,3.35,0.833,0.012
120000,922,4.394,0.071,14.11,57081,42874,1,14158,26,1977,1613883.2,45331.9,0.146,0.209,0.267,0.178,0.200,1587,60.36,4.22,38.59,5.08,1.57,4.85,0.00,0.07,20.19,4.19,1.54,4.77,0.026,0.081,251,0.089,0.926,0.063,0.000,0.011,36055,15030,2,0.220,0.563,0.002,4256,0.182,0.126,0.017,162.38,26652,32,3.20,0.828,0.009
130000,965,4.455,0.064,14.15,61561,42248,15,19237,18,1566,1613060.5,63083.6,0.152,0.217,0.280,0.166,0.186,1351,59.85,4.63,37.69,6.11,2.25,6.19,0.00,0.00,19.91,3.69,1.97,5.50,0.037,0.101,238,0.134,0.903,0.083,0.000,0.015,38813,12203,5,0.275,0.000,0.000,3419,0.126,0.117,0.013,162.44,28714,36,3.28,0.850,0.011
140000,943,4.240,0.056,14.08,61331,39496,8,21832,17,1606,1610493.4,72569.2,0.164,0.218,0.264,0.165,0.190,1315,59.99,3.70,38.83,5.87,1.95,5.76,0.00,0.00,19.21,3.81,1.72,5.10,0.031,0.092,285,0.086,0.919,0.069,0.000,0.012,39489,13242,4,0.471,0.160,0.000,2249,0.169,0.116,0.013,162.33,29373,46,3.32,0.835,0.005
150000,915,4.457,0.070,13.67,63951,38762,11,25187,19,1456,1606899.0,85052.5,0.142,0.231,0.304,0.152,0.171,1363,61.24,4.38,38.04,8.79,3.87,8.80,0.00,0.00,19.33,3.72,3.13,7.18,0.062,0.142,217,0.199,0.890,0.093,0.000,0.017,41669,13416,6,0.481,0.069,0.000,2544,0.159,0.128,0.017,162.56,29748,41,3.38,0.869,0.000
160000,893,4.557,0.075,13.94,60424,40566,5,19849,26,1123,1605720.0,66100.2,0.147,0.253,0.314,0.132,0.153,1478,61.51,3.23,38.15,8.68,3.95,8.82,0.00,0.00,19.41,3.13,3.24,7.28,0.062,0.141,198,0.153,0.885,0.102,0.000,0.013,37195,12032,5,0.446,0.000,0.000,1680,0.120,0.128,0.017,162.43,28467,21,3.33,0.930,0.002
170000,905,4.544,0.073,13.84,62396,42423,2,19927,32,1515,1594966.4,65122.8,0.174,0.225,0.277,0.153,0.171,1407,61.33,4.15,37.70,8.46,3.72,8.58,0.00,0.00,19.91,3.52,3.07,7.07,0.058,0.134,179,0.159,0.881,0.103,0.000,0.017,38440,14813,5,0.305,0.291,0.000,3333,0.154,0.127,0.017,161.78,28568,28,3.27,0.895,0.006
180000,903,4.424,0.064,13.87,63616,41688,4,21912,14,1086,1607409.9,74510.8,0.165,0.236,0.296,0.142,0.162,1487,62.35,2.77,37.83,8.57,4.28,9.01,0.00,0.00,20.23,3.27,3.53,7.41,0.068,0.143,168,0.166,0.887,0.101,0.000,0.012,41770,17539,6,0.311,0.278,0.000,1536,0.204,0.124,0.016,162.26,28447,22,3.40,0.931,0.002
190000,863,4.550,0.053,13.67,59975,39884,8,20113,10,1083,1615564.4,67640.8,0.132,0.243,0.301,0.154,0.171,1495,62.73,2.48,37.04,9.06,5.34,9.75,0.00,0.00,20.36,3.22,4.47,8.13,0.084,0.154,147,0.181,0.847,0.138,0.000,0.015,43040,13504,5,0.268,0.148,0.000,670,0.161,0.117,0.014,162.48,27207,21,3.36,0.937,0.020
200000,874,4.461,0.050,13.65,67650,43966,2,23656,15,1227,1602429.6,80869.1,0.125,0.250,0.315,0.151,0.158,1364,63.34,2.21,39.06,7.99,3.11,7.90,0.00,0.00,21.17,3.47,2.58,6.57,0.049,0.124,210,0.122,0.907,0.079,0.000,0.014,51752,19287,8,0.144,0.269,0.000,507,0.191,0.112,0.013,161.29,30148,19,3.42,0.932,0.005
210000,907,4.320,0.049,13.21,59744,43156,3,16542,10,735,1617715.9,55776.8,0.130,0.274,0.331,0.137,0.129,1598,63.59,1.41,38.54,8.73,3.39,8.30,0.02,0.70,21.63,4.09,2.69,6.72,0.053,0.131,177,0.138,0.902,0.083,0.000,0.015,45257,14614,8,0.186,0.287,0.001,1549,0.194,0.109,0.011,162.16,27352,13,3.37,0.955,0.002
220000,873,4.662,0.065,13.04,59653,38195,18,21461,13,1098,1616281.2,73730.7,0.152,0.257,0.310,0.141,0.140,1752,63.20,2.62,37.28,10.00,5.34,9.84,0.00,0.00,20.59,3.81,4.40,8.21,0.084,0.157,168,0.142,0.842,0.139,0.000,0.019,40577,15546,7,0.284,0.126,0.000,1411,0.183,0.128,0.018,162.27,25510,31,3.44,0.902,0.011
230000,854,4.398,0.060,12.68,53954,37475,18,16476,4,749,1617693.6,56114.1,0.140,0.262,0.309,0.147,0.142,1792,62.44,3.36,37.64,9.50,4.57,9.36,0.00,0.00,20.23,4.63,3.69,7.79,0.073,0.152,171,0.128,0.856,0.116,0.000,0.028,36476,12150,8,0.238,0.000,0.000,1260,0.225,0.128,0.019,162.44,23801,28,3.41,0.912,0.026
240000,877,4.569,0.061,13.16,58205,40717,9,17446,10,801,1608459.2,58874.4,0.144,0.236,0.300,0.160,0.160,1678,61.94,2.81,38.68,7.61,3.08,7.80,0.00,0.00,20.18,3.50,2.56,6.46,0.048,0.122,159,0.120,0.901,0.090,0.000,0.009,41512,15496,6,0.185,0.214,0.000,2439,0.177,0.120,0.015,162.05,25211,20,3.37,0.940,0.002
250000,861,4.523,0.066,13.06,57597,40570,4,17025,14,732,1615555.1,57380.7,0.123,0.237,0.307,0.166,0.166,1685,62.15,3.05,37.91,8.81,3.95,8.85,0.00,0.00,20.29,3.55,3.24,7.30,0.062,0.139,162,0.148,0.870,0.118,0.000,0.012,37785,12148,7,0.336,0.014,0.000,2035,0.192,0.124,0.015,162.68,25403,24,3.37,0.918,0.009
260000,880,4.469,0.059,13.05,56205,39798,15,16364,9,678,1609575.1,54383.2,0.099,0.241,0.321,0.168,0.170,1751,62.06,2.51,37.72,8.25,3.85,8.69,0.00,0.00,20.49,3.28,3.17,7.17,0.060,0.136,135,0.152,0.880,0.102,0.000,0.018,37382,11640,6,0.232,0.020,0.000,1857,0.155,0.114,0.012,162.70,25107,16,3.32,0.949,0.000
270000,856,4.439,0.056,13.03,60047,40900,9,19152,10,822,1618002.4,64967.3,0.077,0.267,0.329,0.164,0.164,1747,62.13,2.74,37.44,9.17,4.78,9.38,0.00,0.03,19.92,4.17,3.97,7.78,0.075,0.147,170,0.172,0.842,0.138,0.000,0.020,41083,13317,6,0.201,0.007,0.001,2929,0.168,0.120,0.016,162.53,25949,23,3.39,0.930,0.012
280000,857,4.445,0.058,13.09,58779,39182,10,19580,6,889,1619748.6,66815.4,0.081,0.262,0.312,0.173,0.173,1756,62.30,2.77,37.57,8.64,4.31,8.97,0.00,0.10,20.42,3.46,3.60,7.48,0.068,0.140,166,0.166,0.860,0.124,0.000,0.016,38751,12719,7,0.251,0.000,0.001,3808,0.227,0.118,0.013,162.65,25673,30,3.41,0.904,0.007
290000,875,4.354,0.058,13.45,57813,38295,7,19489,4,900,1620716.4,66077.0,0.062,0.276,0.334,0.163,0.165,1794,61.09,3.04,38.55,7.98,3.27,8.18,0.00,0.00,19.28,3.34,2.71,6.79,0.051,0.128,173,0.133,0.894,0.089,0.000,0.017,37961,11520,6,0.314,0.000,0.000,2763,0.221,0.115,0.012,162.68,24960,32,3.39,0.899,0.005
300000,829,4.476,0.056,13.32,62455,37690,3,24801,7,1100,1608905.5,85686.8,0.043,0.287,0.360,0.150,0.160,1757,62.93,1.97,36.52,10.54,6.81,10.54,0.00,0.00,19.60,2.94,5.76,8.91,0.107,0.165,157,0.223,0.838,0.144,0.000,0.018,40243,14622,6,0.315,0.000,0.000,2604,0.148,0.119,0.014,162.09,25679,39,3.45,0.871,0.008
310000,863,4.496,0.063,13.43,62399,40691,0,21665,9,934,1615338.2,73677.6,0.048,0.278,0.357,0.160,0.157,1576,61.81,2.64,37.34,8.54,4.30,9.10,0.00,0.07,20.16,3.27,3.54,7.49,0.068,0.143,160,0.168,0.879,0.109,0.000,0.012,41142,14676,5,0.293,0.000,0.001,1555,0.250,0.119,0.014,162.38,26627,22,3.40,0.925,0.006
320000,870,4.404,0.052,13.38,61587,42166,12,19389,13,773,1608462.0,65033.7,0.058,0.256,0.332,0.176,0.178,1572,61.57,3.69,36.65,9.39,5.11,9.72,0.00,0.00,19.80,3.03,4.25,8.08,0.080,0.152,159,0.217,0.857,0.125,0.000,0.017,41227,13913,5,0.434,0.000,0.000,1200,0.168,0.113,0.012,162.43,26647,17,3.35,0.947,0.007
330000,875,4.421,0.061,13.25,64367,43364,4,20982,12,914,1609324.0,71245.8,0.075,0.239,0.314,0.185,0.187,1442,61.70,2.83,37.80,8.25,4.02,8.93,0.00,0.00,19.89,3.21,3.33,7.39,0.063,0.140,158,0.162,0.885,0.103,0.000,0.013,45899,16446,6,0.273,0.158,0.000,1245,0.126,0.122,0.016,162.04,28304,20,3.40,0.937,0.005
340000,877,4.499,0.067,13.19,62527,43001,2,19511,11,662,1612128.5,65665.0,0.052,0.267,0.335,0.183,0.163,1537,61.33,3.08,38.12,8.01,3.50,8.27,0.00,0.00,19.71,3.15,2.91,6.85,0.055,0.129,178,0.147,0.903,0.088,0.000,0.009,40518,14838,6,0.295,0.000,0.000,1146,0.210,0.125,0.016,162.59,26580,22,3.37,0.925,0.005
350000,848,4.502,0.054,13.29,63026,43763,0,19284,8,791,1607645.5,64677.4,0.054,0.252,0.314,0.199,0.181,1640,61.71,2.81,36.47,9.29,5.05,9.65,0.00,0.00,20.18,3.35,4.21,8.03,0.079,0.151,137,0.203,0.855,0.127,0.000,0.018,40879,14685,6,0.267,0.000,0.000,1906,0.189,0.112,0.012,162.63,26521,18,3.35,0.944,0.005
360000,887,4.365,0.052,13.49,65162,44686,7,20417,13,856,1604421.4,68738.3,0.066,0.244,0.305,0.189,0.195,1439,61.42,3.26,37.38,8.65,4.30,9.01,0.00,0.00,19.74,3.27,3.51,7.37,0.068,0.142,171,0.162,0.874,0.110,0.000,0.016,47028,18880,7,0.241,0.017,0.000,1808,0.164,0.109,0.010,161.88,28593,13,3.37,0.958,0.007
370000,881,4.435,0.056,13.47,63694,41968,15,21710,7,758,1607249.1,74225.6,0.072,0.234,0.281,0.205,0.208,1419,61.60,3.04,38.45,7.72,3.07,7.89,0.00,0.00,20.08,2.83,2.54,6.53,0.048,0.123,164,0.120,0.911,0.078,0.000,0.010,44107,16202,7,0.302,0.050,0.000,1659,0.172,0.115,0.013,162.24,28274,29,3.42,0.911,0.001
380000,796,4.485,0.069,13.02,62785,43482,23,19359,6,808,1603597.2,65297.4,0.072,0.238,0.281,0.206,0.203,1396,62.16,2.92,34.79,10.41,8.05,11.38,0.00,0.07,19.32,4.03,6.94,9.90,0.126,0.179,170,0.180,0.790,0.193,0.000,0.016,45060,19038,7,0.328,0.054,0.001,1250,0.155,0.151,0.027,162.14,27510,20,3.37,0.945,0.049
390000,869,4.485,0.073,13.10,64493,44804,5,19604,7,702,1599860.8,66756.0,0.069,0.256,0.292,0.205,0.178,1497,61.16,3.80,37.30,8.41,4.12,8.95,0.00,0.00,19.74,3.16,3.45,7.46,0.065,0.140,153,0.219,0.877,0.113,0.000,0.010,41453,17137,6,0.278,0.082,0.000,1208,0.204,0.127,0.018,162.02,27337,19,3.41,0.934,0.006
400000,875,4.418,0.066,13.31,63473,44595,1,18864,7,739,1607603.2,63654.0,0.055,0.271,0.301,0.206,0.166,1465,61.81,2.71,37.29,8.71,4.34,9.11,0.00,0.00,20.19,3.11,3.61,7.58,0.068,0.142,163,0.175,0.886,0.106,0.000,0.008,39769,15367,7,0.263,0.000,0.000,585,0.156,0.119,0.013,162.44,26386,14,3.37,0.951,0.003
410000,832,4.573,0.068,13.07,65322,39694,1,25660,10,1144,1608776.4,89056.2,0.046,0.282,0.306,0.202,0.164,1561,62.42,2.83,38.16,9.56,4.93,9.49,0.00,0.00,19.32,2.63,4.12,7.85,0.077,0.149,141,0.190,0.863,0.126,0.000,0.011,40202,15991,5,0.367,0.041,0.000,1914,0.178,0.120,0.014,162.11,27686,40,3.47,0.842,0.002
420000,878,4.384,0.072,12.77,61922,42628,3,19239,6,894,1609297.2,65036.7,0.025,0.300,0.312,0.202,0.161,1601,61.48,3.13,37.05,9.42,5.05,9.74,0.00,0.00,19.37,3.26,4.09,7.95,0.080,0.156,175,0.206,0.855,0.128,0.000,0.017,39281,15556,7,0.392,0.016,0.000,423,0.158,0.130,0.018,162.45,24944,18,3.38,0.938,0.007
430000,862,4.463,0.069,13.09,62585,44169,0,18427,5,943,1603598.9,61886.6,0.052,0.278,0.289,0.210,0.171,1674,61.93,2.81,37.63,8.60,4.17,8.97,0.00,0.00,20.13,2.72,3.47,7.48,0.065,0.140,163,0.201,0.878,0.111,0.000,0.010,39113,16228,5,0.306,0.021,0.000,886,0.272,0.127,0.018,162.46,25710,15,3.36,0.950,0.002
440000,888,4.473,0.060,12.85,58986,42009,4,16940,7,602,1613186.5,56582.0,0.089,0.254,0.279,0.198,0.180,1725,62.23,2.10,37.05,8.88,4.75,9.44,0.00,0.00,20.43,3.00,3.94,7.84,0.074,0.147,132,0.224,0.870,0.109,0.000,0.020,38921,15433,4,0.368,0.000,0.000,914,0.117,0.113,0.011,162.67,25582,12,3.34,0.962,0.000
450000,887,4.456,0.054,13.09,57995,41535,6,16451,4,581,1615189.8,55417.2,0.090,0.254,0.283,0.194,0.179,1679,62.02,3.00,38.00,7.87,3.46,8.22,0.00,0.03,20.56,3.28,2.91,6.86,0.054,0.128,149,0.151,0.892,0.092,0.000,0.016,37367,15795,6,0.304,0.000,0.001,919,0.163,0.109,0.010,162.68,24046,13,3.37,0.960,0.003
460000,864,4.455,0.065,12.85,57316,40481,16,16836,6,591,1612855.6,56397.7,0.087,0.255,0.289,0.188,0.182,1685,61.67,3.00,36.36,9.07,5.23,9.80,0.00,0.00,20.08,3.28,4.35,8.16,0.082,0.153,143,0.231,0.861,0.127,0.000,0.012,38003,15601,6,0.365,0.000,0.000,934,0.183,0.119,0.013,162.70,24579,16,3.35,0.955,0.001
470000,869,4.597,0.063,13.07,60881,41050,3,19815,8,707,1614594.1,67878.6,0.095,0.251,0.287,0.191,0.177,1559,62.00,2.75,36.85,8.77,4.93,9.53,0.00,0.00,20.22,3.00,4.13,7.95,0.077,0.149,118,0.197,0.865,0.123,0.000,0.012,39337,15910,7,0.250,0.069,0.000,423,0.154,0.119,0.014,162.54,25654,24,3.43,0.910,0.001
480000,894,4.521,0.070,12.82,60373,43891,5,16441,11,651,1607020.6,55233.2,0.109,0.242,0.267,0.201,0.181,1526,61.15,3.27,37.95,7.67,3.67,8.02,0.00,0.10,19.52,3.31,3.14,6.69,0.058,0.125,194,0.166,0.900,0.088,0.000,0.011,38077,16121,6,0.387,0.124,0.001,1502,0.164,0.121,0.014,162.45,25282,29,3.36,0.889,0.002
490000,899,4.255,0.062,13.00,60921,45609,1,15296,10,924,1609469.4,50764.3,0.091,0.257,0.279,0.201,0.172,1687,60.07,5.07,36.33,8.55,3.19,7.57,0.00,0.00,20.54,4.13,2.69,6.25,0.051,0.119,235,0.109,0.907,0.082,0.000,0.011,38277,15958,5,0.285,0.281,0.000,1001,0.132,0.113,0.011,162.46,26517,27,3.32,0.896,0.002
500000,856,4.496,0.076,12.60,61491,42330,3,19197,4,838,1608808.1,63538.8,0.080,0.274,0.300,0.184,0.163,1824,61.96,2.96,37.32,10.51,6.18,10.11,0.00,0.00,18.46,3.32,5.71,9.37,0.101,0.165,116,0.258,0.852,0.139,0.000,0.009,38573,16316,6,0.327,0.037,0.000,706,0.178,0.132,0.021,162.23,25546,40,3.31,0.844,0.002
510000,868,4.631,0.075,12.76,58996,39915,6,19055,8,814,1609740.4,63557.8,0.060,0.281,0.311,0.181,0.167,1924,61.30,2.64,38.01,9.76,5.55,9.71,0.00,0.00,17.74,2.94,5.18,9.05,0.091,0.159,132,0.162,0.849,0.137,0.000,0.014,36836,17404,7,0.248,0.052,0.000,622,0.177,0.127,0.015,161.97,23082,19,3.34,0.939,0.002
520000,844,4.549,0.075,12.90,58865,39472,7,19405,5,957,1614960.4,64397.3,0.066,0.272,0.310,0.179,0.172,1789,62.14,2.47,37.74,10.28,5.73,9.87,0.00,0.00,18.67,3.83,5.23,8.97,0.093,0.160,140,0.140,0.846,0.140,0.000,0.014,37032,15992,8,0.245,0.000,0.000,809,0.164,0.130,0.018,161.96,23657,25,3.32,0.915,0.002
530000,897,4.450,0.073,13.17,57844,38979,11,18795,6,1073,1615417.8,61166.5,0.083,0.255,0.301,0.181,0.180,1832,61.30,2.78,39.46,8.97,4.05,8.61,0.00,0.00,17.79,3.32,3.72,7.94,0.066,0.139,143,0.109,0.876,0.104,0.000,0.020,36904,15112,6,0.360,0.000,0.000,2136,0.228,0.126,0.018,162.42,23765,23,3.25,0.913,0.003
540000,897,4.429,0.074,13.15,59075,39040,9,20014,12,959,1610445.4,65407.3,0.093,0.252,0.301,0.175,0.180,1702,61.22,3.92,38.18,9.90,4.88,9.33,0.00,0.00,18.17,3.61,4.36,8.44,0.080,0.156,135,0.113,0.856,0.124,0.000,0.020,37182,15178,6,0.357,0.000,0.000,2226,0.298,0.129,0.020,162.27,24890,25,3.27,0.919,0.004
550000,873,4.565,0.076,13.19,59090,38982,7,20108,17,1089,1611145.0,65447.3,0.098,0.251,0.303,0.171,0.178,1725,60.79,3.28,38.22,9.30,4.82,9.18,0.00,0.00,17.74,2.99,4.52,8.62,0.079,0.150,123,0.142,0.860,0.126,0.000,0.014,37040,16611,6,0.381,0.000,0.000,2223,0.232,0.129,0.018,162.26,25034,24,3.25,0.917,0.007
560000,851,4.685,0.077,13.11,58993,38713,11,20275,16,1075,1616633.8,66041.1,0.098,0.249,0.297,0.173,0.183,1907,61.58,2.72,39.16,9.63,4.59,9.12,0.00,0.00,17.83,3.22,4.04,8.11,0.074,0.147,142,0.139,0.872,0.113,0.000,0.015,37013,16185,6,0.391,0.000,0.000,2569,0.221,0.135,0.022,162.40,24747,25,3.26,0.906,0.007
570000,867,4.615,0.073,13.00,57699,37715,18,19936,14,1157,1619954.5,66140.2,0.090,0.250,0.301,0.176,0.183,1976,61.75,2.41,37.90,10.22,6.15,9.94,0.00,0.00,17.70,2.96,5.82,9.40,0.101,0.163,109,0.206,0.820,0.168,0.000,0.012,36706,15333,7,0.299,0.029,0.000,1234,0.156,0.129,0.017,162.36,23727,22,3.32,0.930,0.005
580000,873,4.558,0.067,13.03,57931,36548,17,21354,6,970,1619388.5,71571.6,0.077,0.264,0.312,0.171,0.176,2041,62.07,2.80,39.84,9.72,4.69,8.99,0.00,0.00,17.54,2.50,4.49,8.61,0.077,0.147,120,0.155,0.863,0.126,0.000,0.011,36744,14985,5,0.334,0.092,0.000,982,0.132,0.125,0.016,162.28,23613,28,3.35,0.905,0.002
590000,886,4.504,0.058,13.02,54478,37624,19,16818,4,1057,1619652.4,55483.7,0.088,0.248,0.288,0.180,0.195,2023,61.59,3.42,37.46,10.26,5.99,9.95,0.00,0.00,18.14,2.85,5.48,9.17,0.098,0.164,129,0.148,0.840,0.148,0.000,0.012,37661,15235,5,0.433,0.040,0.000,1222,0.207,0.116,0.013,162.46,23968,11,3.30,0.972,0.005
600000,879,4.490,0.072,12.98,56099,38008,21,18069,8,1041,1616942.6,60126.9,0.094,0.241,0.282,0.187,0.196,2007,61.62,2.85,39.39,9.19,4.27,8.91,0.00,0.00,17.96,2.57,3.93,8.22,0.070,0.145,149,0.122,0.878,0.113,0.000,0.009,36971,13779,5,0.354,0.044,0.000,1455,0.200,0.130,0.019,162.53,24661,20,3.33,0.939,0.003
610000,888,4.484,0.070,13.02,58930,36626,14,22273,8,1019,1612124.5,73860.3,0.084,0.250,0.296,0.181,0.189,1865,61.71,2.46,38.91,9.50,4.85,9.27,0.00,0.00,17.95,2.58,4.42,8.48,0.078,0.150,137,0.113,0.860,0.127,0.000,0.012,37496,13227,7,0.319,0.186,0.000,1589,0.191,0.125,0.016,162.36,24895,37,3.32,0.869,0.003
620000,822,4.611,0.068,12.37,59468,37559,8,21961,6,966,1623883.6,74069.2,0.083,0.253,0.291,0.183,0.190,2040,62.67,2.00,38.53,11.26,7.17,10.53,0.00,0.00,16.96,2.51,6.96,10.25,0.118,0.172,98,0.229,0.842,0.148,0.000,0.010,37780,16309,7,0.343,0.000,0.000,1607,0.167,0.139,0.025,161.83,24265,35,3.37,0.895,0.001
630000,870,4.595,0.062,12.46,61062,39712,24,21276,2,858,1624517.0,72790.1,0.054,0.262,0.292,0.196,0.195,2119,62.96,2.02,41.36,10.12,4.53,9.00,0.00,0.00,17.07,3.01,4.38,8.76,0.075,0.148,102,0.193,0.869,0.109,0.000,0.022,42652,21200,6,0.331,0.000,0.000,1723,0.191,0.126,0.018,161.30,23049,25,3.42,0.911,0.002
640000,855,4.581,0.070,12.62,55617,39447,14,16165,6,740,1628533.5,53698.3,0.068,0.266,0.297,0.188,0.180,2227,62.43,1.83,40.02,9.54,4.68,8.95,0.00,0.00,17.72,2.55,4.65,8.92,0.078,0.149,117,0.207,0.850,0.135,0.000,0.015,37177,16460,5,0.230,0.067,0.000,2050,0.169,0.133,0.021,162.20,21892,8,3.32,0.976,0.002
650000,855,4.542,0.073,12.62,57288,39415,11,17858,4,798,1621596.8,59568.6,0.078,0.262,0.302,0.181,0.178,2088,62.60,1.87,39.52,9.82,5.01,9.19,0.00,0.00,18.08,3.02,4.94,9.10,0.083,0.153,109,0.219,0.857,0.129,0.000,0.014,38750,16414,6,0.230,0.000,0.000,985,0.147,0.137,0.021,162.12,23195,13,3.34,0.965,0.007
660000,856,4.592,0.070,12.52,57708,38550,23,19132,2,752,1615166.1,64890.6,0.075,0.264,0.301,0.182,0.178,2154,61.99,2.43,39.20,10.11,5.49,9.34,0.00,0.00,17.30,2.76,5.41,9.26,0.091,0.156,121,0.232,0.857,0.134,0.000,0.008,36542,14719,5,0.237,0.000,0.000,914,0.164,0.129,0.018,161.41,22334,22,3.39,0.934,0.005
