step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_eaten,deaths_body,escapes,plant_intake,meat_intake,stay,n,s,e,w,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,attack_mean,attack_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,gain_mean,kills_young_share,meat_majority
110000,850,4.288,0.063,10.25,55389,41173,19,14154,4,618,1609317.2,52029.2,0.001,0.206,0.218,0.297,0.278,2687,62.15,5.43,32.50,9.22,5.03,8.65,0.25,0.55,24.38,3.45,4.50,7.76,0.079,0.135,123,0.248,0.844,0.144,0.000,0.013,35738,14749,5,0.279,0.074,0.195,1373634,0.104,0.120,0.015,161.68,19434,15,3.68,0.950,0.000
120000,810,4.482,0.057,11.11,53516,39032,25,14493,6,630,1612526.5,50182.9,0.000,0.241,0.237,0.269,0.252,2511,63.04,2.61,29.26,9.82,8.48,9.86,0.38,0.93,24.92,2.95,7.63,8.87,0.132,0.154,108,0.422,0.768,0.222,0.000,0.010,36192,14625,6,0.425,0.015,0.210,1806751,0.109,0.114,0.012,162.09,19955,7,3.46,0.977,0.001
130000,787,4.581,0.060,11.24,52595,36490,52,16072,4,855,1608761.2,55900.8,0.001,0.260,0.257,0.248,0.234,2147,63.76,1.29,28.99,10.38,9.10,9.93,0.49,1.47,25.18,2.76,8.19,8.94,0.142,0.155,100,0.454,0.766,0.225,0.000,0.009,38022,18182,6,0.455,0.000,0.225,1801369,0.114,0.118,0.014,161.83,22736,5,3.48,0.990,0.000
140000,795,4.635,0.064,11.59,51549,34868,35,16632,6,1003,1616464.1,58529.2,0.001,0.248,0.250,0.264,0.238,2021,63.86,0.65,28.35,10.26,9.72,9.99,0.58,1.45,25.21,2.94,8.75,8.98,0.152,0.156,100,0.482,0.750,0.242,0.000,0.009,35741,14481,6,0.400,0.298,0.302,1879028,0.119,0.120,0.014,162.16,22659,6,3.52,0.988,0.000
150000,817,4.488,0.068,11.44,47269,32331,21,14893,2,993,1616479.8,52573.0,0.001,0.234,0.255,0.266,0.245,2181,63.83,1.01,28.35,10.39,9.80,9.99,0.62,1.29,25.07,2.84,8.82,8.99,0.153,0.156,94,0.488,0.741,0.250,0.000,0.010,30008,8761,6,0.273,0.382,0.261,2016746,0.127,0.123,0.015,162.56,20388,7,3.53,0.987,0.000
160000,826,4.607,0.065,11.56,46185,31950,30,14192,4,996,1615870.9,50063.3,0.001,0.227,0.226,0.283,0.264,2268,63.96,0.54,29.46,9.97,8.41,9.98,0.63,1.36,25.46,2.52,7.48,8.86,0.131,0.156,87,0.413,0.783,0.203,0.001,0.012,29154,8291,7,0.231,0.121,0.300,2241736,0.145,0.116,0.010,162.59,19574,7,3.53,0.985,0.002
170000,793,4.619,0.070,11.74,52666,35075,30,17587,7,1117,1616221.2,67238.2,0.001,0.199,0.184,0.322,0.294,2430,63.79,1.31,27.98,9.80,9.74,9.97,0.75,1.38,25.32,2.21,8.77,8.97,0.152,0.156,75,0.484,0.764,0.228,0.000,0.008,32688,16612,5,0.485,0.005,0.298,2493894,0.131,0.125,0.016,162.33,20191,24,3.82,0.912,0.000
180000,813,4.577,0.068,11.70,48432,32613,57,15728,14,1179,1619132.5,55997.3,0.001,0.197,0.186,0.314,0.302,2186,63.64,1.83,30.24,9.44,7.39,9.53,0.86,1.34,25.15,2.60,6.66,8.56,0.116,0.149,103,0.362,0.793,0.196,0.000,0.011,29770,13077,7,0.363,0.000,0.363,2735055,0.157,0.118,0.013,162.62,19394,11,3.56,0.970,0.002
190000,815,4.664,0.070,11.54,51946,33992,52,17882,18,1217,1617646.9,67280.6,0.001,0.194,0.184,0.323,0.298,2159,63.54,1.98,32.92,9.44,5.57,8.99,0.81,1.70,24.25,3.42,5.00,8.08,0.087,0.140,124,0.252,0.827,0.153,0.000,0.020,31892,13117,5,0.281,0.308,0.356,2860744,0.135,0.126,0.019,162.39,21577,22,3.76,0.941,0.002
200000,828,4.411,0.068,11.53,48833,34008,91,14696,25,963,1619339.5,51584.1,0.001,0.186,0.176,0.336,0.300,2250,63.04,3.14,30.51,9.56,7.14,9.55,1.02,1.77,24.36,3.27,6.42,8.58,0.112,0.149,127,0.353,0.801,0.193,0.000,0.006,29857,12360,7,0.356,0.007,0.386,2736174,0.137,0.123,0.016,162.52,19485,9,3.51,0.977,0.000
210000,803,4.684,0.061,11.76,46858,31935,96,14835,17,881,1620183.5,51939.6,0.001,0.191,0.177,0.329,0.302,2184,63.20,2.86,28.39,9.95,9.26,9.96,0.77,1.33,24.78,3.12,8.32,8.95,0.145,0.156,98,0.457,0.762,0.229,0.000,0.009,29362,12101,7,0.462,0.014,0.334,2931317,0.159,0.115,0.013,162.62,19899,9,3.50,0.981,0.000
220000,830,4.628,0.062,11.71,48093,32202,122,15731,11,1147,1621650.1,55047.4,0.001,0.205,0.182,0.316,0.296,2177,63.42,2.20,28.43,9.96,9.38,9.93,0.75,1.35,24.86,2.87,8.44,8.92,0.147,0.155,104,0.461,0.722,0.258,0.000,0.020,32319,13661,7,0.466,0.000,0.282,2477772,0.158,0.119,0.014,162.55,21024,8,3.50,0.987,0.002
230000,813,4.637,0.064,11.83,47548,31919,83,15547,16,956,1620344.8,55218.6,0.001,0.195,0.184,0.322,0.299,2208,63.31,3.69,28.78,9.74,8.59,9.90,1.10,1.54,24.84,2.91,7.73,8.91,0.134,0.155,100,0.429,0.756,0.231,0.000,0.012,30442,12080,5,0.429,0.048,0.402,3101939,0.153,0.116,0.013,162.66,20764,10,3.55,0.980,0.001
240000,817,4.581,0.064,11.63,48315,32980,58,15269,4,982,1620120.0,53257.6,0.001,0.201,0.186,0.317,0.296,2160,63.32,2.51,28.92,9.92,8.73,9.94,0.92,1.43,24.75,3.31,7.82,8.91,0.136,0.155,106,0.430,0.774,0.211,0.000,0.016,30503,13124,6,0.435,0.017,0.346,3166248,0.159,0.119,0.013,162.65,20170,6,3.49,0.990,0.000
250000,817,4.459,0.056,11.93,51657,34029,44,17579,5,1299,1617327.4,65624.1,0.001,0.214,0.205,0.299,0.281,1861,63.93,0.70,28.76,9.88,8.98,9.94,0.94,1.79,25.25,2.37,8.08,8.95,0.140,0.155,123,0.448,0.777,0.212,0.000,0.011,34300,15266,5,0.448,0.109,0.333,2736693,0.156,0.110,0.012,162.34,22024,20,3.73,0.956,0.001
260000,848,4.390,0.058,11.47,54616,38431,20,16131,3,1046,1611903.9,58986.0,0.003,0.211,0.204,0.289,0.294,2007,63.27,3.73,34.29,7.39,0.13,1.64,1.98,2.71,26.86,6.50,0.10,1.18,0.002,0.026,333,0.067,0.978,0.006,0.001,0.015,39344,21533,6,0.320,0.079,0.578,2822798,0.163,0.122,0.016,161.98,23355,16,3.66,0.952,0.001
270000,847,4.299,0.071,10.28,86502,46543,27,38734,1199,1161,1549328.6,111815.1,0.004,0.142,0.189,0.269,0.396,1628,61.89,5.06,35.42,11.12,3.22,7.34,0.94,2.38,22.31,6.38,2.43,5.60,0.055,0.125,216,0.115,0.911,0.068,0.000,0.020,54428,26311,8,0.223,0.068,0.249,2141093,0.165,0.142,0.024,155.84,32737,46,2.89,0.752,0.018
280000,907,4.312,0.069,10.56,61391,45526,55,15709,41,368,1597623.2,57027.6,0.004,0.192,0.192,0.297,0.315,2248,57.94,15.25,35.18,13.94,1.21,4.72,0.45,1.90,21.11,4.70,1.14,4.58,0.019,0.074,198,0.088,0.940,0.041,0.000,0.019,40433,19711,7,0.409,0.121,0.209,1950009,0.146,0.137,0.023,159.92,22902,24,3.63,0.866,0.015
290000,1144,3.660,0.053,9.75,99377,49232,42,46141,3725,622,1601767.5,88225.9,0.004,0.179,0.182,0.344,0.292,1653,47.67,25.52,28.67,18.28,1.88,5.73,0.24,1.30,16.87,8.31,1.87,5.70,0.029,0.090,219,0.104,0.893,0.083,0.000,0.024,61643,32710,10,0.228,0.003,0.101,1955677,0.113,0.115,0.015,161.34,34151,49,1.91,0.707,0.010
300000,1050,3.765,0.062,10.04,96593,49859,38,42628,4162,405,1589004.0,78317.7,0.005,0.205,0.160,0.357,0.273,1727,49.71,23.86,29.88,17.37,1.74,5.55,0.34,1.40,17.75,8.04,1.72,5.50,0.027,0.087,226,0.081,0.894,0.077,0.000,0.029,61075,30866,9,0.209,0.144,0.132,1090851,0.136,0.124,0.019,161.62,34558,66,1.84,0.659,0.017
310000,992,3.944,0.069,9.80,100778,45967,44,50986,3839,446,1612716.4,92845.8,0.009,0.144,0.146,0.404,0.297,1660,53.48,20.30,32.67,14.90,2.05,5.92,0.34,1.13,18.41,6.46,2.01,5.75,0.033,0.094,218,0.074,0.884,0.096,0.000,0.020,61676,32503,7,0.309,0.138,0.169,1398066,0.144,0.132,0.021,162.15,34744,51,1.82,0.707,0.013
320000,919,4.156,0.066,10.32,79022,43181,31,34636,1247,424,1616767.8,78036.2,0.011,0.153,0.144,0.372,0.320,2188,56.94,18.21,35.49,12.94,1.35,4.97,0.15,0.81,19.95,6.71,1.26,4.68,0.022,0.083,174,0.134,0.927,0.052,0.000,0.021,50863,24697,9,0.227,0.024,0.102,1092865,0.101,0.126,0.018,161.94,26903,50,2.25,0.713,0.001
330000,855,4.414,0.067,10.56,69804,42049,50,26933,836,512,1620010.5,64366.7,0.007,0.159,0.165,0.323,0.345,2089,61.65,9.41,38.71,8.47,2.00,5.61,0.43,1.38,20.52,4.34,1.95,5.48,0.032,0.088,186,0.081,0.868,0.110,0.000,0.022,44779,21365,8,0.191,0.136,0.202,1124625,0.115,0.136,0.024,161.38,25922,51,2.39,0.722,0.015
340000,850,4.520,0.058,10.74,49173,37283,92,11771,32,158,1626711.4,39937.6,0.007,0.159,0.167,0.345,0.322,2470,62.70,5.35,39.63,5.92,1.18,4.56,0.51,1.28,21.37,4.35,1.15,4.49,0.019,0.072,164,0.096,0.939,0.044,0.000,0.018,32553,10071,8,0.196,0.088,0.259,1986874,0.129,0.123,0.017,162.05,18957,24,3.39,0.871,0.006
350000,860,4.309,0.051,10.67,49669,37928,95,11617,19,150,1627414.4,40550.6,0.009,0.174,0.182,0.331,0.303,2653,62.41,4.34,39.77,5.17,1.47,5.04,0.46,1.38,20.71,3.62,1.47,5.04,0.023,0.079,152,0.124,0.929,0.053,0.000,0.017,33505,10910,9,0.244,0.000,0.193,2143764,0.138,0.111,0.013,161.96,18762,21,3.49,0.886,0.006
360000,835,4.462,0.061,10.77,48251,37198,100,10967,11,157,1627199.0,38191.3,0.006,0.161,0.168,0.345,0.320,2784,62.64,2.50,39.44,4.97,1.58,5.34,0.42,0.99,21.19,3.75,1.58,5.34,0.025,0.083,158,0.126,0.938,0.050,0.000,0.012,33328,10271,8,0.175,0.000,0.199,1399644,0.148,0.127,0.019,162.30,18183,21,3.48,0.879,0.008
370000,868,4.485,0.057,11.21,53234,37889,39,15251,22,269,1616799.6,59153.4,0.006,0.172,0.172,0.334,0.316,2460,61.53,8.67,38.83,8.20,1.60,5.34,0.79,2.16,20.31,4.12,1.56,5.22,0.026,0.091,190,0.122,0.911,0.061,0.000,0.028,35439,11255,7,0.316,0.147,0.332,2192375,0.151,0.121,0.017,161.77,20168,40,3.88,0.829,0.003
380000,870,4.456,0.055,11.44,46584,36214,81,10270,17,151,1625687.0,35496.5,0.005,0.175,0.171,0.332,0.317,2607,62.50,4.90,39.32,6.74,1.01,4.36,1.32,2.59,20.85,3.74,0.98,4.29,0.016,0.068,155,0.172,0.952,0.036,0.000,0.013,31739,9189,7,0.275,0.078,0.399,2565541,0.187,0.113,0.011,162.63,17984,21,3.46,0.884,0.006
390000,1031,3.952,0.057,12.80,56653,37511,98,18349,534,289,1618282.1,47417.3,0.007,0.173,0.169,0.341,0.310,1755,52.75,21.60,31.86,16.27,1.47,5.12,0.90,1.61,18.52,6.61,1.37,5.03,0.030,0.112,241,0.118,0.901,0.060,0.000,0.039,36486,12180,8,0.277,0.042,0.316,3032783,0.199,0.116,0.013,162.59,24008,40,2.58,0.766,0.016
400000,986,3.961,0.066,11.48,102116,43690,27,56031,2413,853,1611223.9,104430.8,0.009,0.179,0.173,0.341,0.299,996,54.25,20.06,32.37,15.64,2.29,6.37,0.94,1.90,18.65,6.06,2.22,6.24,0.037,0.101,202,0.132,0.876,0.091,0.000,0.032,62292,23241,9,0.254,0.018,0.301,2624630,0.205,0.125,0.016,162.49,43687,41,1.86,0.735,0.019
410000,1086,3.780,0.056,12.13,105220,45037,47,57262,2774,651,1613728.5,102275.7,0.003,0.211,0.186,0.312,0.287,998,47.37,25.08,27.67,18.12,2.49,6.54,0.60,1.44,16.62,6.93,2.45,6.51,0.040,0.104,228,0.116,0.873,0.099,0.000,0.029,64735,25184,8,0.191,0.290,0.196,2675301,0.214,0.114,0.013,162.53,44322,42,1.79,0.721,0.028
420000,955,4.053,0.067,12.90,108274,43634,62,61803,2906,732,1604841.2,120857.4,0.005,0.220,0.193,0.299,0.283,919,55.03,19.86,33.83,15.99,2.21,6.42,1.12,2.04,17.88,5.36,2.12,6.28,0.037,0.109,193,0.199,0.896,0.083,0.000,0.021,68311,29090,5,0.247,0.244,0.366,2674686,0.204,0.134,0.022,161.27,47560,41,1.96,0.740,0.024
430000,1008,3.897,0.077,12.51,98376,44060,64,51467,2732,751,1608365.8,104475.1,0.010,0.208,0.203,0.296,0.283,885,49.10,23.95,27.85,18.73,3.48,7.77,0.66,1.59,17.11,7.48,3.46,7.74,0.054,0.122,237,0.159,0.852,0.124,0.000,0.024,59930,25954,6,0.181,0.283,0.216,2743281,0.198,0.148,0.028,161.39,44404,39,2.03,0.742,0.027
440000,1152,3.593,0.060,12.37,112375,46817,32,60074,5308,572,1613823.1,117967.7,0.009,0.186,0.210,0.328,0.267,977,45.26,25.82,26.31,19.93,1.57,5.53,0.95,1.77,16.43,7.10,1.53,5.36,0.024,0.086,246,0.155,0.898,0.072,0.000,0.030,64247,28324,6,0.247,0.282,0.310,2966524,0.210,0.112,0.012,161.63,46550,45,1.96,0.734,0.024
450000,1065,3.831,0.064,11.74,116507,46073,21,65098,5402,751,1617024.6,122420.1,0.004,0.190,0.221,0.329,0.257,948,49.61,23.99,29.70,18.74,2.17,6.29,0.85,1.66,16.89,6.70,2.04,5.94,0.036,0.107,233,0.178,0.870,0.103,0.000,0.026,65405,29339,6,0.266,0.000,0.274,3047670,0.222,0.124,0.017,161.80,48034,44,1.88,0.728,0.043
460000,1150,3.385,0.066,11.53,117749,47105,28,64785,5746,636,1619141.0,120157.2,0.005,0.188,0.225,0.320,0.262,1089,43.25,26.24,24.34,20.08,2.16,6.49,0.65,1.68,16.10,7.04,2.04,6.12,0.034,0.103,256,0.172,0.879,0.089,0.000,0.032,68938,33104,6,0.207,0.206,0.197,2726541,0.220,0.128,0.020,161.85,43792,45,1.85,0.723,0.044
470000,1111,3.645,0.066,11.45,130345,46313,26,77193,6852,606,1616064.2,135887.5,0.004,0.176,0.206,0.342,0.271,1068,46.01,25.61,26.40,19.43,2.73,6.99,0.76,1.61,16.11,6.65,2.72,6.99,0.044,0.113,203,0.172,0.869,0.107,0.000,0.023,77388,38602,6,0.254,0.095,0.245,2405651,0.229,0.129,0.020,161.91,49551,41,1.76,0.740,0.042
480000,1064,3.861,0.061,11.59,111338,41600,34,63634,6117,544,1616581.8,112192.5,0.004,0.185,0.213,0.331,0.268,1234,49.13,24.97,29.89,18.57,1.77,5.76,0.98,1.84,16.48,7.08,1.76,5.73,0.028,0.090,173,0.185,0.901,0.086,0.000,0.012,62841,31040,5,0.271,0.039,0.284,3018261,0.233,0.121,0.015,161.93,43123,48,1.76,0.709,0.016
490000,1027,3.902,0.059,11.60,79317,39097,108,36897,3252,336,1624057.2,72678.9,0.004,0.208,0.237,0.295,0.255,1462,51.72,23.34,32.00,17.61,1.65,5.63,0.84,1.50,17.23,6.52,1.64,5.61,0.026,0.088,197,0.187,0.919,0.064,0.000,0.017,47814,23855,5,0.300,0.014,0.267,2854596,0.240,0.124,0.017,162.16,31227,56,1.97,0.702,0.015
500000,1170,3.534,0.052,11.60,95731,43825,62,47818,3883,633,1612842.0,88416.7,0.017,0.195,0.224,0.302,0.262,1119,44.40,27.58,27.14,20.02,1.65,5.77,0.42,1.17,15.19,7.95,1.52,5.36,0.029,0.102,199,0.189,0.903,0.068,0.000,0.029,59758,29488,4,0.227,0.524,0.233,2834246,0.207,0.118,0.016,161.65,38540,58,1.85,0.682,0.015
510000,1200,3.513,0.049,11.88,102871,41915,103,56953,3870,877,1611610.5,99434.1,0.006,0.192,0.211,0.308,0.283,1252,43.80,26.92,25.94,20.01,1.27,5.18,0.34,0.94,16.26,7.68,1.15,4.63,0.020,0.084,219,0.191,0.933,0.048,0.000,0.019,62102,34215,6,0.256,0.199,0.267,3317299,0.126,0.109,0.011,162.03,40448,52,1.75,0.690,0.020
520000,1191,3.503,0.046,11.92,90792,40736,113,45650,4302,371,1614415.5,83101.4,0.005,0.169,0.217,0.335,0.273,1455,43.55,27.58,25.74,19.89,2.31,6.65,0.30,0.72,15.19,7.57,2.22,6.38,0.037,0.108,170,0.204,0.877,0.091,0.000,0.033,57158,27609,6,0.273,0.181,0.255,3088514,0.122,0.114,0.014,162.32,35450,61,1.82,0.676,0.042
530000,1177,3.555,0.046,12.28,71328,38718,190,29685,2749,250,1614296.0,63081.2,0.004,0.177,0.222,0.320,0.277,1524,44.91,27.36,27.46,19.62,1.34,5.13,0.40,0.76,15.71,7.65,1.34,5.13,0.021,0.080,159,0.235,0.933,0.053,0.000,0.014,48394,23574,5,0.340,0.240,0.318,3110094,0.128,0.113,0.015,162.21,29450,53,2.13,0.737,0.011
540000,1014,3.955,0.049,12.43,69876,35863,246,31054,2876,254,1625333.5,61716.2,0.004,0.173,0.203,0.338,0.283,1597,52.41,23.07,32.18,17.12,2.05,6.44,0.49,1.04,17.69,6.67,1.83,5.79,0.034,0.112,136,0.256,0.901,0.075,0.000,0.024,43671,19287,5,0.360,0.055,0.350,3503081,0.136,0.113,0.015,162.67,27843,57,1.99,0.710,0.027
550000,881,4.530,0.058,12.91,67159,39614,171,26268,1239,821,1618817.9,67099.0,0.006,0.174,0.205,0.318,0.297,1692,61.94,10.02,39.10,9.01,1.03,4.57,0.87,2.00,20.93,5.11,0.98,4.39,0.016,0.073,173,0.261,0.952,0.035,0.000,0.012,43260,18968,4,0.440,0.036,0.435,3011409,0.131,0.113,0.012,161.99,28207,52,2.55,0.708,0.007
560000,973,4.119,0.059,13.08,63918,37778,134,25052,862,509,1621600.1,62211.3,0.009,0.150,0.141,0.367,0.333,1529,55.18,18.90,33.48,15.67,1.52,4.97,0.66,1.99,19.52,6.90,1.48,4.82,0.026,0.084,231,0.185,0.909,0.064,0.000,0.028,40618,19132,4,0.447,0.041,0.318,3457306,0.129,0.120,0.016,162.26,28677,59,2.48,0.682,0.015
570000,912,4.322,0.057,12.98,71161,40325,104,29374,1419,408,1620396.0,68272.0,0.010,0.174,0.173,0.310,0.332,1523,59.95,13.96,37.29,11.83,1.21,4.69,0.73,1.87,20.72,5.47,1.21,4.69,0.020,0.080,199,0.249,0.921,0.053,0.000,0.026,43300,18494,5,0.328,0.110,0.390,3419656,0.135,0.114,0.012,162.30,31490,49,2.32,0.719,0.010
580000,942,4.078,0.070,12.23,94761,49200,91,41705,3735,864,1604818.4,79742.4,0.114,0.135,0.160,0.290,0.301,1339,56.32,17.64,32.51,14.17,1.79,5.36,0.30,0.73,21.70,8.40,1.78,5.35,0.029,0.084,201,0.207,0.910,0.076,0.000,0.014,64705,35461,5,0.469,0.081,0.252,2758285,0.125,0.131,0.020,161.94,40456,70,1.91,0.639,0.008
590000,1179,3.484,0.056,13.45,67426,36282,133,29591,1183,368,1619444.4,66575.5,0.007,0.152,0.178,0.333,0.330,1760,43.69,26.43,25.42,20.04,1.58,5.51,0.30,1.03,16.39,6.76,1.56,5.50,0.025,0.086,202,0.157,0.910,0.064,0.000,0.026,40561,16005,5,0.225,0.435,0.212,2832483,0.115,0.115,0.014,162.34,29117,52,2.25,0.699,0.022
600000,1204,3.478,0.051,11.81,102957,40243,79,60552,2058,576,1621302.5,100050.7,0.035,0.161,0.220,0.301,0.282,1276,43.36,27.39,25.77,19.95,1.72,5.73,0.37,2.00,15.51,8.03,1.67,5.59,0.028,0.094,214,0.151,0.902,0.069,0.001,0.028,67955,30235,6,0.351,0.045,0.154,2175856,0.127,0.111,0.014,162.23,42194,48,1.65,0.685,0.035
610000,1079,3.741,0.049,12.17,91554,38491,89,51216,1883,464,1620253.4,88191.6,0.026,0.165,0.205,0.314,0.290,1453,48.31,25.64,29.47,18.83,2.00,6.44,0.45,1.09,16.39,7.19,1.85,5.91,0.032,0.107,175,0.131,0.896,0.079,0.000,0.025,59221,27916,6,0.273,0.001,0.267,2493985,0.136,0.109,0.012,162.34,37269,50,1.72,0.696,0.022
620000,1013,3.990,0.055,12.15,105617,38710,109,64817,2047,591,1619837.6,106641.9,0.024,0.177,0.220,0.303,0.276,1362,52.09,23.11,31.76,17.22,2.49,6.72,0.41,1.15,17.43,6.47,2.44,6.58,0.039,0.105,179,0.141,0.883,0.102,0.000,0.016,64986,28919,5,0.248,0.082,0.274,2556381,0.137,0.115,0.013,162.42,41426,49,1.65,0.702,0.026
630000,902,4.224,0.055,12.67,91913,39751,83,50781,1409,442,1613928.2,92359.9,0.022,0.176,0.199,0.302,0.301,1533,58.43,16.92,37.25,13.19,1.40,5.19,0.46,1.21,19.31,5.94,1.34,4.99,0.022,0.081,163,0.195,0.915,0.065,0.000,0.020,61045,27961,7,0.284,0.008,0.285,2458901,0.136,0.122,0.017,161.83,36340,46,1.82,0.706,0.011
640000,945,4.114,0.046,12.59,73066,38786,127,33172,938,250,1611377.8,67951.5,0.014,0.186,0.204,0.292,0.305,1745,55.73,20.09,34.98,15.13,2.48,6.74,0.40,1.02,17.88,6.04,2.45,6.69,0.039,0.105,168,0.143,0.881,0.099,0.000,0.019,48422,22160,6,0.278,0.044,0.255,2049600,0.136,0.109,0.011,161.72,29974,45,2.05,0.732,0.012
650000,1029,3.895,0.049,12.37,85258,38817,174,45292,891,304,1620932.5,83477.0,0.011,0.187,0.202,0.317,0.283,1566,51.32,23.55,31.59,17.60,2.04,6.16,0.31,0.93,17.37,6.59,2.03,6.13,0.032,0.097,175,0.157,0.881,0.092,0.000,0.026,52880,22145,7,0.255,0.026,0.224,2224432,0.135,0.112,0.014,162.28,34264,41,1.84,0.734,0.025
660000,982,4.048,0.060,12.30,83044,35129,173,46801,988,393,1620161.6,83818.4,0.009,0.163,0.186,0.342,0.300,1619,53.13,21.87,32.66,16.85,1.94,6.04,0.39,1.12,18.13,6.05,1.89,5.87,0.030,0.094,175,0.133,0.887,0.093,0.000,0.020,49054,22255,5,0.301,0.106,0.287,2857476,0.120,0.116,0.013,162.49,33650,43,1.79,0.738,0.021
