step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_eaten,deaths_body,escapes,plant_intake,meat_intake,stay,n,s,e,w,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,attack_mean,attack_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,gain_mean,kills_young_share,meat_majority
630000,834,4.592,0.060,18.05,54973,39080,196,15682,0,739,1647390.9,82640.4,0.005,0.180,0.281,0.246,0.288,1765,63.98,0.43,44.05,6.73,2.33,6.94,0.68,1.05,16.92,2.46,2.31,6.87,0.036,0.108,90,0.265,0.920,0.072,0.000,0.008,36807,18104,3,0.558,0.131,0.502,4107738,0.131,0.121,0.016,162.87,25777,13,5.27,0.938,0.008
640000,852,4.704,0.065,17.80,54692,39229,115,15330,0,790,1644197.2,81318.7,0.004,0.180,0.274,0.246,0.296,1805,64.00,0.00,43.96,6.77,2.27,6.87,0.74,1.29,17.04,3.10,2.23,6.74,0.035,0.107,107,0.216,0.914,0.074,0.000,0.012,36045,17512,3,0.558,0.177,0.462,4161504,0.129,0.112,0.011,162.85,25978,13,5.30,0.938,0.025
650000,1435,4.511,0.079,14.44,62072,41132,108,20249,0,1293,1643730.6,151393.3,0.004,0.175,0.274,0.247,0.300,1663,63.98,0.33,32.62,15.15,17.51,11.21,0.10,0.45,13.76,7.15,16.88,10.61,0.274,0.175,185,0.647,0.431,0.328,0.001,0.240,42099,22162,3,0.885,0.022,0.066,3970364,0.132,0.174,0.041,162.82,28241,25,7.48,0.921,0.292
660000,1779,2.863,0.044,15.40,73193,53827,9,18689,324,962,1608197.6,86743.3,0.007,0.181,0.278,0.236,0.298,1444,31.99,28.96,16.24,18.21,2.06,5.90,0.94,2.89,12.76,9.88,1.91,5.49,0.033,0.093,418,0.133,0.891,0.067,0.001,0.041,48114,21986,4,0.535,0.078,0.187,4045598,0.187,0.098,0.008,161.95,35567,48,4.64,0.703,0.053
670000,824,4.607,0.056,18.00,78086,54544,47,24341,109,983,1616217.1,179268.1,0.002,0.229,0.264,0.232,0.273,1563,64.00,0.00,41.42,6.04,1.45,4.97,0.86,2.08,20.27,4.92,1.44,4.95,0.023,0.078,195,0.142,0.947,0.042,0.000,0.011,53271,26750,4,0.619,0.186,0.302,3224900,0.187,0.115,0.013,162.20,33212,38,7.36,0.825,0.015
680000,869,4.293,0.059,17.60,72507,50314,24,22124,0,881,1629034.8,172114.5,0.001,0.198,0.290,0.226,0.285,1661,64.00,0.00,40.86,8.42,3.08,7.72,0.59,1.45,19.47,5.37,3.04,7.69,0.048,0.121,162,0.128,0.923,0.068,0.000,0.009,49162,22601,10,0.163,0.000,0.229,2087689,0.178,0.117,0.014,162.13,31038,27,7.78,0.892,0.041
690000,868,4.474,0.054,17.84,61047,48520,29,12499,0,354,1631815.8,87823.1,0.001,0.197,0.266,0.237,0.299,1699,64.00,0.10,42.82,6.89,1.64,6.14,0.90,2.44,18.64,4.10,1.42,5.29,0.026,0.096,194,0.056,0.947,0.040,0.000,0.013,41194,15975,7,0.311,0.171,0.310,2494269,0.174,0.111,0.013,162.50,29410,24,7.03,0.872,0.022
700000,846,4.486,0.054,18.62,61445,49363,49,12055,0,321,1625923.9,101148.2,0.001,0.178,0.268,0.252,0.301,1669,63.97,0.37,32.30,12.65,0.40,1.23,2.66,4.57,28.61,11.42,0.29,0.77,0.006,0.019,322,0.061,0.943,0.040,0.000,0.017,43380,17613,9,0.228,0.288,0.460,2722831,0.195,0.107,0.011,162.65,28808,30,8.39,0.892,0.000
710000,894,4.332,0.052,19.27,67968,58235,19,9666,0,668,1620250.6,90130.3,0.002,0.186,0.306,0.217,0.290,1414,63.99,0.21,29.06,9.90,0.69,2.96,2.34,4.44,31.90,10.43,0.57,2.34,0.011,0.046,384,0.063,0.963,0.017,0.000,0.020,44827,20548,4,0.718,0.116,0.586,4418647,0.210,0.100,0.007,162.54,34948,37,9.32,0.857,0.012
720000,865,4.533,0.057,19.11,70249,61051,9,9218,0,714,1620556.8,93943.0,0.003,0.192,0.318,0.203,0.283,1257,63.63,1.25,33.21,9.44,0.09,0.45,2.29,4.18,28.05,9.15,0.08,0.42,0.001,0.007,374,0.045,0.978,0.013,0.000,0.009,45570,17882,6,0.299,0.415,0.539,4668816,0.216,0.104,0.008,162.78,38045,45,10.19,0.827,0.000
730000,880,4.323,0.055,18.92,67769,60486,6,7262,0,249,1623309.8,65443.9,0.003,0.188,0.307,0.214,0.288,1183,63.83,0.81,34.10,12.24,0.03,0.48,2.78,5.03,26.92,10.33,0.02,0.33,0.000,0.007,343,0.120,0.982,0.000,0.000,0.018,42359,14513,7,0.355,0.202,0.427,5266812,0.234,0.106,0.009,162.59,37938,37,9.01,0.835,0.000
740000,839,4.513,0.060,17.91,81476,57026,4,24371,116,966,1602600.0,167665.6,0.009,0.214,0.312,0.211,0.254,1324,64.00,0.06,42.63,6.72,2.17,6.54,0.17,1.38,19.03,3.34,2.13,6.43,0.034,0.102,125,0.147,0.920,0.067,0.000,0.013,57693,28591,9,0.176,0.052,0.045,1326143,0.227,0.119,0.015,161.68,38472,32,6.88,0.846,0.014
750000,854,4.561,0.061,17.11,61131,48872,19,12225,0,387,1608701.2,81144.9,0.001,0.233,0.300,0.204,0.261,1738,64.00,0.03,43.10,6.39,1.96,6.24,0.22,1.35,18.71,3.17,1.94,6.23,0.031,0.097,132,0.133,0.936,0.048,0.000,0.016,41713,18088,6,0.355,0.000,0.071,969223,0.192,0.120,0.015,162.19,29308,23,6.64,0.881,0.021
760000,832,4.592,0.057,16.94,60248,49569,17,10684,0,270,1601995.4,63295.4,0.001,0.232,0.285,0.216,0.267,1905,64.00,0.00,41.57,6.80,1.56,5.70,0.48,2.56,20.38,5.07,1.53,5.57,0.024,0.089,167,0.173,0.925,0.052,0.000,0.023,42100,19415,8,0.325,0.008,0.124,1037768,0.198,0.111,0.011,162.06,27665,18,5.92,0.910,0.010
770000,843,4.613,0.062,16.55,60177,50403,16,9747,0,243,1606151.5,58333.5,0.001,0.233,0.291,0.204,0.271,1931,64.00,0.05,42.48,6.58,2.33,6.82,0.34,1.47,18.84,3.17,2.28,6.65,0.036,0.107,113,0.149,0.931,0.057,0.000,0.012,41029,18312,7,0.362,0.004,0.135,936560,0.190,0.118,0.014,162.24,27984,18,5.98,0.908,0.015
780000,876,4.411,0.058,17.25,54459,46341,37,8048,0,208,1613336.2,56792.5,0.000,0.240,0.293,0.208,0.259,2076,63.99,0.24,43.63,4.89,0.94,4.38,0.31,1.43,19.12,2.88,0.92,4.33,0.015,0.068,128,0.213,0.963,0.030,0.000,0.007,34671,15754,5,0.303,0.000,0.107,1031800,0.212,0.108,0.011,162.72,25185,26,7.06,0.862,0.009
790000,846,4.576,0.061,17.46,52974,44095,49,8860,0,223,1610252.2,57120.7,0.000,0.228,0.298,0.216,0.257,2068,63.99,0.24,42.69,6.30,1.88,6.23,0.23,1.85,19.18,2.64,1.79,5.94,0.029,0.097,105,0.320,0.940,0.052,0.000,0.008,34737,13264,5,0.483,0.000,0.054,723082,0.210,0.115,0.012,162.84,24853,22,6.45,0.887,0.014
800000,867,4.484,0.062,17.44,52890,47428,56,5385,0,126,1612851.8,34110.9,0.000,0.227,0.298,0.211,0.263,1914,63.98,0.35,40.80,6.29,0.09,0.81,0.86,2.89,22.24,5.57,0.06,0.49,0.001,0.013,224,0.126,0.984,0.002,0.000,0.014,34022,12600,4,0.331,0.022,0.294,1498553,0.180,0.109,0.009,162.78,26186,21,6.33,0.882,0.001
810000,823,4.604,0.066,17.01,61261,55549,10,5746,0,256,1622511.8,49160.2,0.001,0.246,0.297,0.197,0.260,1793,63.99,0.20,41.15,7.06,0.03,0.28,1.04,3.93,21.78,5.47,0.02,0.22,0.000,0.004,183,0.227,0.991,0.002,0.000,0.006,37705,17469,4,0.392,0.087,0.210,2297113,0.212,0.122,0.014,162.34,29306,32,8.56,0.864,0.000
820000,860,4.589,0.063,17.12,56478,56235,3,203,0,7,1622397.9,2179.5,0.001,0.241,0.292,0.195,0.271,1893,63.97,0.74,35.88,9.88,0.32,1.53,1.73,4.41,26.03,8.45,0.20,0.67,0.005,0.024,248,0.088,0.969,0.016,0.000,0.015,34613,14666,3,0.467,0.091,0.280,1460330,0.212,0.111,0.010,162.75,27696,56,10.74,0.808,0.000
830000,864,4.426,0.060,17.86,62780,58494,5,4242,35,222,1623300.6,32618.8,0.003,0.233,0.286,0.199,0.280,1678,64.00,0.00,33.79,10.78,0.47,1.74,3.60,5.64,26.15,8.52,0.33,1.14,0.007,0.027,302,0.072,0.946,0.039,0.000,0.015,38142,14887,5,0.288,0.389,0.576,2956243,0.229,0.106,0.009,162.68,31584,52,7.69,0.695,0.006
840000,851,4.604,0.052,18.74,57301,53761,3,3550,0,154,1626338.6,24652.5,0.000,0.198,0.236,0.256,0.310,1562,63.97,0.33,26.57,12.08,0.50,1.96,4.61,5.40,32.30,10.32,0.32,0.93,0.008,0.031,327,0.069,0.926,0.059,0.000,0.015,34866,10807,5,0.605,0.096,0.720,5881186,0.248,0.094,0.005,162.95,30450,27,6.94,0.843,0.009
850000,1112,4.666,0.056,18.80,61563,54995,7,6300,0,413,1624265.6,60258.3,0.001,0.204,0.229,0.263,0.302,1538,63.99,0.24,32.03,9.45,5.36,6.97,3.99,5.34,22.60,10.32,4.41,6.06,0.084,0.109,473,0.043,0.749,0.103,0.007,0.141,39794,17672,4,0.258,0.577,0.654,5911768,0.255,0.103,0.007,162.95,31428,44,9.56,0.825,0.068
860000,869,4.415,0.059,18.17,71051,56166,3,15125,0,911,1627011.8,138489.6,0.001,0.218,0.235,0.232,0.314,1353,63.20,5.28,35.93,9.16,1.94,4.61,2.36,4.25,22.97,6.88,1.68,4.48,0.030,0.072,258,0.100,0.919,0.072,0.000,0.008,46531,21078,8,0.242,0.012,0.441,4217087,0.250,0.105,0.008,162.82,36190,38,9.16,0.836,0.025
870000,839,4.633,0.059,18.04,65467,51916,12,13554,15,669,1621448.0,91985.3,0.001,0.208,0.231,0.252,0.308,1444,63.93,0.57,35.41,10.18,0.90,2.15,3.94,6.05,23.68,7.40,0.57,1.34,0.014,0.034,271,0.111,0.927,0.064,0.000,0.008,42020,17421,5,0.487,0.099,0.610,4271674,0.243,0.102,0.007,162.92,33788,30,6.79,0.850,0.001
880000,982,4.310,0.063,18.14,59371,53242,17,5969,0,112,1623545.6,51048.1,0.001,0.225,0.278,0.238,0.258,1559,63.99,0.23,34.52,6.62,4.63,7.18,2.29,4.86,22.56,7.55,3.90,5.91,0.072,0.112,428,0.040,0.848,0.109,0.000,0.043,36834,14615,8,0.186,0.304,0.355,6030688,0.271,0.119,0.014,162.97,31102,38,8.55,0.850,0.074
890000,862,4.413,0.051,19.35,58181,52510,14,5777,0,158,1625050.0,48102.4,0.002,0.215,0.237,0.261,0.286,1493,64.00,0.14,32.13,8.06,1.17,2.68,5.00,6.74,25.70,6.31,0.92,2.22,0.018,0.042,335,0.060,0.934,0.059,0.000,0.007,37440,13469,5,0.268,0.278,0.617,5181486,0.289,0.095,0.004,162.98,31005,36,8.33,0.840,0.003
900000,864,4.328,0.056,19.24,57008,49582,10,7414,0,269,1624985.9,53037.8,0.002,0.206,0.226,0.272,0.294,1484,63.62,1.22,34.43,6.78,1.45,3.34,3.81,5.09,23.94,5.78,1.31,3.21,0.023,0.052,318,0.106,0.918,0.069,0.000,0.013,36379,12274,7,0.409,0.087,0.575,4855620,0.300,0.095,0.005,163.05,30482,27,7.15,0.885,0.006
910000,899,4.525,0.062,18.18,72640,56062,4,16539,0,994,1621264.6,127293.7,0.002,0.224,0.244,0.255,0.275,1287,62.20,3.36,36.93,8.18,3.24,7.29,1.44,3.49,20.58,4.88,3.01,6.74,0.051,0.114,286,0.113,0.877,0.105,0.000,0.019,46817,20144,5,0.235,0.439,0.318,5529723,0.285,0.115,0.012,162.76,36732,30,7.70,0.864,0.087
920000,874,4.269,0.064,17.80,82749,61608,7,21085,74,1290,1623745.0,161562.3,0.005,0.278,0.276,0.201,0.240,1272,63.53,1.93,40.57,7.19,1.69,6.04,0.80,2.34,20.46,5.28,1.55,5.47,0.026,0.094,244,0.165,0.946,0.039,0.000,0.015,52705,24239,2,0.275,0.660,0.265,3666683,0.239,0.119,0.015,162.55,39697,38,7.66,0.807,0.022
930000,876,4.464,0.069,17.43,85346,58722,5,26609,8,1783,1615790.4,207109.3,0.006,0.280,0.226,0.193,0.294,1444,63.46,1.27,42.35,7.23,2.99,7.52,0.71,1.67,17.42,3.37,2.99,7.52,0.047,0.118,156,0.179,0.917,0.066,0.000,0.017,51910,27748,4,0.300,0.281,0.269,2048457,0.182,0.122,0.015,161.65,37505,30,7.78,0.856,0.011
940000,863,4.576,0.064,17.84,58715,45305,11,13412,0,548,1637088.5,65930.4,0.010,0.280,0.232,0.208,0.269,1821,63.66,1.03,42.55,6.58,2.56,7.06,1.58,1.83,16.97,2.96,2.53,6.98,0.040,0.110,140,0.122,0.918,0.070,0.000,0.013,36630,14115,6,0.502,0.000,0.540,3483049,0.188,0.108,0.009,162.86,27618,10,4.92,0.951,0.010
950000,860,4.538,0.059,18.96,54806,41857,27,12924,1,486,1640001.8,64926.8,0.016,0.275,0.247,0.201,0.261,1793,63.94,0.44,42.81,7.12,2.68,7.27,1.69,1.94,16.76,3.28,2.65,7.15,0.042,0.114,157,0.186,0.914,0.073,0.000,0.013,34577,12806,6,0.593,0.022,0.572,4508613,0.197,0.109,0.009,163.00,26482,11,5.02,0.950,0.019
960000,852,4.544,0.061,19.47,54500,41184,21,13303,0,455,1637251.0,69298.5,0.024,0.268,0.250,0.197,0.262,1706,63.92,1.16,42.15,6.99,2.40,6.83,2.21,2.36,17.17,3.34,2.39,6.83,0.038,0.107,134,0.229,0.924,0.060,0.000,0.016,34363,12173,5,0.680,0.013,0.763,5642040,0.190,0.113,0.012,163.02,26853,12,5.21,0.940,0.016
970000,846,4.590,0.060,19.64,53491,40908,29,12560,0,363,1639700.9,64198.2,0.024,0.261,0.241,0.206,0.268,1600,63.94,0.50,42.05,7.34,3.04,7.71,1.80,1.78,17.04,2.99,2.93,7.45,0.047,0.121,120,0.130,0.905,0.089,0.000,0.006,33356,11271,5,0.545,0.251,0.687,6132587,0.188,0.106,0.008,163.04,27433,11,5.11,0.946,0.014
980000,861,4.486,0.066,19.35,55016,40584,44,14373,0,554,1639091.4,76468.5,0.023,0.258,0.240,0.205,0.273,1576,63.92,0.79,42.25,7.11,2.89,7.48,1.89,1.64,16.89,3.05,2.86,7.40,0.045,0.117,144,0.172,0.895,0.091,0.000,0.014,33927,11375,4,0.584,0.189,0.711,6178551,0.189,0.113,0.011,163.02,28377,13,5.32,0.940,0.014
990000,821,4.760,0.068,19.44,55513,41620,40,13893,0,479,1634538.4,70276.4,0.021,0.255,0.240,0.204,0.279,1654,63.98,0.30,42.38,6.81,2.71,7.23,1.57,1.62,17.31,3.01,2.71,7.22,0.042,0.113,118,0.190,0.900,0.085,0.000,0.015,34185,12310,5,0.658,0.061,0.630,5558058,0.185,0.120,0.015,163.00,27307,11,5.06,0.943,0.011
1000000,851,4.599,0.063,19.23,53949,41049,41,12829,0,488,1634673.9,64740.8,0.022,0.259,0.237,0.205,0.278,1652,63.94,0.39,42.18,7.08,2.69,7.26,1.68,2.19,17.39,3.48,2.64,7.13,0.042,0.114,142,0.137,0.905,0.081,0.000,0.014,33747,11698,6,0.598,0.000,0.588,5316143,0.191,0.111,0.010,163.01,26864,11,5.05,0.945,0.009
